,2021-12-27,浙江龙盛今日大宗交易成交133.06万股，成交价11.81元折价4.99%,Wind
973,2019-09-03,分散染料急涨2000元/吨 行业供需格局有望好转,e公司
974,2019-09-02,黄磷价格8月下旬以来涨逾10%，机构建议关注磷化工相关标的,第一财经
975,2019-09-02,快讯：染料板块表现活跃 闰土股份冲击涨停,新浪
976,2019-09-01,证金、汇金、QFII最新持股曝光 他们最爱哪些股？,重庆商报
977,2019-08-31,浙江龙盛(600352.SH)：项志峰解除质押2300万股,格隆汇
978,2019-08-30,[快讯]浙江龙盛发布解除质押公告一股东累计质押930万股,中财网
979,2019-08-30,超四成草甘膦产能或面临停产，优质磷化工龙头股受益 经营问题,第一财经
980,2019-08-30,浙江龙盛核心业务全球领先 半年净利增6.7亿现金流剧增1022%,长江商报
981,2019-08-29,注意！这些股被融资客盯上了，扩容后指数修复性概率大,证券时报网
982,2019-08-28,浙江龙盛：中间体涨价助推业绩，染料产销有望回升,证券时报网
983,2019-08-28,主力小动作：碎步连阳+历史低位高增长股票获资金流入（名单）,证券时报
984,2019-08-26,社保基金现身200多家公司半年报,中投网
985,2019-08-26,【东兴化工】浙江龙盛（600352）:半年业绩创历史新高，中间体业务铸就护城河 ——2019半年报点评,东兴研究圈
986,2019-08-25,【申万宏源化工周观点】醋酸持续上涨，周期品淡季低库存，建议配置白马及细分行业龙头,申万宏源化工投资
987,2019-08-21,“国家队”持股路线图曝光！社保基金、证金、汇金大手笔买入这些股票,中证报
988,2019-08-21,“国家队”持股路线图曝光！社保基金、证金、汇金大手笔买入这些股票，有白马，也有黑马,中证报
989,2019-08-21,193股获券商买入评级 银轮股份目标涨幅达99.43%,Wind
990,2019-08-19,40股中报报喜 10股增长超1倍,中财网
991,2019-08-19,"浙江龙盛:二季度毛利率创历史新高,看好全年高增长",西南证券
992,2019-08-19,"浙江龙盛:业绩符合预期,毛利率创新高",证券之星
993,2019-08-17,21早新闻丨国务院常务会定了这两件大事,21世纪经济报道
994,2019-08-16,上市公司数据播报：兰生股份上半年净利同比增近10倍,金融界
995,2019-08-16,16日晚间公告精选：证监会拟决定对康美药业处以60万元罚款，对马兴田等人采取终身证券市场禁入措施,21世纪经济报道
996,2019-08-16,浙江龙盛2019年上半年盈利25.3亿 生产装置安全运行,挖贝网
997,2019-08-16,8月16日上市公司晚间公告速递,新浪
998,2019-08-16,浙江龙盛披露半年报：净利润25.32亿 同比增长36.23%,新浪
999,2019-08-16,浙江龙盛：上半年净利25.32亿元 同比增36%,e公司
1000,2019-08-16,浙江龙盛中报：上半年净利润25.32亿元，同比增长36.23%,Wind
1001,2019-08-16,“龙头老大”浙江龙盛上半年实现净利润25.32亿元,慧聪网
1002,2019-08-14,美股大涨，A股今天走一波？,腾讯网
1003,2019-08-13,A股收评：沪指跌0.63% 黄金概念股逆势大涨,格隆汇
1004,2019-08-13,快讯：分散染料板块异动拉升 浙江龙盛涨4%,新浪
1005,2019-08-12,浙江龙盛股东项志峰质押930万股 公司去年净利同比增长66%,挖贝网
1006,2019-08-12,[快讯]浙江龙盛发布质押公告一股东累计质押3230万股,中财网
1007,2019-08-12,浙江龙盛(600352.SH)控股股东之一项志峰质押930万股,格隆汇
1008,2019-08-12,"化工行业周报:醋酸价格上涨,能特益曼特8月底有望交割,周期品库存进入底部区间,建议配置白马及细分行业龙头",申万宏源
1009,2019-08-07,[快讯]浙江龙盛:董事减持股份进展 减持股份,中财网
1010,2019-08-07,浙江龙盛(600352.SH)：阮兴祥及姚建芳减持期过半 均未减持公司股份,格隆汇
1011,2019-08-07,浙江龙盛：两董事均未减持公司股份,Wind
1012,2019-08-07,浙江龙盛跌0.38%，创近4个月新低，报13.27元,腾讯网
1013,2019-08-07,【化工】行业集中度专题研究：政策推动下的内部分化*强于大市,中银国际证券研究
1014,2019-08-06,【申万宏源化工】每日信息速递20190807,申万宏源化工投资
1015,2019-08-06,浙江龙盛今日大宗交易成交19.28万股，成交价13.61元溢价2.18%,Wind
1016,2019-08-06,上海证券市场大宗交易公开信息(2019-08-06),上交所
1017,2019-08-01,"基础化工行业:醋酸大幅上涨,MDI、有机硅持续上行",安信证券
1018,2019-07-31,券商本月调研219家公司超800次，化工、电子行业最受关注,证券日报
1019,2019-07-31,市场情绪谨慎 主力资金净流出逾80亿元,中证报
1020,2019-07-31,券商本月调研219家公司超800次 化工、电子行业最受关注,证券日报
1021,2019-07-28,最赚钱科创板股票已大涨3.5倍 这个板块被带火了,证券时报
1022,2019-07-22,446亿资金争夺20股：主力资金重点出击10股(名单),新浪
1023,2019-07-22,港股通(沪)净流入7.19亿 港股通(深)净流入3.37亿,新浪
1024,2019-07-22,【民生化工】民生化工周报 20190722：萤石价格继续坚挺，关注维生素板块投资机会,太证陶陶
1025,2019-07-21,化工：继续推荐具有一体化能力的优质精细化工龙头公司 荐29股,国盛证券
1026,2019-07-19,7月19日股市预警|7家公司突发利空 23亿资金流出这十股,腾讯网
1027,2019-07-19,"基础化工行业周报:油价上涨、黄磷、萤石供应低位价格走高,有机硅、丙烯酸触底回升",安信证券
1028,2019-07-18,481亿资金争夺20股：主力资金重点出击4股(名单),新浪
1029,2019-07-18,A股市场资金变动一览（7月18日）,Wind
1030,2019-07-18,国金策略：A股处于“靴子”落地前的徘徊与蓄势阶段,金融界
1031,2019-07-18,财融汇·早间必读 | 20190718,财通证券融资融券部
1032,2019-07-18,券商调研偏好化工家电板块 7月份以来已拜访超百家上市公司,证券日报
1033,2019-07-17,7月17日复盘：科技股需一根中阳线 主力资金出击7股,新浪
1034,2019-07-17,528亿资金争夺20股：主力资金重点出击7股(名单),新浪
1035,2019-07-17,07月17日 主力资金抢筹最积极的前10股（附名单）,每日经济新闻
1036,2019-07-17,基础化工行业7月份投资策略:盘点化工行业的“隐形冠军”,国信证券
1037,2019-07-16,上海证券市场大宗交易公开信息(2019-07-16),上交所
1038,2019-07-15,机构5天调研50家公司 22家预告半年度业绩,证券日报
1039,2019-07-13,融资客加仓中国平安 青睐黄金类ETF,证券时报
1040,2019-07-12,421亿资金争夺20股：主力资金重点出击15股(名单),新浪
1041,2019-07-12,7月12日复盘:A股市场渐现遍地黄金 主力资金出击15股,新浪
1042,2019-07-09,浙江龙盛发生1笔大宗交易 均价16.24元溢价6.98%,慧聪网
1043,2019-07-09,财融汇·早间必读 | 20190709,财通证券融资融券部
1044,2019-07-09,数据王：最新北上资金与两融资金盘点,巨丰财经
1045,2019-07-09,两市放量下跌 核心资产仍具吸引力,中证网
1046,2019-07-08,上海证券市场大宗交易公开信息(2019-07-08),上交所
1047,2019-07-08,517亿资金争夺20股：主力资金重点出击5股(名单),新浪
1048,2019-07-08,北向资金大举出逃逾35亿元，三大主线指明后市掘金方向,第一财经
1049,2019-07-08,【民生化工】民生化工周报 20190708：萤石持续涨价，关注半年报预期高增长标的,太证陶陶
1050,2019-07-08,北上资金引导风向 关注蓝筹龙头独立行情,中证报
1051,2019-07-06,北上资金本周净买入20.37亿元 17股最受青睐,证券时报
1052,2019-07-05,【申万宏源化工】每日信息速递20190705,申万宏源化工投资
1053,2019-07-04,数据王：密切关注！回购规模再现历史峰值,巨丰财经
1054,2019-07-04,近六成个股跑赢大盘 天风证券获“冠军”,证券日报
1055,2019-07-03,白马要转向？北上资金出货高估值加仓高成长，白酒龙头茅台本周净卖出近4亿元,e公司
1056,2019-07-03,【申万宏源化工】每日信息速递20190702,申万宏源化工投资
1057,2019-07-03,26股获券商买入评级 新宝股份目标涨幅达57.22%,Wind
1058,2019-07-02,615亿资金争夺20股：主力资金重点出击7股(名单),新浪
1059,2019-07-02,两融及北上资金大幅净流入 消费与金融最受宠,证券时报
1060,2019-07-01,819亿资金争夺20股：主力资金重点出击17股(名单),新浪
1061,2019-07-01,分散染料概念走强 海翔药业涨停,中证网
1062,2019-07-01,融资客青睐15股，昊华能源买入占比高达53.55%,Wind
1063,2019-06-29,【申万宏源化工】每日信息速递20190701,申万宏源化工投资
1064,2019-06-28,445亿资金争夺20股：主力资金重点出击4股(名单),新浪
1065,2019-06-28,融资客10亿元加仓股名单曝光，这11股获连续6个月加仓（附名单）,证券时报
1066,2019-06-28,【中原策略王哲】A股资金流向日跟踪*沪指上涨，电子通信主力资金流入最多,中原证券研究所
1067,2019-06-28,主力资金连续5日净流出 北向资金净流入近40亿元,证券时报网
1068,2019-06-27,6月26日复盘:六月收官日不该太难看 主力出击12股,新浪
1069,2019-06-27,634亿资金争夺20股：主力资金重点出击12股(名单),新浪
1070,2019-06-27,06月27日 主力资金抢筹最积极的前10股（附名单）,每日经济新闻
1071,2019-06-27,中原证券：沪指上涨 电子通信主力资金流入最多,中原证券
1072,2019-06-26,【国元资讯早班车】华兴源创定价来了！打新在周四,国元证券订阅号
1073,2019-06-25,8股主力资金净流入超亿元,证券时报
1074,2019-06-25,化工：维生素有望持续涨价 荐4股,东兴证券
1075,2019-06-20,五粮液、平安等又创新高！股价迭创新高个股都有哪些特质？,证券时报
1076,2019-06-20,882亿资金争夺20股：主力资金重点出击17股(名单),新浪
1077,2019-06-19,6月19日复盘：消化缺口后有望重启升势 主力出击17股,新浪
1078,2019-06-19,661亿资金争夺20股：主力资金重点出击17股(名单),新浪
1079,2019-06-19,基础化工行业2019年中期策略&6月份投资策略：库存周期逐步见底，龙头企业投资价值突显,国信研究
1080,2019-06-19,"化工行业周报:PTA~聚酯产业链回暖,醋酸价格上涨,关注白马及成长龙头",申万宏源
1081,2019-06-17,【申万宏源化工】每日信息速递20190617,申万宏源化工投资
1082,2019-06-17,1389只个股今日尾盘资金净流入,证券时报
1083,2019-06-17,浙江龙盛(600352.SH)2名控股股东合计解除质押1.8%股份,格隆汇
1084,2019-06-17,360亿资金争夺20股：主力资金重点出击3股(名单),新浪
1085,2019-06-17,财融汇·早间必读 | 20190617,财通证券融资融券部
1086,2019-06-17,【民生化工】民生化工周报20190617：萤石、维生素相对强势，MDI价格跌幅居前,太证陶陶
1087,2019-06-16,机构席位周买入不足亿元 稀土永磁概念逢高遭兑现,大众证券报
1088,2019-06-15,绝地反击，这只股票创新低后连收5涨停，主力资金开始盯上这个板块,中财网
1089,2019-06-14,今日尾盘资金抢筹这些个股,证券时报网
1090,2019-06-14,【股市周报】市场全线反弹(6月10日-6月14日),中国金融信息网
1091,2019-06-14,440亿资金争夺20股：主力资金重点出击6股(名单),新浪
1092,2019-06-14,54页年报问询函回复惊呆小伙伴 浙江龙盛竟还投了今日头条、滴滴等 问询,每日经济新闻
1093,2019-06-14,重仓股股价再创历史新高，北上资金8天突袭扫货近270亿，活跃股整体跑赢大盘,证券时报网
1094,2019-06-14,A股早报2019年6月14日星期五,Wind
1095,2019-06-14,15股被主力资金扫货超亿元 贵州茅台再获北向资金抢筹,证券时报
1096,2019-06-13,浙江龙盛回复问询函：毛利率大幅增长主要得益于市占率较高产品价格上升,Wind
1097,2019-06-13,浙江龙盛回复年报问询：库存商品跌价准备计提充分 问询,e公司
1098,2019-06-13,中国将主导量子密码国际标准制定　相关公司受关注,东海通财富
1099,2019-06-13,6月13日复盘：红周四释放转强信号 主力资金出击6股,新浪
1100,2019-06-13,467亿资金争夺20股：主力资金重点出击6股(名单),新浪
1101,2019-06-13,06月13日 主力资金抢筹最积极的前10股（附名单）,每日经济新闻
1102,2019-06-13,财融汇·早间必读 | 20190613,财通证券融资融券部
1103,2019-06-13,2019年6月13日华融早报,华融期货
1104,2019-06-13,A股早报2019年6月13日星期四,Wind
1105,2019-06-13,两板块龙头需等二次拉升机会,财富动力网
1106,2019-06-13,机构抛售英洛华火力十足 游资继续看多“人造肉”,财富动力网
1107,2019-06-13,大盘小幅回调 机构加码抛售,金融投资报
1108,2019-06-12,一纸公告引发闪崩！浙江龙盛50亿市值没了，巨量资金跌停“逃命”，究竟发生了什么？,每日经济新闻
1109,2019-06-12,推迟回复上交所问询 浙江龙盛股价突然跌停 问询,国际金融报
1110,2019-06-12,【12日资金路线图】主力资金净流出261亿元 龙虎榜机构抢筹1股,证券时报网
1111,2019-06-12,6月12日A股龙虎榜揭秘，机构净卖出5股,Wind
1112,2019-06-12,延期回复年报问询函 外资机构抛售浙江龙盛跌停 股票卖空,e公司
1113,2019-06-12,机构今日买入这只股，抛售浙江龙盛1.16亿元,第一财经
1114,2019-06-12,50亿市值没了！港资机构联手砸盘，浙江龙盛放量跌停,第一财经
1115,2019-06-12,浙江龙盛龙虎榜数据（6月12日）,Wind
1116,2019-06-12,龙虎榜追踪 机构净卖出5股,中财网
