,2021-12-31,恒力石化(600346.SH)尚未开始实施回购,智通财经
816,2021-03-26,发生了什么？3000亿巨头药明康德突然火了 聪明钱狂买近14亿,e公司
817,2021-03-26,中国可转债周报,新浪
818,2021-03-26,恒力石化：控股股东恒力集团解除质押2573万股,每日经济新闻
819,2021-03-26,恒力石化(600346.SH)：控股股东解押2573万股,格隆汇
820,2021-03-26,恒力石化：年产450万吨PX主要是为了满足公司PTA的生产需求,每日经济新闻
821,2021-03-26,"恒力石化：于2020年3月进行了为期12个月的回购计划，目前已结束，总计回购股份7,779,904股",每日经济新闻
822,2021-03-26,恒力石化：公司在上游具备了年产450万吨PX设计产能，基本能满足下游PTA产能的PX原材料需求,每日经济新闻
823,2021-03-26,恒力石化：沙特国家石油公司首次与中国民营炼化企业签订长期供应协议,每日经济新闻
824,2021-03-26,恒力石化：目前具有年产1160万吨的PTA产能，在建产能500万吨，预计明年投产,每日经济新闻
825,2021-03-26,恒力石化：套期保值仅是一种保障企业健康持续运行的协助方式，所以投入的金额不会很大,每日经济新闻
826,2021-03-26,恒力石化：暂无发布2020年度业绩预报的计划,每日经济新闻
827,2021-03-26,恒力石化：股东恒力集团计划于今年募集资金规模不超过人民币120亿元，采用一次发行或分期发行,每日经济新闻
828,2021-03-26,恒力石化：本次交换的股份为恒力集团持有的，并不会增加上市公司的总股本,每日经济新闻
829,2021-03-26,一支穿云箭，咱们就千军万马来相见！,云掌财经
830,2021-03-26,每日理财观察：加大金融支持，促风电、光伏业健康发展,Wind
831,2021-03-26,一文告诉你PTA多套装置近期为何集中选择检修停工？,盛达期货
832,2021-03-25,道达投资手记：服装板块全面爆发 能参与吗？,每日经济新闻
833,2021-03-25,金融街下午茶2021年3月25日星期四,Wind
834,2021-03-25,A股主力资金流向（3月25日）：资金加速逃离面板、碳中和概念股,Wind
835,2021-03-25,A股收盘综述：上证指数微跌受累于碳中和概念调整，两市成交额创年内新低,Wind
836,2021-03-25,李志林丨双底暂受支撑，个股先行反弹,中金在线
837,2021-03-25,A股午评：创业板指涨0.13%碳中和概念回落假日概念股活跃,格隆汇
838,2021-03-25,顺周期发力大盘快速翻红，化工有色强力护盘，化工ETF（516020）大涨2.48%,资本邦
839,2021-03-25,陆股通重仓指数翻红，桐昆股份、恒力石化、华域汽车升超5%,Wind
840,2021-03-25,石化板块反弹，恒力石化、桐昆股份、卫星石化、荣盛石化普涨,Wind
841,2021-03-25,华东医药等40股近五日获机构净买入,证券时报网
842,2021-03-25,每日理财观察：欧亚大动脉被“切断”！最新情况来了,Wind
843,2021-03-25,机构看中这些股 近五日大手笔净买入,证券之星
844,2021-03-25,抱团股再被抛售 机构多空分歧大,财富动力网
845,2021-03-24,恒力石化跌7% 昨日中金公司唱多喊目标价41元,中国经济网
846,2021-03-24,机构今日买入这22股，卖出恒力石化4.64亿元丨龙虎榜,第一财经
847,2021-03-24,3月24日龙虎榜解析：节能风电净买入额最多，还有37只个股被机构扫货,每日经济新闻
848,2021-03-24,788亿主力资金近三日撤出全A(等权)概念股,证券时报网
849,2021-03-24,A股收盘综述：上证指数下滑1.3%，碳中和、券商、白酒板块冲高回落,Wind
850,2021-03-24,A股午评：三大指数跌逾1%券商、白酒股逆势走强,格隆汇
851,2021-03-24,A股午盘综述：上证指数跌1.22%，碳中和、白酒、券商板块逆市走升,Wind
852,2021-03-24,金龙鱼、万华、紫金矿业、恒力、宝钢、荣盛石化等机构抱团股跌幅均超5%,Wind
853,2021-03-24,化工持续走弱，细分化工牛年回撤已超23%，中信证券：重点石化公司股价已回调至合理偏低估值,资本邦
854,2021-03-24,金龙鱼、万华、恒力石化、宝钢、荣盛石化、中信特钢等机构抱团股均跌超3%,Wind
855,2021-03-24,产能扩张压力仍然较大中长期pta价格走势偏弱,金投网
856,2021-03-24,中信证券：在油价回升、需求复苏背景下，看好石油化工行业的整体业绩表现,证券时报网
857,2021-03-24,能源化工｜国际油价：短期需求复苏不确定性压制油价，仍看好后续油价表现,中信证券研究
858,2021-03-23,化工碳中和系列报告三：碳中和背景下大炼化和煤化工如何发展,--
859,2021-03-23,4位纺织企业家上榜2021年中国最具影响力的50位商界领,纺织服装周刊
860,2021-03-23,李志林丨茅台走熊“抱团”跌下神台，“小鬼”当家市场风格骤,中金在线
861,2021-03-23,石油加工行业每周炼化：油价带动聚酯回调！,新浪
862,2021-03-23,基础化工行业周报(第十一周),新浪
863,2021-03-23,周期全线调整，化工板块加速下挫，化工ETF（516020）持续溢价盘中获近1400万资金申购 连续下跌,资本邦
864,2021-03-23,中免、三一、万华、恒力石化、潍柴、中远海控等机构抱团股均跌超3%,Wind
865,2021-03-23,A股早报2021年3月23日星期二,Wind
866,2021-03-23,每日理财观察：电子烟重磅监管即将落地,Wind
867,2021-03-23,PTA 短期内宽幅振荡,新浪
868,2021-03-23,千亿牛股恒力石化跌停：龙虎榜5机构角力，狂买不敌狂卖,时代在线
869,2021-03-22,0323日报/万盛股份2020年净利润3.93亿元同比增长137.21%【东北基础化工】,东北基础化工
870,2021-03-22,【收盘简评】2021-03-22,赢家之星
871,2021-03-22,定增市场2021年2月报：买方市场特征明显：竞价折价率大幅攀升 募足率降至五成,新浪
872,2021-03-22,A股资金面日报：公用事业等行业获主力资金青睐 北向资金抢筹京东方A等股,中金在线
873,2021-03-22,本次涨价潮也侧面印证化工行业的重要性，行业迎来史无前例的发展机遇。,财华社
874,2021-03-22,龙虎榜：2.1亿资金抢筹深圳能源 机构净买这16股,中金在线
875,2021-03-22,6万股民懵了，又见闪崩！2000亿白马股被砸跌停，机构大卖6亿，发生了什么？,和讯
876,2021-03-22,【SMM日评】有色全线飘红沪锌领涨逾3% 铁矿跌近6%焦炭重挫逾7%,金融界
877,2021-03-22,恒力石化龙虎榜数据（3月22日）,Wind
878,2021-03-22,又见闪崩！2000亿石化白马股被砸跌停，机构大卖6亿，6万股东彻底懵了，到底发生了什么？,每日经济新闻
879,2021-03-22,金融街下午茶2021年3月22日星期一,Wind
880,2021-03-22,机构今日买入这16股，抛售恒力石化4.65亿元丨龙虎榜,第一财经
881,2021-03-22,最新龙虎榜动向：机构狂买深圳能源，还有这些股受捧（名单）,21世纪经济报道
882,2021-03-22,恒力石化跌9.98% 国泰君安与平安资管产品持股,中国经济网
883,2021-03-22,【日评】交投气氛清淡磺市弱势整理,百川盈孚
884,2021-03-22,A股三大指数震荡反弹涨超1%“碳中和”强势受追捧短期宜谨慎,财华社
885,2021-03-22,热点淘金：指数集体涨超1% 电力股掀涨停潮,巨丰财经
886,2021-03-22,A股市场震荡走高收涨：银行和券商股护盘，成交7599亿元,澎湃新闻
887,2021-03-22,盛虹转债发行报告：涤纶DTY 龙头企业 布局一体化产业链,新浪
888,2021-03-22,A股收盘综述：上证指数涨1.14%，碳中和指数劲升6%创新高,Wind
889,2021-03-22,化工行业周报：年报和一季报季在即 关注二线龙头兑现高弹性,新浪
890,2021-03-22,免费研报精选：券商股搭台、碳中和唱戏 又一涨价题材出炉！重点标的有哪些？,中金在线
891,2021-03-22,恒力石化一度跌停，化纤板块跌近3%,Wind
892,2021-03-22,平安证券--化工行业周报：降解塑料将成为拉动BDO需求的重要力量【行业研究】,金融界股吧
893,2021-03-22,化工板块快速回落，万华化学跌近5%，中泰证券化工：原油中期存回暖预期，龙头价值穿越周期,资本邦
894,2021-03-22,生意社：3月22日国内部分丁二烯部分企业出厂报价持稳,生意社
895,2021-03-22,牧原股份、顺丰、韦尔股份、恒力石化、中顺洁柔等机构抱团股逆市下滑,Wind
896,2021-03-22,数字医疗、自动驾驶汽车都是颠覆性的创新技术,云掌财经
897,2021-03-22,PTA: 供应偏紧难敌成本下行，关注原油走势 MEG：期价弱势运行,国泰君安期货
898,2021-03-21,PTA见顶概率增加,期货日报网
899,2021-03-21,PTA · 加工费压缩空间受限，短期TA跟随油价宽幅震荡,中信建投期货微资讯
900,2021-03-20,久立特材：产品差异化发展 高端领域天花板极高,财富动力网
901,2021-03-20,上市公司正负面新闻2021年3月20日星期六,Wind
902,2021-03-19,晚间公告热点追踪：ST股“妖风”起 深交所持续关注,新浪
903,2021-03-19,晚间重要公告2021年3月19日星期五,Wind
904,2021-03-19,恒力石化：控股股东恒力集团拟发行可转债募资不超120亿元,金融界
905,2021-03-19,金融街下午茶2021年3月19日星期五,Wind
906,2021-03-19,沪指周线“五连阴” 十年期美债利率再飙升、纳指跌3%,新浪
907,2021-03-19,恒力石化：控股股东拟发行可交换公司债券募资不超120亿元,e公司
908,2021-03-19,恒力石化(600346.SH)：控股股东拟发行可交换公司债 募资规模不超120亿元,格隆汇
909,2021-03-19,恒力石化：控股股东拟非公开发行不超过120亿元可交换公司债券,Wind
910,2021-03-19,石油化工指数跌幅扩大至5%，桐昆股份、恒力石化、卫星石化领跌,Wind
911,2021-03-19,曾经公私募“枪口一致”，如今走势一波三折，这个板块还能火吗？,Wind
912,2021-03-19,富时罗素季调盘后生效叠加期指交割，波动日如何保平安？,Wind
913,2021-03-19,注意！富时罗素季调盘后生效叠加期指交割，波动日如何保平安？,Wind
914,2021-03-18,富时罗素A股季调明日盘后生效，北上资金已连续八日加仓,Wind
915,2021-03-18,恒力石化(600346.SH)：控股股东解质7875万股,格隆汇
916,2021-03-18,石化板块拉升，东方盛虹、恒逸石化、恒力石化、荣盛石化集体上扬,Wind
917,2021-03-17,A股史上首次蓝筹股泡沫破裂，6成私募反对抄底,Wind
918,2021-03-17,大橡塑国内首套新设备通过试车,轮胎世界网
919,2021-03-17,恒力石化(600346.SH)回购期届满 累计斥资9996.13万元回购777.99万股,格隆汇
920,2021-03-16,信达证券--石油化工行业深度报告：顺应天时，大炼化抢占先机【行业研究】,金融界股吧
921,2021-03-15,恒力石化跌6.84% 国泰君安与平安资管产品持股,中国经济网
922,2021-03-15,恒力石化(600346.SH)：第五期员工持股计划完成股票购买 合计持有705.17万股,格隆汇
923,2021-03-15,平安证券--化工行业周报：“碳中和”利好石油化工龙头和相关子行业【行业研究】,金融界股吧
924,2021-03-15,化工行业周报：美国刺激计划落地+就业向好 复苏预期进一步增强,新浪
925,2021-03-15,炼油产能过剩是如何造成的？,中国能源报
926,2021-03-15,化工周度观点21W11：碳中和大背景下的中国化工新时代,新浪
927,2021-03-15,化工行业周报：继续推荐核心资产及低估值高景气标的 关注碳中和受益标的,新浪
928,2021-03-15,生意社：3月15日国内部分丁二烯部分企业出厂报价上涨,生意社
929,2021-03-15,川财证券--石油化工行业周报：原油高位震荡，看好油服及民营炼化【行业研究】,金融界股吧
930,2021-03-15,石油石化、基础化工、新材料行业北上资金流向周报,新浪
931,2021-03-15,2021年全球化工行业形势依然严峻,石化新闻网
932,2021-03-15,原油系列报告(十四)：高油价是否可持续？,新浪
933,2021-03-15,恒力石化（惠州）PTA项目主装置区完成场地平整,纺织网
934,2021-03-15,PTA: 供应端收缩 TA高位震荡 MEG：估值调整叠加基本面坍塌 EG弱势震荡,国泰君安期货
935,2021-03-15,“炼化-化纤”产业链周报：涤纶长丝价格及价差持续向好,新浪
936,2021-03-15,石油化工行业周报：2021年海外石化龙头公司估值对标之：利安德巴塞尔公司,新浪
937,2021-03-13,江苏新首富诞生，纺织起家的民营巨头，日赚三亿！,云掌财经
938,2021-03-12,A股收盘综述：上证指数录涨因电力、碳中和板块爆发，周线仍三连跌,Wind
939,2021-03-12,生意社：3月12日国内部分丁二烯部分企业出厂报价上涨,生意社
940,2021-03-11,主力资金：AH股双双涨超10% 2900亿矿业龙头尾盘10分钟轰涨停,新浪
941,2021-03-11,3月11日主力资金净流入187亿元,证券时报网
942,2021-03-11,A股、H股双双涨超10%！这只市值2900亿元矿业龙头股涨停,和讯
943,2021-03-11,【日评】商谈略有起色磺市价格反弹,百川盈孚
