,2021-12-31,东台东方建设投资发展发行7700万美元增信债券,久期财经
898,2020-11-09,城商行巨头 北京银行、上海银行的零售突破点——线上渠道,北国网
899,2020-11-06,透视上市银行三季度报：营收净利双负增长惟独上海银行，民生银行交通银行净利降幅大 盈利能力下降,云掌财经
900,2020-11-05,证监会：上海银行、英特集团、新澳股份可转债事项11月9日上会,Wind
901,2020-11-05,证监会：上海银行等3公司发行可转债事项11月9日上会,e公司
902,2020-11-05,A股上市银行三季报：21家归母净利润“跑输”去年同期，上海银行营收、净利均“跑输”,资本邦
903,2020-11-04,上海银行斩获“网络与信息安全管理大赛”全国一等奖,中金在线
904,2020-11-04,上金所公布黄金拆借品种参与机构名单,Wind
905,2020-11-04,法海风控因弄虚作假被列经营异常，为上海银行对公信贷项目重要供应商 经营问题,零壹财经
906,2020-11-04,保险资金投资路线追踪：三季度增持银行加码制造业,证券时报网
907,2020-11-03,前三季度A股上市城商行8家不良率下降，6家资本充足率下降,澎湃新闻
908,2020-11-03,前三季A股上市城商行5家净利负增长，厦门银行净利增幅最高,澎湃新闻
909,2020-11-03,上海市金融科技创新监管试点首批8个创新应用已完成登记，将向用户正式提供服务,Wind
910,2020-11-03,三季度城商行业绩增速放缓 手续费、佣金净收入成主要增长动力 盈利能力下降,第一财经
911,2020-11-02,前三季度A股上市银行同比少挣1073亿：交行垫底大行 民生净利跳水 盈利能力下降,新浪
912,2020-11-02,A股上市城商行三季报扫描：净利负增长队伍扩大,第一财经
913,2020-11-02,A股上市城商行三季报扫描：净利负增长队伍扩大，不良率稳中有降 盈利能力下降,第一财经
914,2020-11-02,A股融资融券日报：两融余额减少75.14亿元（10月30日）,Wind
915,2020-11-02,36家A股上市银行前三季度，合计实现净利1.3万亿元,Wind
916,2020-10-31,受益于战略新兴产业高景气度，多家精选层公司三季度业绩翻倍,Wind
917,2020-10-30,上海银行迎来券商背景新行长，大力计提拨备仍难阻止拨备下降,新浪
918,2020-10-30,送达诉状副本及开庭传票——上海银行股份有限公司崇明支行 诉讼纠纷,上海高级人民法院
919,2020-10-30,这10家公司被险资盯上，全市场持仓路线图也浮出水面,中证报
920,2020-10-30,深圳市海王生物工程股份有限公司 关于为控股子公司提供担保实施情况的公告 大额借贷担保,证券时报
921,2020-10-29,A股上市银行三季报陆续披露 零售业务价值贡献显现,中国经营网
922,2020-10-29,中银晨会聚焦,新浪
923,2020-10-29,A股融资融券日报：两融余额增加49.47亿元（10月28日）,Wind
924,2020-10-29,瞄准“银发经济”：银行业深耕养老金融,新浪
925,2020-10-29,生猪养殖利润仍处高位，多家上市猪企三季报业绩翻番,Wind
926,2020-10-29,银行成资金避风港年底千亿解禁料影响有限,证券日报
927,2020-10-29,银行成资金避风港 第四季度或存投资机会,中证报
928,2020-10-29,年内银行股最后一波解禁潮来袭，对股价影响几何？,Wind
929,2020-10-28,上海银行前三季营收净利双降 不良贷款率连续两年攀升 盈利能力下降,GPLP犀牛财经
930,2020-10-28,【行情】银行板块分化，厦门银行、常熟银行跌停，成都银行、无锡银行、上海银行跌幅居前，仅平安银行上涨,金十数据
931,2020-10-28,常熟银行封住跌停板，上海银行、无锡银行、成都银行均跌超2%,Wind
932,2020-10-28,跌停！厦门银行上市次日跌停 37只银行股全线下跌 连续下跌,21世纪经济报道
933,2020-10-28,"3800万户!上海银行持续创新线上服务,个人客户数领先同业",农村金融时报
934,2020-10-28,上海银行前三季度净利润下滑近8%至150.5亿元，不良率升至1.22% 盈利能力下降,零壹财经
935,2020-10-27,银保监会：上海银行新行长朱健任职资格获批,银保监会
936,2020-10-27,上海银行(601229)：息差保持稳健 拨备计提力度提升拖累盈利增速,新浪
937,2020-10-27,上海银行第三季度个贷增速回升，曾因个贷违规等收1600万大额罚单,凤凰网
938,2020-10-27,【银行】上海银行：加大拨备计提力度，息差环比持平,中银证券研究
939,2020-10-27,银行股跌惨了！近20亿资金撤退，什么信号？,21世纪经济报道
940,2020-10-26,A股收盘综述：上证指数连跌四日，创业板收红因充电桩、光伏、疫苗等题材反弹,Wind
941,2020-10-26,开放银行之账户开放：城商行发力Ⅱ类户场景获客，痛点在投入产出比,21世纪经济报道
942,2020-10-26,上海银行(601229)：拨备计提后置 潜在风险减轻,新浪
943,2020-10-26,前三季度上海银行实现归母净利润150.52亿元,中国金融新闻网
944,2020-10-26,A股融资融券日报：两融余额减少114.88亿元（10月23日）,Wind
945,2020-10-26,上海银行(601229)：解除包袱再上阵 息差改善尤可期,新浪
946,2020-10-26,上海银行前三季净利150.52亿不良率1.22% 普惠金融贷款投放365亿劲增137%,长江商报
947,2020-10-25,浙商早知道 | 10月27日,浙商证券研究所
948,2020-10-25,【浙商II梁凤洁/邱冠华】怎么看第一份城商行三季报？,大话金融
949,2020-10-25,【浙商I银行】上海银行20Q3：做实不良，拖累利润,大话金融
950,2020-10-25,上海银行：已为辖区内超过四分之一的科创板企业提供服务,金融投资报
951,2020-10-25,两年1000万张！这家互联网大平台变身新一代信用卡“发卡机” “喂饱”一打中小银行,券商中国
952,2020-10-24,上海银行：盈利增速下滑，息差平稳 盈利能力下降,志明看金融
953,2020-10-24,【万联银行 | 季报点评】上海银行：资产质量表现符合市场预期,万联证券研究所
954,2020-10-24,上海银行第三季度净利润39.21亿元，增速连续三季度下滑转负 盈利能力下降,搜狐
955,2020-10-24,银行业“银行金融科技”系列深度之六：网商银行如何成为小微之王,新浪
956,2020-10-24,A股上市银行三季报披露大幕拉开，计提拨备力度或左右业绩走势,Wind
957,2020-10-23,上海银行：前三季度净利润150.52亿元 同比下降7.99% 盈利能力下降,中证网
958,2020-10-23,上海银行前三季度净利同比下降7.99% 不良率较上年末微升 盈利能力下降,中证网
959,2020-10-23,上海银行拨备计提增长两成 新行长朱健任职获批,和讯
960,2020-10-23,上海银行副董事长、行长朱健任职资格核准,北京商报
961,2020-10-23,上海银行公布三季报 前三季净利减少7.99% 盈利能力下降,新浪
962,2020-10-23,上海银行：前三季净利润同比下降7.99% 拨备计提同比增19.84% 盈利能力下降,上证报
963,2020-10-23,上海银行：前三季度净利润为150.5亿元 同比下降7.99% 盈利能力下降,新浪
964,2020-10-23,上海银行(601229.SH)：前三季净利降7.99%至150.52亿元 盈利能力下降,格隆汇
965,2020-10-23,上海银行：前三季度净利150.52亿元 同比降8% 盈利能力下降,e公司
966,2020-10-23,上海银行(601229.SH)：朱健董事、副董事长、行长任职资格获监管机构核准,格隆汇
967,2020-10-22,零售化浪潮之下，联合贷与联名卡，谁是银行更好的朋友？,搜狐
968,2020-10-22,2年1000万张！美团成为联名信用卡“发卡机”,证券时报
969,2020-10-21,误导投资者 商业银行产品营销四大乱象需警惕,中投网
970,2020-10-21,破解区域性银行转型痛点 美团联名信用卡累计发卡破千万,中国金融新闻网
971,2020-10-21,银行业深度：银行并购新浪潮,新浪
972,2020-10-21,A股融资融券日报：两融余额增加43.8亿元（10月20日）,Wind
973,2020-10-21,联名信用卡能否破解区域性银行转型痛点？,中国经济网
974,2020-10-17,上海银行与深圳证券交易所签署战略合作协议,Wind
975,2020-10-16,内银股飙升：建行、工行涨5%招行涨近6% 发生了什么,新浪
976,2020-10-15,大族激光(002008.SZ)：拟向两家银行申请合计不超18亿元综合授信额度,格隆汇
977,2020-10-14,WEMONEY研究室日报：11家银行理财产品向理财子公司迁移；“代理退保”黑产现新花样,凤凰网
978,2020-10-14,上海银行回应浦东分行270亿理财基金爆仓：谣言已报案 股票质押异常,中国经济网
979,2020-10-14,上海银行信用卡累计发卡量破千万,中投网
980,2020-10-12,上海银行现1笔大宗交易 共成交200.07万元,新浪
981,2020-10-12,上海银行今日大宗交易成交27万股，成交价7.41元折价10.72%,Wind
982,2020-10-08,银行4季度银行股有哪些催化剂？,中信建投
983,2020-09-29,上海银行成功发行全国首单民营科技中小企业 专项知识产权资产支持票据,面包财经
984,2020-09-29,上海银行北京大兴支行9月送金融知识进抗疫医疗企业,北青网
985,2020-09-28,国泰君安与上海银行签署战略合作协议 推进金融科技跨界合作服务长三角一体化发展,新华网
986,2020-09-28,银证联手提升服务实体经济能级 上海银行与国泰君安共同成立“长三角科创企业联合服务平台”,全景网
987,2020-09-28,银证联手提升服务实体经济能级 上海银行与国泰君安共同成立“长三角科创企业联合服务平台”,面包财经
988,2020-09-28,上海银行广结友 发力数字金融让金融服务更接地气,第一财经
989,2020-09-27,上海银行首批参与上海市工商联、生态环境局战略合作 加快绿色金融部署,面包财经
990,2020-09-26,金融创新 科技赋能：未来银行是什么模样？,新华网
991,2020-09-26,十大“增持王”曝光 低估值蓝筹成增持重点,财富动力网
992,2020-09-25,上海银行选举朱健为副董事长,北京商报
993,2020-09-24,上海银行副行长施红敏：数字金融改变的是金融业态，而不是金融本质,每日经济新闻
994,2020-09-24,上海银行副行长施红敏：将数字化转型作为新三年战略主线,新浪
995,2020-09-24,上海银行副行长施红敏：数字金融推动银行加快创新步伐,新华网
996,2020-09-24,上海银行副行长施红敏：数字金融时代更应坚持“不变的底线”,金融投资报
997,2020-09-23,上海银行信用卡累计发卡量破千万张 系城商行首家,上证报
998,2020-09-22,深交所与上海银行签署战略合作协议,格隆汇
999,2020-09-22,上海银行与深交所签署战略合作协议 合力提升服务实体经济能力,中金在线
1000,2020-09-22,强化数字赋能 打造特色品牌 上海银行信用卡累计发卡量破千万,中国金融新闻网
1001,2020-09-22,迈入中等规模发卡机构行列：上海银行成首家信用卡发卡量破千万城商行,中金在线
1002,2020-09-22,送达裁判文书——上海银行股份有限公司福民支行 诉讼纠纷,上海高级人民法院
1003,2020-09-21,金融控股公司管理办法点评：金控新牌照 管理有章法,新浪
1004,2020-09-20,银行业周报229期：金控新牌照 管理有章法,新浪
1005,2020-09-18,离任国内第二大城商行行长后，年逾58岁的他有了新去处 董监高成员变化,和讯
1006,2020-09-18,复旦大学附属儿科医院与上海银行共建“多学科远程会诊中心”,中金在线
1007,2020-09-17,58岁上海银行原行长胡友联担任上海国际集团监事会主席,澎湃新闻
1008,2020-09-17,银行员工会买自己的理财产品吗？,搜狐
1009,2020-09-16,玖源集团(00827-HK)：附属与民生银行、交行及上海银行商讨重续贷款协议,财华社
1010,2020-09-16,上市银行再融资：监管重点关注处罚、理财、不良等风险点,21世纪经济报道
1011,2020-09-16,上市银行再融资：监管重点关注处罚、理财、不良等风险点 金融监管处罚,Wind
1012,2020-09-16,上市银行再融资： 监管重点关注处罚、理财、不良等风险点,21世纪经济报道
1013,2020-09-15,玖源集团(00827)与若干银行贷款的最新进展,智通财经
1014,2020-09-14,上海市市长龚正：金融企业要加大信贷投放力度，拓宽资本市场渠道,Wind
1015,2020-09-12,管理规模缩水三成 高度依赖固收的上银基金中报净利降超六成 规模大幅缩水,GPLP犀牛财经
1016,2020-09-11,WEMONEY研究室日报：5家保险公司资金违规入房市被通报；马上消费金融A股上市获批,凤凰网
