,2021-12-31,华联股份：公司暂无重组计划,Wind
761,2021-07-19,【异动股】中国铝业(02600.HK)涨3.21%,财华社
762,2021-07-19,中国铝业高开近3%,Wind
763,2021-07-19,A股早报2021年7月19日星期一,Wind
764,2021-07-19,中国铝业铝价高位半年净利预增83倍 狠抓成本管控负债率降至60.9%,长江商报
765,2021-07-18,22股获买入评级 最新:倍 轻 松,中财网
766,2021-07-18,中国铝业(601600)：业绩超预期 降本增效成果显着,广发证券
767,2021-07-17,中国铝业半年报预计盈利30亿元,上证报
768,2021-07-17,上市公司正负面新闻2021年7月17日星期六,Wind
769,2021-07-17,欧美股市收盘全线走低，纳指连续第四天收跌,Wind
770,2021-07-17,热门中概股多数下跌，雾芯科技跌近10%,Wind
771,2021-07-17,美国三大股指全线下跌,Wind
772,2021-07-17,受益铝价高位运行 中国铝业净利预增83倍,证券时报
773,2021-07-16,格隆汇港股聚焦(07.16)︱中国铝业上半年净利预增约83倍；雷军已向两家慈善机构捐赠约6.16亿股小米股票,格隆汇
774,2021-07-16,7月17日上市公司重要公告集锦：片仔癀上半年净利11.14亿元 同比增28.85%,证券日报之声
775,2021-07-16,晚间重要公告2021年7月16日星期五,Wind
776,2021-07-16,7月16日晚间上市公司十大重磅公告,巨丰财经
777,2021-07-16,7月16日中国铝业、片仔癀等11家公司公告出现利好,证券之星
778,2021-07-16,铝行业一周要闻回顾（7.12-7.16）,世铝网
779,2021-07-16,中国铝业：2021年上半年业绩同比预增约83倍 资产负债率降至60.9%,和讯
780,2021-07-16,中国铝业上半年业绩预增约83倍,上证报
781,2021-07-16,北向资金再度净卖出超41亿，新能源产业链股遭大幅抛售,Wind
782,2021-07-16,BlackRock Inc.增持中国铝业股份约1696.57万股,每日经济新闻
783,2021-07-16,中国铝业半年净利暴增83倍，资产负债率降至60.9%,第一财经
784,2021-07-16,刚刚！这家公司上半年业绩暴增8300%，它找到了什么“财富密码”？,证券之星
785,2021-07-16,中国铝业(02600)预期上半年归母净利同比增长约83倍至30亿元,智通财经
786,2021-07-16,中国铝业(601600.SH)预计上半年盈利30亿元 同比增约83倍,智通财经
787,2021-07-16,中国铝业：预计2021年上半年净利润约30亿元,每日经济新闻
788,2021-07-16,中国铝业(601600.SH)半年度净利预增约83倍,格隆汇
789,2021-07-16,中国铝业：上半年净利同比预增约83倍,财联社
790,2021-07-16,中国铝业：预计上半年净利润30亿元，同比增长约83倍,Wind
791,2021-07-16,【异动股】中国铝业(02600.HK)涨3.08%,财华社
792,2021-07-16,【行情】港股钢铁金属股表现强势，马鞍山钢铁股份涨超5%，重庆钢铁股份涨4.35%，鞍钢股份涨3.67%，中国铝业涨3.3%，江西铜业股份涨2.84%,金十数据
793,2021-07-15,大幅净卖出后124亿外资重新杀回A股，金融、白酒等大蓝筹获抢筹,Wind
794,2021-07-15,BlackRock Inc.减持中国铝业股份约1776.27万股 减持股份,每日经济新闻
795,2021-07-15,陆股通减仓幅度排行榜（附股）,证券时报网
796,2021-07-14,恒指高开低走收跌0.63%，医药、手游股逆市走强,Wind
797,2021-07-14,【异动股】中国铝业(02600.HK)跌4.03%,财华社
798,2021-07-12,港股有色股走强，江西铜业涨超7%,Wind
799,2021-07-11,小尺屏显示、电解铝等多行业 景气度持续提升,红周刊
800,2021-07-10,周五欧美股市集团收涨，美国三大股指均创收盘新高,Wind
801,2021-07-09,智通港股研报精读(07.09) | 关注汽车、有色金属和玻璃板块龙头公司,智通财经
802,2021-07-09,北向资金今日小幅净卖出2.11亿元，外资高位出逃新能源股,Wind
803,2021-07-09,BlackRock Inc.增持中国铝业股份约2158.11万股,每日经济新闻
804,2021-07-09,财联社7月9日讯，港股稀土概念股继续走高，中国稀土涨超10%，中国铝业涨逾6%，江西铜业股份涨逾3%。,财联社
805,2021-07-09,【行情】港股稀土概念股造好，中国稀土涨超10%，星宇控股涨7.41%，中国铝业现涨6.12%，江西铜业股份涨3.45%,金十数据
806,2021-07-09,A股收盘综述：两市下探回升小幅收跌，锂电产业链涨势扩散,Wind
807,2021-07-09,有色板块全线发力，有色60ETF(159881)大涨逾6%,资本邦
808,2021-07-09,基金跌上热搜，芯片白酒重挫，10倍大牛股闪崩,Wind
809,2021-07-09,港股有色金属股集体走强 洛阳钼业和中国铝业涨超6%,格隆汇
810,2021-07-09,解盘：资金持续流入，稀土永磁、锂矿、次新股领涨,Wind
811,2021-07-09,A股午盘综述：芯片回调拖累创业板指，稀土、锂矿携手大涨,Wind
812,2021-07-09,异动快报：中国铝业（601600）7月9日11点7分封涨停板,证券之星
813,2021-07-09,【异动股】中国铝业(02600.HK)涨4.99%,财华社
814,2021-07-09,港股异动 | 中国铝业(02600)涨超6%领涨稀土概念股 工信部称推动《稀土条例》尽快出台,智通财经
815,2021-07-09,【行情】港股有色金属板块回升，中国铝业涨3.6%，中国宏桥涨1.4%，兴发铝业、江西铜业股份涨约1%,金十数据
816,2021-07-09,有色板块全线发力，有色铜、铝集体转暖,Wind
817,2021-07-08,【异动股】中国铝业(02600.HK)跌4.93%,金融界
818,2021-07-08,BlackRock Inc.减持中国铝业股份约1619.49万股 减持股份,每日经济新闻
819,2021-07-07,开盘即涨停，五矿稀土筹划与中国铝业、南方稀土战略重组,亿欧网
820,2021-07-07,终于搞明白了中国铝业与中铝集团的关系 一般人猜不到,运营商财经网
821,2021-07-06,【行情】港股有色金属板块跌幅扩大，中国铝业跌超4%，赣锋锂业跌3.61%，洛阳钼业跌3.39%，紫金矿业跌2.25%，五矿资源跌1.99%,金十数据
822,2021-07-06,资金流向分析,新浪
823,2021-07-06,智通港股通占比异动统计|7月6日,智通财经
824,2021-07-05,北向资金今日净买入59.19亿元，万华化学净买入额创历史新高,Wind
825,2021-07-05,【异动股】中国铝业(02600.HK)涨7.98%,财华社
826,2021-07-05,恒指转涨，有色金属、石油股涨幅居前,Wind
827,2021-07-05,有色金属板块走强，中国宏桥、赣锋锂业涨超5%,Wind
828,2021-07-05,【行情】港股有色金属板块走强，中国宏桥涨6.15%，赣锋锂业涨超5%，中国铝业涨4%，五矿资源涨3.8%，中国黄金国际涨2.88%,金十数据
829,2021-07-02,解盘：权重低迷，稀土永磁、电解液、稀有金属略涨,Wind
830,2021-07-01,“铝业之都”铺展新画卷,中国县域经济报
831,2021-06-30,BlackRock Inc.增持中国铝业股份约2637.87万股,每日经济新闻
832,2021-06-30,【异动股】中国铝业(02600.HK)涨3.36%,财华社
833,2021-06-30,港股原材料板块表现活跃 中国铝业、中国宏桥均涨逾4%,中证网
834,2021-06-29,中国铝业(02600.HK)选举刘建平为执行董事,格隆汇
835,2021-06-29,【异动股】中国铝业(02600.HK)跌3.23%,财华社
836,2021-06-28,BlackRock Inc.减持中国铝业股份约1517.32万股,每日经济新闻
837,2021-06-25,恒指收涨1.4%站上29000点，科技龙头股强势,Wind
838,2021-06-25,有色股卷土重来中国铝业涨超8% 机构称首批铜铝锌抛储数量低于预期,新浪
839,2021-06-25,港股有色股卷土重来，中国铝业涨超8%,Wind
840,2021-06-25,【行情】港股有色金属板块短线拉升，中国铝业涨8%，江西铜业股份涨5.3%，洛阳钼业涨5.1%，五矿资源、紫金矿业涨4.8%，赣锋锂业涨2.7%,金十数据
841,2021-06-25,【异动股】中国铝业(02600.HK)涨4.08%,财华社
842,2021-06-23,美股铝板块涨幅居前，中国铝业(ACH.N)涨超7%,新浪
843,2021-06-23,中国短期融资券及中期票据信用分析周报,新浪
844,2021-06-23,【港股通】中国铝业(02600)收涨8.42% 首批铜铝锌抛储数量或低于预期,和讯
845,2021-06-23,智通港股研报精读(06.23) | 重点关注煤炭板块、有色板块和汽车板块龙头股,智通财经
846,2021-06-23,中国铝业大涨,新浪
847,2021-06-23,有色金属板块早盘反弹 中国铝业涨近9%,新浪
848,2021-06-23,【行情】港股有色金属板块造好，中国铝业涨超8%，赣锋锂业涨超7%，俄铝涨超4%,金十数据
849,2021-06-23,港股异动 | 中国铝业(02600)涨超7%领涨有色金属 首批抛储数量低于预期 铜铝价格反弹,智通财经
850,2021-06-23,【异动股】中国铝业(02600.HK)涨6.93%,财华社
851,2021-06-23,【港股通】中国铝业 (02600)上涨5.69% 2021年投放第一批国家储备铝为5万吨,和讯
852,2021-06-22,有色金属行业：抛储官宣落地 电力紧张逐步缓解,新浪
853,2021-06-21,恒指收跌1.08%，恒大系走强,Wind
854,2021-06-21,【异动股】中国铝业(02600.HK)跌3.16%,财华社
855,2021-06-19,A股版图十年大变迁,Wind
856,2021-06-18,【行情】港股有色金属板块抽升，赣锋锂业涨4.4%，兴发铝业涨2.2%，中国铝业涨1%,金十数据
857,2021-06-18,"【行情】港股有色金属板块盘初集体下挫，五矿资源跌超5%，紫金矿业、中国铝业跌4.6%，江西铜业股份跌2.9%，洛阳钼业跌2.4%
连续下跌",金十数据
858,2021-06-16,有色金属领跌沪深两市 汽车板块表现低迷,新浪
859,2021-06-16,北向资金今日小幅净卖出4.05亿元，白酒股集体遭抛售,Wind
860,2021-06-16,BlackRock Inc.增持中国铝业股份约918.12万股,每日经济新闻
861,2021-06-16,【行情】港股有色金属板块午后继续下挫，中国宏桥跌7.8%，紫金矿业跌7.5%，中国铝业跌6%，赣锋锂业跌5.7%,金十数据
862,2021-06-16,【异动股】中国铝业(02600.HK)跌3%,金融界
863,2021-06-15,恒指弱势震荡收跌0.71%，特步国际冲高回落涨逾20%,Wind
864,2021-06-15,【异动股】中国铝业(02600.HK)跌4.89%,财华社
865,2021-06-15,中国铝业大跌5.14%，成交额8.18亿元 连续下跌,中新经纬
866,2021-06-15,港股异动 | 有色金属全线重挫 紫金矿业(02899)跌超6% 中国铝业(02600)跌超4% 连续下跌,智通财经
867,2021-06-11,BlackRock Inc.减持中国铝业股份约1559.12万股 减持股份,每日经济新闻
868,2021-06-11,港股异动 | 中国铝业(02600)涨近7%领涨有色金属板块 铜铝锌抛储消息靴子落地,智通财经
869,2021-06-11,中国铝业大涨,新浪
870,2021-06-11,【行情】有色冶炼加工板块午后拉升，鼎胜新材此前涨停，锡业股份、云铝股份、中国铝业跟涨,金十数据
871,2021-06-11,【异动股】中国铝业(02600.HK)涨3.99%,财华社
872,2021-06-10,北向资金连续3日净买入，隆基股份获大幅净买入超21亿元,Wind
873,2021-06-08,中国铝业：执行董事及非执行董事变动 董监高成员变化,Wind
874,2021-06-08,中国铝业(02600.HK)拟委任执行董事及非执行董事,财华社
875,2021-06-07,中国铝业：提名刘建平及欧小武为公司第七届董事会执行董事候选人,Wind
876,2021-06-07,中国铝业(601600.SH)非执行董事敖宏申请辞任 董监高成员变化,智通财经
877,2021-06-07,中国铝业：非执行董事敖宏辞职 董监高成员变化,Wind
878,2021-06-04,【异动股】中国铝业(02600.HK)跌3.21%,财华社
879,2021-06-03,中国铝业独立非执行董事变动,每经网
880,2021-06-03,中国铝业：陈丽洁等三名独立非执行董事将退任 董监高成员变化,Wind
881,2021-06-03,中国铝业(02600.HK)：提名邱冠周等为独立非执行董事候选人,格隆汇
882,2021-06-02,中国短期融资券及中期票据信用分析周报,新浪
883,2021-06-02,中国铝业首次发行绿色债券践行“双碳”迈出关键步伐,中国有色
884,2021-06-02,股海导航 6月2日沪深股市公告提示,新浪
885,2021-06-01,"晚间公告热点追踪：""手套茅""英科医疗实控人拟套现30亿离场",新浪
886,2021-06-01,公告精选：英科医疗实控人拟减持公司不超6%股份；天顺风能上半年净利润预增40%-60%,e公司
887,2021-06-01,周二上市公司晚间重要公告,金融界
888,2021-06-01,晚间重要公告2021年6月1日星期二,Wind
889,2021-06-01,6月1日晚间沪深上市公司重大事项公告最新快递,中金在线
890,2021-06-01,晚间公告｜6月1日这些公告有看头,第一财经
891,2021-06-01,6月1日上市公司晚间公告速递,新浪
892,2021-06-01,中国铝业(02600.HK)完成发行2021年度第一期绿色超短期融资券(碳中和债),财华社
893,2021-06-01,中国铝业(02600)完成发行4亿元2021年度第一期绿色超短期融资券(碳中和债),智通财经
894,2021-06-01,中国铝业：6月1日完成中国铝业2021年度第一期碳中和债的发行,Wind
895,2021-06-01,中国铝业：成功发行4亿元碳中和债券,e公司
896,2021-06-01,中国铝业：公司于2021年6月1日完成中国铝业2021年度第一期绿色超短期,新浪
897,2021-06-01,【异动股】中国铝业(02600.HK)跌5.45%,财华社
898,2021-06-01,【行情】港股钢铁板块持续下挫，中国铝业、马鞍山钢铁股份跌逾4%，鞍钢股份跌近4% 连续下跌,金十数据
899,2021-05-31,绿色能源与大宗商品周报：(2021年第4期),新浪
900,2021-05-31,有色金属行业：需求向好+多点开花,广发证券
901,2021-05-31,铝金属板块冲高回落，中国铝业、天山铝业、南山铝业、云铝股份悉数转跌,Wind
902,2021-05-28,北向资金本周净买入额创纪录，美的集团获大幅净买入逾11亿元,Wind
903,2021-05-28,BlackRock Inc.减持中国铝业股份约619.74万股 减持股份,每日经济新闻
904,2021-05-28,【异动股】中国铝业(02600.HK)涨4.57%,财华社
905,2021-05-28,快讯：钢铁金属股上涨 江西铜业股份涨超7%中国铝业涨近6%,新浪
906,2021-05-28,港股钢铁金属板块盘初强势，重庆钢铁股份涨8%，中国铝业、中国宏桥涨5.7%,新浪
907,2021-05-28,【行情】港股有色板块开盘强势，中国宏桥涨逾6%，五矿资源、江西铜业股份、中国铝业涨逾3%,金十数据
908,2021-05-28,美股铝板块普涨，世纪铝业涨近8%,Wind
909,2021-05-26,BlackRock Inc.增持中国铝业股份约422.28万股,每日经济新闻
910,2021-05-26,平安证券--有色行业动态跟踪报告：价格上涨影响分化，矿产及电解铝受益较明显【行业研究】,金融界股吧
911,2021-05-25,有色金属行业：铝：政策定调保供稳价 云南电力紧张限产,新浪
912,2021-05-25,【异动股】中国铝业(02600.HK)涨3.03%,财华社
913,2021-05-25,BlackRock Inc.减持中国铝业股份约436.30万股 减持股份,每日经济新闻
914,2021-05-25,监管部门紧急联手“灭火”，大宗商品市场应声降温,Wind
915,2021-05-24,【异动股】中国铝业(02600.HK)跌4.87%,金融界
