,2021-10-29,区块链的国资行动：过半央企涉足，地方国资参投区块链企业,财经网
2403,2020-09-21,中国联通：将加快5G网络建设提升5G终端渗透率,格隆汇
2404,2020-09-21,联合苹果力推eSIM业务 中国联通开启“5G终端热销直播季”,TechWeb
2405,2020-09-21,"中国联通Cat.1公网数字对讲PCBA套件产品发布,搭载紫光展锐Cat.1bis芯片",飞象网
2406,2020-09-20,可使用中国联通eSIM独立号码业务 苹果新品Apple Watch正式发售,北京商报
2407,2020-09-18,9月18日 中国联通将在百度直播全网热销Apple Watch,砍柴网
2408,2020-09-18,联通总部资本运营系统应用软件集采：3企业入围,C114通信网
2409,2020-09-18,联通升级总部新兴ICT运营系统：项目预算1896万,C114通信网
2410,2020-09-18,【异动股】中国联通(00762-HK)涨5.48%,财华社
2411,2020-09-18,刚刚，万达电影与中国联通战略合作！顶级流量为3亿用户送福利,乐居财经
2412,2020-09-17,夜光数据透视全国经济与行业：8月份活跃度微升 关注卫星数据跟踪科技龙头潜力,新浪
2413,2020-09-17,"""智""汇京城 2020AIIA人工智能大赛决赛在即",飞象网
2414,2020-09-17,招联消金上半年净利下降18.56% 不良率走高拨备覆盖率降低 盈利能力下降,GPLP犀牛财经
2415,2020-09-17,联通陈海锋：“雁飞inside”，打造高质量5G行业终端名片,C114通信网
2416,2020-09-17,万达电影携手中国联通 “场景流量”赋能美好生活,和讯
2417,2020-09-17,城云科技牵手中国联通浙江分公司，携手让城市更聪明、更智慧,砍柴网
2418,2020-09-16,中国联通研究院室主任曹畅：面向边缘云的开放网络融合设备,中国IDC圈
2419,2020-09-16,通信行业周报：5G建设稳步推进 5G应用加速推出创新,渤海证券
2420,2020-09-16,5G“百元机”都来了，资费还不降吗？,中新网
2421,2020-09-16,中国联通和万达电影签署战略合作协议,Wind
2422,2020-09-16,中国联通和万达电影签署战略合作协议 构建数字化影票服务生态圈,中国网
2423,2020-09-16,中国联通与万达电影战略合作 构建数字化生活生态圈,新浪
2424,2020-09-16,中兴通讯：助力电信与联通打造数字孪生的5G网络共享范例,Wind
2425,2020-09-16,5G+工业互联网成为重要发力点，宁波市数字化转型驶入快车道,维库电子市场
2426,2020-09-16,独立组网商用能力即将具备 5G规模商用进程进一步加快,C114通信网
2427,2020-09-16,动力源(600405)公司研究报告：专注能源动力 5G建设推动公司增长,渤海证券
2428,2020-09-16,便宜的5G新套餐或将出炉，香不香？,中新网
2429,2020-09-16,郑州联通建成5G智慧庭审系统,人民邮电报
2430,2020-09-16,"5G""百元机""来了 便宜的5G新套餐或于10月推出",中新网
2431,2020-09-16,最便宜的5G手机跌破千元，10月5G新套餐或将出炉,中新网
2432,2020-09-16,港股盘前必读：恒大汽车通过配售新股募资40亿港元支持新能源汽车业务发展,Wind
2433,2020-09-15,中国联合网络通信股份有限公司,证券时报
2434,2020-09-15,中国联通A股：财务负责人姜爱华女士减持5.4万股，减持计划已实施完毕 减持股份,Wind
2435,2020-09-15,恒指收涨0.38%报24732.76点，小米集团逆势跌逾5%、中国恒大涨逾8%,Wind
2436,2020-09-15,运营商行业再传喜讯，神州数码中标中国联通通用服务器集采项目,凤凰网
2437,2020-09-15,上海联通亮相2020工博会：5G赋能制造 智联未来工厂,C114通信网
2438,2020-09-15,宁波市数字化转型驶入快车道,中国电子报
2439,2020-09-15,通信行业周报：通信十年为一代际 5G应用部署再加速,新浪
2440,2020-09-15,每日理财观察：前八个月银行业新增人民币贷款投放14.4万亿,Wind
2441,2020-09-15,港股盘前必读：小米集团副董事长林斌出售3.5亿股股票套现至多10亿美元,Wind
2442,2020-09-14,通信周报2020第25期：自动驾驶载人测试相继开启 三重共振助推车联网,新浪
2443,2020-09-14,TeamViewer产品上架中国联通沃云市场,和讯
2444,2020-09-14,2020年中国IDC行业市场现状及竞争格局分析 三大运营商市场份额超60%,前瞻研究院
2445,2020-09-14,恒指收涨0.56%报24640.28点，科技指数涨1.94%,Wind
2446,2020-09-14,电信股持续拉升，中国联通涨近7%,Wind
2447,2020-09-14,核准制新股申购策略报告-共创草坪：人造草坪全球龙头企业,新浪
2448,2020-09-14,【华西通信】周专题：5G加速赋能工业领域，关注机器视觉、工业控制等关键环节,香农圆桌沙龙
2449,2020-09-14,【SMM简评】第三代半导体快速走高 聚灿光电涨停 多股跟涨,上海有色
2450,2020-09-14,港股异动︱中国联通(00762)升逾5%领涨蓝筹 成立5G行业终端测试中心 发布11款自主终端,智通财经
2451,2020-09-14,【异动股】中国联通(00762-HK)涨5.37%,财华社
2452,2020-09-14,中国联通大涨5.19%，总市值1737.97亿港元,中新经纬
2453,2020-09-13,打造5G应用发展最强基座，联通沃云用多样化书写云计算未来,和讯
2454,2020-09-13,计算机行业研究：多云来袭 网安的拐点与认知差,新浪
2455,2020-09-13,中航证券通信行业周报：华为打造5G精品网 加速智慧广电落地,新浪
2456,2020-09-12,中国联通成立5G行业终端测试中心 首发11款自主终端,新浪
2457,2020-09-11,5G推动车联网进入发展黄金期 三大运营商争抢车联网先机,中投网
2458,2020-09-11,神州数码(000034.SZ)：子公司预中标1.95亿元2020-2021年中国联通通用服务器集中采购项目,格隆汇
2459,2020-09-11,12.28亿！紫光股份旗下新华三中标中国联通服务器大单,慧聪电子网
2460,2020-09-11,“打飞的”时代要来了？,中国电子报
2461,2020-09-11,数字领潮联通未来中国联通引领2020世界数字经济大会智能科技新风尚,新华网
2462,2020-09-11,高盛降中国联通(00762-HK)目标价至7.5港元维持买入 机构下调估值,财华社
2463,2020-09-11,北京五环内室外5G覆盖率已超95% 建设高速推进 年内“真5G”用户将上亿,证券日报
2464,2020-09-10,2020年通信行业秋季投资策略：5G建设超预期 工业互联网提速,新浪
2465,2020-09-10,中国联通携手华为成功进行业界首个室内分布式Massive MIMO创新验证,e公司
2466,2020-09-10,中国数据中心产业十年大赏，中国联通用全栈云能力证明,北国网
2467,2020-09-10,工业互联网标识解析二级节点（鄂州）上线，鄂州工业互联网发展开启新征程,凤凰网
2468,2020-09-10,央企“秀肌肉”：5G万物智联、未来建筑、新冠疫苗,上证报
2469,2020-09-10,唐雄燕：中国联通打造“云光协同”智能光网络助力行业升级,C114通信网
2470,2020-09-10,富瑞升中国联通(00762-HK)目标价至8.98港元维持买入,财华社
2471,2020-09-10,联通、电信5G共建共享一周年成绩单：开通5G基站超30万站,新华网
2472,2020-09-10,三大运营商已开通5G基站近60万个,Wind
2473,2020-09-10,三大运营商已开通5G基站近60万个,上证报
2474,2020-09-10,5G赋能新经济，深化数字化转型,C114通信网
2475,2020-09-10,节省600亿元！电信联通5G共建共享一周年总结，存四大亮点,新浪
2476,2020-09-09,5G来了！电信、联通5G网络已覆盖全国所有地级及以上城市,央视
2477,2020-09-09,中国联通(00762)和中国电信(00728)5G网络已覆盖全国所有地市,智通财经
2478,2020-09-09,联通电信宣布力争9月30日前具备SA商用基础网络能力,Wind
2479,2020-09-09,中国联通今日大宗交易成交1053.68万股，成交价5.6元溢价10.24%,Wind
2480,2020-09-09,合力冲击移动：联通电信深化5G共建共享9月30日前具备SA商用基础网络能力,新浪
2481,2020-09-09,中国联通董事长王晓初：共建共享为联通电信节省5G建设投资超600亿元,Wind
2482,2020-09-09,中国联通、中国电信累计建设开通5G基站超30万站,Wind
2483,2020-09-09,思柏科技中标1.77亿元联通通信电缆项目 助力5G新基建规模部署,证券日报
2484,2020-09-09,从“双循环”和财报数据看运营商行业投资机会：春风已至 佳期可待,新浪
2485,2020-09-09,通信行业2020中报综述：Q2通信行业利润恢复强劲 子板块呈分化迹象 整体持仓占比回落 持续看好IDC、光模块、物联网等高景气赛道,新浪
2486,2020-09-09,思柏科技再接联通1.77亿元大单 助力5G新基建规模部署,中证网
2487,2020-09-09,运营商加重政企业务布局 新增长极有望形成,C114通信网
2488,2020-09-09,拓维信息：参股公司为联通1.76亿元项目中标方，非公司,Wind
2489,2020-09-09,紫光华山科技21.74亿元中标中国联通通用服务器集采,C114通信网
2490,2020-09-08,中国联通：与LUCI露曦科技签约,e公司
2491,2020-09-08,紫光股份(000938.SZ)：中标约21.74亿元中国联通通用服务器集中采购项目,格隆汇
2492,2020-09-08,通信行业月报：5G建设平稳推进 通信业调整利于前行,渤海证券
2493,2020-09-08,【异动股】中国联通(00762-HK)涨5.74%,财华社
2494,2020-09-08,通信行业周观点：工信部大力打击不良信息 R17释放5G新希望,新浪
2495,2020-09-08,鹏飞集团数字化转型“5G+智慧煤化工”一期建设即将启动,新华网
2496,2020-09-08,电信股逆势走强，中国联通涨近5%,Wind
2497,2020-09-08,电影院和运营商跨界合作 这样买影票可能更便宜,中新网
2498,2020-09-07,通信行业周报：5G建设稳步推进 云+端持续景气,新浪
2499,2020-09-07,计算机行业快报：行业信创又下一城 全国产服务器份额在联通集采中取得重大突破,新浪
2500,2020-09-07,通信行业2020年中报综述：疫情拖累业绩 后续保持乐观,新浪
2501,2020-09-07,82亿中国联通集采公示：浪潮23.92亿，新华三21.73亿，华为20.76亿,无线通信世界
2502,2020-09-07,中国联通通用服务器集采结果：多样性算力占比4成,和讯
2503,2020-09-07,通信行业本周专题：20H1通信设备商业绩明显改善 继续关注5G高景气领域,新浪
2504,2020-09-07,密集型小区如何兼顾容量、覆盖、5G？龙伯透镜天线给出“最优解”,C114通信网
2505,2020-09-06,服贸会深观察:基建如火如荼 应用层见叠出 5G渐行渐近,北京商报
2506,2020-09-06,通信设备及服务行业2020年半年报总结及展望：Q2环比改善 光模块、IDC、卫星北斗表现亮眼,新浪
2507,2020-09-06,TMT一周谈之通信：Q2中国IDC交换机市场强劲复苏,新浪
2508,2020-09-06,通信行业周报：国产替代再升温 聚焦光博会行业最新动态,新浪
2509,2020-09-05,中国联通副总经理梁宝俊：全球价值链正在进行重构,北京商报
2510,2020-09-05,运营商想在5G市场实现业绩增长 还需加快转型步伐,新浪
2511,2020-09-05,中国联通今年年底在全国地市的5G基站将达到37万个,Wind
2512,2020-09-05,中国联通集团副总经理梁宝俊：中国联通2020年底在全国地市的5G基站将达到37万个,金十数据
2513,2020-09-04,中国联通公布12.4万台通用服务器集采结果：11家企业入围,C114通信网
2514,2020-09-04,中国联通Cat.1芯片集中比选项目花落展锐,维库电子市场
2515,2020-09-04,数据港与河北联通举行战略合作签约仪式 开启“新基建”合作新篇章,大众证券报
2516,2020-09-04,俊知集团(01300.HK)：中标2020–2021年中国联通电力电缆集中采购项目,格隆汇
2517,2020-09-03,科创板晚报|康希诺建新设施以保证明年生产上亿剂疫苗中芯国际股东卖出1.65亿股,科创板日报
2518,2020-09-03,紫光展锐中标中国联通500万套Cat.1芯片招标项目,36氪
2519,2020-09-03,紫光展锐中标联通Cat.1项目集采助推产业快速发展芯片迎来拐点,科创板日报
2520,2020-09-03,联通500万套Cat.1芯片集采结果出炉：紫光展锐中标,C114通信网
2521,2020-09-03,联通公布5G毫米波规划：明年6月完成冬奥场馆设备部署,电子产品世界
2522,2020-09-02,联通沃云中标民政部“金民工程”，强大基座助推“智慧民生”社会,北国网
2523,2020-09-02,2020年全球区块链行业授权专利现状及竞争格局分析 阿里巴巴专利数量位居全球首位,前瞻研究院
2524,2020-09-02,恒指午盘跌0.55%，中国联通领跌蓝筹,Wind
2525,2020-09-02,【异动股】中国联通(00762-HK)跌3.21%,财华社
2526,2020-09-02,招联消费金融上半年净利润降18.56% 暴力催收等投诉量上升 盈利能力下降,GPLP犀牛财经
2527,2020-09-02,LUCI露曦科技与中国联通最终达成深度合作,凤凰网
2528,2020-09-02,智通港股通资金流向统计(T+2)|9月2日,智通财经
2529,2020-09-01,中国联通未经授权在线播放电影《谜城》 爱奇艺一审胜诉获赔五万元,中国网
2530,2020-09-01,数据港与河北联通正式签约 中国联通（怀来）大数据创新产业园落地,中国IDC圈
2531,2020-09-01,新经济扶贫浪潮方兴未艾,北京商报
2532,2020-09-01,中国联通：5G终端白皮书（第三阶段）,199IT
2533,2020-08-31,中国联通唐雄燕：加速IPv6+技术演进 构建算网一体基础设施,C114通信网
2534,2020-08-31,2020AIIA杯人工智能大赛联通-华为赛站进入复赛：聚焦AI前沿，130+支队伍乘风破浪,飞象网
2535,2020-08-31,通信行业周报：国网、阿里入局广电 盛路通信聚焦主赛道,新浪
2536,2020-08-31,通信行业研究周报：硅光 未来光通信主流 产业变化解析,新浪
2537,2020-08-31,梁宝俊：联通推八大行动，以场景应用推动5G+工业互联网“新基建”,C114通信网
