,2021-12-31,北船重工升级并正式脱离武船集团“回归”青岛,国际船舶
814,2019-12-01,中国重工(601989.SH)截至11月末累计回购6937.8万股,格隆汇
815,2019-12-01,热门融资标的股票分析,华龙掘金
816,2019-11-27,8000亿神船诞生！中国中车、宝武钢铁之后，还有多少巨无霸在路上？,证券时报
817,2019-11-27,银河证券：两船合并落下帷幕，资产运作有望加速,证券时报网
818,2019-11-27,快讯：中船系板块尾盘反弹 中船科技水下拉升翻红,新浪
819,2019-11-27,“南北船”合体起航 合并资产近8000亿元,北青网
820,2019-11-27,“南船”“北船”正式实施联合重组 全球最大造船集团横空出世,经济日报
821,2019-11-27,7900亿元全球最大造船集团成立 造船业洗牌加剧倒逼船企整合,证券日报
822,2019-11-27,南北船合体铸就全球之最 A股公司望迎来资产重估机会,中证报
823,2019-11-26,又一个全球最大来了！,经济日报
824,2019-11-26,11月26日午后两市机构大单抢筹40股(名单),金融界
825,2019-11-26,中船系股票异动频频 中国船舶领衔多只个股跟涨,财界网
826,2019-11-26,【异动股】船舶制造板块拉升，中国船舶(600150-CN)涨5.06%,财华社
827,2019-11-26,快讯：军工板块持续走弱 龙溪股份跌停 连续下跌,新浪
828,2019-11-26,中船系午后持续活跃 中国船舶涨逾5%,中国经济网
829,2019-11-26,早盘复盘：港A两市行情低迷，阿里巴巴首日挂牌大涨近7%,格隆汇
830,2019-11-26,午评：三大股指持续盘整创指涨0.39% 周期股集体回调,新浪
831,2019-11-26,【异动股】船舶制造板块拉升，宝鼎科技(002552-CN)涨4.73%,财华社
832,2019-11-26,军工板块开盘冲高中国船舶大涨6%,新浪
833,2019-11-26,军工板块开盘活跃 中国船舶涨逾5%,证券时报网
834,2019-11-26,军工股早盘集体走强 中国船舶涨逾7%,中国经济网
835,2019-11-25,争夺LNG船订单！中韩造船业展开全面竞争,中华商务网
836,2019-11-24,热门融资标的股票分析,华龙掘金
837,2019-11-22,【异动股】海工装备板块拉升，海油工程(600583-CN)涨6.48%,财华社
838,2019-11-22,中船科技重组暂时受阻 南北船旗下资产整合仍将继续,证券之星
839,2019-11-22,【异动股】船舶制造板块低开，中船科技(600072-CN)跌6.98%,财华社
840,2019-11-22,罕见！央企下属中船科技重组照样被否 并购重组异常,上证报
841,2019-11-21,早盘复盘：A股农业、稀土板块回调三大股指收跌，港股市场普跌恒指跌1.61%,格隆汇
842,2019-11-21,【异动股】船舶制造板块拉升，天海防务(300008-CN)涨停,财华社
843,2019-11-21,中船系早盘快速拉升 中船防务涨逾4%,中国经济网
844,2019-11-17,热门融资标的股票分析,华龙掘金
845,2019-11-14,中船系早盘集体活跃 中船科技涨逾3%,中国经济网
846,2019-11-11,11月11日早盘两市机构大单抢筹40股(名单),金融界
847,2019-11-09,热门融资标的股票分析,华龙掘金
848,2019-11-07,【异动股】船舶制造板块下挫，瑞特股份(300600-CN)跌2.61%,财华社
849,2019-11-07,【异动股】海工装备板块下挫，中船科技(600072-CN)跌2.99%,财华社
850,2019-11-06,大浪淘沙始见真金璀璨？,金融界
851,2019-11-06,11月6日早盘两市机构大单抢筹40股(名单),金融界
852,2019-11-06,【异动股】国防军工板块走强中航飞机(000768-CN)等涨停,财华社
853,2019-11-04,【民生军工】国防军工2019年三季报综述：业绩环比提升，军工基本面持续向好,MS国防军工
854,2019-11-04,【异动股】船舶制造板块下挫，宝鼎科技(002552-CN)跌8.66%,财华社
855,2019-11-03,【兴业军工】军工板块2019年三季报总结：高基数致Q3单季营收利润下滑，不改行业景气向上趋势 盈利能力下降,国防军工参考
856,2019-11-03,热门融资标的股票分析,华龙掘金
857,2019-11-02,“国家队”、险资、外资持股路线图曝光！,中证报
858,2019-11-02,财融汇·早间必读 | 20191025,财通证券融资融券部
859,2019-10-31,中国重工(601989.SH)截至10月末累计回购6937.80万股 涉资4.06亿元,格隆汇
860,2019-10-31,中国重工公布三季报 前三季净利减少13.91% 盈利能力下降,新浪
861,2019-10-30,一大波重要公司发布三季度业绩报告 建设银行前9个月净利润2253.4亿元,金融界
862,2019-10-30,中国重工：前三季度扣非净利润800万元,金融界
863,2019-10-30,中国重工(601989.SH)前三季净利降13.91%至12.22亿元 盈利能力下降,格隆汇
864,2019-10-30,中国重工：前三季度净利润同比减13.91% 盈利能力下降,Wind
865,2019-10-29,【异动股】船舶制造板块下挫，宝鼎科技(002552-CN)跌5.95%,财华社
866,2019-10-27,【招商军工周报】南北船重组获批，军工行业有望迎资产整合和业绩改善共振（1021-1027）,招商军工研究
867,2019-10-27,【基金19Q3持仓分析】机械持仓企稳，基建相关子行业景气延续,荣行机械
868,2019-10-27,热门融资标的股票分析,华龙掘金
869,2019-10-26,国务院批准“南北船”实施联合重组，三条主线掘金军工板块,第一财经
870,2019-10-26,国资委批复“南北船”重组,中证网
871,2019-10-26,“南北船”正式合并 中国船舶集团启航,上证报
872,2019-10-25,中国神船来了：南北船重组获批 相关指数今年涨逾50%,中证报
873,2019-10-25,大型国企战略性重组消息频传：“南北船合并”终落锤,澎湃新闻
874,2019-10-25,中国重工(601989.SH)：控股股东与中船集团联合重组事项获批准,格隆汇
875,2019-10-25,“中国神船”终于来了！南北船合并获批，概念股会不会再来一波？,上游新闻
876,2019-10-25,新三板全面深化改革启动 三类股有望受益（名单）,新浪
877,2019-10-25,中船集团与中船重工实施联合重组 年内多家央企已重组,中国网
878,2019-10-25,南北船合并“官宣” 央企专业化重组再下一城,第一财经
879,2019-10-25,财融汇·早间必读 | 20191025,财通证券融资融券部
880,2019-10-25,国资委批复中国船舶重组 两船整合迈出重要一步（附受益股）,金融界
881,2019-10-24,【金财富早知道】2019-10-25,赢家之星
882,2019-10-24,中国重工股东公司员工勾结 盗窃1400万煤炭销赃获利 其他违规处罚,新浪
883,2019-10-24,10月24日午后两市机构大单抢筹40股(名单),金融界
884,2019-10-23,【异动股】船舶制造板块下挫，宝鼎科技(002552-CN)跌8.05%,财华社
885,2019-10-21,中船系盘中异动上攻 中船科技涨逾4%,中国经济网
886,2019-10-21,船舶制造等军工板块拉升 中船科技涨逾4%,证券时报网
887,2019-10-17,中国重工关于董事辞职的公告 董监高成员变化,新浪
888,2019-10-17,中国重工：董事杨志钢银达到法定退休年龄辞职 董监高成员变化,Wind
889,2019-10-14,科技指数再添新兵，有哪些投资价值？,养基司令
890,2019-10-14,中船系午后异动走强 中国海防涨逾4%,中国经济网
891,2019-10-09,中船重工：产融结合谋发展,经济日报
892,2019-10-09,科创板上市委117天开28次审议会审议62家企业60家获同意,证券日报
893,2019-10-08,中国重工(601989.SH)截至9月末累计回购6771.79万股 涉资3.97亿元,格隆汇
894,2019-10-07,科技主题基金站在风口! 多样化产品来袭投资者宜审慎辨别,金融界
895,2019-10-01,中国上市公司：资本市场催生出的响亮名字,上证报
896,2019-09-28,科技主题基金站在风口 多样化产品来袭投资者宜审慎辨别,红周刊
897,2019-09-26,南北船合并持续推进 中国海防战略地位凸显,证券之星
898,2019-09-26,中船系早盘全线回调 久之洋跌停 连续下跌,中国经济网
899,2019-09-26,【异动股】船舶制造板块下挫，中国船舶(600150-CN)跌6.57%,财华社
900,2019-09-25,中船系早盘异动走强 久之洋涨逾4%,中国经济网
901,2019-09-23,白马股“变味”，发现这个bug可以多赚点！,养基司令
902,2019-09-23,【新策论叁】价值如何燎原：城市包围农村,尧望后势
903,2019-09-20,*ST盐湖的陨落与救赎（下）：重整背后的壳保卫战,新浪
904,2019-09-19,中国重工今日大宗交易成交35万股，成交价5.88元溢价0.0%,Wind
905,2019-09-19,上海证券市场大宗交易公开信息(2019-09-19),上交所
906,2019-09-19,军工央企资产运作正在“加速度”,中财网
907,2019-09-19,逾800亿资金围猎 比科技龙头还牛的王者（名单）,证券时报
908,2019-09-17,巨丰热点：中船防务发布重组草案 中船系逆势走强,巨丰财经
909,2019-09-16,制造业向数字化智能化转型的可持续发展路径,第一财经
910,2019-09-15,热门融资标的股票分析,华龙掘金
911,2019-09-10,中船系早盘集体拉升 中船防务涨逾4%,中国经济网
912,2019-09-09,四创电子控股股东将变更为中电博微 资产整合进展获期待 控制人变化,e公司
913,2019-09-09,国庆阅兵首次联合演练，A股军工板块又沸腾！行业景气度持续上升,证券时报网
914,2019-09-09,【信达看盘】2019.9.9,信达证券上海
915,2019-09-06,中财独家:9月6日股市猛料必看,中财网
916,2019-09-05,入选富时A50的中国国旅和上海机场，它们有何看头？,格隆汇
917,2019-09-05,中财独家:9月5日股市猛料必看,中财网
918,2019-09-04,富时中国A50新纳入中国国旅、上海机场,中证网
919,2019-09-04,收评 光刻胶、设计咨询大涨,中财网
920,2019-09-04,【东吴七点半】港股大涨联动，蓝筹部分发力（09.05）,东吴财经通
921,2019-09-04,【军工-冯福章】军工行业：行业景气，ROE持续上行,安信证券研究
922,2019-09-02,中国重工(601989.SH)截至8月31日累计回购6561.79万股 涉资3.85亿元,格隆汇
923,2019-09-02,"中国重工:发展质量有所提高,业绩有望迎来向上拐点",东北证券
924,2019-08-30,船舶制造早集体拉升 中船防务涨逾6%,中国经济网
925,2019-08-30,最高减-99.49% 173股中报含雷,中财网
926,2019-08-29,上市公司数据播报：工商银行上半年净利同比增4.67％,金融界
927,2019-08-29,8月30日上市公司重要公告集锦：乐视网上半年亏损逾100亿元,证券日报
928,2019-08-29,北上资金最新扫货大消费股,大众证券报
929,2019-08-29,中国重工：上半年净利11.49亿元 同比增20%,e公司
930,2019-08-29,中国重工：上半年净利润同比增20.24%，营收降超一成,Wind
931,2019-08-29,财融汇·早间必读 | 20190829,财通证券融资融券部
932,2019-08-28,大消费崛起，这类股你值得拥有,和讯
933,2019-08-28,【异动股】船舶制造板块拉升，瑞特股份(300600-CN)涨8.41%,财华社
934,2019-08-28,【异动股】航母概念板块拉升，中国应急(300527-CN)涨7.49%,财华社
935,2019-08-28,打造“产融一体”创新型全球领军企业,中证报
936,2019-08-27,财融汇·早间必读 | 20190827,财通证券融资融券部
937,2019-08-26,【异动股】船舶制造板块低开，亚光科技(300123-CN)跌4.03%,财华社
938,2019-08-21,【异动股】船舶制造板块下挫，瑞特股份(300600-CN)跌2.98%,财华社
939,2019-08-21,“改革+成长”双主线并进 军工行业关注度持续提升,中证报
940,2019-08-20,08月20日 收盘突破五日均线个股一览,每日经济新闻
941,2019-08-16,【异动股】船舶制造板块下挫，中船科技(600072-CN)跌4.34%,财华社
942,2019-08-16,毕其功于一役：中国船舶调整方案推动债转股项目和业务整合共赢,挖贝网
943,2019-08-16,南北船整合进入倒计时 中船集团旗下上市平台加速重组,证券日报
944,2019-08-15,重组方案落地两只“船”都涨停，“南北船”终极合并已提速,格隆汇
945,2019-08-15,"果然双双涨停！""中国神船""来了，336亿重大重组方案敲定",中国基金报
946,2019-08-15,【异动股】船舶制造板块拉升，中国船舶(600150-CN)涨停,财华社
947,2019-08-15,南北船概念强势拉升，中船科技涨逾5%，中国动力、中国应急、中国重工、久之洋相继翻红,Wind
948,2019-08-15,巨丰热点：中国船舶重组方案发布 船舶股逆势活跃,巨丰财经
949,2019-08-15,中国船舶收购中船集团核心军民船资产 将为两船合并铺路？,金融界
950,2019-08-14,南北船合并概念股大涨 军工板块关注度有望继续提升,大众证券报
951,2019-08-14,多家公司发布重组公告 南北船内部整合提速,第一财经
952,2019-08-14,军工板块重组预期升温 南北船重组概念尾盘异动,中证网
953,2019-08-14,A股收评：沪指重返2800点涨0.42% 船舶股尾盘崛起,格隆汇
954,2019-08-14,【异动股】军工板块午后拉升走强中船科技(600072-CN)冲击涨停,财华社
955,2019-08-14,中船系盘中异动拉升 中船科技大涨逾8%,中国经济网
956,2019-08-14,快讯：中船系概念股午后再度拉升 中船科技大涨8%,新浪
957,2019-08-14,南北船重组概念股拉升 中船科技涨8%,e公司
