,2021-12-31,保险行业关于《保险公司偿付能力监管规则(Ⅱ)》的点评：偿二代二期工程落地 预计对头部险企的影响相对有限,新浪
3101,2021-03-31,新风光电子科技股份有限公司首次公开发行股票并在科创板上市发行公告,中证报
3102,2021-03-30,中国太保(601601)：寿险四季度持平 财险非车高增长,新浪
3103,2021-03-30,2020年寿险公司利润全榜 合计利润2500亿元整整十亿个250,新浪
3104,2021-03-30,5家A股上市险企2020年成绩单：代理人规模下滑、综改后车均保费负增长,21世纪经济报道
3105,2021-03-30,互联网保险2020年业绩图谱：非车险保费规模占7成，健康险六连增,21世纪经济报道
3106,2021-03-30,【权益变动】中国太保(02601-HK)获摩根大通增持501.6372万股,财华社
3107,2021-03-30,保险行业转型进行时：通过提高代理人质量驱动保费增长,证券日报网
3108,2021-03-30,智通港股通活跃成交|3月30日,智通财经
3109,2021-03-30,港股通净买入32.57亿港元,证券时报网
3110,2021-03-30,[快讯]保费连续三年低增长 专家称今年或迎来拐点,全景网
3111,2021-03-30,北水动向(3.30)|北水净流入32.56亿 小米(01810)官宣造车 内资竞价抢筹近4亿港元,智通财经
3112,2021-03-30,基金 绿到发慌，基民亏哭！易方达 去年却赚27.5亿，张坤重回神坛？,新浪
3113,2021-03-30,3月30日保险日报：五大上市险企日赚6.89亿元,新浪
3114,2021-03-30,保险五巨头利润均出现下滑 中国人寿降幅最大 盈利能力下降,新浪
3115,2021-03-30,数字化转型下的中国太保,财经网
3116,2021-03-30,紧跟新格局 聚焦新领域 中国太保多管齐下助力实体经济发展,财经网
3117,2021-03-30,中国太保: 科技赋能 全力推进“保险+”生态圈建设,财经网
3118,2021-03-30,A股三大指数震荡拉升 航天航空和新疆板块领涨,中金在线
3119,2021-03-30,东北证券--中国太保：寿险转型发展承压，公司治理体制不断完善【公司研究】,金融界股吧
3120,2021-03-30,五大上市险企去年盈利2523亿元日赚6.89亿元,证券日报
3121,2021-03-30,2020年报曝光多位公募大咖隐形重仓股,证券时报
3122,2021-03-30,上市险企分红率大比拼：4家超30%，太保分出一半净利润,澎湃新闻
3123,2021-03-30,中国养老金融50人论坛在京召开 探讨第三支柱个人养老金制度如何高质量发展,中国金融新闻网
3124,2021-03-30,晨会精华：市场存量博弈特征明显！机会集中在这些价值洼地和绩优股,中金在线
3125,2021-03-30,五大险企亮成绩单 今年保费增速或前高后低,证券日报
3126,2021-03-30,易方达、广发2020年盈利情况曝光！马太效应明显,中国基金报
3127,2021-03-30,五大上市险企去年盈利2523亿元 今年保费增速或前高后低,证券日报
3128,2021-03-30,华金证券--中国太保：寿险业务低点已过、管理层变更值得期待【公司研究】 董监高成员变化,金融界股吧
3129,2021-03-30,东吴证券--中国太保：短期NBV承压，“长航行动”守护长期价值【公司研究】,金融界股吧
3130,2021-03-30,保险行业新定义下重疾产品研究深度报告：新定义引发产品策略切换 差异化保障服务成关键,新浪
3131,2021-03-30,120股获券商买入评级 大亚圣象目标涨幅达88.29%,Wind
3132,2021-03-30,智通港股通占比异动统计|3月30日,智通财经
3133,2021-03-30,五大上市险企去年盈利2523亿元 日赚6.89亿元,证券日报
3134,2021-03-30,彻底赚翻了！易方达27.5亿、工银瑞信19.7亿,中国基金报
3135,2021-03-30,【天风Morning Call】晨会集萃20210330,新浪
3136,2021-03-30,【兴业证券晨会聚焦0330】海外-中海油服深度；医药-康龙化成；食饮-光明乳业；建筑-中钢国际；电新-恩捷股份；金融-中国太保,兴证研究
3137,2021-03-30,中国太保2020年财报：营收超4千亿，净利润下降11.38% 盈利能力下降,腾讯网
3138,2021-03-30,竞争对手惺惺相惜 平安24亿元买进同行股权,上证报
3139,2021-03-30,傅鹏博刘彦春杨锐文赵诣关注这些投资机会,证券时报
3140,2021-03-30,保险公司2020年日赚约6.89亿 新能源类股票成权益投资新宠？,21世纪经济报道
3141,2021-03-29,“基金一哥”去年大赚27亿！这家基金公司净利润暴增114%,中证报
3142,2021-03-29,中国太保(601601)：战略先行 机制优化 管理改善 大有可为,新浪
3143,2021-03-29,【方正非银左欣然团队】中国太保：20年调整落幕，21年革新上场,欣赏金融
3144,2021-03-29,45公司获得增持评级-更新中,中财网
3145,2021-03-29,保险公司2020年日赚约6.9亿 新能源类股票成权益投资新宠？,21世纪经济报道
3146,2021-03-29,天风证券给予中国太保买入评级：2020年投资端表现亮眼，NBV同比-27.5%承压，新管理层引领转型值得期待,每日经济新闻
3147,2021-03-29,五大上市险企去年净赚2523亿降逾7%，普遍看好权益市场,澎湃新闻
3148,2021-03-29,每日报告回放,新浪
3149,2021-03-29,【天风非银】中国太保2020年报点评：2020年投资端表现亮眼，NBV同比-27.5%承压，新管理层引领转型值得期待,新锐视角看金融
3150,2021-03-29,资金持续加码！中国太保全年营收增9.5%，营运利润增一成,环球老虎财经
3151,2021-03-29,中国太保2020年成绩单：净利润下滑11.4%寿险业务退保金大增30% 盈利能力下降,云掌财经
3152,2021-03-29,东海基金日报3月29日,新浪
3153,2021-03-29,傅鹏博、赵诣、赵枫等基金经理隐形重仓股浮出水面,Wind
3154,2021-03-29,中国太保今日大宗交易成交13.26万股，成交价38.68元溢价0.0%,Wind
3155,2021-03-29,明星基金经理隐形重仓股浮出水面 细分行业成重点挖掘方向,中国基金报
3156,2021-03-29,股王被“甩出几条街”！A股高分红大曝光,Wind
3157,2021-03-29,净赚246亿！中国太保发布业绩公告养老社区全国版图不断推进,搜狐
3158,2021-03-29,非银行金融行业报告：业绩超预期有望成为板块个股估值修复催化剂,新浪
3159,2021-03-29,国联安基金2020年净利润6900万元 同比大幅增长228.57%,中国网
3160,2021-03-29,【中信建投非银】NBV负增长将迎改善，资产端增加权益配比业绩亮眼——中国太保2020年业绩点评,中信建投非银金融研究
3161,2021-03-29,73家险企开展互联网财险 去年保费下降4.9%两大险种抢镜,券商中国
3162,2021-03-29,【东吴非银 |中国太保2020年报点评】短期NBV承压，“长航行动”守护长期价值,微信
3163,2021-03-29,周燕芳：客户养老需求与保险产品供给之间存在错配,新浪
3164,2021-03-29,非银金融行业周报：两大保险互助平台关停 券商Q1业绩或好于预期,新浪
3165,2021-03-29,A股三大指数宽幅震荡 公用事业板块领涨,中金在线
3166,2021-03-29,非银金融行业周报：低估值+ROE改善 资金行为或驱动板块估值修复,新浪
3167,2021-03-29,锚定长期主义信念 中国太保：聚焦主业经营 核心业务稳健发展,金融界
3168,2021-03-29,平安证券给予中国太保推荐评级，寿险转型深化，关注21年业绩修复,每日经济新闻
3169,2021-03-29,光大证券--中国太保2020年年报点评：寿险转型可期，非车险快速发展【公司研究】,金融界股吧
3170,2021-03-29,表面上白酒股反弹，暗地里向价值风格切换？,养基司令
3171,2021-03-29,中国太保去年营运利润增一成，净利润和寿险新业务价值承压,第一财经
3172,2021-03-29,中国太保转型2.0关键之年答卷：保险业务收入同比增长4.2% 首期养老不动产百亿投资布局完成,中国网
3173,2021-03-29,中国太保(601601)：分红率回升负债端承压 蔡强获任寿险总经理,新浪
3174,2021-03-29,中国太保2020年报发布,国联安基金
3175,2021-03-29,投资银行业与经纪业：每周一话：盈利和政策处于共振期 看好头部券商配置价值,新浪
3176,2021-03-29,中国太保而立之年：“转型2.0”将收官，开启再出发新征程,中金在线
3177,2021-03-29,中国太保 ：车险业务稳健发展 客户经营驱动续保提升显着,中金在线
3178,2021-03-29,保险业协会 去年银保业务发展整体平稳,农村金融时报
3179,2021-03-29,A股五大险企2020年日赚6.89亿 净利增速均未转正,中新经纬
3180,2021-03-29,中国太保(601601)：2020年业绩基本符合预期 蔡强新任寿险总经理,新浪
3181,2021-03-29,今日18公司公布年报4家业绩增幅翻倍,证券时报网
3182,2021-03-29,A股早报2021年3月29日星期一,Wind
3183,2021-03-29,中国太保年报“出新”分发两份现金红利共125亿元,云掌财经
3184,2021-03-29,百融云创，金融SAAS赛道第一股前景如何,格隆汇
3185,2021-03-29,中国太保2020年净利润下滑11.4% 寿险新业务价值增长承压 盈利能力下降,券商中国
3186,2021-03-29,六大保险公司年报有哪些看点？四家险企人力下降,新浪
3187,2021-03-29,聚焦环境社会治理 体现新发展理念 中国太保发布2020年企业社会责任报告,中金在线
3188,2021-03-29,【安信非银第10期周报】互助平台迎严监管，增配保险进退自如,新角度新金融
3189,2021-03-29,每经9点｜苏伊士运河搁浅货轮船头隔舱出现漏水，目前情况稳定；俄罗斯一波音客机因襟翼故障紧急迫降，无人员伤亡,每日经济新闻
3190,2021-03-29,67只港股获南向资金大比例持有,证券之星
3191,2021-03-29,【早间资讯】2021-03-29,大通证券投教基地
3192,2021-03-29,每10人有1人是这家机构客户 中国太保净利润下滑11.4% 盈利能力下降,券商中国
3193,2021-03-29,华盛早报 | 关键时刻腾讯音乐回购股票！新华社痛批新能源车,华盛证券
3194,2021-03-29,智通港股通占比异动统计|3月29日,智通财经
3195,2021-03-29,【十大券商一周策略】市场底确认，悲观预期顶点已现,Wind
3196,2021-03-29,股海导航 3月29日沪深股市公告提示,新浪
3197,2021-03-29,晚间公告热点追踪：昔日王者ST德豪暴跌90% 刚刚交易所紧急关注,新浪
3198,2021-03-29,破局时刻快来了？北向资金357亿加仓2大板块,Wind
3199,2021-03-29,犀牛财经早报：73家拟IPO企业撤回申请哔哩哔哩上市,GPLP犀牛财经
3200,2021-03-29,【财经早报】2021/3/29星期一,云掌财经
3201,2021-03-29,保险系基金凶猛，国联安基金2020年净利润增228.6%,格隆汇
3202,2021-03-29,近3周连续净买入，北向资金加仓“大金融”,Wind
3203,2021-03-29,权益投资“立功” 2020年五大上市险企日赚近7亿,北京商报
3204,2021-03-29,【招商证券】总量的视野——电话会议纪要（20210328）,轩言全球宏观
3205,2021-03-29,【国君非银】核心指标略低于预期，健养产业是第二增长曲线——中国太保2020年报业绩点评,欣琦看金融
3206,2021-03-28,2020年五大上市险企日赚约6.89亿权益投资“记大功”,北京商报
3207,2021-03-28,晚间重要公告2021年3月28日星期日,Wind
3208,2021-03-28,【招商非银|中国太保】战略先行，机制优化，管理改善，大有可为--20年报点评,莲花山士丹利金融研究
3209,2021-03-28,A股头条之上市公司（3.29）,金融界
3210,2021-03-28,公告精选：山河智能拟50亿投建负极材料与石墨超高提纯应用项目；中国石化去年净利同比下滑42.9%,e公司
3211,2021-03-28,十大券商策略：基本面将成破局因素工业板块盈利有望实现翻倍以上增长,财联社
3212,2021-03-28,中国太保：2020年盈利245.84亿人民币，同比减少11.38% 盈利能力下降,Wind
3213,2021-03-28,中国太保2020年净利润达245.8亿元 营运利润增长11.7%,证券日报网
3214,2021-03-28,智通港股公告精选︱(3.28)康龙化成2020年拥有人应占利润11.72亿元 同比增长114.3%,智通财经
3215,2021-03-28,公告精选：康龙化成2020年拥有人应占利润同比增114.3%,新浪
3216,2021-03-28,中国太保(02601)拟续聘普华永道中天,智通财经
3217,2021-03-28,中国太保(02601)变更会计估计,智通财经
3218,2021-03-28,中国太保(02601-HK)去年少赚11.4%新业务价值率跌4.4个百分点 盈利能力下降,财华社
3219,2021-03-28,中国太保(02601)年度净利润减少11.4%至245.84亿元 年度股利每股1.2元及特别股利每股0.1元 盈利能力下降,智通财经
3220,2021-03-28,中国太保2020年营业收入超过4000亿元,中国金融新闻网
3221,2021-03-28,【国君非银】低基数推单月保费高增，资产端是超预期——保险行业2021年2月保费数据点评,欣琦看金融
3222,2021-03-28,【国君非银】强援加盟，长航启程——中国太保人事变动事件点评,欣琦看金融
3223,2021-03-28,晚间公告丨3月28日这些公告有看头,第一财经
3224,2021-03-28,机构论后市丨当下A股是超跌反弹行情，结构配置是重中之重,第一财经
