,2021-12-31,年终盘点｜券商今年整体跑输市场 板块中8家上涨 中银证券年内腰斩成最“熊”,金融界
751,2021-09-02,券商股发力，广发证券放量涨停，机构、北向资金抢筹，还买入这6股（名单）,21世纪经济报道
752,2021-09-02,券商股发力，广发证券放量涨停，一机构买入3.3亿元,证券之星
753,2021-09-02,股价连续两日大涨！广发证券换帅后首次业绩说明，新任董事长林传辉透露公司下一步战略,中国证券网
754,2021-09-02,医药、半导体重挫，东北药茅遭腰斩，顶流基金社保踩雷,Wind
755,2021-09-02,广发证券龙虎榜数据（9月2日）,Wind
756,2021-09-02,龙虎榜：广发证券涨停 一个机构席位买入3.31亿元,e公司
757,2021-09-02,A股收盘综述：沪指5连涨、创业板指6连阴，风电、煤炭、光伏、大基建央企飙升,Wind
758,2021-09-02,快讯：广发证券涨停 报于22.5元,金融界
759,2021-09-02,【异动股】广发证券(01776.HK)涨3.21%,财华社
760,2021-09-02,券商板块再度上扬，第一创业涨停，广发证券3日大涨超23%,证券时报网
761,2021-09-02,券商股午后拉升 广发证券、第一创业涨停,e公司
762,2021-09-02,券商股午后再度躁动，广发证券涨停,Wind
763,2021-09-02,【行情】证券板块异动拉升，第一创业此前涨停，广发证券涨超9%，浙商证券、国金证券、长城证券、光大证券等跟涨,金十数据
764,2021-09-02,中国汽研：中信建投、广发证券等22家机构于8月30日调研我司,证券之星
765,2021-09-02,券商股盘初即发动攻势，第一创业拉升触板,Wind
766,2021-09-02,多家券商发布金股名单 看好高端制造和周期等主线,金融界
767,2021-09-02,大增63%！券商分仓佣金创历史新高，中信广发长江夺得前三,Wind
768,2021-09-02,科技、金融股强势，恒指重上26000点,Wind
769,2021-09-02,上半年券商分仓佣金增六成，明星分析师自带“吸金”属性,Wind
770,2021-09-02,券商分仓佣金创历史新高，中信广发长江夺得前三,Wind
771,2021-09-02,锂电新能源暴跌原因找到了！知名公募紧急解读,Wind
772,2021-09-01,大悦城：中信证券、广发证券等4家机构于8月31日调研我司,证券之星
773,2021-09-01,2021年上半年券商业绩榜揭晓,Wind
774,2021-09-01,券商财富管理转型大比拼：经纪业务收入贡献下滑，金融产品代销突飞猛进,Wind
775,2021-09-01,广发证券：广发证券2021年半年度业绩发布会所邀请的分析师和投资者于8月30日调研我司,中金在线
776,2021-09-01,极度分裂！多只千亿巨头罕见跌停，保险券商白酒狂飙,Wind
777,2021-09-01,恒指震荡收涨0.58%，科技股续涨、大金融反弹,Wind
778,2021-09-01,广发证券用户体验研究中心成立 助力上线 “自选股分析”功能,广发证券
779,2021-09-01,A股收盘综述：风格切换凶猛来袭，市场资金大举吃进低估值蓝筹,Wind
780,2021-09-01,券商板块早盘爆发，午后涨幅有所回落，广发证券等开板,证券时报网
781,2021-09-01,东方证券、中信建投、广发证券涨停，证券ETF（512880）涨超5%,资本邦
782,2021-09-01,【行情】券商股午后持续拉升，中信建投、广发证券、浙商证券、东方证券、长城证券封涨停，兴业证券、光大证券、中金公司等涨超7%,金十数据
783,2021-09-01,3000亿大白马被砸跌停，锂电光伏军工大跳水！外资加仓超60亿,Wind
784,2021-09-01,保代今年增员超七成，中原、长江等上半年爆发式提升,Wind
785,2021-09-01,华生科技：广发证券、信达证券等6家机构于8月1日调研我司,证券之星
786,2021-09-01,港股异动 | 中资券商股全线走高 广发证券(01776)、中金公司(03908)均涨超7%,智通财经
787,2021-09-01,【中信建投 非银&金融科技】广发证券：营收创2015H1以来新高，财富管理时代首要受益者之一,中信建投非银金融研究
788,2021-09-01,【异动股】广发证券(01776.HK)涨5.92%,财华社
789,2021-09-01,解盘：白马股拉升，水泥、大基建、保险、白酒领涨,Wind
790,2021-09-01,A股午盘综述：市场风格切换引发剧烈震荡，低估值蓝筹大败光伏稀土锂,Wind
791,2021-09-01,券商股一路上冲，中信建投、广发证券相继封板,Wind
792,2021-09-01,券商股反复活跃，浙商证券大涨7%,Wind
793,2021-09-01,安信证券维持广发证券买入评级：财富管理发展向好，投行重启可期，目标价25.50元,每日经济新闻
794,2021-09-01,公募基金中报纵览：盈利仍居高位，管理费收入增七成,Wind
795,2021-09-01,财富管理成业绩驱动力 券商代销基金收入迎爆发式增长,上证报
796,2021-09-01,中信证券：港股市场有望迎来布局四季度行情的最佳窗口,Wind
797,2021-08-31,中国电研：华泰证券、广发证券等18家机构于8月31日调研我司,证券之星
798,2021-08-31,晶丰明源：广发证券、中银基金等2家机构于8月25日调研我司,证券之星
799,2021-08-31,北向资金连续7日净买入8月累计加仓270亿，中国平安逆势遭抛售超20亿,Wind
800,2021-08-31,广发证券(000776)：公募子公司业绩优异 静待投行业务重启,新浪
801,2021-08-31,鲁泰A：东方阿尔法、广发证券等11家机构于8月30日调研我司,证券之星
802,2021-08-31,广发证券(000776.SZ/1776.HK)：香港子公司荣获2021年度两项卓越大奖，跨境业务现锋芒,格隆汇
803,2021-08-31,【异动股】广发证券(01776.HK)跌4.55%,财华社
804,2021-08-31,高景气赛道龙头股放量拉升，A股日成交额创今年以来新高,Wind
805,2021-08-30,利元亨：广发证券、长江证券等25家机构于8月27日调研我司,证券之星
806,2021-08-30,山西证券维持广发证券增持评级：财富管理快速增长，资管公募大幅提升,每日经济新闻
807,2021-08-30,广发证券为何突遭跌停？“换帅”后投行业务之伤未愈，手持公募基金赚钱了「券商中报雷达」 董监高成员变化,华夏时报
808,2021-08-30,财富业务高增长+优质公募加持 广发证券半年净利59亿,财联社
809,2021-08-30,机构、游资、北向资金多方混战超24亿，广发证券今日跌停,证券之星
810,2021-08-30,跌停板解密：获利了结，多只前期强势股遭大单抛售！（8月30日）,Wind
811,2021-08-30,1700亿芯片巨头闪崩，一则传闻引发惨案？,Wind
812,2021-08-30,广发证券今日跌停，三机构净卖出逾2亿元,Wind
813,2021-08-30,恒指震荡收涨0.52%：周期板块造好，金融地产走弱,Wind
814,2021-08-30,A股收盘综述：一半火焰一半海水，光伏、稀土、盐湖提锂恒强表现主导大市,Wind
815,2021-08-30,天风证券维持广发证券买入评级：大资管业绩表现突出，财富管理竞争优势显着,每日经济新闻
816,2021-08-30,监管出手！严查“高股价操纵”、“两融套现”等，广发证券、东方证券跌停 减持股份,证券之星
817,2021-08-30,千亿大白马闪崩跌停，各种茅大跌！新能源、军工爆发,Wind
818,2021-08-30,美银证券：升广发证券(1776.HK)目标价至15.5港元 评级中性,格隆汇
819,2021-08-30,美银证券：维持广发证券(01776)“中性”评级 目标价升14.8%至15.5港元,智通财经
820,2021-08-30,《上海国际金融中心建设“十四五”规划》点评：沪上金融十四五规划出台 资管迎利好,新浪
821,2021-08-30,解盘：资源科技强势，光伏屋顶、新能源、小金属、大飞机领涨,Wind
822,2021-08-30,A股午盘综述：光伏、盐湖提锂、稀土炒作引领市场，隆基、通威、赣锋、北方稀土创新高,Wind
823,2021-08-30,利好兑现？东方证券、广发证券跌停,证券时报网
824,2021-08-30,【异动股】券商概念板块下挫，广发证券(000776.CN)跌10.01%,财华社
825,2021-08-30,【异动股】广发证券(01776.HK)跌8.64%,财华社
826,2021-08-30,快讯：广发证券跌停 报于18.24元,金融界
827,2021-08-30,广发证券跟随东方证券封住跌停板,Wind
828,2021-08-30,券商板块走弱 广发证券、东方证券双双跌停,格隆汇
829,2021-08-30,十大券商：金秋行情徐徐展开！市场正重回上行通道，推荐三条主线,Wind
830,2021-08-29,【安信非银】广发证券中报点评：财富管理发展向好，投行重启可期,新角度新金融
831,2021-08-29,【国君非银】财富管理产业链表现靓丽，业绩稳健推进——广发证券2021年半年报点评,欣琦看金融
832,2021-08-29,周末影响A股十大事件来了！,Wind
833,2021-08-29,场外衍生品1年飙升8000亿，五大券商占80%份额,Wind
834,2021-08-29,广发证券(01776.HK)中期纯利58.88亿人民币增2.4% A股市场融资金额大增,和讯
835,2021-08-29,广发证券(000776)：公募势如破竹 财富业务高增 上调盈利预测,新浪
836,2021-08-29,券商上半年净利最高增642%！两类股投资价值大,Wind
837,2021-08-28,开源证券维持广发证券买入评级，2021半年报点评：公募业务利润贡献持续增长，财富管理保持优势,每日经济新闻
838,2021-08-28,一图读懂广发证券2021年中报,中金在线
839,2021-08-28,广发证券股份有限公司2021半年度报告摘要,证券时报
840,2021-08-28,五家券商上半年净利增速翻倍，增速冠军原来是他！,Wind
841,2021-08-28,广发证券换帅后首份财报：财富和投资管理业务同比增长超30%，错失IPO盛宴投行业务下滑逾38%,21世纪经济报道
842,2021-08-28,稳居业绩第五位，广发证券半年净利59亿，财富业务高增长+优质公募加持，投行业务后坐待后发力,财联社
843,2021-08-28,上市公司正负面新闻2021年8月28日星期六,Wind
844,2021-08-28,财政政策“风向标”：下半年将加快支出稳增长，适度提速地方政府专项债券发行,Wind
845,2021-08-28,伟星股份：长江证券股份有限公司、广发证券股份有限公司等51家机构于8月26日调研我司,证券之星
846,2021-08-28,广发证券(000776.SZ)上半年营收达180.07亿元 同比增长26.76%,格隆汇
847,2021-08-28,公募上半年成绩单出炉！易方达、汇添富等7家赚超10亿,Wind
848,2021-08-27,新媒股份：广发证券、国盛证券等11家机构于8月26日调研我司,证券之星
849,2021-08-27,广发证券：财富管理和资产管理优势突出 上半年实现净利58.88亿元,中证网
850,2021-08-27,广发证券(01776)拟向广发乾和增资 30 亿元,智通财经
851,2021-08-27,广发证券(01776)委任莫明慧为公司秘书及授权代表,智通财经
852,2021-08-27,广发证券(01776)上半年归母净利润同比增加2.38%至58.88亿元,智通财经
853,2021-08-27,广发证券：变更联席公司秘书、授权代表及法律程序文件代理人,Wind
854,2021-08-27,聚焦证券板块财富管理主题：继续推荐高“含财率”券商,新浪
855,2021-08-27,广发证券：上半年净利润同比增长2.38%,Wind
856,2021-08-27,广发证券(000776.SZ)上半年归母净利润同比增长2.38%至58.88亿元,智通财经
857,2021-08-27,广发证券：上半年净利润58.88亿元 同比增2.38%,e公司
858,2021-08-27,广发证券：上半年净利润58.89亿元 同比增长2.38%,财联社
859,2021-08-27,北向资金本周稳步进场加仓A股近180亿，隆基股份大幅净买入超11亿元,Wind
860,2021-08-27,超1.7万亿，创6年新高！“融资客”抢筹这些标的,Wind
861,2021-08-25,北向资金连续三日加仓累计净买入超百亿，大幅抄底白酒股,Wind
862,2021-08-25,交银施罗德基金管理有限公司关于增加广发证券股份有限公司为旗下基金销售机构的公告,证券时报
863,2021-08-24,北向资金买兴增强加仓超53亿元，隆基股份获大幅净买入超13亿元,Wind
864,2021-08-24,5000亿巨头又跌停，“宁组合”大涨，BATJ复活,Wind
865,2021-08-24,【异动股】广发证券(01776.HK)涨5.81%,财华社
866,2021-08-24,港股中资券商板块强势拉升，东方证券、国泰君安涨近5%，广发证券涨4%，中信,新浪
867,2021-08-24,上调评级至买入策略选股（8月24日）,Wind
868,2021-08-24,智通港股通占比异动统计|8月24日,智通财经
869,2021-08-24,智通港股通持股解析|8月24日,智通财经
870,2021-08-24,罕见！42公司IPO被“暂停”，中介被查引发中止潮,Wind
871,2021-08-23,IPO大事件！42家公司IPO被按下“暂停键”；国办：依法加强从事证券业务会计师事务所监管 IPO融资异常,e公司
