,2021-12-31,行业动态|光伏玻璃价格Q4触底回升 明年下游组件放量或提振需求,财联社
746,2021-02-13,景林、高瓴持仓曝光！第一大重仓股竟是同一只,上证报
747,2021-02-10,金晶科技(600586)公司点评：定增扩产光伏压延玻璃 宁夏马来两地加码,国金证券股份有限公司
748,2021-02-10,中小盘次新股/科创板周报一百八十八期：次新股指数下跌 关注坚持技术创新的电子支付IT服务商创识科技,新浪
749,2021-02-09,光伏概念股再度发力，东方日升、福莱特、通威股份涨幅靠前,Wind
750,2021-02-09,【盘前热点】今日重点关注“光伏”“车联网”“移动支付”等热点！,云掌财经
751,2021-02-09,隆基股份(601012)签订重大采购合同点评：持续扫货硅料玻璃 供应链优势进一步巩固,国金证券股份有限公司
752,2021-02-09,A股异动丨福莱特(601865.SH)涨6% 与隆基签署预估117亿元光伏玻璃大单,格隆汇
753,2021-02-09,东北证券：玻璃行业格局集中度有望提升，建议关注龙头企业,Wind
754,2021-02-09,东北证券：玻璃行业格局集中度有望提升，建议关注龙头企业,证券时报网
755,2021-02-09,隆基与福莱特签百亿大单 光伏玻璃高景气度持续,财联社
756,2021-02-09,隆基股份(601012)：硅料长单延伸海外 尽显龙头远见,新浪
757,2021-02-09,上市公司正负面新闻2021年2月9日星期二,Wind
758,2021-02-09,福莱特再获隆基股份百亿订单,上证报
759,2021-02-09,隆基股份追加百亿订单 光伏原料抢购潮涨,北京商报
760,2021-02-08,福莱特(601865.SH)：与隆基签署预估117亿元的光伏玻璃销售合同,格隆汇
761,2021-02-08,福莱特光伏玻璃业务获追加订单 市场供需仍偏紧,e公司
762,2021-02-08,晚间重要公告2021年2月8日星期一,Wind
763,2021-02-08,隆基股份(601012.SH)追加采购福莱特光伏玻璃 预估金额达104亿元,智通财经
764,2021-02-08,隆基股份再签订2份采购合同，这家光伏龙头近半年来频签大单,第一财经
765,2021-02-08,隆基股份(601012.SH)：追加向福莱特采购光伏玻璃数量2786万平方米,格隆汇
766,2021-02-08,隆基股份在2021年原协议基础上追加采购福莱特光伏玻璃，预估合同总金额104亿元,金融界
767,2021-02-08,隆基股份：连续签订2份采购合同,Wind
768,2021-02-08,建筑材料行业研究周报：新房／二手房销售数据强劲 继续推荐消费建材、玻纤、玻璃,新浪
769,2021-02-08,电气设备行业周报：调整后是布局良机 景气度继续分化,新浪
770,2021-02-08,光伏板块持续下探，锦浪科技跌15%,Wind
771,2021-02-08,光伏行业预告独引市场“风骚”？,中国能源网china5e
772,2021-02-08,光伏板块大幅跳水，福莱特、锦浪科技跌超8%,Wind
773,2021-02-08,2020主要上市光伏企业业绩预告排行！,中国能源网china5e
774,2021-02-07,电新行业周报：硅料涨价开始向下游传导 电动车销量同比高增长,新浪
775,2021-02-06,百亿级光伏项目密集上马，无序扩张苗头需警惕,Wind
776,2021-02-05,福莱特(601865.SH)：拟增发不超7600万股H股,格隆汇
777,2021-02-05,福莱特拟新增发行不超7600万股H股,上证报
778,2021-02-05,福莱特(601865.SH)拟定增不超7600万股H股募资用于补充营运资金等,智通财经
779,2021-02-05,电气设备行业：需求旺盛＋成本上升驱动硅片涨价 淡季不淡有望延续,新浪
780,2021-02-05,各大光伏生产企业频频宣布扩产:上游占据优势地位 蚕食中下游利润,经济观察报
781,2021-02-05,光伏产业“风光无限”背后：上下游企业“冷热不均”,经济观察网
782,2021-02-05,光伏企业业绩现两极分化 原料供需矛盾下考验供应链把控能力,财联社
783,2021-02-05,股价4个月涨8倍！“拥硅为王”时代要来了？,证券时报网
784,2021-02-04,隆基股份(601012)：2021年组件业务有望全面发力,新浪
785,2021-02-03,中证鹏元：终止对福莱特及“福莱转债”的跟踪评级,Wind
786,2021-02-02,中小盘次新股/科创板周报一百八十七期：次新股指数下跌 关注国内化工新材料领域高新技术企业呈和科技,新浪
787,2021-02-01,福莱特：“福莱转债”赎回兑付总金额271.04万元,Wind
788,2021-02-01,电气设备及新能源行业周报：电新行业2020Q4基金持仓分析,新浪
789,2021-02-01,电力设备行业：特斯拉产能加速扩建 光伏平价时代方兴未艾,新浪
790,2021-02-01,【中原电气设备】光伏行业周报：硅料价格继续反弹，调整行情中关注龙头,中原证券研究所
791,2021-01-30,财富周评榜| 光伏股全线杀跌！福莱特股价猛降14%，隆基市值缩水超400亿 连续下跌,华夏时报
792,2021-01-30,光伏公司业绩亮眼,中证报
793,2021-01-29,中泰证券--电力设备新能源周观察：硅料价格持续上涨，关注大众MEB供应链【行业研究】,金融界股吧
794,2021-01-28,中证转债指数跌幅扩大至逾1.4%,Wind
795,2021-01-28,"福耀斥资30亿加码光伏玻璃,75岁的曹德旺为何不保守了?",中国能源网china5e
796,2021-01-28,89亿、34GW！东方日升与福莱特签订三年光伏玻璃长单,集邦新能源网
797,2021-01-27,千亿市值、涨价潮和尺寸之争三大关键词看光伏产业发展,工业新闻网
798,2021-01-27,扩产潮来临 三大关键词看光伏产业发展,工业新闻网
799,2021-01-27,净利预增近300%！2020年光伏玻璃企业腰包增了多少？,世纪新能源
800,2021-01-26,福莱特：“福莱转债”转股价格由13.48元/股调整为14.15元/股,Wind
801,2021-01-26,建材行业专题：2020Q4建材板块持仓分析,华安证券
802,2021-01-26,89亿、34GW!东方日升与福莱特签订三年光伏玻璃长单,中国能源网
803,2021-01-26,疯狂的玻璃产业：价格暴涨、利润翻倍、协会被查,21世纪经济报道
804,2021-01-26,玻璃价格失控暴涨：玻璃协会被举报 监管开启立案调查！ 诉讼纠纷,21世纪经济报道
805,2021-01-25,疯狂的玻璃：价格失控暴涨，利润翻倍！监管开启调查了,21世纪经济报道
806,2021-01-25,深度｜疯狂的玻璃：价格暴涨、利润翻倍、协会被查,21世纪经济报道
807,2021-01-25,建筑材料行业：2016年下半年以来首次低配 基金加仓玻纤和C端消费建材龙头,广发证券
808,2021-01-25,抄大佬的底？冯柳、葛卫东参与的定增亏了,上证报
809,2021-01-25,深度*行业*电力设备与新能源行业1月第4周周报：2020年全国新增风、光装机71.67GW、48.20GW,新浪
810,2021-01-25,电气设备行业周报：青海储能项目度电补贴0.1元 电池级碳酸锂价格涨势不断,新浪
811,2021-01-25,电力设备新能源行业周观察：硅料价格持续上涨 关注大众MEB供应链,新浪
812,2021-01-25,碳达峰全国铺开，上海提前5年实现目标，这些公司在上海有布局,财联社
813,2021-01-25,安信证券：电新板块欣欣向荣青眼有加龙头,金融界
814,2021-01-24,福莱特(601865.SH)使用6亿元闲置募集资金购买理财产品,格隆汇
815,2021-01-23,光伏玻璃需求趋暖 福莱特又签大额销售长单,证券日报网
816,2021-01-22,解盘：科技、金融普跌，锂矿、肺炎检测、电源设备略涨,Wind
817,2021-01-22,光伏玻璃产能大战正酣：福莱特25亿定增补血再获200亿订单,时代周报
818,2021-01-22,签订89亿元光伏玻璃大单，福莱特一度大涨7%,第一财经
819,2021-01-22,福莱特高开6%，签订总额89亿元光伏玻璃销售合同,Wind
820,2021-01-22,上市公司定增井喷 基金“贪钱”抢购热度不减,发现网
821,2021-01-22,一笔“壕签”！东方日升89亿元采购福莱特等三年光伏玻璃,资本邦
822,2021-01-22,A股早报2021年1月22日星期五,Wind
823,2021-01-22,51股获券商买入评级，拓尔思目标涨幅达83.33%,Wind
824,2021-01-21,盘后公告集锦|东方日升与福莱特签订近90亿元光伏玻璃重大销售合同 药明康德、江铃汽车年度净利大幅预增,财联社
825,2021-01-21,晚间重要公告2021年1月21日星期四,Wind
826,2021-01-21,福莱特与东方日升签34GW组件用光伏压延玻璃长单,北极星电力
827,2021-01-21,福莱特(601865)事项点评报告：定增落地、行稳致远 行业龙头难以撼动,新浪
828,2021-01-21,【公告抢先看】晚间重要公告：金博股份与晶科等签署长期合作框架协议，特变电工子公司与上机数控战略合作,金融界
829,2021-01-21,公募“扎堆”，易方达、睿远、南方争夺福莱特25亿定增！,环球老虎财经
830,2021-01-21,【万联电新 | 事项点评】福莱特：定增落地、行稳致远，行业龙头难以撼动,万联证券研究所
831,2021-01-21,玻璃龙头定增落地，性感价格让顶级机构在线抢购,格隆汇
832,2021-01-21,福莱特(601865.SH)与东方日升签订89.08亿元光伏玻璃采购合同,格隆汇
833,2021-01-21,福莱特(601865.SH)：“福莱转债”的转股价调整为14.15元/股1月28日开始生效,格隆汇
834,2021-01-21,福莱特：签订总额89亿元光伏玻璃销售合同,e公司
835,2021-01-21,东方日升(300118.SZ)拟向福莱特采购34GW组件用光伏压延玻璃,智通财经
836,2021-01-21,福莱特：签订总额89亿元光伏玻璃销售合同,Wind
837,2021-01-21,东方日升(300118.SZ)：拟向福莱特采购89.08亿元组件用光伏压延玻璃,格隆汇
838,2021-01-21,东方日升：与福莱特签订总金额约89.08亿元的长单采购战略合作协议,格隆汇
839,2021-01-21,东方日升：与福莱特签署89.08亿元光伏玻璃采购协议,Wind
840,2021-01-21,福莱特25亿定增被抢！睿远、财通等公募基金“组团”出手,环球老虎财经
841,2021-01-21,银河证券：风光新增装机超预期，开启黄金发展新阶段,Wind
842,2021-01-21,福莱特拟定增不超25亿元，用于光伏组件项目等,资本邦
843,2021-01-21,真香！700亿光伏龙头定增25亿，易方达、睿远等知名基金一起出手了！,中国基金报
844,2021-01-20,中小盘次新股／科创板周报一百八十五期：次新股指数下跌 关注国内智能电网领域高新技术企业柯林电气,新浪
845,2021-01-20,犀牛财经晚报：宁德时代德方纳米合资公司爆炸百度拟赴港二次上市,GPLP犀牛财经
846,2021-01-20,睿远基金等18家投资者分享福莱特25亿元定增，光伏玻璃扩产壁垒仍存,Wind
847,2021-01-20,睿远等18家投资者分享福莱特25亿元定增 光伏玻璃扩产壁垒仍存,e公司
848,2021-01-20,电力设备及新能源行业：风光新增装机超预期 开启黄金发展新阶段,新浪
849,2021-01-20,债市风云|佳兆业拟增发3亿美元票据 南航取消超短期融资,中新经纬
850,2021-01-20,福莱特(601865.SH)披露定增报告书：睿远基金、UBS AG及财通基金等参投,格隆汇
851,2021-01-20,福莱特完成25亿元定增 睿远基金、UBS AG等18家机构参与认购,e公司
852,2021-01-20,福莱特：“福莱转债”转股价格由13.48元/股调整为14.15元/股,Wind
853,2021-01-19,福莱特(601865.SH)：控股股东及其一致行动人持股比例被动稀释至52.46%,格隆汇
854,2021-01-19,福莱特(601865.SH)拟用不超15亿元闲置募集资金进行现金管理,智通财经
855,2021-01-19,福莱特(601865.SH)：拟使用总额不超15亿元闲置募集资金进行现金管理,格隆汇
856,2021-01-19,福莱特(601865.SH)拟以7.5亿元募集资金补充流动资金,格隆汇
857,2021-01-19,中国巨石放量下挫近9%，旗滨集团、福莱特、中材科技、东方雨虹跟跌,Wind
858,2021-01-19,电气设备行业周报：新能源车2020完美收官 光伏单晶用料高价小幅调涨,新浪
859,2021-01-19,多省区十四五新能源规划出台，光伏装机目标或大超预期,中证报
860,2021-01-18,2021年光伏行业大爆发 关注业绩高弹性个股-金晶科技、福莱特,中金在线
861,2021-01-18,电气设备行业周报：创新引领市场化发展大周期,新浪
862,2021-01-18,中信证券：上海力争2025年实现碳达峰，光伏相关投资有望加速,证券时报网
863,2021-01-18,建材行业周报：碳达峰、碳中和加速重点行业供需改善,华安证券
864,2021-01-18,电力设备及新能源行业周报：上海目标2025年碳达峰 现代在粤设燃电生产基地,新浪
865,2021-01-18,建筑材料行业：春季行情叠加业绩兑现期 继续推荐消费建材、玻璃、装配式建筑,新浪
866,2021-01-17,机构抱团瓦解？2元以下股票数量井喷，最惨跌超97%,证券时报
867,2021-01-14,出口型企业黑马频出，“双冠王”实至名归,Wind
868,2021-01-14,交银：看好光伏玻璃龙头市占率提高的投资机会 首选福莱特,新浪
869,2021-01-14,光伏产业向好企业扎堆扩产,中证报
870,2021-01-13,光伏玻璃市场的火热依旧在延续 行业格局添变数,e公司
