,2018-01-01 00:00:00,信息科技：驾乘白马 荐8股,中泰证券
2422,2019-07-29,华为首款5G手机亮相，这些相关产业链标的有望迎来新机遇,第一财经
2423,2019-07-29,"用友网络:云计算核心资产,平台生态加速完善",西南证券
2424,2019-07-30,消费拥挤转战科技 谁是基金经理眼中的香饽饽？,第一理财网
2425,2019-07-30,【山证计算机】计算机行业周报 （20190722-20190728）：云业务继续保持高速增长,山西证券研究所
2426,2019-07-30,基金早报：睿远成长申购火爆触发配售 基金出逃暴风,新浪
2427,2019-07-30,信息技术产业行业：软件国产化替代加速 关注当中投资机遇,财富动力网
2428,2019-07-30,消费拥挤转战科技 谁是基金经理眼中的香饽饽？,上证报
2429,2019-07-30,"计算机行业:作为5G重要场景,工业互联网值得关注",国联证券
2430,2019-07-30,计算机行业周报:关注华为鲲鹏生态受益标的,国海证券
2431,2019-07-30,"计算机行业2019年半年度策略报告:布局行业高景气,掘金科创真科技",西南证券
2432,2019-07-31,中银国际：市场尚未构成风格反转基础 八月金股组合,证券时报网
2433,2019-07-31,【工业软件】行业深度报告：智能制造的核心，国产替代势在必行,格隆汇
2434,2019-07-31,计算机行业2019年7月投资策略：ETC信息化、云计算、医疗信息化板块业绩突出，关注优质赛道龙头,国信研究
2435,2019-07-31,7月31日券商晨会研报汇编,证券日报
2436,2019-07-31,科创板打新增厚基金业绩 业内人士认为宜中长期布局,中证报
2437,2019-08-01,刚刚!3家券商密集推送8月份十大金股组合 科技股再站“C位”,证券日报
2438,2019-08-01,【策略】八月金股组合:中银国际证券研究部8月金股,中银国际证券研究
2439,2019-08-01,市场份额居前 协同管理软件商致远互联完成二轮问询 问询,中证报
2440,2019-08-02,下周681亿市值限售股解禁，环比增加569.48% 解禁,Wind
2441,2019-08-02,上海证券市场大宗交易公开信息(2019-08-02),上交所
2442,2019-08-02,[快讯]8月2日大宗交易一览,中财网
2443,2019-08-02,《云计算半月刊》第三十三期（2019.8.2）,计算机司令部
2444,2019-08-04,阿里买啥啥跌？已千亿扫货A股,中证报
2445,2019-08-05,政策催化行业发展进程 计算机龙头股成长空间广阔,大众证券报
2446,2019-08-05,“科技+券商”有望成牛市主导产业 七大券商联合推荐中兴通讯,第一财经
2447,2019-08-05,光大证券：云ERP高速成长确定性高，云转型驱动估值切换机会,第一财经
2448,2019-08-05,计算机行业周报:网络安全打开新的增量空间,山西证券
2449,2019-08-05,"计算机行业周报:19Q1公有云增速达68%,关注AI和云产业",证券之星
2450,2019-08-06,一块屏幕改变营销成本：企业直播市场规模3年有望突破20亿,21世纪经济报道
2451,2019-08-06,华为、5G概念股午后领衔反弹，机构：5G的景气周期即将到来,第一财经
2452,2019-08-06,【计算机】全球公有云市场整体增速强劲，市场份额向头部厂商集中——计算机行业周报——看好（联系人：王洪磊，张源，王磊）,渤海证券研究
2453,2019-08-06,【光大海外TMT】集团企业ERP龙头，云端转型起步时——浪潮国际（0596.HK）投资价值分析报告,EBoversea
2454,2019-08-07,华为开发者大会即将举行，鸿蒙系统迎首秀，这些华为相关标的值得关注,第一财经
2455,2019-08-07,用友网络旗下支付公司违法 年内收央行第二张罚单,中国经济网
2456,2019-08-07,民生证券：华为开发者大会在即，关注自主可控等板块,证券时报网
2457,2019-08-08,开发者大会前夕，华为大手笔布局安防，产业链核心企业再迎新“机”,第一财经
2458,2019-08-08,08月08日 收盘突破年线个股一览,每日经济新闻
2459,2019-08-08,华为概念股持续冲高，开发者大会明日开幕，哪些产业链公司值得关注？,第一财经
2460,2019-08-09,富途资讯5月31日，华为将于6月2日举行鸿蒙操作系统及华为全场景新品发布会，预计将正式公布可以覆盖手机等移动终端的鸿蒙操作系统。,富途证券
2461,2019-08-09,华为“最近有点忙”，全力推动5G全产业链布局，三大细分领域有望按下快进键,第一财经
2462,2019-08-09,用友全球企业服务大会召开在即 八月去海南看企业数字化的未来,砍柴网
2463,2019-08-09,华为开发者大会将至 “鸿蒙”或成国产软件发展机遇,第一财经
2464,2019-08-09,国产软件板块集体拉升 中国软件涨4%,证券时报网
2465,2019-08-09,巨丰热点：区块链概念呈现市场活跃 精准信息盘中涨停！,巨丰财经
2466,2019-08-09,区块链早盘异动走强 康旗股份等涨停,中国经济网
2467,2019-08-09,华为开发者大会7大看点 5G已来万物互联升起 概念股起飞（名单）,证券时报网
2468,2019-08-11,拆解伊利股权激励风波：股权激励成就了BAT，实体经济真的不适用吗？,凤凰网
2469,2019-08-12,科技股龙头掀涨停潮：如何把握未来市场主线？,格隆汇
2470,2019-08-12,【兴业计算机】周观点20190811：鸿蒙OS里程碑式发布，继续重点推荐安全创新板块,兴业计算机团队
2471,2019-08-13,用友网络(600588.SH)拟授出合计不超过225.075万份股票权益,格隆汇
2472,2019-08-13,用友网络(600588.SH)控股股东质押4526.17万股,格隆汇
2473,2019-08-13,用友网络：云计算生态领航者，长足发展值得期待,证券时报网
2474,2019-08-13,致远互联与用友网络经销商重合324家 两者关系成问询重点 问询,长江商报
2475,2019-08-13,"计算机行业周报:鸿蒙首秀,自主可控生态可期",山西证券
2476,2019-08-14,【招商计算机】云究竟改变了什么——云计算专题系列（六）,科技晶选
2477,2019-08-14,【财经早餐】发改委重点支持种猪场、规模养殖场恢复和扩大产能,华龙掘金
2478,2019-08-14,格隆汇A股公告精选(8.14) | 新华保险1-7月原保费收入824.56亿元 同比增长8.62%；朗源股份子公司与中国移动广州分公司签署边缘冷存储服务项目的合同,格隆汇
2479,2019-08-15,A股明日风口：华为5G手机明发售 新一批游戏版号下发,新浪
2480,2019-08-15,华为鲁勇：Cloud 2.0时代 5G+云+AI将再次颠覆产业,网易
2481,2019-08-15,上海证券市场大宗交易公开信息(2019-08-15),上交所
2482,2019-08-15,[快讯]用友网络发布质押公告一股东累计质押31634万股,中财网
2483,2019-08-15,用友网络(600588.SH)控股股东解除质押8452.6万股,格隆汇
2484,2019-08-15,08月15日 主力资金抢筹最积极的前10股（附名单）,每日经济新闻
2485,2019-08-16,用友网络上半年净利润增长290% 云服务业务强劲增长115%,证券日报
2486,2019-08-16,上市公司数据播报：兰生股份上半年净利同比增近10倍,金融界
2487,2019-08-16,上海证券市场大宗交易公开信息(2019-08-16),上交所
2488,2019-08-16,用友网络上半年净利润4.8亿 云服务营收同比翻番,新京报
2489,2019-08-16,用友网络云服务业务上半年收入达4.7亿元 同比增长114.6%,TechWeb
2490,2019-08-16,8月16日上市公司晚间公告速递,新浪
2491,2019-08-16,用友网络2019年上半年盈利4.8亿 云服务业务快速增长,挖贝网
2492,2019-08-16,用友网络(600588.SH)半年度净利润升290.1% 云及支付服务收入均大幅增长,格隆汇
2493,2019-08-16,用友网络：上半年净利润4.82亿元，同比增长290.1%,Wind
2494,2019-08-16,用友网络：上半年净利4.82亿元 同比增290%,e公司
2495,2019-08-16,低开高走 A股走出独立行情,中证报
2496,2019-08-18,【光大计算机】重视安全可控,计算机国平
2497,2019-08-18,最直观的估值方法：会相亲，你就会估值,虎嗅网
2498,2019-08-18,【安信计算机】中国SaaS发展迎来黄金年代,计算机司令部
2499,2019-08-19,【建投中小盘】一周策略回顾与展望,中信建投中小市值
2500,2019-08-19,用友网络：经营效益大幅改善 云业务持续增长,证券时报网
2501,2019-08-19,"东北证券：将用友网络评级调高为""买入""",Wind
2502,2019-08-19,王文京：激活本地 对接全球 升级企业,砍柴网
2503,2019-08-19,计算机相关概念股大幅走高，诸多红利加持，机构看好投资机会,第一财经
2504,2019-08-19,用友网络（600588）2019年中报点评：业绩超出市场预期，云服务与国产化步入快车道,国信研究
2505,2019-08-19,40股中报报喜 10股增长超1倍,中财网
2506,2019-08-19,这家公司研发投入占比高达21% 持股机构超九成增仓,和讯
2507,2019-08-19,"用友网络2019半年度报告点评:业绩增长超市场预期,云业务长足动力逐步显现",东莞证券
2508,2019-08-19,"用友网络:业绩成长性良好,云业务翻倍增长",东北证券
2509,2019-08-19,"用友网络:云收入略超预期,SaaS赛道下的优质选择",安信证券
2510,2019-08-20,国联证券：BCS2019会议召开在即，关注网安及国产软件机会,证券时报网
2511,2019-08-20,计算机板块动态更新：继续看好云、金融IT、医疗IT等板块,钱凯TMT研究
2512,2019-08-20,科技股行情爆发！首只科技ETF量价齐飞，上市第三日成交额逼近9亿人气爆棚,21世纪经济报道
2513,2019-08-20,用友网络：自主可控正当时 加强合作伙伴生态建设,证券时报网
2514,2019-08-20,[快讯]用友网络:高管减持股份结果 减持股份,中财网
2515,2019-08-20,用友网络(600588.SH)四名高管合计减持0.086%股份 减持股份,格隆汇
2516,2019-08-20,用友网络：多位高管共减持约45万股 减持股份,Wind
2517,2019-08-20,【广证恒生计算机】用友网络（600588）-业绩点评-业绩高增长超市场预期，生态战略建设持续加强,广证恒生
2518,2019-08-20,【民生计算机】宝信软件2019年半年报点评：IDC业务表现亮眼，公司业绩高速增长,MS计算机
2519,2019-08-20,上调评级至买入策略选股（8月20日）,Wind
2520,2019-08-20,【山证计算机】用友网络（600588.SH）：云化转型顺利，业绩表现亮眼,山西证券研究所
2521,2019-08-20,"用友网络2019年中报点评:云业务持续高增长,研发支出大幅提升",光大证券
2522,2019-08-20,"用友网络:国产和高端市场齐发力,云业务继续翻倍",东吴证券
2523,2019-08-21,上海证券市场大宗交易公开信息(2019-08-21),上交所
2524,2019-08-22,世界人工智能大会下周召开，哪些概念股值得潜伏？,养基司令
2525,2019-08-22,浪潮国际(0596.HK)：本土化趋势的主要受惠者，维持「增持」评级，目标价4.59 港元,格隆汇
2526,2019-08-23,金融科技板块飙了！今年涨幅34%远超大盘，这些公司早已布局,中证报
2527,2019-08-24,光大策略 李瑾 | 分拆上市，影响几何？——《上市公司分拆所属子公司境内上市试点若干规定》征求意见稿点评,超悦策略
2528,2019-08-26,【中投早知道】2019-08-27,赢家之星
2529,2019-08-26,5G、集成电路等八大产业集聚2019智博会，相关概念股或称霸A股,第一财经
2530,2019-08-26,用友发布3.0新战略 助推企业智能化转型,证券日报
2531,2019-08-26,工信部公示《2019年跨行业跨领域工业互联网平台清单》,Wind
2532,2019-08-26,"用友网络:利润增长超预期,云业务表现亮眼(增持)",世纪证券
2533,2019-08-27,工业互联网平台又添新秀！金蝶联合联通发布云镝工业互联网平台,经济观察网
2534,2019-08-27,钉钉突破边界 “钉入”万亿级数字经济市场,华夏时报
2535,2019-08-27,明日股市三大猜想：60日均线还是震荡博弈,金融界
2536,2019-08-27,用友云生态融合一体化 打造平台型企业,金融界
2537,2019-08-27,国产软件股持续走强，近期利好不断，机构建议关注三大投资机会,第一财经
2538,2019-08-27,【计算机】金融科技三年发展规划发布，建议积极关注相关投资机会——计算机行业周报——看好（联系人：王洪磊、王磊、张源）,渤海证券研究
2539,2019-08-27,用友网络(600588.SH)财务总监章培林减持36万股 提前终止减持计划 拟减持股份,格隆汇
2540,2019-08-28,国家网络安全宣传周9月举行，产业利好频出，这些概念股或乘势而起,第一财经
2541,2019-08-28,用友网络董事长王文京：企业数字化带来全新价值,中国网
2542,2019-08-28,沪指回调失守2900点 重点关注三类股,证券时报
2543,2019-08-28,科技板块已经进入2-3年的上行周期 重点关注三类股,新浪
2544,2019-08-28,中国企业服务厂商同美国同行仍有较大差距 客户付费意愿需进一步挖掘,每日经济新闻
