,2021-12-31,招商局置地(00978)与招商蛇口订立运营协议,智通财经
3091,2021-02-18,中海土地收割：房地产销售TOP100未进前五 拿地方式被指偏保守,观点地产网
3092,2021-02-11,招商蛇口56.6亿抢下上海“地王”，要卖13万以上才保本,大猫财经
3093,2021-02-10,天风证券维持招商蛇口买入评级，1月销售数据点评：单月销售量价齐升，拿地力度略有收缩,每日经济新闻
3094,2021-02-10,节后最具爆发力六大黑马,中财网
3095,2021-02-10,招商蛇口56亿元再夺上海虹口宅地，7个月内虹口投百亿拿地,澎湃新闻
3096,2021-02-10,业绩高增，股价飙涨，物业板块吊打地产开发,第一财经
3097,2021-02-10,招商蛇口(001979)：单月销售量价齐升 拿地力度略有收缩,新浪
3098,2021-02-10,9.26万元/平区域新地王！招商蛇口以56.66亿再获上海虹口宅地,中华网
3099,2021-02-10,“三道红线”监管下，多家房企降杠杆初显成效,Wind
3100,2021-02-10,300城首月宅地收入2766亿元，多家房企长三角抢地忙,Wind
3101,2021-02-10,“三道红线”监管下 多家房企降杠杆初显成效,第一财经
3102,2021-02-10,物企业绩普遍高增长 板块行情春风拂面,第一财经
3103,2021-02-09,楼面单价9.26万！招商蛇口夺得上海单价“地王”，预计未来房价卖13万才能保本,每日经济新闻
3104,2021-02-09,世茂、龙湖、碧桂园...这10家房企“年会”透露出什么信号？,网易
3105,2021-02-09,快讯｜总价56亿、楼面单价9.26万！招商蛇口夺得上海单价“地王”,每日经济新闻
3106,2021-02-09,招商蛇口：为置地深圳提供10亿元融资担保 大额借贷担保,每日经济新闻
3107,2021-02-09,造车脱贫 养猪致富 房企多元化路子有多野？,36氪
3108,2021-02-09,降档！房企的自我救赎初显成效,第一财经
3109,2021-02-09,2020广东上市公司分红报告（二）：非银金融领跑，汽车业断崖式下滑，房地产股息率最高,时代在线
3110,2021-02-09,招商蛇口：2021年1月销售额246.19亿元人民币，同比实现倍增,资本邦
3111,2021-02-09,1月份300城宅地收入2766亿元 多家房企长三角抢地忙,证券日报网
3112,2021-02-09,A股2月9日房企股午盘：新希望跌3.48%,乐居财经
3113,2021-02-09,房地产行业市场交易周报：板块微涨 估值优势明显,新浪
3114,2021-02-09,三大板块可以持股过节,云掌财经
3115,2021-02-08,A股头条之上市公司（2.9）,金融界
3116,2021-02-08,招商蛇口(001979.SZ)：1月实现签约销售额246.19亿元 同比增106.92%,格隆汇
3117,2021-02-08,招商蛇口：1月签约销售金额246亿元同比增107%,格隆汇
3118,2021-02-08,招商蛇口：1月签约销售金额超246亿元 同比增106.92%,e公司
3119,2021-02-08,招商蛇口：1月实现签约销售金额246.19亿元，同比增加106.92%,Wind
3120,2021-02-08,招商蛇口：为光明科技园提供不超过5.5亿元担保 大额借贷担保,每日经济新闻
3121,2021-02-08,房地产行业周报：地方房贷加严审查 低基数下销售高增,新浪
3122,2021-02-07,1月百强房企同比增长70% 优质企业集中度再提升,国元证券订阅号
3123,2021-02-07,526亿！杭州1月卖地再度领跑全国 房企不惜利润降低仍“火力全开”,华夏时报
3124,2021-02-06,【华西地产·行业周报】20210227：集中供地新政出台，销售维持高速增长,地产由我说
3125,2021-02-06,打新高热预警 调控层层收紧 六大维度解析2021年楼市开局,每日经济新闻
3126,2021-02-06,2021年楼市开局：打新高热预警 数城调控层层加码,每日经济新闻
3127,2021-02-05,深交所主板中小板合并！涉及23万亿市值，有何影响？,证券时报
3128,2021-02-05,见证历史！证监会重磅宣布：批准深交所主板中小板合并！涉及23万亿市值，有何影响？最新解读来了！,证券时报网
3129,2021-02-05,既然赚钱难 房企缘何如此高度关注长租公寓？,36氪
3130,2021-02-05,解密主力资金出逃股连续5日净流出617股,证券时报网
3131,2021-02-05,房地产行业月报：开年市场供需两旺 稳中有升整体上行,新浪
3132,2021-02-05,房地产行业A股房企2020年业绩预览：盈利稳增长 杠杆渐改善 成长现分化,新浪
3133,2021-02-05,华西证券--房地产行业周报：上海法拍房纳入限购，销售规模保持正增【行业研究】,金融界股吧
3134,2021-02-05,1月百强房企销售点评：1月销售表现强劲 头部房企出现分化,新浪
3135,2021-02-05,大湾区1月房地产行业月报（限时送报告） | 研观察,保利投顾研究院
3136,2021-02-04,【银华基金】交易日报 2021-02-03,新浪
3137,2021-02-04,招商、龙光等41.17亿分食苏州市区四宗渉宅地,观点地产网
3138,2021-02-04,招商蛇口“翻绿”背后的13次转手,乐居财经
3139,2021-02-04,招商蛇口控股股东质押约2.95亿股用于债券担保,观点地产网
3140,2021-02-04,1月楼市盘点| 全国卖地收入环比降6成，长三角成交活跃,每日经济新闻
3141,2021-02-04,招商蛇口完成发行10亿元超短期融资券 利率3.1%,乐居财经
3142,2021-02-04,招商蛇口：招商局集团质押约2.95亿股,每日经济新闻
3143,2021-02-04,招商蛇口(001979.SZ)完成发行2021年度第一期超短期融资券,智通财经
3144,2021-02-04,资本圈 | 华夏幸福债券恢复交易 富力继续赎回美元债,观点地产网
3145,2021-02-04,开年拿地谁最猛？建发房产砸百亿元领跑,房地产报
3146,2021-02-04,三亚全年无市场化商品住房用地供应|2020楼市年度备忘录?,乐居财经
3147,2021-02-04,300城1月土地出让金环比下降六成，市场缘何转“冷”？,新京报
3148,2021-02-04,招商蛇口参股成立新公司，经营范围含房地产开发经营,企查查
3149,2021-02-04,地产股收盘丨沪指收跌0.44% 格力地产收涨2.76% 美好置业触及跌停,中国网
3150,2021-02-04,数字化战略升级，点点租2020年度会议圆满落幕,中国贸易新闻网
3151,2021-02-04,联手中融人寿，海航投资进击转型,投资家
3152,2021-02-04,苏州市41.17亿元出让4宗地块 招商蛇口、龙光各得一宗,中国网
3153,2021-02-04,华西证券--房地产行业2021年1月销售数据点评：喜迎开门红，销售大幅上升【行业研究】,金融界股吧
3154,2021-02-04,地产白马创历史新低，逾千股处于深度熊市！科技龙头集体跳水,证券时报网
3155,2021-02-04,招商蛇口21.21亿元竞得大连市甘井子区一宗商住综合用地 溢价率44%,中国网
3156,2021-02-04,招商蛇口21.2亿摘大连体育新城宅地 成交楼面价11126元/平方米,乐居财经
3157,2021-02-04,招商蛇口9.546亿元竞得苏州市吴中区一宗商住用地 溢价率13.22%,中国网
3158,2021-02-03,房地产行业2020年报业绩前瞻：行业分化进一步加剧 优质企业集中度再提升,新浪
3159,2021-02-03,【中金固收·信用】中国短期融资券及中期票据信用分析周报,中金固定收益研究
3160,2021-02-03,招商蛇口转让太仓招盛商务49%股权给华润信托 资产异常,乐居财经
3161,2021-02-03,地产股整体疲软，招商蛇口股价创出历史新低,Wind
3162,2021-02-03,国信证券--房地产行业2021年2月投资策略：春耕播种正当时【行业研究】,金融界股吧
3163,2021-02-03,地产江湖迎变局：“招保万金”重回TOP10 新城、世茂掉队,新浪
3164,2021-02-02,【华西地产·行业点评】房地产行业2021年1月销售数据点评：喜迎开门红，销售大幅上升,地产由我说
3165,2021-02-02,招商蛇口(001979.SZ)成功发行10亿元超短期融资券,格隆汇
3166,2021-02-02,解密主力资金出逃股连续5日净流出578股,证券时报网
3167,2021-02-02,太原房价跌回了2018年|2020楼市备忘录?,乐居财经
3168,2021-02-02,东北证券：上海杭州再次收紧调控，上交所出台 REITs 配套规则,乐居财经
3169,2021-02-02,山西证券--房地产市场交易周报：政策收紧致板块继续下跌，板块和龙头估值优势明显【行业研究】,金融界股吧
3170,2021-02-02,上海翰沣置业有限公司增资项目挂牌北交所,中证网
3171,2021-02-02,华西证券：百强房企1月全口径销售金额同比上升 70.9%,乐居财经
3172,2021-02-02,“招保万金”重回TOP10，地产江湖迎来新变局,第一财经
3173,2021-02-01,【天风地产】1月百强销售点评：1月单月同比增长明显，龙头房企分化显着,天诚地产会
3174,2021-02-01,2月1日债券市场日报——资金终于松了！,小林说债
3175,2021-02-01,1月百强房企销售额同比升7成 热点城市春节或迎销售窗口期,财联社
3176,2021-02-01,中指院：开年房企拿地的5大姿势,和讯
3177,2021-02-01,房地产行业对行业业绩快报的点评：极度分化 轻装再出发,新浪
3178,2021-02-01,1月房企拿地排行榜出炉 TOP100企业拿地规模同比增长17.8％,腾讯网
3179,2021-02-01,房地产行业21年第4周周报：核心市场热度延续 地方应对更加主动,广发证券
3180,2021-02-01,华西证券：“三道红线”之后，哪些房企仍在扩张？,乐居财经
3181,2021-02-01,2021年1月全国房地产企业拿地排行榜,中指院
3182,2021-02-01,A股明日风口：12月锂电池装机总电量同比增近三成,新浪
3183,2021-02-01,【华西地产·行业深度】“三道红线”之后，哪些房企仍在扩张？——从拿地数据看各城市与房企的变化,地产由我说
3184,2021-02-01,2020年房企业绩快报点评：楼市将进入极度分化期，推荐中国金茂(00817)、融创中国(01918)等股,智通财经
3185,2021-01-31,细细的红线 | 帕累托金地,乐居财经
3186,2021-01-31,【国君地产|2020年业绩快报点评】极度分化，轻装再出发---对行业业绩快报的点评,小谢看地产
3187,2021-01-31,越跌越买 平安投资地产逻辑今何在？,新浪
3188,2021-01-31,抱团股未必涨得最好，“最惨”股票有哪些？1月市值荣耀榜看点在这里,腾讯网
3189,2021-01-31,东莞拟3.72亿元出让一宗宅地 面积1.06万平,观点地产网
3190,2021-01-31,1月市值荣耀榜出炉，更多看点在这里→,中国财富网
3191,2021-01-31,【华西地产·行业周报】行业周报20210130：上海法拍房纳入限购，销售规模保持正增,地产由我说
3192,2021-01-31,产业链丨7家家居建材上市公司2020年净利润增速坚守50%工程业务逻辑仍是企业重要增长极,搜狐
3193,2021-01-30,招商积余(001914)：稳中求进 整合加速,新浪
3194,2021-01-29,华夏幸福的关键10天,乐居财经
3195,2021-01-29,招商积余(001914)：2020年物业管理业务稳步发展 预计板块业绩符合预期,新浪
3196,2021-01-29,业绩增长“失速” 招商蛇口陷增收不增利困局 盈利能力下降,GPLP犀牛财经
3197,2021-01-29,招商蛇口：拟发行10亿元超短期融资券 用于偿还债权融资计划,中国网
3198,2021-01-29,地产股收盘丨三大指数尾盘回暖 万达电影涨5.56% 招商积余跌7.89%,中金在线
3199,2021-01-29,2020年头部房企业绩首现负增长业绩减速成行业大势 盈利能力下降,云掌财经
3200,2021-01-29,华西证券--房地产行业周报：上海出台楼市新政，销售规模同比微降【行业研究】,金融界股吧
3201,2021-01-29,三招透视上市公司的“原力”：资本开支,锦缎
3202,2021-01-29,多数房企逆势增长 3家销售缩水,南方日报
3203,2021-01-29,招商局积余产业运营服务股份 有限公司2020年度业绩预告,证券时报
3204,2021-01-28,市场丨“三道红线”分化土储“绿档”房企加速补仓,搜狐
3205,2021-01-28,"基于人居环境视角下,城市下一个改善热土在哪里?",搜狐
3206,2021-01-28,地产股收盘丨三大指数全线低开 格力地产跌4.18% 世联行跌3.24%,中国网
3207,2021-01-28,2020Q4房地产板块公募基金持仓点评：持仓比再创新低 集中度重启回升,新浪
3208,2021-01-27,12月房地产统计月报：房企销售业绩上涨趋势放缓，多家房企踩线完成全年目标,资本邦
3209,2021-01-27,地产股收盘丨指数探底回升 沪指涨0.11% 京投发展涨停 美好置业跌4.08%,中国网
3210,2021-01-27,房地产行业21年第3周周报：上海出台降温政策 落实监测预警机制,广发证券
3211,2021-01-27,南通招海置业发布违法广告遭处罚 为招商蛇口子公司 其他违规处罚,中国经济网
3212,2021-01-26,成见 | 金茂们的“脆弱” 一次计提冲垮了千亿开发商,观点地产网
3213,2021-01-26,GDP倒数第六！这个省演双城记，一个“断粮封城”，一个土地成交全国第一,腾讯网
3214,2021-01-26,山西证券：政策收紧致板块先涨后跌，继续关注行业龙头,乐居财经
3215,2021-01-26,土拍｜合生创展以46.57亿元+21%自持竞得北京大兴一宗宅地 溢价率10.88%,财经网
3216,2021-01-26,A股快报 | 嘉凯城涨停 泰禾领跌沪深地产板块,乐居财经
3217,2021-01-26,招商积余拟发行15亿中期票据 用于偿还公司债券,乐居财经
3218,2021-01-26,地产股收盘丨三大指数全线走低 沪指跌1.5% 嘉凯城涨停,中国网
3219,2021-01-26,地产股批量破净沦为地摊价，绩优龙头七折“甩卖”,第一财经
3220,2021-01-26,招商蛇口一宗16亿元中期票据获准注册,中国网
3221,2021-01-26,TOP50上市房企九成业绩达标平稳增长将是新常态,搜狐
3222,2021-01-25,【兴证地产】房地产行业2020Q4基金持仓分析,YCMProperty
