,2021-12-31,"年终盘点|2021年十大""争议""白马股",新浪
1555,2021-09-02,A股日成交额突破1.7万亿元，低估值权重板块集体反弹,Wind
1556,2021-09-01,格力收银隆、小米定公司，董明珠和雷军PK造车谁能赢？,猎云网
1557,2021-09-01,百亿回购刺激，格力电器能否挽回投资者信心？,证券之星
1558,2021-09-01,格力电器回购比例超4.2% 耗资近125亿元难挡股价走低,e公司
1559,2021-09-01,公告精选：大基金拟减持万业企业、雅克科技；格力电器已累计耗资约125亿元回购股份,e公司
1560,2021-09-01,雷军又“杠”董明珠？跨界造车真能“飞”起来吗？,证券日报
1561,2021-09-01,【提前看】1日公告精选：格力电器回购4.2%股份；东方锆业上调锆产品销售价格,e公司
1562,2021-09-01,晚间重要公告2021年9月1日星期三,Wind
1563,2021-09-01,董明珠造车“奇遇记”,乐居财经
1564,2021-09-01,格力电器 (000651.SZ)累计回购2.54亿股 耗资124.68亿元,智通财经
1565,2021-09-01,每经20点|邬传雁直播回应“被架空”；南向资金11.83亿港元净买入腾讯；格力电器第三期回购计划回购4.23%公司股份,每日经济新闻
1566,2021-09-01,格力电器：累计回购约2.54亿股，占比约4.23%,每日经济新闻
1567,2021-09-01,格力电器：第三期回购计划已累计回购4.2288%公司股份，耗资124.69亿元,金十数据
1568,2021-09-01,格力电器：已累计回购4.23%公司股份，耗资124.69亿元,36氪
1569,2021-09-01,格力电器：已累计耗资125亿元回购4.23%公司股份,财联社
1570,2021-09-01,格力电器：回购公司4.2%股份 支付的总金额为124.69亿元,e公司
1571,2021-09-01,格力电器：已累计回购4.2%公司股份，耗资124.69亿元,Wind
1572,2021-09-01,美的、格力，谁是空调之王？原材料涨价考验盈利能力,时代周报
1573,2021-09-01,谁才是“空调一哥”？美的格力又争起来了，财报数据揭秘了,南都报
1574,2021-09-01,北向资金净买入超76亿元，甩卖格力电器7.87亿元（名单）,21世纪经济报道
1575,2021-09-01,北向资金九月首日继续净买入，抛售格力电器近8亿,第一财经
1576,2021-09-01,北向资金净买入额创一个月新高连续8日加仓，伊利股份、贵州茅台净买入均超6亿元,Wind
1577,2021-09-01,家用电器行业周报：7月冰洗内外销暂有承压 精装修智能家居配套率提升明显,新浪
1578,2021-09-01,格力成为银隆新能源第一大股东 董明珠再燃造车梦 控制人变化,第一电动网
1579,2021-09-01,半年报发布后，海尔智家/美的/格力市值有何变化？,Ofweek
1580,2021-09-01,格力电器上半年净利同比增近五成 京东家电全渠道布局成重要推力,央视财经
1581,2021-09-01,格力电器：收购银隆基于双方有多个协同空间｜公司问答,第一财经
1582,2021-09-01,格力电器：银隆收购后将以控成本 提产能为重心｜公司问答,第一财经
1583,2021-09-01,竞得银隆 董明珠造车“旧梦重圆”？ 汪啸骅：格力转型艰难 新能源赛道竞争加剧,第一财经
1584,2021-09-01,格力电器收购银隆新能源 布局万亿级储能市场动力十足,发布易
1585,2021-09-01,押注造车？雷军、董明珠10亿赌约续集来了！小米汽车正式注册，格力收购新能源车企,每日经济新闻
1586,2021-09-01,上半年美的比格力多卖近 100 亿空调，但投资小米亏了,ZAKER
1587,2021-09-01,美的格力相爱相杀20年，争出两个“老大”,中新网
1588,2021-09-01,格力电器18亿控股银隆新能源47.93%股份 成最大股东 控制人变化,财经网
1589,2021-09-01,格力电器18.3亿底价竞拍获得银隆新能源30%股权,北极星电力
1590,2021-09-01,格力电器竞拍股份 银隆新能源将成控股子公司,北京商报
1591,2021-09-01,股市动态|财经早资讯：格力拿下银隆新能源控股权；三安光电遭国家集成电路基金减持,财经网
1592,2021-09-01,时隔五年 格力拿下银隆,深圳商报
1593,2021-09-01,豪掷18亿元，格力电器“拿下”7个月亏7亿多的银隆，董明珠造车梦再燃？ 亏损,每日经济新闻
1594,2021-09-01,美的和格力，到底谁更强？,搜狐
1595,2021-09-01,格力终于拿下银隆，但真正的挑战才刚刚开始,深蓝财经
1596,2021-09-01,终究董明珠还是要“造车”！王健林与刘强东伴随至今,Wind
1597,2021-09-01,董明珠再燃造车梦？辗转5年银隆终被格力电器收于麾下 18亿拍得30%股权,21财闻汇
1598,2021-09-01,格力银隆续前缘 董明珠再燃“造车梦”,新浪
1599,2021-08-31,格力电器18亿元控股银隆新能源 五年前收购议案曾被股东大会否决,每日经济新闻
1600,2021-08-31,家电三巨头营收净利双增，美的半年赚150亿称王，格力人均创收最高,时代周报
1601,2021-08-31,终究，董明珠还是要“造车”！王健林与刘强东伴随至今,上证报
1602,2021-08-31,深交所：逾八成深市公司半年度增收盈利，助力经济复苏引领高质量发展,Wind
1603,2021-08-31,董明珠圆梦新能源！格力出资18亿，控股银隆！钛酸锂技术有大优势？,证券时报
1604,2021-08-31,董明珠“不忘”造车，格力时隔5年18亿获银隆控制权,搜狐
1605,2021-08-31,格力电器入主银隆新能源 加码新能源业务,凤凰网
1606,2021-08-31,格力电器18亿拍得银隆30%股权 真抄底还是烫手山芋？,21世纪经济报道
1607,2021-08-31,果然格力！逾18亿元竞得银隆新能源30.47%股权 董明珠造车“旧梦重圆”？,e公司
1608,2021-08-31,各项业务运营良好 格力地产上半年营收、净利润平稳增长,上证报
1609,2021-08-31,银隆新能源成为格力电器控股子公司！董明珠“新能源梦”再输血,快科技
1610,2021-08-31,董明珠再燃“造车梦”？格力电器竞得银隆新能源30.47％股权实现控股,腾讯网
1611,2021-08-31,* 格力电器控股银隆新能源，出资18.28亿元“解救”董明珠,阿尔法工场
1612,2021-08-31,日丰股份：货币资金减少是因为可转债募集资金购买了保本理财所致,Wind
1613,2021-08-31,格力电器控股银隆新能源，董明珠的多元化战略再下一城,新京报
1614,2021-08-31,格力出资18亿控股银隆！董明珠“新能源梦”再输血,华夏时报
1615,2021-08-31,流动性周报(8月第4周)：内外资加仓电气设备、有色、电子,新浪
1616,2021-08-31,珠海免税·三亚旅投商场28日开业 为格力地产海南商业项目,观点地产网
1617,2021-08-31,格力电器控股银隆新能源，完善业务多元化布局,阿尔法工场
1618,2021-08-31,半年报速递 | 格力地产营收利润双位数增长 三大板块协同共进,新浪
1619,2021-08-31,格力电器拿下银隆新能源控股权，董明珠再燃“造车梦”？,奥一网
1620,2021-08-31,董明珠再燃造车梦？格力电器拿下银隆新能源控股权,证券之星
1621,2021-08-31,格力拿下银隆新能源控股权！董明珠曾独家回应投资银隆：让格力得到了真实惠,红周刊
1622,2021-08-31,18.28亿竞得30.47%股权！格力电器成为银隆新能源控股股东 控制人变化,快科技
1623,2021-08-31,格力电器或成银隆新能源控股股东，豪斥18.28亿竞得后者超3成股权,AI财经社
1624,2021-08-31,镁刻·中报速读 | 格力地产：上半年归母净利润同比增长11.1%至4.7亿元,每日经济新闻
1625,2021-08-31,董明珠出手！格力18亿竞得银隆新能源30.47%股权，实现控股,中新经纬
1626,2021-08-31,银隆新能源3.36亿股股份花落格力电器，前7个月亏损7.6亿元 亏损,中华网
1627,2021-08-31,格力电器18亿元司拍竞得银隆新能源30.47%股份 完善多元化布局,上证报
1628,2021-08-31,午间公告2021年8月31日星期二,Wind
1629,2021-08-31,午间公告：格力电器以18.28亿元竞得银隆新能源3.36亿股 将控制银隆新能源,e公司
1630,2021-08-31,格力电器：公司竞得银隆新能源30.47%股权，将成为其控股股东 控制人变化,金十数据
1631,2021-08-31,格力电器：竞得银隆新能源30.47%股权，将成为其控股股东,Wind
1632,2021-08-31,北向资金动向盘点：“电新”总市值第一，“食品饮料”时代落幕,Wind
1633,2021-08-31,格力地产：上半年营业收入33.91亿元，同比增长13.86%,和讯
1634,2021-08-30,半年报速递｜格力地产上半年营收近34亿，归母净利润4.69亿,新京报
1635,2021-08-30,美的集团上半年营收1748亿，与格力都称空调市占率排第一,澎湃新闻
1636,2021-08-30,格力地产(600185.SH)：上半年净利增11.15%至4.69亿元,格隆汇
1637,2021-08-30,格力地产上半年净利4.69亿 房地产板块营收同比增长13.96%,观点地产网
1638,2021-08-30,格力博拟科创板IPO，中信建投担任辅导机构,资本邦
1639,2021-08-30,A股收盘综述：一半火焰一半海水，光伏、稀土、盐湖提锂恒强表现主导大市,Wind
1640,2021-08-30,又见千亿明星股闪崩！地产龙头股价也大跌6%，公司回应了,Wind
1641,2021-08-30,千亿大白马闪崩跌停，各种茅大跌！新能源、军工爆发,Wind
1642,2021-08-30,汉威科技上半年业绩稳步增长 成功打入华为、格力、小米供应链体系,上证报
1643,2021-08-30,A股午盘综述：光伏、盐湖提锂、稀土炒作引领市场，隆基、通威、赣锋、北方稀土创新高,Wind
1644,2021-08-30,科沃斯闪崩跌停打击家电股，格力电器、美的集团、苏泊尔均下滑,Wind
1645,2021-08-30,家电回收需要三步走：责任分解 变废为宝 循环发展,央视
1646,2021-08-30,家电周报：拐点将至 7月空调内销出货+终端零售全面复苏,新浪
1647,2021-08-30,空调上半年：内卷周期，向“新”而行,Wind
1648,2021-08-29,这一次，没有人可以阻止董明珠“造车”了,猎云网
1649,2021-08-27,董明珠的烈酒，雷军的新忧,36氪
1650,2021-08-27,家电以旧换新加速补短板,经济日报
1651,2021-08-27,北向资金本周稳步进场加仓A股近180亿，隆基股份大幅净买入超11亿元,Wind
1652,2021-08-27,A股“爆雷”日！中报下周收关，几家欢喜几家愁,Wind
1653,2021-08-27,格力物业：合同负债增56.78%至504.2万元丨中报快讯 偿债能力下降,乐居财经
1654,2021-08-27,白马医药股出现浮亏 高瓴资本疑似被套格力至少40亿,华夏时报
1655,2021-08-27,北向资金动向盘点：2.5万亿市值是个坎,Wind
1656,2021-08-27,北向资金连续4日净买入，重点加仓板块、个股曝光（名单）,21世纪经济报道
1657,2021-08-27,QFII调仓换股，中小盘成长标的成新宠,Wind
1658,2021-08-26,格力电器(000651)：估值性价比优 经营有望改善,新浪
1659,2021-08-26,电声股份(300805)：营收小幅增长 利润短暂承压 盈利能力下降,西南证券
1660,2021-08-26,外资“拿走”奥普特近半数流通股，今年来涨逾80%,Wind
1661,2021-08-26,国信证券维持格力电器买入评级，2021年半年报点评：经营表现超预期，余粮充裕动销积极,每日经济新闻
1662,2021-08-26,单季度营收创历史新高，为何格力电器依旧难言拐点？,新浪
1663,2021-08-26,跌出价值！千亿白马频现回购，强护盘模式开启,Wind
1664,2021-08-26,国信证券：维持格力电器(000651.SZ)“买入”评级 经营表现超预期 空调业务快速增长,智通财经
1665,2021-08-26,格力电器(000651)：渠道改革持续推进 盈利能力回升,新浪
1666,2021-08-26,格力电器(000651)：Q2收入超预期 渠道改革带动内销强劲恢复,新浪
1667,2021-08-26,西部证券：维持格力电器(000651.SZ)“买入”评级 空调主业市占稳固,智通财经
1668,2021-08-26,格力电器空气净化器检测实验室获专业认可,e公司
1669,2021-08-25,郁亮说房地产越来越像制造业 董明珠却要进军房地产？,新浪
1670,2021-08-25,A股共发生163宗大宗交易成交52.2亿元（8月25日）,Wind
1671,2021-08-25,新红利将至，横琴新区板块异动拉升，格力、贤丰控股纷纷上涨,ZAKER
1672,2021-08-25,格力240亿回购计划落地，股价未恢复元气，空调毛利率下滑 盈利能力下降,奥一网
1673,2021-08-25,格力电器今日大宗交易成交125万股，成交价44.41元溢价0.0%,Wind
1674,2021-08-25,A股快报 | 格力地产收涨4.5% 保利地产收跌2.46%,观点地产网
1675,2021-08-25,格力地产：“三代人 两代居——现代居住关系论坛”幸福的距离多远才合适？,新浪
1676,2021-08-25,全球第一，格力上半年盈利94亿，董明珠的“水逆”结束了？,钛媒体
1677,2021-08-25,格力电器240亿回购落地 能否挽回股价？,极客网
1678,2021-08-25,中银国际：维持格力电器(000651.SZ)“买入”评级 空调销售温和复苏 估值具备配置性价比,智通财经
1679,2021-08-25,【行情】横琴新区板块短线拉升，贤丰控股、全通教育、格力地产、恒基达鑫等集体冲高,金十数据
1680,2021-08-25,格力电器：累计回购约2.46亿股，已耗资超120亿元,资本邦
1681,2021-08-25,A股早报2021年8月25日星期三,Wind
1682,2021-08-25,证金汇金二季度买了啥？这些领域后市机会大,Wind
1683,2021-08-25,格力股价创两年多新低 逼近高瓴进驻时成本线,羊城晚报
1684,2021-08-25,西部证券维持格力电器买入评级，中报点评：份额优势稳固，收入如期复苏,每日经济新闻
