,2021-12-31,红塔证券：肖淑英因个人原因、华士国因工作调整原因辞去公司董事职务 董监高成员变化,北京商报
1174,2020-11-15,新风光科创板IPO过会，需说明公司销售人员平均薪酬显著高于同行的原因,智通财经
1175,2020-11-14,再为A股贡献三家企业，今年来已有136棵出自新三板这一苗圃的苗子前往A股,新三板智库
1176,2020-11-14,券商行业投资机会分析：从扩大直接融资规模看券商发展机遇,新浪
1177,2020-11-13,新风光电子今日过会，山东能源上市家族有望再添一员,鲁网
1178,2020-11-13,"凯普生物现1笔大宗交易 共成交1,180.16万元",新浪
1179,2020-11-13,利和兴过会：今年IPO过关第301家 民生证券过16.5单,中国经济网
1180,2020-11-13,税友集团过会：今年IPO过关第298家 国金证券过17单,中国经济网
1181,2020-11-12,【中信建投金融工程】重要指数成分调整事件效应回顾及2020年12月调整名单预测,鲁明量化全视角
1182,2020-11-12,【日报|国君煤炭翟堃】永煤集团陷入资金危机，主体评级由“AAA”调整为“BB”,煤市乾坤
1183,2020-11-12,星源材质(300568.SZ)：控股股东解除质押1252.73万股,格隆汇
1184,2020-11-12,星源材质(300568.SZ)实控人陈秀峰解质1252.73万股,智通财经
1185,2020-11-12,恒帅股份过会：今年IPO过关第297家 国金证券过16单,中国经济网
1186,2020-11-12,致远装备过会：今年IPO过关第296家 长江保荐过9单,中国经济网
1187,2020-11-12,券商股遭密集减持，机构仍看好后市 减持股份,Wind
1188,2020-11-12,券商股遭密集减持 机构仍看好后市 减持股份,中证报
1189,2020-11-12,券商股遭密集减持 “牛市旗手”后市向好 减持股份,中证网
1190,2020-11-11,行业升级，业务分化加剧 券商大自营维持首位占比三成,大众证券报
1191,2020-11-11,2020年年末主要宽基指数样本股调整预测：电子和医药行业个股升档较多,新浪
1192,2020-11-11,凯普生物现1笔大宗交易 共成交498.43万元,新浪
1193,2020-11-11,又见券商股遭清仓减持！年内已有11家预告减持 减持股份,券商中国
1194,2020-11-11,志特新材过会：今年IPO过关第293家 国信证券过12单,中国经济网
1195,2020-11-11,【国信金工】沪深核心指数成分股调整预测,量化藏经阁
1196,2020-11-11,国金证券、国信证券遭股东减持 年内已有11家预告减持，来看进度 减持股份,券商中国
1197,2020-11-11,量化｜电子和医药行业个股升档较多：2020年年末主要宽基指数样本股调整预测,中信证券研究
1198,2020-11-11,前三季40家券商赚超1200亿 近9成营收净利双增长,证券日报
1199,2020-11-11,双十一到了 上市券商股东还在“卖卖卖”,证券时报
1200,2020-11-11,双十一到了，上市券商股东还在“卖卖卖”,Wind
1201,2020-11-10,凯普生物现1笔大宗交易 共成交794.60万元,新浪
1202,2020-11-09,【国君金工】沪深300及中证500、上证50成分股调整名单预测,辰奥临君
1203,2020-11-09,盛剑环境过会：今年IPO过关第291家 海通证券过19单,中国经济网
1204,2020-11-09,【非银】券商三季度业绩整体较好，自营表现分化,爱建证券研究所
1205,2020-11-09,换帅影响基层展业 挑战之下也有机遇 董监高成员变化,中国基金报
1206,2020-11-08,券商阵营变阵 “三中一华”地位加强 外资全面布局券商股,红周刊
1207,2020-11-07,产融携手 共赢发展丨红塔期货与云胶集团签署战略合作协议,红塔期货
1208,2020-11-06,英利汽车过会：今年IPO过关第285家 中信证券过20单,中国经济网
1209,2020-11-06,博纳影业过会：今年IPO过关第283家 华龙证券过2单,中国经济网
1210,2020-11-06,晓鸣农牧过会：今年IPO过关第288家 华西证券过5单,中国经济网
1211,2020-11-06,市场回暖带动券商业绩“水涨船高”,中国金融新闻网
1212,2020-11-05,【天风非银】券商3季报综述：经纪与投行提振业绩，信用业务风险释放充分，全年业绩高增长可期！,新锐视角看金融
1213,2020-11-05,瑞捷咨询过会：今年IPO过关第280家 一创投行过4单,中国经济网
1214,2020-11-05,华利股份过会：今年IPO过关第282家 兴业证券过9单,中国经济网
1215,2020-11-05,【异动股】券商信托板块高开，国金证券(600109-CN)涨3.71%,财华社
1216,2020-11-05,40家上市券商前三季营收3818亿元 支付职工现金956亿,中国经济网
1217,2020-11-05,中小券商自营业务收入占比稳步提升,中证网
1218,2020-11-04,通业科技过会：今年IPO过关第277家 招商证券过13单,中国经济网
1219,2020-11-04,双乐颜料过会：今年IPO过关第279家 东兴证券过10单,中国经济网
1220,2020-11-04,恒宇信通过会：今年IPO过关第278家 中航证券过首单,中国经济网
1221,2020-11-03,红塔证券前三季度净利9.2亿 支付给职工现金4.73亿元,中国经济网
1222,2020-11-03,3只股票被多家券商重仓,财富动力网
1223,2020-11-03,自营收益不菲，券商“炒股”哪家强,Wind
1224,2020-11-03,自营收益不菲 券商“炒股”哪家强,中证报
1225,2020-11-03,券商三季报喜中见忧 计提资产减值准备近70亿元 资产异常,时代在线
1226,2020-11-02,云南白药(000538)：业绩超出预期 主业增长稳健 投资增厚利润,新浪
1227,2020-11-02,冰火两重天：中金大涨、建投闪崩、国联跌停 券商股们发生了啥,新浪
1228,2020-11-02,蚂蚁集团 “大将”跌停惹市场热议，券商三季度业绩整体向好,资本邦
1229,2020-11-02,【光大金工|调整名单预测】凯莱英、紫光国微或纳入沪深300指数成分股,EBQuant
1230,2020-11-02,11月2日深市创业板活跃股公开信息,深交所
1231,2020-11-02,【国君非银】投融活跃助力券商Q3业绩超预期——2020年券商行业三季报业绩综述,欣琦看金融
1232,2020-11-02,商络电子过会：今年IPO过关第274家 华泰联合过10单,中国经济网
1233,2020-11-02,海天集团过会：今年IPO过关第271家 华西证券过4单,中国经济网
1234,2020-11-02,券商“炒股”实力榜出炉！重仓股名单也来了,券商中国
1235,2020-11-02,前三季度40家上市券商，大赚超1200亿元,Wind
1236,2020-11-02,前三季度40家上市券商大赚超1200亿元,证券日报
1237,2020-11-02,前三季度业绩大增 券商股能否扭转颓势,国际金融报
1238,2020-11-02,前三季度40家上市券商大赚超1200亿元 近九成营收净利同比双增长,证券日报
1239,2020-11-01,【华创非银】非银金融周观察：扩大外资投资范围，规范开门红销售,华创非银
1240,2020-11-01,申通实控人陈德军兄妹套现近33亿后：前三季利润降99% 减持股份,雷帝触网
1241,2020-10-31,【兴证金融】券商重仓比例企稳回升，中信证券加仓明显 ——基金2020Q3券商持仓分析,兴证金融
1242,2020-10-31,A股券商赚钱榜：中信证券月入14亿 天风证券增幅最大,新浪
1243,2020-10-31,39家A股券商2020前三季度净赚1156亿 超去年全年净利总额,新浪
1244,2020-10-31,A股39家上市券商赚钱榜来了！一哥大赚127亿,中国基金报
1245,2020-10-31,最新！39家上市券商赚钱榜来了：一哥狂赚127亿，却计提50亿减值准备！影响多大？,中国基金报
1246,2020-10-30,这家券商三季报净利增速超200%！39家上市券商净赚逾1100亿，中信证券仍最赚钱,Wind
1247,2020-10-30,25家券商业绩抢先看，近半净利增幅超50%,第一财经
1248,2020-10-30,雷科防务现1笔大宗交易 共成交611.15万元,新浪
1249,2020-10-30,一鸣食品过会：今年IPO过关第265家 中信证券过17单,中国经济网
1250,2020-10-30,服务双11海量开票需求 百望云搭建数字商业平台 |新范式,亿邦动力
1251,2020-10-30,首家万亿券商诞生！25家券商近半净利增幅超50%！,券商中国
1252,2020-10-30,证券期货业2020年三季报全透视：“硬核”业绩股价反跌 机会还是风险？,电鳗快报
1253,2020-10-30,25家券商业绩:近半净利增幅超50% 中信净赚126亿却计提减值50亿,券商中国
1254,2020-10-30,首家万亿券商诞生！25家券商业绩抢先看,券商中国
1255,2020-10-30,中信证券月赚超14亿元！“一哥”还是一哥 头部券商赚钱优势凸显,中证报
1256,2020-10-29,“券业一哥”中信证券前三季度狂赚127亿！这些券商也赚翻了！,上证报
1257,2020-10-29,月赚超14亿元！“一哥”还是一哥，券商股明天见,中证报
1258,2020-10-29,券商重仓超200只个股 谁是“新宠”？,金融界
1259,2020-10-29,业绩炸了 “牛市旗手”异动拉升！上车机会来了？,中投网
1260,2020-10-29,三季报密集发布 复苏概念成主打,广州日报
1261,2020-10-29,万辰生物过会：今年IPO过关第263家 民生证券过15.5单,中国经济网
1262,2020-10-29,云南开展绿色食品企业上市专场培训,云南经济日报
1263,2020-10-29,7家券商前三季度投资收益超10亿元，自营投资规模持续扩张,Wind
1264,2020-10-29,天公作美经纪投行自营全发力，券商迎来丰收季,Wind
1265,2020-10-29,券商第三季度“选股”清单：新进78只重仓股 24只当季涨幅超100%,证券日报
1266,2020-10-29,7家券商前三季度投资收益超10亿元 自营投资规模持续扩张,证券日报
1267,2020-10-29,果然“牛市旗手”！券商前三季度赚嗨了,中国基金报
1268,2020-10-29,又炸了！果然“牛市旗手”！,中国基金报
1269,2020-10-28,券商炒股水平如何？中信证券浮盈50亿 长城证券“捡”到大牛股,新浪
1270,2020-10-28,14家上市券商前三季战绩出炉：7家券商前三季度投资收益超10亿元,新浪
1271,2020-10-28,中信证券、中信建投现身！券商自营盘进驻这些股票,中证报
1272,2020-10-28,红塔证券：前三季度净利润同比增长74.5%,Wind
1273,2020-10-28,A股午盘综述：上证指数半日升0.16%，汽车、白酒板块大涨护盘,Wind
1274,2020-10-28,今日565公司公布三季报65家业绩增幅翻倍,证券时报网
1275,2020-10-28,10家券商三季报抢先看！继续爆发式增长，这两家净利已翻番,券商中国
1276,2020-10-28,股海导航 10月28日沪深股市公告提示,新浪
1277,2020-10-28,云南健之佳健康连锁店股份有限公司 首次公开发行股票推迟发行公告 IPO融资异常,证券时报
1278,2020-10-27,晚间公告热点追踪：三大妖股“集体”发公告 发生了什么？,新浪
1279,2020-10-27,10家A股上市券商三季报抢先看 经纪投行助推业绩高增,北京商报
1280,2020-10-27,左手密集“补血”超千亿，右手发布减持计划，券商股遭遇大跌后还有行情吗？ 拟减持股份,21世纪经济报道
1281,2020-10-27,红塔证券公布三季报 前三季净利增加74.5%,新浪
1282,2020-10-27,晚间重要公告2020年10月27日星期二,Wind
1283,2020-10-27,晚间公告｜10月27日这些公告有看头,第一财经
1284,2020-10-27,红塔证券：前三季度实现净利润9.24亿元 同比增长74.50%,中证网
1285,2020-10-27,红塔证券(601236.SH)：前三季净利升74.5%至9.24亿元,格隆汇
1286,2020-10-27,红塔证券：前三季度净利同比增74.50%,e公司
1287,2020-10-27,红塔证券、哈投股份股东减持进度缓慢 减持股份,资本邦
1288,2020-10-27,券商股咋了？股东们减持欲望没了，多家“宣而不减”,券商中国
1289,2020-10-27,券商股怎么了？股东们减持欲望都没了 减持股份,中国财富网
1290,2020-10-27,青海春天药用资源科技股份有限公司 关于股东权益变动的提示性公告,证券时报
1291,2020-10-27,今日公告导读,证券时报
1292,2020-10-27,一心堂药业集团股份有限公司 关于公司股东阮鸿献先生部分股票质押融资提前还款解除质押的公告,证券时报
1293,2020-10-26,红塔证券(601236.SH)：云南白药减持期过半累计减持770.49万股 减持股份,格隆汇
1294,2020-10-26,红塔证券：股东云南白药已累计减持770.49万股 占总股本0.21% 减持股份,中证网
1295,2020-10-26,红塔证券：云南白药累计减持0.21%股份，减持时间过半 减持股份,Wind
1296,2020-10-26,一心堂(002727.SZ)：股东阮鸿献提前解除质押1018万股,格隆汇
1297,2020-10-26,朗姿股份(002612.SZ):实控人申东日质押1840万股同时解质2105.98万股,智通财经
1298,2020-10-26,"牛年""最惨""开局！创业板暴跌16%，茅台狂跌近20%！网友：躲得初一躲不过十五！但斌：该贪婪了",中国基金报
1299,2020-10-26,建工修复过会：今年IPO过关第261家 中信建投过23单,中国经济网
1300,2020-10-26,恒泰证券回A进展缓慢,中国经营报
1301,2020-10-26,川网传媒过会：今年IPO过关第260家 华西证券过3单,中国经济网
1302,2020-10-26,崧盛股份过会：今年IPO过关第262家 长江保荐过8单,中国经济网
1303,2020-10-23,红塔证券：出发！新三板！,中国证券网
1304,2020-10-23,四方新材过会：今年IPO过关第254家 中原证券过4单,中国经济网
1305,2020-10-23,健麾信息过会：今年IPO过关第253家 国信证券过10单,中国经济网
