,2021-12-31,湖北省、武汉市民营百强企业榜单相继出炉 苏泊尔荣耀登榜,凤凰网
812,2021-01-08,得意与黯然 盘点2020年家电上市公司(下篇),中国家电网
813,2021-01-07,小家电没有线下春天了？,36氪
814,2021-01-06,13款蒸汽拖把对比：苏泊尔等涉嫌性能“虚标”,新浪
815,2021-01-05,新一波促消费政策来袭，有关汽车、家电……蕴藏这些投资机会丨行业风口,第一财经
816,2021-01-05,15款折叠电热水壶对比：半球性能表现差 奥克斯等不达标 产品问题,新浪
817,2021-01-04,苏泊尔数位高管宣告合计减持28万股，称减持为自身资金需求 减持股份,AI财经社
818,2021-01-04,苏泊尔：总经理等多人拟减持合计不超过28.28万股 拟减持股份,Wind
819,2021-01-04,苏泊尔(002032.SZ)：部分董事、高管拟合计减持不超28.2856万股 拟减持股份,格隆汇
820,2021-01-04,苏泊尔(002032.SZ)截止12月底已累计回购591万股,格隆汇
821,2021-01-04,家用电器2020W52周观点：1月空调排产大幅上升 企业进入备货旺季,新浪
822,2021-01-04,浙江抽查织物蒸汽机21%批次不合格 苏泊尔登榜 产品问题,中国经济网
823,2021-01-04,家用电器行业周报：火星人上市集成灶热度大增 家电终端均价持续提升,华安证券
824,2021-01-03,天风家电 |1月空调排产大幅上升，企业进入备货旺季——2020W52周观点,小蔡看家电
825,2021-01-02,中信建投八大研究团队解读2021年出口产业链机会,中信建投证券研究
826,2020-12-31,苏泊尔拟回购不超8185.9万元股份，用以实施股权激励计划,乐居财经
827,2020-12-31,苏泊尔连续8年上榜BrandZ最具价值中国品牌100强,凤凰网
828,2020-12-31,日丰股份(002953)中小盘首次覆盖报告：家电电缆隐形冠军 扩产与并购驱动成长,新浪
829,2020-12-30,家电行业2021年度策略-温柔的双击：行业红利延续 蓝筹估值提升,新浪
830,2020-12-30,九阳股份是否由产品驱动走向品牌驱动？,--
831,2020-12-30,苏泊尔(002032.SZ)董事Harry TOURET辞职,智通财经
832,2020-12-30,苏泊尔：董事Harry TOURE辞职,Wind
833,2020-12-29,是否涉利益输送？炊具龙头苏泊尔年报存疑 归母净利增速乏力 欺诈造假,投资时报
834,2020-12-29,安信证券：预计家电出口仍将受疫情影响保持快速增长,证券时报网
835,2020-12-28,苏泊尔“烫手”：涉9亿担保违规关联交易 8年涨9倍后洋货梦断？ 其他违规处罚,新浪
836,2020-12-28,两注会缺席苏泊尔年报审计现场 深交所要求说明是否存利益输送,GPLP犀牛财经
837,2020-12-27,天风家电 | 海尔智家私有化落定，海信视像混改落地——W51周观点,小蔡看家电
838,2020-12-26,12只个股被社保与QFII，连续持仓五个季度,Wind
839,2020-12-25,下周1186亿市值限售股解禁，环比增加128.62% 解禁,Wind
840,2020-12-24,聚焦年报披露瑕疵 苏泊尔收警示函后又遭深交所问询 金融监管处罚,和讯
841,2020-12-24,犀牛财经晚报：李嘉诚父子增持长实华熙生物董事兼董秘辞职,GPLP犀牛财经
842,2020-12-24,苏泊尔：109.36万限制性股票12月30日解禁 解禁,中证网
843,2020-12-24,苏泊尔(002032.SZ)：109.365万股限制性股票12月30日解禁 解禁,格隆汇
844,2020-12-23,中国电子家电企业国际化高峰论坛开幕 苏泊尔再获六项出口荣誉,凤凰网
845,2020-12-23,苏泊尔：是稳健“老锅”还是烫手“铁锅”？,36氪
846,2020-12-22,苏泊尔再获浙江省高新技术创新能力百强企业 继续创新前行,凤凰网
847,2020-12-21,家电行业红利持续性有望超出资本市场预期,中华商务网
848,2020-12-20,天风家电 | 11月空调内销平稳增长，外销继续提速——2020W50周观点,小蔡看家电
849,2020-12-18,家用电器行业2021年度投资策略：关注优质龙头和具有成长性的细分行业领跑者,新浪
850,2020-12-16,【研报掘金】家电行业红利持续性有望超出资本市场预期 机构看好这些股,证券时报网
851,2020-12-16,2021年家用电器策略报告：强者恒强延续 个股分化之始,新浪
852,2020-12-16,中颖电子(300327)：国产替代进行时 多点开花稳增长,新浪
853,2020-12-16,安信证券：地产向好拉动未来家电需求 建议重点关注厨电板块（附股）,证券时报网
854,2020-12-13,天风家电 | 双十二大家电产品均价提升，小家电热销产品迭代升 级——2020W49 周观点,小蔡看家电
855,2020-12-12,国美供应链强势赋能12.12真低价 苏泊尔电压力锅仅售299元,电商报
856,2020-12-09,小家电行业报告：成长期品类兵家必争 后疫情时代创新为王,新浪
857,2020-12-09,苏泊尔(002032)：内销继续调结构 出口高增长带动业绩成长,新浪
858,2020-12-09,四季度渠道恢复带来的业绩反弹，市场似乎还没有反应，这也是当前看多苏泊尔的逻辑之一。,格隆汇
859,2020-12-09,一张表看懂家电股资金流向W49：北向资金周报,新浪
860,2020-12-09,浙商早知道 | 12月10日,浙商证券研究所
861,2020-12-08,家用电器行业2021年投资策略报告：走出阴霾 景气上行 聚焦优质赛道龙头确定性,新浪
862,2020-12-08,2021年股市、经济、全产业投资策略来了！请收藏锦囊（续）,中信建投证券研究
863,2020-12-07,一张图看懂11月小家电淘数据：小家电龙头集中度持续提升,新浪
864,2020-12-07,中信建投2021年家电投资策略展望：走出阴霾，景气上行，聚焦优质赛道龙头确定性,中信建投证券研究
865,2020-12-06,天风家电 | 11月线上行业均价普遍上升，各品牌明星产品销量领跑——2020W48周观点,小蔡看家电
866,2020-12-04,家电行业2021年上半年投资策略：雨后春笋 节节上升,新浪
867,2020-12-04,和而泰(002402)：高端智能控制器龙头 毫米波射频优质标的,新浪
868,2020-12-03,福建省漳州市市场监管局抽检80批次电气产品 10批次不合格 产品问题,质量新闻网
869,2020-12-03,【华西电子孙远峰团队—和而泰首次覆盖】高端智能控制器龙头，毫米波射频优质标的,远峰电子
870,2020-12-03,上市公司正负面新闻2020年12月3日星期四,Wind
871,2020-12-02,晚间重要公告2020年12月2日星期三,Wind
872,2020-12-02,苏泊尔(002032.SZ)已回购520万股,智通财经
873,2020-12-02,苏泊尔(002032.SZ)截止11月底累计回购520万股,格隆汇
874,2020-12-02,2021年家电行业年度策略：强者恒强延续 个股分化之始,新浪
875,2020-12-01,2分钟读财报|苏泊尔股价大幅跑输行业 产品老化难抗激烈竞争？,新浪
876,2020-12-01,家用电器行业周报：变革可期 布局龙头,新浪
877,2020-11-30,苏泊尔不满审计机构 难掩自身年报漏洞 专家称存灰色模糊问题,消费日报网
878,2020-11-29,天风家电 | 黑五销额增长转至线上，10月彩电传统品牌市场集中度提升——2020W47周观点,小蔡看家电
879,2020-11-27,逆势增长，料理机市场迎来短暂春天,中国家电网
880,2020-11-26,苏泊尔子公司因违反价格法被罚9万余元 去年曾因虚假广告被重罚348万 三季度扣非净利润下滑近20%难撑40倍估值 其他违规处罚,和讯
881,2020-11-25,证监会监管会计师事务所，却意外揭开苏泊尔渠道困顿,家电圈
882,2020-11-24,苏泊尔年报审计违规，浙江证监局警示“不在场”会计师,第一财经
883,2020-11-24,国美99元家电狂欢 “家·生活”战略底气何来,砍柴网
884,2020-11-24,“家·生活”战略持续落地 国美生活家电好物任你挑,中国家电网
885,2020-11-23,中审众环失责被警示 暴露苏泊尔年报质量三大缺陷 其他违规处罚,新浪
886,2020-11-23,苏泊尔关联公司因违反物价管理规定遭行政处罚 关联方问题,企查查
887,2020-11-23,一张表看懂家电股资金流向W47：北向资金周报,新浪
888,2020-11-22,天风家电 | 10月外销势头强劲，海尔美的内外销领跑——2020W46周观点,小蔡看家电
889,2020-11-21,“拉尼娜”来袭，冷冬经济成焦点，关注相关板块投资机会（附股）丨行业风口,第一财经
890,2020-11-20,中审众环执业苏泊尔年报3宗违规 与其2注会齐收警示函 金融监管处罚,中国经济网
891,2020-11-20,小家电“八仙过海”：美的在家门口被围着打？,经济观察网
892,2020-11-20,开源晨会1120丨财政积极发力，追赶支出进度；分化的信用：关于违约及违约应对；苏泊尔、金牌厨柜、久远银海,开源证券研究所
893,2020-11-19,苏泊尔(002032)公司首次覆盖报告：SEB赋能打造厨房整体解决方案 深耕品牌年轻化,新浪
894,2020-11-18,苏泊尔业绩持续低迷前三季度营收、净利双下降 盈利能力下降,GPLP犀牛财经
895,2020-11-17,国泰君安：家电盈利逐季修复证真，微观结构较估值更具参考,第一财经
896,2020-11-16,“中国制造”系列四：策论家电：全球翘楚 需求待发,新浪
897,2020-11-16,【国君策略】策论家电：全球翘楚 需求待发——“中国制造”系列四,金融界
898,2020-11-16,家电行业每周观点：“双11”总结 景气向好 百花齐放 精细化运营大势所趋,光大证券
899,2020-11-15,开源研究丨一周重点研究报告汇总（11.15-11.21）,开源证券研究所
900,2020-11-13,下周1610亿市值限售股解禁，环比增加395.2% 解禁,Wind
901,2020-11-13,新品类不断涌现 小家电市场强势增长,产业经济新闻网
902,2020-11-13,中信建投医药&消费团队最新研究观点,中信建投证券研究
903,2020-11-12,“抄基金经理作业”也是技术活！低换手长跑持仓值得一看,上证报
904,2020-11-11,20Q3年家电行业资金仓位变动研究：三季度基金机构持仓继续维持阶段高位,新浪
905,2020-11-11,家电行业周报：大促利好内销 龙头有望受益,新浪
906,2020-11-10,苏泊尔(002032.SZ)：限制性股票11.94万股将于2020年11月16日上市流通,智通财经
907,2020-11-10,苏泊尔(002032.SZ)：11.94万股限制性股票11月16日解禁 解禁,格隆汇
908,2020-11-10,“双十一”前夕 美的 苏泊尔 九阳等家电大牌屡遭消费者投诉 诉讼纠纷,和讯
909,2020-11-10,监管出手，电商平台普跌！今年双十一没有“二选一”,Wind
910,2020-11-10,阿里与苏泊尔达成合作 助力苏泊尔全链路数字化转型,电商报
911,2020-11-09,天猫双11正酣 苏泊尔与阿里达成战略合作 将借阿里巴巴商业操作系统加速数字化转型,中金在线
912,2020-11-09,家用电器业周报：20Q3季度家电行业综述：家电行业景气度上行 龙头竞争优势扩大,新浪
913,2020-11-09,A股沸腾，半导体板块涨8%！聪明钱188亿杀入,e公司
914,2020-11-08,天风家电 |10月线上空调销售增速回落，厨电销售继续向好——2020W44周观点,小蔡看家电
915,2020-11-07,需求强劲叠加业绩靓丽 家电板块乘风而起,投资快报
916,2020-11-06,A股午盘综述：上证指数跌0.71%再失3300，汽车、白酒股获利盘喷涌而出,Wind
917,2020-11-04,家电股业绩向好趋势确立 机构建议关注白电龙头股,大众证券报
918,2020-11-04,家电龙头频创新高 机构：预计四季度各子板块景气回升加速,第一财经
919,2020-11-04,苏泊尔(002032)：经营持续改善 外销增长亮眼,新浪
920,2020-11-04,小家电市场强势增长 行业品牌竞争进入白热化状态,中国报告大厅
921,2020-11-04,家用电器业行业：家电行业景气度上行 龙头竞争优势扩大,新浪
922,2020-11-03,脱糖电饭锅还在吹，涉及苏泊尔、格力、奥克斯、九阳等！,中国消费者报
923,2020-11-03,小家电市场稳定增长 老牌国货苏泊尔却掉队,中国商报
924,2020-11-03,苏泊尔股价3个月回落近25%，出口增加为何拉不动股价？,第一财经
925,2020-11-03,苏泊尔(002032.SZ)：截至10月底累计耗资2.83亿元回购0.50%股份,格隆汇
926,2020-11-03,新品类不断涌现小家电市场强势增长,中国商报
927,2020-11-03,厨房小家电财报盘点：老牌企业干不过贴牌巨头和互联网新锐？,云掌财经
928,2020-11-02,【研报掘金】家电板块需求和景气度有望继续提升 机构推荐三条投资主线,证券时报网
929,2020-11-01,天风家电 | 三季报收官，大家电营收水平环比改善——W43周观点,小蔡看家电
930,2020-10-31,格力、美的“空调之王”恶战迈入第三场，扁平化改革能帮董明珠重回王位吗？,搜狐
931,2020-10-31,北上资金本周净出货83亿，大幅增仓这些高增长科技股,e公司
932,2020-10-29,【万联大消费|9月家用电器电商数据跟踪】淘系平台成交额同比+47%/环比+12%，厨电同比&环比量价齐升,陈雯消费深度研究
933,2020-10-29,喵客云强势落地郑州，助力传统企业私域数字化转型,投资家
934,2020-10-28,九阳股份业绩报喜股价跌停，资金对小家电不爱了？,第一财经
935,2020-10-28,苏泊尔(002032)2020年三季报点评：龙头经营韧性依旧 海外亮眼全年可期,新浪
936,2020-10-28,2020中国房企信赖家居十大品牌票选第五日: 厨电榜苏泊尔榜首 西门子方太海尔万和下滑,乐居财经
937,2020-10-28,小家电行业火热 2020小家电行业投资前景预测,中研网
938,2020-10-28,苏泊尔(002032)：Q3业绩略低预期 外销表现良好,广发证券
939,2020-10-28,苏泊尔(002032)2020年三季报点评：线上持续发力 Q3维持正增长,西南证券
940,2020-10-28,小家电三季报：苏泊尔疫情受挫 九阳稳中有升,新浪
941,2020-10-27,天风家电 | 苏泊尔：海外复苏外贸订单增势强，准则变动影响毛利率水平,小蔡看家电
942,2020-10-27,【华创家电】苏泊尔：龙头经营韧性依旧，海外亮眼全年可期,一超家电研究
943,2020-10-27,“神豆浆”也崩了！九阳股份封死跌停 小家电板块有点慌,时代财经
944,2020-10-27,苏泊尔“奇葩”广告被罚348万元 产品频遭投诉还值得买吗？ 诉讼纠纷,GPLP犀牛财经
