,2021-12-31,化工行业2021年11月数据：国内化工行业运行指标跟踪,新浪
1008,2021-01-24,华鲁恒升(600426)：关注荆州基地布局推进和碳酯改造项目,新浪
1009,2021-01-24,年初至今化工涨幅第一，氨基酸大幅上涨,中信建投证券研究
1010,2021-01-22,生意社：1月22日华鲁恒升辛醇暂不报价,生意社
1011,2021-01-21,华鲁恒升(600426)：尿素价格持续上涨 有助提升公司业绩,新浪
1012,2021-01-20,生意社：1月20日华鲁恒升DMF最新动态,生意社
1013,2021-01-20,生意社：1月20日山东华鲁恒升液氨价格持稳,生意社
1014,2021-01-20,生意社热点商品发现（2021年1月20日）,生意社
1015,2021-01-20,早评：沪指微跌0.06% 白酒板块继续回调,网易
1016,2021-01-19,化工行业：春季行情展望系列报告之三：农产品涨价 看好旺季化肥景气,新浪
1017,2021-01-19,华鲁控股集团：子公司拟投资建设重大项目进展,Wind
1018,2021-01-19,生意社：1月19日山东华鲁恒升三聚氰胺价格动态,生意社
1019,2021-01-19,化工板块再度走强 润禾材料正丹科技等涨停,证券时报网
1020,2021-01-19,化工板块持续爆发 关注四大投资主线,证券时报网
1021,2021-01-19,中信证券：化工行情持续爆发，关注四大投资主线,Wind
1022,2021-01-19,化工｜化工行情持续爆发，关注四大投资主线,中信证券研究
1023,2021-01-19,化工行业周报：化工景气仍在持续复苏 重点关注化纤投资机会,新浪
1024,2021-01-18,基础化工行业周报：华鲁多产品涨价 龙蟒钛白粉超预期扩产,新浪
1025,2021-01-18,石油天然气／基础化工行业周报(第二周),新浪
1026,2021-01-18,化工行业周报：粘胶涨价有望超预期 继续看好顺周期龙头,新浪
1027,2021-01-18,化工行业周报：尿素、DMF、醋酸价格走高 菊酯等推动农药价格指数继续修复 粘胶短纤延续涨势,新浪
1028,2021-01-18,生意社：1月18日华鲁恒升辛醇报价暂稳,生意社
1029,2021-01-18,化工行业周报：化纤继续去库存 价差进一步扩大,新浪
1030,2021-01-18,基础化工行业周报：氨基酸、维生素价格上涨,光大证券
1031,2021-01-18,化工行业：粘胶淡季持续提价 DMF、环氧树脂启动涨价,新浪
1032,2021-01-17,【太平洋化工】华鲁恒升：本地高端化，异地谋新篇，荆州基地启动投资建设,强大化工
1033,2021-01-17,华鲁恒升(600426)：荆州基地布局持续推进 卡位“十四五”成长关键期,新浪
1034,2021-01-16,荆州基地建设再进一程 华鲁恒升子公司拟115亿元投建两大项目,证券日报网
1035,2021-01-15,0116日报/华鲁恒升入选2020年合成氨行业能效“领跑者”【东北基础化工】,东北基础化工
1036,2021-01-15,化工行业周报【20210118】,点化成金
1037,2021-01-15,华鲁恒升(600426)重大事件快评：荆州基地进展顺利 油价上行迎来业绩改善,新浪
1038,2021-01-15,化工行业：农产品价格上涨 化肥与农药机会何在？,新浪
1039,2021-01-15,华鲁恒升(600426)公告点评：第二基地启动投资 预计2023年建成,新浪
1040,2021-01-15,煤化工企业山东华鲁恒升“走出去”：拟在湖北荆州投资上百亿,澎湃新闻
1041,2021-01-15,生意社：1月15日山东华鲁恒升液氨价格调涨,生意社
1042,2021-01-15,华鲁恒升(600426)公司信息更新报告：湖北荆州拟建煤化工新产能 未来成长可期,新浪
1043,2021-01-15,【招商基础化工】华鲁恒升：发布荆州基地项目投资计划，拓展未来发展空间,招商基础化工
1044,2021-01-14,【浙商化工陈煜∣华鲁恒升】第二基地启动投资，预计2023年建成,醇萃化工研究
1045,2021-01-14,【方正化工】华鲁恒升事件点评：加快建设荆州基地布局,靠谱化工股
1046,2021-01-14,晚间重要公告2021年1月14日星期四,Wind
1047,2021-01-14,华鲁恒升(600426.SH)子公司投建园区气体动力平台及合成气综合利用项目,智通财经
1048,2021-01-14,化工行业周观点：油价再破前高 化工品持续复苏,中国能源网china5e
1049,2021-01-13,化工行业周报：顺周期浪潮下 关注二线龙头估值切换投资机遇,新浪
1050,2021-01-13,生意社：1月13日华鲁恒升DMF最新动态,生意社
1051,2021-01-13,A股异动|华鲁恒升(600426.SH)涨约4%子公司拟投资建设园区气体动力平台项目、合成气综合利用项目,格隆汇
1052,2021-01-12,周期股的阿尔法与贝塔：全球供需两振 中国制造优势,新浪
1053,2021-01-12,化工新材料行业周报：钛白粉价格金三银四预计会有更大涨幅,新浪
1054,2021-01-12,石油化工＆基础化工行业2021年策略报告：后疫情时代下四大投资主线 龙头白马、周期成长、周期反转与成长突破,光大证券
1055,2021-01-12,化工行业周报：聚醚产业链价格走高 化纤、煤化工产品涨价 钛白粉挂牌价上调,新浪
1056,2021-01-11,石油化工／基础化工行业周报(第一周),新浪
1057,2021-01-11,生意社：1月11日山东华鲁恒升液氨价格下跌,生意社
1058,2021-01-11,化工行业周报：原油价格持续反弹 加大顺周期行业龙头配置力度,新浪
1059,2021-01-11,化工行业：原油价格大涨 看好顺周期板块及核心资产,新浪
1060,2021-01-11,本39家公司合计57.15亿股限售股解禁，解禁市值614.55亿元 解禁,Wind
1061,2021-01-11,今周解禁市值437.85亿元,财富动力网
1062,2021-01-11,本周解禁市值超430亿 解禁股整体跑输大盘 解禁,证券时报
1063,2021-01-10,化工行业周度观点21W2：钛白粉再迎新一轮涨价 行业景气有望持续,新浪
1064,2021-01-10,光刻机有大消息？47万手封死涨停 这家公司紧急公告,网易
1065,2021-01-10,光刻机有大消息？47万手封死涨停板，这家公司紧急公告来了！下周解禁市值超400亿，多只热门概念股在列（附股） 解禁,证券时报网
1066,2021-01-07,【研报掘金】油价处于持续回升周期中 积极布局油价回升及需求复苏受益板块,证券时报网
1067,2021-01-07,生意社：1月7日华鲁恒升辛醇报价下跌,生意社
1068,2021-01-06,华鲁恒升(600426.SH)：9名董事及高管拟减持合计不超86.371万股 拟减持股份,格隆汇
1069,2021-01-06,华鲁恒升：董事高管计划合计减持不超过0.0487%股份 拟减持股份,Wind
1070,2021-01-06,油气开采板块走强，油价进入持续回升周期，布局三条主线,第一财经
1071,2021-01-06,生意社：1月6日华鲁恒升DMF最新动态,生意社
1072,2021-01-06,晨报0106 | 集运&卤制品行业专题、奇安信（688561）、创业慧康（300451）、龙蟒佰利（002601）,国泰君安证券研究
1073,2021-01-05,安信研究|晨会在线20210105,安信证券研究
1074,2021-01-05,【化工-张汪强】需求复苏和补库共振，化工行业景气可期,安信证券研究
1075,2021-01-04,华鲁恒升(600426.SH)：210.994万股限制性股票1月11日解禁 解禁,格隆汇
1076,2021-01-04,招商基础化工行业周报2021年1月第3周：VC、三氯乙烯本周涨幅居前，液氯、丁二烯跌幅较大,招商基础化工
1077,2021-01-04,华鲁恒升：210.994万股限售股将于1月11日上市流通 解禁,Wind
1078,2021-01-04,基础化工／石油化工行业周报(第五十三周),新浪
1079,2021-01-04,川财证券：12月金股组合亏损0.8% 1月荐股名单出炉 亏损,新浪
1080,2021-01-04,开源证券：12月金股组合亏损2.16% 1月荐股名单出炉 亏损,新浪
1081,2021-01-04,生意社：1月4日华鲁恒升辛醇报价暂稳,生意社
1082,2021-01-04,化工行业周报：粘胶淡季不淡 看好化工核心资产及顺周期龙头,新浪
1083,2021-01-04,化工行业研究周报：VA价格跳涨 氟化工制冷剂价格持续走高,新浪
1084,2021-01-04,招商基础化工行业周报2021年1月第2周：液化气、VA本周涨幅居前，电石、丁二烯跌幅较大,招商基础化工
1085,2021-01-01,月度金股系列报告：川财1月金股组合,新浪
1086,2020-12-31,开源证券2021年1月金股出炉 恒力石化、华鲁恒升等上榜,证券日报网
1087,2020-12-31,投资策略专题：开源金股 1月推荐,新浪
1088,2020-12-31,中信建投大周期团队最新研究观点,中信建投证券研究
1089,2020-12-30,生意社：12月30日华鲁恒升辛醇报价暂稳,生意社
1090,2020-12-29,化工行业周报：聚氨酯产业链价格普涨 菊酯中间体等推动农药价格指数修复 粘胶短纤涨价,新浪
1091,2020-12-29,化工行业报告：出口复苏 晴风初破冻,新浪
1092,2020-12-29,中信建投：化工短期进入淡季，布局明年回调正是买入时,Wind
1093,2020-12-28,化工行业动态：化工短期进入淡季 布局明年回调正是买入时,新浪
1094,2020-12-28,本周观点：与个股集萃,华安证券
1095,2020-12-28,煤炭化工行业周报：宜重视顺周期 继续强推涤纶复苏机遇,新浪
1096,2020-12-28,石油天然气／基础化工行业周报(第五十二周),新浪
1097,2020-12-28,化工周报：农化进入补库存阶段 部分周期品淡季回落 推荐价值及成长龙头,新浪
1098,2020-12-28,中泰周期·大宗指南第29期：周期品周度运行变化,新浪
1099,2020-12-28,化工行业周报：制冷剂、粘胶继续上涨 建议加大顺周期资产配置力度,新浪
1100,2020-12-28,生意社：12月28日山东华鲁恒升液氨价格下调,生意社
1101,2020-12-27,基础化工行业：行业供需平稳 MDI、钛白粉高位运行,国金证券股份有限公司
1102,2020-12-25,化工行业周报：菊酯等涨价促农药价格指数反弹 PO-聚醚产业链价格继续走高 有机硅、尿素延续涨势,新浪
1103,2020-12-24,华鲁恒升：约210.99万股限售股2021年1月11日上市流通 解禁,Wind
1104,2020-12-24,华鲁恒升(600426.SH)：210.994万股限制性股票解除限售条件成就,格隆汇
1105,2020-12-24,中信建投大周期团队最新研究观点,中信建投证券研究
1106,2020-12-23,【研报掘金】需求复苏驱动价格盈利向好 看好化工顺周期龙头及优质成长股,证券时报网
1107,2020-12-23,化工行业读财报系列之一：从化工龙头资本开支探寻成长性,新浪
1108,2020-12-23,化工行业周报：制冷剂丁辛醇价格上涨 本轮化工景气或持续超预期,新浪
1109,2020-12-22,基础化工行业周报：国际油价持续走高 辛醇、正丁醇涨幅明显,光大证券
1110,2020-12-22,化工行业2021年度投资策略报告：疫情后时代 掘金“双循环”,新浪
1111,2020-12-22,生意社：12月22日华鲁恒升辛醇报价暂稳,生意社
1112,2020-12-22,中泰证券：双循环是未来中国经济也是中国化工的重要发展方向（附股）,证券时报网
1113,2020-12-21,化工行业：制冷剂、丁辛醇上涨明显 细分龙头业绩可期,新浪
1114,2020-12-21,化工行业动态：原油、煤炭、天然气三大能源齐飙涨 夯实行业景气持续的判断,新浪
1115,2020-12-21,生意社：12月21日山东华鲁恒升液氨价格持稳,生意社
1116,2020-12-21,煤炭化工行业周报：继续强推涤纶复苏机遇 煤炭股估值有望持续向上,新浪
1117,2020-12-20,中泰化工周度观点20W51：布油站上50美元/桶 看好2021年全球经济复苏,新浪
1118,2020-12-20,石油化工新材料行业北上资金周报,新浪
1119,2020-12-19,【国金化工-研究周报】煤化工整体强势运行，VE、草甘膦价格有望上行（2020-12-19）,点石化金
1120,2020-12-19,【方正化工】化工周报：聚合MDI价格小幅反弹，玲珑董事长荣膺中国经济优秀人物,靠谱化工股
1121,2020-12-18,【方正化工】化工周报：涤纶长丝、PTA持续涨价，玲珑轮胎董事长获安永企业家奖,靠谱化工股
1122,2020-12-15,【太平洋化工】华鲁恒升：产品价格上涨助力业绩修复，荆州基地打开中长期成长空间,强大化工
1123,2020-12-15,化工行业：涤纶长丝价差处底部 何去从？,新浪
1124,2020-12-14,化工行业周报：醋酸、PVC价格持续上涨 继续推荐顺周期龙头标的,新浪
1125,2020-12-14,生意社：12月14日山东华鲁恒升液氨价格下调,生意社
1126,2020-12-14,煤炭化工行业周报：强推涤纶景气度回升机遇 煤价待政策压制,新浪
1127,2020-12-13,基础化工行业周报：油价小幅上行 钛白粉、有机硅等高位运行,国金证券股份有限公司
1128,2020-12-11,港股收评：恒指涨0.36%石油股大幅反弹光伏板块持续活跃,格隆汇
1129,2020-12-11,生意社：12月11日山东华鲁恒升液氨价格持稳,生意社
1130,2020-12-11,华鲁恒升(600426)事件点评：荆州基地项目审核通过 产品景气度持续提升,新浪
1131,2020-12-11,生意社：12月11日华鲁恒升DMF最新动态,生意社
1132,2020-12-11,29股获券商买入评级 中国神华目标涨幅达56.58%,Wind
1133,2020-12-11,晨会1211｜外资加配香港本地股,中信证券研究
1134,2020-12-09,华鲁恒升(600426)：第二基地打开成长空间 后浪更比前浪高,新浪
