,2021-12-31,电子行业研报：车规半导体空间足，国产替代提速【华西电子团队】,每经网
1149,2021-03-26,盘前情报丨疫苗分发提升中硼硅玻璃管需求，全款仍需等半年！这些公司成香饽饽（附股）,21世纪经济报道
1150,2021-03-26,工信部频频化解汽车“芯”事，国产汽车电子巨头迎发展良机,Wind
1151,2021-03-25,工信部提出要加紧汽车芯片长远战略布局，哪些国产化厂商受益？丨牛熊眼,第一财经
1152,2021-03-25,机构关注度开始偏向低估值、周期股,证券导报
1153,2021-03-25,医药、科技板块仍是机构调研重点，碳中和概念受关注,Wind
1154,2021-03-25,基金密集调研 医药、科技是重点,证券时报网
1155,2021-03-24,兆易创新：并不是说公司所有MCU产品单颗售价都是5美元,每日经济新闻
1156,2021-03-24,兆易创新：公司代销长鑫存储DRAM产品的销售金额计入公司营业收入,每日经济新闻
1157,2021-03-24,兆易创新：公司超声波指纹产品为自主研发,每日经济新闻
1158,2021-03-24,兆易创新：目前规划中公司纯自研的DRAM产品是17NM工艺制程,每日经济新闻
1159,2021-03-24,国产MCU厂商宣布Q2涨价,国际电子商情
1160,2021-03-23,电子行业周报：光刻胶供应紧张 看好光刻胶与被动元件龙头,新浪
1161,2021-03-23,【龙虎榜分析】2021年第一只10倍股诞生！,中金在线
1162,2021-03-23,年报季公募调研大揭秘：3月至今近2000次 医药、科技、碳中和成热门,北京商报
1163,2021-03-22,睿远、高瓴、高毅、星石、淡水泉等知名机构加速调研，半导体、集成灶公司关注度明显提升,红周刊
1164,2021-03-22,存储产品开启上涨周期 淡季不淡上市公司大举扩产,e公司
1165,2021-03-22,近一周机构调研榜出炉！百亿级私募调研了这几家公司！,云掌财经
1166,2021-03-22,超三百家调研动作！高瓴、高毅、红杉新轨迹,格隆汇
1167,2021-03-22,“碳中和”还能追吗？16家百亿私募调研13公司,Wind
1168,2021-03-22,“碳中和”概念揽下一半牛股，还能追吗？16家百亿私募共调研了13家公司,21世纪经济报道
1169,2021-03-22,社保基金也出动！聚焦“碳中和” 机构密集调研！影响几何？机构这样看,证券时报网
1170,2021-03-22,兆易创新毛利率下降后产品涨价 并购的思立微业绩不达标商誉减值 盈利能力下降,GPLP犀牛财经
1171,2021-03-22,碳中和概念持续火爆，机构密集调研相关公司,Wind
1172,2021-03-21,【东吴电子王平阳团队】半导体周报：存储器市场供不应求，本土产业链蓄势待发,东吴电子研究
1173,2021-03-21,“碳中和”引领潮流，16家百亿私募共调研了13家公司，高毅资产、千合资本、淡水泉亮相,Wind
1174,2021-03-21,“碳中和”引领潮流，16家百亿私募调研13家公司！王亚伟看上了这家公司！,21世纪经济报道
1175,2021-03-20,【银河周知】强化国家战略科技力量，把握新一轮科技股布局良机,中国银河证券研究
1176,2021-03-19,兆易创新：思立微现有产品为指纹产品、触控产品,每日经济新闻
1177,2021-03-19,兆易创新发布报告：2020年MCU出货量近2亿颗，揭MCU需求大增原因,Ofweek
1178,2021-03-19,2021中国IC设计成就奖揭晓，兆易创新又获三项桂冠,国际电子商情
1179,2021-03-18,兆易创新：2021年Q1相对于2020年Q1是一个非常好的开头,每日经济新闻
1180,2021-03-18,兆易创新：上半年就会推出公司自有品牌的Dram产品,Wind
1181,2021-03-18,兆易创新：公司对2021年一季度的业绩增长有信心,Wind
1182,2021-03-18,兆易创新：DRAM业务目前按计划进行中，2021年上半年会推出自有品牌的Dram产品,每日经济新闻
1183,2021-03-18,兆易创新2020年MCU卖了2亿颗，市场需求为何如此旺盛,中电网
1184,2021-03-18,兆易创新与260家机构电话会议谈了什么？让股价大涨8.59%,云掌财经
1185,2021-03-18,兆易创新：今年公司的晶圆产能增量预估在30%以上,e公司
1186,2021-03-17,芯片传来大消息，大资金杀入，看低估值高增长股名单,Wind
1187,2021-03-17,纳思达(002180)：各项业务逐步恢复 一季度业绩超预期,新浪
1188,2021-03-17,易方达80亿新基金要来，重仓这类股,Wind
1189,2021-03-17,A股收盘综述：上证指数微跌0.03%，保险、银行、碳中和板块调整,Wind
1190,2021-03-17,芯片制造关键设备再突破，概念股发力走高，苏州固碍等涨停,证券时报网
1191,2021-03-17,电子行业周报：被动元件大厂继续涨价 看好被动元件与存储龙头,新浪
1192,2021-03-17,创业板突然上涨3%，发生了什么？乐视连拉15涨停,Wind
1193,2021-03-17,德仪中国区总裁加盟，能否拯救汇顶科技？,观察者网
1194,2021-03-17,抱团瓦解市值一年蒸发1300亿，美巨头高管加盟能否拯救汇顶科技？ 连续下跌,观察者网
1195,2021-03-17,兆易创新解读MCU、Flash、DRAM行情走势,国际电子商情
1196,2021-03-17,芯片股快速拉升，韦尔股份、紫光国微、兆易创新涨势进一步扩大,Wind
1197,2021-03-17,芯片股集体回暖，兆易创新、韦尔股份均涨超5%,Wind
1198,2021-03-17,半导体板块复苏，兆易创新、新洁能、韦尔股份、卓胜微、北方华创涨幅居前,Wind
1199,2021-03-16,IOT行业深度追踪系列第14期(2021年2月)：2月天猫平台安卓品牌TWS销量强劲 看好安卓端全年景气持续,新浪
1200,2021-03-15,各种“茅”集体重挫！外资仍在扫货，资金流向低估值赛道？,Wind
1201,2021-03-15,突发闪崩！730亿芯片龙头盘中跌停，市值一日蒸发75亿，12万股东炸锅，网友：“跌停板全卖了，60万亏了17万” 连续下跌,每日经济新闻
1202,2021-03-15,A股收盘综述：上证指数跌0.96%守住3400关口，创业板指再挫逾4%,Wind
1203,2021-03-15,半导体板块走势疲弱，士兰微跌停，兆易创新等大跌 连续下跌,证券时报网
1204,2021-03-15,电子行业专题研究：关注1Q21高景气及VRAR投资机遇,新浪
1205,2021-03-15,芯片股集体下杀，立昂微跌超7%,Wind
1206,2021-03-15,川财证券--制造行业事件点评：存储芯片DRAM提价，半导体芯片供需缺口扩散【行业研究】,金融界股吧
1207,2021-03-13,高端制造行业事件点评：存储芯片DRAM提价 半导体芯片供需缺口扩散,新浪
1208,2021-03-12,股东拟减持不超3%股份，两只大基金概念股大跌 拟减持股份,第一财经
1209,2021-03-12,兆易创新：电子烟会用到NOR flash、MCU,每日经济新闻
1210,2021-03-12,华安证券--电子行业：中美半导体产业技术和贸易限制工作组点评【行业研究】,金融界股吧
1211,2021-03-11,【半导体动态分析】芯片市场传出重磅消息，这些股看涨空间40%,新浪
1212,2021-03-11,汽车电子｜汽车芯片缺货缘由及关注重点,中信证券研究
1213,2021-03-10,北京君正：“蛇吞象式”并购后遗症初现 矽成半导体业绩变脸？ 盈利能力下降,新浪
1214,2021-03-10,金宏气体：公司与中颖电子、兆易创新、比亚迪、士兰微、闻泰科技、华虹半导体等企业暂无业务往来,每日经济新闻
1215,2021-03-10,长城证券--电子元器件行业周报：3月上旬面板价格延续强势，2月DRAM存储价格大幅上涨【行业研究】,金融界股吧
1216,2021-03-10,半导体行业点评报告：信越硅片提价 全球半导体景气度持续攀升,新浪
1217,2021-03-09,ESMC独家：第一季度MCU采购行情调查报告！,国际电子商情
1218,2021-03-09,电子元器件行业动态跟踪：光刻机助力中芯国际产业链产能快速扩张,新浪
1219,2021-03-08,兆易创新(603986.SH)斥8300万元认购兴业银行理财产品,智通财经
1220,2021-03-08,中国“最强风投”出手！这只A股立马涨停,Wind
1221,2021-03-08,西南证券--策略专题报告：后抱团时期的投资机会【投资策略】,金融界股吧
1222,2021-03-06,矽成半导体业绩变脸？北京君正“蛇吞象式”并购后遗症初现 盈利能力下降,证券市场周刊
1223,2021-03-05,国产DRAM又传利好！该龙头12寸晶圆达预期产能未来有望再增50%,科创板日报
1224,2021-03-05,光大证券--电子行业半导体2月跟踪报告：中芯国际许可证或已落地，功率半导体景气度不减【行业研究】,金融界股吧
1225,2021-03-04,3月4日晚间重要行业研究汇总(附股),中金在线
1226,2021-03-04,举牌出牛股，平均涨超15%：这些获“内部人”买买买,Wind
1227,2021-03-04,兆易创新：公司新增产能在今年上半年会陆续出来,每日经济新闻
1228,2021-03-04,电子行业周报：多家被动元件大厂涨价 看好被动元件与存储龙头,新浪
1229,2021-03-03,清仓华天科技后，大基金年内累计套现逾40亿,第一财经
1230,2021-03-03,3月3日晚间重要行业研究汇总(附股),中金在线
1231,2021-03-03,兆易创新：变更持续督导保荐代表人,Wind
1232,2021-03-03,中芯国际概念板块震荡下滑，北京君正、兆易创新、北方华创领跌,Wind
1233,2021-03-03,【行情】半导体芯片概念股大幅走低，斯达半导跳水跌超8%，北方华创、中颖电子、乾照光电、兆易创新等全线走低,金十数据
1234,2021-03-03,大基金作价7亿清仓华天科技子公司半导体行业景气度依旧,资本邦
1235,2021-03-03,大基金又套现超7亿，今年密集减持，机构作出解读,Wind
1236,2021-03-03,周三证券|高景气不减 半导体再受关注,金融投资报
1237,2021-03-02,半导体龙头股再遭减持！作价逾7亿元，国家大基金清仓华天西安 减持股份,第一财经
1238,2021-03-02,30股主力资金净流入超亿元,证券时报网
1239,2021-03-02,深科技：业绩超预期,半导体风向标
1240,2021-03-02,半导体行业深度跟踪报告：多维数据框架详解半导体产业链景气趋势,新浪
1241,2021-03-02,电子行业《周观点》系列：折叠屏有望成趋势 半导体二次涨价延续行业高景气,新浪
1242,2021-03-02,中信建投TMT团队最新研究观点,中信建投证券研究
1243,2021-03-01,道达投资手记：总算反弹了 行情或进入震荡期,每日经济新闻
1244,2021-03-01,我国集成电路产业规模不断增长，半导体企业有望迎黄金发展期丨牛熊眼,第一财经
1245,2021-03-01,合肥长鑫谋求百亿级融资存储芯片国产化扎实推进这些公司已进入供应链,科创板日报
1246,2021-03-01,东吴证券--电子行业周报：MCU供不应求，本土产业链有望充分受益【行业研究】,金融界股吧
1247,2021-03-01,华安证券--电子行业周报：价格继续上行，持续推荐面板和功率半导体板块【行业研究】,金融界股吧
1248,2021-03-01,东莞证券--物联网行业系列报告二：退网与技术迭代同步，蜂窝通信模组竞争正式开启【行业研究】,金融界股吧
1249,2021-02-28,【中信建投电子|刘双锋&雷鸣团队】周报：MCU及存储器市场或再度迎来涨价潮，折叠屏、Mini-LED等新技术将激活存量市场,中信建投电子研究
1250,2021-02-26,兆易创新：自有品牌DRAM在按照原计划进行，预期2021年上半年会有产品推出,每日经济新闻
1251,2021-02-26,DRAM存储芯片或将迎来涨价,中国电子报
1252,2021-02-25,富瀚微(300613)公司深度研究：AI赋能智慧视频监控 新兴应用打开成长空间,新浪
1253,2021-02-25,并购优塾--电子行业兆易创新VS中颖电子VS瑞萨VS意法VS恩智浦：MCU产业链梳理【行业研究】,金融界股吧
1254,2021-02-25,摩根士丹利下调兆易创新目标价至240元 系华力微电子产能下降影响 机构下调估值,TechWeb
1255,2021-02-25,A股早报2021年2月25日星期四,Wind
1256,2021-02-25,每日理财观察：香港拟上调印花税30%，机构解读市场影响,Wind
1257,2021-02-25,IOT深度追踪系列第13期(2021年1月)：1月安卓端TWS线上销量同比+11% 三星手机取消有线耳机标配,新浪
1258,2021-02-24,电子行业周报：DRAM持续涨价 看好被动元件与存储龙头,新浪
1259,2021-02-24,2月24日晚间重要行业研究汇总(附股),中金在线
1260,2021-02-24,A股主力资金流向（2月24日）：材料行业两日净流出超300亿,Wind
1261,2021-02-24,A股收盘综述：上证指数跌1.99%、抱团明星股再扑街，创业板指五日累挫12%,Wind
1262,2021-02-24,解盘：抱团股持续调整，半导体、光刻胶、操作系统领涨,Wind
1263,2021-02-24,A股午盘综述：上证指数下滑1.55%再失3600，抱团明星股再现集体杀跌场景,Wind
1264,2021-02-24,电子行业点评报告：半导体重点项目齐发 高技术水平自立自强,新浪
1265,2021-02-24,国产软件板块全线复苏，中国长城快速涨停,Wind
1266,2021-02-24,芯片板块连续拉升，航锦科技、中国长城涨停,Wind
1267,2021-02-24,【行情】半导体板块走高，兆易创新大涨6%，中颖电子、富瀚微、扬杰科技、捷捷微电等纷纷拉升,金十数据
1268,2021-02-24,华西证券--电子（半导体）行业：半导体重点项目齐发，高技术水平自立自强【行业研究】,金融界股吧
1269,2021-02-23,兆易创新现1笔大宗交易 共成交494.64万元,新浪
1270,2021-02-23,兆易创新今日大宗交易成交2.70万股，成交价183.2元溢价0.0%,Wind
