,2021-12-31,通易航天股东减持148.1万股 权益变动后持股比例为4.14% 减持股份,同壁财经
3214,2021-03-05,晨会聚焦210305重点关注证券行业、汽车行业、纺织服装双周报、宇通客车,国信研究
3215,2021-03-05,中概股3分钟 | 热门股全线下挫，百度跌超6%，B站大跌近9%，达达跌超7% 连续下跌,36氪
3216,2021-03-05,A股融资融券日报：两融余额减少79.03亿元（3月4日）,Wind
3217,2021-03-05,中信证券：港股节后大幅调整 南向节后净买入仅52亿港元,新浪
3218,2021-03-05,30家A股券商2020业绩抢先看：中信月赚12亿 却有机构亏钱 亏损,新浪
3219,2021-03-04,稳健医疗跌6.8% 上月中信证券喊目标价235元,中国经济网
3220,2021-03-04,赣锋锂业跌9.72% 长江证券中信证券中金公司高点唱多,中国经济网
3221,2021-03-04,亿纬锂能跌近12% 1月西部证券招商证券中信证券唱多,中国经济网
3222,2021-03-04,珈伟新能(300317.SZ)：灏轩投资已被动减持419.64万股 减持股份,格隆汇
3223,2021-03-04,Citigroup Inc.增持中信证券股份约278.57万股,每日经济新闻
3224,2021-03-04,兴银合富终止运行！兴银基金6只产品年内下跌 迷你化问题凸显 | 基金,新浪
3225,2021-03-04,中信证券保荐1个月终止8单质量被点名中介募投190亿?,中国经济网
3226,2021-03-04,钢铁ETF大涨：碳中和+供给侧改革+低估值,Wind
3227,2021-03-04,券商大幅计提凸显重资本业务风险,证券市场周刊
3228,2021-03-04,哪吒汽车与中信集团签订合作协议，获得后者授信50亿元,资本邦
3229,2021-03-04,中信证券：康希诺-U(688185.SH)新冠疫苗销售额有望超预期，首予“买入”评级,智通财经
3230,2021-03-04,A股融资融券日报：两融余额增加31.85亿元（3月3日）,Wind
3231,2021-03-04,证券：成交活跃度下降 IPO继续放缓,财富动力网
3232,2021-03-04,IPO中介机构迎“开门红”，加速向头部机构集中,Wind
3233,2021-03-04,券商千亿+再融资洞察： 半数券商补血后净资产收益率低于6% 中原证券募资36亿收益低于1%,21世纪经济报道
3234,2021-03-03,哪吒汽车与中信集团协同委员会上海区域分会 签署全面战略合作协议并获50亿元授信额度,DoNews
3235,2021-03-03,券商千亿+再融资洞察：半数券商补血后净资产收益率低于6%，中原证券赚钱能力最差，还有500亿融资在路上,21世纪经济报道
3236,2021-03-03,公募基金销售降温私募却火了！头部私募大卖50亿,Wind
3237,2021-03-03,哪吒汽车获中信银行50亿元授信额度,Wind
3238,2021-03-03,3月3日晚间重要行业研究汇总(附股),中金在线
3239,2021-03-03,光大证券--非银行金融行业周报：“一号文件”促农业保险发展，证监会再提全面注册制【行业研究】,金融界股吧
3240,2021-03-03,大金融走强券商振荡走高涨超1.6%，万联证券：券商行业有望持续受益资本市场改革,资本邦
3241,2021-03-03,【异动股】中信证券(06030-HK)涨3.17%,金融界
3242,2021-03-03,A股融资融券日报：两融余额增加19.67亿元（3月2日）,Wind
3243,2021-03-02,紫金矿业跌近5% 两周前中信证券喊买入目标价21元,中国经济网
3244,2021-03-02,万华化学跌近6% 中信证券上周喊买入目标价196元,中国经济网
3245,2021-03-02,中信证券喊目标价3000元 贵州茅台节后9天市值蒸发6821亿 连续下跌,中国经济网
3246,2021-03-02,证券行业2020年年报前瞻：Α与Β因素共振20年业绩喜人 21年坚持业绩为王与龙头主线,新浪
3247,2021-03-02,招银国际：中信证券估值处历史相对低位 维持买入评级,新浪
3248,2021-03-02,金融行业周报(第八周),新浪
3249,2021-03-02,银河联昌降中信证券H股目标价，配股或令投资者失望,Wind
3250,2021-03-02,睿智投资｜中信证券 (6030 HK) – 280亿人民币A + H供股计划可增强资本基础,招银国际
3251,2021-03-02,申港证券--非银金融行业周报：证券业2020业绩喜人，新三板转板落定【行业研究】,金融界股吧
3252,2021-03-02,一纸公告少了210亿，让小股东失望后，中信证券遭遇砸盘,AI财经社
3253,2021-03-02,关于同意中信证券股份有限公司为上证红利交易型开放式指数证券投资基金提供主流动性服务的公告,上交所
3254,2021-03-02,A股融资融券日报：两融余额增加77.25亿元（3月1日）,Wind
3255,2021-03-02,75股获券商买入评级 大华股份目标涨幅达99.12%,Wind
3256,2021-03-02,盘后又出利好消息!机构集体看走眼了?,中财网
3257,2021-03-02,终止上市辅导12天后重启IPO，鲜丰水果争抢“水果零售第一股” IPO融资异常,华夏时报
3258,2021-03-02,非银金融：全面注册制稳步推进 新三板转板规则靴子落地,财富动力网
3259,2021-03-02,今年以来券商板块为何整体“掉队”？,Wind
3260,2021-03-02,中信证券280亿配股“炸锅”了 股价大跌近6% 连续下跌,证券时报
3261,2021-03-02,云南恩捷新材料股份有限公司关于2020年度非公开发行股票限售股份上市流通的提示性公告 解禁,中证报
3262,2021-03-01,券商龙头市值单日蒸发170亿 主力今日大幅出逃板块35亿元 连续下跌,第一财经
3263,2021-03-01,市值蒸发211亿元！“券商一哥”跌近6%，都是配股惹的祸？ 连续下跌,新浪
3264,2021-03-01,道达投资手记：总算反弹了 行情或进入震荡期,每日经济新闻
3265,2021-03-01,【券业场】黄金坑？中信抛280亿最大规模融资，“券业一哥”一日蒸发200亿，同行称短期利空长期利好,金融界
3266,2021-03-01,A股雄起，券商为何还趴着,新浪
3267,2021-03-01,配股募资280亿预案惹祸，中信证券市值单日蒸发170亿 连续下跌,第一财经
3268,2021-03-01,【天风非银】中信证券：强化资本运作，关注长期改革落地进展,新锐视角看金融
3269,2021-03-01,工信部重磅发声！稀土板块又火了，一只股涨停封单170多万手！另一大行业迎“金三银四”旺季！（附股）,每日经济新闻
3270,2021-03-01,一天蒸发约200亿！“券商一哥”股价遭遇砸盘，配股缘何惹祸？,新京报
3271,2021-03-01,A股上市券商“成绩单”抢先看4家净利润跻身“百亿俱乐部”,北京商报
3272,2021-03-01,“茅”指数成分股大幅反弹 主力资金抢筹抱团股,第一财经
3273,2021-03-01,市值一天蒸发近200亿！中信证券280亿配股融资引争议！ 连续下跌,环球老虎财经
3274,2021-03-01,主力资金：大资金杀回来了 抱团股抢筹名单出炉,新浪
3275,2021-03-01,抱团股大反攻！A股牛市还未结束,云掌财经
3276,2021-03-01,中信证券跌近6% 近2日申银万国长江证券喊买话音未落,中国经济网
3277,2021-03-01,中国黄金跌停 毛利率低审计2宗违规中信证券持股保荐 金融监管处罚,中国经济网
3278,2021-03-01,【方正非银左欣然团队】重点关注顺周期、低估值的保险板块,欣赏金融
3279,2021-03-01,业绩暴增但股价无动于衷，券商龙头风波再起，东方财富会后来者居上吗？,私募排排网
3280,2021-03-01,北水动向(3.1)|北水净流入0.84亿 拟推30万吨颗粒硅项目 保利协鑫(03800)获净买入逾4亿,智通财经
3281,2021-03-01,“牛市信仰”遭遇挑战，中信证券最大跌近8%损失210亿，17年后再推配股能否成行？会否最后一跌 连续下跌,财联社
3282,2021-03-01,"又是""配股""惹祸？中信证券领跌券商股！一纸公告蒸发170亿，不讲武德还是积蓄力量？",券商中国
3283,2021-03-01,中信证券配股预案遭投资者“用脚投票”，今日股价放量暴跌 连续下跌,经济观察网
3284,2021-03-01,猝不及防！11连板后，被砸一字跌停，咋回事,Wind
3285,2021-03-01,BlackRock Inc.减持中信证券股份约28.27万股 减持股份,每日经济新闻
3286,2021-03-01,龙头券商：中信跳水近6%！沪指涨1.21%收3551点,搜狐
3287,2021-03-01,非银金融行业周报：板块震荡回调 建议关注长期配置价值,渤海证券
3288,2021-03-01,可转债周报：波动期的三大对策,新浪
3289,2021-03-01,中信证券配股大跌！3张图看清今年上市公司股、债融资情况,Wind
3290,2021-03-01,280亿！中信证券大手笔募资被斥“吸血”，股价大跌拖累友军尽绿 连续下跌,时代周报
3291,2021-03-01,中信证券：“15华夏05”等债券持有人会议未审议通过要求发行人承诺不逃废债等议案,Wind
3292,2021-03-01,A股主力资金流向（3月1日）：近40亿资金重新杀入材料行业,Wind
3293,2021-03-01,【研报掘金】资本市场改革持续深化券商静待行业利好释放 头部券商优势显着,证券时报网
3294,2021-03-01,股市动态 | “阳春三月”开端，超八成个股上涨，稀土、化工频掀涨停潮，但“券商一哥”却很受伤,财经网
3295,2021-03-01,A股收评：3月开门红，两市涨停超百家！稀土行业受工信部定调大涨,格隆汇
3296,2021-03-01,中信证券跌6%：拟配股募280亿 去年前3季计提减值50亿 资产异常,中国经济网
3297,2021-03-01,A股全天高开高走：三大股指集体大幅收涨、资金抱团股悉数反弹,FX168
3298,2021-03-01,“抢食”公募业务 券商资管攻防战,新浪
3299,2021-03-01,A股收盘综述：上证指数缩量涨1.21%，机构抱团股反攻、稀土点燃题材股,Wind
3300,2021-03-01,非银金融行业跟踪：利率上行驱动 短期保险板块继续占优,新浪
3301,2021-03-01,抱团股大反攻3200只A股飘红 3月市场能否继续走强？,中国基金报
3302,2021-03-01,中信证券盘中大跌近8%！配股募资280亿带崩券商板块 连续下跌,格隆汇
3303,2021-03-01,一纸配股预案 券商龙头市值半天蒸发近200亿元！ 连续下跌,上证报
3304,2021-03-01,中信证券(600030)：资本市场大发展下积极补充资本中介业务需求,新浪
3305,2021-03-01,抱团股大反攻！ 3200只A股飘红，券商一哥却跌8%,Wind
3306,2021-03-01,发生了啥？券商龙头股价跳水！主力资金杀入这些股,网易
3307,2021-03-01,中信证券拟配股募集百亿资金，股价直线跳水！主力资金紧急杀入这些股,证券时报网
3308,2021-03-01,"刚刚，抱团股大反攻！ 3200只A股飘红，券商一哥却暴跌8%！苏宁易购一字涨停，30万股民嗨了！工信部重磅发声，这板块直线飙升！
连续下跌",中国基金报
3309,2021-03-01,证券行业点评：适时优化科创板交易机制,天风证券
3310,2021-03-01,发生了什么？券商龙头宣布大事件 市场猛砸盘 股价直线跳水,证券之星
3311,2021-03-01,半天跌超200亿！中信证券拟配股募资280亿，市场先跌为敬,搜狐
3312,2021-03-01,解盘：百亿资金流入，稀土、半导体、高送转预期领涨,Wind
3313,2021-03-01,A股午盘综述：上证指数涨0.52%、创业板指涨1.87%，题材股炒作卷土重来,Wind
3314,2021-03-01,光大证券--中信证券：配股增强资本实力，持续强化资本中介业务发展【公司研究】,金融界股吧
3315,2021-03-01,券商股午盘前再度走弱，兴业证券跌超7%,Wind
3316,2021-03-01,快讯：证券板块持续走弱 中信证券、兴业证券跌逾5%,新浪
3317,2021-03-01,平安证券--金融行业周报：人社部将推出第三支柱养老金制度，香港特区拟上调股交印花税【行业研究】,金融界股吧
3318,2021-03-01,中信证券拟配股280亿 盘中大跌近8% 连续下跌,金融界
3319,2021-03-01,快讯 | 拟配股募资280亿元！中信证券抛上市以来最大规模再融资计划，超过去年5家券商配股募资总和！,每日经济新闻
3320,2021-03-01,中信证券拟不超30亿设立资管子公司，布局公募赛道,资本邦
3321,2021-03-01,中信证券盘初跌逾6% 此前发布不超280亿元配股预案,中证网
3322,2021-03-01,【异动股】中信证券(06030-HK)跌4.31%,财华社
3323,2021-03-01,快讯：拟配股募资280亿元 中信证券早盘一度跌超8%,新浪
3324,2021-03-01,拟配股募资280亿元 中信证券盘中大跌近7% 连续下跌,证券时报网
3325,2021-03-01,中信证券跌约8%,e公司
3326,2021-03-01,中信证券低开3.5%，拟配股募资不超280亿元,Wind
3327,2021-03-01,A股融资融券日报：两融余额减少103.02亿元（2月26日）,Wind
3328,2021-03-01,新增投资者11个月超百万！机构账户却下滑，什么信号,Wind
3329,2021-03-01,【非银】板块震荡回调，建议关注长期配置价值——非银金融行业周报——中性,渤海证券研究
3330,2021-03-01,不可思议！A股成交火爆，竟有四成券商营业部亏损,Wind
3331,2021-03-01,投资银行业与经纪业每周一话：利率上行增配保险 非银板块估值性价比显着,新浪
3332,2021-03-01,交银：中信证券(06030-HK)配股有利于资本中介业务发展维持目标价22.5港元,财华社
3333,2021-03-01,十大券商一周策略：步入平静期，转战新主线,Wind
3334,2021-03-01,中信证券拟30亿设资管子公司 资管规模超1.4万亿居行业榜首,长江商报
3335,2021-03-01,金融周报：制度改革持续 把握金融加配机会,新浪
3336,2021-03-01,转股型永续债成银行“补血”利器,Wind
3337,2021-03-01,最高出资30亿 “券业一哥”抢占公募赛道,国际金融报
3338,2021-03-01,指数降温热情未退，1月超200万投资者跑步入场,Wind
3339,2021-03-01,券业“大年”北深超四成营业部亏损，转型迫在眉睫 亏损,Wind
3340,2021-03-01,今年以来券商再融资加速，4家抛出不超500亿元“补血”计划,证券日报
