,2021-12-31,中国平安(02318)累计回购约7776.51万股A股 涉资约39亿元,智通财经
1565,2021-08-12,投资银行业与经纪业行业：财富管理仍是非银板块的主线,新浪
1566,2021-08-12,上市险企股价与基本面大幅偏离,证券市场周刊
1567,2021-08-12,中国平安持续下挫跌近2% 市值失守一万亿元,新浪
1568,2021-08-12,财联社8月12日讯，港股保险股表现疲软，众安在线跌超8%，中国平安跌超1%。,财联社
1569,2021-08-12,【行情】港股保险股表现疲软，众安在线跌超9%，中国平安跌1.15%，新华保险、中国太保跌超0.4%,金十数据
1570,2021-08-12,A股融资融券日报：两融余额增加75.25亿元（8月11日）,Wind
1571,2021-08-12,保险股现反弹迹象，券商“唱多”声渐起,Wind
1572,2021-08-11,风格漂移还排名“垫底”？ 这几只基金尴尬了！,红周刊
1573,2021-08-11,沪股通连续5日净卖出中国平安 累计净卖出8.05亿元,证券时报网
1574,2021-08-11,北向资金今日净卖出超28亿元，白酒股持续惨遭抛售,Wind
1575,2021-08-11,A股融资融券日报：两融余额增加29.47亿元（8月10日）,Wind
1576,2021-08-11,非银金融行业：市场交易量连续破万亿 财富管理券商表现突出,新浪
1577,2021-08-10,中国平安大宗交易成交1204.20万元,证券时报网
1578,2021-08-10,世纪恒通再冲创业板IPO：中国平安变身第一大客户 贡献销售收入近5成,和讯
1579,2021-08-10,由子变孙，平安不动产和平安创科接手豪宇企管,乐居财经
1580,2021-08-10,平安汽车服务生态圈累计覆盖逾2亿用户,证券之星
1581,2021-08-10,A股融资融券日报：两融余额增加71.84亿元（8月9日）,Wind
1582,2021-08-10,A股风格快速切换：金融地产绝地反击，热门赛道“停车休整”,Wind
1583,2021-08-10,A股“气温”波动，热门股遇冷“银地保”回暖,Wind
1584,2021-08-10,多家券商看好中国平安,中证报
1585,2021-08-09,北上资金净买入44.66亿元 比亚迪净买入居首,证券时报网
1586,2021-08-09,非银金融行业周观点：政策呵护行业规范发展 把握财富管理时代下的优质券商机遇,新浪
1587,2021-08-09,非银金融行业跟踪：海外市场数据或影响市场流动性预期 保险板块布局正当时,新浪
1588,2021-08-09,A股风格分化背后：外资加仓“老白马”，两融资金涌入周期股,Wind
1589,2021-08-09,市场风格切换？百股涨停！“老白马”大爆发,Wind
1590,2021-08-09,"地产爆炸，宁王倒下！1400亿白马罕见触及涨停！刚刚，A股最火板块暴跌！金融地产狂飚，中国平安再回万亿市值！转换能持续吗？
安全事故",雪球
1591,2021-08-09,A股最火板块半日蒸发1900亿！阿里巴巴盘中重挫4%,Wind
1592,2021-08-09,A股风格大逆转！芯片锂电股大跌，万亿巨头跳水,Wind
1593,2021-08-09,中国平安盘中涨近3%，市值重回万亿元之上,AI财经社
1594,2021-08-09,A股融资融券日报：两融余额增加8.43亿元（8月6日）,Wind
1595,2021-08-08,快讯 | 摩根大通减持中国平安 减持股份,财经网
1596,2021-08-08,聚焦四大用车场景，平安“818温暖车主季”全新升级,财经网
1597,2021-08-08,平安“818温暖车主季”全新升级 一站式汽车生态累计服务逾2亿用户,证券时报网
1598,2021-08-07,中国平安——外资百亿重仓抄底，是否可以“赌”一把？,搜狐
1599,2021-08-06,华夏幸福或深陷债券违约风波：累计超800亿债务 股价一年跌去80% 未按时兑付本息,凤凰网
1600,2021-08-06,摩根大通减持中国平安约28.14亿港元 持股比例降至11.56% 减持股份,财联社
1601,2021-08-06,摩根大通减持中国平安H股，套现28.14亿港元,Wind
1602,2021-08-06,【权益变动】中国平安(02318.HK)被摩根大通减持4130.3993万股 减持股份,财华社
1603,2021-08-06,保险类股票是什么意思？保险类股票为什么不涨？,至诚财经
1604,2021-08-06,保险Ⅱ行业：海外主流养老体系研究：模式与启示,广发证券
1605,2021-08-06,行业观 | A股上市险企年度分红对比：这家保险企业分红最大气,财经网
1606,2021-08-06,ATFX港股：内险股今年以来不断寻底，寻求破局前调整还将持续,金融界
1607,2021-08-06,中国平安股价为何半年内连续下跌 中国平安做错了什么？ 连续下跌,新浪
1608,2021-08-06,从“茅指数”转向“宁组合”，是什么让新能源板块急速机构化？,Wind
1609,2021-08-06,结束6日连续净买入，北向资金离场，颇受青睐的中国平安遭抛售 减持股份,21世纪经济报道
1610,2021-08-06,A股融资融券日报：两融余额增加49.65亿元（8月5日）,Wind
1611,2021-08-06,39股获券商买入评级，春秋电子目标涨幅达76.49%,Wind
1612,2021-08-06,北向资金动向盘点：谁接谁的盘，谁抄谁的底？,Wind
1613,2021-08-06,中国平安(601318)：寿险改革持续进行中,新浪
1614,2021-08-05,北水卖出腾讯超17亿港元，加仓中芯国际近9亿港元；南水净卖出中国平安近5亿元,富途证券
1615,2021-08-05,快讯 | 摩根大通增持中国平安,财经网
1616,2021-08-05,千亿资金抄底，这些公司获“内部人”买买买,Wind
1617,2021-08-05,北向资金 | 中国平安遭净卖出4.93亿元,第一财经
1618,2021-08-05,北向资金今日净卖出19.65亿元，中国平安净卖出居首,Wind
1619,2021-08-05,保险基本面梳理七十一：新能源车险专属条能源车险专属条,新浪
1620,2021-08-05,小摩增持中国平安(02318)约3980.09万股，每股作价约66.90港元,智通财经
1621,2021-08-05,A股收盘综述：资金畏高指数集体回调，军工股逆势爆发,Wind
1622,2021-08-05,千亿巨头罕见跌停，6倍大牛股突然大跌！,Wind
1623,2021-08-05,A股午盘综述：沪市权重力扛指数，军工股全线爆发,Wind
1624,2021-08-05,快讯 | A股保险板块全线拉升 中国平安领涨1.57%,财经网
1625,2021-08-05,保险板块拉升 中国平安涨超3%,中证网
1626,2021-08-05,财联社8月5日讯，港股内险股走高，中国太保涨逾2%，中国平安、新华保险涨近2%。,财联社
1627,2021-08-05,保险股拉升 中国平安涨超2%,格隆汇
1628,2021-08-05,保险股跟随地产股反弹，中国平安涨超2%,Wind
1629,2021-08-05,A股融资融券日报：两融余额增加114.45亿元（8月4日）,Wind
1630,2021-08-05,博于实业转让鹏渊投资95%股权，平安信托接盘 资产异常,乐居财经
1631,2021-08-05,中国平安(02318.HK)获小摩增持3980.1万股 涉资26.63亿港元,格隆汇
1632,2021-08-05,新能源满屏涨停，游资且战且退，北上资金却默默加仓“老白马”,Wind
1633,2021-08-04,【权益变动】中国平安(02318.HK)获摩根大通增持3980.093万股,财华社
1634,2021-08-04,北向资金今日净买入隆基股份11亿元，连续五日卖出茅台,Wind
1635,2021-08-04,"新闻联播头条点赞各地绿色发展创新举措,深圳智慧环责险服务平台获关注",凤凰网
1636,2021-08-04,中国平安紧急调配资源助力灾后重建,新浪
1637,2021-08-04,A股资金流向（8月4日）：赛道股王者归来，大资金高位加仓,Wind
1638,2021-08-04,快讯 | 中国平安：代理人数量下滑是因为寿险改革更重质量,财经网
1639,2021-08-04,中国平安：2011-2020十年间，平均总投资收益率和综合投资收益率达到5.3%和5.5%,每日经济新闻
1640,2021-08-04,中国平安：一季度代理人数量较年初确有下滑，这是因为公司的深度寿险改革更加重视代理人质量,每日经济新闻
1641,2021-08-04,A股融资融券日报：两融余额减少19.26亿元（8月3日）,Wind
1642,2021-08-04,代理人流失率高？中国平安:一季度确有下滑 寿险改革更重质量,新浪
1643,2021-08-04,游戏产业将变天？北上积极调仓聚焦两大板块,Wind
1644,2021-08-04,从世界500强的粤企名单中 能读出什么？,深蓝财经
1645,2021-08-04,8家深圳企业上榜《财富》世界500强,中新网
1646,2021-08-03,中国平安：拐点何时到来？,锦缎
1647,2021-08-03,北上资金不惧调整逆势增仓，三季度重拾传统“大白马”,Wind
1648,2021-08-03,北向资金今日净买入17.99亿元，白酒股逆势遭卖出,Wind
1649,2021-08-03,Option Jack：平安保险渐见转势讯号,凤凰网
1650,2021-08-03,20家中国银行保险机构上榜！《财富》世界500强揭晓,中国银行保险报
1651,2021-08-03,A股融资融券日报：两融余额增加141.8亿元（8月2日）,Wind
1652,2021-08-02,走进雪松控股，揭开粤企军团崛起的秘密,鹿鸣财经
1653,2021-08-02,11家中国险企挺进《财富》500强榜单 平安、国寿、人保3家进入一百强,北京商报
1654,2021-08-02,中国平安(601318.SH/2318.HK):跻身《财富》世界500强第16位，估值处于历史低位静待反弹,格隆汇
1655,2021-08-02,北向资金7月动向：重点进攻高景气成长制造主线，周期性行业遭抛售,Wind
1656,2021-08-02,刚刚，2021年《财富》世界500强揭晓！A股五大上市险企在榜单上“重聚”,每日经济新闻
1657,2021-08-02,贝莱德增持中国平安(02318)约463.58万股，每股作价约66.50港元,智通财经
1658,2021-08-02,2021年《财富》世界500强揭晓：中国平安升至第16位,经济网
1659,2021-08-02,数字化转型引领业务发展，2021《财富》世界500强榜单中国平安再进5位,财经网
1660,2021-08-02,花旗：予中国平安(2318.HK)“买入”评级 目标价95港元,格隆汇
1661,2021-08-02,中国平安位列《财富》世界500强第16位 连续第12年入选,格隆汇
1662,2021-08-02,中国平安位列《财富》世界500强第16位 全球金融企业第2位,新浪
1663,2021-08-02,11家中国险企进财富世界500强：新华重返，泰康上升最快,澎湃新闻
1664,2021-08-02,9家险企上榜《财富》世界500强：中国平安净利润居世界19位，华夏保险掉出榜单,搜狐
1665,2021-08-02,快讯 | 中国平安获贝莱德增持,财经网
1666,2021-08-02,【异动股】中国平安(02318.HK)跌3.01%,财华社
1667,2021-08-02,【权益变动】中国平安(02318.HK)获贝莱德增持463.5768万股,财华社
1668,2021-08-02,中国平安(02318.HK)获贝莱德增持463.58万股,格隆汇
1669,2021-08-02,A股融资融券日报：两融余额减少7.74亿元（7月30日）,Wind
1670,2021-08-02,打折卖都没人要！方正证券10.9亿股再度流拍，股权变动何时才能落定？ 司法拍卖,券商中国
1671,2021-08-01,“7月黄金坑”出现，布局“低估茅”好时机，高端白酒仍是首选赛道,Wind
1672,2021-08-01,本周北向资金对中国平安加仓金额最大,中证报
1673,2021-07-31,"白马股跌惨了，聪明资金突现积极信号, 越跌越买！国防军工板块遭疯狂减持，低估值高增长的北上资金加仓榜来了 减持股份",证券时报网
1674,2021-07-31,一体化医疗健康平台平安盐野义正式开业，中国平安医疗生态版图再扩容,经济日报
1675,2021-07-31,核心公募基金公司持仓分析(2021年7月30日)：资产布局从“茅资产”转向“宁资产”,新浪
1676,2021-07-31,大股东被债权人强制减持股份，华夏幸福会选择破产重整吗？ 减持股份,搜狐
1677,2021-07-30,携手世界级巨头开合资公司 平安医疗生态版图再扩围，或引发险企新一轮扩张,华夏时报
1678,2021-07-30,中国平安在地产上亏了多少钱 亏损,凤凰网
1679,2021-07-30,保险股短线异动，中国平安直线翻红,Wind
1680,2021-07-30,7月30日保险日报：精英代理人计划频出，险企招揽人才有多拼,新浪
1681,2021-07-30,A股融资融券日报：两融余额增加86.23亿元（7月29日）,Wind
1682,2021-07-30,A股大反弹！北向资金加仓了这些股；白酒高开低走逆市下跌（名单）,21世纪经济报道
1683,2021-07-30,中国平安连续3日获北向资金净买入,证券时报网
1684,2021-07-30,北向资金动向盘点：“电新”成持仓市值老二，取代“医药”,Wind
1685,2021-07-30,A股全线反弹，创指大涨逾5%，热门赛道资金现分歧,Wind
1686,2021-07-30,复盘中国平安：“三部曲”带来赛道投资两大启示,中证网
1687,2021-07-29,净流出百亿后，“聪明钱”回头抄底白马股！中市值蓝筹将奏响主旋律？,财联社
1688,2021-07-29,医、药、险融合又有新动向，中国平安成立一家合资制药公司,澎湃新闻网
1689,2021-07-29,中国平安医疗生态版图再扩容 一体化医疗健康平台平安盐野义开业,上证报
1690,2021-07-29,连续3日净买入中国平安获沪股通净买入18.18亿元,证券时报网
1691,2021-07-29,北向资金今日净买入逾42亿元，比亚迪、东方雨虹净买入居前,Wind
1692,2021-07-29,A股全线反弹创指大涨逾5%，半导体、新能源继续冲锋,Wind
1693,2021-07-29,平安牵手盐野义在上海迈出关键一步，AI+医疗究竟能擦出什么火花？,文汇报
1694,2021-07-29,预期变了？A股强势上涨，港股科技股暴力反弹,Wind
1695,2021-07-29,市场回暖，保险股却依旧下跌，保险行业是否还有未来？,证券之星
1696,2021-07-29,A股融资融券日报：两融余额减少160.85亿元（7月28日）,Wind
1697,2021-07-29,北向资金动向盘点：“军工”连续五日净卖出,Wind
1698,2021-07-29,聪明钱回来了，抄底逾80亿元，增持行业、个股曝光（名单）,21世纪经济报道
1699,2021-07-29,保险股被抛弃？公募持仓平安、太保市值骤降8成,Wind
