,2021-12-31,全年收益率超过50%，这4家券商金股组合赢了！2022年1月部分热门标的个股已现身,每日经济新闻
1167,2021-03-26,招商证券(06099)拟每10股派发现金红利 4.37 元,智通财经
1168,2021-03-26,招商证券2020年实现营业收入242.78亿元 同比增长近30%,和讯
1169,2021-03-26,招商证券：2020年实现归母净利润94.92亿元 同比增长30.34%,中证网
1170,2021-03-26,晚间重要公告2021年3月26日星期五,Wind
1171,2021-03-26,招商证券：招证国际为其全资子公司提供不超过10亿港元担保 大额借贷担保,中证网
1172,2021-03-26,招商证券(600999.SH)年度归母净利同比增30.34%至94.92亿元 拟10股派4.37元,智通财经
1173,2021-03-26,招商证券：2020年净利润同比增长30.34%,Wind
1174,2021-03-26,交卷！招商证券：2020年度净利润约94.92亿元，同比增加30.34%,每日经济新闻
1175,2021-03-26,招商证券：2020年营收242.78亿元，同比增长29.77%,36氪
1176,2021-03-26,招商证券(600999.SH)2020年度净利润升30.34%至94.92亿元 拟10派4.37元,格隆汇
1177,2021-03-26,证券行业：“往事”已去 迎风而起,新浪
1178,2021-03-26,16只高增长个股获机构高频买入推荐,Wind
1179,2021-03-26,补短板强监管，提升A股市场信息披露含金量,Wind
1180,2021-03-25,孙彬彬：市场能否摆脱纠结困境？,Wind
1181,2021-03-25,投行首季IPO承销保荐增收五成,Wind
1182,2021-03-24,【招商证券深度】兴业银行—市场化的标杆股份行，财富管理或成新标签,志明看金融
1183,2021-03-24,券商进入高性价比，再融资、收购绯闻满天飞,Wind
1184,2021-03-24,时隔3月，券商板块再现3板个股，是“昙花一现”还是“王者归来”？,财联社
1185,2021-03-24,“王者归来”？时隔三个月 券商板块再现3板个股,财联社
1186,2021-03-24,海底捞账单：顾客消费更贵了，但净利润猛跌86%,Wind
1187,2021-03-23,多只ETF上市前惊现“零仓位”，基金经理慢吞吞建仓究竟有多审慎，更有ETF卖不动，券商来“帮忙”,财联社
1188,2021-03-23,今年首只十倍股：33家游资击鼓传花，成交堪比茅台,Wind
1189,2021-03-23,华鲁恒升跌6.63% 股价最高点招商证券等2券商唱多,中国经济网
1190,2021-03-23,非银金融行业周观点：券商股权新规落地 板块并购预期或升温,新浪
1191,2021-03-23,“小鬼当家”，A股市场风格骤变,Wind
1192,2021-03-22,券商股近期频频异动，多重利好加持下，这些个股可关注,第一财经
1193,2021-03-22,【招证|银行】如何看待零售标杆银行-招行20年业绩？,志明看金融
1194,2021-03-22,IPO批量撤回，一机构撤回10单,Wind
1195,2021-03-22,关于同意招商证券股份有限公司为汇添富中证沪港深500交易型开放式指数证券投资基金提供主流动性服务的公告,上交所
1196,2021-03-22,深度解析碳交易，关注四大配置方向,招商证券
1197,2021-03-22,券商股估值均处于历史底部区间 分析师称有中长期投资机会,新浪
1198,2021-03-22,市场调整进入后段，可逐步布局！提前布局通胀预期拐点,Wind
1199,2021-03-22,场外衍生品业务 仍是“巨头的游戏”,中国基金报
1200,2021-03-22,规模激增“钱景”可观 券商场外衍生品业务爆发,中国基金报
1201,2021-03-21,异军突起！券商这项业务火了，近5万亿大蛋糕！更猛的是,中国基金报
1202,2021-03-18,证券行业报告：券商有望迎来业绩与景气度的向上拐点 估值提升的空间显着！,新浪
1203,2021-03-18,“牛市旗手”年报第一弹来了！净利暴增70%，投行收入猛飙2倍！知名私募大举增持，140亿资金已跑步进场,中国基金报
1204,2021-03-18,95家终止IPO企业背后的保荐与中介：中信证券项目最多、东海证券保荐项目全军覆没 IPO融资异常,投资者网
1205,2021-03-18,今年股价平均跌超17%，上市券商遭遇投资者灵魂式拷问,Wind
1206,2021-03-17,乐视网转板后狂飙：股价接近翻倍 这次投资者会不会被割韭菜？,e公司
1207,2021-03-17,券商股发力，光大证券领涨5%,Wind
1208,2021-03-16,招商证券(06099)：法院判决武汉中恒公司向招商资管支付本金10.8亿元及相应利息、违约金 违约失信,智通财经
1209,2021-03-16,“十四五”规划划重点，20个主要目标下的投资机会,Wind
1210,2021-03-16,券商3月集中启动春招，财富、研究及投行人才需求旺盛,Wind
1211,2021-03-15,吉比特跌8.95% 去年招商证券强推后股价已腰斩,中国经济网
1212,2021-03-15,非银金融行业周报：险企新单缓慢改善,新浪
1213,2021-03-15,国金证券一度跌停，中金公司、招商证券、中信建投均跌超4%,Wind
1214,2021-03-15,证券公司315：招商证券被投诉两融销户难等问题 未给予回复解决,新浪
1215,2021-03-15,关于同意招商证券股份有限公司为富国中证银行交易型开放式指数证券投资基金提供主流动性服务的公告,上交所
1216,2021-03-13,抱团白马股奋起反弹 包钢股份过热资金渐离,财富动力网
1217,2021-03-12,招商证券(06099.HK)3月26日举行董事会会议审批全年业绩,格隆汇
1218,2021-03-12,神火股份连续涨停，机构出现分歧,Wind
1219,2021-03-12,实施股权激励，东吴证券“闪电”回购968万股,财联社
1220,2021-03-12,ST中安索赔额已超六亿元 诉讼纠纷,金陵晚报
1221,2021-03-11,东吴证券“闪电”回购968万股 距离推出回购计划仅隔4个交易日,财联社
1222,2021-03-11,立讯精密跌2.95% 近2月中信证券中金公司招商证券喊买,中国经济网
1223,2021-03-11,招商证券：2月末累计新增借款375.71亿元，占上年末净资产35.5% 大额借贷担保,资本邦
1224,2021-03-11,比特币涨破56000美元！这次能否指引A股反弹？,Wind
1225,2021-03-10,招商证券(06099)2月末累计新增借款超过上年末净资产20% 大额借贷担保,智通财经
1226,2021-03-10,招商证券：当年累计新增借款占上年末净资产比例为35.50% 大额借贷担保,Wind
1227,2021-03-10,招商证券(600999.SH)当年累计新增借款超上年末净资产20% 大额借贷担保,格隆汇
1228,2021-03-10,浪潮信息放量跌停，机构激烈博弈,Wind
1229,2021-03-10,温氏股份跌近5% 两年前高点招商证券中金公司唱多,中国经济网
1230,2021-03-10,每日理财观察：超级巨无霸来了，中国电信要回A股上市,Wind
1231,2021-03-09,国泰君安500亿公司债获批，仅次于中信800亿，券业迎来凶猛发债年，年初至今新增1344亿，同比增逾5倍,财联社
1232,2021-03-09,国君500亿公司债获批：券业迎来凶猛发债年 年初至今新增1344亿,财联社
1233,2021-03-09,生益科技跌5.52% 上月初招商证券强烈推荐目标价36元,中国经济网
1234,2021-03-09,招商证券跌5.14% 去年净利增长30%暂无研报,中国经济网
1235,2021-03-09,开源证券--非银金融行业周报：商业养老保险有望迎政策利好，继续推荐保险股【行业研究】,金融界股吧
1236,2021-03-09,盘前必读丨证监会定调今年6大改革重点，多家车企2月销量同比大增,第一财经
1237,2021-03-08,晚间要闻2021年3月8日星期一,Wind
1238,2021-03-08,抱团股缘何又大跳水？沪指何处止跌？今年确定性最高的机会是？顶级投资大佬这样看！,每日经济新闻
1239,2021-03-08,海外信用评级汇总2021年3月8日星期一,Wind
1240,2021-03-08,穆迪对13家中国证券公司采取评级行动,Wind
1241,2021-03-08,亿纬锂能跌10.26% 1月西部证券招商证券中信证券唱多,中国经济网
1242,2021-03-08,广联达跌8.2% 上月初平安证券招商证券强烈推荐,中国经济网
1243,2021-03-08,第二批基金投顾试点名单将公布，有券商已在筹备第三批试点资格,Wind
1244,2021-03-08,第二批基金投顾试点名单将公布，有券商已在筹备第三批试点资格,上证报
1245,2021-03-08,倒春寒！IPO现场检查大显威力，创业板重灾区,Wind
1246,2021-03-08,证券行业月报：市场波动加大 调整不改行业景气向上趋势,渤海证券
1247,2021-03-08,长沙银行获多家机构看好 生态战略将如何支撑高预期,中投网
1248,2021-03-08,国债期货全线收涨，10年期主力合约涨0.15%,Wind
1249,2021-03-08,非银金融行业周观点：保险配置价值凸显 券商左侧配置性价比提升,新浪
1250,2021-03-07,【招证|银行】从银行角度，如何解读政府工作报告？,志明看金融
1251,2021-03-07,【东吴非银 | 行业点评】短融管理办法迎修订，券商迎来利好！,微信
1252,2021-03-06,招商证券2020年月均净赚8亿 2021年已融资70亿元,电鳗快报
1253,2021-03-06,天风总量团队两会点评：天风总量两会速评,新浪
1254,2021-03-06,证券行业研究：估值在底 业绩反转 券商进攻,新浪
1255,2021-03-05,下周看点：CPI、M2、新增贷款等数据将公布,大众证券报
1256,2021-03-05,招商证券(06099-HK)去年盈利增29.77%,财华社
1257,2021-03-05,晚间重要公告2021年3月5日星期五,Wind
1258,2021-03-05,招商证券2020年净利同比增逾三成,上证报
1259,2021-03-05,招商证券(06099)2020年归母净利同比增30.34%至94.92亿元,智通财经
1260,2021-03-05,沪指坚守3500点！抄底资金迅速进场,Wind
1261,2021-03-05,招商证券：2020年净利94.92亿元 同比增30.34%,证券时报
1262,2021-03-05,资本动态|招商证券业绩快报：2020年度实现总营收242.78亿元，归母净利润94.92亿元,财经网
1263,2021-03-05,招商证券：2020年净利94.92亿元 同比增30.34%,e公司
1264,2021-03-05,招商证券：2020年净利润同比增长30.34%（业绩快报）,Wind
1265,2021-03-05,招商证券(600999.SH)业绩快报：2020年净利升30.34%至94.92亿元,格隆汇
1266,2021-03-05,招商证券：2020年度净利润94.92亿元，同比增长30.34%,Wind
1267,2021-03-05,中证1000指数领跑！回顾A股历史上的风格转换,Wind
1268,2021-03-05,IPO撤回率高企，究竟咋回事？深圳证监局面询10余家券商，投行人士：压力变大了,Wind
1269,2021-03-04,亿纬锂能跌近12% 1月西部证券招商证券中信证券唱多,中国经济网
1270,2021-03-04,中国债券市场金融债发行日程一览(3月4日),Wind
1271,2021-03-04,IPO中介机构迎“开门红”，加速向头部机构集中,Wind
1272,2021-03-03,一财首席调研：货币政策维持稳定中性，3月信心指数为51.14,第一财经
1273,2021-03-03,2月金融数据预测：2月社融或一般，但信贷结构好-招证|银行,志明看金融
1274,2021-03-03,监管公开表态，或利好银行息差——评郭树清答记者问,志明看金融
1275,2021-03-03,五矿稀土加速涨停，机构高位加入,Wind
1276,2021-03-02,【招商非银|拉卡拉】主业叠加新业，盈利双轨增长,莲花山士丹利金融研究
1277,2021-03-02,赤峰黄金跌5.23% 去年高点招商证券发研报强烈推荐,中国经济网
1278,2021-03-02,证券行业2020年年报前瞻：Α与Β因素共振20年业绩喜人 21年坚持业绩为王与龙头主线,新浪
1279,2021-03-02,非银金融：全面注册制稳步推进 新三板转板规则靴子落地,财富动力网
1280,2021-03-01,道达投资手记：总算反弹了 行情或进入震荡期,每日经济新闻
1281,2021-03-01,茅系股市值回血4000亿，五年五倍股在这个方向？,Wind
1282,2021-03-01,【方正非银左欣然团队】重点关注顺周期、低估值的保险板块,欣赏金融
1283,2021-03-01,格林美今日涨停，机构、外资集体爆买,Wind
1284,2021-03-01,【研报掘金】资本市场改革持续深化券商静待行业利好释放 头部券商优势显着,证券时报网
1285,2021-03-01,证券行业点评：适时优化科创板交易机制,天风证券
1286,2021-03-01,券商股午盘前再度走弱，兴业证券跌超7%,Wind
1287,2021-03-01,不可思议！A股成交火爆，竟有四成券商营业部亏损,Wind
1288,2021-03-01,消费电子一季度淡季不淡，手机厂商高喊芯片紧缺,Wind
1289,2021-03-01,券业“大年”北深超四成营业部亏损，转型迫在眉睫 亏损,Wind
1290,2021-03-01,券业“大年”北深超四成营业部亏损 转型迫在眉睫 亏损,证券时报
1291,2021-02-28,非银金融行业周报：全球通胀预期升温 支撑保险估值恢复,新浪
1292,2021-02-28,下周操盘攻略：把握“通胀交易”和服务业复苏两大方向,Wind
1293,2021-02-27,流动性拐点渐近，最坏的时候已经过去了吗？,经济观察报
1294,2021-02-26,海得控制尾盘炸板，上海游资卖出2700万元,Wind
1295,2021-02-26,投行开年比开门红：国君、海通股权承销规模、收入各自领跑,财联社
