,2021-12-31,晨光文具荣获2021雇主品牌创意大奖及αi优质职场卓越价值共创奖,美通社
830,2020-12-01,裕同科技||业绩预告符合预期，短期扰动带来长期布局机会,吕明可选消费研究
831,2020-12-01,深度*行业*轻工行业2021年度策略：聚焦顺周期 优选高成长,新浪
832,2020-11-30,稳健医疗||发布股权激励计划彰显信心，扩产能巩固领先地位,吕明可选消费研究
833,2020-11-29,轻工造纸行业2021年度策略：渠道顺应流量结构变化 份额集中龙头优势愈强,新浪
834,2020-11-27,大成基金戴军：聚焦两类核心资产 平衡优选持续迭代,大成基金
835,2020-11-27,寻找茅台二级市场上，人人都想投出下一个茅台。于是就有了药茅、水茅、油茅、驴茅、猪茅等一系列细分行业上的茅台。他们被称为xx茅台，最主要的原因在于，这个,虎嗅网
836,2020-11-27,涨幅超8倍！一支笔如何撑起万亿市场？,金融界
837,2020-11-26,家家悦集团举行2020重点供应商大会,联商网
838,2020-11-26,轻工制造：数字化变革蕴含巨大机会 多龙头有望获超额收益,巨丰财经
839,2020-11-25,轻工制造2021年投资策略：潮流浩荡 精益争先,新浪
840,2020-11-23,轻工制造：10月地产数据显著增长 强者恒强 推荐家居、造纸细分龙头,新浪
841,2020-11-23,【东兴大消费】周观点：社零增速持续提升，餐饮增速年内首次转正,东兴社服
842,2020-11-23,轻工制造行业报告：造纸及内销家居持续走强,新浪
843,2020-11-22,轻工双周报||地产、家居消费增速回升，关注优质个股回调机会,吕明可选消费研究
844,2020-11-22,凭借一支笔，晨光能撬动万亿办公市场吗？,亿欧网
845,2020-11-22,【长城轻工|周数据】人民币升值聚醚反弹，晨光文具回调建议重点关注,张潇的轻工消费洞察
846,2020-11-19,新格局下，工业互联网的世界样板与中国方案,凤凰网
847,2020-11-19,2021年轻工造纸行业投资策略危中求变，格局重塑,申万宏源
848,2020-11-19,世界样板与中国方案：洞察新格局下的工业互联网“脉络”,凤凰网
849,2020-11-18,【招商证券大消费组-消费的方向】11月大消费电话会议行业观点,招商轻工
850,2020-11-18,【行情】机构抱团股普跌，药明康德逼近跌停，晨光文具跌近6%，爱尔眼科跌5%，泸州老窖跌近3.6%，五粮液跌2.6%，格力电器跌2.5%，迈瑞医疗跌2%,金十数据
851,2020-11-18,怎么看“双十一”电商成交额再创新高？,中信建投证券研究
852,2020-11-17,【东兴大消费】周观点：疫苗进展显著提振可选消费增长信心,东兴社服
853,2020-11-17,零售、轻工日化行业：10月社零+4.3%进一步回暖 线上渠道与消费升级品类表现较优,新浪
854,2020-11-16,10月社零及地产数据点评：不负金秋十月 家具零售额年内首次实现正增长,新浪
855,2020-11-16,轻工制造双周报20年23期：双十一欧派、索菲亚、洁柔表现突出 持续推荐敏华、梦百合、顾家,新浪
856,2020-11-16,中国证券报：“窖藏股”的浓香,中证报
857,2020-11-15,82股股价创新高，近半获北向资金加仓,证券时报
858,2020-11-14,波司登||双十一全渠道表现出色，持续推进新零售运营和数字化转型,吕明可选消费研究
859,2020-11-13,轻工行业投资策略：聚焦景气向上 把握跨境电商新机遇,新浪
860,2020-11-13,部分个股表现,中证报
861,2020-11-13,四位金牛基金经理持有周期较长的个股,中证报
862,2020-11-13,中信建投医药&消费团队最新研究观点,中信建投证券研究
863,2020-11-13,重仓超五年，金牛基金经理“窖藏股”抢眼,Wind
864,2020-11-13,重仓超五年 金牛基金经理“窖藏股”抢眼,中证报
865,2020-11-12,“抄基金经理作业”也是技术活！低换手长跑持仓值得一看,上证报
866,2020-11-12,"抄作业也是技术活 这些低换手""基金长跑健将""持仓值得一看",上证报
867,2020-11-11,轻工制造行业跟踪报告：Q3基金持仓轻工制造占比再提升 持续推荐关注景气度提升的造纸和家居细分行业,新浪
868,2020-11-11,轻工制造2020三季报总结：Q3业绩靓丽 家具全面复苏首推梦百合,新浪
869,2020-11-11,轻工制造双周报20年22期：透过名创优品看九木成长空间 持续推荐晨光、梦百合、飞亚达,新浪
870,2020-11-11,可选消费行业-2021年展望：长短期结合 聚焦优势赛道,新浪
871,2020-11-10,三季报新鲜出炉，快来基金经理看看都买了啥？,信达澳银基金
872,2020-11-10,38只股股价创历史新高,证券时报网
873,2020-11-10,轻工制造2020Q3持仓点评：行业维持低配，家具出口标的受机构青睐，维持“推荐”评级,长城证券
874,2020-11-10,造纸轻工周报：看好C端家居消费及造纸盈利弹性,新浪
875,2020-11-10,轻工制造行业周报：家居板块Q3业绩表现亮眼 继续推荐家居龙头,新浪
876,2020-11-10,轻工行业双周报：10月家具出口数据出炉 继续保持高增,西南证券
877,2020-11-09,46只股股价创历史新高,证券时报网
878,2020-11-09,轻工行业周报：家具外销收入大幅增长 持续关注出口预期差,新浪
879,2020-11-09,【东兴大消费】周观点：进博会召开、双十一蓄力，多重催化四季度持续关注可选消费,东兴社服
880,2020-11-08,【华创轻工纺服】周报（20201102-20201108）：Q3基金持仓轻工制造占比再提升，关注景气度提升的造纸和家居细分行业,风轻龙跃
881,2020-11-06,睿财看市场：美国大选扰动市场难改中线趋势 ，十四五规划有望指引市场方向,恒泰睿财
882,2020-11-06,民生加银绩优基金三季报速览,民生加银基金
883,2020-11-06,【招商轻工-轻工制造行业2020年三季报总结】行业盈利符合预期，家居出口成最大亮点,招商轻工
884,2020-11-06,纸与林木产品行业：Q3公募增配轻工 重视景气加速回升下的龙头配置价值,新浪
885,2020-11-04,三季度A股营收重回正增长 超八成公司实现盈利,证券时报
886,2020-11-03,钱少如何打新股？分享两个新思路！,菜鸟理财
887,2020-11-03,171股今日获机构买入评级,证券时报网
888,2020-11-03,【山证轻工】晨光文具（603899.SH） ：Q3业绩重回双位数增长轨道，净利率环比大幅提升,山西证券研究所
889,2020-11-02,健盛集团||疫情影响前三季度业绩承压，订单回流期待业绩回弹,吕明可选消费研究
890,2020-11-02,裕同科技||业绩短期波动不改长期趋势，多元布局稳步发展,吕明可选消费研究
891,2020-11-02,汇川技术、美的集团等股股价创历史新高,证券时报网
892,2020-11-02,轻工制造本周专题：轻工三季报梳理,新浪
893,2020-11-02,203股今日获机构买入评级7股上涨空间超50%,证券时报网
894,2020-11-02,【华创轻工纺服】轻工制造行业2020年三季报总结：经营持续回暖，单Q3各子板块收入增速转正,风轻龙跃
895,2020-11-02,王兴的隐秘投资帝国：6年超60笔，97%领投,亿欧网
896,2020-11-02,【东兴大消费】周观点：三季度业绩加速改善，关注四季度景气持续赛道,东兴社服
897,2020-11-02,晨光文具前三季度线上营收增七成 新业务实现营收33亿占总营收39%,长江商报
898,2020-11-01,128股获买入评级最新:中航机电,中财网
899,2020-10-31,【红包】三季报——牛基怎么做？牛人怎么说？,景顺长城基金
900,2020-10-30,石头科技||Q3业绩大超市场预期，境外收入持续高增长,吕明可选消费研究
901,2020-10-30,思摩尔国际||盈利能力继续提升，2020Q3扣非后利润再超预期,吕明可选消费研究
902,2020-10-30,【华创轻工纺服】晨光文具（603899）2020年三季报点评：Q3收入业绩表现超预期，经营改善盈利稳健,风轻龙跃
903,2020-10-30,138股本月创新高52股获北向资金抢筹,证券时报网
904,2020-10-30,（上市公司人事）晨光文具财务总监张青辞职 董监高成员变化,中国经济网
905,2020-10-30,晨光文具关于公司高级管理人员辞职的公告 董监高成员变化,新浪
906,2020-10-30,173股今日获机构买入评级,证券时报网
907,2020-10-30,晨光文具：公司财务总监张青先生辞职 董监高成员变化,Wind
908,2020-10-30,晨光文具(603899)：Q3传统业务大超预期 新业务Q4继续回暖,新浪
909,2020-10-30,晨光文具(603899)：Q3业绩提速 龙头韧性凸显,新浪
910,2020-10-29,公牛集团||Q3业绩强势复苏，继续看好全年表现,吕明可选消费研究
911,2020-10-29,晨光文具(603899)2020年三季报点评：利润超预期 传统业务改善明显,新浪
912,2020-10-29,晨光文具(603899)2020年三季度报告点评：办公用品驱动公司业绩回暖 Q3业绩超预期,新浪
913,2020-10-29,晨光文具(603899)：Q3增长超预期 深厚护城河为发展保驾护航,光大证券
914,2020-10-29,晨光文具(603899)公司信息更新报告：2020Q3业绩超出预期 传统核心业务显着回暖,新浪
915,2020-10-29,晨光文具(603899)：Q3传统零售表现亮眼 继续稳步前行,新浪
916,2020-10-29,晨光文具(603899)：单三季度归母净利润超预期 各项业务触底回升,广发证券
917,2020-10-29,明星基金经理加仓光伏板块,深圳商报
918,2020-10-29,解码7788份公募基金三季报：“吃药喝酒”仍为主流，明星基金经理持仓分化,Wind
919,2020-10-29,解码7788份公募基金三季报： “吃药喝酒”仍为主流 明星基金经理持仓分化,21世纪经济报道
920,2020-10-29,道达投资手记：欧洲股市大跌 根源还是疫情,每日经济新闻
921,2020-10-28,顾家家居||2020Q3业绩超出预期，下游需求有望继续回暖,吕明可选消费研究
922,2020-10-28,吃药喝酒还是拥抱科技？傅鹏博、刘格菘、冯明远、张坤......明星基金经理三季报调仓路径曝光,21世纪经济报道
923,2020-10-28,晨光文具业绩重获增长！郁亮：万科要在房地产赛道走下去！,搜狐
924,2020-10-28,欧洲股市大跌——道达投资手记,每日经济新闻
925,2020-10-28,154股今日获机构买入评级,证券时报网
926,2020-10-28,33只股股价创历史新高,证券时报网
927,2020-10-28,三季度规模大增 多只老基金炼成“爆款”,金融投资报
928,2020-10-28,仓位有升有降贵州茅台仍受青睐 高估值品种料承压,中证网
929,2020-10-28,魔筷科技完成亿元及以上人民币C+轮融资,亿邦动力
930,2020-10-28,【财报智读】晨光文具：2020年前三季度营业总收入85.38亿元，归母净利润9.13亿元,面包财经
931,2020-10-28,【面包财报】晨光文具：2020年前三季度营业总收入85.38亿元，归母净利润9.13亿元,面包财经
932,2020-10-28,明星基金经理最新持仓大曝光！,Wind
933,2020-10-28,晨光文具：前三季度净利润同比增长13.85%,Wind
934,2020-10-28,【浙商轻工】晨光文具：三季度经营环比显著修复，盈利表现略超市场预期,轻饮可乐
935,2020-10-28,今日565公司公布三季报65家业绩增幅翻倍,证券时报网
936,2020-10-28,晨会聚焦201030重点关注移远通信、阳光电源、华工科技、药明康德、通化东宝、奇安信、广电计量、电连技术、豆神教育、福耀玻璃,国信研究
937,2020-10-28,重仓股曝光 金牛基金经理调仓“门道”明晰,中证报
938,2020-10-27,九阳股份||2020Q3公司收入端快速增长，利润端略低于预期,吕明可选消费研究
939,2020-10-27,【万联大消费|晨光文具(603899)】2020年三季报点评：无惧疫情变改，文具龙头Q3业绩表现亮眼,陈雯消费深度研究
940,2020-10-27,【红包】近半年收益率超50%！快来看看刘彦春的“季考”答卷,景顺长城基金
941,2020-10-27,【万联大消费-轻工制造| 季报点评】晨光文具：无惧疫情变改，文具龙头Q3业绩表现亮眼,万联证券研究所
942,2020-10-27,明星基金经理最新持股大曝光！,中国基金报
943,2020-10-27,百亿级基金仍高仓位“吃药喝酒玩科技”,金融投资报
944,2020-10-27,重磅！明星基金经理刘彦春、归凯、黄兴亮、邹曦、刘辉最新持股大曝光！,中国基金报
945,2020-10-27,重磅！明星基金经理三季度调仓换股，新欢旧爱大揭秘！,万得基金
946,2020-10-27,晨光文具：前三季度净利润9.13亿元同比增长13.85%,格隆汇
947,2020-10-27,晨光文具(603899.SH)：前三季净利升13.85%至9.13亿元,格隆汇
948,2020-10-26,跌得让我心动的12家公司,雪球
949,2020-10-26,消费产业周报：继续优先配置可选消费,新浪
950,2020-10-26,股票仓位为94.25% 重仓片仔癀、美的集团等,中投网
951,2020-10-26,轻工制造行业研究周报：聚焦业绩主线 推荐三季度组合,新浪
952,2020-10-26,轻工行业周报：9月家具零售回暖 开学季文化办公用品增速创新高,新浪
953,2020-10-26,【东兴大消费】周观点：9月社零同比增长3.3%，消费持续复苏,东兴社服
