,2021-12-31,科技驱动品牌突破 米蓓尔年终斩获三项大奖,美通社
883,2021-06-28,【银河科创板吴砚靖/邹文倩/李璐昕】行业动态 2021.5丨科创板整体估值处于历史低位，多因素利好配置环境,中国银河证券研究
884,2021-06-28,机构席位大宗交易买力下降，白酒龙头现激烈博弈,Wind
885,2021-06-27,58岁玻尿酸女王，还想IPO敲钟：已坐拥1600亿市值,投资界
886,2021-06-26,行业观察|医美巨头纷纷抢滩肉毒素为何该领域成为玻尿酸大企“心头爱”？,财联社
887,2021-06-26,【618深度解析：新老平台各有精彩，“颜值经济”高景气】开源零售黄泽鹏团队,泽鹏商业观察
888,2021-06-26,基金看好消费股后市机会，下半年可关注三大主线,Wind
889,2021-06-25,“女人的茅台”回来了！医美板块19股飘红，房地产研究员转向研究医美,时代财经
890,2021-06-25,单一产品扛过半营收，爱美客三笔投资补短板，拟港股融资，抵御玻尿酸市场“C端化”,经济观察报
891,2021-06-25,"华熙生物现11笔大宗交易 共成交4,874.45万元",新浪
892,2021-06-25,华熙生物今日大宗交易成交20.95万股，成交价232.67元折价13.44%,Wind
893,2021-06-25,医美市场再迎整顿，正向推动行业上升发展,中金在线
894,2021-06-25,多点解读爱美客赴港：是“女人的消金窟”还是“大佬的掘金池”？,36氪
895,2021-06-25,A股资金流向（6月25日）：各行业龙头重获资金青睐，短线热门股被抛售,Wind
896,2021-06-25,A股收盘综述：大金融板块强势崛起，沪指大涨终结周线3连跌,Wind
897,2021-06-25,“女人的茅台”再创新高！市值检测龙头被外资“买爆”,Wind
898,2021-06-25,左手收购海外资产，右手境外上市，爱美客的“如意算盘”,环球老虎财经
899,2021-06-25,牛市旗手暴拉，创业板重回3300！后市机会如何？,Wind
900,2021-06-25,爱美客大涨7%创历史新高 医美概念股集体飙升,第一财经
901,2021-06-25,【行情】医美概念股集体走高，爱美客、江河集团涨近7%，华熙生物、光莆股份、昊海生科、哈三联等跟涨,金十数据
902,2021-06-25,医美板块崛起，爱美客大涨7%创下历史新高,Wind
903,2021-06-25,电商行业618购物节点评：直播电商正崛起 国潮好货站上潮头,新浪
904,2021-06-25,八部门联合专项整治 医美行业“驱劣维良”迎来新机遇,中华工商时报
905,2021-06-24,医美概念大幅回落，奥园美谷跌逾8%，华熙生物跌幅超5%,证券时报网
906,2021-06-24,一心堂：与华熙生物合作 启动“药店—医美”双通道生态闭环商业模式,e公司
907,2021-06-23,休闲服务2021年中期投资策略报告：高景气需求带动供给增效 疫情后把握长期价值,新浪
908,2021-06-23,金达威：诚信药业目前未生产玻尿酸,Wind
909,2021-06-23,批发零售行业2021年中期投资策略报告会：新渠道格局与新消费机遇,新浪
910,2021-06-23,化妆品行业2021年中期投资策略报告：关注敏感肌、成分党、轻医美、国货崛起,新浪
911,2021-06-23,化妆品医美行业2021年中期投资策略：化妆品医美行业2021年中期投资策略,新浪
912,2021-06-23,今年以来医美概念指数上涨56% 女人的钱到底有多好赚？,中证报
913,2021-06-23,医美行业有望造就超长成长赛道,中证报
914,2021-06-22,46股获买入评级 最新:华熙生物,中财网
915,2021-06-22,东吴证券维持华熙生物买入评级：功能性护肤品“618”总销售额过4亿，四大品牌表现靓丽,每日经济新闻
916,2021-06-22,纺织服装行业6月第三周周报：5月服装及化妆品社零增速保持双位数增长,新浪
917,2021-06-22,中药龙头比茅台多涨16倍！看A股优质稀缺龙头30强,Wind
918,2021-06-22,医疗美容行业产业链专题报告：长坡厚雪 万亿空间,新浪
919,2021-06-22,轻工行业2021年度中期投资策略：行稳致远龙头精修内功 乘风破浪行业加速整合,新浪
920,2021-06-22,又见爱美客财务负责人闪辞，为何老是干不长久？,时代财经
921,2021-06-22,医美板块是否还有机会？,上证报
922,2021-06-22,医药行业2021年半年报业绩前瞻：CXO、生物制品、创新器械、医疗服务有望持续高增长,西南证券
923,2021-06-22,爱美客财务高管为何老是干不长久？,新浪
924,2021-06-22,医美概念股继续回暖，太极集团涨超8%，哈三联、济民医疗、朗姿股份、华熙生物,新浪
925,2021-06-22,A股早报2021年6月22日星期二,Wind
926,2021-06-22,几近腰斩后 爱美客三个月不到收复失地 机构赚翻了但也开始谨慎了,上证报
927,2021-06-22,【社服-刘文正】2021零售行业中期策略：掘金“颜值经济”新消费，见证国货崛起大浪潮,安信证券研究
928,2021-06-22,安信研究|晨会在线20210622,安信证券研究
929,2021-06-21,华熙生物6月21日现7笔大宗交易,证券时报网
930,2021-06-21,华熙生物现7笔大宗交易合计成交126.96万股,证券时报网
931,2021-06-21,一文看懂玻尿酸食品到底是不是“智商税”,北国网
932,2021-06-21,A股资金流向（6月21日）：牧原股份、格力电器连遭资金抛售,Wind
933,2021-06-21,国药一致：子公司有少量医美业务，所占份额很小,Wind
934,2021-06-21,商业贸易行业周报：618大促近尾声 群雄抢筹 各自精彩,新浪
935,2021-06-21,医美板块反弹，医美三剑客齐升，A股含“美”量最高医疗器械ETF（159883）早盘一度涨超2%！,资本邦
936,2021-06-21,医美概念股重拾升势 机构：国内市场提升空间广阔丨牛熊眼,第一财经
937,2021-06-21,医美概念再度活跃，朗姿股份涨逾8%，爱美客涨幅超5%,证券时报网
938,2021-06-21,医美板块全线反弹华熙生物、爱博医疗双双涨超7%,格隆汇
939,2021-06-21,医美概念盘中放量拉升，哈三联直线涨停，中信看好医美生物材料龙头华熙生物、爱美客等,金融界
940,2021-06-21,【行情】医美概念股全线反弹，华熙生物、爱美客双双涨超6%，哈三联、贝泰妮、华东医药等跟涨,金十数据
941,2021-06-21,医美概念走强 华熙生物涨超7%,e公司
942,2021-06-21,商业贸易行业跟踪周报：618大促收官 全网销售额高增 国牌表现抢眼,新浪
943,2021-06-21,A股早报2021年6月21日星期一,Wind
944,2021-06-21,医美行业空间广阔，推荐医美生物材料龙头,中信证券
945,2021-06-21,医美｜医疗美容：长坡厚雪，万亿空间,中信证券研究
946,2021-06-20,全球最大玻尿酸生产企业在天津滨海新区投产,东方网
947,2021-06-20,【开源零售|周视角】5月社零增速稳健，“618”购物节如火如荼,泽鹏商业观察
948,2021-06-19,寻找医美的“茅台”,证券之星
949,2021-06-19,华熙生物：天津厂区正式投产，生物活性材料产能增加千吨,Wind
950,2021-06-19,A股版图十年大变迁,Wind
951,2021-06-18,华熙生物天津厂区正式投产,证券时报网
952,2021-06-18,医药生物行业2021年下半年投资策略：短期有扰动 长期发展趋势向好,新浪
953,2021-06-18,"华熙生物现3笔大宗交易 共成交13,357.89万元",新浪
954,2021-06-18,华熙生物今日大宗交易成交63万股，成交价212.03元折价13.56%,Wind
955,2021-06-18,零售双周报2021年02期：社零消费稳定恢复 医美监管趋严促行业良性发展,新浪
956,2021-06-18,商业贸易行业简评报告：受前期基数走高影响 5月社零增速环比回落,新浪
957,2021-06-17,华熙生物现18笔大宗交易总成交金额1.34亿元,证券时报网
958,2021-06-17,2021药企市值大洗牌！医美、疫苗上市公司直冲榜单前列,新康界
959,2021-06-17,"华熙生物现18笔大宗交易 共成交13,393.63万元",新浪
960,2021-06-17,A股资金流向（6月17日）：芯片板块疯狂“吸金”，龙头股获抢筹,Wind
961,2021-06-17,医美行业八大部委联手整治非法医美服务政策点评：医美整治 涤浊扬清 良币驱劣币,新浪
962,2021-06-17,商业贸易行业：5月社零同比增长12.4% 各品类保持稳健发展,广发证券
963,2021-06-17,商业贸易行业研究：5月社零同比+12.4% 受假期带动服务消费复苏明显,新浪
964,2021-06-17,医药板块相对估值位于历史中等水平 关注两条主线,银河证券
965,2021-06-17,【5月社零同比+12.4%，受假期带动服务消费复苏明显】开源零售黄泽鹏团队,泽鹏商业观察
966,2021-06-16,医疗板块集体回调，医疗器械ETF（159883）收跌3.04％全天高溢价，此前连续5日净申购！,资本邦
967,2021-06-16,【万联大消费 | 行业深度】化妆品消费持续火热，21Q1业绩恢复强劲,万联证券研究所
968,2021-06-16,医美“黑市”泛滥，八部门联手整治 业内：监管让“水下市场”浮出水面,每日经济新闻
969,2021-06-16,八部门联手整治非法医美 玻尿酸龙头华熙生物：监管趋严是行业大势,每日经济新闻
970,2021-06-16,万联证券--化妆品行业2020年报&2021年一季报综述：化妆品消费持续火热，21Q1业绩恢复强劲【行业研究】,金融界股吧
971,2021-06-16,首席周观点：光伏产业柳暗花明景气重启 海风地补落地确定性夯实,新浪
972,2021-06-16,医药生物行业周报：八部委联合发布打击非法医美专项整治方案 医美市场有望逐步规范化,新浪
973,2021-06-15,【万联大消费|化妆品行业专题】化妆品行业2020年报&2021年一季报综述：化妆品消费持续火热，21Q1业绩恢复强劲,陈雯消费深度研究
974,2021-06-15,机构游资轮番进场 是谁炒高了医美 又是谁在接盘？,新浪
975,2021-06-15,A股资金流向（6月15日）：主板两只新股疯狂“吸金”,Wind
976,2021-06-15,纺织服装行业：板块持续活跃 布局中报有望快速增长的龙头,新浪
977,2021-06-15,商贸零售行业：八部委发文打击非法医疗美容服务 每日优鲜、叮咚买菜赴美提交招股书,新浪
978,2021-06-15,同一天，朗姿股份的减持公告也受到了市场的高度关注，还引发公司股价连续跌停。 减持股份,财华社
979,2021-06-15,【行业一线】八部门联手出击整治！医美行业将迎来怎样的变化？,财华社
980,2021-06-15,化妆品行业研究：5月、“618预售”部分国产品牌电商销售靓丽,国金证券股份有限公司
981,2021-06-15,A股早报2021年6月15日星期二,Wind
982,2021-06-15,医药行业2021年6月投资月报：6月仍然是较好的窗口期 两条思路配置医药,西南证券
983,2021-06-14,【开源零售|周视角】每日优鲜、叮咚买菜双双提交招股书，前置仓生鲜电商龙头竞争激烈,泽鹏商业观察
984,2021-06-13,行业供给侧改革叠加板块累积涨幅巨大，上市医美公司迎来减持潮 减持股份,经济观察报
985,2021-06-13,37家A股上市械企“销售费用”大比拼！,medworld器械世界
986,2021-06-11,八部委联合发文，医美行业迎最强监管！这只龙头股6月已跌逾3成，洗牌潮来袭？ 行业恶化,21世纪经济报道
987,2021-06-11,化妆品行业点评报告：医美合规进程加速 利好长期发展,新浪
988,2021-06-11,医美行业迎最强监管，八部委联合发文整顿，朗姿股份6月股价已跌逾3成，行业洗牌潮来袭？,21世纪经济报道
989,2021-06-11,医美行业点评：八部委政策出台 合规加速行业出清,新浪
990,2021-06-11,"华熙生物现14笔大宗交易 共成交16,425.02万元",新浪
991,2021-06-11,华熙生物今日大宗交易成交79.13万股，成交价207.57元折价13.86%,Wind
992,2021-06-11,行业迎来深度调整与深层分化 谁是医美服务概念股“一哥”？,新浪
993,2021-06-11,商业贸易行业信息点评：八部门联合打击非法医美 监管趋严利好行业龙头,新浪
994,2021-06-11,A股资金流向（6月11日）：新能源、疫苗龙头获资金回流,Wind
995,2021-06-11,【国元商社】化妆品行业2021年5月数据跟踪：玉泽、薇诺娜618预售表现亮眼,典评文娱
996,2021-06-11,医美概念走势现分化，八部委开展非法医美专项整治，利好行业龙头,证券时报网
997,2021-06-11,浙商证券：八部委开展非法医美专项整治，利好行业长久发展,智通财经
998,2021-06-11,东莞证券--医药生物行业八部委联合打击非法医美服务事件点评：国家严打黑医美，利好相关龙头企业【行业研究】,金融界股吧
999,2021-06-11,百元股数量达163只，一日增加5只,证券时报网
1000,2021-06-11,医美行业投资框架：寻找中国医美的艾尔建,新浪
1001,2021-06-11,美国通胀超预期落地，全球市场不怕了，A股跟吗？,Wind
1002,2021-06-11,【医美行业点评：八部委联合开展打击非法医美服务专项整治，行业规范利好合规龙头】开源零售黄泽鹏团队,泽鹏商业观察
1003,2021-06-10,华熙生物樊媛：品类创新的背后是什么？｜消研所沙龙,钛媒体
1004,2021-06-10,"华熙生物现16笔大宗交易 共成交32,815.10万元",新浪
1005,2021-06-10,医美股集体暴跌背后：减持大幕开启 朗姿股份领跌 企业无心恋战高位套现 连续下跌,华夏时报
1006,2021-06-10,国盛证券--医美行业2021中期策略：科技变美，服务赋能【行业研究】,金融界股吧
1007,2021-06-10,科创板行情下机构投资新风向：前期超跌引掘金，布局未来核心资产,Wind
