,2021-12-31,中国CXO行业跟踪报告,周观宇论
918,2021-04-06,医药行业周报：当前是反弹最佳窗口期 加配低估值高增长标的,西南证券
919,2021-04-06,A股收盘综述：指数窄幅整理，氢能及燃料电池概念股爆发,Wind
920,2021-04-06,医药行业周报：核心资产景气回归 关注第二批耗材集采进程,新浪
921,2021-04-06,CRO板块闪崩，龙头药明康德、康龙化成双双跌超4%,Wind
922,2021-04-05,医药行业一周观察：调整后重归均衡 关注内生成长明确的一二线公司,新浪
923,2021-04-05,一文看懂为何近期医疗服务、医美标的股价反弹涨幅较大,21世纪经济报道
924,2021-04-05,医药行业2021年4月投资策略：业绩驱动渐入佳境,新浪
925,2021-04-02,政策带火CXO公司 国内“狼多肉少”头部企业海外寻订单,华夏时报
926,2021-04-02,四大CXO企业2020年成绩单大比拼：药明康德营收净利拔头筹，国内“狼多肉少”头部企业海外寻订单,华夏时报
927,2021-04-02,销售每日AH推荐,新浪
928,2021-04-02,“流量模式”驱动「医药外包服务」产业链布局，一体化发展成主流！,火石创造
929,2021-04-01,【异动股】康龙化成(03759-HK)涨3.13%,财华社
930,2021-04-01,东莞证券--康龙化成2020年年报点评：全产业链CXO新秀，板块协同促成长【公司研究】,金融界股吧
931,2021-04-01,国内外需求同频共振，「医药外包服务」迎来黄金十年！,火石创造
932,2021-04-01,康龙化成(300759)：盈利能力持续改善 高增长CDMO业务带来天花板的突破,新浪
933,2021-04-01,重磅 | 2020年度业绩超预期个股TOP60,中信建投证券研究
934,2021-03-31,医药研发外包行业：高成长性依旧，CRO龙头净利率再创新高,云掌财经
935,2021-03-31,康龙化成(300759.SZ)实控人的一致行动人龙泰康质押53万股,智通财经
936,2021-03-31,里昂：重申康龙化成(03759)“买入”评级 目标价升56%至165.87港元,智通财经
937,2021-03-31,大行评级|里昂：上调康龙化成(3759.HK)目标价至165.87港元评级“买入”,格隆汇
938,2021-03-31,最强赛道里的超级白马股，业绩增速超快，成长空间依然巨大,云掌财经
939,2021-03-31,康龙化成收入大幅增长，盈利表现更佳,云掌财经
940,2021-03-31,北向资金增仓榜：25股持股量环比增加超30%,证券之星
941,2021-03-30,大摩增持康龙化成(03759)约40.95万股，每股作价123.30港元,智通财经
942,2021-03-30,CXO龙头康龙化成2020年业绩强劲依旧，临床研究服务增速最高,药智网
943,2021-03-30,康龙化成(300759)年报点评：业绩稳健增长 产能持续扩张,渤海证券
944,2021-03-30,渤海证券--康龙化成年报点评：业绩稳健增长，产能持续扩张【公司研究】,金融界股吧
945,2021-03-30,医疗股获资金热捧，机构看好的个股名单来了,第一财经
946,2021-03-30,康龙化成(300759)：业绩符合预期 持续扩大产业版图,新浪
947,2021-03-30,港股异动|康龙化成(3759.HK)大涨近11%2020年拥有人应占利润大增114.3%,格隆汇
948,2021-03-30,【异动股】康龙化成(03759-HK)涨8.78%,财华社
949,2021-03-30,西南证券给予康龙化成买入评级，业绩高速增长，各板块协同效应凸显,每日经济新闻
950,2021-03-30,康龙化成(300759)：2020年业绩表现优异 各项业务实现较快成长,新浪
951,2021-03-30,【兴业证券晨会聚焦0330】海外-中海油服深度；医药-康龙化成；食饮-光明乳业；建筑-中钢国际；电新-恩捷股份；金融-中国太保,兴证研究
952,2021-03-29,【解读】康龙化成：新药研发“卖铲人”，未来前景如何？,财华社
953,2021-03-29,此外，药明康德、泰格医药、凯莱英等CRO龙头同样也存在着被股东持续减持的潜在情形。 减持股份,财华社
954,2021-03-29,高瓴早已洞穿趋势！CXO最重磅的未来，不在于大分子CDMO！,瞪羚社
955,2021-03-29,【权益变动】康龙化成(03759-HK)获摩根士丹利增持40.9505万股,财华社
956,2021-03-29,医药行业一周观察：继续推荐成长性确定且估值合理的优质标的,新浪
957,2021-03-29,一图看懂康龙化成2020年年报,药通社
958,2021-03-29,华金证券维持康龙化成增持评级：业绩符合预期，持续扩大产业版图,每日经济新闻
959,2021-03-29,【浙商|孙建】康龙化成：全球化成型，看好盈利能力持续突破,杏林建研
960,2021-03-29,康龙化成（300759）年报点评：全年业绩高增，一体化竞争优势凸显【东吴医药朱国广团队】,国广有话说
961,2021-03-29,安信证券给予康龙化成买入评级：一体化平台优势明显，技术进步驱动成长,每日经济新闻
962,2021-03-29,东吴证券给予康龙化成买入评级，2020年年报点评：全年业绩高增，一体化竞争优势凸显,每日经济新闻
963,2021-03-29,【异动股】康龙化成(03759-HK)涨3.72%,财华社
964,2021-03-29,康龙化成2020年净利增长110%以上 财报密集期多公司业绩向好,巨丰财经
965,2021-03-29,67只港股获南向资金大比例持有,证券之星
966,2021-03-29,【招商医药】康龙化成年报深度点评：各业务板块发展势头良好，致力成为多疗法药物研发服务全球领军企业,招商医讯
967,2021-03-29,康龙化成(300759)：业绩符合预期 商业化项目逐步落地 看好一体化平台长期成长性,新浪
968,2021-03-28,【康龙化成 | 年报点评】一体化平台优势明显，技术进步驱动成长,医药马帅团队
969,2021-03-28,晚间重要公告2021年3月28日星期日,Wind
970,2021-03-28,康龙化成(300759.SZ)：拟以2.6亿元参与关联方康君投资和宁波康湾设立的康君仲元,格隆汇
971,2021-03-28,康龙化成(300759.SZ)：拟使用合计不超40亿元闲置自有资金适时购买中低风险理财产品,格隆汇
972,2021-03-28,康龙化成：对控股子公司拟发生不超过18亿元担保额度 大额借贷担保,Wind
973,2021-03-28,智通港股公告精选︱(3.28)康龙化成2020年拥有人应占利润11.72亿元 同比增长114.3%,智通财经
974,2021-03-28,公告精选：康龙化成2020年拥有人应占利润同比增114.3%,新浪
975,2021-03-28,康龙化成：2020年盈利11.72亿人民币，同比增长114.26%,Wind
976,2021-03-28,【中金医药】持续关注龙头企业，创新是核心驱动力，调整即是机会-中金医药周报,陆家嘴医药代表
977,2021-03-28,康龙化成(03759-HK)末期息派0.3元人民币,财华社
978,2021-03-28,康龙化成(03759)拟出资2.6亿元参与私募股权投资基金,智通财经
979,2021-03-28,康龙化成(03759)拟续聘安永华明及安永,智通财经
980,2021-03-28,康龙化成(03759)拟使用不超过40亿元的闲置自有资金适时购买中低风险理财产品,智通财经
981,2021-03-28,康龙化成(03759)预计对控股子公司发生不超过18亿元担保额度 大额借贷担保,智通财经
982,2021-03-28,康龙化成(03759)拟削减注册资本,智通财经
983,2021-03-28,康龙化成(03759)2020年拥有人应占利润11.72亿元 同比增长114.3%,智通财经
984,2021-03-28,康龙化成(300759.SZ)回购注销19.3万股限制股 回购价为17.85元/股,智通财经
985,2021-03-28,康龙化成(300759.SZ)年度归母净利同比增114.25%至11.72亿元 每10股派3元,智通财经
986,2021-03-28,康龙化成(300759.SZ)2020年归母净利增长114.25%至11.72亿元 拟10派3元,格隆汇
987,2021-03-28,康龙化成：2020年净利润11.72亿元 同比增114%,e公司
988,2021-03-28,康龙化成：2020年净利润同比增长114.25%,Wind
989,2021-03-27,「财富周评榜」“医茅们”表现分化：迈瑞医疗市值涨304亿，“女人的茅台”爱美客周跌超13%,华夏时报
990,2021-03-27,中签投资者要哭了 B站开盘或直接破发 只因一大乌龙！ 连续下跌,中财网
991,2021-03-26,中签投资者要哭了，开盘或直接破发，只因一大乌龙！CRO龙头20%涨停，业绩爆棚的概念股来了 连续下跌,证券时报
992,2021-03-26,三大概念受59亿主力资金追捧,证券时报网
993,2021-03-26,康龙化成年度报告：2020年净利润同比增长114%拟10派3元,36氪
994,2021-03-26,【异动股】康龙化成(03759-HK)涨8.11%,金融界
995,2021-03-26,【行情】港股医药股走强，康龙化成涨8.4%，信达生物涨7.56%，康哲药业涨6.6%，中国生物制药涨4%，先声药业涨超3%,金十数据
996,2021-03-26,药石科技大涨超15%，公司2020年净利增21.13%拟10转3派1元,Wind
997,2021-03-26,财报前瞻|平台协同效应强，康龙化成Q4业绩能否再创新高？,富途证券
998,2021-03-25,【权益变动】康龙化成(03759-HK)获FMR LLC增持27.44万股,财华社
999,2021-03-25,【异动股】康龙化成(03759-HK)涨3.74%,金融界
1000,2021-03-24,陆股通周监控第81期：配置盘继续逆势增配,新浪
1001,2021-03-23,晶云药物科创板IPO暂缓审议：毛利率波动较大 创新产品遭诺华起诉 诉讼纠纷,中华网
1002,2021-03-22,【权益变动】康龙化成(03759-HK)被摩根士丹利减持40.4438万股 减持股份,财华社
1003,2021-03-22,南向资金高比例持有港股名单,证券之星
1004,2021-03-21,医药生物行业周报：基因细胞治疗CDMO黄金赛道有望孕育下一个药明生物,新浪
1005,2021-03-20,康龙化成毛利率和净利率齐升，直逼行业龙头,富途证券
1006,2021-03-19,FMR LLC增持康龙化成(03759)26.41万股，每股作价126.8254港元,智通财经
1007,2021-03-19,医药生物行业：业绩弹性逐步释放 关注一季报高增长品种,新浪
1008,2021-03-18,【权益变动】康龙化成(03759-HK)获FMRLLC增持26.41万股,财华社
1009,2021-03-18,【异动股】康龙化成(03759-HK)涨3.15%,财华社
1010,2021-03-18,创新药板块热度不减，双鹭、海思科、丽珠、人福、贝达、康龙化成均大涨,Wind
1011,2021-03-18,康龙化成(300759)：一体化CRO+CDMO服务平台深化融合 全球化发展立身科技前沿,新浪
1012,2021-03-17,康龙化成(300759)：产业链协同效应凸显 一体化布局带动长期发展,西南证券
1013,2021-03-17,康龙化成(300759)：具有国际影响力的一体化CROC(D)MO龙头,新浪
1014,2021-03-17,西南证券给予康龙化成买入评级，产业链协同效应凸显，一体化布局带动长期发展，目标价格为138.6元,每日经济新闻
1015,2021-03-17,【异动股】康龙化成(03759-HK)涨4.79%,财华社
1016,2021-03-16,医药生物行业周报：CXO、医疗服务、生物制品等板块预计Q1高增长,新浪
1017,2021-03-16,67只港股获南向资金大比例持有,证券之星
1018,2021-03-15,各种“茅”集体重挫！外资仍在扫货，资金流向低估值赛道？,Wind
1019,2021-03-15,港股异动 | 康龙化成(03759)尾盘跌近10% 此前公告称股东拟累计减持不超5%的公司股份 拟减持股份,智通财经
1020,2021-03-15,【异动股】康龙化成(03759-HK)跌3.73%,财华社
1021,2021-03-15,迈瑞医疗、爱尔眼科、长春高新、泰格医药、康龙化成等机构抱团股均跌超5%,Wind
1022,2021-03-15,CXO行业表现如何？各大药企2020年业绩一览,制药网
1023,2021-03-15,一批基金最新持仓曝光！减仓前期热门股，重仓这些股票,Wind
1024,2021-03-13,【浙商|孙建】凯莱英：差异化优势加速体现的 CDMO 龙头,杏林建研
1025,2021-03-13,制药行业周榜：医药龙头股表现分化，云南白药市值超越片仔癀,华夏时报
1026,2021-03-12,康龙化成(03759)：康君宁元已募集完毕 募集到位资金合计5.17亿元,智通财经
1027,2021-03-12,康龙化成(03759.HK)：康君宁元已募集完毕,格隆汇
1028,2021-03-12,康龙化成(03759.HK)3月26日举行董事会会议审批年度业绩,格隆汇
1029,2021-03-12,医药板块跌势逐渐减缓，多只龙头股涨超3%,制药网
1030,2021-03-12,医药板块跌势逐渐减缓，多只涨超3%,制药网
1031,2021-03-11,大医药细分领域，CXO渐成“时代宠儿”,Wind
1032,2021-03-11,康龙化成(03759.HK)实控人龙泰康质押126.5万股,格隆汇
1033,2021-03-11,康龙化成(300759.SZ)股东龙泰康质押126.5万股,智通财经
1034,2021-03-11,康龙化成：公司实际控制人的一致行动人126万股股份质押,每日经济新闻
1035,2021-03-11,医药板块大幅回暖,Wind
1036,2021-03-11,【异动股】康龙化成(03759-HK)涨6.91%,财华社
1037,2021-03-11,1个月斩获4个医疗IPO，3个为最大机构投资人，君联资本不仅是踩对了风口,投中网
1038,2021-03-11,爱尔眼科、美年健康、凯莱英、泰格医药、康龙化成等涨超6%,Wind
1039,2021-03-11,南向资金高比例持有港股名单,证券之星
1040,2021-03-10,【异动股】康龙化成(03759-HK)涨6.74%,财华社
1041,2021-03-09,医药行业周报：逐步布局一季报高增长核心资产,新浪
1042,2021-03-09,【异动股】康龙化成(03759-HK)涨3.95%,财华社
1043,2021-03-09,国盛证券--医药生物行业周报：全民免疫迫在眉睫，新冠疫苗的热点问题怎么看【行业研究】,金融界股吧
1044,2021-03-09,医药生物行业半月谈：医药行业估值性价比开始凸显 适时布局高景气赛道和高成长个股,国海证券
1045,2021-03-09,69只港股获南向资金大比例持有,证券之星
1046,2021-03-08,FMR LLC减持康龙化成(03759)22.5万股，每股作价约138.34港元 减持股份,智通财经
1047,2021-03-08,【异动股】康龙化成(03759-HK)跌9.11%,金融界
1048,2021-03-08,70只港股获南向资金大比例持有,证券之星
1049,2021-03-08,医疗健康行业：调整是布局良机 重点关注新冠疫苗加速接种带来的投资机会,新浪
1050,2021-03-07,医药板块估值有多贵？哪些估值贵？【东吴医药朱国广团队|0307周报】,国广有话说
1051,2021-03-05,【权益变动】康龙化成(03759-HK)被FMRLLC减持22.5万股 减持股份,财华社
1052,2021-03-05,大股东动向｜重要信号！实控人减持同比下降了，一周减持榜：66家上市公司预减持，富瀚微15%天量减持为何越减越涨？ 减持股份,21世纪经济报道
