,2021-12-29,北向资金年末交投持续低迷净买入逾6亿元，连续4日加仓宁德时代累计扫货超20亿,Wind
915,2020-08-30,估值蚂蚁集团：谁的资本盛宴？,Wind
916,2020-08-29,估值蚂蚁：谁的资本盛宴？,经济观察网
917,2020-08-29,104公司利润环比连增45家步入绩优股行列,证券时报网
918,2020-08-28,定了！安达系成为华泰人寿实控人 控制人变化,21世纪经济报道
919,2020-08-28,2000亿消费巨头罕见涨停！A股这项数据突变，牛股榜被它们包揽，超30亿资金猛砸芯片龙头,证券时报
920,2020-08-28,王者解盘：盘面出现积极信号，下周或攻击前高,金融界
921,2020-08-28,76股主力资金净流入超亿元,证券时报网
922,2020-08-28,889亿主力资金近三日撤出全A(非陆股通重仓前100)概念股,证券时报网
923,2020-08-28,白酒股资金大幅流入特斯拉、消费电子等板块热情消退,金融界
924,2020-08-28,盛视早参：美联储“祭出”新政 提振权益市场,新浪
925,2020-08-28,基金公司上半年最强经营成绩出现了,中国基金报
926,2020-08-28,融资盘分散于多板块 海通证券融券余量大幅增加,金融界
927,2020-08-28,基金公司上半年最强经营成绩出现！6家基金公司净利润增幅超过1倍,中国基金报
928,2020-08-28,A股融资融券日报：两融余额增加32.37亿元（8月27日）,Wind
929,2020-08-28,睿财看市场： 资金围猎创业板，布局科创板的窗口或已出现,恒泰睿财
930,2020-08-28,基金公司上半年最强经营成绩出现了！,中国基金报
931,2020-08-28,【山证早班车】山西证券：晨会纪要（20200828）,山西证券研究所
932,2020-08-28,上市公司正负面新闻2020年8月28日星期五,Wind
933,2020-08-27,主力资金连续8天净流出，A股成交额创出近两个月新低,澎湃新闻
934,2020-08-27,【主力资金】2000亿新能源龙头业绩爆棚，主力重金杀入,证券时报网
935,2020-08-27,天弘基金2020年上半年实现营收41.02亿元,中证网
936,2020-08-27,数据复盘| 42股主力资金净流入超亿元 北向资金净买入宁德时代逾11亿元,证券时报网
937,2020-08-27,刚刚下班、即将下班或是又要加班的你需要知道这些大事,第一财经
938,2020-08-27,天弘基金上半年净利13.67亿元 上年同期为10.59亿元,e公司
939,2020-08-27,君正集团：上半年净利同比下降7.35% 盈利能力下降,e公司
940,2020-08-27,君正集团(601216.SH)半年度净利润降7.35%至13.25亿元 盈利能力下降,格隆汇
941,2020-08-27,君正集团：上半年净利减7.35%，参股公司天弘基金净利13.67亿元,Wind
942,2020-08-27,君正集团：上半年净利润13.25亿元同比减少7.35% 盈利能力下降,格隆汇
943,2020-08-27,创业板16股涨停，A股成交量却跌回两月前,Wind
944,2020-08-27,A股震荡收高创指涨1.7%半导体等板块领涨,中新经纬
945,2020-08-27,策略日报：A股有回稳预期 但力度或不强,新浪
946,2020-08-27,君正集团27天15板，蚂蚁金服概念上演“冰火两重天”,环球老虎财经
947,2020-08-27,君正集团：公司糊状聚氯乙烯产品不用于生产医用手套,发布易
948,2020-08-27,9股获融资客买入占成交额比超三成,证券时报网
949,2020-08-27,北上资金小幅流入特斯拉、半导体资金流入高度集中,金融界
950,2020-08-27,两市半日成交5000亿：主力拥抱汽车股宁德时代持续获买入,新浪
951,2020-08-27,资金依旧青睐创业板,新浪
952,2020-08-27,财融汇·日间资讯,财通证券融资融券部
953,2020-08-27,两融数据：君正集团再获青睐融券盘抱团银行股,金融界
954,2020-08-27,杠杆资金大手笔加仓22股,证券时报网
955,2020-08-27,两市两融余额减少69.23亿元 75股融资余额增幅超5%,证券时报网
956,2020-08-27,22股获融资净买入超5000万元 君正集团居首,证券时报网
957,2020-08-27,A股融资融券日报：两融余额减少69.23亿元（8月26日）,Wind
958,2020-08-27,A股早报2020年8月27日星期四,Wind
959,2020-08-27,【收盘简评】2020-08-27,赢家之星
960,2020-08-26,【收盘简评】2020-08-26,赢家之星
961,2020-08-26,刀锋：巨无霸重挫A股，注意两大潜在风险！(附龙头股复盘),新浪
962,2020-08-26,【26日资金路线图】主力资金净流出796亿元 龙虎榜机构抢筹8股,证券时报网
963,2020-08-26,【超级大单】主力抛售芯片龙头股，出逃资金14亿元 股票卖空,证券时报网
964,2020-08-26,16股特大单净流入资金超1亿元,证券时报网
965,2020-08-26,数据复盘| 153亿资金撤离电子行业 君正集团获主力大幅加仓,证券时报网
966,2020-08-26,个股普跌！仅环保概念走强 这只妖股6天涨近130%,网易
967,2020-08-26,个股普跌！一妖股6天涨近130% 后市怎么走？看机构最新解读,网易
968,2020-08-26,每日午评8月26日,和讯
969,2020-08-26,23股主力资金净流入超亿元,证券时报网
970,2020-08-26,王者解盘：18罗汉调整，资金回流超跌股？,金融界
971,2020-08-26,创指跌逾2%创业板降温明显A股萎靡缩量短线等待市场企稳,财华社
972,2020-08-26,涨停板解密：政策利好，环保股逆市火爆！（8月26日）,Wind
973,2020-08-26,涨停复盘：君正集团27天15板再次起飞环保板块逆市掀涨停潮,金融界
974,2020-08-26,8月26日异动股点评：环保板块走强的逻辑 盘点四牛与四熊,山东神光
975,2020-08-26,热点退潮股市生变？主力710亿再出逃！,搜狐
976,2020-08-26,A股收盘：中芯国际创上市以来新低 较上市首日高点下跌超30%,英为财情
977,2020-08-26,弱势下探：电子板块降温，沪指跌1.3%，创指跌2.13%,澎湃新闻
978,2020-08-26,临近收盘指数跳水 半导体、农业、券商跌幅居前 |早盘收市,第一财经
979,2020-08-26,新华500指数（989001）26日下跌1.24%,新华网
980,2020-08-26,【A股收盘综述】创业板综指低收2.18%，沪指跌超1%受累半导体等回调,Wind
981,2020-08-26,蚂蚁金服概念持续走强 君正集团涨停,第一财经
982,2020-08-26,蚂蚁集团“A+H”要来，概念股活跃，已有个股暴涨280%,第一财经
983,2020-08-26,热门概念火到不行，个股却分化了，怎么把握机会？,中证报
984,2020-08-26,广州万隆：A股惊现诡异一幕 主力有图谋,广州万隆
985,2020-08-26,注册制下，个股严重分化，今天两个热点，蚂蚁金服概念和固废处理，板块太小，带不动市场人气,财经
986,2020-08-26,8月26日午盘两市净流入前20股(名单),金融界
987,2020-08-26,大金融资金大幅流出环保、医疗股再次受流动资金关注,金融界
988,2020-08-26,两市半日成交近6000亿：蚂蚁概念大涨资金抱团环保股,新浪
989,2020-08-26,午评丨三大指数集体下跌逾1%，低位环保股逆市爆发,21世纪经济报道
990,2020-08-26,午评：巨无霸引起恐慌，固废概念一枝独秀,新浪
991,2020-08-26,新华500指数午盘报5044.07点 跌1.15%,新华网
992,2020-08-26,解盘：题材股分化，环保、蚂蚁概念、中国广电略涨,Wind
993,2020-08-26,A股午盘综述：创业板综指午盘跌1.64%，12只创业板股逆市涨超10%,Wind
994,2020-08-26,午评：三大股指午前下挫均跌超1%环保股逆市爆发,金融界
995,2020-08-26,快讯：君正集团涨停 报于9.8元,金融界
996,2020-08-26,蚂蚁集团“A+H”上市要来了！阿里巴巴港股市值突破6万亿港元丨热公司,第一财经
997,2020-08-26,8月26日早盘两市净流入前20股(名单),金融界
998,2020-08-26,蚂蚁集团IPO提速，概念股发力拉升，君正集团涨停,证券时报网
999,2020-08-26,极简版！六张图看懂蚂蚁集团IPO：日赚1.2亿元！又造就多少个亿万富翁？,21世纪经济报道
1000,2020-08-26,日赚1.2亿元，人均月薪5.5万！蚂蚁集团的A股小伙伴7月以来股价一度涨超240%,南方财经网
1001,2020-08-26,蚂蚁集团递交沪港两地招股书 概念股君正集团涨停,金融界
1002,2020-08-26,A股异动：蚂蚁金服板块表现活跃，君正集团涨超6%,英为财情
1003,2020-08-26,蚂蚁金服板块涨幅继续扩大，君正集团涨停、润和软件涨约12%,Wind
1004,2020-08-26,A股融资融券日报：两融余额减少7.68亿元（8月25日）,Wind
1005,2020-08-25,主题驱动股票池：蚂蚁金服概念股名单一览！(附44股),新浪
1006,2020-08-25,蚂蚁集团招股书13大亮点：马云为实控人 10月20日前后上市,新浪
1007,2020-08-25,蚂蚁招股书和君正年报打架：天弘基金去年少赚5400万？ 欺诈造假,新浪
1008,2020-08-25,主力资金重点出击9股(名单),中财网
1009,2020-08-25,王者解盘：创业板连续反弹，散户为什么还亏钱,金融界
1010,2020-08-25,37股主力资金净流入超亿元,证券时报网
1011,2020-08-25,707亿主力资金近三日撤出全A(非陆股通重仓前100)概念股,证券时报网
1012,2020-08-25,创业板注册制顺利落地，后市怎么走？8大券商创业板投资策略来了,21世纪经济报道
1013,2020-08-24,【东北基础化工】日报/扬农化工上半年实现净利润8.27亿元同比下降2.78% 20200825 盈利能力下降,东北基础化工
1014,2020-08-24,【收盘简评】2020-08-24,赢家之星
1015,2020-08-24,【主力资金】主力抢筹3只科技股，杀入资金近50亿元,证券时报网
1016,2020-08-24,新冠疫苗成本定价，半年报发布，康希诺市值缩水77亿 连续下跌,药智网
1017,2020-08-24,30股特大单净流入资金超2亿元,证券时报网
1018,2020-08-24,数据复盘| 80亿资金潜入电子行业 京东方A获主力大幅加仓,证券时报网
1019,2020-08-24,王者解盘：创业板放量上涨凸显新机会,金融界
1020,2020-08-24,两市主力资金净流出41.85亿元，非银金融行业净流出居首,证券时报网
1021,2020-08-24,834亿主力资金近三日撤出全A(等权)概念股,证券时报网
1022,2020-08-24,66股主力资金净流入超亿元,证券时报网
1023,2020-08-24,收评：创业板2700点得而复失涨1.98% 新股康泰医学暴涨1061.42%,金融界
1024,2020-08-24,短线或许有反复，中期高点在眼前,中金在线
1025,2020-08-24,业绩来了！新冠疫苗第一股却盘中大跌13% 盈利能力下降,中国基金报
1026,2020-08-24,解盘：人气回升，次新股、生物育种、数字货币领涨,Wind
1027,2020-08-24,8月24日早盘主力巨资抢筹四大板块(附股),金融界
1028,2020-08-24,疫苗板块早盘大幅杀跌 康希诺生物中期业绩亏损1亿跌超13% 亏损,金融界
1029,2020-08-23,富时罗素半年度调整新纳入150只A股，“聪明资金”配置A股风向生变,21世纪经济报道
1030,2020-08-22,富时罗素半年度调整新纳入150只A股 外资配置A股风向发生变化,21世纪经济报道
1031,2020-08-22,历史性时刻！下周一创业板注册制交易正式开启,Wind
1032,2020-08-21,龙虎榜：2.25亿资金涌入分众传媒孙哥加仓打板沧州明珠,金融界
1033,2020-08-21,8月21日主力资金净流出201亿元,证券时报网
1034,2020-08-21,惊人相似：周五缩量反弹再现，下周值得期待？,Wind
1035,2020-08-21,主力资金重点出击13股(名单),中财网
1036,2020-08-21,君正集团：目前的主营业务为氯碱化工业务，不涉及冷链物流业务,上证报
1037,2020-08-21,盛视早参：短期低估值滞涨型个股或强于成长,新浪
1038,2020-08-21,“14天12板”后君正集团跌停，多概念傍身失灵？,环球老虎财经
1039,2020-08-21,避雷手册：清仓式减持频频出现！大股东慌了？ 减持股份,中财网
1040,2020-08-21,A股融资融券日报：两融余额减少19.27亿元（8月20日）,Wind
1041,2020-08-21,猎鹰看盘：资金观望成交量再度萎缩情绪低迷后静待反弹机会！,金融界
1042,2020-08-21,【中证盘前】民间借贷利率司法保护上限大幅下降；透景生命获QFII举牌；今日5只新股申购；纳指再创新高，特斯拉首次站上2000美元,中证报
1043,2020-08-20,【收盘简评】2020-08-20,赢家之星
1044,2020-08-20,超级大单：百万封单砸跌停 13亿资金出逃疫苗牛股,金融界
1045,2020-08-20,主力资金：3只消费电子概念股获主力追捧 杀入资金超18亿元,金融界
1046,2020-08-20,142股被主力资金净卖出超亿元 君正集团遭净卖出逾15亿元,证券时报网
1047,2020-08-20,成交不足9000亿，创业板跌破2600点，亏哭了？,搜狐
1048,2020-08-20,游资情报｜“赵老哥”妖股跌停板上捡便宜；“孙哥”携手“章盟主”打板一股未果！,每日经济新闻
1049,2020-08-20,21股特大单净流入资金超1亿元,证券时报网
1050,2020-08-20,数据复盘|北向资金连续3日净流出 君正集团遭主力资金净卖出逾15亿元,证券时报网
1051,2020-08-20,君正集团(601216.SH)：第二大股东与中信建投开展融资融券业务,格隆汇
1052,2020-08-20,龙虎榜：赵老哥接盘君正集团3机构抱团买入普利制药,金融界
1053,2020-08-20,跌停板解密：前期强势股继续轮流被抛售！（8月20日）,Wind
1054,2020-08-20,上海证券交易所2020年08月20日主板交易信息,上交所
1055,2020-08-20,8月20日主力资金净流出562亿元,证券时报网
1056,2020-08-20,1626亿主力资金近三日撤出全A(等权)概念股,证券时报网
1057,2020-08-20,8.20创业板持续走低，主板还能否带领指数再创新高？,搜狐
1058,2020-08-20,中富金石：创业板改革即将落地 市场有望迎来新的契机,中金在线
1059,2020-08-20,涨停秘钥：两数据触及底部 市场随时可能出现反弹,巨丰财经
1060,2020-08-20,和信投顾：市场缺乏主线行情 资金观望情绪浓厚,中金在线
1061,2020-08-20,又一只妖股闪崩跌停！暴涨超300%后，国际大行罕见发声看空,中国基金报
1062,2020-08-20,钢铁股直线拉升！北向资金现分歧，深股通净流入，“聪明钱”提前布局？,中证报
1063,2020-08-20,A股跌破3400点！外资净流出22亿，白酒股跌8%！后市咋走？,e公司
