,2021-12-29,卓胜微：公司已逐步推出适用于5G通信标准中sub-6GHz频段的产品并实现量产出货,每日经济新闻
711,2021-04-15,【机会挖掘】机构预计半导体产业已出现结构性转变 行业景气有望持续,同壁财经
712,2021-04-15,光大证券--通信电子行业周观点第8期：半导体一季报业绩靓丽，MLCC核心关注三环集团【行业研究】,金融界股吧
713,2021-04-14,亮眼一季报业绩催化股价表现，半导体龙头获公募基金建仓,第一财经
714,2021-04-14,A股资金流向（4月14日）：新能源龙头获资金回流，银行股遭抛售,Wind
715,2021-04-14,每日理财观察：一季度外贸进出口实现“开门红”,Wind
716,2021-04-14,5000亿市值白马跌停！抱团股闪崩都有同一特征（附表）,Wind
717,2021-04-14,35家手机产业链公司一季度业绩预喜,中证报
718,2021-04-14,“抱团股”频遭抛售，业绩成个股估值试金石,Wind
719,2021-04-13,4月13日晚间重要行业研究汇总(附股),中金在线
720,2021-04-13,中国中免跌停，抱团股接连闪崩，大市值高估公司避险指南,Wind
721,2021-04-13,信达证券--电子行业周报：半导体景气度高启，关注LED驱动芯片投资机遇【行业研究】,金融界股吧
722,2021-04-13,国海证券--卓胜微业绩预告点评：2021Q1业绩指引超预期，射频龙头持续高增【公司研究】,金融界股吧
723,2021-04-13,国海证券：卓胜微(300782.SZ)射频龙头持续高增，维持“买入”评级,智通财经
724,2021-04-13,东吴证券--卓胜微2021年一季度业绩预告点评：射频龙头效应凸显，业绩高速增长【公司研究】,金融界股吧
725,2021-04-13,华安证券--电子行业周报：关注一季报确定的面板、半导体板块【行业研究】,金融界股吧
726,2021-04-13,东吴证券：卓胜微（300782.SZ）射频龙头效应凸显，维持“买入”评级,智通财经
727,2021-04-13,光大证券--卓胜微：21Q1业绩大超预期，模组产品量价齐升【公司研究】,金融界股吧
728,2021-04-12,卓胜微：不存在向特定投资者泄漏利润分配预案相关信息的情形,Wind
729,2021-04-12,缺芯潮加剧涨价潮！6500亿半导体季报爆棚,金融界
730,2021-04-12,5G和国产替代的机遇？卓胜微一季度业绩预告超预期，股价创历史新高,每日经济新闻
731,2021-04-12,最新个股研报精选：这只个股获三大机构同时关注,中金在线
732,2021-04-12,TCL百亿定增建8.6代产线，IT面板竞争格局影响几何,吉森电子研究
733,2021-04-12,射频模组量价齐升，卓胜微Q1大赚4.89亿元！,环球老虎财经
734,2021-04-12,国信证券：卓胜微(300782.SZ)5g模组再超预期，维持“买入”评级,智通财经
735,2021-04-12,国盛证券维持卓胜微买入评级：2021Q1业绩大幅加速，射频龙头再超预期,每日经济新闻
736,2021-04-12,抓住5G和国产替代发展机遇，卓胜微一季度业绩同比预增两倍多,资本邦
737,2021-04-12,华西证券：卓胜微（300782.SZ）业绩继续超预期，维持“买入”评级,智通财经
738,2021-04-12,卓胜微（300782）财报点评：射频龙头，5G模组再超预期,国信研究
739,2021-04-12,创业板指涨幅扩大至1%,Wind
740,2021-04-12,半导体板块全线上扬，一季报预喜个股涨幅居前,Wind
741,2021-04-12,【牛人重仓】卓胜微:前复权价创历史新高，今日资金流入684.94万元，北向资金持股740.89万股，融资余额114400.81万元；前3个交易日，北向资金增持22.62万股，融资额增加18729.53万元，主力资金净流入-23204.78万元,每日经济新闻
742,2021-04-12,卓胜微(300782)2021年1季报业绩预告：射频龙头 5G模组再超预期,新浪
743,2021-04-12,IC封测企业业绩大爆发，百亿扩产正密集筹划,Wind
744,2021-04-11,【华西电子孙远峰团队—持续坚定推荐卓胜微】业绩继续超预期，多品类扩张前景可期,远峰电子
745,2021-04-11,【华西电子孙远峰-每日观点&资讯】（2021-04-12）,远峰电子
746,2021-04-11,晚间重要公告2021年4月11日星期日,Wind
747,2021-04-11,卓胜微(300782.SZ)一季度预盈4.81亿-4.96亿元 同比增长216.85%-226.73%,格隆汇
748,2021-04-11,卓胜微：一季度净利预增217%-227%,e公司
749,2021-04-11,卓胜微(300782.SZ)预计第一季度归母净利润同比增长216.85%至226.73%,智通财经
750,2021-04-10,部分科技股股东户数骤降 显露资金吸筹迹象,新浪
751,2021-04-09,[路演]卓胜微：与多家晶圆制造商和芯片封测厂商形成稳定的合作机制,全景网
752,2021-04-09,[路演]卓胜微：将进一步扩大射频模组的竞争优势,全景网
753,2021-04-09,[路演]卓胜微：已推出应用于WiFi 6连接标准的部分射频前端产品,全景网
754,2021-04-09,两市百元股数量达134只，医药生物行业占比最高,证券之星
755,2021-04-09,通富微电(002156)：高景气度持续 Q1环比大增,新浪
756,2021-04-09,【牛人重仓】卓胜微:前复权价创历史新高，今日资金流入4241.3万元，北向资金持股729.81万股，融资余额109628.01万元；前3个交易日，北向资金增持11.55万股，融资额增加21783.35万元，主力资金净流入-9271.67万元,每日经济新闻
757,2021-04-09,中信证券：半导体板块当前景气复苏，后续国产替代逻辑加强,Wind
758,2021-04-08,半导体动态|缺芯延续，需求持续拉动，上游设备迎来3-5年黄金期,新浪
759,2021-04-08,传言诺安蔡经理减持半导体大牛股？假的！半导体仓位已经加满！ 减持股份,智通财经
760,2021-04-08,【牛人重仓】卓胜微:前复权价创历史新高，今日资金流入6350.89万元，北向资金持股718.27万股，融资余额100695.42万元；前3个交易日，北向资金增持0.0万股，融资额增加10682.12万元，主力资金净流入12645.99万元,每日经济新闻
761,2021-04-08,芯片、5G是亮点，重要博览会马上召开！A股已有反应,中财网
762,2021-04-07,CITE 2021来了！芯片、信创、数据存储、5G成亮点,Wind
763,2021-04-07,光大证券通信电子行业周观点第7期：半导体景气高企 核心关注卓胜微韦尔,光大证券
764,2021-04-07,华西证券--电子（半导体）行业点评报告：半导体景气度持续，或逐渐步入业绩兑现期【行业研究】,金融界股吧
765,2021-04-07,电子行业深度：中国半导体 牛角峥嵘,新浪
766,2021-04-07,卓胜微(300782)：2020年业绩超预期 拉开射频模组国产化序幕,国海证券
767,2021-04-06,浙商早知道 | 4月7日,浙商证券研究所
768,2021-04-06,卓胜微：近年来公司业绩稳健增长，利润分配方案的转增比例与公司业绩成长相匹配,Wind
769,2021-04-06,卓胜微回复深交所：转增股本具有合理性与必要性 问询,e公司
770,2021-04-06,A股共发生61宗大宗交易成交17.76亿元（4月6日）,Wind
771,2021-04-06,"卓胜微现1笔大宗交易 共成交4,194.00万元",新浪
772,2021-04-06,卓胜微今日大宗交易成交6万股，成交价699.0元溢价0.0%,Wind
773,2021-04-06,电子元件行业周报：从电子硬件视角看汽车智能化机遇,新浪
774,2021-04-06,王牌投研|核心资产如期反弹 距阻力位还有多远？这只票被机构盯上,新浪
775,2021-04-06,科技硬件行业周报：“小米造车”广受关注,新浪
776,2021-04-06,卓胜微(300782)：年报优于预期 接收模组放量跨入新纪元,广发证券
777,2021-04-06,电子行业周报：半导体厂商Q2再次调价；小米正式立项智能汽车,新浪
778,2021-04-06,电子行业-行业周报：华为2020年业绩出炉，数字化智能化带来行业新机遇,国信研究
779,2021-04-06,创业板“热映”高送转，10家公司收到关注函 关注函,Wind
780,2021-04-05,【华西电子孙远峰团队-持续看好半导景气】半导体景气度持续，或逐渐步入业绩兑现期,远峰电子
781,2021-04-05,【兴证电子】周报：一季报催化，元器件、半导体和面板景气持续上行,兴证电子谢恒团队
782,2021-04-05,电子产业景气度：再次涨价进行时,新浪
783,2021-04-04,开源金股四月推荐；深市主板和中小板合并水到渠成丨一周重点研究报告,开源证券研究所
784,2021-04-04,卓胜微(300782)：射频模组量产投放 乘5G东风业绩大幅增长,新浪
785,2021-04-03,券商首次关注6股并给予买入评级（4月3日）,Wind
786,2021-04-02,业内：卓胜微送转分红只是短期影响 长期仍需看业绩,第一财经
787,2021-04-02,"开源证券--卓胜微:产品升级+品类扩张,业绩持续高增【公司研究】",金融界股吧
788,2021-04-02,卓胜微大涨6%！中航证券：缺芯或将贯穿2021年,资本邦
789,2021-04-02,新时代证券--卓胜微2020年报点评：2020业绩超预期，5G商业化和国产替代加速助力再创新高【公司研究】,金融界股吧
790,2021-04-02,光大证券--卓胜微：分立器件高速增长，射频模组加速放量【公司研究】,金融界股吧
791,2021-04-01,犀牛财经晚报：七匹狼2020年净利降40%人保寿险人事调整,GPLP犀牛财经
792,2021-04-01,卓胜微连续两年抛高送转方案，同样的减持套路这次能否奏效 减持股份,第一财经
793,2021-04-01,安克创新(300866)点评：20年业绩超预期 品类矩阵接力增长,新浪
794,2021-04-01,"监管快报| 今日5家公司收监管函：两次利润分红总额占净利润109.77%，新产业“土豪行为”引关注；迅游科技因“内斗升级”再收监管函
问询",财经网
795,2021-04-01,【研报掘金】缺货涨价持续半导体行业景气上行再次确认 关注产业链相关投资机会,证券时报网
796,2021-04-01,国信证券--卓胜微：射频龙头，5G模组超预期【公司研究】,金融界股吧
797,2021-04-01,汽车缺芯持续发酵，这些芯片股被机构看好，这股还能涨67%,第一财经
798,2021-04-01,光大证券--通信电子行业景气数据跟踪报告之四（2021年3月）：面板和MLCC涨价持续，上游半导体产能紧缺【行业研究】,金融界股吧
799,2021-04-01,【公司点评】卓胜微：2020年业绩超预期，拉开射频模组国产化序幕,吉森电子研究
800,2021-04-01,国海证券--卓胜微：2020年业绩超预期，拉开射频模组国产化序幕【公司研究】,金融界股吧
801,2021-04-01,股价超600元的卓胜微连续2年10转8，深交所：合理吗？,中新经纬
802,2021-04-01,群益证券(香港)--卓胜微：2020业绩高速增长，滤波器业务产业化更进一步【公司研究】,金融界股吧
803,2021-04-01,卓胜微收关注函 关注函,Wind
804,2021-04-01,卓胜微收到关注函 要求说明分配预案必要性、合理性 关注函,e公司
805,2021-04-01,晨会聚焦210401重点关注纺织服装、医药生物、安克创新、药明康德、新和成、卓胜微、中芯国际-U、华熙生物、周大生、宇信科技,国信研究
806,2021-04-01,国盛证券维持卓胜微买入评级：结构优化替代加速，国产射频龙头再创新高,每日经济新闻
807,2021-04-01,卓胜微(300782)：射频龙头 5G模组超预期,新浪
808,2021-04-01,通富微电(002156)：受益AMD、联发科高成长和集成电路高景气,新浪
809,2021-03-31,拆财报丨卓胜微境内收入占比提升，产品向全产业链布局,21世纪经济报道
810,2021-03-31,【华西电子孙远峰团队—持续推荐卓胜微】产品品类持续扩张，业绩高增势头强劲,远峰电子
811,2021-03-31,A股资本地图无锡篇：94家公司上市，市值逾1.2万亿，近八成为细分领域龙头,时代周报
812,2021-03-31,卓胜微(300782)：经营业绩大幅增长 射频模组快速突破,新浪
813,2021-03-31,通富微电(002156)：业绩大增 高景气度有望持续,新浪
814,2021-03-31,卓胜微分配预案：拟10转增8派10元,证券时报网
815,2021-03-31,开源证券--半导体行业深度报告：长坡厚雪，时代机遇——模拟芯片赛道【行业研究】,金融界股吧
816,2021-03-31,卓胜微(300782.SZ)2020年度净利润升115.78%至10.73亿元 拟10转8派10元,格隆汇
817,2021-03-31,卓胜微：2020年净利润同比增长115.78%,Wind
818,2021-03-31,卓胜微(300782.SZ)年度归母净利同比增长116%至10.73亿元 拟10转8派10元,智通财经
819,2021-03-31,卓胜微(300782.SZ)拟35亿元投建芯卓半导体产业化建设项目,智通财经
820,2021-03-29,电子行业周报：一季报披露将近 面板和功率业绩确定性高,华安证券
821,2021-03-29,5G爆单出货60%安卓手机，国产射频生猛,国际电子商情
822,2021-03-28,开源刘翔团队|布局时点已至，模拟的当下与未来,刘翔电子研究
823,2021-03-25,艾为电子负债率夺冠毛利率垫底 存货升募资远超资产 偿债能力下降,中国经济网
824,2021-03-22,电子元件行业周报：从“碳中和”看电子行业投资机会,新浪
825,2021-03-22,卓胜微：截至2021年3月19日公司股东总户数24160户,每日经济新闻
826,2021-03-19,电子行业点评报告：出货量、渗透率双增长 5G手机产业高增时,新浪
827,2021-03-18,卓胜微：截至3月10日公司股东总数为24729户,每日经济新闻
828,2021-03-18,卓胜微注册资本增加至1.85亿,企查查
829,2021-03-17,芯片制造关键设备再突破，概念股发力走高，苏州固碍等涨停,证券时报网
830,2021-03-17,芯片股集体回暖，兆易创新、韦尔股份均涨超5%,Wind
831,2021-03-17,半导体板块复苏，兆易创新、新洁能、韦尔股份、卓胜微、北方华创涨幅居前,Wind
