,2021-12-31,400余药企研发人员已超16.7万，研发速度不断提升,--
1018,2020-08-12,安进抢占先机 强生、辉瑞等MNC巨额布局 这一领域热点在哪里？,E药经理人
1019,2020-08-11,超美国！2020世界500强中国企业背后：谁在进步谁在掉队？,搜狐
1020,2020-08-11,最新世界500强新增3家药企！上药首次上榜！,医药经济报
1021,2020-08-11,仅2家中国药企入围 上海医药首登全球500强,证券日报
1022,2020-08-11,备受瞩目！2020年世界500强企业，美企121家，日企53家，中企呢？,搜狐
1023,2020-08-11,恒指收涨2.11%报24890.680点 餐饮板块领涨,中新经纬
1024,2020-08-11,2020年8月10日，《财富》杂志正式发布“2020年世界500强排行榜单”，上海医药集团股份有限公司首次进入榜单，位列第473位。,新华网
1025,2020-08-11,中国133家企业入围世界500强：上榜数量位列第一，但盈利能力与美国差距大,钛媒体
1026,2020-08-11,恒指涨2.4%餐饮板块领涨,中新经纬
1027,2020-08-11,世界500强争夺战 这些万亿GDP城市颗粒无收,新浪
1028,2020-08-11,沃尔玛连续七年成为全球最大公司 2020中国连锁超市市场现状,财富中文网
1029,2020-08-11,厉害了！世界500强出炉，中国大陆企业数量首超美国，互联网7强中国霸占4席，华为首进TOP50,券商中国
1030,2020-08-11,2家中国医药企业上榜《财富》世界500强,制药网
1031,2020-08-10,最新世界500强地图：中国133家位居榜首，粤港澳大湾区21家入围,21世纪经济报道
1032,2020-08-10,《财富》500强出炉，124家中国大陆公司上榜，数量首次超越美国,国际金融报
1033,2020-08-10,压力下，上海何以逆势新增两家世界500强企业,上观
1034,2020-08-10,《财富》世界500强发布 中石化第2，国网第3，华为首次进前50,腾讯网
1035,2020-08-10,突破！500强中国企业数量首超美国，4家药企新进，上药超越BMS、赛默飞成“黑马”,E药经理人
1036,2020-08-10,2020年《财富》世界500强新上榜公司:上海建工、深圳投资等上榜,财富中文网
1037,2020-08-10,2020年《财富》世界500强公布！中企数量首次超美国,时代周报
1038,2020-08-10,14家粤企上榜《财富》世界500强，深投控新入榜（附完整名单）,搜狐
1039,2020-08-10,7+2，9家上海企业入围世界500强，两张新面孔是谁？,上观
1040,2020-08-10,《财富》世界500强：利润率榜上排名最高的是台积公司,新浪
1041,2020-08-10,世界500强今天发榜，中国大陆企业数量首次超过美国,上观
1042,2020-08-10,2020年《财富》世界500强：8家中国公司新上榜,证券时报网
1043,2020-08-10,今年《财富》世界500强排行榜一共有25家新上榜和重新上榜公司，其中新上榜的中国公司有8家，它们是：上海建工、深圳投资控股、盛虹、山东钢铁、上海医药、广西投资、中国核工业和中煤能源,金十数据
1044,2020-08-10,2020年《财富》世界500强排行榜揭晓,Wind
1045,2020-08-10,2020中国品牌500强发布 华为蝉联榜首,中新经纬
1046,2020-08-09,研发投入850 万上药信谊替米沙坦片通过一致性评价,药通社
1047,2020-08-09,北上资金连续四周出逃！11股获聪明资金持续买入，最牛股一周涨超30%（附名单）,证券时报网
1048,2020-08-08,医药行业“并购”大戏，愈演愈烈！,汇聚南药
1049,2020-08-08,格隆汇个股放量排行榜|8月8日,格隆汇
1050,2020-08-08,医药行业一周观察：板块估值维持高位 疫苗仍为最大主线,新浪
1051,2020-08-07,药闻速递 |10省耗材带量采购 价格信息公布;10亿美元助力帕金森病疗法开发 渤健和Denali达成合作,新浪
1052,2020-08-07,又一明星药企剥离非核心业务，重药控股“史上最大规模并购”后再布局！医药行业并购重组潮或已来临？,E药经理人
1053,2020-08-07,医药产业发展趋势下，四个投资方向被看好,汇聚南药
1054,2020-08-07,11.5亿，上药拿下一重磅药品,赛柏蓝
1055,2020-08-07,为什么今天疫苗反包失败了？,南方财经网
1056,2020-08-07,格隆汇个股放量排行榜 | 8月7日,格隆汇
1057,2020-08-07,智通AH统计|8月7日,智通财经
1058,2020-08-07,上海医药拟引进新一代抗肿瘤药T3011（瘤内注射） 加码创新研发,证券时报
1059,2020-08-07,7月医药大事件之榜单篇：从市值到财富，亮点频现,制药网
1060,2020-08-07,上海医药获亦诺微医药新一代溶瘤病毒疗法大中华区独家权益,药明康德
1061,2020-08-07,港股公告精选：中芯国际二季度股东应占利润同比增长6.44倍,Wind
1062,2020-08-07,29只股遭北向资金减仓超30%,证券时报网
1063,2020-08-07,华创事件驱动早报8-7：我国将多措并举保障粮食安全；美国招标储备关键原料药,华创证券研究
1064,2020-08-07,A股头条：财政部多措并举保粮食能源安全，券商巨头再发澄清公告,金融界
1065,2020-08-06,格隆汇港股聚焦(8.06)︱7月多家券商业绩大增；中芯国际第二季度净利创单季新高，同比暴增644%,格隆汇
1066,2020-08-06,A股头条之上市公司（8.7）,金融界
1067,2020-08-06,上海医药：取得T3011（瘤内注射）项目在大中华地区商业化独家权益,中证网
1068,2020-08-06,BD交易|上海医药与亦诺微医药达成超10亿元合作，交易细节公布！,汇聚南药
1069,2020-08-06,上海医药(02607.HK)：拟出资不超11.5亿元取得新一代的溶瘤HSV病毒产品大中华地区商业化的独家权益,格隆汇
1070,2020-08-06,上海医药：出资11.5亿元取得新一代的溶瘤HSV病毒产品大中华地区商业化的独家权益,格隆汇
1071,2020-08-06,上海医药(601607.SH)：不超11.5亿元取得T3011(瘤内注射)项目在大中华地区商业化的独家权益,格隆汇
1072,2020-08-06,智通港股通占比异动统计|8月6日,智通财经
1073,2020-08-06,两融透析：大盘继续活跃　正泰电器融资盘小幅流入,财富动力网
1074,2020-08-05,辅仁药业逾期债务达38亿；传奇生物总裁换人,汇聚南药
1075,2020-08-05,71股主力资金净流入超亿元,证券时报网
1076,2020-08-05,上海医药旗下公司经营劣药被罚,中国经济网
1077,2020-08-05,8月5日午后主力巨资抢筹四大板块(附股),金融界
1078,2020-08-05,融资客青睐8股，剑桥科技买入占比高达38.51%,Wind
1079,2020-08-05,54只港股获南向资金大比例持有,证券时报网
1080,2020-08-05,智通港股通占比异动统计|8月5日,智通财经
1081,2020-08-05,港股盘前必读：中国恒大1至7月份累计合约销售金额约达3991.4亿元,Wind
1082,2020-08-04,第3批药品集采下，这些药将大降价,汇聚南药
1083,2020-08-04,A股，一个巨大风险隐现！出货行情即将来临，沪指涨0.11%收3371,搜狐
1084,2020-08-04,速读社丨罗氏“不限癌种”疗法获欧盟批准 杨森抑郁症创新疗法获批,新浪医药
1085,2020-08-04,多款药品纳入“健康中国·医药补助工程”补贴目录 龙虎携手京东健康开展健康扶贫,凤凰网
1086,2020-08-04,「医药速读社」罗氏“不限癌种”疗法获欧盟批准,新浪
1087,2020-08-04,研发日报丨疗养院中进行！礼来启动新冠中和抗体III期临床试验,新浪
1088,2020-08-04,恒指收涨2%报24946.631点 新能源物料板块领涨,中新经纬
1089,2020-08-04,【新华500】新华500指数（989001）4日震荡微跌0.03%,新华网
1090,2020-08-04,8月4日两市净流入前20股(名单),金融界
1091,2020-08-04,8月4日午后两市机构大单抢筹40股(名单),金融界
1092,2020-08-04,[快讯]上海医药逆势涨停 公司具备有完备的疫苗配送供应链体系,全景网
1093,2020-08-04,上海医药逆势涨停，俄罗斯疫苗企业BIOCAD为合资公司,凤凰网
1094,2020-08-04,驴迹科技迎8月开门红，逆市两连阳,腾讯网
1095,2020-08-04,恒指半日收涨0.83%新能源物料板块领涨,中新经纬
1096,2020-08-04,第三批药品集采开标在即，市占率高的存量品种一览,医药资讯地方台
1097,2020-08-04,两市震荡运行沪指微涨0.09%银行股集体飘红,中新经纬
1098,2020-08-04,上药科园旗下公司因销售劣药被处罚 被没收违法所得和非法财物并罚款合计68775.5元 其他违规处罚,和讯
1099,2020-08-04,A股午盘综述：上证指数震荡微升，科创50跌逾2%,Wind
1100,2020-08-04,生物疫苗概念盘中异动崛起 上海医药等多股涨停,中国经济网
1101,2020-08-04,杠杆资金余额创5年新高 狂买两大板块 这些创业板个股被扫货,证券时报网
1102,2020-08-04,天坛生物股价创新高，融资客抢先加仓,证券时报网
1103,2020-08-04,国投瑞银创新医疗混合基金最新净值涨幅达3.79%,金融界
1104,2020-08-04,4日公司新闻聚焦：万科拟当泰禾集团二股东 北汽蓝谷定增募资不超55亿,证券时报网
1105,2020-08-04,医药行业周报：疫情板块持续获得市场高关注度 继续关注中报业绩突出公司,新浪
1106,2020-08-04,港股盘前必读：恒大汽车对外发布旗下新能源汽车品牌“恒驰”首期6款车型,Wind
1107,2020-08-04,股海导航 8月4日沪深股市公告提示,新浪
1108,2020-08-03,格隆汇港股聚焦(8.03)︱信义光能上半年纯利升47.6%碧桂园7月权益合同销售同比增27.52%,格隆汇
1109,2020-08-03,“老字号”药企梓橦宫冲刺精选层 疫情导致一季度业绩下滑,每日经济新闻
1110,2020-08-03,老字号药企梓橦宫冲刺精选层 疫情导致1季度业绩下滑,每日经济新闻
1111,2020-08-03,晚间公告热点追踪：欧菲光上半年净利润同比暴涨近23倍,新浪
1112,2020-08-03,ETF的大时代要来了？,Wind
1113,2020-08-03,超级大单：疫苗龙头10天9板 近4亿资金大出逃,新浪
1114,2020-08-03,港股复盘：8月首个交易日下跌超百点，指数缺乏明显方向,腾讯网
1115,2020-08-03,101股主力资金净流入超亿元,证券时报网
1116,2020-08-03,8月开门红！A股高开高走创指涨近3% 军工科技爆发掀涨停潮,搜狐
1117,2020-08-03,上海医药(02607.HK)：替米沙坦片通过仿制药一致性评价,格隆汇
1118,2020-08-03,上海医药(601607.SH)：替米沙坦片通过仿制药一致性评价,格隆汇
1119,2020-08-03,上海徐汇区2019年生产总值超两千亿元，要做强这两大千亿级产业,21世纪经济报道
1120,2020-08-03,恒指震荡收跌0.56%，医药、科技股走强,Wind
1121,2020-08-03,A股收盘综述：上证指数涨1.75%，科创50大涨7.26%,Wind
1122,2020-08-03,8月3日午后两市机构大单抢筹40股(名单),金融界
1123,2020-08-03,生物疫苗午后持续走强 博晖创新等多股涨停,中国经济网
1124,2020-08-03,恒指半日跌0.95% 中国圣牧涨近26%军工医药股逆市飙升,腾讯网
1125,2020-08-03,8月3日午盘主力巨资抢筹四大板块(附股),金融界
1126,2020-08-03,午盘：沪指涨1.08%创业板指涨1.85%军工股掀涨停潮,金融界
1127,2020-08-03,恒指半日跌0.95%报24362.09点恒隆地产领跌蓝筹,中新经纬
1128,2020-08-03,165只股上午收盘涨停(附股),证券时报网
1129,2020-08-03,上海医药飙近10% 全国集采纳入品种较多,新浪
1130,2020-08-03,港股医药股持续走高，远大医药大涨20%领涨港股通,Wind
1131,2020-08-03,8月3日早盘主力巨资抢筹四大板块(附股),金融界
1132,2020-08-03,上海医药升逾10% 报15.16港元,新浪
1133,2020-08-03,上海医药涨停报22.55元，量比18.41,中新经纬
1134,2020-08-03,【异动股】上海医药(02607-HK)现升8.285%,财华社
1135,2020-08-03,港股异动︱上海医药(02607)涨近8% 完成发行25亿人民币超短期融资债券,智通财经
1136,2020-08-02,格隆汇个股放量排行榜 | 8月2日,格隆汇
1137,2020-08-02,臻质医疗：合成生物学技术赋能，加速再生医学产品在退行性疾病中的临床转化【复星·星未来创业营】,动脉网
1138,2020-08-02,医药行业每周医览药闻：疫苗依然是解决新冠疫情的最根本方法,新浪
1139,2020-08-02,市场行业板块多数飘红 生物疫苗题材持续升温,南方财经网
1140,2020-08-01,格隆汇个股放量排行榜 | 8月1日,格隆汇
1141,2020-07-31,两知名药企，官宣联手了,赛柏蓝
1142,2020-07-31,格隆汇个股放量排行榜|7月31日,格隆汇
1143,2020-07-31,智通港股通占比异动统计|7月31日,智通财经
1144,2020-07-30,第三批国采下月开标！百家药企迎来残酷生存战（附规则解读）,新浪医药
1145,2020-07-30,格隆汇个股放量排行榜|7月30日,格隆汇
1146,2020-07-30,上海医药旗下上药控股东莞公司“药品GSP跟踪检查”被广东药监局要求限期整改,中国网
1147,2020-07-30,医药行业重点事项点评：第三批带量采购规则变化较少 市场预期逐步稳定,新浪
1148,2020-07-30,国投瑞银创新医疗混合基金最新净值涨幅达2.55％,金融界
1149,2020-07-29,医药板块大涨，机构：国产创新进入收获期，看好龙头机会丨牛熊眼,第一财经
1150,2020-07-29,内循环经济站上风口大消费概念股走强,证券时报
1151,2020-07-29,19家药企冲进财富五百强，门槛升至178亿，康美科伦落榜,健识局
