,2021-12-31,又有基金公司股东打算“清仓减持”,Wind
923,2021-04-13,国信证券：迪安诊断(300244.SZ)自产和特检快速提升，维持“买入”评级,智通财经
924,2021-04-13,国信证券：华峰化学(002064.SZ)坚守自主创新高质量发展，维持“买入”评级,智通财经
925,2021-04-13,国信证券：盛新锂能(002240.SZ)深度聚焦锂盐业务，首予“买入”评级,智通财经
926,2021-04-13,国信证券：华昌化工(002274.SZ)丁辛醇、纯碱高景气持续，维持“买入”评级,智通财经
927,2021-04-12,国信证券(002736.SZ)：完成非公开发行50亿元永续次级债券,格隆汇
928,2021-04-12,国信证券(002736.SZ)：完成发行40亿元短期融资券,格隆汇
929,2021-04-12,北上资金不惧调整逆势增仓，二季度加码金融和基建,Wind
930,2021-04-12,A股融资融券日报：两融余额减少32.23亿元（4月9日）,Wind
931,2021-04-12,4月12日有75只债券缴款,Wind
932,2021-04-12,深交所提醒ST柏龙年审会计师五大注意事项,金陵晚报
933,2021-04-12,“综合账户”试点今起申报，加速券商财富管理转型,Wind
934,2021-04-11,25家券商去年信用减值损失逼近300亿，同比暴增！,Wind
935,2021-04-09,嘉裕投资甩掉太平洋证券的愿望要成真了？华润或是“接盘侠”,时代财经
936,2021-04-09,国信证券：坚朗五金(002791.SZ)成长逻辑持续兑现，维持“买入”评级,智通财经
937,2021-04-09,国信证券：旗滨集团(601636.SH)一季度量价齐升，维持“买入”评级,智通财经
938,2021-04-09,无惧调整！年内最吸金ETF持续溢价盘中逆市吸金超3亿元,Wind
939,2021-04-09,华鸿科技核心技术人员五去其二，产品单一贴牌为主,云掌财经
940,2021-04-09,大股东与华润系有初步接触，太平洋回应被收购传闻后股价大幅回落,第一财经
941,2021-04-09,“并购澄清-股价大跌”再上演！太平洋大跌遭兜头冷水，华润与大股东有接触但无实质进展意味着什么 连续下跌,财联社
942,2021-04-09,信托市场简报：融资信托和投资信托“冰火两重天”,发现网
943,2021-04-09,千亿成交股价微跌，腾讯减持缘何“波澜不惊”,Wind
944,2021-04-08,上市券商反复上演“并购传闻-股价大涨”闹剧，252亿市值太平洋证券成绯闻主角，闹剧太多，注意次数,财联社
945,2021-04-08,券商经纪业务收入占比下降，财富管理和数字化转型步伐加快,第一财经
946,2021-04-08,牛市旗手突然跳涨，这则消息引爆市场？,Wind
947,2021-04-08,用益-信托市场简报：“信托一哥”把地方政府送上被告席！,用益信托网
948,2021-04-08,智通每日大行研报︱国信证券指腾讯(00700)当前价格具较高吸引力 大和看高至870港元,智通财经
949,2021-04-08,国信证券：对腾讯(00700)长期发展坚定看好 当前价格具备较高吸引力,智通财经
950,2021-04-08,国信证券：滨化股份(601678.SH)po价格暴涨推动Q1业绩大增，维持“买入”评级,智通财经
951,2021-04-08,港股一季度IPO创历史新高！首只SPAC年底前或上市,Wind
952,2021-04-08,国信证券：海大集团(002311.SZ)股权激励再落地，维持“买入”评级,智通财经
953,2021-04-08,国信证券：维持中国中药(00570)“买入”评级 政策实施在即市场扩容有望,智通财经
954,2021-04-08,前十券商贡献行业七成营收，人均创收最高387万,Wind
955,2021-04-08,前十券商贡献行业七成营收 人均创收最高387万,证券时报
956,2021-04-07,下周一上报综合账户试点，15家AA级券商均已行动，第三方生意又来，全面配合券商系统与柜台改造,财联社
957,2021-04-07,国信证券：浙江美大(002677.SZ)集成灶渗透加速，首予“买入”评级,智通财经
958,2021-04-07,投行格局生变？海通赶超中信夺冠，一季度落袋6.4亿,Wind
959,2021-04-07,国信证券：拓普集团(601689.SH)绑定客户放量，维持“增持”评级,智通财经
960,2021-04-07,国信证券2020年度报告，净利润66亿元，计提减值超10亿 资产异常,资本邦
961,2021-04-07,国信证券(002736.SZ)2021年度第一期短期融资券兑付完成,智通财经
962,2021-04-07,评级虚高将终结，信用债买方时代渐行渐近,Wind
963,2021-04-07,多重因素共振，一季度大宗交易成交额同比增六成,Wind
964,2021-04-06,突然出手：23款高价球鞋下架！人民日报、新华社、央视痛批！,Wind
965,2021-04-06,国信证券：需求旺盛叠加供给扰动，钢铁板块具配置价值,Wind
966,2021-04-06,国信证券--九阳股份：营收逐季加速，股权激励助增长【公司研究】,金融界股吧
967,2021-04-06,这个月，这些选股指标很关键……,Wind
968,2021-04-04,翻台率持续下降，传统火锅要凉凉？,Wind
969,2021-04-03,公募基金去年狂赚374亿！41家最新排名来了,Wind
970,2021-04-03,这些券商经纪业务收入排前十！四到七名竞争激烈,Wind
971,2021-04-03,3月澳门博彩收入同比增58%，六大博彩股今年全线上涨,Wind
972,2021-04-02,国信证券2020年归母净利润66.12亿元、同比增34.73% 拟每10股派2.3元,北京商报
973,2021-04-02,国信证券去年实现净利润66.16亿元 计提资产减值超10亿元 资产异常,上证报
974,2021-04-02,国信总裁履新后首份年报：产品销售净收入市占率业内前三，自营不及预期 盈利能力下降,证券时报
975,2021-04-01,国信证券2020年度净利同比增35% 拟10派2.3元,上证报
976,2021-04-01,国信证券：2020年净利润同比增长34.73%,Wind
977,2021-04-01,国信证券：提名张纳沙为公司董事会董事候选人,中证网
978,2021-04-01,中金国信等6券商16名保代领罚单，压实中介责任动真格 金融监管处罚,Wind
979,2021-04-01,国信证券：2020年净利润同比增长34.73% 拟每10股派2.30元,中证网
980,2021-04-01,国信证券(002736.SZ)：2020年度净利升34.73%至66.16亿元 拟10派2.3元,格隆汇
981,2021-04-01,国信证券(002736.SZ)年度归母净利同比增长34.73%至66.16亿元 拟10派2.3元,智通财经
982,2021-04-01,国信证券：金发科技(600143.SH)改性塑料与医疗健康板块爆发增长，维持“买入”评级,智通财经
983,2021-04-01,国信证券：海天味业(603288.SH)全年目标顺利达成，首予“买入”评级,智通财经
984,2021-04-01,【行情】证券板块异动拉升，华创阳安涨近5%，国盛金控、国信证券、中信建投跟涨,金十数据
985,2021-04-01,【立足新起点·迈向新征程】国信证券广东南海分公司已迁至新址啦！,国信证券佛山禅城分公司
986,2021-04-01,4月金股曝光！券商看好这些股，最高目标价涨超70%,Wind
987,2021-04-01,一季度行情回归均衡，估值盈利相匹配更受重视,Wind
988,2021-03-31,禾信仪器IPO：核心财务数据“自打脸”涉嫌造假 成立仅数天的公司竟成前五供应商 欺诈造假,中金在线
989,2021-03-31,大汉科技IPO违规收监管函 第三方回款金额披露不准确,中国经济网
990,2021-03-31,净利1.34万亿！六大行“放榜”，谁是分红之王？,Wind
991,2021-03-31,深圳证券业“晒家底” 多项指标国内领跑,证券时报网
992,2021-03-31,深圳证券业“晒家底”多项指标国内领跑,证券时报
993,2021-03-30,国信证券：未来汽车变革的影响将类比并超过手机智能化,Wind
994,2021-03-30,美股SPAC上市有点猛，监管层提示风险,Wind
995,2021-03-29,2020年深圳23家券商营收共逾千亿，多项指标居全国第一，中信、招商、国信居行业前列！,每日经济新闻
996,2021-03-29,2020年深圳券商“体检报告”出炉！多项数据排全国前列，为何如此强？原来是一哥功不可没,财联社
997,2021-03-29,“大鳄”来了！华为扩张金融版图，支付宝、微信支付又多一个对手,Wind
998,2021-03-27,IPO撤单追问：头部券商保荐能力受质疑,Wind
999,2021-03-27,国信证券期权投顾联盟直播（2021年3月27日）,国信期权
1000,2021-03-25,可转债日报：转债市场继续缩量调整，广电转债持续回调,Wind
1001,2021-03-25,投行首季IPO承销保荐增收五成,Wind
1002,2021-03-23,国信证券维持巨化股份增持评级，2020年年报点评：业绩已探底，逆势仍实现产品结构优化与核心业务成长,每日经济新闻
1003,2021-03-23,国信证券：沃特股份(002886.SZ)行业景气恢复，维持“增持”评级,智通财经
1004,2021-03-23,厦门国贸控股100亿元小公募获上交所受理,乐居财经
1005,2021-03-22,2500亿市值“果链茅”突然跳水！机构：A股发动机正常,Wind
1006,2021-03-22,IPO批量撤回，一机构撤回10单,Wind
1007,2021-03-22,时隔近两年沪指周线再现五连阴，多数机构认为并非行情结束信号,Wind
1008,2021-03-20,券商最新资管成绩单出炉 中信证券月均规模居首,证券日报
1009,2021-03-19,国信证券维持恩捷股份增持评级，2020年年报点评：盈利增长强劲，产能加速释放,每日经济新闻
1010,2021-03-19,国信证券：中兴通讯(000063.SZ)Q1业绩大幅提升，维持“买入”评级,智通财经
1011,2021-03-19,买入热情下降，机构或转战中小盘股,Wind
1012,2021-03-18,审核趋严投行难觅申报窗口？年内IPO申报数或大幅减少,Wind
1013,2021-03-18,国信证券：开润股份（300577.SZ）业绩逐步恢复，上调“买入”评级,智通财经
1014,2021-03-18,A股融资融券日报：两融余额增加16亿元（3月17日）,Wind
1015,2021-03-16,国信证券：顺丰控股（002352.SZ）新的增长驱动力有望迎来，维持“买入”评级。,智通财经
1016,2021-03-16,1月券商金股名单出炉！白酒降温，顺周期仍受捧，这些股票有看头,中证报
1017,2021-03-16,【中原非银】券商板块周报：2021.3.8-2021.3.14,中原证券研究所
1018,2021-03-16,“双控”政策或致供给缺口扩大，电解铝行业利润有望继续抬升,Wind
1019,2021-03-15,慧眼识金 防诈有术——保护投资者合法权益 我们在行动,全景网
1020,2021-03-15,沙尘暴概念火了，领头羊涨18%！北向资金再度买买买,Wind
1021,2021-03-15,[路演]“打造中国皮肤健康生态”贝泰妮IPO路演3月15日成功举行,全景网
1022,2021-03-15,A股融资融券日报：两融余额减少27.42亿元（3月12日）,Wind
1023,2021-03-15,国信证券股份有限公司2020年度第十五期短期融资券兑付完成的公告,中证报
1024,2021-03-12,三大“把关不严”的保荐机构：“带病闯关”业内头部中招，曾称将打造“航母级”券商 | 315专题,华夏时报
1025,2021-03-12,国信证券股份有限公司2021年度第四期短期融资券发行结果公告,中证报
1026,2021-03-11,A股共发生143宗大宗交易成交43.75亿元（3月11日）,Wind
1027,2021-03-11,国信证券(002736.SZ)成功发行40亿元短期融资券,格隆汇
1028,2021-03-11,"国信证券现1笔大宗交易 共成交4,471.48万元",新浪
1029,2021-03-11,国信证券今日大宗交易成交381.20万股，成交价11.73元溢价0.0%,Wind
1030,2021-03-09,国信证券：海尔智家(600690.SH)回购构建股权激励，首予“买入”评级,智通财经
1031,2021-03-09,券商短融去年发行8000亿 新规强化流动性管理,证券时报
1032,2021-03-09,盘前必读丨证监会定调今年6大改革重点，多家车企2月销量同比大增,第一财经
1033,2021-03-08,晚间要闻2021年3月8日星期一,Wind
1034,2021-03-08,第二批基金投顾试点名单将公布，有券商已在筹备第三批试点资格,Wind
1035,2021-03-08,第二批基金投顾试点名单将公布，有券商已在筹备第三批试点资格,上证报
1036,2021-03-08,倒春寒！IPO现场检查大显威力，创业板重灾区,Wind
1037,2021-03-08,上市深企女高管年薪大起底，最高576万、女董秘平均85万,南都报
1038,2021-03-06,券商股能否扛起反弹大旗？,Wind
1039,2021-03-06,广东柏堡龙股份有限公司关于深圳证券交易所关注函的回复 关注函,证券时报
1040,2021-03-05,腾邦国际：控股股东腾邦集团被动减持2.11% 减持股份,Wind
1041,2021-03-05,券商股难得集体发力，证券业1800亿再融资正出发，纷纷发力重资本业务，要如何看待券业未来发展,财联社
1042,2021-03-05,腾邦国际(300178.SZ)控股股东腾邦集团所持1300万股拟被司法处置,智通财经
1043,2021-03-05,腾邦国际(300178.SZ)：国信证券将变卖对腾邦集团持有的1300万股公司股票 资产异常,格隆汇
1044,2021-03-04,国信证券现1笔大宗交易 共成交997.66万元,新浪
1045,2021-03-04,国信证券今日大宗交易成交83万股，成交价12.02元溢价1.01%,Wind
1046,2021-03-04,解盘：白马股遭抛弃，稀土永磁、光刻胶、ST、半导体略涨,Wind
