,2021-12-31,全球新冠“疫苗+特效药”拼图完成：国产疫苗2021年供应近50亿剂,Wind
1046,2021-01-06,医药行业一周观察：国药新冠疫苗附条件获批上市 紧握创新龙头,新浪
1047,2021-01-05,茅台、五粮液创新高，这只千亿市值牛股却跌9%,中证报
1048,2021-01-05,医药行业2020年11月疫苗批签发数据跟踪报告：行业高景气，重点公司表现亮眼，维持“强于大市”评级,中信证券
1049,2021-01-05,北向资金动向盘点：剔除非正常扰动看方向,Wind
1050,2021-01-05,北向资金出逃，一日卖出海康威视39亿元,21世纪经济报道
1051,2021-01-04,康泰生物(300601.SZ)遭监事会主席吕志云减持6.7万股 减持数量过半 减持股份,智通财经
1052,2021-01-04,康泰生物：监事会主席减持0.01%股份，减持数量过半 减持股份,Wind
1053,2021-01-04,医药行业疫苗子行业跟踪点评：国药灭活新冠疫苗附条件批准上市,新浪
1054,2021-01-04,【医药】新冠疫苗附条件上市，行业确定性逐步明晰——医药行业周报——中性,渤海证券研究
1055,2021-01-01,中信建投证券2021年度十大预测,中信建投证券研究
1056,2020-12-31,部分生物疫苗股快速跳水 康泰生物跌超7%,e公司
1057,2020-12-31,快讯：疫苗股午后跳水 康泰生物大跌8%,新浪
1058,2020-12-31,部分生物疫苗股快速跳水，康泰生物一度跌超9%,Wind
1059,2020-12-31,中信证券：疫苗行业的未来业绩确定性较强，看好中国疫苗行业,Wind
1060,2020-12-31,中信证券：疫苗行业的未来业绩确定性较强 看好中国疫苗行业,证券时报网
1061,2020-12-31,晨会1231｜2021年大类资产十大预判,中信证券研究
1062,2020-12-31,医药&数据科技｜行业高景气，重点公司表现亮眼：11月疫苗批签发数据跟踪,中信证券研究
1063,2020-12-31,"耗时两年的高端医院项目遭""剥离"" 广生堂转型创新药何时走出困局",投资者网
1064,2020-12-29,医药行业一周观察：持续推荐三大主线 紧握高性价比的核心资产,新浪
1065,2020-12-29,医药行业周报：海外疫情引关注 “国谈”下创新药企业面临新考验,新浪
1066,2020-12-29,35股获券商买入评级 华宇软件目标涨幅达93.41%,Wind
1067,2020-12-29,【山证医药】医药行业周报（20201228）：新冠疫苗上市临近，持续关注后续动态,山西证券研究所
1068,2020-12-29,康泰生物：已彻底走出“疫苗门”阴霾？,新浪
1069,2020-12-28,医保目录谈判正式落地，明年国内将新建5G基站超60万个丨明日主题前瞻,第一财经
1070,2020-12-28,2020年医保谈判结果正式出炉，最高降价80%！高增长医药股来了，北上资金超10亿抢3股,证券时报网
1071,2020-12-25,医药行业年度策略：控费旋律不改 聚焦创新消费,新浪
1072,2020-12-25,策略专题报告：2021 4000点见,西南证券
1073,2020-12-25,235亿离婚风波后 康泰生物实控人前妻巨额减持1700万股 减持股份,GPLP犀牛财经
1074,2020-12-24,医药行业2021年投资策略：五个新特点，三条投资主线,新浪
1075,2020-12-24,超级重磅!国药新冠疫苗国内已附条件上市！,药智网
1076,2020-12-24,策略研究：2021 4000点见,西南证券
1077,2020-12-23,全球新冠疫苗竞速进入下半场：产能大比拼,21世纪经济报道
1078,2020-12-22,医疗板块2021年度策略：把握三大主线,国金证券股份有限公司
1079,2020-12-22,医药生物行业周报：“三重行业红利 五重公司催化”助推智飞生物 强调Q1医药躁动机会,新浪
1080,2020-12-21,康泰生物今日大宗交易成交10万股，成交价132.8元折价21.1%,Wind
1081,2020-12-21,医药行业周报：医保谈判靴子落地 迎接创新驱动的核心资产景气回归,新浪
1082,2020-12-21,医药行业周报：如何选股？创新赋能、制造升级和降本增效,新浪
1083,2020-12-21,第四批药品集采倒计时，医药行业将加速创新转型,Wind
1084,2020-12-18,北向资金逾80亿扫货 增持医药电子，减持家电安防行业 减持股份,上游新闻
1085,2020-12-18,北向资金逾80亿扫货，增持白酒医药股，恒瑞医药本周被净买入34亿（附股）,21世纪经济报道
1086,2020-12-18,北向资金动向盘点：三日净买恒瑞医药逾32亿元,Wind
1087,2020-12-17,解盘：百亿资金流入，水产、金属、白酒、疫苗领涨,Wind
1088,2020-12-17,【行情】疫苗板块走高，长春高新大涨6%，智飞生物、康泰生物、西藏药业、冠昊生物等集体走高,金十数据
1089,2020-12-17,疫苗概念板块走高，长春新高涨逾6%,Wind
1090,2020-12-17,官宣：我国5支新冠疫苗冲刺中！相关产业链公司即将迎来爆发期,证券时报网
1091,2020-12-16,周期、科技、消费……热门板块明年怎么买？银河证券分析师：这些机会值得关注！,中证报
1092,2020-12-16,沃森生物“贱卖”资产闹剧：疫苗股高处不胜寒 资产异常,证券市场周刊
1093,2020-12-16,机构上半月调研203股 中小创公司仍最受关注,投资快报
1094,2020-12-16,近期关注医药板块走势,大众证券报
1095,2020-12-15,“医药一哥”单日涨幅创2年纪录！因为这个大消息,e公司
1096,2020-12-15,A股收盘综述：上证指数微跌，创业板指涨逾1%,Wind
1097,2020-12-15,医药生物行业周报：医保谈判即将落地 长期布局时机逐步开启,新浪
1098,2020-12-15,解盘：利空来袭资金流出，医药、疫苗、自主可控略涨,Wind
1099,2020-12-15,A股午盘综述：上证指数跌0.45%，创业板指涨0.23%,Wind
1100,2020-12-15,创新药指数涨逾2%，信立泰涨逾8%,Wind
1101,2020-12-15,【行情】疫苗板块持续上扬，康泰生物涨逾6%，长春高新涨逾5%，华兰生物、智飞生物等股跟涨,金十数据
1102,2020-12-15,疫苗指数涨逾2%，康泰生物涨逾6%,Wind
1103,2020-12-15,医药生物行业2020年1-11月疫苗批签发：11月重磅品种恢复快速增长,西南证券
1104,2020-12-15,22股获券商买入评级，多伦科技目标涨幅达68.97%,Wind
1105,2020-12-15,【山证医药】医药行业周报（20201213）：创新与消费升级仍为行业长期投资主线,山西证券研究所
1106,2020-12-14,12月新增近300笔上市公司减持计划，呈现四大特征,Wind
1107,2020-12-14,医药生物行业周报：2021医药“春季躁动”有望提前到来 关注医药消费投资机会,新浪
1108,2020-12-11,康泰生物：吸附无细胞百白破灭活脊髓灰质炎联合疫苗临床试验获批,Wind
1109,2020-12-10,康泰生物上市三年涨超百倍，天价离婚案女主开启减持计划！ 拟减持股份,环球老虎财经
1110,2020-12-10,贝壳投研：高毛利的疫苗赛道，为何躲不开销售费用的坎？,新浪
1111,2020-12-10,2021年度策略行业策略：医药黄金时代行情不会缺席 2021只是更加极致聚焦,新浪
1112,2020-12-10,犀牛财经早报：海南海药拟债权转让 ST威龙将无实际控制人,GPLP犀牛财经
1113,2020-12-10,犀牛财经早报：紫光集团无法兑付债券本金 辉瑞部分文件被非法获取,GPLP犀牛财经
1114,2020-12-10,上市公司正负面新闻2020年12月10日星期四,Wind
1115,2020-12-09,康泰生物(300601.SZ)遭多名高管合计减持67.36万股 减持股份,智通财经
1116,2020-12-09,康泰生物(300601.SZ)：股东YUANLIPING及监事吕志云拟合计减持不超1708.7万股 拟减持股份,格隆汇
1117,2020-12-09,康泰生物(300601.SZ)：4名高管合计减持67.36万股 减持股份,格隆汇
1118,2020-12-09,康泰生物：股东拟合计减持不超2.49%股份 拟减持股份,格隆汇
1119,2020-12-09,康泰生物：副总裁刘群等合计减持67.36万股 减持股份,Wind
1120,2020-12-09,康泰生物：股东YUAN LIPING拟减持不超过2.48%公司股份 拟减持股份,Wind
1121,2020-12-09,医药生物2021年投资策略报告：不畏浮云遮望眼,新浪
1122,2020-12-09,[路演]康泰生物：研发人员已占总人数的20%,全景网
1123,2020-12-09,晨报1209 | 医药&白酒2021年度策略、次新股专题、圣农发展（002299）,国泰君安证券研究
1124,2020-12-09,中信建投2021年医药生物投资策略展望：不畏浮云遮望眼,中信建投证券研究
1125,2020-12-08,"康泰生物现4笔大宗交易 共成交10,510.18万元",新浪
1126,2020-12-08,医药行业2021年度投资策略：需求无止境 供给共繁荣,新浪
1127,2020-12-08,医药生物行业2020年12月投资月报：医药反弹持续性如何？,新浪
1128,2020-12-08,医药行业周报：医药板块回暖 估值溢价已回到历史中枢水平,新浪
1129,2020-12-08,医药生物板块涨幅居前，10家公司获机构“叩门”,制药网
1130,2020-12-08,医药行业一周观察：医药板块整体反弹 持续推荐三条主线,新浪
1131,2020-12-08,国君医药 | 2021年度策略：需求无止境，供给共繁荣,国泰君安证券研究
1132,2020-12-08,"华泰柏瑞2医药主题基金11月跌超9% ""菜鸟""接手迎震荡",中国经济网
1133,2020-12-08,沃森生物71亿隐秘野心，李云春为何弃泽润如鸡肋？,21世纪经济报道
1134,2020-12-07,"疫苗巨头为何想“杀掉快下蛋的鸡”?董事长回应,71亿隐秘野心曝光",搜狐
1135,2020-12-07,估值245亿！华兰生物分拆疫苗子公司上市,读懂财经
1136,2020-12-07,沃森生物71亿隐秘野心：高瓴资本、“泰格系”两度接盘，李云春为何弃泽润如鸡肋？,21世纪经济报道
1137,2020-12-07,果然跌停！改口不卖是“缓兵之计”？沃森生物人心已失，投资者出逃用脚投票,21世纪经济报道
1138,2020-12-07,医药生物行业周报：狂犬单抗未来会是大品种吗？再次强调12月是医药底部布局期,新浪
1139,2020-12-07,沃森出售泽润一波三折！到底哪种疫苗才是沃森的“金矿”？,21世纪经济报道
1140,2020-12-07,医药行业周报：医药生物强势反弹 建议把握优质股配置机会,新浪
1141,2020-12-07,21深度｜沃森出售泽润一波三折：收关注函、暂停交易、股票跌停，到底哪种疫苗才是沃森的“金矿”？ 关注函,21世纪经济报道
1142,2020-12-07,医药行业周报：医药反弹OR反抽？,西南证券
1143,2020-12-07,沃森生物转让HPV疫苗资产遭深交所问询，投资者要求更换董事长 问询,钛媒体
1144,2020-12-06,康泰生物新冠疫苗将在马来西亚开展III期临床试验,证券日报网
1145,2020-12-05,康泰生物股价本周涨逾17%,大众证券报
1146,2020-12-04,A股共发生160宗大宗交易成交30.16亿元（12月4日）,Wind
1147,2020-12-04,"康泰生物现1笔大宗交易 共成交3,038.15万元",新浪
1148,2020-12-04,全球新冠疫苗大规模开打在即，国产疫苗也迎来大消息！,21世纪经济报道
1149,2020-12-04,大众30：生物医药板块企稳反弹,大众证券报
1150,2020-12-04,生物医药板块企稳反弹,大众证券报
1151,2020-12-04,多只基金浮盈过亿，定增市场成“香饽饽”,Wind
1152,2020-12-03,A股收盘综述：上证指数跌0.21%，创业板指涨超1%,Wind
1153,2020-12-03,疫苗股又火了，突然暴涨5%，飙升500亿！A股谁最牛？,中国基金报
1154,2020-12-03,A股午盘综述：大小指数分化，创业板指涨超1%,Wind
1155,2020-12-03,疫苗板块涨超4%,Wind
1156,2020-12-02,康泰生物核心产品销售预判：未来四联疫苗的销量和单剂均价将继续增加,Wind
1157,2020-12-02,康泰生物核心产品销售预判：未来四联疫苗的销量和单剂均价将继续增加,e公司
1158,2020-12-02,【医药】国家医保谈判在即，创新产业链依然值得关注——医药行业周报——中性,渤海证券研究
1159,2020-12-02,深度*公司*康泰生物(300601)：核心品种快速放量 研发工作稳步推进,新浪
1160,2020-12-02,中泰证券：新冠疫苗数据持续积极，逐步进入兑现期，持续看好板块成长,证券时报网
1161,2020-12-01,花 235 亿离婚，把前妻推上加拿大第三女富豪，中国“疫苗大王”肉痛之余有文章？,--
1162,2020-12-01,Moderna新冠疫苗明年或进账133亿美元，中国疫苗最快月初公布3期数据,时代在线
1163,2020-12-01,花235亿离婚，前妻成加拿大第三富！中国疫苗大王离婚背后有文章？,--
1164,2020-12-01,康泰生物实控人235亿离婚案把前妻推成女富豪 假离婚、真套现？,--
1165,2020-12-01,深度*行业*医药行业2021年度策略：重视非医保领域的高端、差异化医疗需求,新浪
1166,2020-12-01,回顾2018年药品集采，创新走向更高质量发展--医药行业周报（2020.11.23-2020.11.27）,兴证医药健康
1167,2020-12-01,解盘：百亿资金流入，权重与题材齐飞，工程机械领涨,Wind
1168,2020-12-01,新冠疫苗再传捷报！Moderna涨超20%，A股两类企业有望脱颖而出,第一财经
1169,2020-12-01,创新药板块涨逾2%，我武生物、九洲药业涨逾7%,Wind
1170,2020-12-01,快讯：生物疫苗板块拉升 康泰生物等多股走强,新浪
