,2021-12-31,华夏银行携手北大荒集团成功发行全国首单农业企业结构调整型资产支持票据,21世纪经济报道
736,2021-02-05,1月银行业罚单全景：393张罚单、罚金2.64亿,21世纪经济报道
737,2021-02-05,银行股持续活跃，邮储银行大涨5%,Wind
738,2021-02-05,拉卡拉陷入业绩增长乏力泥淖，违规频频，净利润增速创5年新低 其他违规处罚,投资快报
739,2021-02-03,国家外汇局通报11起银行外汇违规案例 金融监管处罚,Wind
740,2021-02-02,黄冈银保监局：对华夏银行黄冈分行作出行政处罚，罚款20万元 金融监管处罚,Wind
741,2021-02-02,华夏银行黄冈分行被罚20万 因将抵押评估费转嫁借款企业承担 金融监管处罚,金融界
742,2021-02-02,华夏银行黄冈分行被罚20万：将押品评估费转嫁给借款企业承担 金融监管处罚,新浪
743,2021-02-01,抱团股爆发，沪指重上3500！创业板次新股最猛飙100%,中国基金报
744,2021-02-01,【行情】银行板块走强，平安银行拉升涨近8%，浦发银行、兴业银行、华夏银行涨超4%,金十数据
745,2021-02-01,打造科技时代新招牌 银行加大数字化经营力度,金融时报
746,2021-01-31,华夏银行昆明分行推广“花惠贷”精准滴灌花卉产业链农户 助力“云花”发展,中国金融新闻网
747,2021-01-29,阿勒泰银保监局：对太平洋财险阿勒泰中心支公司作出行政处罚，罚款10万元 金融监管处罚,Wind
748,2021-01-28,北京文化5亿元贷款逾期 “郑爽事件”波及兴业银行、华夏银行等 违约失信,北京商报
749,2021-01-28,瑞丰银行17%股权被质押前十大股东中“仨老赖”，内控不审慎有受贿 违约失信,中金在线
750,2021-01-27,“郑爽事件”波及银行？银行的文化金融“蹊径”怎么走,北京商报
751,2021-01-27,运城银保监局：对华夏银行运城支行作出行政处罚，罚款25万元 金融监管处罚,Wind
752,2021-01-27,华夏银行运城支行被罚25万：信贷资金回流借款人 金融监管处罚,新浪
753,2021-01-27,今日起广州四大行房贷整体涨价，有银行暂停房贷业务,21世纪经济报道
754,2021-01-27,今日起广州四大行房贷整体涨价,Wind
755,2021-01-26,北京文化五亿元贷款逾期 踩雷的兴业银行警惕性不够？ 违约失信,新浪
756,2021-01-25,铭普光磁(002902.SZ)拟向银行申请融资不超2.5亿元,格隆汇
757,2021-01-24,独家专访市政协委员、华夏银行党委书记、董事长李民吉：数字货币重塑下的商业银行,北京商报网
758,2021-01-22,安徽建工(600502.SH)：拟出资不超1亿元与华夏银行投设集合资金信托计划,格隆汇
759,2021-01-22,供应链融资升级 华夏银行数字化转型显成效,中国金融新闻网
760,2021-01-22,关于大成恒享春晓一年定期开放混合型证券投资基金A、C类份额增加华夏银行股份有限公司为销售机构的公告,中证报
761,2021-01-20,中国人民银行定于2021年1月29日发行2021年贺岁普通纪念币一枚,央行
762,2021-01-20,中国人民银行定于1月29日发行2021年贺岁普通纪念币一枚,腾讯网
763,2021-01-19,江西银保监局：对华夏银行南昌分行作出行政处罚，罚款90万元 金融监管处罚,Wind
764,2021-01-19,易方达爆款基热销探秘：公司渠道能力太强,新浪
765,2021-01-19,践行甘露行动计划 升级服务个体工商户 华夏银行成都分行上市POS-E贷,金融投资报
766,2021-01-18,银行行业周报：社融下降不改基本面 多项政策呵护市场,新浪
767,2021-01-18,华夏银行发力零售有难度：信用卡贷款增速放缓占比“垫底”,GPLP犀牛财经
768,2021-01-14,华夏银行一分行被罚168万元 因未按规定履行客户身份识别义务 金融监管处罚,GPLP犀牛财经
769,2021-01-12,抢滩消费升级广阔蓝海 南方消费升级提前结束募集,新浪
770,2021-01-12,信用卡持卡人盼透支利率下调，银行暂时按兵不动,Wind
771,2021-01-10,华夏银行股份有限公司无锡分行贷款“三查”不到位被罚30万元 金融监管处罚,中国网
772,2021-01-08,华夏银行股份有限公司扬州分行存在存贷挂钩等违规行为 被罚70万元 金融监管处罚,中国网
773,2021-01-08,华夏银行涉多项业务违规遭央行罚173万 近年房贷占比呈上升趋势,新浪
774,2021-01-07,华夏银行扬州分行被罚70万：贷款资金用途管控不到位 金融监管处罚,新浪
775,2021-01-07,扬州银保监局：对华夏银行扬州分行作出行政处罚，罚款70万元 金融监管处罚,Wind
776,2021-01-07,湖州银保监局：对华夏银行湖州分行作出行政处罚，罚款95万元 金融监管处罚,Wind
777,2021-01-07,华夏银行湖州分行被罚95万：固定资产贷款发放不审慎 金融监管处罚,新浪
778,2021-01-06,阿克苏银保监局：对太平洋财险阿拉尔支公司作出行政处罚，罚款25万元 金融监管处罚,Wind
779,2021-01-04,持牌优势渐显，独立直销银行沉寂4年再“冒泡”,Wind
780,2021-01-04,新规发威，元旦后银行房贷额度不松反紧,Wind
781,2021-01-03,华夏银行哈尔滨分行多措并举助力稳企业保就业,中国金融新闻网
782,2021-01-03,全程“5个无”升级供应链融资 华夏银行数字化转型显成效,证券日报网
783,2021-01-03,吉华集团(603980.SH)：萧然工贸持有的2800万股已过户至华夏银行杭州萧山支行名下,格隆汇
784,2021-01-03,2021年房贷额度不比2020年宽松,券商中国
785,2020-12-31,数字抗疫 服务为上 华夏银行信用卡电销中心斩获多项大奖,凤凰网
786,2020-12-31,全程无接触！升级供应链融资2.0 华夏银行数字化转型显成效,中国网
787,2020-12-30,华夏银行：职工监事辞职 董监高成员变化,Wind
788,2020-12-30,华夏银行股份有限公司重庆分行与重庆市潼南区潼发商业运营管理有限公司债权转让通知暨债务催收联合公告 资产异常,重庆商报
789,2020-12-29,让致富路越走越宽 华夏银行成都分行成功打造“豆瓣贷”,金融投资报
790,2020-12-25,加强银企合作 实现相互赋能——成都传媒集团与华夏银行成都分行签署战略合作协议,每经网
791,2020-12-24,华夏银行镇江分行被罚80万：流动资金贷款、项目贷款被挪用 金融监管处罚,新浪
792,2020-12-24,镇江银保监局：对华夏银行镇江分行作出行政处罚，罚款80万元 金融监管处罚,Wind
793,2020-12-24,华夏理财推出固收+新品 打造长期稳健投资回报,经济观察网
794,2020-12-23,华夏银行昆明分行5亿元绿色贷款支持昆钢环保项目,云南网
795,2020-12-23,华夏银行昆明分行“牵手”红塔银行 签署战略合作协议,证券日报网
796,2020-12-22,揽存“无照驾驶”，部分银行陷负债端窘境,Wind
797,2020-12-21,洛阳玻璃(600876.SH)拟向华夏银行申请授信1亿元,格隆汇
798,2020-12-21,华夏银行(600015.SH)：完成发行330亿元金融债券,格隆汇
799,2020-12-21,独立法人直销银行牌照开闸，意味着什么？,零壹财经
800,2020-12-18,中环装备(300140.SZ)拟向华夏银行北京分行申请综合授信额度1亿元,格隆汇
801,2020-12-18,中环装备(300140.SZ)拟申请华夏银行授信额度1亿元,智通财经
802,2020-12-18,苏州银保监局：对华夏银行苏州分行作出行政处罚，罚款15万元 金融监管处罚,Wind
803,2020-12-18,华夏银行苏州分行被罚15万：监管报表错报且责令改正逾期未改 金融监管处罚,新浪
804,2020-12-18,第九届云南金融机构价值发现榜单,云南信息报
805,2020-12-17,ST舍得：法院已冻结天洋控股持有的沱牌舍得集团70%股权 股权冻结,Wind
806,2020-12-17,华夏银行湘潭分行开业,中国金融新闻网
807,2020-12-17,打造银行改革创新“新物种”：直销银行让数字普惠更精准更高效,新浪
808,2020-12-16,恒丰银行：出资不超过20亿元，全资设立恒丰理财有限责任公司,Wind
809,2020-12-15,华夏银行拟发行330亿元金融债,中新经纬
810,2020-12-14,中信国安(000839.SZ)拟向华夏银行北京分行申请贷款展期 违约失信,格隆汇
811,2020-12-14,14家大中型银行理财子公司获批，地方银行面临双重压力,Wind
812,2020-12-11,华夏银行刘强：银行建设数字生态的道法术,金融界
813,2020-12-11,2020第三季度银行业消费投诉环比增26.5% 招商银行投诉量居股份行首位,中国网
814,2020-12-10,海信家电(00921)及附属合计认购8.2亿元华夏银行理财产品,智通财经
815,2020-12-10,海信家电(00921.HK)及附属合计认购8.2亿元理财产品,格隆汇
816,2020-12-10,这些银行被银保监会点名通报！ 其他违规处罚,金融时报
817,2020-12-10,关于2020年第三季度银行业消费投诉情况的通报,新浪
818,2020-12-10,银保监会：工行、建行、交行投诉量位列国有大型商业银行前三,新浪
819,2020-12-09,华夏银行获中国证券金紫荆奖“最具社会责任感上市公司”奖项,上证报
820,2020-12-08,珠江实业(600684.SH)：为璟逸公司向华夏银行申请开发贷款提供不超6亿元担保 大额借贷担保,格隆汇
821,2020-12-08,华夏银行：获批发行不超过600亿元金融债,证券时报
822,2020-12-08,华夏银行：发行金融债券获得监管部门批准,Wind
823,2020-12-08,华夏银行(600015.SH)：发行不超600亿元金融债券获监管部门批准,格隆汇
824,2020-12-07,阿里云中标华夏银行微服务架构研究与实践项目,猎云网
825,2020-12-04,银保监会通报银行投诉情况,Bank资管
826,2020-12-04,捷成股份(300182.SZ)拟向华夏银行北京中关村支行申请6000万元综合授信,格隆汇
827,2020-12-04,银保监会通报银行投诉情况,渤源资产
828,2020-12-03,新疆银保监局：对大地财险新疆分公司作出行政处罚，罚款80万元 金融监管处罚,Wind
829,2020-12-02,永煤两只超短融券付息再谋“豁免违约”,Wind
830,2020-12-01,*ST康得：收到《执行决定书》、《执行通知书》、《报告财产令》,Wind
831,2020-12-01,标普：确认华夏银行长期发行人信用评级为BBB-，展望“稳定”,Wind
832,2020-12-01,大象起舞!机构看好大金融跨年机会,财富动力网
833,2020-11-30,维尔利(300190.SZ)拟向华夏银行常州分行申请1.57亿元综合授信,格隆汇
834,2020-11-30,长园集团(600525.SH)拟向华夏银行申请不超6亿元授信额度,格隆汇
835,2020-11-30,科技助力银行打造高质量服务仍需努力,中国金融新闻网
836,2020-11-28,川投信产集团加码金融科技布局，川投云链签约中信、华夏银行,Wind
837,2020-11-28,川投信产集团加码金融科技布局 川投云链签约中信、华夏银行,e公司
838,2020-11-28,川投云链牵手中信银行、华夏银行川投信产集团加码金融科技战略布局,金融投资报
839,2020-11-28,进社区 改机制 深圳银行机构寻找首贷户,经济观察网
840,2020-11-27,华夏银行行长张健华：“消费拉动经济增长”是未来趋势，科技助力开放银行建设,搜狐
841,2020-11-27,华夏银行有点烦：前三季净利下滑7.37% 信用卡收入下降 盈利能力下降,GPLP犀牛财经
842,2020-11-26,宝鹰股份(002047.SZ)为子公司宝鹰建设向银行申请的授信额度提供8亿元的担保 大额借贷担保,智通财经
843,2020-11-25,华夏银行携手四川铁投 增强型并购票据成功落地！,金融投资报
844,2020-11-24,深圳29家银行“扫楼”小微企业：普惠小微贷款中信用类占比近半,21世纪经济报道
845,2020-11-24,陆家嘴财经早餐2020年11月24日星期二,Wind
846,2020-11-23,华夏银行绿色融资余额已超2000亿元,新华网
847,2020-11-23,晚间要闻2020年11月23日星期一,Wind
848,2020-11-23,孟宏伟辞任蓝光发展董事 此前辞任蓝光嘉宝服务非执董 董监高成员变化,观点地产网
849,2020-11-23,金融街下午茶2020年11月23日星期一,Wind
850,2020-11-23,银保监会：同意华夏银行发行不超过600亿元金融债券,新浪
851,2020-11-23,华夏银行获批发行不超600亿元金融债,Wind
852,2020-11-23,国际金融论坛首次颁布“全球绿色金融创新奖”,证券时报
853,2020-11-23,华夏银行绿色金融业务发展再上新台阶,21经济网
854,2020-11-23,华夏银行获“2020全球绿色金融创新奖” 绿色金融业务再上新台阶,中证网
855,2020-11-23,华夏银行以其独家承接世行的绿色融资项目获“2020全球绿色金融创新奖”,凤凰网
856,2020-11-22,以创新服务绿色发展 华夏银行喜获“2020全球绿色金融创新奖”,证券日报网
857,2020-11-21,京港会签约12个重点项目,北京日报
858,2020-11-20,直销银行光环逐渐褪去 服务渠道再现调整,北京商报
859,2020-11-20,并入手机银行成趋势 直销银行App“失宠”,北京商报
860,2020-11-19,华夏银行直销银行与手机银行将于12月5日合并,北京商报
861,2020-11-19,逐渐失宠？又一家银行直销银行并入手机App渠道,北京商报
