,2021-12-31,又一家机器人公司被分拆筹备上市，今年营收或突破20亿,Ofweek
1191,2021-04-18,大曝光！社保基金、百亿私募最新调仓换股名单,Wind
1192,2021-04-18,私募大佬持仓浮出水面：冯柳减持海康威视，邓晓峰加仓紫金矿业 减持股份,证券时报网
1193,2021-04-18,周末影响一周市场的10大消息(新股+点评),Wind
1194,2021-04-18,社保基金、百亿私募最新动向来了，调仓明细曝光,证券时报
1195,2021-04-18,上市公司一季报火热披露 社保基金、百亿私募最新调仓换股来了,同壁财经
1196,2021-04-18,海康威视去年营收超600亿元，今年Q1营收同比增长48.36%,凤凰网
1197,2021-04-18,大曝光！社保基金、百亿私募最新调仓换股来了,中国基金报
1198,2021-04-18,冯柳最新持仓曝光！研究秘诀首度披露,Wind
1199,2021-04-18,下周解禁名单出炉，白酒股解禁市值最大（附股） 解禁,同壁财经
1200,2021-04-18,陆家嘴财经早餐2021年4月18日星期日,Wind
1201,2021-04-18,公募一哥大举增持5000亿巨头私募顶流却获利50亿减持！下周解禁名单出炉 减持股份,证券之星
1202,2021-04-18,冯柳最新持仓曝光！重仓海康威视半年大赚50亿，研究秘诀首度披露,同壁财经
1203,2021-04-17,基金调仓看点多！公募一哥张坤大举增持安防茅，冯柳却在减持！ 减持股份,中国基金报
1204,2021-04-17,海康威视：芯片产能紧缺尚未影响交付，长期看不确定,Wind
1205,2021-04-17,海康威视：芯片产能紧缺尚未影响交付，长期看不确定,金十数据
1206,2021-04-17,明星基金经理们大动作：冯柳减持海康威视 减持股份,金十数据
1207,2021-04-17,冯柳和张坤出击 公私募顶流都看上了这家安防巨头,上证报
1208,2021-04-17,张坤出手增持5000亿安防茅，明星经理最新持仓变动来了,Wind
1209,2021-04-17,重磅！张坤大举增持5000亿安防茅！冯柳却减持！董承非、邓晓峰对决“有色茅”！ 减持股份,证券之星
1210,2021-04-17,上市公司正负面新闻2021年4月17日星期六,Wind
1211,2021-04-16,晚间要闻2021年4月16日星期五,Wind
1212,2021-04-16,晚间公告热点追踪：欧菲光业绩变脸 从预盈逾8亿到预亏超18亿,新浪
1213,2021-04-16,海康威视：2020年度净利同比增长7.82%，拟10派8元,36氪
1214,2021-04-16,晚间重要公告2021年4月16日星期五,Wind
1215,2021-04-16,海康威视(002415.SZ)一季度净利润升44.99%至21.69亿元,格隆汇
1216,2021-04-16,海康威视(002415.SZ)2020年度净利润升7.82%至133.86亿元拟10派8元,格隆汇
1217,2021-04-16,海康威视(002415.SZ)年度归母净利同比增7.82%至133.85亿元 每10股派8元,智通财经
1218,2021-04-16,海康威视：一季度净利润21.69亿元，同比增长44.99%,Wind
1219,2021-04-16,海康威视年报：2020年净利润同比增长7.82%,Wind
1220,2021-04-16,海康威视：2020年净利润同比增长7.82%,Wind
1221,2021-04-16,一周热点：UVC LED、企业合作、晒业绩,LED在线
1222,2021-04-15,[路演]启明信息：在智能网联领域与华为、百度、海康威视等开展业务合作,全景网
1223,2021-04-15,财信证券--计算机行业月度报告：个股分化情况改善，重视业绩兑现情况【行业研究】,金融界股吧
1224,2021-04-14,4月14日晚间重要行业研究汇总(附股),中金在线
1225,2021-04-14,前瞻热点：工业互联网迎加速发展期,证券之星
1226,2021-04-13,海康威视今日大宗交易成交45万股，成交价54.0元溢价0.0%,Wind
1227,2021-04-13,东吴证券--通信行业本周专题：三大运营商乘“云”而上，华为或将重点发力云计算【行业研究】,金融界股吧
1228,2021-04-13,安信证券--计算机行业动态分析：中电科吹响计算机行业新一轮国企改革号角【行业研究】,金融界股吧
1229,2021-04-12,华中数控， 孤城中生产3000台红外测温仪,财经网
1230,2021-04-12,电子行业周观点：业绩期来临 LCD将迎高光,新浪
1231,2021-04-12,计算机行业周报：汽车雷达迎77GHZ技术升级 促智能驾驶上游产业链变革,华安证券
1232,2021-04-12,海康威视京东企业换新季强势来袭，爆款摄像设备为企业安防保驾护航,北国网
1233,2021-04-12,国星光电与海康威视再签长期战略合作协议,LED在线
1234,2021-04-12,新时代证券--计算机行业投资周报：CITE2021隆重开幕，智能网联汽车时代加速到来【行业研究】,金融界股吧
1235,2021-04-11,不走套路！科创主题基金竟买成“债基”，股票仓位仅10%,Wind
1236,2021-04-09,计算机行业2021Q1业绩前瞻：医疗IT、汽车IT、信息安全等多域低基数高景气,新浪
1237,2021-04-09,海康威视今日大宗交易成交158万股，成交价55.51元溢价0.0%,Wind
1238,2021-04-09,海康威视会议平板重磅新品：WonderHub V7标准款惊艳发布！,砍柴网
1239,2021-04-09,调整就是机会？新基金仓位迅速打满，行业龙头清一色被券商看好，然而分析师喊“买入”却被套懵,每日经济新闻
1240,2021-04-09,国星RGB事业部与海康威视再签长期战略合作协议,LED在线
1241,2021-04-09,电子｜看好半导体及高景气度细分板块的成长：2021年二季度投资策略,中信证券研究
1242,2021-04-08,海康威视现1笔大宗交易 共成交805.14万元,新浪
1243,2021-04-08,中小盘IPO专题：深市主板和中小板合并水到渠成 错位竞争下多层次资本市场体系将更高效,新浪
1244,2021-04-07,浙江区域股市周报：21家机构调研亿帆医药 通策医疗进入浙江股市值前10强,每日经济新闻
1245,2021-04-06,荣耀谢幕！中小板并入深市主板，17年诞生多少“牛股”和“冠军”,全景网
1246,2021-04-06,计算机行业周报：海康威视近期智能方案亮点一览,新浪
1247,2021-04-06,计算机行业投资周报：深圳拟出台智能网联汽车管理条例 智能驾驶落地有望加速,新浪
1248,2021-04-06,计算机行业周报：华为云崛起、小米百亿造车 产业链受到撼动,新浪
1249,2021-04-06,通信行业跟踪周报：本周专题 从华为年报看数字化转型的投资机会,新浪
1250,2021-04-06,计算机行业周报：2020年报云集体乐观 AI大会海康惊喜频现!,新浪
1251,2021-04-06,3月份重要股东增减持动态：减持金额同比下降近半 减持股份,面包财经
1252,2021-04-06,上证报头版：深交所主板中小板今日合并，市场格局更加明晰,Wind
1253,2021-04-05,招商策略：资金面紧平衡下的机遇与挑战,Wind
1254,2021-04-05,节后中小板将正式退出历史舞台，6张图一览深交所三大板块面貌！,Wind
1255,2021-04-03,3月两市现345笔增持 龚虹嘉又套现海康威视 机构接盘超30亿 减持股份,每日经济新闻
1256,2021-04-02,218倍投资回报 联想系入股富瀚微背后资本局,新浪
1257,2021-04-02,海康威视今日大宗交易成交38万股，成交价56.5元溢价0.0%,Wind
1258,2021-04-02,部分白马股午后走低，海康威视跳水翻绿,Wind
1259,2021-04-01,海康威视20年之路：坚持走到田间地头 赚技术创新的钱,每日经济新闻
1260,2021-04-01,葛兰、傅鹏博等明星基金经理调研个股“受追捧” 布局机会出现？,红周刊
1261,2021-04-01,盈趣科技：子公司厦门攸信与海康威视共同开发的智能物流AGV已在公司及其他子公司投入使用,每日经济新闻
1262,2021-04-01,杭州人工智能技术应用再下一城国家级人工智能创新应用先导区揭牌,证券之星
1263,2021-04-01,2021年中国智能安防行业市场竞争现状及发展前景分析 龙头企业营收再创记录,前瞻研究院
1264,2021-04-01,杭州高新区（滨江）着力打造“中国智谷”,高新网
1265,2021-04-01,净买入额两连增，融资客积极调仓,Wind
1266,2021-03-31,家庭智能摄像头需求猛增 如何撬动市场让行业犯难,投资界
1267,2021-03-31,海康威视全面升级AI开放平台 正式推出智慧城市数智底座,e公司
1268,2021-03-31,海康威视发布智慧城市数智底座：AI应用当下最重要的是工程化能力,新浪
1269,2021-03-31,海康威视现1笔大宗交易 共成交320.31万元,新浪
1270,2021-03-31,海康威视今日大宗交易成交5.73万股，成交价55.9元溢价0.0%,Wind
1271,2021-03-31,各种“茅”集体下跌，资金悄然布局合理估值个股 连续下跌,第一财经
1272,2021-03-31,掌管2000亿！谢治宇、董承非、朱少醒、周应波等四大顶流基金经理“隐形重仓股”来了,中国基金报
1273,2021-03-30,“智涌钱塘”2021 AI Cloud生态大会：共筑智慧城市 赋能数字企业,证券日报网
1274,2021-03-30,海康威视发布新品 助力智慧城市与企业数字化转型升级,中证网
1275,2021-03-30,家庭智能摄像头，智能家居的又一个爆发点？,云掌财经
1276,2021-03-30,重磅！“千亿顶流”基金隐形重仓股名单来了,Wind
1277,2021-03-30,海康威视发布新品 为“筑城者”构建智慧城市数智底座,上证报
1278,2021-03-30,“公募一哥”张坤隐形重仓股出炉，称对资本市场长期前景乐观,澎湃新闻
1279,2021-03-30,"海康威视现3笔大宗交易 共成交6,282.15万元",新浪
1280,2021-03-30,号外！你想要的明星“隐形”重仓股都在这里！,格隆汇
1281,2021-03-30,海康威视今日大宗交易成交82万股，成交价55.27元溢价0.0%,Wind
1282,2021-03-30,杭州国家人工智能创新应用先导区揭牌，将深化技术多领域应用,Wind
1283,2021-03-30,张坤、刘格菘……顶流基金经理“隐形重仓股”曝光,Wind
1284,2021-03-30,安信证券--计算机行业动态分析：计算机板块一季报前瞻【行业研究】,金融界股吧
1285,2021-03-30,机构抱团股持续复苏，海康、海天、金龙鱼、药明康德、汇川、包钢涨超3%,Wind
1286,2021-03-30,海康威视总裁胡扬忠：深根固本，20年培育“一棵树”,21世纪经济报道
1287,2021-03-30,“隐形重仓股”曝光，知名基金经理掘金中小市值品种,Wind
1288,2021-03-29,机构调研最新动向曝光张坤、谢治宇等“大佬”已纷纷出手,财联社
1289,2021-03-29,公募基金年报陆续发布，百亿基金经理的隐形重仓股浮出水面,第一财经
1290,2021-03-29,一个电话就涨停？调仓未动股价先行，张坤、谢治宇、赵诣等“大佬”个股调研动向一览,财联社
1291,2021-03-29,海康威视：萤石网络不再行使对萤石科技的实际经营管理权,Wind
1292,2021-03-29,傅鹏博、赵诣、赵枫等基金经理隐形重仓股浮出水面,Wind
1293,2021-03-29,通信行业跟踪周报：中国移动年报业绩向好 政策支持下智慧交通持续发力,新浪
1294,2021-03-29,张启尧：反弹的两种情形,Wind
1295,2021-03-29,最新：刘彦春等顶流基金经理的后市观点来了（附隐形重仓股）,每日经济新闻
1296,2021-03-29,最新！刘彦春、李晓星、赵诣、袁芳、赵蓓……顶流基金经理的隐形重仓股和后市观点来了！,每日经济新闻
1297,2021-03-29,行业周报：计算机行业一季报前瞻：景气持续上行 网安与AI闪耀,新浪
1298,2021-03-29,计算机行业周报：“碳中和”对IDC产业链影响几何,新浪
1299,2021-03-29,计算机行业：1-2月软件业增速可观 年报季白马股或迎股价拐点,新浪
1300,2021-03-29,华安证券--计算机行业周报：百度集团赴港二次上市，AI红利持续释放【行业研究】,金融界股吧
1301,2021-03-29,刘彦春等多位明星基金经理隐形重仓股曝光,Wind
1302,2021-03-27,计算机行业周报：3月展望数字货币推广三大预测？,新浪
1303,2021-03-26,浙江区域股市周报：新增3家上市公司49家机构调研世纪华通,每日经济新闻
1304,2021-03-26,张坤今年首次调研，为何选择这家上市公司？,Wind
1305,2021-03-26,张坤年内首度现身调研，300亿细分龙头涨停,Wind
1306,2021-03-26,两融余额三连降，14股遭杠杆资金大比例减仓,证券时报
1307,2021-03-26,海康威视大涨近8%，市值重回5000亿元上方,Wind
1308,2021-03-26,宇瞳光学：与海康威视等建立紧密合作关系 未来将加大车载镜头资源投入,e公司
1309,2021-03-26,苏州科达营收净利润双降研发投入占比高达28% 盈利能力下降,GPLP犀牛财经
1310,2021-03-26,海康、比亚迪、药明康德、伊利、立讯、云南白药均涨超3%，茅指数继续拉升,Wind
1311,2021-03-26,A股早报2021年3月26日星期五,Wind
1312,2021-03-25,"海康威视现1笔大宗交易 共成交16,628.70万元",新浪
1313,2021-03-25,海康威视今日大宗交易成交330万股，成交价50.39元溢价0.0%,Wind
1314,2021-03-25,融资客青睐6股，威胜信息买入占比高达42.47%,Wind
1315,2021-03-25,A股融资融券日报：两融余额减少14.15亿元（3月24日）,Wind
1316,2021-03-24,3月认沽末日轮！各种“茅”啥时稳？,新浪
1317,2021-03-23,5张图看清！千亿市值大票年后跌幅、估值和债务规模,Wind
1318,2021-03-23,海康威视今日大宗交易成交18.67万股，成交价53.02元溢价1.38%,Wind
1319,2021-03-22,近一周机构调研榜出炉！百亿级私募调研了这几家公司！,云掌财经
