,2021-12-31,2021非银板块回顾：券商无忧，保险疼痛,智通财经
923,2021-07-23,2021券商分类评级出炉！15家喜提AA，东方、兴业、广发荣升AA，东海连升5级CC至A最快，3家出局AA,财联社
924,2021-07-23,晚间公告｜7月23日这些公告有看头,第一财经
925,2021-07-23,2张图看清热门股、最差股中基金最新持仓！,Wind
926,2021-07-23,【港股通】东方证券(03958)上半年净利润约27亿元人民币 同比增加76.95%,和讯
927,2021-07-23,【3958】东方证券上半年录盈利27亿元人民币升近77%|头条金融网,头条日报
928,2021-07-23,东方证券(03958)中期归属股东净利润同比增长76.95%至27亿元,智通财经
929,2021-07-23,东方证券：2021年半年度净利润约27亿元，同比增加76.95%,每日经济新闻
930,2021-07-23,东方证券：上半年净利润同比增长76.95%（业绩快报）,Wind
931,2021-07-23,东方证券(600958.SH)披露半年度业绩快报：归母净利增76.95%至27亿元,智通财经
932,2021-07-23,东方证券业绩快报：上半年净利润27亿元 同比增77%,e公司
933,2021-07-23,东方证券业绩快报：上半年净利同比增长77%,财联社
934,2021-07-23,3大千亿白马重挫，锂电牛股跌13%！券商股却火了,Wind
935,2021-07-23,券商板块再度发力拉升，新一轮反弹行情要来了吗？,第一财经
936,2021-07-23,涨停雷达：证券板块异动 东方证券触及涨停,ZAKER
937,2021-07-23,A股午盘综述：创业板指下挫1.8%，券商领衔周期股逆势走强,Wind
938,2021-07-23,券商股持续攀升，板块内个股全线飘红,Wind
939,2021-07-23,券商股盘中异动，中泰证券连续涨停,Wind
940,2021-07-23,【行情】券商股异动拉升，中泰证券涨超7%，财达证券、中金公司、东方证券、兴业证券等跟涨,金十数据
941,2021-07-23,18家千亿顶流基金公司调仓释放重要信息,Wind
942,2021-07-22,非银一周观点：东财业绩再超预期 依然看好权益类财富管理赛道,新浪
943,2021-07-22,投资银行业与经纪业行业周报：资本市场改革有望再迎红利 保险负债端依然承压,新浪
944,2021-07-22,流动性经济学｜最后的“清道夫”：美联储量化宽松政策简史,澎湃新闻
945,2021-07-22,东莞证券：“21东证C1”、“21东证C2”、“21东证C3”持有人会议按照简化程序召开,Wind
946,2021-07-22,【行情】证券板块午后持续拉升，中泰证券此前涨停，东方证券、中金公司、财达证券、中信建投跟涨,金十数据
947,2021-07-22,10家券商上榜《财富》中国500强名单，中信海通国君连续四年上榜，中信建投成新秀，中金提升85个位次,财联社
948,2021-07-22,A股午盘综述：两市半日成交超8000亿元，北向资金净买入近70亿元,Wind
949,2021-07-22,券商股持续拉升走强，中泰证券封板，中金公司涨近5%，东方证券、中信建投、南,新浪
950,2021-07-21,已有27家券商可做基金投顾：陪伴式服务客户，百万年薪揽才,Wind
951,2021-07-20,北向资金今日净买入30.65亿元，持续加仓医药股,Wind
952,2021-07-20,非银金融行业周观点：科创板将引入做市商制度 券商中报业绩普遍预喜,新浪
953,2021-07-19,券商科创板跟投浮盈近240亿 东方证券连续增资东证创投达14亿,每日经济新闻
954,2021-07-19,北向资金今日净买入近44亿元，持续加仓白酒、医药股,Wind
955,2021-07-19,券商行业周报(2021年第二十七期)：科创板引入做市商制度 中报业绩表现亮眼,新浪
956,2021-07-19,投顾业务试点大扩容，基金销售格局料生变,Wind
957,2021-07-18,成都交子金控集团与东方证券“牵手”，将落地成立东证金控科技创新基金,新浪
958,2021-07-17,多数券商半年报业绩预喜，中原证券净利最高预增7倍,Wind
959,2021-07-17,业绩与股价背离 行业市值一哥易主 券商半年报掀起一角,经济观察网
960,2021-07-16,智通港股研报精读(07.16) | 看好证券股、潮玩板块龙头股和互联网广告板块重点品种,智通财经
961,2021-07-16,邵宇：即将到来的“急刹车”——美联储缩表的逻辑与路径探析,新浪
962,2021-07-16,【行情】港股中资券商板块异动拉升，东方证券涨7%，中金公司涨5%，中国银河涨3.5%，中信证券、招商证券、光大证券等均拉升,金十数据
963,2021-07-16,券商股午后拉升 东方证券涨超6%,中国经济网
964,2021-07-16,【行情】券商股午后拉升，东方证券涨超7%，华鑫股份、中金公司、国泰君安、中银证券等集体上涨,金十数据
965,2021-07-16,券商股午后异动，东方证券大涨7%,Wind
966,2021-07-16,突发重磅消息!蓝筹飙升港股突然暴起-更新中,中财网
967,2021-07-16,一增一减，东方证券同时调整两家子公司资本，称为落实监管规定,和讯
968,2021-07-15,券商科创板跟投浮盈近240亿，加码另类投资子公司资本金屡见不鲜，东方证券7月来增资东证创投14亿！,每日经济新闻
969,2021-07-15,因公司业务发展需要 东方证券同日对两家子公司注册资本进行调整,北京商报
970,2021-07-15,厚此薄彼东方证券拟对全资子公司一家增资一家减资 减资破产,资本邦
971,2021-07-15,东方证券(03958.HK)拟向东证创投增资9.5亿元及东证资本减资9.5亿元 减资破产,格隆汇
972,2021-07-15,东方证券(600958.SH)：拟对东证创投增资9.5亿元及对东证资本减资9.5亿元 减资破产,格隆汇
973,2021-07-14,券商股质风险 化险为夷？,新浪
974,2021-07-14,新能源概念股集体爆发，喊岀“新能源泡沫论”的杨东最近在干啥？,Wind
975,2021-07-12,最新业绩超预期股：扎堆2行业，低估值高增长11只,Wind
976,2021-07-12,最新业绩超预期股名单来了 扎堆2大行业！低估值高增长的仅11只,证券时报
977,2021-07-12,解盘：降准超预期，锂矿、网络安全、稀土、动力电池领涨,Wind
978,2021-07-12,A股午盘综述：创业板指大涨近4%，逼近沪指点位,Wind
979,2021-07-12,降准提振交易情绪，券商板块发力走高，东方证券涨停,证券时报网
980,2021-07-12,券商指数放量拉升涨超2.3%突破20日线，东方证券涨停，“券茅”东方财富涨超4%,资本邦
981,2021-07-12,券商板块走强 东方证券封板,上证报
982,2021-07-12,【行情】A股证券板块异动拉升，东方证券涨停，南京证券、东方财富、湘财股份跟涨,金十数据
983,2021-07-12,券商股异动，东方证券涨停,Wind
984,2021-07-11,【东方证券电话会议】降准之后 @7月11日（周日）晚8点,新浪
985,2021-07-10,上半年券商跟投科创板浮盈近50亿！海通、华泰、中信夺得前三,Wind
986,2021-07-10,东方证券：多维度打造证券金融业务高质量发展核心动力,发布易
987,2021-07-09,券商基金投顾牌照已达25张,Wind
988,2021-07-09,开源晨会0709丨中报业绩超预期，财富管理是长期投资主线；青鸟消防、上海贝岭、福耀玻璃等,开源证券研究所
989,2021-07-07,超七成券商中报表现亮眼,大众证券报
990,2021-07-07,17家券商上半年业绩预告出炉：中信证券预盈超百亿，太平洋无法预测,时代财经
991,2021-07-07,财信证券证券行业2021年6月月度报告：基金投顾试点再扩容，乐观看待行业未来业绩表现,财信证券研究
992,2021-07-07,FOF组合2021中期绩效回顾 & 三季度推荐名单更新,DigitalAlpha
993,2021-07-06,中静系再次出售徽商银行股权接盘方背后浮现鼎晖身影 资产异常,搜狐
994,2021-07-06,流动性经济学｜伯南克的信用观与美联储的灭火行动,澎湃新闻
995,2021-07-06,【中原非银】券商板块周报（2021.6.28-2021.7.4）,中原证券研究所
996,2021-07-05,东方证券徐海宁：高端私人财富管理业务有望成为券商财富管理弯道超车的机会,新浪
997,2021-07-05,《资管新规》过渡期末 券商发力资管子公司、公募牌照,中国经营报
998,2021-07-05,券商投行变局：东方证券吸收合并子公司,中国经营报
999,2021-07-05,万亿基金投顾最新“战法”来了 难点在于“建立信任”,中国基金报
1000,2021-07-04,【安信非银第19期周报】头部券商业绩高增，看好券商三季度行情,新角度新金融
1001,2021-07-04,东方证券谈基金投顾展业：商业模式是向买方投顾转型关键，行业试点期取得突破，注重三个关键点,财联社
1002,2021-07-04,大军袭来：万亿基金投顾怎么做？最新“战法”来了,中国基金报
1003,2021-07-04,中报前瞻：周期的秀场；流动性“新”变化丨一周重点研究报告,开源证券研究所
1004,2021-07-04,【兴证非银 孙寅、徐一洲】非银周报（210628-210702）： 中报业绩延续增长，看好财富管理投资机会,兴证金融
1005,2021-07-02,又一批券商与基金喜大普奔：第二批15家券商15家基金获批基金投顾资格,财联社
1006,2021-07-02,又一批券商与基金喜大普奔！第二批15家券商14家基金获批基金投顾资格，考验投与顾的同台竞技时代来了,财联社
1007,2021-07-02,开源证券：东方证券（600958.SH）中报大幅预增，资管和财富管理有望持续高增，维持“买入”评级,智通财经
1008,2021-07-02,【盈喜】东方证券(03958.HK)料中期多赚60%至80%,财华社
1009,2021-07-02,开源证券维持东方证券买入评级，东方证券2021H1业绩预告点评：中报大幅预增，资管和财富管理有望持续高增,每日经济新闻
1010,2021-07-01,又被券商业绩喜报刷屏！12家券商业绩“爆表”，招商最高多赚16亿，东方最高增幅80%，经纪、自营成最大助力,财联社
1011,2021-07-01,晚间重要公告2021年7月1日星期四,Wind
1012,2021-07-01,12家券商上半年预增，3家净利润同比增加规模最高超20亿,澎湃新闻
1013,2021-07-01,东方证券(600958.SH)：上半年净利预增60%到80%,格隆汇
1014,2021-07-01,东方证券：预计上半年净利润同比增长60%到80%,Wind
1015,2021-07-01,开源证券：6月金股组合盈利15.76% 7月荐股名单出炉,新浪
1016,2021-07-01,证券行业动态点评：两重利好落地 把握交易机会,新浪
1017,2021-07-01,东方证券(600958.SH)2020年度权益分派10派2.5元 股权登记日为7月7日,格隆汇
1018,2021-06-30,东方证券：公司A股每股派发现金红利0.25元,中证网
1019,2021-06-30,东方证券(600958.SH)每股派发0.25元,智通财经
1020,2021-06-30,东方证券：完成向东证创投增资4.5亿元,Wind
1021,2021-06-30,东方证券(03958.HK)完成向东证创投增资4.5亿元,格隆汇
1022,2021-06-30,东方证券(03958)将于7月8日派发现金红利0.25元,智通财经
1023,2021-06-30,东方证券(03958.HK)A股每股现金红利0.25元股权登记日7月7日,格隆汇
1024,2021-06-30,非银金融行业跟踪：短期流动性或无虞 证券板块继续占优,新浪
1025,2021-06-30,开源金股，7月推荐,开源证券研究所
1026,2021-06-30,开源晨会0630丨7月金股推荐；宁德时代、金辰股份,开源证券研究所
1027,2021-06-29,一则公告引发物产中大暴跌，3天市值蒸发近160亿，资金加速撤离 连续下跌,第一财经
1028,2021-06-29,东方证券(03958)：东方金控为东方证券(香港)1亿港元授信提供担保 大额借贷担保,智通财经
1029,2021-06-29,东方证券：东方金融控股(香港)有限公司为其全资子公司获取银行授信提供担保 大额借贷担保,每日经济新闻
1030,2021-06-28,券商行业周报(2021年第二十三期)：约束债承低价竞争 看好财富管理转型,新浪
1031,2021-06-28,证券行业重大事项点评：第二批基金投顾试点落地加速 买方投顾时代来临,新浪
1032,2021-06-28,东方证券发布公告 收到基金投资顾问业务复函,北京商报
1033,2021-06-28,【安信非银第18期周报】市场反弹持续，看好券商行情,新角度新金融
1034,2021-06-28,【非银】基金投顾业务资格扩容，看好差异化发展道路——非银金融行业周报——中性,渤海证券研究
1035,2021-06-28,开源证券：基金投顾试点再扩容，继续看好券商财富管理投资主线标的,证券时报网
1036,2021-06-28,基金投顾业务试点“扩招”，6家券商同被二批“录取”,Wind
1037,2021-06-27,今天你“投”了吗？ 第二批机构来袭、这些公募券商都在列 基金投顾买方市场迈入2.0阶段,北京商报
1038,2021-06-27,晚间重要公告2021年6月27日星期日,Wind
1039,2021-06-27,中信证券、东方证券获批基金投顾试点资格,Wind
1040,2021-06-27,电报|中信证券、东方证券获批基金投顾试点资格,财联社
1041,2021-06-27,东方证券(03958.HK)：试点开展基金投资顾问业务获得无异议复函,格隆汇
