,2021-12-31,“申万宏源十大金股组合”：2022年第1期,新浪
726,2021-06-07,申万宏源(06806.HK)公开发行第三期公司债券涉资人民币45亿元,财华社
727,2021-06-07,申万宏源(06806)：“21申证04”及“21申证05”在深交所挂牌交易,智通财经
728,2021-06-07,申万宏源(000166.SZ)：成功发行45亿元公司债,格隆汇
729,2021-06-07,申万宏源(000166.SZ)：“21申证04”及“21申证05”在深交所上市,智通财经
730,2021-06-07,非银金融行业：二期基金投顾资格进入答辩期 看好券商板块短期表现,新浪
731,2021-06-07,A股融资融券日报：两融余额减少27.87亿元（6月4日）,Wind
732,2021-06-07,陆家嘴财经早餐2021年6月7日星期一,Wind
733,2021-06-06,土地收入改由税务征收不改变短期基建格局 | 宏观周报,申万宏源宏观
734,2021-06-06,再添大将！马鲲鹏加盟中信建投，研究与投行如何协同？,Wind
735,2021-06-06,多家券商成首批REITs投资者与做市商，自营发力参与网下认购，做市为REITs流动性保驾护航,财联社
736,2021-06-04,多家券商成首批REITs投资者与做市商，自营发力参与网上申购，做市为REITs流动性保驾护航,证券之星
737,2021-06-04,A股融资融券日报：两融余额减少4.5亿元（6月3日）,Wind
738,2021-06-04,杠杆资金加码成长主线，两市融资余额创近6年新高,Wind
739,2021-06-03,券商定增出现缩水困局，行情卷土重来或带来定增良机,第一财经
740,2021-06-03,天融信：申万宏源没有对明泰资本的质押股份进行平仓,每日经济新闻
741,2021-06-03,A股融资融券日报：两融余额减少24.47亿元（6月2日）,Wind
742,2021-06-02,券商白名单成入场券？基金投顾第二批考生焦急等待,Wind
743,2021-06-02,苏宁被动减持：坏消息也是好消息 减持股份,--
744,2021-06-02,申万宏源与陆基金联手打造投资新利器,上证报
745,2021-06-02,申万宏源推出2021碳中和白皮书,申万宏源研究
746,2021-06-02,A股融资融券日报：两融余额增加83.42亿元（6月1日）,Wind
747,2021-06-01,新疆区域股市周报：*ST中基大涨18.18% 3356万融资买入特变电工,每日经济新闻
748,2021-06-01,A股融资融券日报：两融余额增加114.99亿元（5月31日）,Wind
749,2021-06-01,失控！又一国家宣告封国，全球半导体重镇停摆，产业链重返中国？,Wind
750,2021-06-01,证券行业周报：券商首批白名单公布 合规风控管理成关键,新浪
751,2021-05-31,申万宏源(06806.HK)完成发行45亿元公司债券,格隆汇
752,2021-05-31,申万宏源(000166.SZ)：申万宏源证券完成发行45亿元公司债,智通财经
753,2021-05-30,中曼石油：控股股东被动减持1%公司股份 减持股份,Wind
754,2021-05-30,人民币周报：人民币进入6.3时代！监管7天3次重磅发声,Wind
755,2021-05-28,申万宏源收到股东告知函 参与转融通证券出借业务,资本邦
756,2021-05-28,A股融资融券日报：两融余额增加73.28亿元（5月27日）,Wind
757,2021-05-27,申万宏源(06806.HK)股东上海久事拟参与转融通证券出借业务,格隆汇
758,2021-05-27,申万宏源(06806)：“21 申证 03”将于5月28日起在深交所挂牌交易,智通财经
759,2021-05-27,申万宏源(06806.HK)完成发行“21申证03”,格隆汇
760,2021-05-27,申万宏源(06806.HK)完成兑付2021年第二期短期融资券(债券通),格隆汇
761,2021-05-27,申万宏源(000166.SZ)股东上海久事集团参与转融通证券出借业务,智通财经
762,2021-05-27,申万宏源(000166.SZ)：“21申证03”于5月28日起在深交所上市,智通财经
763,2021-05-27,A股融资融券日报：两融余额增加50.37亿元（5月26日）,Wind
764,2021-05-26,A股融资融券日报：两融余额增加26.93亿元（5月25日）,Wind
765,2021-05-26,头部券商加快融资步伐，15家发债规模超百亿元,Wind
766,2021-05-26,券商财富管理转型成效凸显，基金代销规模展现硬实力,Wind
767,2021-05-25,A股融资融券日报：两融余额增加58.06亿元（5月24日）,Wind
768,2021-05-24,申万宏源：申万宏源证券完成26亿元5年期公司债发行工作,Wind
769,2021-05-24,白酒股大涨5%，但斌却“哭了”！发生了什么？,Wind
770,2021-05-24,A股融资融券日报：两融余额减少24.62亿元（5月21日）,Wind
771,2021-05-20,存在借用他人证券账户买卖股票等违法行为 证券从业人员杨晓君被罚没4.64万元 金融监管处罚,新浪
772,2021-05-19,A股融资融券日报：两融余额增加53.49亿元（5月18日）,Wind
773,2021-05-19,大V喊话掀“风暴” 坐庄黑幕谁制造？,新京报
774,2021-05-18,什么情况？A股黄金、军工暴动，新能源产业链又嗨了,Wind
775,2021-05-18,新疆区域股市周报：8191万融资买入特变电工 *ST拉夏涨28.10%排第一,每日经济新闻
776,2021-05-18,大 V 叶飞爆料牵出 4 券商：股价大跌，自营和资管业务“躺枪”,ZAKER
777,2021-05-18,“叶飞概念股”再度重挫，市值已蒸发170亿，80万股民受灾 连续下跌,第一财经
778,2021-05-17,叶飞“爆料门”持续发酵：多家券商回应 小盘股要凉了？,证券日报
779,2021-05-17,持续发酵！“叶飞概念股”全线暴跌！涉事券商纷纷回应！ 连续下跌,国际金融报
780,2021-05-17,10家“叶飞概念股”集体大跌 券商仅申万宏源没吱声 连续下跌,腾讯网
781,2021-05-17,“叶飞概念股”果然崩了：6股跌停市值蒸发172亿 80万股民被拖累 连续下跌,新浪
782,2021-05-17,叶飞“讨债”罗生门，会不会牵出更多悬案？,Wind
783,2021-05-17,多家券商回应中源家居“市值管理”风波,证券日报网
784,2021-05-17,叶飞引爆史诗级大片！还有一个更危险的信号,Wind
785,2021-05-17,利通电子一字跌停，中源家居跌超8%,Wind
786,2021-05-17,A股融资融券日报：两融余额增加42.69亿元（5月14日）,Wind
787,2021-05-15,暗藏隐忧？申万宏源短期借款飙升 经营活动现金流净额骤降 运营能力下降,投资时报
788,2021-05-14,控股股东所持8900余万股遭轮候冻结 中路股份：与上市公司无关 股权冻结,每日经济新闻
789,2021-05-14,恒指收涨1.11%，金斯瑞生物科技大涨近22%,Wind
790,2021-05-14,经纪业务走量不可持续,证券市场周刊
791,2021-05-14,A股融资融券日报：两融余额减少1.64亿元（5月13日）,Wind
792,2021-05-13,申万宏源(06806)：申万宏源证券2021年公开发行公司债券(第一期)于5月13日起挂牌交易,智通财经
793,2021-05-13,A股融资融券日报：两融余额增加44.12亿元（5月12日）,Wind
794,2021-05-12,申万宏源研究碳中和白皮书发布,新浪
795,2021-05-12,申万宏源、浙商证券分公司负责人在外兼职被罚 金融监管处罚,资本邦
796,2021-05-12,惊了！券商分公司老总竟兼职酒店经理挣外快，监管出手了！,中国基金报
797,2021-05-11,申万宏源杨玉成：积极布局优质“碳资产” 开发碳中和主题基金,上证报
798,2021-05-11,聚焦不良资产投资业务，绿庭投资成本瘦身应对连年亏损 亏损,21世纪经济报道
799,2021-05-11,申万菱信董事长刘郎将退休，接任者或是前申万宏源总助陈晓升,澎湃新闻
800,2021-05-11,6.8%！4月PPI涨幅创新高，货币政策怎么走,Wind
801,2021-05-11,又一头部券商人事变动，陈晓升即将接棒刘郎，出任申万菱信董事长，曾将申万宏源研究所建成“黄埔军校”,财联社
802,2021-05-10,申万宏源(06806)：李艳及周洁获选为职工监事,智通财经
803,2021-05-10,A股融资融券日报：两融余额减少25.99亿元（5月7日）,Wind
804,2021-05-07,洪兴实业过会：今年IPO过关第145家 申万宏源过4单,中国经济网
805,2021-05-07,券商行业周报：一季报业绩显着提升 头部券商表现亮眼,新浪
806,2021-05-07,申万宏源十大金股组合：2021年第5期,新浪
807,2021-05-06,【天风非银】2020年上市券商年报综述：大资管+大财富快速发展，头部效应显着,新锐视角看金融
808,2021-05-06,去年净利超百亿上市券商增至5家，国盛金控和太平洋出现亏损 亏损,澎湃新闻
809,2021-05-06,A股融资融券日报：两融余额减少152.9亿元（5月5日 ）,Wind
810,2021-05-03,用友网络(600588)：云收入持续高增 BIP生态不断完善,新浪
811,2021-05-01,一季度头部券商也分化：国君净利大增142% 中信建投却下滑12%,新浪
812,2021-05-01,券业净资产收益率已升至7.6%，重资本业务知易行难,Wind
813,2021-04-30,申万宏源公布2021年一季度营业利润齐升 投固收业务取得新进展,财经网
814,2021-04-30,收入创十年新高！投行盛宴之下：人才换血，内卷加剧,Wind
815,2021-04-30,仍处高增长！上市券商首季业绩排名出炉，中信国君海通营收超百亿，东财净利位居第九，各业务排名有看点,证券之星
816,2021-04-30,A股融资融券日报：两融余额减少11.12亿元（4月29日）,Wind
817,2021-04-30,港股盘前必读：消息称京东物流香港IPO获批计划募资30亿至40亿美元,Wind
818,2021-04-29,申万宏源公布2021年Q1业绩 营业利润齐升，投固收业务取得新进展,金融界
819,2021-04-29,申万宏源(06806)：申万宏源证券完成发行45亿元公司债,智通财经
820,2021-04-29,申万宏源(06806.HK)完成发行45亿元公司债券,格隆汇
821,2021-04-29,申万宏源(06806.HK)一季度净利升22.33%至24.31亿元,格隆汇
822,2021-04-29,申万宏源(06806)首季归母净利同比增长22.33%至24.31亿元,智通财经
823,2021-04-29,申万宏源：一季度净利润同比增长22.33%,Wind
824,2021-04-29,申万宏源(000166.SZ)第一季度归母净利润同比增长22.33%至24.31亿元,智通财经
825,2021-04-29,申万宏源：2021年第一季度净利润约24.31亿元，同比增加22.33%,每日经济新闻
826,2021-04-29,券业科技投入大比拼！华泰18亿居榜首，招商大增52%,Wind
827,2021-04-29,拥抱金融科技 前十券商去年花费超百亿,全景网
828,2021-04-28,风险对冲需求提升，场外金融衍生品业务2020年增至4.76万亿， 华泰中信申万宏源新增交易量霸榜前三,21世纪经济报道
829,2021-04-28,券商2020年报释放强烈信号：经纪业务、投行全面内卷化生存,Wind
830,2021-04-28,A股融资融券日报：两融余额减少23.65亿元（4月27日）,Wind
831,2021-04-27,两融市场继续上演争夺战，30家上市券商两融收入榜出炉，价格战火不断，融资利率跌破6%,财联社
832,2021-04-27,申万宏源(06806.HK)完成兑付2021年第一期短期融资券(债券通),格隆汇
833,2021-04-27,A股融资融券日报：两融余额增加17.69亿元（4月26日）,Wind
834,2021-04-26,天融信：明泰资本目前与申万宏源保持密切沟通，并将积极采取措施应对风险，包括但不限于筹措资金清偿到期借款、申请回购展期等,每日经济新闻
835,2021-04-26,【深度】从一季度做市商评价结果，看名次变动和寻投资机会？【安信诸海滨团队】,诸海滨新三板
836,2021-04-26,港股异动 | 中国船舶租赁(03877)盘初涨超14% 申万宏源称租赁主业迎来黄金时代 首予“买入”,智通财经
837,2021-04-23,中路股份：控股股东累计被动减持1%股份 减持股份,Wind
838,2021-04-23,A股融资融券日报：两融余额增加33.53亿元（4月22日）,Wind
839,2021-04-22,申万宏源(06806.HK)“16申宏01”将于4月26日付息,格隆汇
840,2021-04-22,万科释放28亿空头筹码！空头规模1520亿，影响多大,Wind
841,2021-04-21,申万宏源：子公司对RAASCHINA及上海世联行提起诉讼仲裁 诉讼纠纷,资本邦
842,2021-04-21,券商发力场外业务这一年！新增规模逼近5万亿，头部券商大施拳脚，收益互换大爆发，华泰中信申万宏源居前三,财联社
843,2021-04-21,A股融资融券日报：两融余额增加26.01亿元（4月20日）,Wind
844,2021-04-20,申万宏源(06806.HK)子公司对RAASCHINA及上海世联行提起诉讼仲裁 诉讼纠纷,格隆汇
845,2021-04-20,申万宏源：所属子公司涉及重大诉讼、仲裁 诉讼纠纷,Wind
846,2021-04-20,A股融资融券日报：两融余额增加83.5亿元（4月19日）,Wind
847,2021-04-19,申万宏源(06806)聘请2021年度审计机构,智通财经
848,2021-04-19,申万宏源(06806.HK)将于4月29日举行董事会会议以审批一季度业绩,格隆汇
849,2021-04-19,A股融资融券日报：两融余额减少12.05亿元（4月16日）,Wind
850,2021-04-16,申万宏源：所属子公司涉及合同争议仲裁案 关联方问题,Wind
851,2021-04-15,A股融资融券日报：两融余额增加21.59亿元（4月14日）,Wind
852,2021-04-14,申万宏源2018次级债回售完毕摘牌,资本邦
853,2021-04-14,A股融资融券日报：两融余额减少50.61亿元（4月13日）,Wind
854,2021-04-14,券商自营业绩整体向好，重仓股表现分化,Wind
855,2021-04-13,申万宏源(06806.HK)：“18申证C2”完成付息兑付并摘牌,格隆汇
856,2021-04-13,申万宏源(06806)：“ 18 申证 C2”已完成回售及付息兑付工作并予以摘牌,智通财经
857,2021-04-13,股民们最希望申万宏源证券的突围点是…至少九大核心关注点,证券之星
