,2021-12-31,农业银行诉宁波银行9.86亿汇票合同纠纷案败诉 诉讼纠纷,券商中国
1657,2021-06-27,两岸合作样板、去年逆势大涨 厦门银行或迎重估,新浪
1658,2021-06-27,老周侃股：炒齐鲁银行赚快钱不是好事,北京商报
1659,2021-06-27,【兴证银行 傅慧芳/陈绍兴】银行业周报（20210621-20210627）存款定价新机制正式开启，下半年继续看好银行表现,兴证金融
1660,2021-06-25,深红利现在能不能上车,新浪
1661,2021-06-25,银行业又出了大妖股 齐鲁银行是何方神圣？,新浪
1662,2021-06-25,银行新股的春天?瑞丰银行日涨44%中签率创新低，齐鲁银行六连板一签赚7070元,搜狐
1663,2021-06-25,命运是否重演：东方基金旧基两次延长募集期 新基前路几何？,GPLP犀牛财经
1664,2021-06-25,银行股午后拉升厦门银行封板,第一财经
1665,2021-06-25,银行股午后同步发力，厦门银行封板,Wind
1666,2021-06-25,金融股集体拉升,格隆汇
1667,2021-06-24,一个年化超过 20％的宽基指数，对标 ETF 明天上市！,新浪
1668,2021-06-24,宁波银行拟投资非银行类金融机构 银行系消金公司或将再添一员,华夏时报
1669,2021-06-24,亚太药业：公司股权结构较为分散 存在控股权发生变更风险 控制人变化,e公司
1670,2021-06-24,北向资金重回净买入，39股增持超亿元，8股近期获机构调研,证券时报
1671,2021-06-24,美联储政策不确定性加剧 中国债券吸引力增强,证券时报
1672,2021-06-23,【银华基金】交易日报 2021-6-23,新浪
1673,2021-06-23,这些银行偏爱房地产贷款！,新浪
1674,2021-06-23,宁波银行：不忘初心，矢志不渝服务实体经济,投资时报
1675,2021-06-23,宁波银行或将入股华融消费金融,零壹财经
1676,2021-06-23,6月23日主力资金净流出138亿元,证券时报网
1677,2021-06-23,成交连续四日超万亿：沪指微涨，创指涨逾1%，半导体股领涨,澎湃新闻
1678,2021-06-23,机构调研银行热度有增无减，“包邮区”银行备受追捧,Wind
1679,2021-06-22,当下什么样的银行股能带来超额回报？,港股那点事
1680,2021-06-22,近两个月宁波银行迎来5波机构调研,上证报
1681,2021-06-22,今日两市共发生121宗大宗交易机构买卖这些个股,第一财经
1682,2021-06-22,A股共发生121宗大宗交易成交22.73亿元（6月22日）,Wind
1683,2021-06-22,「擎创科技」获6000万美元C轮融资,投资界
1684,2021-06-22,超500家机构光顾，14家银行迎密集调研,Wind
1685,2021-06-22,从清华学霸到周期基金经理，嘉实基金肖觅：周期最大魅力在于周期波动,财联社
1686,2021-06-22,送达诉状副本及开庭传票——宁波银行股份有限公司上海分行 诉讼纠纷,上海高级人民法院
1687,2021-06-22,银行板块走高齐鲁银行封涨停多家银行存款利率出现调整,格隆汇
1688,2021-06-22,快讯：银行股异动拉升 齐鲁银行封涨停,新浪
1689,2021-06-22,银行股集体回暖，成都银行大涨5%,Wind
1690,2021-06-22,创业邦首发丨一年半融资五亿元，「擎创科技」再获6000万美元C轮融资,创业邦
1691,2021-06-22,96家公司获机构调研（附名单）,证券时报网
1692,2021-06-22,36氪首发 | 「擎创科技」获M31资本领投6000万美元C轮融资，专注智能运维AIOps产品及服务,36氪
1693,2021-06-22,盘前有料丨美股全线上涨，央行“重击”虚拟货币…重要消息还有这些,证券时报
1694,2021-06-21,解密主力资金出逃股连续5日净流出608股,证券时报网
1695,2021-06-21,半数大债主抛售美国国债，中国持有占比创近10年新低！全球货币政策或迎拐点，黄金短线急跌，A股后市如何走,证券时报网
1696,2021-06-21,全球资本盯上中国：核心资产获青睐,第一财经
1697,2021-06-20,这家银行这么火？摩根大通、资本集团、贝莱德、刘彦春都来了！下半年银行股将有一波行情？,中证报
1698,2021-06-20,【兴证银行 傅慧芳/陈绍兴】银行业周报（21.06.15-21.06.20）上海农商行IPO获批，关注银行长期负债成本优化,兴证金融
1699,2021-06-20,宁波银行(002142.SZ)：最高人民法院终审判决驳回民生银行宁波分行的上诉、维持原判 诉讼纠纷,格隆汇
1700,2021-06-18,宁波银行(002142.SZ)与民生银行宁波分行合同纠纷终审结案 诉讼纠纷,智通财经
1701,2021-06-18,齐鲁银行今日敲钟上市，股价逆势暴涨超44%，一签能赚多少？首日市净率超招行,券商中国
1702,2021-06-18,解密主力资金出逃股连续5日净流出580股,证券时报网
1703,2021-06-18,债市分析｜5月银行间市场发行规模环比大幅下降，中票短融发行成本下行,中证鹏元评级
1704,2021-06-17,走不出“围城”的城商行,读懂财经
1705,2021-06-17,浙江区域股市周报： 114家机构调研拓普集团 华友钴业跌出板块市值5强,每日经济新闻
1706,2021-06-17,【银行】社融增速继续回落，信贷投放保持平稳——银行业月报——看好,渤海证券研究
1707,2021-06-17,财信证券晨会20210617,财信证券研究
1708,2021-06-16,中国短期融资券及中期票据信用分析周报,新浪
1709,2021-06-16,宏观策略日报：中共中央、国务院支持浙江省建设共同富裕示范区,新浪
1710,2021-06-16,板块异动丨银行股估值可能更加凸显强者恒强的特征 银行板块短线拉升,智通财经
1711,2021-06-16,销售回暖 百亿爆款基金重现,钱江晚报
1712,2021-06-15,金融机构“布局”鸿蒙世界 三家银行APP融入鸿蒙生态建设,21世纪经济报道
1713,2021-06-15,高息揽储年中踪影全无 银行的存款压力真的“消失”了吗？,新浪
1714,2021-06-15,高息揽储操作未见迹象 银行存款压力“消失”了吗？,上证报
1715,2021-06-15,【专栏】跨区业务叫停，地方法人银行如何求生存？,零壹财经
1716,2021-06-15,深度*行业*银行业周报：现金管理新规落地 5月社融增速下行,新浪
1717,2021-06-15,跨区业务叫停，地方法人银行如何求生存？,新浪
1718,2021-06-15,高息揽储年中踪影全无，银行存款压力“消失”了？,Wind
1719,2021-06-15,新能源汽车热度不减 百余机构齐聚拓普集团,全景网
1720,2021-06-14,【浙商|梁凤洁/邱冠华】南京银行：城商行龙头回归,大话金融
1721,2021-06-14,新能源汽车太火 拓普集团迎百余机构调研,e公司
1722,2021-06-12,“共同富裕”刺激25只浙股涨停，551公司受益，游资开始“炒地图”,证券之星
1723,2021-06-12,喜迎政策利好，如何一键投资浙江？,基尔摩斯
1724,2021-06-11,宁波银保监局：对宁波银行作出行政处罚，罚款25万元 金融监管处罚,Wind
1725,2021-06-11,宁波银行被罚25万：代理销售保险不规范 金融监管处罚,新浪
1726,2021-06-11,宁波银行(002142.SZ)：以货币方式向永赢金融租赁一次性增资10亿元,格隆汇
1727,2021-06-11,上市银行分红火热进行中！银行股是否具备配置价值？,中金在线
1728,2021-06-11,中央一份万字长文，搅动了6457万人,网易
1729,2021-06-11,浙江本地股站上风口！将建“共同富裕示范区”，细分领域优质股名单收好,第一财经
1730,2021-06-11,银行股普遍疲软，平安银行跌超3%,Wind
1731,2021-06-11,鸿蒙用户7天超1000万，券商、基金、银行、保险入圈,Wind
1732,2021-06-11,浙江7万亿板块出30只十倍股，看行业龙头全名单,Wind
1733,2021-06-11,浙江本地股掀涨停潮，附上行业龙头全名单,21世纪经济报道
1734,2021-06-11,盘前情报丨浙江要建设共同富裕示范区！中国连续多年成全球最大半导体消费市场，这些A股有望受益,21世纪经济报道
1735,2021-06-11,浙江超级大礼包！行业龙头全名单来了，高增长潜力股请收藏,网易
1736,2021-06-11,超级大礼包，浙江要建设共同富裕示范区！7万亿板块跑出30只十倍股，行业龙头全名单来了，高增长潜力股请收藏,证券时报网
1737,2021-06-11,银行角度看5月社融：信用分化，制造业中长期信贷维持高增【中泰银行·戴志锋/邓美君/贾靖】,传统借贷vs新型金融
1738,2021-06-11,"鸿蒙搅动金融业 用户7天突破1000万 券商、基金、银行、保险纷纷加入""朋友圈""",券商中国
1739,2021-06-10,重磅！浙江建设“共同富裕示范区”！本地上市公司或受益（附名单）,证券时报网
1740,2021-06-10,一度涨停却有网友喊巨亏！怎么回事？华安证券近1%配股被弃购…券商、银行配股融资活跃，这些股东请注意！ 重大损失,证券时报
1741,2021-06-10,南银转债投资价值简析：优质城商行再添一支 建议积极申购,新浪
1742,2021-06-10,又有银行出手维稳股价，“护价”行动到底有没有用？,搜狐
1743,2021-06-10,近年来城商行资产规模增速明显放缓 增长乏力,中华网
1744,2021-06-10,浙商银行一正两副齐辞职：护送银行回A 曾降薪百万,时代周报
1745,2021-06-10,恒越基金管理有限公司 关于旗下基金增加宁波银行股份有限公司 为基金销售机构并开通定投和转换业务的 公告,证券日报
1746,2021-06-10,宁银理财为何少收费？费率大促下的理财子市场竞争,21世纪经济报道
1747,2021-06-09,别盲目抄作业！被顶流基金经理调研过的公司股价不一定涨，他们也未必会买,中证报
1748,2021-06-09,护送这家银行回A的高管开始更替，“一正两副”齐辞职，他们曾降薪百万 董监高成员变化,时代财经
1749,2021-06-09,【21永动ABS1成功完成发行】,东方投行债券
1750,2021-06-09,这些基金没买白酒，竟然也跑出了低回撤高收益！,华尔街见闻
1751,2021-06-09,数字化的城商行们怎么样了,和讯
1752,2021-06-08,华为鸿蒙跨界搅动金融业多家银行保险机构纷纷入场想象空间竟然这么大！,财联社
1753,2021-06-08,中广核电力(01816.HK)发行第二期超短期融资券共人民币10亿元,财华社
1754,2021-06-08,总量的视野：本周最新观点合集：电话会议纪要,新浪
1755,2021-06-08,受房地产业务大幅下滑影响，雅戈尔2021年上半年营收净利均跌超40％ 盈利能力下降,亿欧网
1756,2021-06-08,破圈啦，宁波银行携手BilibiliWorld推出信用卡,澎湃新闻
1757,2021-06-08,工行高级业务总监宋建华谈零售：把握个人金融数字化转型的“四化”趋势,21世纪经济报道
1758,2021-06-07,宁波银行(002142.SZ)完成发行60亿元2021年第一期二级资本债券,智通财经
1759,2021-06-07,上市银行股东频增持 破净率逼近八成,中投网
1760,2021-06-07,破净率逼近八成，上市银行股东频增持,Wind
1761,2021-06-07,破净率逼近八成上市银行股东频增持,中证报
1762,2021-06-05,增持进行时！多家上市银行触发稳定股价措施启动条件,Wind
1763,2021-06-05,苏州市味知香食品股份有限公司关于使用部分暂时闲置募集资金进行现金管理的进展公告,中证报
1764,2021-06-04,宁波银行拟发行不超300亿元金融债获批,北京商报
1765,2021-06-04,大金融冲高回落白酒领涨 A股低开高走市场短期震荡分化加剧,财华社
1766,2021-06-04,今日股市0604丨哪些本周最强热点下周可继续参与？,第一财经
1767,2021-06-04,短期指数仍将保持震荡走势,财华社
1768,2021-06-04,犀牛财经看市：白酒概念领涨两市美股微收跌,GPLP犀牛财经
1769,2021-06-04,股指期权点评：适度看多IC丨20210604,江苏东华期货有限公司
1770,2021-06-04,巨·大盘｜板块轮动进一步强化 金融股现脉冲式上涨,巨丰财经
1771,2021-06-04,涨停复盘：指数午后冲高回落 白酒概念股强势领涨,ZAKER
1772,2021-06-04,热点淘金：金融携手科技拉升市场 锂电股掀起涨停潮！,巨丰财经
1773,2021-06-04,巨丰收评：大盘冲高回落 金融酿酒引领A股,巨丰财经
1774,2021-06-04,板块异动丨一季报业绩稳健增长 银行板块午后异动拉升,智通财经
1775,2021-06-04,银行股午后拉升，上证50涨近2%,第一财经
1776,2021-06-04,【银河金融张一纬】行业动态 2021.5丨企业信贷需求旺盛，贷款利率回升利好NIM改善,新浪
1777,2021-06-03,国盛证券：5月金股组合盈利7.67% 6月荐股名单出炉,新浪
1778,2021-06-03,智飞生物被纳入富时中国A50指数 6月18日收盘后生效,上证报
1779,2021-06-03,突然停牌！原来是要摘帽了！回归主业后终于扭亏为盈成功摘帽，*ST聚力：将专注做好建筑装饰贴面材料龙头企业,中国基金报
1780,2021-06-03,中小银行“补血”动作频频 年内银行发债数量翻倍,北京商报
1781,2021-06-03,每日理财观察：富时罗素季度调整结果公布,Wind
1782,2021-06-03,港股盘前必读：港股印花税由0.1%提高至0.13%将于8月1日生效,Wind
1783,2021-06-02,年内银行发债数量已翻倍，中小银行占C位，补血为啥这么拼,北京商报
1784,2021-06-02,西安银行的业绩、股价“烦恼”：资本观望 信用减值损失三连增,新浪
1785,2021-06-02,IDC MarketScape：云之家位居企业协作云市场领导者阵营,证券日报网
1786,2021-06-02,富时罗素季度调整结果公布，速看新增剔除A股标的全名单,Wind
1787,2021-06-02,富时中国A50指数将纳入金龙鱼、智飞生物， 剔除恒力石化、中公教育,Wind
