,2021-12-31,罚没720万元，半年负债增29%！粤开证券定增前路如何？ 偿债能力下降,投资时报
749,2021-03-02,上调评级至买入策略选股（3月2日）,Wind
750,2021-03-01,奥福环保(688021)：业绩符合预期 蜂窝陶瓷快速增长 看好公司加速抢占国六市场,新浪
751,2021-03-01,银行行业周报：各项垫款加速下降 优质银行强者恒强,新浪
752,2021-03-01,机构评级榜：6股最受关注机构集体推荐,证券时报网
753,2021-03-01,中银证券--杭州银行：盈利指标表现靓丽，资产质量行业翘楚【公司研究】,金融界股吧
754,2021-03-01,杭州银行(600926)：经营稳健 拨备提升,新浪
755,2021-03-01,银行周报（3月1日）,财联社
756,2021-03-01,可转债月报：关注顺周期、两会及新券机会,新浪
757,2021-02-28,利润增速骤降、跌落千亿台阶 杭州银行这件事偷着乐 盈利能力下降,新浪
758,2021-02-28,中银早刊-20210302,中银证券研究
759,2021-02-27,上市公司正负面新闻2021年2月27日星期六,Wind
760,2021-02-26,晚间重要公告2021年2月26日星期五,Wind
761,2021-02-26,中国可转债周报：上行转震荡后 转债的四条对策,新浪
762,2021-02-26,【浙商|梁凤洁/邱冠华】再迎业绩催化，看好银行板块,大话金融
763,2021-02-26,【银行视点】615家上市公司购买结构性存款产品，杭州银行0.94％股份被划转，盛银消金“风控老将”上任！,金融界
764,2021-02-26,杭州银行：2020年净利润同比增长8.22%（业绩快报）,Wind
765,2021-02-26,杭州银行：2020年净利润71.45亿元同比增长8%,格隆汇
766,2021-02-26,0.94％股份被划转！杭州银行股东权益发生变动，实际控制人仍为杭州市财政局 减持股份,金融界
767,2021-02-25,杭州银行：杭州钱塘新区财政金融局将所持公司0.94%股份划转给钱塘新区产业集团 资产异常,Wind
768,2021-02-24,银行：为何近期银行龙头个股出现调整？,新浪
769,2021-02-22,【行情】银行板块大幅分化，平安银行跌逾6%，杭州银行、无锡银行、兴业银行等跌幅居前，常熟银行、工商银行、建设银行等处于上涨状态,金十数据
770,2021-02-22,A股午盘综述：创业板指跌2.53%，基金重仓股持续杀跌,Wind
771,2021-02-22,银行股走弱，宁波银行跌近4%,Wind
772,2021-02-19,【专栏】消金公司化解杠杆风潮初现，这家持牌消金拟出让大部分股权？,零壹财经
773,2021-02-19,【行情】银行板块活跃，长沙银行涨4%，常熟银行、杭州银行、青岛银行等跟随上涨,金十数据
774,2021-02-10,4Q20银保监会监管指标点评：大行业绩回归正增长 中小行不良率回落至疫情前,新浪
775,2021-02-09,银行行业跟踪：大环境利好明显 板块估值有望进一步回升,新浪
776,2021-02-09,每日理财观察：央行发布中国货币政策执行报告,Wind
777,2021-02-09,消费金融公司增资“补血”进行时,Wind
778,2021-02-08,银行行业周报：央行规范地方银行异地揽储 上市银行首份年报披露,新浪
779,2021-02-08,股海导航 2月8日沪深股市公告提示,新浪
780,2021-02-08,大金融板块上演“冰火两重天”,Wind
781,2021-02-07,晚间公告热点追踪：欧菲光抛售摄像头业务 闻泰科技“接盘”,新浪
782,2021-02-07,杭银消金再次启动增资扩股 大股东杭州银行拟认购3.749亿股,新浪
783,2021-02-07,2月7日晚间上市公司重要公告汇总,中金在线
784,2021-02-07,周度跟踪 | 流动性回归平稳，北向资金继续增持银行【中泰银行·戴志锋/邓美君/贾靖】,传统借贷vs新型金融
785,2021-02-07,2月7日上市公司晚间公告速递,新浪
786,2021-02-07,杭州银行：拟参与杭银消费金融股份有限公司增资扩股,Wind
787,2021-02-07,杭州银行：拟参与杭银消金增资扩股,e公司
788,2021-02-07,银行业周报：互联网存款监管持续收紧 料社融高位小幅回落,新浪
789,2021-02-07,什么信号？社保基金“逆市”减持中行，7个月套现19亿,券商中国
790,2021-02-05,资本饥渴？杭州银行上市不到五年再融资超570亿 信用减值损失大增遭监管问询 问询,投资时报
791,2021-02-05,招商银行连创三天新高！银行股起飞？这些大佬已布局,上证报
792,2021-02-04,策略日报：指数全线回落 市场二八分化,新浪
793,2021-02-04,一“酱”功成万股哭!A股险守3500点，科技白马再遭估值杀,Wind
794,2021-02-04,A股收盘综述：上证指数跌0.44%，创业板指跌0.72%,Wind
795,2021-02-04,银行股持续逆市走高，机构认为其配置价值凸显丨牛熊眼,第一财经
796,2021-02-04,解盘：“股王”涨超5%，科技、基本金属、互联网表现低迷,Wind
797,2021-02-04,银行板块再度拉升 招商银行杭州银行等盘中再创新高,证券时报网
798,2021-02-04,【行情】银行板块拉升，成都银行涨4%，杭州银行、邮储银行、无锡银行涨3%,金十数据
799,2021-02-04,6只银行股创新高！巴菲特门徒开始布局，银行板块彻底起飞？,券商中国
800,2021-02-03,【行情】银行板块异动拉升，平安银行涨5%，兴业银行、杭州银行、成都银行、邮储银行等跟涨,金十数据
801,2021-02-03,银行周报：利率上行 经济向好 看好银行,新浪
802,2021-02-01,多地按揭贷款额度大幅收紧11家A股上市银行房贷集中度“越红线”,每日经济新闻
803,2021-02-01,证监会：东方盛虹等三家企业发行可转债事项获通过,Wind
804,2021-02-01,杭州银行：公开发行可转债申请获证监会审核通过,e公司
805,2021-02-01,杭州银行：公开发行可转债申请获证监会审核通过,Wind
806,2021-02-01,杭州银行(600926.SH)：公开发行A股可转债申请获得通过,格隆汇
807,2021-01-30,11家A股上市银行房贷集中度“越红线”，多地按揭贷款额度大幅收紧,腾讯网
808,2021-01-28,研究所2021年2月精选组合,新浪
809,2021-01-28,证监会：东方盛虹、杭州银行、帝欧家居发行可转债事项将于2月1日上会,Wind
810,2021-01-28,银行-工业企业利润数据点评：制造业拉动作用明显 稳杠杆下风险下降,新浪
811,2021-01-27,银行基本面跟踪二十三：Q4持仓延续回升 继续看好板块修复,新浪
812,2021-01-27,解盘：金融撑指数，网络游戏、网红经济、影视略涨,Wind
813,2021-01-27,浙江银保监局持续深化金融支持创新发展 助力数字浙江建设和高水平创新强省战略,中国网
814,2021-01-27,银行股盘初走高，无锡银行升逾5%领涨,Wind
815,2021-01-25,歌华有线(600037.SH)：认购银行结构性存款合计12.5亿元,格隆汇
816,2021-01-24,凛冬将至！多家银行被爆停贷！万亿房企债务将到期,21世纪经济报道
817,2021-01-23,房贷新规与信贷变局：房企债务置换有新花样,Wind
818,2021-01-21,杭州银行两宗违法遭罚 经收的海关税款存在延压情况 金融监管处罚,中国经济网
819,2021-01-21,银行业央行4Q20问卷调查点评：贷款供需良好 经济稳健发展,新浪
820,2021-01-21,22天赚10亿！“巴菲特接班人”再度抢筹银行股,券商中国
821,2021-01-19,上市银行首批业绩快报超预期，A股“三傻”开年成“双雄”,Wind
822,2021-01-19,"什么情况？这家券商竟可""匹敌""蚂蚁集团？基金投顾业务规模突破60亿，为何券商都在发力？",券商中国
823,2021-01-18,银行行业周报：社融下降不改基本面 多项政策呵护市场,新浪
824,2021-01-14,杭州银行8亿元借款或难收回 贷款管理多次被罚 信用减值损失飙升至74亿,中金在线
825,2021-01-11,解盘：人气略有回升，半导体设备、稀土、摄像头、汽车领涨,Wind
826,2021-01-11,【异动股】银行板块拉升，杭州银行(600926-CN)涨5.3%,财华社
827,2021-01-11,业绩快报超预期 银行股出现小幅反弹,北京商报
828,2021-01-09,杭州银行8.37亿元借款收回遇阻 信用减值损失增幅超营收增速,电鳗快报
829,2021-01-06,杭州银行8亿本金贷款难收 去年前3季信用减值损失74亿,中国经济网
830,2021-01-06,银行股逆市走强，银行ETF涨近2%,Wind
831,2021-01-06,看重高股息率，险资今年仍愿加仓银行股,Wind
832,2021-01-05,房企融资“三条红线”试点或扩围,Wind
833,2021-01-05,数字人民币在上海试点使用，三主线关注产业链投资机会丨牛熊眼,第一财经
834,2021-01-05,银行房地产贷款占比考核冲击：7股跌超6%，零售转型逻辑生变？,Wind
835,2021-01-05,解盘：能源、金融拖累指数，乳业、白酒、猪产业领涨,Wind
836,2021-01-05,银行股尽墨持续回调，银行ETF获资金逆向加仓,Wind
837,2021-01-05,银行板块延续弱势 杭州银行、成都银行跌超4%,e公司
838,2021-01-05,银行板块跌势不止，成都银行、招商银行、兴业银行、杭州银行均下挫逾3%,Wind
839,2021-01-05,银行ETF新年首日成交12.14亿元，成当日全市场成交额最大银行ETF,Wind
840,2021-01-05,房贷新规下银行股大跌，调整资产结构迫在眉睫,Wind
841,2021-01-04,A股收盘综述：2021年开门红，上证指数重回3500上方、宁德时代涨15%,Wind
842,2020-12-31,【银行】房贷集中度监管文件点评：整改压力可控，差异化监管促平稳过渡。,中银证券研究
843,2020-12-25,【兴证金融 傅慧芳】银行业周报（201221-201227）：银保监会明确五大监管方向，理财子销售渠道迎来变革,兴证金融
844,2020-12-25,杭州银行积极践行普惠金融 切实服务小微企业,北京商报
845,2020-12-25,选读 | 杭州银行：谋数字创新 求转型发展,银行家杂志
846,2020-12-25,【民生研究】总量+行业：2021年年度投资策略(更新宏观信贷和社融展望、金融、计算机),MS研究
847,2020-12-24,银行股拉升，厦门银行涨超5%,Wind
848,2020-12-23,先锋电子：拟授权管理层可择机出售杭州银行不超235.2万股,Wind
849,2020-12-23,先锋电子(002767.SZ)：拟授权管理层可择机出售杭州银行不超235.2万股,格隆汇
850,2020-12-23,先锋电子(002767.SZ)拟择机出售杭州银行股票不超235.2万股,智通财经
851,2020-12-23,银行业点评报告-延期还本付息和信用贷款支持计划延长点评：资产质量压力很有限,新浪
852,2020-12-23,资本补充债发行逾万亿，银行再添“补血”新途径,Wind
853,2020-12-22,资产证券化分析周报：ABS一周市场回顾,新浪
854,2020-12-17,银行行业月度报告：存款增速回升，资金利率下行，维持“同步大市”评级,格隆汇
855,2020-12-17,金融地产行业2021年行业策略：蛰伏已久 蓄势待发,新浪
856,2020-12-15,银行行业周观点报告：同业存单发行规模大幅上升,新浪
857,2020-12-15,解盘：利空来袭资金流出，医药、疫苗、自主可控略涨,Wind
858,2020-12-15,【行情】银行板块走低，厦门银行跌4%，平安银行、西安银行、兴业银行、杭州银行等下挫,金十数据
859,2020-12-11,首届全国信创产业生态创新大赛结果出炉,消费日报网
860,2020-12-11,首届信创大赛总决赛获奖项目全览，一文了解信创“新势力”,砍柴网
861,2020-12-10,银行角度看11月社融：高位维持，支撑经济修复和银行板块逻辑【中泰银行·戴志锋/邓美君/贾靖】,传统借贷vs新型金融
862,2020-12-09,巨资借道ETF扫货 暴力吸金13亿！银行股冲上涨停板,中国基金报
863,2020-12-09,A股午盘综述：上证指数涨0.06%，创业板指跌0.32%,Wind
864,2020-12-09,守初心 谋创新 杭州银行北京分行践行社会责任 助力经济发展,北京商报
865,2020-12-09,银行板块走强，青农商行涨停,Wind
866,2020-12-08,银行行业深度：数字人民币时代银行何去何从 维持“同步大市”评级,格隆汇
867,2020-12-08,中泰证券：继续看好板块估值修复行情（附股）,证券时报网
868,2020-12-07,杭州银行(600926.SH)拟派发优先股股息 每股优先股发放5.2元,智通财经
869,2020-12-07,银行专题-银行核心资本前瞻：补充的规模与方式,新浪
870,2020-12-06,银行业周报：D-SIBS评估影响有限 料社融将延续积极增长,新浪
871,2020-12-04,银行业关于《系统重要性银行评估办法》的点评：评估系统重要性 强化金融稳定性,新浪
872,2020-12-03,WEMONEY研究室日报：央行、银保监发布系统重要性银行评估指标；原猫眼CFO施康平加盟水滴公司,凤凰网
873,2020-12-03,杭州银行拟发150亿可转债 3年间违法违规遭处罚33次,中国经济网
874,2020-12-03,杭州银行拟发可转债 信用减值损失升上半年50亿增36% 资产异常,中国经济网
875,2020-12-02,快讯：银行板块分化 青岛银行再涨停杭州银行下挫,新浪
876,2020-12-02,深度*公司*杭州银行(600926)：基本面持续向好 盈利领先同业,新浪
