,2021-12-31,制药行业火热收官，中药板块领涨，龙头片仔癀遇冷「制药行业周榜」,华夏时报
852,2021-07-08,广誉远真相调查:股价大涨员工大减 主打产品月销量个位数 盈利能力下降,新浪
853,2021-07-08,广誉远真相调查：股价大涨员工大减，主打产品月销量个位数 盈利能力下降,中金在线
854,2021-07-08,下一个片仔癀？实地探访广誉远，工人称正在裁员，“食堂的人少了一半” 员工变动,腾讯网
855,2021-07-08,对比片仔癀，云南白药掉队了吗？,新浪
856,2021-07-08,豪掷7.19亿，仁和药业拟收购7家化妆品公司,联商网
857,2021-07-08,仁和药业入局美妆 拟7.19亿收购7家化妆品公司,联商网
858,2021-07-07,2020年业绩快报显示，2020年全年净亏损4.07亿元，上年同期亏损1.57亿元。 亏损,制药网
859,2021-07-07,片仔癀频上热搜：理性看待回归药品本质,中国经济网
860,2021-07-07,17只千亿市值医药股，3只暴涨超1000亿,制药网
861,2021-07-07,医药行业周报：《2021年国家医保药品目录调整工作方案》出炉 重点关注创新药投资机会,新浪
862,2021-07-07,380只医药股市值排行榜 药明康德、片仔癀暴涨千亿,米内网
863,2021-07-06,广誉远跌7.44%再遭减持 专家：或是题材炒作 减持股份,中新经纬
864,2021-07-06,配股、承销、“吹票”三部曲，兴业证券与片仔癀的“隐秘”往事,环球老虎财经
865,2021-07-06,“炒茅台”大军冲去“炒药”，一单赚10万，片仔癀才是印钞机？丨南财号联播,21世纪经济报道
866,2021-07-06,"片仔癀现1笔大宗交易 共成交5,899.96万元",新浪
867,2021-07-06,原材料依然稀缺 片仔癀量价齐升不可持续,新浪
868,2021-07-06,国家保密配方，贵过茅台的片仔癀，幕后推手到底是谁？,钛媒体
869,2021-07-06,生意社：片仔癀高价难求 拉动三七行情上涨？,生意社
870,2021-07-06,医药股集体崩了！这指数跌近9%，5000亿白马闪崩近14%,Wind
871,2021-07-06,东阿阿胶惨烈的去库存初现曙光？ 毛利率暴跌是更大的隐患 盈利能力下降,和讯
872,2021-07-06,A股午盘综述：上证指数跌0.53%，医药板块大调整、CRO指数下挫近9%,Wind
873,2021-07-06,片仔癀盘中一度闪崩并逼近跌停，同仁堂、马应龙、云南白药、广誉远跟随下滑,Wind
874,2021-07-05,股价半月翻倍，中药股黄金时代到来，又一家百年药企涨疯了！,搜狐
875,2021-07-05,这波中药股疯炒，到头了吗？,格隆汇
876,2021-07-05,医药生物行业周报：全方位盘点上半年医药行业、细分领域、个股风云变幻,新浪
877,2021-07-05,片仔癀本质是药品：是用来治病的，不是用来炒作的,每日经济新闻
878,2021-07-05,上半年，创新药、中药、医疗服务获杠杆资金重点加仓,制药网
879,2021-07-05,医药行业每周医览药闻：关注结构性机会 把握高确定性,新浪
880,2021-07-05,陆家嘴财经早餐2021年7月5日星期一,Wind
881,2021-07-05,线下限价线上疯狂 谁在炒作“天价”片仔癀？,证券日报
882,2021-07-04,A股能否“七翻身”？大基金二期、私募大佬杀入半导体巨头！,每日经济新闻
883,2021-07-04,速读社丨罗氏PD-1/LAG-3双抗在中国申报临床 回访片仔癀线下店：没货、无法预约,新浪医药
884,2021-07-04,杠杆资金爆买1400亿：“最爱”医药 重仓布局了这些股,新浪
885,2021-07-04,佐力药业：复制片仔癀成功模式有很大挑战,Wind
886,2021-07-04,回访片仔癀线下门店：没货、不能预约,金融界
887,2021-07-04,权威揭秘片仔癀：抢来的“神药” 价值几何？,Wind
888,2021-07-04,片仔癀线下门店因缺货而无法预约，专家权威揭秘：并无特殊价值,和讯
889,2021-07-04,权威揭秘片仔癀：抢来的“神药” 价值几何？,中新经纬
890,2021-07-03,片仔癀供不应求，原料缺货？,赛柏蓝
891,2021-07-03,一粒卖到1600元！还断货、限购，“神药”到底谁在买？,谷丰观点
892,2021-07-02,制药行业周榜：各板块冷热不均，中药板块迎政策利好一枝独秀,华夏时报
893,2021-07-02,"复星医药氮氧化物和二氧化硫年排放百吨,通策医疗温室气体排放少",搜狐
894,2021-07-02,下一个片仔癀诞生？山西国资入主广誉远，10 天大涨 75%,ZAKER
895,2021-07-02,突发！“宫廷神药”遭大股东“抛售”，曾被0元收入囊中，如今市值超200亿,中国基金报
896,2021-07-02,广誉远和新晋第一大客户湖南凯信的“合作谜团”,环球老虎财经
897,2021-07-02,这些中成药卖得好,赛柏蓝
898,2021-07-02,落寞的同仁堂：经营业绩停滞 市值不及片仔癀的五分之一 经营问题,新浪
899,2021-07-02,手握定价权的片仔癀，为什么能卖到 1700 元一粒？,ZAKER
900,2021-07-02,重磅！卫健委发布利好政策 中药板块起飞,ZAKER
901,2021-07-02,迎利好政策，高毅抢筹龙头股大赚超6亿元！业绩持续增长股有这些,网易
902,2021-07-02,中药板块要走出“类白酒大行情”？却有两大隐忧,Wind
903,2021-07-02,中药板块要走出大行情？机构扎堆调研 公募在抢筹 却有两大隐忧,券商中国
904,2021-07-01,中药板块再添政策性利好，六氟磷酸锂价格持续上涨丨明日主题前瞻,第一财经
905,2021-07-01,龙头涨幅超茅台，中药板块要走出“类白酒大行情”？,和讯
906,2021-07-01,中药板块要走出“类白酒大行情”？分析称仍有两大隐忧,Wind
907,2021-07-01,万亿板块迎最猛利好政策 高毅抢筹龙头股大赚超6亿元,新浪
908,2021-07-01,风向研报丨2.4万亿市值板块掀涨停潮！突然迎来利好，A股后市如何演绎？,21世纪经济报道
909,2021-07-01,"片仔癀现1笔大宗交易 共成交5,899.97万元",新浪
910,2021-07-01,医药与健康护理行业月报：国内疫苗接种量高速增长 关注新冠疫苗出海机会,新浪
911,2021-07-01,片仔癀今日大宗交易成交12.92万股，成交价456.58元溢价0.0%,Wind
912,2021-07-01,逾九成个股一季报盈利 广誉远股价年内涨幅最高,北京商报
913,2021-07-01,中药板块掀涨停潮：龙头12个交易日翻倍行情能否持续？,财联社
914,2021-07-01,热点解读！“药中茅台”片仔癀——“公司+基地+养殖户+科研”的产业化模式,前瞻研究院
915,2021-07-01,凯赛生物：公司未向片仔癀提供原材料,每日经济新闻
916,2021-07-01,行业迎发展机遇 中药板块继续走高,红周刊
917,2021-07-01,神药片仔癀如何炼成：麝香有市无价催生涨价预期，16年提价19次变身投资品,搜狐
918,2021-07-01,万亿旋风来袭！中药迎最猛刺激，想象空间彻底打开？,Wind
919,2021-06-30,广誉远“傍着”片仔癀飙涨87.44%，国家保密品种营收却同比下降三、四成 盈利能力下降,21世纪经济报道
920,2021-06-30,南京医药：漳州片仔癀药业股份有限公司系公司控股子公司福建同春药业股份有限公司第二大股东，股权占比24%,每日经济新闻
921,2021-06-30,A股中药概念股PK：一季度22股净利过亿 广誉远股价年内涨幅最高,北京商报
922,2021-06-30,热点解读！“药中茅台”片仔癀的背后——中药材已经“势不可挡”,前瞻研究院
923,2021-06-30,国资入主，股价暴涨，广誉远能否成为下一个片仔癀？,证券之星
924,2021-06-30,老字号“焕”新活力，品牌中药风头正劲,Wind
925,2021-06-30,半个月翻倍，比片仔癀还猛！冯柳精准抄底，山西国资控股！市盈率超2000倍的老字号，会成为下一个中药龙头吗？,雪球
926,2021-06-30,A股收盘综述：创业板指大涨逾2%创近6年新高，芯片、锂电板块持续火热,Wind
927,2021-06-30,云南白药：当前暂无提价计划,Wind
928,2021-06-30,12日5涨停股价翻倍，山西国资入主广誉远，网友：下一个片仔癀？,AI财经社
929,2021-06-30,财视频|价格和市值齐飞，二股东12年暴赚60倍！片仔癀能火多久？,上游新闻
930,2021-06-30,A股午盘综述：创业板指升1.74%逼近年内高点，芯片股爆发,Wind
931,2021-06-30,策略日报：金融板块回落 猪肉养殖板块领涨两市,新浪
932,2021-06-30,片仔癀逼近2000元的秘密：市场供给不足5% 原材料达80万/公斤,快科技
933,2021-06-30,8天涨54%！“药中茅台”风头超过片仔癀，发生了啥,Wind
934,2021-06-30,国资即将入主，8天大涨54%！“药中茅台”风头超过片仔癀,中证报
935,2021-06-30,下一个片仔癀？冯柳提前布局，这只网红中药股10天大涨75%！,e公司
936,2021-06-30,谁炒红了“片仔癀”？,中国药店
937,2021-06-29,片仔癀逼近2000元的秘密：原材料可达80万/公斤，市场供给不足5%,时代财经
938,2021-06-29,294家医药公司分红582亿！恒瑞攒钱研发，迈瑞慷慨，云南白药分近50亿，Biotech几乎不分！,E药经理人
939,2021-06-29,精华制药：公司与漳州片仔癀药业股份有限公司没有直接的业务合作,每日经济新闻
940,2021-06-29,涨价向中游传导，业绩“红包”如期而至,Wind
941,2021-06-29,热点解读！“药中茅台”片仔癀的背后——中药材市场价格飙升,前瞻研究院
942,2021-06-29,和信投顾：核心板块集体下跌 这波防守怎么做？,新浪
943,2021-06-29,收评：指数午后弱势盘整沪指跌0.92% 有机硅板块全天领涨,新浪
944,2021-06-29,片仔癀线下断货线上价格翻倍,财联社
945,2021-06-29,片仔癀茅台经销商也开卖？一路涨价或难持续,杭州网
946,2021-06-29,中药龙头强势涨停！板块有望迎来历史性发展机遇，3股机构预测上涨空间超20%,证券时报网
947,2021-06-29,片仔癀“一粒难求”？涨价现象或难持续,广州日报
948,2021-06-29,私募大佬林园称片仔癀是独门生意：他想卖多少钱就卖多少钱,新浪
949,2021-06-29,一粒片仔癀炒到1600元？茅台经销商出现，黄牛都害怕该咋看？,搜狐
950,2021-06-28,片仔癀成“药中茅台”，炒作凸显药价管理之痛,经济观察报
951,2021-06-28,消化系统中成药零售TOP20出炉！江中、太极“领军”，片仔癀、马应龙……11个独家产品霸屏,米内网
952,2021-06-28,市场价格炒作，原料成本居高不下，片仔癀如何应对？,东方药网
953,2021-06-28,天风证券：稳健医疗（300888.SZ）一站式全品类大健康消费平台，维持“买入”评级,智通财经
954,2021-06-28,广誉远：公司不生产片仔癀产品,Wind
955,2021-06-28,重磅！发改委罕见发声：我国居民电价偏低。龙头股股价翻10倍，冷门板块爆发在即？股价创新高的公司名单来了,证券时报网
956,2021-06-28,同仁堂强势涨停 市值仍不足片仔癀零头,红周刊
957,2021-06-28,片仔癀爆火牵出神秘散户：靠片仔癀暴赚120亿后，登上全球富豪榜,和讯
958,2021-06-28,创业板大涨：“一哥”狂拉570亿，芯片股嗨了！,Wind
959,2021-06-28,片仔癀一药难求，别再交智商税了,钛媒体
960,2021-06-28,片仔癀背后茅台经销商魅影隐现：有些是卖茅台酒经销商在主导,快科技
961,2021-06-28,片仔癀被热炒 药片一粒难求 股价18个月飙逾3倍,深圳商报
962,2021-06-28,A股早报2021年6月28日星期一,Wind
963,2021-06-28,片仔癀遇炒作，旁观者清,南都报
964,2021-06-28,新华社民族品牌指数多只成分股上周表现强势,中证报
965,2021-06-27,“神药”1600元一粒，背后的二股东火了！12年，2亿炒到120亿！福布斯排行榜与任正非并列,每日经济新闻
966,2021-06-27,独家|片仔癀锭剂每粒被炒至上千元 背后茅台经销商魅影隐现,第一财经
967,2021-06-27,持股片仔癀12年暴赚120亿，神秘的王富济是谁？,第一财经
968,2021-06-27,片仔癀二股东彻底火了！12年暴赚60倍，“超级牛散”身家超百亿 ！,中国基金报
969,2021-06-27,权重躁动指数涨嗨 聪明资金抢筹A股,第一财经
970,2021-06-27,一粒1600元，谁在炒作片仔癀？,财经杂志
971,2021-06-27,片仔癀二股东火了！坚守12年，大赚60倍,中证报
972,2021-06-27,探访片仔癀产地福建漳州，毛利率 80% 的“护肝神药”缘何走红？,ZAKER
973,2021-06-27,“药中茅台”片仔癀价格大涨 是药品并非补品,光明网
974,2021-06-27,医药健闻周刊 | 葛兰素史克将分拆消费保健品业务独立上市；Moderna预计2022年将生产30亿剂新冠疫苗,药渡
975,2021-06-26,漫说财经丨限购、手慢无、价格倒挂 稳坐“中药一哥”的片仔癀会成为“茅台第二”吗？,上游新闻
976,2021-06-26,天价片仔癀：一场药企、经销商、黄牛的三方游戏,和讯
977,2021-06-26,590元/粒，片仔癀为何一药难求？,药店经理人
978,2021-06-26,是神话还是泡沫？“千元难求”片仔癀大股东首次减持，传递什么信号？ 减持股份,36氪
979,2021-06-26,片仔癀的“新帅”与海外业务之“谜”,环球老虎财经
980,2021-06-26,基金看好消费股后市机会，下半年可关注三大主线,Wind
981,2021-06-25,同仁堂市值不足片仔癀零头令股东“痛惜”，催促其加快发展海外业务,红周刊
982,2021-06-25,白酒伤肝，片仔癀保肝？一粒卖上千元的“神药”，是谁在疯抢？,21世纪经济报道
983,2021-06-25,1粒片仔癀＞1瓶茅台？,新浪
984,2021-06-25,企业观 | 片仔癀“一粒难求”或受药材价格上涨影响，中药材企业数量扩增股价整体表现平平,财经网
985,2021-06-25,“一粒难求”？片仔癀为什么卖得那么贵丨C位,第一财经
986,2021-06-25,谁在炒作片仔癀？黄牛每粒加价百元回收 专家：不具备炒作价值,新浪
987,2021-06-25,【经纬晚班车】探店片仔癀：谁在助推“神药”,中新经纬
988,2021-06-25,一粒卖到1600元！还断货、限购，比黄金都贵！片仔癀到底谁在买？背后原因曝光,新浪
989,2021-06-25,【一语道破】一边喝酒一边吃药，“被扭曲”的片仔癀供需谁埋单？,财华社
990,2021-06-25,市场价近两千元直逼茅台！片仔癀回应“一粒难求”,快科技
991,2021-06-25,谁在助推“神药”1500元一粒还被疯抢？,新浪
992,2021-06-25,侃财丨日本人口减少，但不影响股市上涨,证券时报
993,2021-06-25,片仔癀锭剂“一粒难求” 官方回应：增加胶囊剂型供应 开启线上销售,快科技
