,2021-12-31,2021协同办公市场规模超500亿，为何大型政企更偏爱“收费”的360织语？,Ofweek
1117,2021-03-04,从疯狂到冷静？中国芯片深陷资本分歧,新浪
1118,2021-03-04,中银证券--机械设备行业周报：工程机械春节交货旺盛，全球缺芯及数字化背景下半导体设备需求持续强劲【行业研究】,金融界股吧
1119,2021-03-04,盘前情报丨A股三大“茅”纳入富时中国A50指数；科技股下挫拖累美股收跌,21世纪经济报道
1120,2021-03-04,北向资金扫货A股90亿，超一半资金买入这一板块，却出逃格力、茅台,21世纪经济报道
1121,2021-03-04,北向资金动向曝光：3月3日这30只个股遭大甩卖（附名单）,每日经济新闻
1122,2021-03-03,深度*行业*机械设备行业周报：工程机械春节交货旺盛 全球缺芯及数字化背景下半导体设备需求持续强劲,新浪
1123,2021-03-03,3月3日晚间重要行业研究汇总(附股),中金在线
1124,2021-03-03,最新股东户数出炉！这些龙头股的筹码快速分散,Wind
1125,2021-03-03,持续看好北方华创(002371.SZ)受益于下游扩产计划和国产替代红利！,格隆汇
1126,2021-03-03,中芯国际概念板块震荡下滑，北京君正、兆易创新、北方华创领跌,Wind
1127,2021-03-03,【行情】半导体芯片概念股大幅走低，斯达半导跳水跌超8%，北方华创、中颖电子、乾照光电、兆易创新等全线走低,金十数据
1128,2021-03-03,67亿北向资金加速出逃！抛售茅台 却加码泸州老窖,21世纪经济报道
1129,2021-03-03,周三证券|高景气不减 半导体再受关注,金融投资报
1130,2021-03-03,北向资金动向曝光：3月2日这30只个股被猛烈扫货（附名单）,每日经济新闻
1131,2021-03-02,IGBT龙头再度加码碳化硅赛道 斯达半导定增募资35亿元,e公司
1132,2021-03-02,电子行业周报：芯片缺货需要晶圆厂加快扩产 元器件供不应求,新浪
1133,2021-03-02,并购优塾--半导体设备产业链深度梳理：中微VS北方华创VS泛林半导体VS应用材料【行业研究】,金融界股吧
1134,2021-03-02,机械行业周报(2021年2月第4周)：预计2月挖掘机销量翻倍以上增长；锂电再推百亿扩产计划,新浪
1135,2021-03-02,A股午盘综述：上证指数下滑0.99%，碳中和主题逆市活跃,Wind
1136,2021-03-02,芯片股持续活跃，新洁能冲击连板,Wind
1137,2021-03-02,【异动股】中芯概念板块高开，北方华创(002371-CN)涨5.16%,财华社
1138,2021-03-02,半导体行业深度跟踪报告：多维数据框架详解半导体产业链景气趋势,新浪
1139,2021-03-02,电子行业《周观点》系列：折叠屏有望成趋势 半导体二次涨价延续行业高景气,新浪
1140,2021-03-01,机械行业周报：施工项目需求旺盛 挖机销售继续超预期,新浪
1141,2021-03-01,信达证券--电子行业周报：关注MWC上海展会，聚焦行业创新亮点【行业研究】,金融界股吧
1142,2021-03-01,我国集成电路产业规模不断增长，半导体企业有望迎黄金发展期丨牛熊眼,第一财经
1143,2021-03-01,华安证券--电子行业周报：价格继续上行，持续推荐面板和功率半导体板块【行业研究】,金融界股吧
1144,2021-02-27,半导体设备行业深度报告：市场再创新高，国产化替代空间广阔,新浪
1145,2021-02-25,电子设备、仪器和元件：关注当前时点电子行业中的涨价品种,新浪
1146,2021-02-25,千亿龙头罕见大跳水，牛散葛卫东5天损失1.76亿,证券时报网
1147,2021-02-24,2月24日晚间重要行业研究汇总(附股),中金在线
1148,2021-02-24,电子行业点评报告：半导体重点项目齐发 高技术水平自立自强,新浪
1149,2021-02-24,华西证券--电子（半导体）行业：半导体重点项目齐发，高技术水平自立自强【行业研究】,金融界股吧
1150,2021-02-23,【华西电子孙远峰团队-持续看好半导替代】半导体重点项目齐发，高技术水平自立自强,远峰电子
1151,2021-02-23,太平洋--机械行业周报：供需两端共同驱动，中游制造崛起【行业研究】,金融界股吧
1152,2021-02-22,电子行业周报：《周观点》系列 汽车电子空间巨大 天灾加剧半导体短缺,新浪
1153,2021-02-22,电子行业周报：被动元器件需求旺盛 美股半导体公司展望乐观,新浪
1154,2021-02-22,半导体周报：美国德州恶劣天气加剧全球半导体紧缺 高景气周期延续,新浪
1155,2021-02-22,信达证券--电子行业周报：半导体顺周期板块，功率龙头价值凸显【行业研究】,金融界股吧
1156,2021-02-22,华安证券--电子行业周报：北美雪灾日本地震半导体产能愈发紧张，面板仍处于上升期【行业研究】,金融界股吧
1157,2021-02-22,国海证券--电子行业周报：电子板块震荡、分化格局何时休【行业研究】,金融界股吧
1158,2021-02-22,东吴证券--机械设备行业跟踪周报：顺周期、新能源板块持续旺盛，半导体设备行业景气上行【行业研究】,金融界股吧
1159,2021-02-21,机械行业周报：工程机械需求持续旺盛 三一中联春节首批交付开门红,新浪
1160,2021-02-21,机械设备行业周报：1月挖机销量同比高增符合预期 关注光伏、锂电、油服产业链动态,新浪
1161,2021-02-19,北方华创跌6% 上月中银证券中金公司等研报唱多,中国经济网
1162,2021-02-19,工业4.0概念ETF来袭，国内首只“智能制造ETF”正式上市！,Wind
1163,2021-02-18,工业4.0概念ETF来袭，国内首只“智能制造ETF”正式上市！,资本邦
1164,2021-02-18,华西证券--电子（半导体）：车载芯片持续短缺，预示半导体景气度不减【行业研究】,金融界股吧
1165,2021-02-18,电子(半导体)行业点评报告：车载芯片持续短缺 预示半导体景气度不减,新浪
1166,2021-02-18,解盘：A股开门红，个股普涨，数字货币、稀土、半导体表现佳,Wind
1167,2021-02-18,工业4.0吸金又吸睛!国内首只“智能制造ETF”2月19日上市!,大众证券报
1168,2021-02-18,新能源汽车、光伏、白酒……最火行业牛年怎么走？,e公司
1169,2021-02-17,新工业龙头御势腾飞，首只智能制造ETF即将火热上市！,金融投资报
1170,2021-02-16,【银河电子傅楚雄/王恺】两会前瞻丨前瞻两会风向，关注科技创新与产业升级,中国银河证券研究
1171,2021-02-15,押注单一赛道，公募投资呈现“行业化”,中国基金报
1172,2021-02-14,半导体概念股2020年业绩一览：超8成公司业绩预增 61家公司合计盈利176亿元,搜狐
1173,2021-02-10,59股股东户数连降筹码持续集中,证券时报网
1174,2021-02-10,北方华创(002371.SZ)的机会与突破,格隆汇
1175,2021-02-09,电子行业2020年报前瞻：龙头业绩高增兑现高景气度,新浪
1176,2021-02-08,电子行业：半导体缺货涨价力度不减 景气度有望延续,新浪
1177,2021-02-08,电子行业《周观点》系列：电子周报 龙头公司业绩亮眼 行业回调迎布局良机,新浪
1178,2021-02-08,电子行业：2021E存储芯片或将增长迅速 半导体设备开支大年,新浪
1179,2021-02-08,押注单一赛道，公募投资呈现“行业化”,Wind
1180,2021-02-05,55股筹码连续3期集中,证券时报网
1181,2021-02-05,渤海证券--机械行业周报：1月中国制造业PMI为51.3%【行业研究】,金融界股吧
1182,2021-02-05,东兴证券给予北方华创强烈推荐评级，有望打破国外垄断格局的半导体设备企业,每日经济新闻
1183,2021-02-05,【机械】1月中国制造业PMI为51.3% ——机械行业周报——看好,渤海证券研究
1184,2021-02-05,半导体1月跟踪报告：半导体产业持续高景气 涨价缺货蔓延至汽车芯片,光大证券
1185,2021-02-04,北方华创今日大宗交易成交1.55万股，成交价194.0元溢价0.0%,Wind
1186,2021-02-04,如何理解TCL的格局？,半导体风向标
1187,2021-02-03,7万股东慌了！这只股复牌日被ST！筹码集中股曝光,证券时报
1188,2021-02-03,7万股东慌了！25万手封死跌停，这只股突曝违规担保，复牌日被实施风险警示！筹码连续集中股曝光 大额借贷担保,证券时报网
1189,2021-02-03,7万股东慌！这只股复牌日被ST！筹码集中股曝光 风险警示,证券时报
1190,2021-02-02,最新股东户数揭秘：这47股股东户数连降三期,证券时报网
1191,2021-02-02,机械设备行业周报：1月制造业PMI为51.3 关注新能源、工程机械、检测产业链投资机会,新浪
1192,2021-02-01,平安证券--智能制造行业双周报【行业研究】,金融界股吧
1193,2021-02-01,智能制造行业周报：建议关注年报超预期板块和个股,新浪
1194,2021-01-30,回调或许现更佳买点 半导体军工人工智能高景气仍在,金融投资报
1195,2021-01-30,北方华创(002371)：2020业绩持续突破 设备龙头勇攀高峰,新浪
1196,2021-01-29,券商评级：三大指数下跌 九股迎来掘金良机,证券之星
1197,2021-01-29,半导体板块午前异动，中芯国际直线拉升近3%,Wind
1198,2021-01-29,红塔证券--北方华创公司深度报告：行业下游需求恢复，国产设备迎来高增长【公司研究】,金融界股吧
1199,2021-01-28,【华西电子孙远峰团队-Q4持仓分析】半导体重仓持续高增，集成电路首次跃居第一,远峰电子
1200,2021-01-28,【半导体投资日报】6图看懂今年芯片投资主线 基金梭哈投资引关注,新浪
1201,2021-01-28,6股最新股东户数降逾一成,证券时报网
1202,2021-01-28,A股收盘综述：上证指数跌近2%，险守3500点,Wind
1203,2021-01-28,中银证券--机械设备行业周报：工程机械1月预期高增长，继续看好新能源及半导体设备投资【行业研究】,金融界股吧
1204,2021-01-28,A股午盘综述：上证指数跌1.48%，创业板指跌2.72%,Wind
1205,2021-01-28,【行情】国产芯片板块早盘跳水，圣邦股份跌9%，安集科技、北方华创、富瀚微、韦尔股份等纷纷走弱,金十数据
1206,2021-01-28,粤开证券--半导体行业周报：大基金虽减持，高景气仍持续【行业研究】 减持股份,金融界股吧
1207,2021-01-27,多家半导体公司业绩预喜，大基金减持不改行业高景气度丨牛熊眼,第一财经
1208,2021-01-27,【万联机械 | 点评】北方华创：净利润大幅增长，设备龙头规模效应初显,万联证券研究所
1209,2021-01-27,2020年业绩预告出炉 多家半导体企业将实现高增长,慧聪电子网
1210,2021-01-26,【公司点评】北方华创：2020年业绩指引超预期，受益于下游需求旺盛,吉森电子研究
1211,2021-01-26,北方华创(002371.SZ)2020年第一期超短期融资券兑付完成,智通财经
1212,2021-01-26,北方华创(002371)：业绩符合预期 关注三、五年时点发展,新浪
1213,2021-01-26,机械设备周报2021年1月第4期：中联重科预告全年业绩高速增长 持续看好工程机械行业投资机会,新浪
1214,2021-01-26,【机械】北方华创：迎来盈利弹性，进入业绩高增长,中银证券研究
1215,2021-01-26,70股获券商买入评级 爱施德目标涨幅达83.56%,Wind
1216,2021-01-26,东吴证券：晶圆厂产能紧张+国产化提速双重驱动国内设备行业景气上行,证券时报网
1217,2021-01-25,电子行业2020Q4基金重仓分析专题：半导体/光学板块重仓规模增长 消费电子环比下降 重仓个股集中度提升,新浪
1218,2021-01-25,北方华创(002371)：2020年业绩超预期 半导体设备景气持续上行,国金证券股份有限公司
1219,2021-01-25,北方华创(002371)：2020业绩高速成长 未来持续受益国产替代浪潮,广发证券
1220,2021-01-25,电子元件行业：AIOT+汽车智能化驱动消费电子新一轮繁荣,新浪
1221,2021-01-25,尚智逢源：首只智能制造ETF近日开启网上认购,新浪
1222,2021-01-25,北方华创(002371)：获利能力高增长 做大做强平台化效益渐显现,新浪
1223,2021-01-25,机械设备行业第4周周报：工业机器人景气向上 机器视觉产业链蕴藏蓝海市场,国海证券
1224,2021-01-25,【太平洋机械】北方华创(002371)公司点评：预告2020年业绩大幅增长，行业开启新一轮景气周期,太平洋机械大讲堂
1225,2021-01-25,中信证券：看好国内科技板块一季度投资机会，首选港股市场,证券时报网
1226,2021-01-25,上市公司正负面新闻2021年1月25日星期一,Wind
1227,2021-01-25,芯片缺货未缓解，晶圆再迎涨价潮,Wind
1228,2021-01-24,【华西电子孙远峰团队-持续推荐北方华创】获利能力高增长，做大做强平台化效益渐显现,远峰电子
