,2021-12-31,区域性银行数字化转型“样本”：上市城商行发力手机银行，成绩几何？,零壹财经
783,2021-05-23,国君策略：横盘震荡不会长久，将挑战四千点,Wind
784,2021-05-22,【晨观方正】宏观/银行/海外·互联网/科技&电子/医药/交运/机械 20210522,新浪
785,2021-05-21,江苏银行与上汽集团云数据中心签署战略合作协议,金融界
786,2021-05-21,什么信号？深圳等地上调，全国房贷平均利率连升4月,Wind
787,2021-05-21,银行股持续回暖，众多明星基金经理加仓，板块的春天来了？,第一财经
788,2021-05-20,"江苏银行现2笔大宗交易 共成交3,371.88万元",新浪
789,2021-05-20,江苏银行(600919)：以进入上市银行第一方阵为目标,新浪
790,2021-05-20,【行情】银行板块午后拉升，杭州银行涨近4%，江苏银行、常熟银行、南京银行跟涨,金十数据
791,2021-05-20,银行股午后崛起，杭州银行涨超3%,Wind
792,2021-05-19,江苏银行今日大宗交易成交450.07万股，成交价7.07元溢价0.0%,Wind
793,2021-05-19,东北证券--固收转债专题报告：转债深度报告，银行转债怎么看？【债券研究】,金融界股吧
794,2021-05-19,江苏银行：一季度利润增速居上市银行首位，派息46.67亿创新高,面包财经
795,2021-05-19,银行业2020年报及一季报综述：拨备缓解推动盈利向上,新浪
796,2021-05-18,江苏南通地方银行15年多次重组变更 入股企业300万股权神秘“消失”,腾讯网
797,2021-05-18,深度*行业*银行业周报：行业基本面改善 社融增速下行,新浪
798,2021-05-18,江苏银行今日大宗交易成交230万股，成交价7.11元溢价0.0%,Wind
799,2021-05-18,日均净赚47亿元！A股银行年报图鉴：38家银行净利润成功止跌微增0.6%，超半数不良率同比下降,每日经济新闻
800,2021-05-18,华西股份(000936)：购买部分可交债暨处置的进展,证券时报网
801,2021-05-17,江苏银行今日大宗交易成交110万股，成交价7.25元溢价0.0%,Wind
802,2021-05-17,周报丨舆情聚焦江阴银行某高管配偶窗口期短线交易！14家江苏上市金融机构热点舆情全知晓,和讯
803,2021-05-17,务实担当创造金融之美 江苏银行上海分行多措并举践行普惠金融,东方网
804,2021-05-16,周末证券|白酒医药大金融要买先看“性价比”,金融投资报
805,2021-05-15,A股上市城商行高管薪酬榜，山东表现如何？,搜狐
806,2021-05-15,核心资产板块呈现分化走势 逢低关注白酒、医药、大金融,金融投资报
807,2021-05-14,非银金融2021Q1基金代销机构保有量点评：基金销售行业格局全披露 招行、东财的财富管理龙头优势显着,新浪
808,2021-05-14,银行1Q21业绩回顾：资产负债表修复超预期 头部机构营收增长强劲,新浪
809,2021-05-14,A股城商行首季净利增速排名：江苏宁波成都银行领先,中国经济网
810,2021-05-14,深入交流 扩大合作 江苏银行董事长夏平会见绿地董事长张玉良,陆家嘴金融网
811,2021-05-14,一周研读：货币政策稳定 行业业绩复苏,新浪
812,2021-05-14,券商晨会精华：未来货币环境对A股扰动不大 银行板块被扎堆看好,财联社
813,2021-05-14,银行角度看4月社融：供给端总量控制会放松，预计5月不弱【中泰银行·戴志锋/邓美君/贾靖】,传统借贷vs新型金融
814,2021-05-13,江苏上市银行2020年业绩盘点：资产规模持续扩张，归母净利润均上涨,华夏时报
815,2021-05-13,江苏银行：与绿地集团重点在大消费、大基建等领域加强合作,证券时报网
816,2021-05-13,中银国际：江苏银行(600919.SH)资产质量改善，维持“增持”评级,智通财经
817,2021-05-13,银行行业点评：社融增速继续回落 企业中长期贷款需求旺盛,新浪
818,2021-05-13,深度*公司*江苏银行(600919)：盈利增速领先 资产质量改善,新浪
819,2021-05-13,深度*行业*4月金融数据点评：信用供给收紧 实体融资需求旺盛,新浪
820,2021-05-12,2021年一季度银行业主要监管指标点评：银行业景气度持续提升 关注区域经营生态分化,光大证券
821,2021-05-12,一季度银行业监管数据点评：净利润增速由负转正 资产质量在持续改善,新浪
822,2021-05-12,北向资金连续两日净卖出，白酒股获批量增持,Wind
823,2021-05-12,贷款利率环比回升的结构和价格维度拆解及展望——银行角度看央行1季度货币报告【中泰银行·戴志锋/邓美君/贾靖】,传统借贷vs新型金融
824,2021-05-12,成为中国最大城商行 北京银行做对了什么？,中投网
825,2021-05-12,逾六成上市银行不良率下降,中国银行保险报
826,2021-05-12,A股融资融券日报：两融余额增加29.68亿元（5月11日）,Wind
827,2021-05-12,手机银行也能买国债了四家银行首批试水,第一财经
828,2021-05-11,江苏银行助力国债购买新时代,证券之星
829,2021-05-11,银行业2021年一季报回顾-改善与分化,新浪
830,2021-05-11,江苏九大银行运行报告：江阴银行净利润叠增，南京银行不良升了,21世纪经济报道
831,2021-05-11,手机APP购买国债首次“试水” 这家银行2分39秒售罄,金融时报
832,2021-05-11,江苏银行年内涨幅突破30%！总资产成功突破2.5万亿 净利润受益两大因素明显反弹,金融界
833,2021-05-11,天风证券：跨境理财通试点实施细则出炉，大湾区内具备理财业务优势的银行更加受益,证券时报网
834,2021-05-10,银行周报255期：银行年报综述之零售业务篇,新浪
835,2021-05-10,28家上市城商行业绩PK：3成净利润下滑 盛京银行不良率最高达3.26% 盈利能力下降,新浪
836,2021-05-10,手机银行拓宽国债销售渠道,新华网
837,2021-05-10,营收出现分化，不良普遍下降：38家上市银行一季度业绩出炉,中国银行保险报
838,2021-05-10,江苏银行首批试点！储蓄国债开启“掌上”认购新时代,金融界
839,2021-05-10,江苏银行手机银行打造零售客户综合成长体系,金融界
840,2021-05-10,银行行业点评：“跨境理财通”试点实施细则出炉 年内有望落地,新浪
841,2021-05-10,五年期年利率3.97%，四家银行试水手机购买国债,Wind
842,2021-05-09,明日开售！储蓄国债可以用手机买了，四家银行率先“试水”,Wind
843,2021-05-09,被低估的城商行“一哥” 北京银行资产规模首破三万亿,和讯
844,2021-05-09,又见银行理财产品提前终止，净值化转型压力有多大？,Wind
845,2021-05-08,国债可以“掌上”购买，四家银行率先“试水”,Wind
846,2021-05-08,政策温和业绩空窗，关注正股景气修复——可转债4月月报20210507【华创固收 | 周冠南团队】,华创债券论坛
847,2021-05-08,江苏银行2020年个人不良贷款大增40% 因信贷资金管控不严等收31张罚单 资产异常,新浪
848,2021-05-08,江苏银行“随e融”荣获“中国金融产品传播典范” 奖,金融界
849,2021-05-08,江苏银行获得“2020年度优秀社会责任报告”殊荣,金融界
850,2021-05-07,"江苏银行现2笔大宗交易 共成交2,393.75万元",新浪
851,2021-05-07,江苏银行今日大宗交易成交338.10万股，成交价7.08元溢价0.0%,Wind
852,2021-05-07,板块异动丨继续看好银行板块的投资机会 银行板块短线走强,智通财经
853,2021-05-07,A股上市城农商行一季报盘点：郑州银行不良率最高,第一财经
854,2021-05-06,A股上市城农商行一季报盘点：三成净利两位数增长，六成不良率下降,第一财经
855,2021-05-06,A股上市城农商行一季报盘点：仅西安银行净利增速下滑，郑州银行不良率最高 盈利能力下降,第一财经
856,2021-05-06,银行业周报：资产质量持续向好 业绩分化趋势明显,渤海证券
857,2021-05-06,江苏银行副行长葛仁余：标准引领金融数字化转型之路,新浪
858,2021-05-06,38家银行赚走A股42%净利，市值却仅有1/8,Wind
859,2021-05-06,2020手机银行数字竞争力TOP100：浙江农信超越部分股份行，2家民营银行入选,零壹财经
860,2021-05-06,上市银行一季报业绩改善 机构忙加仓,中国经济时报
861,2021-05-06,【中原策略】中原证券2021年5月十大金股组合：2021年第五期：5月1日-5月31日,中原证券研究所
862,2021-05-05,全部54家上市银行2020年指标排名大全,搜狐
863,2021-05-05,深度｜银行年报&一季报： 个股增速分化源自哪里？增速趋势展望【中泰银行·戴志锋/邓美君/贾靖】,传统借贷vs新型金融
864,2021-05-02,锻造金融科技之力，江苏银行修炼内功,财经无忌
865,2021-05-01,日均净赚47亿元！A股银行年报图鉴：38家银行净利润成功止跌微增0.6%，超半数不良率同比下降,每日经济新闻
866,2021-05-01,上市股份行十年业绩分化：谁在沉沦，谁在突进 盈利能力下降,Wind
867,2021-05-01,首季“开门红”！深耕江苏制造，江苏银行业绩颜值爆表！,搜狐
868,2021-05-01,城商行年报看点：营收、净利增速“下台阶”,经济观察网
869,2021-05-01,【中原银行】银行行业月报：金融数据如期回落，季报分化较大,中原证券研究所
870,2021-05-01,【中原策略】中原证券2021年5月十大金股组合：2021年第五期：5月1日-5月31日,中原证券研究所
871,2021-04-30,北向资金结束连续5日净买入，美的集团创逾2个月最大净卖出,Wind
872,2021-04-30,江苏银行(600919)：收入均衡改善 减值反哺利润,新浪
873,2021-04-30,上市公司炒股众生相，有人欢喜有人愁,资本邦
874,2021-04-29,江苏银行(600919)：收入增速回升 拨备计提增加,新浪
875,2021-04-29,A股资金流向（4月29日）：大资金涌入券商龙头,Wind
876,2021-04-29,江苏银行：营收业绩双增 数字化转型打开成长空间,金融界
877,2021-04-29,A股收盘综述：上证指数涨0.52%，医美题材炙手可热,Wind
878,2021-04-29,银行股尾盘集体拉升 江苏银行涨7%,中国经济网
879,2021-04-29,券商股突然爆发，白酒大跳水！八连板妖股来了,Wind
880,2021-04-29,业绩双增！江苏银行盘中触及涨停，市值规模突破千亿,环球老虎财经
881,2021-04-29,解盘：资金持续流入，证券、半导体、智能音箱领涨,Wind
882,2021-04-29,快讯：江苏银行涨停报于7.07元,金融界
883,2021-04-29,去年业绩完美收官，今年一季度又迎“开门红”，江苏银行何以兼具稳健与冲劲？,深水财经社
884,2021-04-29,江苏苏锡常金融服务科创企业调研,中国经济网
885,2021-04-29,银行板块异动拉升 江苏银行一度涨停,上证报
886,2021-04-29,江苏银行市值站上1000亿 首季营收净利双位数增长,新浪
887,2021-04-29,江苏银行迎业绩市值双升：盘中触及涨停 多指标增长,金融界
888,2021-04-29,银行股异动拉升 江苏银行触及涨停,e公司
889,2021-04-29,快讯：银行股持续走强 江苏银行大涨8%,新浪
890,2021-04-29,详解江苏银行2020暨2021一季报：高成长低估值，重点推荐标的【中泰银行·戴志锋/邓美君/贾靖】,传统借贷vs新型金融
891,2021-04-29,浇灌“科创苗”，银行能做啥,经济日报
892,2021-04-29,江苏银行：2021年第一季度净利润约52.25亿元，同比增长22.79%,每日经济新闻
893,2021-04-28,江苏银行：2020年实现营业收入520.26亿元,中证网
894,2021-04-28,江苏银行2020年营收增长15.68% 不良率连降五年,和讯
895,2021-04-28,江苏银行今年一季度净利润增逾22%，不良率降至1.24%,澎湃新闻
896,2021-04-28,快讯 | 江苏银行2020年净利润150.66亿元 同比增长3.06%,财经网
897,2021-04-28,江苏银行一季度营收净利高增，资产质量持续向好,中国网
898,2021-04-28,江苏银行(600919.SH)年度归母净利同比增3.06%至150.66亿元 拟10股派3.16元,智通财经
899,2021-04-28,江苏银行一季报：营收、净利同比取得两位数增长,上证报
900,2021-04-28,江苏银行(600919.SH)一季度归母净利同比增22.79%至52.25亿元,智通财经
901,2021-04-28,稳健者江苏银行2020年成绩：资产质量不断提升，综合化经营渐入佳境,环球老虎财经
902,2021-04-28,江苏银行：一季度净利润同比增长22.79%,Wind
903,2021-04-28,江苏银行：2020年净利润同比增长3.06%,Wind
904,2021-04-28,江苏银行(600919.SH)2020年度净利润升3.06%至150.66亿元 拟10派3.16元,格隆汇
905,2021-04-28,江苏银行(600919.SH)一季度净利润升22.79%至52.25亿元,格隆汇
906,2021-04-28,14家手机银行APP仅8家开发适老化版本 语音输入“如何转账”这些APP傻傻分不清,南都报
907,2021-04-28,A股融资融券日报：两融余额减少23.65亿元（4月27日）,Wind
908,2021-04-27,上海银行VS宁波银行 谁才是城商行中的零售之王？,新浪
909,2021-04-27,"江苏银行现1笔大宗交易 共成交1,698.98万元",新浪
910,2021-04-24,国泰君安证券：一季度基金坚守白马风格依旧 景气为先,新浪
911,2021-04-23,“最懂产业”已成为京东云区别于其他厂商的独特标签,中金在线
