,2021-12-31,汇川技术(300124)跟踪报告：汇川技术如何实现管理变革？,新浪
1167,2021-07-07,64只股北向资金持有流通盘的比例超10%,证券时报网
1168,2021-07-07,汇川技术：公司PLC和伺服产品在光伏领域有应用,Wind
1169,2021-07-07,30股遭北向资金减持超亿元 减持股份,证券时报网
1170,2021-07-06,184只送转股走出贴权走势,证券时报网
1171,2021-07-06,6只“小而美”的半导体&新能源基金,养基司令
1172,2021-07-06,先进制造行业2021年7月投资策略：七月防守为主 布局估值和增长匹配的中小市值标的,新浪
1173,2021-07-06,电气设备行业简评报告：光伏景气重启再度确认 锂电中游环节扩产为王,新浪
1174,2021-07-06,28股获杠杆资金净买入超亿元,证券时报网
1175,2021-07-06,震荡市融资客加仓机械设备等板块,中证网
1176,2021-07-05,中证路演回放 | 熔断器领先企业中熔电气（301031）创业板上市网上路演,中证报
1177,2021-07-05,全球硅料供需关系梳理：硅片、电池片价格开始松动,Ofweek
1178,2021-07-05,深港通十大成交活跃股排名（7月5日）,Wind
1179,2021-07-05,全球硅料供需关系梳理：2022年第二季度起硅料价格或快速回落,Ofweek
1180,2021-07-05,冰火两重天：锂电半导体人气爆棚，大白马轮番新低,Wind
1181,2021-07-05,中熔电气：国内外合作厂商众多 已积累优质客户资源群体,中证网
1182,2021-07-05,科技股的十年牛市：如何一键投资中国科技的未来？,资本邦
1183,2021-07-05,【申港电新|周观点】全球硅料供需关系梳理,新能源深度研究
1184,2021-07-05,顶流科技股一网打尽，天弘双创50值得关注,资本邦
1185,2021-07-05,机械设备周报：为何工业气体龙头享有较高估值,新浪
1186,2021-07-05,高瓴等12家机构定增汇川技术 募集资金将提高变频器产能,中自网
1187,2021-07-05,电气设备行业周报：中游排产维持高景气 电动车大行情延续,新浪
1188,2021-07-05,上周融资余额16160.49亿元，环比增加42.1亿元,每日经济新闻
1189,2021-07-05,19股获融资客大手笔净买入,证券时报网
1190,2021-07-05,【银河晨报】7.5丨聚焦中报业绩，布局成长,中国银河证券研究
1191,2021-07-05,【银河电新周然】行业周报丨硅片电池片价格双降，宁德深度绑定特斯拉,中国银河证券研究
1192,2021-07-05,适合普通上班族的基金，双创50天弘场外首发！,新浪
1193,2021-07-05,双创50指数基金，为什么堪称“科技第一基”？,新浪
1194,2021-07-05,电气设备行业周报：新势力环比高增 光伏需求有望重振,新浪
1195,2021-07-05,电力设备新能源行业周报：新势力6月销量创新高 多省份发布整县推进申报方案,新浪
1196,2021-07-05,东吴证券：工控高景气和进口替代加速,证券时报网
1197,2021-07-05,【东吴晨报0705】【策略】【行业】电新【个股】太阳纸业、广大特材、晨光文具、东风股份、柏楚电子、华熙生物、迈为股份、天奈科技,东吴研究所
1198,2021-07-05,【电新*曾朵红】工控高景气和进口替代加速，新型电力系统结构变化——工控&电力设备行业2021年中期投资策略,东吴研究所
1199,2021-07-05,高瓴看上豪车经销，本身是一门好生意,格隆汇
1200,2021-07-04,重磅！【东吴电新】工控高景气和进口替代加速，新型电力系统结构变化——工控&电力设备行业2021年中期投资策略,新兴产业汇
1201,2021-07-04,双创50ETF发车在即，上吗？,格隆汇
1202,2021-07-04,电力设备行业：全球电动化呼啸前行 光伏多环节价格松动,新浪
1203,2021-07-04,工控&电力设备行业2020年中期投资策略：工控高景气和进口替代加速 新型电力系统结构变化,新浪
1204,2021-07-03,基金大事件来了！“半程冠军”新鲜出炉，更有基金交易费用下调大利好！,中国基金报
1205,2021-07-03,【银河周知】关注上游周期品，消费升级主题以及产业数字化、碳中和等国家战略方向，推荐7月金股,中国银河证券研究
1206,2021-07-03,计算机行业周报：回归稳健公司！,新浪
1207,2021-07-03,比亚迪半导体拟创业板上市募资27亿：最大客户是比亚迪 红杉小米都是股东,TechWeb
1208,2021-07-03,权重股表现不佳 券商：七月A股震荡上行概率大,中证网
1209,2021-07-03,长信创新驱动股票净值下跌3.14%,新浪
1210,2021-07-03,融通量化多策略灵活配置混合A净值下跌3.19%,新浪
1211,2021-07-03,永赢创业板指数A净值下跌3.38%,新浪
1212,2021-07-03,券商：七月A股震荡上行概率大,中证报
1213,2021-07-02,开盘就“20cm”涨停，带动全板块涨幅第一！“茅指数”市值一日蒸发逾7200亿元 连续下跌,中证报
1214,2021-07-02,超86亿外资今日撤离A股，白酒、医药、银行股集体遭抛售,Wind
1215,2021-07-02,简直印钞机！今年已经暴赚1200亿！这个板块逆势大涨，年内涨超60%！股民：放弃偏见，迎接王者归来！,雪球
1216,2021-07-02,广发基金张芊：既懂配置又懂股票的全能女将,和讯
1217,2021-07-02,工控“小华为”汇川技术定增：42家机构抢筹，浮盈已超3亿,Ofweek
1218,2021-07-02,基民傻眼了！上市就现跌停！别慌，基金两天扫货逾70亿，下周更是还有超170亿资金排队进场,每日经济新闻
1219,2021-07-02,高瓴等12家机构定增入股汇川技术,--
1220,2021-07-02,“抱团股”集体大跌迈瑞医疗跌超7% 连续下跌,格隆汇
1221,2021-07-02,融资客青睐9股，江苏舜天买入占比高达48.38%,Wind
1222,2021-07-02,杠杆资金重仓股曝光广誉远居首,第一财经
1223,2021-07-02,半导体分拆上市，估值已过百亿！比亚迪发力新赛道？,21世纪经济报道
1224,2021-07-02,42家机构抢筹汇川技术定增：高瓴8亿元拔得头筹，浮盈已超3亿,金融界
1225,2021-07-02,7月1日融资余额16181.22亿元，环比减少100.34亿元,每日经济新闻
1226,2021-07-02,银河证券：电动化智能化浪潮势不可挡 电动车迎来黄金发展期,证券时报网
1227,2021-07-02,【银河电新周然】行业动态 2021.6丨电动车智能化加速在即，光伏产业链利润再分配,中国银河证券研究
1228,2021-07-01,长线见真章！上半年券商金股组合收益率排名出炉，开源证券超32%位居第一、太平洋、国泰君安位列二三名,财联社
1229,2021-07-01,汇川技术(300124.SZ)实控人朱兴明解除质押141万股,智通财经
1230,2021-07-01,汇川技术：实际控制人朱兴明累计质押2302万股，占公司总股本0.89%,每日经济新闻
1231,2021-07-01,21深度丨比亚迪半导体分拆奔赴科创板获受理：拟募资27亿 过半收入仰仗集团,21世纪经济报道
1232,2021-07-01,21深度丨比亚迪半导体分拆奔赴创业板获受理：拟募资27亿,21世纪经济报道
1233,2021-07-01,银河证券：6月金股组合盈利4.47% 7月荐股名单出炉,新浪
1234,2021-07-01,汇川技术斩获纺织行业工业互联网平台示范项目,中自网
1235,2021-07-01,高瓴、高盛等知名外资频繁调研迈瑞医疗等龙头 二季度这些公司获得外资增持,红周刊
1236,2021-07-01,迈瑞医疗(300760.SZ)创历史新高市值超6000亿元,格隆汇
1237,2021-07-01,创业板权重快马加鞭，迈瑞医疗等5只大权重齐创新高,Wind
1238,2021-07-01,6500亿元新能源巨头放大招！分拆子公司上市获受理，发力芯片风口,中证报
1239,2021-07-01,首批场外双创50指数基金发行在即，投资者配置科创龙头门槛降低,深圳特区报
1240,2021-07-01,12股融资余额增幅超20%,证券时报网
1241,2021-07-01,汇川技术(300124.SZ)涨4.9%创新高，市值突破2000亿,格隆汇
1242,2021-07-01,汇川技术盘中快速上涨,新浪
1243,2021-07-01,7月金股曝光！除了新能源、半导体 券商还看好这些股 3股目标价涨幅超80%,21世纪经济报道
1244,2021-07-01,汇川技术21.3亿定增落地高瓴获配8亿 瑞银摩根等三大国际巨头出资4.4亿认购,长江商报
1245,2021-07-01,6月最强新股大涨50%，7月买什么？券商力推新能源、半导体两条主线,财联社
1246,2021-07-01,李泓灏：结构性波动或进一步加大,证券之星
1247,2021-06-30,国金基金祭出新混基 张航1只同类产品各阶段业绩排名均向后看齐,中金在线
1248,2021-06-30,【预见】定增份额遭知名机构抢购，汇川技术（300124.SZ）未来可期？,财华社
1249,2021-06-30,盘后又出利好了，明天A股或冲锋迎大庆！,新浪
1250,2021-06-30,券商把脉7月策略：中报高增长主导结构性机会,大众证券报
1251,2021-06-30,高瓴资本领衔、114家机构集体调研汇川技术 看中什么了？,21世纪经济报道
1252,2021-06-30,汇川技术披露21亿定增结果：高瓴资本8亿拿下近四成份额,每日经济新闻
1253,2021-06-30,高瓴超17%基准价认购！小西门子定增引发机构抢筹,格隆汇
1254,2021-06-30,1900亿白马股定增落地，高瓴8亿入局“小华为”，浮盈已超2亿,AI财经社
1255,2021-06-30,股价狂飙近8%！明星机构扎堆认购汇川技术，高瓴已浮盈逾两亿,21世纪经济报道
1256,2021-06-30,共聚工业互联网高峰论坛，360助推安全能力体系建设,国际在线
1257,2021-06-30,业绩集体翻倍式暴增，开盘就是20CM，高瓴也出手了,证券之星
1258,2021-06-30,高瓴资本定增“小华为”，几天赚了2亿多,搜狐
1259,2021-06-30,揭秘送转股164只除权以来股价上涨,证券时报网
1260,2021-06-30,彻底嗨了！创业板指创6年新高，上半年最牛A股赚428%,Wind
1261,2021-06-30,创业板大涨超2%，创6年新高！上半年最牛A股狂赚428%，竟是它…,中国基金报
1262,2021-06-30,巨·大盘｜科技股加速上扬 创业板指数创6年新高,巨丰财经
1263,2021-06-30,热点淘金：两市震荡式缩量反弹 半导体炒作再度回温！,巨丰财经
1264,2021-06-30,高瓴豪掷8亿揽入汇川技术 工业自动化领域受关注丨行业风口,第一财经
1265,2021-06-30,明星机构扎堆认购汇川技术推动股价狂飙近8% ，高瓴“拔得头筹”浮盈逾两亿,21世纪经济报道
1266,2021-06-30,汇川技术涨超8%，宁德时代再创新高！智能电车强势涨超3%,资本邦
1267,2021-06-30,太平洋证券研究 6月30日最新观点：果链预期渐有暖意，Q3各细分板块缺货涨价态势有望逐步缓解,太平洋证券研究
1268,2021-06-30,银河证券每日晨报,新浪
1269,2021-06-30,千亿工控白马定增遭机构“疯抢”，高领豪掷八亿拿下近四成股份！,环球老虎财经
1270,2021-06-30,汇川技术定增结果公布 高瓴浮盈达2亿元,TechWeb
1271,2021-06-30,宁德时代又双叒叕涨！汇川技术获高瓴重金加持涨超6%！,资本邦
1272,2021-06-30,鹏扬双创50指数基金获批 配置科技龙头获强力工具加持,证券之星
1273,2021-06-30,基于透支久期与盈利增速视角的择股策略：核心资产分化下的投资机会挖掘,新浪
1274,2021-06-30,汇川技术(300124.SZ)一度涨近8% 定增获高瓴、瑞银等参投,格隆汇
1275,2021-06-30,“千亿大白马”汇川技术定增21亿遭疯抢，高瓴资本成最大获配者,资本邦
1276,2021-06-30,汇川技术大涨,新浪
1277,2021-06-30,开盘：三大指数涨跌不一创指涨0.37% 半导体板块表现强势,新浪
1278,2021-06-30,汇川技术高开7%,Wind
1279,2021-06-30,电气设备行业周报：奥迪加速电动化 光伏产业链价格趋稳,新浪
1280,2021-06-30,时代变了？汇川技术定增遭疯抢 高瓴拿下4成份额 高毅、高盛等落选,券商中国
1281,2021-06-30,昨夜今晨重大事件汇总,第一财经
1282,2021-06-30,高瓴定增入股汇川技术，吃下四成份额，浮赢超1.5亿,e公司
1283,2021-06-30,【中证盘前】高瓴、瑞银等参投汇川技术；鲁西化工上半年净利预增逾10倍；万达电影扭亏；两连板中恒集团称无转型白酒业务计划,中证报
1284,2021-06-30,高瓴、瑞银等联袂参与定增，这家千亿市值龙头有什么看头？,中国证券网
1285,2021-06-30,高瓴、瑞银等联袂参与定增 汇川技术有什么看头？,上证报
1286,2021-06-30,【银河晨报】6.30丨2021年7月月度金股报告：成长风格占优，业绩高增长主导结构性机会,中国银河证券研究
1287,2021-06-30,【银河策略曾万平/蔡芳媛/李卓睿】七月十大金股丨成长风格占优，业绩高增长主导结构性机会,中国银河证券研究
1288,2021-06-30,"又是高瓴！定增入股千亿市值""小华为""，吃下四成份额，浮赢超1.5亿",e公司
1289,2021-06-30,高瓴“购物车”又刷新！豪掷8亿揽入A股自动化龙头，最新布局两大方向，年内已收获16个IPO,证券时报
1290,2021-06-30,早报(06.30)|美国房价创三十年最快增速，标普纳指创新高；汇川技术定增结果出炉，高瓴资本等参投,格隆汇
1291,2021-06-30,68家机构竞争“小华为”汇川技术定增 高瓴资本及礼仁投资获配最大,中国基金报
1292,2021-06-30,财联社6月30日早间新闻精选,财联社
1293,2021-06-30,高瓴又出手：重金杀入1800亿巨头，5万股民嗨了,Wind
