,2021-12-31,化工行业2021年11月数据：国内化工行业运行指标跟踪,新浪
1133,2020-06-30,巨·热点｜创业板创阶段新高 科技股引领市场 哪些题材受青睐？,巨丰财经
1134,2020-06-30,维生素D3价格暴涨近两倍 2020维生素行业发展前景及现状分析,中研网
1135,2020-06-30,张志：市场匍匐前进，3千点堡垒攻克在即！,中金在线
1136,2020-06-30,早知道：海南离岛免税额度升至10万元；化妆品监管新规公布；美欧股市上涨,e公司
1137,2020-06-30,大盘缩量震荡 中报行情正式打响,财富动力网
1138,2020-06-29,浙江上虞“三个一批”大会战第二季度42个项目集中签约开工投产,新华网
1139,2020-06-29,【浙江医药深度】原料药高端制剂一体化叠加创新药布局进展顺利，公司腾飞在即【安信医药】,医药马帅团队
1140,2020-06-29,基础化工行业周报：有机硅下游产品价格上涨明显,新浪
1141,2020-06-29,40股获券商买入评级 中金黄金目标涨幅达48.33%,Wind
1142,2020-06-29,两融风向（2020-06-29）,华福小福牛
1143,2020-06-28,大宗指南：周期品周度运行变化,新浪
1144,2020-06-28,时代医药周报 | 上半年医药行业涨幅居首，多方新冠肺炎疫苗研发齐突破,时代在线
1145,2020-06-28,中泰化工周度观点20W26：拜耳达成草甘膦主要诉讼和解、万华眉山新材料公示,新浪
1146,2020-06-27,中国医药创新城市地图｜接沪桥头堡绍兴,E药经理人
1147,2020-06-26,新和成半年报预计翻倍 维生素产品并非唯一支撑,证券日报
1148,2020-06-24,岁寒知松柏：需求回升 精选龙头和赛道,新浪
1149,2020-06-24,智飞生物等36股获机构买入型评级,证券时报网
1150,2020-06-24,【太平洋化工】新和成：维生素A、维生素E、生物素等量价齐升，归母净利润同比增长90-100%,强大化工
1151,2020-06-24,虫害肆虐，粮食安全藏隐患，A股影响几何？,Wind
1152,2020-06-24,36股今日获机构买入评级9股上涨空间超20%,证券时报网
1153,2020-06-24,新和成业绩预告点评：受益维生素行业高景气 上半年业绩预增约一倍,发布易
1154,2020-06-24,最新股东户数揭秘：这58股股东户数连降三期,证券时报网
1155,2020-06-24,新和成上市16年累计盈利169亿派发红利71亿,新浪
1156,2020-06-23,18公司获得增持评级-更新中,中财网
1157,2020-06-23,249亿主力资金近三日大量撤出中小创,证券时报网
1158,2020-06-23,47股获机构买入型评级 新和成关注度最高,证券时报网
1159,2020-06-23,浙江绍兴：推进“无废城市”建设试点 全周期守护市域生态,北极星节能
1160,2020-06-23,23日公司新闻聚焦：多家公司抛售并购资产 房企6月频发债,证券时报网
1161,2020-06-23,业绩高增长股名单：46股上半年净利润预计翻倍,证券时报
1162,2020-06-23,【申港基础化工】新和成2020年半年度业绩预告点评：维生素业务高景气助推业绩超预期,化工深度研究
1163,2020-06-23,最新公告透露利好 13只个股有望爆发（06.23）,中金在线
1164,2020-06-23,开源晨会0623丨通信行业2020年中期投资策略；关注电气设备行业景气度提升和扩散带来的机会；新和成,开源证券研究所
1165,2020-06-23,这10家公司发布公告有看点 上半年业绩大增股望强势上扬！,巨丰财经
1166,2020-06-23,【中证盘前】金龙鱼、读客文化现身创业板注册制首批受理企业；中兴通讯遭控股股东减持；老百姓拟引入战投林芝腾讯；纳指创收盘新高,中证报
1167,2020-06-23,6月23日涨停板预测：8股有望冲击涨停,金融界
1168,2020-06-23,新和成(002001)：维生素量价齐升 公司上半年业绩大幅预增,广发证券
1169,2020-06-23,上市公司正负面新闻2020年6月23日星期二,Wind
1170,2020-06-23,【宇辉战舰早评0623】北向资金抢筹，硬科技吸引力提升,财经
1171,2020-06-22,A股头条之上市公司（6.23）,金融界
1172,2020-06-22,6月23日上市公司重要公告集锦：新和成预计上半年净利润同比增长90%-100%,证券日报
1173,2020-06-22,新和成(002001)：产品价格大幅上涨叠加油价下行 业绩同比环比高速增长,新浪
1174,2020-06-22,22日晚公告精选丨多家上市公司股东减持股份,21世纪经济报道
1175,2020-06-22,半年报行情就要来了：“放榜”倒计时 这些公司业绩大幅预增,上证报
1176,2020-06-22,能源行业日报：上期能源低硫燃料油期货上市,新浪
1177,2020-06-22,化工行业2020年中期策略报告：静待需求起、拥抱“阿尔法”,新浪
1178,2020-06-22,化工周报：国瓷定增引入高瓴 饲料禁抗令7月实施,新浪
1179,2020-06-22,晚间重要公告2020年6月22日星期一,Wind
1180,2020-06-22,【民生医药|周报】持续推荐特色原料药及医药服务，关注全国集采后的替代空间,杏林建研
1181,2020-06-22,6月23日涨停板早知道：七大利好有望发酵,新浪
1182,2020-06-22,新和成上半年实现盈利逾20亿，同比增长近一倍,投中网
1183,2020-06-22,6月22日上市公司晚间公告速递,新浪
1184,2020-06-22,因维生素价格上涨 新和成预计上半年净利润同比增长九成,北京商报
1185,2020-06-22,新和成：维生素A等产品销售价格与销售数量实现增长 预计上半年净利同比增90%至100%,发布易
1186,2020-06-22,新和成：预计上半年净利21.96亿-23.11亿元，同比增长90%-100%,Wind
1187,2020-06-22,新和成：预计上半年净利润21.96亿-23.11亿元同比增长90%-100%,格隆汇
1188,2020-06-22,新和成(002001.SZ)：第二期员工持股计划存续期即将届满,格隆汇
1189,2020-06-22,新和成(002001.SZ)：上半年净利预增90%-100%,格隆汇
1190,2020-06-22,【申港基础化工】行业周报：先正达集团有望加速国内农药产业变革,化工深度研究
1191,2020-06-22,玉米涨价破纪录，黑龙江2000、山东2300！,新浪
1192,2020-06-22,化工行业周报：看好民营加油站龙头崛起 继续推荐新材料及精细化工细分龙头,新浪
1193,2020-06-22,中信建投2020下半年化工行业展望：静待需求起、拥抱“阿尔法”,中信建投证券研究
1194,2020-06-22,新和成(002001.SZ)预计2020上半年净利润同比增长90%-100%,资本邦
1195,2020-06-21,【兴证化工】周观点：先正达集团及先正达集团中国正式成立， 甲醇、乙二醇、邻硝基氯苯、磷酸一铵价格走高（6月21日）,兴证化工
1196,2020-06-20,后疫情时代，原料药加速迎来大变局？,和讯
1197,2020-06-20,饲料“禁抗令”下月施行产业链影响几何？,证券时报
1198,2020-06-19,化工行业周观点：草铵膦、有机硅价格继续上涨 关注乳酸行业发展变化,西南证券
1199,2020-06-19,融资余额四连增 56股获融资客大手笔加仓,中证报
1200,2020-06-19,晨会0619 | 看好快递行业的件量超预期,中信建投证券研究
1201,2020-06-18,周期产业重大事项点评：重提供给侧改革 利好周期产业估值修复,新浪
1202,2020-06-18,融资余额三连增 38股获融资客大手笔加仓,中证报
1203,2020-06-18,两融透析：流动资金持续流入医药制造板块，对公司业绩高度关注,金融界
1204,2020-06-18,融资客青睐14股，豫能控股买入占比高达43.56%,Wind
1205,2020-06-18,开源晨会0618丨上证指数低收益率之谜；直播电商系列报告之MCN；煤炭石化、化工行业中期策略；先导智能、老板电器等,开源证券研究所
1206,2020-06-17,基础化工行业2020年中期投资策略：否极泰来 基础化工龙头进入战略配置期,新浪
1207,2020-06-17,涨疯了！估值100倍起步，私募大佬边打边撤，券商狂调目标价：一口气猛升140元,中国基金报
1208,2020-06-17,2020年基础化工行业中期投资策略：油价企稳周期回暖 关注优质近消费端及新材料龙头,新浪
1209,2020-06-17,A股市场主力资金净流出265.82亿元 大北农净流入额居首,证券时报
1210,2020-06-17,化工新材料市场规模 2020中国化工新材料行业现状及市场供需分析,中研网
1211,2020-06-17,化工新材料有哪些？化工新材料龙头股 2020化工新材料行业现状及市场前景规模预测,中研网
1212,2020-06-17,快讯：维生素行业或迎来“量价齐升” 逾3亿元大单资金布局4只概念股,证券日报
1213,2020-06-15,化工行业研究周报：丙酮继续走强 有机硅价格上涨,新浪
1214,2020-06-15,【申港基础化工】行业周报：供应下降助推有机硅市场上行,化工深度研究
1215,2020-06-15,化工行业周报：山东省释放收储能耗指标 或利好部分耗煤上市公司,新浪
1216,2020-06-11,【方正化工】化工新材料周报：苹果成为OLED面板最大买家 中芯国际公告招股说明书,靠谱化工股
1217,2020-06-11,高分红来了！茅台派现两百亿，25家送转股权登记,Wind
1218,2020-06-11,28股获杠杆资金净买入超5000万元,证券时报网
1219,2020-06-10,6月10日券商晨会研报汇编,证券日报
1220,2020-06-09,新和成(002001.SZ)2019年度权益分派10派5元股权登记日为6月16日,格隆汇
1221,2020-06-09,新和成现2笔大宗交易 总成交金额1924.30万元,证券时报网
1222,2020-06-09,化工行业研究周报：国际原油价格维持强势 丙酮价格大幅上涨,新浪
1223,2020-06-09,"新和成现2笔大宗交易 共成交1,924.30万元",新浪
1224,2020-06-09,新和成今日大宗交易成交70万股，成交价27.49元溢价0.0%,Wind
1225,2020-06-09,快讯：医疗卫生板块午后拉升近2% 逾30亿元大单资金火速围猎15只个股,证券日报
1226,2020-06-09,建议关注动物养殖酶制剂、有机酸及维生素D3行业 ——饲料禁用抗生素添加及饲料添加剂维生素D3油国家标准的点评,化海锋云
1227,2020-06-08,化工周报：油价站上40美元 行情回暖周期龙头加仓配置,新浪
1228,2020-06-08,【开源化工】新凤鸣深度报告：深耕细作稳扩张，长丝龙头将启航,Au化工
1229,2020-06-08,基础化工行业周报：布油重新站上40美元 供给端和需求端继续复苏,光大证券
1230,2020-06-08,石油化工行业周报：历史性减产协议将延长到7月,光大证券
1231,2020-06-08,基础化工行业研究周报20200607行业周报：农药价格疲软 MDI、维生素维稳运行,国金证券股份有限公司
1232,2020-06-07,【兴证化工】周观点：减产延期推涨原油价格，聚氨酯产业链价格 延续涨势，草铵膦、尿素涨价（6月7日）,兴证化工
1233,2020-06-06,【西南化工周观点】国际油价持续反弹，丙酮产业链继续暴涨,化工林谈
1234,2020-06-05,Myagric：反倾销调查疑似提前初裁 蛋氨酸价格或将止跌回升,我的钢铁
1235,2020-06-04,【收盘简评】2020-06-04,赢家之星
1236,2020-06-04,机构看好这个千亿市场！2家公司获首次关注,证券时报网
1237,2020-06-04,科技赋能突破“卡脖子”技术 中控未来将继续加大研发投入,砍柴网
1238,2020-06-03,筹码新动向：148股筹码趋向集中,证券时报网
1239,2020-06-03,新和成6月3日大宗交易成交1473.30万元,证券时报网
1240,2020-06-03,6月3日主力资金净流出149亿元,证券时报网
1241,2020-06-02,【收盘简评】2020-06-02,赢家之星
1242,2020-06-02,26股主力资金净流入超亿元,证券时报网
1243,2020-06-02,基础化工行业周报：万华化学上调6月MDI挂牌价 国内聚合MDI挂牌价普涨；无水氢氟酸、双酚A、邻硝基氯苯涨价 尿素和磷酸一铵价格走高,新浪
1244,2020-06-02,化工周报：万华上调6月聚合MDI挂牌价 周期品淡季不淡 静待Q3需求恢复 积极布局行业白马及龙头,新浪
1245,2020-06-02,券商首次关注4股并给予买入评级（6月2日）,Wind
1246,2020-06-02,【化工】新和成：维生素景气向上，精细化工龙头不断成长,微信
1247,2020-06-02,化工行业周报：万华化学上调6月MDI挂牌价 继续看好周期复苏,新浪
1248,2020-06-01,39股今日获机构买入评级 6股上涨空间超20%,证券时报网
1249,2020-06-01,105股主力资金净流入超亿元,证券时报网
1250,2020-06-01,基础化工行业研究：萤石行业控量提价 氨基酸维稳运行,国金证券股份有限公司
1251,2020-06-01,石油化工／基础化工行业周报(第二十二周),新浪
1252,2020-06-01,【申港基础化工】行业周报：草铵膦价格探涨 景气度有望上行,化工深度研究
1253,2020-06-01,【朝闻国盛0601】6月配置建议&金股推荐,国盛证券研究所
1254,2020-06-01,【收盘简评】2020-06-01,赢家之星
1255,2020-05-31,【兴证化工】周观点：万华化学上调6月MDI挂牌价，国内聚合MDI挂牌价普涨；尿素、磷酸一铵等价格走高（5月31日）,兴证化工
1256,2020-05-31,【民生医药|周报】CXO表现较好，推荐景气提升细分领域配置价值,杏林建研
1257,2020-05-29,胡润中国百强大健康民营企业排名出炉，浙江10家药企上榜,制药网
1258,2020-05-27,化工行业动态：需求改善原油连涨四周 新材料本周继续亮眼,新浪
1259,2020-05-26,5月26日主力资金净流入155亿元,证券时报网
1260,2020-05-26,财融汇·日间资讯,财通证券融资融券部
1261,2020-05-26,A股上市药企，这8家现金分红均超10亿,制药网
1262,2020-05-26,2020年国家重大工业专项节能监察企业名单公布，医药企业2家,制药网
1263,2020-05-25,化学原料药有哪些？化学原料药和化工产品区别 2020化学原料药市场价格行情分析,中研网
