,2021-12-31,电子行业研报：车规半导体空间足，国产替代提速【华西电子团队】,每经网
1017,2021-05-24,中国银河--电子行业：硬件、生态持续升级，VR设备有望加速渗透【行业研究】,金融界股吧
1018,2021-05-24,会议纪要：民生证券研究周观点,新浪
1019,2021-05-22,【银河周知】看好大宗商品和消费相关行业的投资机会,中国银河证券研究
1020,2021-05-22,【民生周末重点推荐】首席看电子：业绩增长强劲，电子行业景气延续——电子行业2020年报和2021一季报总结,MS研究
1021,2021-05-22,【晨观方正】宏观/银行/海外·互联网/科技&电子/医药/交运/机械 20210522,新浪
1022,2021-05-21,光大证券--半导体4月跟踪报告：半导体2020及21Q1业绩靓丽，景气高企【行业研究】,金融界股吧
1023,2021-05-21,【牛人重仓】韦尔股份:牛人重仓绩优股今年来融资余额增仓50%以上，今日资金流入-880.83万元，北向资金持股5216.47万股，融资余额245951.61万元；前3个交易日，北向资金增持-12.67万股，融资额增加10480.65万元，主力资金净流入3380.86万元,每日经济新闻
1024,2021-05-20,光学行业深度追踪系列第29期(2021年4月)：4月份数据环比下行 关注疫情、缺货以及终端需求影响,新浪
1025,2021-05-19,银河电子周观点：功率半导体景气度向上 国内厂商扩产趋势明显,新浪
1026,2021-05-19,资金抢筹！虚拟现实迎涨停潮，产业空间几何,Wind
1027,2021-05-19,汽车电子行业系列报告之感知篇：多传感器时代 融合之路正开启,新浪
1028,2021-05-18,一季度集成电路产业销售额同增18% 草甘膦价格年涨幅接近翻番丨明日主题前瞻,第一财经
1029,2021-05-18,银河证券：5G终端及汽车电动化需求旺盛，电子行业盈利端将加速增长,证券时报网
1030,2021-05-18,全球新能源及无人驾驶行业跟踪周报：现代起亚计划于美国投资74亿美元 智加科技将SPAC上市,新浪
1031,2021-05-17,再被教育！零容忍发威，违规公司风险监控,Wind
1032,2021-05-17,5月17日晚间重要行业研究汇总(附股),中金在线
1033,2021-05-16,【民生研究】周观点汇总：疫情和就业数据只是扰动，发达国家经济复苏趋势没有改变,新浪
1034,2021-05-15,【银河周知】看好金融和科技相关行业价值回归的投资机会,中国银河证券研究
1035,2021-05-15,韦尔股份：领先推出0.61u产品,财富动力网
1036,2021-05-14,私募大佬狗咬狗，韦尔股份套路深,新浪
1037,2021-05-13,电子行业2020年年报暨2021年一季报总结：淡季不淡 高景气下电子行业表现亮眼,新浪
1038,2021-05-13,科技硬件周报(5/1)：A股年报季收官 苹果业绩会广受关注,新浪
1039,2021-05-13,半导体年报&Q1总结：中短期看量价齐升 中长期看需求和格局,新浪
1040,2021-05-13,韦尔股份现1笔大宗交易 共成交280.69万元,新浪
1041,2021-05-13,韦尔股份今日大宗交易成交1.06万股，成交价264.8元溢价0.0%,Wind
1042,2021-05-13,电子行业2021年中期策略：大变局下的电子行业新机遇,新浪
1043,2021-05-13,电子行业2020年报和2021一季报总结：业绩增长强劲 电子行业景气延续,新浪
1044,2021-05-13,大跌背后，CIS龙头韦尔股份不香了？ 连续下跌,创业邦
1045,2021-05-12,韦尔股份(603501)：0.61微米产品全球首发 引领CIS行业创新,新浪
1046,2021-05-12,国盛证券维持韦尔股份买入评级：全球首发.61微米高分辨率CIS，高效研发转换行业领先,每日经济新闻
1047,2021-05-12,电子行业4月动态报告：半导体景气度向上 华为引领汽车智能化,新浪
1048,2021-05-12,华西证券维持韦尔股份买入评级：0.61微米产品全球首发，引领CIS行业创新,每日经济新闻
1049,2021-05-12,电子行业：FY20&1Q21业绩回顾和持仓分析,新浪
1050,2021-05-11,信息披露违规 上海证监局对韦尔股份出具警示函 金融监管处罚,中证网
1051,2021-05-11,银河证券：2021年电子行业盈利端将加速增长，维持行业“推荐”评级,证券时报网
1052,2021-05-11,砺石商业评论：闻泰科技的进击之路,新浪
1053,2021-05-11,天风研究 | 2020年报·2021一季报总结,天风研究
1054,2021-05-10,曹德旺100亿建校 这个大学有什么不一样？,新浪
1055,2021-05-10,科技行业FY20&1Q21业绩回顾：半导体设计／制造板块迎来高景气周期,新浪
1056,2021-05-10,半导体行业周报：海外半导体一季报解读 高业绩指引高景气,新浪
1057,2021-05-10,电子行业周报：21Q1业绩向好 行业景气度持续旺盛,新浪
1058,2021-05-10,电子行业周报：手机需求放缓 再谈半导体投资逻辑,新浪
1059,2021-05-10,电子行业：高景气延续 把握国产替代+顺周期机会,国联证券
1060,2021-05-09,【兴证电子】周报：AI带动智能终端浪潮，国产化仍是行业主线,兴证电子谢恒团队
1061,2021-05-08,A股半导体公司年度政府补助排行榜：119家合计149亿元 前10家占比近七成,搜狐
1062,2021-05-08,李迅雷：透过季报数据探讨投资方向,Wind
1063,2021-05-08,5月机会：赚钱效应逐渐回升三大行业被集体看好！,金融投资报
1064,2021-05-08,韦尔股份“带崩”半导体板块？市值一日蒸发250亿 连续下跌,时代财经
1065,2021-05-07,韦尔股份“带崩”半导体板块，蔡嵩松也“栽跟头”？诺安成长重仓股市值蒸发逾640亿,时代财经
1066,2021-05-07,股市动态 | 指数疲软下行，煤炭、金属板块逆市上涨，韦尔股份重挫9.86%,财经网
1067,2021-05-07,A股资金流向（5月7日）：有色龙头持续获资金青睐,Wind
1068,2021-05-07,韦尔股份逼近跌停，芯片板块持续低迷,Wind
1069,2021-05-07,又闪崩！4.5万股民瞬间炸了，2300亿半导体巨头暴跌近9%，网友：“提前抄底被活埋”，发生了什么？,每经网
1070,2021-05-07,突发闪崩！4.5万股民彻底炸了，2300亿半导体巨头暴跌逾8%，刚“吃”监管警示函，网友：“提前抄底被活埋” 金融监管处罚,每日经济新闻
1071,2021-05-07,上证50跌幅扩大至1%，韦尔股份跌近8%,Wind
1072,2021-05-07,A股异动|韦尔股份(603501.SH)大跌7.45%信披存在问题收到警示函 连续下跌,格隆汇
1073,2021-05-06,中国银河--电子行业4月动态报告：半导体景气度向上，华为引领汽车智能化【行业研究】,金融界股吧
1074,2021-05-06,电子｜淡季不淡，高景气下电子行业表现亮眼：2020年年报暨2021年一季报总结,中信证券研究
1075,2021-05-02,A股半导体公司年度业绩报告：112家合计盈利570亿元 8家亏损29亿元 亏损,搜狐
1076,2021-05-02,个人“最长情”投资现高阶新版本：“养基”12年未动，200万爆赚1500万,Wind
1077,2021-04-30,韦尔股份(603501.SH)：信披存在问题 收到警示函 金融监管处罚,格隆汇
1078,2021-04-30,韦尔股份：收到上海证监局警示函 金融监管处罚,Wind
1079,2021-04-30,大跌背后，CIS龙头韦尔股份不香了？ 连续下跌,36氪
1080,2021-04-30,国产芯片第一梯队业绩分化：单品类强≠业绩恒强,21世纪经济报道
1081,2021-04-29,国产芯片第一梯队业绩分化：技术与产品的“平衡术” 盈利能力下降,21世纪经济报道
1082,2021-04-29,【机会挖掘】交通运输部正谋划自动驾驶先导应用试点工作 推动技术落地应用,证券时报网
1083,2021-04-29,【异动股】汽车芯片板块拉升，北京君正(300223-CN)涨19.99%,财华社
1084,2021-04-28,韦尔股份今日大宗交易成交14.43万股，成交价323.0元溢价8.04%,Wind
1085,2021-04-28,半导体业绩大考 谁的表现超预期？,新浪
1086,2021-04-28,韦尔股份：股东合计减持248.1万股份 减持股份,全景网
1087,2021-04-28,风享 · TMT 一周谈 | 当下科技板块如何布局？,天风研究
1088,2021-04-27,韦尔股份：青岛融通民和投资中心减持计划完成，减持股份约864万股,每日经济新闻
1089,2021-04-27,【半导体投资日报】缺芯已经影响洗衣机和面包机，兆易创新一季度净利增79.43%，韦尔股份遭股东减持0.99% 减持股份,新浪
1090,2021-04-27,"韦尔股份现1笔大宗交易 共成交4,672.00万元",新浪
1091,2021-04-27,韦尔股份今日大宗交易成交14.60万股，成交价320.0元溢价8.93%,Wind
1092,2021-04-27,A股上演“V”型反转，千亿巨头却闪崩跌停！特斯拉又出事了,Wind
1093,2021-04-27,韦尔股份：青岛融通累计减持0.99%股份 减持股份,Wind
1094,2021-04-26,韦尔股份大宗交易成交12.62万股成交额4139.36万元,证券时报网
1095,2021-04-26,"韦尔股份现1笔大宗交易 共成交4,139.36万元",新浪
1096,2021-04-26,浦银国际证券给韦尔股份买入评级，2020年年报及1Q21财报详细解读：摄像头模组行业需求强劲，豪威科技CIS芯片高端手机和汽车份额提升,每日经济新闻
1097,2021-04-26,韦尔股份今日大宗交易成交12.62万股，成交价328.0元溢价12.61%,Wind
1098,2021-04-26,中泰证券维持韦尔股份买入评级：Q1高增长，从手机CIS到汽车等打开天花板,每日经济新闻
1099,2021-04-26,韦尔股份：控股股东虞仁荣解除质押700万股,每日经济新闻
1100,2021-04-26,股价大跌基金一季度抱团股曝光（附名单）,Wind
1101,2021-04-26,电子行业：华为发布汽车新品 带动相关产业链,新浪
1102,2021-04-26,华安证券--电子行业周报：持续聚焦一季报确定的面板、半导体板块【行业研究】,金融界股吧
1103,2021-04-26,专注智能驾驶领域的艾利特机器人获2亿元B1轮融资,猎云网
1104,2021-04-25,最新！顶流基金重仓股大洗牌，40张图表全披露,Wind
1105,2021-04-25,地平线宣布获得韦豪创芯战略投资,投资界
1106,2021-04-24,韦尔股份：2020年归母净利大涨481.17% CMOS龙头持续受益国产替代,红周刊
1107,2021-04-23,韦尔股份今日大宗交易成交10.50万股，成交价284.0元折价4.86%,Wind
1108,2021-04-23,这个产品遭日韩垄断中国被讽刺造不出，芯片首富砸钱反攻结局亮了,云掌财经
1109,2021-04-23,【公司点评】韦尔股份：2021Q1业绩同比+133.84%，平台布局成效显着,吉森电子研究
1110,2021-04-23,基金换打法：降仓位、填洼地、抓龙头,Wind
1111,2021-04-23,民生证券：韦尔股份（603501.SH）Q1业绩创新高，维持“推荐”评级,智通财经
1112,2021-04-23,芯片股表现活跃，富满电子领涨8%,Wind
1113,2021-04-23,有眼光！公募基金一季度仍重仓电子，卓胜微、韦尔股份业绩翻倍,资本邦
1114,2021-04-23,67只绩优龙头股名单出炉！北上资金扫货名单曝光,Wind
1115,2021-04-23,A股早报2021年4月23日星期五,Wind
1116,2021-04-22,【华西电子孙远峰团队-持续推荐韦尔股份】多业务快速突破，产业链话语权逐渐增强,远峰电子
1117,2021-04-22,【ETF投资日报】钢铁ETF领涨，韦尔股份业绩大增，芯片ETF上涨1.06%,新浪
1118,2021-04-22,韦尔股份(603501.SH)一季度净利升133.84%至10.41亿元,格隆汇
1119,2021-04-22,韦尔股份今日大宗交易成交8.30万股，成交价320.0元溢价8.4%,Wind
1120,2021-04-22,韦尔股份：一季度净利润同比增长133.84%,Wind
1121,2021-04-22,超9成盈利、27家业绩翻番，半导体迎最好时期,Wind
1122,2021-04-22,华安证券：自动驾驶引领汽车智能化新变革,Wind
1123,2021-04-22,本土芯片站在风口上“共同”看好龙头地位股,证券导报
1124,2021-04-22,逾1400家公司预告首季业绩，超过85%预增,Wind
1125,2021-04-21,【半导体投资日报】一季度我国芯片相关企业注册量增302%，阿斯麦净利润增240%,新浪
1126,2021-04-21,韦尔股份今日大宗交易成交20万股，成交价280.0元折价4.04%,Wind
1127,2021-04-21,西南证券--韦尔股份：手机和汽车驱动CIS增长，Q1业绩再创新高【公司研究】,金融界股吧
1128,2021-04-21,光大证券--汽车行业2021年华为智能汽车解决方案HI新品发布会点评：华为Inside汽车，中国Tier1崛起，产业链重构进行时【行业研究】,金融界股吧
1129,2021-04-21,智能驾驶商业化进程加快,大众证券报
1130,2021-04-20,【半导体投资日报】关注未来2-3年成长确定性强 向上空间较大的细分领域,新浪
1131,2021-04-20,"韦尔股份现4笔大宗交易 共成交8,652.00万元",新浪
1132,2021-04-20,韦尔股份今日大宗交易成交24万股，成交价280.0元折价4.11%,Wind
1133,2021-04-20,4月20日晚间重要行业研究汇总(附股),中金在线
1134,2021-04-20,长城证券--韦尔股份年报点评：业绩符合预期，CIS龙头成长动能充足【公司研究】,金融界股吧
1135,2021-04-20,东北证券--韦尔股份：各业务齐头并进，下游景气度持续提升【公司研究】,金融界股吧
1136,2021-04-20,半导体公司一季度业绩集体预增,Wind
1137,2021-04-19,半导体动态分析：关注半导体龙头成长机会、全面扩产带来国产机遇,新浪
1138,2021-04-19,千亿龙头涨停！消费电子或显着低估，北向资金大举加仓股揭秘,证券之星
1139,2021-04-19,韦尔股份今日大宗交易成交1.20万股，成交价293.25元溢价0.0%,Wind
1140,2021-04-19,63股获机构买入型评级 韦尔股份关注度最高,同壁财经
1141,2021-04-19,东吴证券--电子（半导体）行业周报：自动驾驶加速落地，汽车电子机遇凸显【行业研究】,金融界股吧
1142,2021-04-19,信达证券--电子行业深度报告：追根溯源，探讨半导体缺货的危与机【行业研究】,金融界股吧
1143,2021-04-17,汽车电子行业： 自动驾驶渐行渐近 车载传感器市场迎高速发展,财富动力网
1144,2021-04-16,分享CIS行业增长红利 “芯茅”韦尔股份2020年净利大增481%,证券日报网
