,2021-12-31,【银华基金】交易日报 2021-12-31,新浪
805,2021-03-04,【银行视点】2月份百余家小贷公司被整顿清理，民生银行获批发行750亿元永续债，南京银行推出虚拟信用卡,金融界
806,2021-03-04,中泰证券--银行基本面周度跟踪：结构性存款余额1月小幅反弹，同业存单发行力度加大(增持)03-01【行业研究】,金融界股吧
807,2021-03-04,26股获买入评级 最新:苏宁易购,中财网
808,2021-03-04,【牛人重仓】南京银行:前复权股价创历史新高，今日资金流入5721.08万元，北向资金持股19537.58万股，融资余额169515.19万元；前3个交易日，北向资金增持2270.11万股，融资额增加-5985.57万元，主力资金净流入27874.56万元,每日经济新闻
809,2021-03-04,浙商证券--南京银行：城商行龙头价值回归【公司研究】,金融界股吧
810,2021-03-04,南京银行(601009)：城商行龙头价值回归,新浪
811,2021-03-04,深度*行业*银行行业动态跟踪：大力不良处置提升行业估值 看好板块后续上涨行情,新浪
812,2021-03-04,每日理财观察：多个热点城市加码楼市调控,Wind
813,2021-03-04,【浙商梁凤洁/邱冠华】南京银行：城商行龙头价值回归,大话金融
814,2021-03-04,富时罗素将3股调入中国A50指数！外资开启“买买买”模式,Wind
815,2021-03-04,百股涨停！金融、周期股全面爆发，白酒股也回暖了,Wind
816,2021-03-04,南京银行股价昨日涨停,大众证券报
817,2021-03-04,金融股大爆发，千亿银行股罕见涨停！郭树清点赞“精准拆弹”，券商大喊“守住银行心不慌”，机构称还要涨40%！,21金融圈
818,2021-03-03,抓住移动支付风口 南京银行推出数字信用卡,上证报
819,2021-03-03,南京银行、宁波银行涨停，银行股全线飘红，罕见大涨背后的逻辑是什么？,21世纪经济报道
820,2021-03-03,A股大金融全线发力，低估值全面补涨浪潮来了吗？静待券商爆发！,搜狐
821,2021-03-03,南京银行盘中一字涨停创历史新高 股东高管轮番增持强化二级市场信心,金融界
822,2021-03-03,各路资金争相抢筹 银行股成推动大盘上涨中坚力量,e公司
823,2021-03-03,【银行视点】四川拟发行114亿专项债助力中小银行，银行股再度暴涨飘红，南京银行、宁波银行涨停！,金融界
824,2021-03-03,A股反弹能否持续？外资大逆转！一指标再背离,Wind
825,2021-03-03,A股市值大增1.3万亿，茅台涨近4%！发生了什么？,Wind
826,2021-03-03,A股收盘综述：上证指数单边上扬1.95%，周期、金融板块爆发,Wind
827,2021-03-03,南京银行放量涨停，钢铁煤炭有色全线爆发,证券之星
828,2021-03-03,银行板块走强，39只个股上涨，南京银行上涨10.03%,每日经济新闻
829,2021-03-03,银行股集体大涨！南京银行涨停，招行涨超5%,格隆汇
830,2021-03-03,银行板块大幅拉升，南京银行涨停，招商银行等涨幅超5%,证券时报网
831,2021-03-03,南京银行、宁波银行涨停！招商银行涨6.8%，银行板块涨逾4.7%,资本邦
832,2021-03-03,银行保险爆发，外资加仓75亿，2000亿龙头却大跌,Wind
833,2021-03-03,刚刚，A股大反攻！银行保险、周期股全面爆发，外资狂加仓75亿！乡村振兴火了，最牛20%涨停！2000亿光伏龙头大跌，咋回事？,中国基金报
834,2021-03-03,沪指低开高走半日涨超1% 大金融板块强势,中新经纬
835,2021-03-03,A股异动：银行板块集体走高，南京银行一度触及涨停,英为财情
836,2021-03-03,A股午盘综述：上证指数涨1.33%，金融、周期股并驾齐驱,Wind
837,2021-03-03,南京银行正式推出数字信用卡 以科技赋能打造消费金融新“物种”,证券日报网
838,2021-03-03,银行全线回暖南京银行涨停，银行ETF（512800）涨逾3%,资本邦
839,2021-03-03,银行板块拉升 南京银行逼近涨停,中证网
840,2021-03-03,银行板块走强，39只个股上涨，南京银行上涨6.84%,每日经济新闻
841,2021-03-03,南京银行封住涨停，杭州银行创历史新高,Wind
842,2021-03-03,快讯：银行股持续走强 南京银行冲击涨停,新浪
843,2021-03-03,银行板块异动拉升 南京银行涨逾6%,上证报
844,2021-03-03,银行股大幅转暖，南京银行涨超7%,Wind
845,2021-03-03,银行股普涨 杭州银行、南京银行涨约5%,e公司
846,2021-03-03,3月3日银行股大涨的点评：顺周期视角下的银行股投资逻辑,光大证券
847,2021-03-02,突破传统实体卡 南京银行零售转型瞄准虚拟信用卡,经济观察网
848,2021-03-02,南京银行副行长：数字信用卡某种程度上可改变“二八定律”,澎湃新闻
849,2021-03-02,南京银行正式发布N Card信用卡发出市场强音,北京商报
850,2021-03-02,*ST蓝丰：控股股东苏化集团解除质押800万股，5%以上股东格林投资解除质押1600万股,每日经济新闻
851,2021-03-01,银行行业周报：各项垫款加速下降 优质银行强者恒强,新浪
852,2021-02-25,上市银行业绩好于预期，机构认为银行股上涨的逻辑具备丨牛熊眼,第一财经
853,2021-02-25,【行情】银行板块持续拉升，重庆银行涨停，邮储银行、建设银行、宁波银行、南京银行等跟涨,金十数据
854,2021-02-21,银行基本面周度跟踪：政策利率维持平稳 长端利率回升,新浪
855,2021-02-20,银行业基本面跟踪二十六：看好业绩持续改善下板块趋势性机会-Q4监管指标点评,新浪
856,2021-02-18,核心资本承压业绩增长“失速” 南京银行200亿元可转债获证监会受理 盈利能力下降,新浪
857,2021-02-10,4Q20银保监会监管指标点评：大行业绩回归正增长 中小行不良率回落至疫情前,新浪
858,2021-02-10,用友网络(600588.SH)：控股股东质押1200万股,格隆汇
859,2021-02-10,银行业银保监会2020年数据：行业不良双降、息差环比上行,新浪
860,2021-02-10,银行业角度看1月社融：社融高增 制造业向好 预计2月保持强劲,新浪
861,2021-02-10,银保监会2020年数据：行业不良双降、息差环比上行【中泰银行·戴志锋/邓美君/贾靖】,传统借贷vs新型金融
862,2021-02-09,银行业关于四季度货币政策执行报告的点评：淡定应对政策常态化,新浪
863,2021-02-08,【银行视点】多家银行网点轮休过春节，南京银行存款突破1万亿，锦州银行9600万股权遭遇流拍,金融界
864,2021-02-08,中信证券：2021年宏观金融条件有利银行，具备高确定性机会,证券时报网
865,2021-02-08,银行｜社融和流动性：预期引导，收而有稳,中信证券研究
866,2021-02-07,银行基本面研究系列：制造业复苏是银行资产质量的核心变量,新浪
867,2021-02-07,银行基本面周度跟踪：流动性回归平稳 北向资金继续增持银行,新浪
868,2021-02-07,周度跟踪 | 流动性回归平稳，北向资金继续增持银行【中泰银行·戴志锋/邓美君/贾靖】,传统借贷vs新型金融
869,2021-02-04,晚间重要公告2021年2月4日星期四,Wind
870,2021-02-04,快讯 | 南京银行：公开发行不超过200亿元可转债获江苏银保监局核准,财经网
871,2021-02-04,南京银行(601009.SH)：不超200亿元A股可转债计划获中国银保监会江苏监管局核准,格隆汇
872,2021-02-04,南京银行：公开发行A股可转换公司债券获中国银保监会江苏监管局核准,Wind
873,2021-02-03,银行周报：利率上行 经济向好 看好银行,新浪
874,2021-02-02,银行行业业绩快报综述：基本面跟踪二十四：不止于拨备反哺 景气改善进行时,新浪
875,2021-02-01,银行业投资观察：资金市场流动性将如何演绎,新浪
876,2021-01-29,【银华基金】交易日报 2021-1-29,新浪
877,2021-01-29,银行晨报（1月29日）,财联社
878,2021-01-29,晨会0129｜地方两会透露出哪些信息？,中信证券研究
879,2021-01-28,南京银行(601009.SH)全额赎回100亿元二级资本债券,格隆汇
880,2021-01-27,银行基本面跟踪二十三：Q4持仓延续回升 继续看好板块修复,新浪
881,2021-01-26,上任4个月，苏农银行董事长徐晓军斥资200万增持该行股份,澎湃新闻
882,2021-01-26,银行破净率占7成 大股东频增持稳定股价看好长期,北京商报
883,2021-01-26,“护价”心切 多家银行自掏腰包增持,北京商报
884,2021-01-25,高管自掏腰包护价心切 南京银行等多家银行不断抛出增持“绣球”,北京商报
885,2021-01-22,旗天科技频频牵手银行 数字化转型业务显功效,上证报
886,2021-01-22,可转债新券投资价值分析-上银转债：值得期待的精品银行,新浪
887,2021-01-22,债券日报：扎根上海 全年业绩增速转正,新浪
888,2021-01-21,扎根上海，全年业绩增速转正——上银转债申购价值分析20210121【华创固收丨周冠南团队】,华创债券论坛
889,2021-01-19,【银华基金】交易日报 2021-1-19,新浪
890,2021-01-18,银行板块震荡上扬 平安银行兴业银行等再创新高,证券时报网
891,2021-01-18,银行行业周报：社融下降不改基本面 多项政策呵护市场,新浪
892,2021-01-18,银行业投资观察：政策环境稳定,新浪
893,2021-01-18,太平洋证券：银行业绩拐点确认，关注年报行情,证券时报网
894,2021-01-18,【银行*马祥云】金融供给侧改革追踪——金融机构债委会制度：抱团抵御信用风险，强调打击逃废债！,东吴研究所
895,2021-01-15,免费研报精选：银行股投资的核心逻辑！机构建议精选确定性高的行业龙头,中金在线
896,2021-01-15,李录是谁？43亿建仓邮储银行，推荐巴菲特买入比亚迪,证券时报网
897,2021-01-15,投资风格悄然转换？银行股获主力抢筹、酒类股遭抛售 股票卖空,第一财经
898,2021-01-15,“巴菲特接班人”10亿股买入一大行！银行股春天要来？,券商中国
899,2021-01-14,首位银行理财子公司董事长被带走，发生了什么？,Wind
900,2021-01-14,千亿资产迎监管评级新规，银行排队申请,第一财经
901,2021-01-13,大笔增持之后南京银行能否走出困局,中投网
902,2021-01-12,南京银行：监事辞任 董监高成员变化,Wind
903,2021-01-12,增速放缓、屡收罚单 南京银行获大股东增持25亿能否改变业绩颓势？ 关联方问题,金融界
904,2021-01-11,19股获重要股东增持 南京银行获增持金额最多,证券时报网
905,2021-01-11,中信固收：利率市场化再进一步,Wind
906,2021-01-09,银行行业2021年度策略：银行反转 哪些估值底部的复苏型个股值得重视？,新浪
907,2021-01-08,南京银行泰州分行成功发行泰州地区2021年度首单公募债券,搜狐
908,2021-01-08,南京银行大股东17个月增持25.4亿 2020年多次违规被罚超2100万 关联方问题,新浪
909,2021-01-07,16个月增持25亿 南京银行大股东给力！,中投网
910,2021-01-06,南京银行(601009.SH)：紫金集团及其一致行动人累计增持1.02亿股,格隆汇
911,2021-01-06,南京银行大股东及其一致行动人半年增持逾1亿股,上证报
912,2021-01-06,南京银行(601009.SH)：大股东及其一致行动人累计增持1.016%股份,格隆汇
913,2021-01-06,看重高股息率，险资今年仍愿加仓银行股,Wind
914,2021-01-04,南京银行被罚没756万元：违规占压财政资金 金融监管处罚,新浪
915,2021-01-04,南京银行违反反洗钱法遭罚没757万元 股价今跌0.74% 金融监管处罚,中国经济网
916,2021-01-03,银行业关于《关于建立银行业金融机构房地产贷款集中度管理制度的通知》的点评：地产长效金融机制的内涵,新浪
917,2021-01-02,南京银行林静然：主动融入双循环新发展格局 实现高质量、高韧性的稳健可持续发展,投资时报
918,2020-12-31,南京银行七宗违法遭罚没757万 未按规定识别客户身份 金融监管处罚,中国经济网
919,2020-12-31,南京银行因反洗钱违规等被罚没757万元 今年合计被罚没超2000万元 金融监管处罚,云掌财经
920,2020-12-31,城商行异地扩张风险暴露 有分行不良率高达7%,21世纪经济报道
921,2020-12-31,行政处罚公示（南银罚字〔2020〕30-31号） 金融监管处罚,央行
922,2020-12-31,南银理财总经理师波：立足长三角，打造“城商行领先”的全能资管机构,21世纪经济报道
923,2020-12-30,昆仑万维(300418.SZ)拟向南京银行北京分行申请不超6亿元综合授信,格隆汇
