,2021-12-31,长盈精密：公司投资的涉及芯片业务的公司为苏州宜确、深圳纳芯威及梦启半导体,Wind
4073,2021-10-18,深度*行业*机械设备行业周报：能源短缺背景下绿电前景广阔 能源结构转型利好锂电、光伏设备,新浪
4074,2021-10-18,宁德时代股价创历史新高：总市值达 1.37 万亿,IT之家
4075,2021-10-18,宁德时代关联公司注册资本增至7亿,财联社
4076,2021-10-18,电气设备行业周报：市场主线将回归长期成长 进一步关注后周期,新浪
4077,2021-10-18,2021年10月第2周策略周报：PPI和CPI剪刀差扩大反映经济传导机制不畅 货币政策延续边际收紧预期,新浪
4078,2021-10-18,抢滩新能源车险！宁德时代“牵手”人保财险，保险版图再扩张,资本邦
4079,2021-10-18,MSCI再推重磅A股指数，海外资金加速布局A股龙头,Wind
4080,2021-10-18,历史新高！宁德时代盘中大涨超3%，总市值再次超越招商银行,AI财经社
4081,2021-10-18,“茅宁”分道扬镳！万亿“宁王”创新高，茅台大跌5%，白酒板块重挫,中证报
4082,2021-10-18,“宁王”再创历史新高，新能源重登“最强者”！茅台大跌6%，“茅指数”再遭回撤,上证报
4083,2021-10-18,宁德时代等要警醒！美国将在新能源赛道阻击中国,Ofweek
4084,2021-10-18,宁德时代再创新高，带动碳中和龙头ETF、电池ETF强势上涨,财经网
4085,2021-10-18,涨逾3%！宁德时代股价创历史新高：总市值超13600亿,快科技
4086,2021-10-18,解盘：资源重拾升势，风电、煤炭、有色、磷化工领涨,Wind
4087,2021-10-18,策略周报：“类滞涨”环境下的投资选择,西南证券
4088,2021-10-18,紫金矿业(601899)：项目陆续投放Q3利润延续高增长破冰涉锂预显威,新浪
4089,2021-10-18,A股午盘综述：白酒股遭遇当头一棒，“煤超风”再起因动力煤、焦炭期货涨停,Wind
4090,2021-10-18,广东鸿图：宁德时代肇庆新基地是公司为其配套供应的生产基地之一,每日经济新闻
4091,2021-10-18,广东鸿图：公司是华为及宁德时代的供应商,Wind
4092,2021-10-18,新高！宁德时代大涨超4%逼近600元关口,格隆汇
4093,2021-10-18,宁德时代股价创新高，融资客抢先加仓,证券时报网
4094,2021-10-18,越来越多上市公司捡起VC/PE这杆枪,36氪
4095,2021-10-18,宁德时代关联公司于宜昌成立新公司，注册资本8亿元,乐居财经
4096,2021-10-18,汽车行业周报：芯片供应略有缓解 新能源车保持热销,新浪
4097,2021-10-18,大族激光(002008)：业绩预告符合预期 重点发展锂电业务,新浪
4098,2021-10-18,宁德时代涨逾2% 盘中创历史新高,中证网
4099,2021-10-18,宁德时代开盘涨超2%，市值突破13500亿,驱动中国
4100,2021-10-18,明年推新车型 宁德与ELMS达成电池供应协议,网通社
4101,2021-10-18,宁德时代等46股获北向资金增持额超亿元,证券时报网
4102,2021-10-18,换电建设标准预计年内发布 宁德时代、蔚来等深度参与,第一电动网
4103,2021-10-18,宁德时代创历史新高 白酒板块大幅下挫,财联社
4104,2021-10-18,宁德时代早盘一度涨2%，股价创历史新高，市值超13500亿,第一财经
4105,2021-10-18,解读宁德时代320亿一体化布局,高工锂电
4106,2021-10-18,宁德时代行至“泥沼”,36氪
4107,2021-10-18,宁德时代涨超2%股价创历史新高 总市值超13500亿,新浪
4108,2021-10-18,快讯：宁德时代股价创历史新高,财联社
4109,2021-10-18,【行情】宁德时代涨超2%，股价创历史新高，目前总市值超13500亿,金十数据
4110,2021-10-18,宁德时代一度刷新历史新高，现涨超2%,Wind
4111,2021-10-18,A股融资融券日报：两融余额减少36.07亿元（10月15日）,Wind
4112,2021-10-18,电气设备周报：光伏产业链价格上涨 需求逻辑全面兑现,新浪
4113,2021-10-18,每日理财观察：央行和银保监会发布系统重要性银行名单,Wind
4114,2021-10-18,盘前情报丨“医疗器械茅”即将解禁超2700亿元；三季度业绩高增长风电股一览（名单）,21世纪经济报道
4115,2021-10-18,中金公司：港交所再添新成员，MSCI中国A50互联互通指数期货上市在即,Wind
4116,2021-10-18,今天首只香港A股指数期货开始交易，对A股有何影响？,Wind
4117,2021-10-18,思维独角兽 | 马克龙：法国即将出台措施应对能源价格攀升；宁德时代与ELMS签署协议，将为后者供应磷酸铁锂电池,投资者网
4118,2021-10-18,【东吴电新】 电动车9月销量点评：国内销量大超预期，自主车企稳步增长，车型向多元化发展,新兴产业汇
4119,2021-10-18,北上资金流入A股速度趋缓 连续八周加仓交通运输行业,证券时报
4120,2021-10-17,茅台也不香了？全球持有最多的基金减持超10% 减持股份,Wind
4121,2021-10-17,板块拾金丨职业教育获利好，3家机构都推了这只股；当主力资金涌入，汽车类个股如何布局？,第一财经
4122,2021-10-17,金属新材料高频数据周报：无锡电子盘电碳价格破20万元每吨 10月主流电池厂排产环比增加9.6%,光大证券
4123,2021-10-17,E周看点丨小米汽车任命李肖爽为副总裁；特斯拉国内销量首破5万,盖世汽车
4124,2021-10-17,电气设备行业：德国储能市场：表后市场主导增长驱动力,新浪
4125,2021-10-17,大基金持股近25%、多家A股公司潜伏，这家“专精特新”企业冲刺科创板,上证报
4126,2021-10-17,智慧云解决方案,ZAKER
4127,2021-10-17,北上资金重点抢筹这些股，锂电巨无霸加仓最凶，17股持仓暴增50%,证券时报网
4128,2021-10-16,换电建设标准预计年内发布，多家上市公司参与,Wind
4129,2021-10-16,一纸涨价函引发预期反转！“宁王”归位率锂电绝地反击,Wind
4130,2021-10-16,一纸涨价函引发预期反转！“宁王”归位率锂电绝地反击，股民：还是涨价逻辑最顺！,中证报
4131,2021-10-16,资本与市场双重搅动，锂电竞争格局持续生变,证券之星
4132,2021-10-16,大手笔！北向资金增持汽车、抛售医药！抢筹“锂电茅”10亿元、“光茅”8亿元！,21世纪经济报道
4133,2021-10-16,北向资金丨本周扫货重点曝光 宁德时代获净买入9亿元,第一财经
4134,2021-10-16,指数全周探低回升 高景气板块引领反弹,上证报
4135,2021-10-16,新能源车板块分化，高估值能否持续？还能买吗？投资要注意什么？专家独家解答→,央视
4136,2021-10-16,赣锋锂业海外收购被宁德时代“截和”，称后者缺乏相关人才，只能跟风,新浪
4137,2021-10-15,换电站建设标准年内将发布，宁德时代等多家上市公司参与标准制定,亿欧网
4138,2021-10-15,“沉迷”扩产能，宁德时代累计新增借款已超上年末净资产20% 大额借贷担保,第一财经
4139,2021-10-15,新能源车环比继续两位数增长，铁锂有望扩大份额优势——国内新能源车月度数据点评,华宝财富魔方
4140,2021-10-15,聚焦|抢锂、抢钴、抢镍：动力电池的全球“矿”战,经济观察报
4141,2021-10-15,宁德大涨，宁王回来了？,证券之星
4142,2021-10-15,电力板块被主力净卖出逾百亿元 宁德时代获北向资金青睐,大众证券报
4143,2021-10-15,万亿宁德时代突然暴涨！锂电股新一波行情来了？,Wind
4144,2021-10-15,万亿宁德时代突然暴涨！锂电股新一波行情来了？公募基金紧急解盘,中国基金报
4145,2021-10-15,三季度净利大涨16倍！永太科技投建13.4万吨液态锂盐项目,Ofweek
4146,2021-10-15,北上资金全透视月报(21年9月)：上月外资继续流入 增持周期与消费,广发证券
4147,2021-10-15,“电池茅”宁德时代强势大涨，近期大动作频频丨一只热股,第一财经
4148,2021-10-15,智通A股机构动向参考(10.15) | 业绩才是试金石,智通财经
4149,2021-10-15,新能源汽车行业月报：锂价暴涨创历史新高 宁德时代与赣锋锂业争夺抢锂,新浪
4150,2021-10-15,汽车行业月报：“缺芯”最严重时刻已过 四季度行业复苏可期,渤海证券
4151,2021-10-15,水皮：「谈股论金」乌合之众,华夏时报
4152,2021-10-15,再次爆发！科创三宝护航A股，上攻指日可待？,搜狐
4153,2021-10-15,MSCI中国A50互联互通指数期货，盛大上市开启新征程,Wind
4154,2021-10-15,数据复盘｜50股获主力加仓超亿元 北向资金抢筹宁德时代、隆基股份等,证券时报网
4155,2021-10-15,宁德时代再签国际车企！,Ofweek
4156,2021-10-15,陆股通连续净买入股名单,证券时报网
4157,2021-10-15,ELMS与宁德时代签署电池供应协议，宁德时代将为其提供磷酸铁锂电池,Ofweek
4158,2021-10-15,每经18点丨央行回应恒大债务风险化解进展，金融部门将配合做好项目复工支持；北上资金净买入宁德时代超10亿元,每日经济新闻
4159,2021-10-15,北水净卖出腾讯5亿港元，加仓比亚迪股份；南水大幅买入宁德时代、隆基股份,富途证券
4160,2021-10-15,北向资金今日净流入超26亿元，加仓宁德时代逾10亿元,第一财经
4161,2021-10-15,新能源汽车行业跟踪报告：动力电池产装两旺 磷酸铁锂装机渗透近六成,新浪
4162,2021-10-15,宁德时代与美国车企ELMS达成合作，为其供应磷酸铁锂电池,新京报
4163,2021-10-15,北向资金净买入26.93亿元 宁德时代净买入10.25亿元,新浪
4164,2021-10-15,出海日报丨前三季度我国外贸进出口总值28.33万亿元；Counterpoint 下调2021 H2 智能手机出货量预测,36氪
4165,2021-10-15,北向资金恢复交易后首日净买入近27亿，再度大手笔加仓新能源股,Wind
4166,2021-10-15,当升科技：公司已组织专门的研发团队开展钠离子电池等新型电池体系关键材料的研发,Wind
4167,2021-10-15,与美电动汽车制造商达成供应协议 宁德时代盘中大涨近9%逼近历史高点,证券时报
4168,2021-10-15,秦洪看盘｜老调重弹，渐有新意,澎湃新闻
4169,2021-10-15,“同归于尽”自曝违规，刚刚“认怂”！互联网大佬宣布辞职,Wind
4170,2021-10-15,宁德时代大涨超6%，芯片半导体大涨！通策医疗两日市值蒸发近200亿,中国基金报
4171,2021-10-15,“宁王”YYDS！这些股被重锤，什么情况？,证券之星
4172,2021-10-15,快讯丨与美国商用电动汽车制造商ELMS达成电池供应协议 宁德时代股价一度涨超8%,每日经济新闻
4173,2021-10-15,A股资金流向（10月15日）：“锂光芯”全线上扬，医疗龙头闪崩频现,Wind
4174,2021-10-15,黄奇帆重磅发言：今后15年中国5个新的战略路径变化,Wind
4175,2021-10-15,新材料商德邦科技拟赴科创板：大基金加持 供货比亚迪、宁德时代等大客户,财联社
4176,2021-10-15,10月15日杉杉股份涨停分析：锂电池，宁德时代概念股，光伏概念热股,证券之星
4177,2021-10-15,10月15日和胜股份涨停分析：有色 · 铝，锂电池，宁德时代概念股概念热股,证券之星
4178,2021-10-15,A股收盘综述：煤炭股再度爆发因动力煤和双焦续创新高，半导体、锂电池齐头并进,Wind
4179,2021-10-15,宁德时代强势拉升，一度逼近历史高点，成交超100亿元,证券时报网
4180,2021-10-15,天华超净(300390)：资源产能双重加码 量价齐升业绩高增,新浪
4181,2021-10-15,与美上市车企签供应协议，宁德时代一度大涨9%，成交额破百亿,第一财经
4182,2021-10-15,和胜股份三季度业绩环比大增132%，成为比亚迪、宁德时代供应商,阿尔法工场
4183,2021-10-15,与宁德时代合作引关注 湖北宜化(000422.CN)近5个交易日累计涨超23%,财华社
4184,2021-10-15,宁德时代成交额突破100亿元,第一财经
4185,2021-10-15,宁德时代午后涨超7% 成交额突破100亿元,e公司
4186,2021-10-15,快讯：宁德时代涨超7% 成交额超100亿元,新浪
4187,2021-10-15,高能反转！业绩大亏难挡“猪茅”走强；“宁王”涨近9%直逼历史高位；千亿“牙茅”惨遭两连跌 亏损,Wind
4188,2021-10-15,宁德时代与ELMS签署协议，将为后者供应磷酸铁锂电池,36氪
4189,2021-10-15,宁德时代午后成交额突破100亿元，为近1个月来首次,Wind
4190,2021-10-15,宁德时代与ELMS签署协议，将为后者供应磷酸铁锂电池,Wind
4191,2021-10-15,2021年9月国内新能源车销量点评：产销再创新高 上调全年销量预期至320万辆+,新浪
4192,2021-10-15,锂电、芯片股卷土重来！宁德时代大涨，创业板持续反弹,上证报
4193,2021-10-15,万亿“宁王”归来，一度涨超7%！千亿市场彻底火了,Wind
4194,2021-10-15,蜂拥进场！调整结束了？这些板块刚刚被基金买了9亿！头号重仓股今日应声大涨,每日经济新闻
4195,2021-10-15,本田2030年后只投放新能源车，只怕9年太过漫长,观察者网
4196,2021-10-15,半导体爆发：最牛7个一字涨停！各种“茅”却崩了,Wind
4197,2021-10-15,“宁王”YYDS！盘中大涨近9%逼近历史高点；超1000家公司公布三季报业绩预告，这些股被重锤，啥情况？,证券时报
4198,2021-10-15,刺激！半导体突然爆发：最牛7个一字涨停！宁德时代狂飙8%！千亿白马又跌停，预增11倍大牛股竟然跌停，航运茅蒸发千亿，发生了什么？,中国基金报
4199,2021-10-15,创业板指大涨，“电池茅”狂飙！“牙茅”再度跌停,中证报
4200,2021-10-15,与美国商用电动汽车制造商签署电池供应协议？宁德时代：以公告为准,北京商报
