,2021-12-30,恒逸石化大宗交易成交2106.00万元,证券时报网
784,2020-09-18,"疫情之下的涤纶长丝""2020上半场"" 前三企业已占近半壁江山",凤凰网
785,2020-09-18,恒逸石化文莱二期项目正式官宣拟投资逾136亿美元,国际金融报
786,2020-09-17,"恒逸石化现1笔大宗交易 共成交1,470.87万元",新浪
787,2020-09-17,恒逸又有大动作！投资924亿出海赴文莱投建石化大项目,第一纺织网
788,2020-09-17,26股获券商买入评级，雅克科技目标涨幅达83.90%,Wind
789,2020-09-17,【晨观方正】房地产8月统计局数据点评/特斯拉产业链强者恒强/比亚迪/卫星石化/恒逸石化20200917,方正证券
790,2020-09-17,中信证券股份有限公司关于恒逸石化股份有限公司公司债券重大事项受托管理事务临时报告,证券时报
791,2020-09-17,信达能源开采左前明团队 | 立足产业、深度研究！,黑金新视野
792,2020-09-16,【方正化工】恒逸石化事件点评：拟建文莱炼化二期，化工品占比进一步提升,靠谱化工股
793,2020-09-16,恒逸石化(000703)：拟建设文莱二期项目 进一步打开成长空间,新浪
794,2020-09-16,中国在文莱最大投资项目拟投建二期工程,新华网
795,2020-09-16,恒逸石化(000703)：文莱炼化二期项目规划公布 一体化优势继续加强,新浪
796,2020-09-15,晚间重要公告2020年9月15日星期二,Wind
797,2020-09-15,恒逸石化股份：董事，监事，总裁发生变动 董监高成员变化,Wind
798,2020-09-15,恒逸石化(000703.SZ)：拟聘任邱奕博为公司总裁、毛应为财务总监,格隆汇
799,2020-09-15,恒逸石化(000703.SZ)：子公司拟136.54亿美元投建文莱炼化二期项目,格隆汇
800,2020-09-15,恒逸石化：子公司拟逾136亿美元投建文莱炼化二期项目,Wind
801,2020-09-15,"恒逸石化现1笔大宗交易 共成交9,408.00万元",新浪
802,2020-09-14,【方正化工】化工周报：万华化学BC装置复产，恒逸石化拟建文莱炼化二期,靠谱化工股
803,2020-09-14,石油化工-“炼化-化纤”产业链周报：油价大跌9% 美国十多年来首次新增PP产能,新浪
804,2020-09-14,"恒逸石化现1笔大宗交易 共成交12,222.00万元",新浪
805,2020-09-14,石油化工行业周报：炼厂开工率降低影响原油需求 海外石化供给受损、国内需求向好,新浪
806,2020-09-14,中小盘增发并购双周报：市场回调 但新政以来定增胜率依旧超95%,新浪
807,2020-09-08,石油加工行业每周炼化：织机开工率回升！,新浪
808,2020-09-07,化工行业周报：看好优质赛道成长标的 关注维生素及周期白马龙头,新浪
809,2020-09-04,行业解读之石油化工,华安证券订阅号
810,2020-09-02,中报出炉 萧企A股上市公司营收1600亿,新华网
811,2020-09-02,恒逸石化(000703)：业绩环比持续增长，产业链均衡一体,财富动力网
812,2020-09-02,恒逸石化(000703)半年报点评报告：文莱项目平稳推进 助力公司业绩持续增长,新浪
813,2020-09-02,恒逸石化(000703)2020中报：聚酯主业好于预期 文莱炼化贡献增量,新浪
814,2020-09-01,每周炼化：坯布小幅去库存？,新浪
815,2020-09-01,全产业链优势凸显 多家民营石化上市公司业绩爆发,上证报
816,2020-08-31,恒逸石化(000703)：文莱项目带动业绩增长 回购股份彰显发展信心,新浪
817,2020-08-31,石油化工行业周报：渐行渐近的石化周期 飓风影响美国炼化产能或致短期供给紧张,新浪
818,2020-08-31,A股收盘综述：上证指数8月涨2.59%月线5连阳，白酒指数连续4月涨超10%,Wind
819,2020-08-31,恒逸石化(000703)：经营有望持续改善 回购计划彰显信心,新浪
820,2020-08-31,基础化工行业周报：油价上涨 聚合MDI、液氯、PVC糊树脂、纯碱、DMF等产品价格上升,新浪
821,2020-08-31,股王茅台冲破1800元！A股全面开花挑战新高,中国基金报
822,2020-08-31,快讯：恒逸石化涨停 报于12.71元,金融界
823,2020-08-31,恒逸石化上半年净利润大增49% 三季报预增36%-54%,上证报
824,2020-08-31,A股午盘综述：上证指数半日升0.8%，贵州茅台股价突破1800元创新高,Wind
825,2020-08-31,恒逸石化封住涨停提振石油化工板块，齐翔腾达、恒力石化、中油工程均大涨,Wind
826,2020-08-31,恒逸石化(000703)：上半年净利润同比增长49%,证券日报
827,2020-08-31,恒逸石化(000703)2020年半年报点评报告：长丝毛利率提升、文莱项目投产 净利增49%,新浪
828,2020-08-31,受疫情影响，恒逸石化2020年上半年营收同比减少5.55% 盈利能力下降,资本邦
829,2020-08-31,A股早报2020年8月31日星期一,Wind
830,2020-08-31,恒逸石化(000703)：2Q20业绩符合预期；聚酯龙头逆周期稳增长 文莱炼厂渐入佳境,新浪
831,2020-08-30,犀牛财经早报：可口可乐将全球裁员 龙江航空将被拍卖,GPLP犀牛财经
832,2020-08-29,上市公司正负面新闻2020年8月29日星期六,Wind
833,2020-08-29,恒逸石化(000703.SZ)：子公司拟33.5亿元投建年产56.6万吨新型功能性纤维项目,格隆汇
834,2020-08-29,恒逸石化(000703.SZ)：子公司拟25.65亿元投建年产50万吨新型功能性纤维技术改造项目,格隆汇
835,2020-08-28,恒逸石化中报业绩大增 5-10亿回购股份彰显信心,全景网
836,2020-08-28,恒逸石化(000703.SZ)：拟回购5亿元-10亿元公司股份 回购价不超15元/股,格隆汇
837,2020-08-28,【华安化工】恒逸石化：文莱项目投产带动业绩增长，股份回购彰显信心,化工阿尔法
838,2020-08-28,恒逸石化：拟回购股份,Wind
839,2020-08-28,恒逸石化：前三季度预计净利润同比增长35.52%~53.59%,Wind
840,2020-08-28,恒逸石化：拟5亿元至10亿元回购股份,e公司
841,2020-08-28,恒逸石化(000703.SZ)：上半年净利升48.99%至19.02亿元,格隆汇
842,2020-08-28,恒逸石化：拟以5亿元-10亿元回购公司股份,格隆汇
843,2020-08-28,恒逸石化：上半年净利润同比增长48.99%,Wind
844,2020-08-28,恒逸石化2020中报点评：文莱项目抗风险能力强，回购彰显对未来发展的信心,靠谱化工股
845,2020-08-28,融资客青睐10股，新华传媒买入占比高达40.31%,Wind
846,2020-08-28,【方正化工】化工周报：万华 MDI 挂牌价持续上调，万华玲珑等公司上价值榜,靠谱化工股
847,2020-08-25,【重磅|深度，开源煤炭&石化】桐昆股份：长丝龙头受益需求复苏，参股浙石化布局一体化,能源观察站
848,2020-08-24,石油化工／基础化工行业周报(第三十四周),新浪
849,2020-08-23,基础化工行业周报：核心布油价格下跌 丙酮、维生素、TDI、纯MDI、ABS等产品价格上涨,新浪
850,2020-08-21,"恒逸石化现1笔大宗交易 共成交1,006.48万元",新浪
851,2020-08-21,A股早报2020年8月21日星期五,Wind
852,2020-08-19,能源行业日报：中海油发半年报 资本支出维持较高水平,新浪
853,2020-08-19,A股午盘综述：上证指数午盘下滑0.3%，疫苗板块跌6%,Wind
854,2020-08-19,石油化工板块连续拉升，荣盛石化涨近6%、恒逸石化涨3%,Wind
855,2020-08-12,中国短期融资券及中期票据信用分析周报,新浪
856,2020-08-12,深度*行业*化工行业2020半年报前瞻：产品价格重心整体下移 公司业绩承压 盈利能力下降,新浪
857,2020-08-10,石油加工行业每周炼化：聚酯市场“至暗时刻”已过？,新浪
858,2020-08-10,石油石化行业周报：国际原油价格上涨 PTA-PX价差扩大,新浪
859,2020-08-10,石油化工/基础化工行业周报(第三十二周),新浪
860,2020-08-09,化工行业研究：看好化工高成长公司迎来戴维斯双击 关注维生素独立行情,新浪
861,2020-08-08,【方正化工】化工周报：万华MDI挂牌价大幅上调，玲珑再登亚洲品牌500强榜单,靠谱化工股
862,2020-08-08,石油化工行业点评：民营大炼化中报业绩向好 持续扩张打开成长空间,新浪
863,2020-08-06,A股早报2020年8月6日星期四,Wind
864,2020-08-05,石油天然气行业：炼化板块投资热度快速升温；建议关注滞涨标的补涨机会,新浪
865,2020-08-05,透视大宗交易：8月5日共成交71笔，恒逸石化、卫宁健康成交额居前,每日经济新闻
866,2020-08-05,"恒逸石化现5笔大宗交易 共成交18,920.00万元",新浪
867,2020-08-03,石油化工／基础化工行业周报(第三十一周),新浪
868,2020-07-30,化学纤维行业深度：行业格局持续优化 涤纶长丝需求有望回暖,新浪
869,2020-07-30,2020财富中国500强揭晓，纺织服装19家上榜,财富中文网
870,2020-07-28,基础化工：油价上涨 丁二烯、MDI-50、R125、环氧树脂、软泡聚醚等产品价格上涨,新浪
871,2020-07-28,每周炼化：FDY产销局部放量！,新浪
872,2020-07-27,"恒逸石化现1笔大宗交易 共成交1,906.54万元",新浪
873,2020-07-27,新三板精选层过半破发！最新基金抱团股请及时收藏,证券时报网
874,2020-07-27,A股早报2020年7月27日星期一,Wind
875,2020-07-25,【方正化工】化工周报：涤纶长丝、PTA价格上涨，化工龙头迎来布局良机,靠谱化工股
876,2020-07-24,恒逸石化发生大宗交易成交溢价率4.66%,证券时报网
877,2020-07-24,27股大宗交易超千万元 恒逸石化交易额最高,证券时报网
878,2020-07-24,恒逸石化：控股股东及附属企业之部分员工信托计划完成股票出售并终止，卖出0.46%股份,Wind
879,2020-07-24,"恒逸石化现1笔大宗交易 共成交60,799.13万元",新浪
880,2020-07-24,恒逸石化(000703.SZ)：公司控股股东及附属企业之部分员工信托计划完成股票出售并终止,格隆汇
881,2020-07-24,石油化工行业点评报告：石油石化配置续创历史新低 关注龙头及偏成长相关标的,新浪
882,2020-07-23,基础化工行业周报：PPI从环比转正趋向同比转正 加配化工正当时,光大证券
883,2020-07-23,融资客青睐12股，湖北能源买入占比高达44.13%,Wind
884,2020-07-23,银行系调研路径揭晓：医药、科技、消费和可转债,上证报
885,2020-07-22,石油化工板块涨幅超过3%，荣盛石化再创新高,Wind
886,2020-07-22,61股获券商买入评级 全筑股份目标涨幅达90%,Wind
887,2020-07-20,恒逸石化(000703)深度研究报告：传统业务以量补价 炼厂提供业绩弹性,新浪
888,2020-07-20,石油石化行业周报：三大机构发布原油市场月报 全球原油需求降幅缩窄,新浪
889,2020-07-20,“炼化-化纤”产业链周报：荣盛石化中报利润预增196%-221%,新浪
890,2020-07-20,石油化工行业北向资金周报,新浪
891,2020-07-20,同比增长196%-221%！荣盛石化半年度净利润爆发式增长！,纺织网
892,2020-07-17,荣盛石化(002493)：中报同比增长196-221% 上调盈利预测及目标价,新浪
893,2020-07-15,2020年石化半年度策略报告：需求持续改善、政策助力发展,新浪
894,2020-07-14,今年翻倍可转债频现，一图速览39只打新名单,Wind
895,2020-07-13,每周炼化：部分涤丝工厂减产降负！,新浪
896,2020-07-10,股海导航 7月10日沪深股市公告提示,新浪
897,2020-07-10,上市公司正负面新闻2020年7月10日星期五,Wind
898,2020-07-09,晚间重要公告2020年7月9日星期四,Wind
899,2020-07-09,恒逸石化：拟5.08亿元收购“广西恒逸新材料”100%股权,Wind
900,2020-07-09,恒逸石化(000703.SZ)：拟5.08亿元收购广西恒逸新材料100%股权,格隆汇
901,2020-07-07,"恒逸石化现1笔大宗交易 共成交2,234.52万元",新浪
902,2020-07-07,恒逸石化今日大宗交易成交223.90万股，成交价9.98元溢价0.0%,Wind
903,2020-07-07,化工行业：民营大炼化-景气底部彰显价值本色,广发证券
904,2020-07-06,基础化工行业周报：关注低估值及较高成长性的二线蓝筹,光大证券
905,2020-07-05,石化行业周报：油价及政策推动石化行业发展,新浪
906,2020-07-04,石油化工行业周报：库存降幅创半年新高 油价维持40美元以上高位,新浪
907,2020-07-03,恒逸石化(000703.SZ)：第二期员工持股计划所持5061.833万股已出售完毕,格隆汇
908,2020-07-02,能源行业日报：美国上周API原油库存减少820万桶,新浪
909,2020-07-02,化工2020年度中期投资策略：至暗时刻已过 聚焦C3&C2、民营炼化及油服-长江石化,新浪
910,2020-07-02,桐昆股份(601233)深度研究报告：周期成长股 长丝龙头价值凸显,新浪
911,2020-06-29,石油石化行业周报：国际原油价格小幅下跌 涤丝和PTA价差缩窄,新浪
912,2020-06-24,恒逸石化(000703.SZ)：控股股东质押展期1.25亿股,格隆汇
913,2020-06-24,石油化工行业“炼化-化纤”产业链周报：2020年全球每日石油需求将创纪录减少810万桶,新浪
914,2020-06-23,每周炼化：涤纶长丝产销低迷？,新浪
915,2020-06-23,石油化工行业研究周报：己内酰胺价格恢复 进入新产能扩张期,新浪
916,2020-06-22,化工周报：国瓷定增引入高瓴 饲料禁抗令7月实施,新浪
917,2020-06-22,化工行业周报：看好民营加油站龙头崛起 继续推荐新材料及精细化工细分龙头,新浪
918,2020-06-19,下周220亿市值限售股解禁，环比增加11.58% 解禁,Wind
919,2020-06-18,恒逸石化：1526.07万股6月24日上市流通,Wind
920,2020-06-18,恒逸石化(000703.SZ)：1526.07万股限制性股票6月24日解禁 解禁,格隆汇
921,2020-06-17,石油加工行业周报：纺服迎来传统淡季！,新浪
922,2020-06-16,民营大炼化方兴未艾 未来将迎业绩释放期-石化行业2020年中期投资策略,新浪
