,2021-12-31,北京成为数字经济领头羊的最新经验,财经杂志
1242,2021-06-26,【兴证非银 孙寅/徐一洲】非银周报（21.06.21-21.06.27）：市场回暖背景下关注非银板块贝塔行情,兴证金融
1243,2021-06-26,中信建投研究一周个股精选,中信建投证券研究
1244,2021-06-26,【中信建投非银】迈入新周期，短期业绩压力加速价值壁垒的建立——21年中期投资策略&保险行业深度,微信
1245,2021-06-26,下周1008亿市值限售股解禁，环比增加17.31% 解禁,Wind
1246,2021-06-25,聚焦并购重组 揭秘资产配置黄金法则 全景商学院-天弘基金上市公司高管培训活动成功举办,全景网
1247,2021-06-25,【港股通】中信建投证券(06066)成功兑付短期融资券 本息共计39.2亿元人民币,和讯
1248,2021-06-25,中信建投证券(06066)完成发行45亿元2021年度第九期短期融资券(债券通),智通财经
1249,2021-06-25,中信建投证券(06066.HK)完成发行2021年度第九期短期融资券(债券通),格隆汇
1250,2021-06-25,中信建投(601066.SH)完成发行45亿元短期融资券,智通财经
1251,2021-06-25,【异动股】中信建投证券(06066.HK)涨3.39%,财华社
1252,2021-06-25,光伏、新能源行业景气度持续向上，关注三条投资主线,中信建投固收家
1253,2021-06-25,中信建投：医美万亿空间+景气度高+渗透率低，把握长期价值,Wind
1254,2021-06-25,中信建投：首予绿城管理控股(09979)“买入”评级 目标价8.3港元,智通财经
1255,2021-06-25,越秀服务：全球发售3.697亿股，预计6月28日上市,Wind
1256,2021-06-25,越秀服务：全球发售3.697亿股，预计6月28日挂牌上市,Wind
1257,2021-06-25,中信建投医药&消费团队最新研究,中信建投证券研究
1258,2021-06-25,医美研究：美无止境，拥抱产品创新大时代,中信建投证券研究
1259,2021-06-24,券商债承监管导向定了：新办法规定价格战扣分，删除债承规模指标，鼓励行业“做强”而非“做大”，ABC三类评级来了,财联社
1260,2021-06-24,海底捞4个月市值缩水近2600亿！张勇别了新加坡首富宝座,Wind
1261,2021-06-24,中信建投：约1.10亿股限售股6月28日解禁 占公司总股本的1.42% 解禁,发布易
1262,2021-06-24,券商股集体反弹 机构：板块估值与其业绩存在明显错配丨牛熊眼,第一财经
1263,2021-06-24,券业一哥欲设资管子公司，未来还要发力公募，影响有多大,Wind
1264,2021-06-24,券商股持续脉冲，中银证券率先封板,Wind
1265,2021-06-24,iPhone13新功能上热搜！A股嗨了，苹果产业链引爆涨停潮,Wind
1266,2021-06-24,生物制药产业链系列报告之耗材篇：工欲善其事，必先利其器,中信建投证券研究
1267,2021-06-24,2021下半年投资策略展望｜中信建投晨会&好声音,中信建投证券研究
1268,2021-06-24,中信建投2021下半年社服商贸零售投资策略：高景气需求带动供给增效，疫情后把握长期价值,中信建投证券研究
1269,2021-06-24,中信建投2021下半年电子投资策略：多行业增量需求共振，半导体高景气持续，国产化进程加速,中信建投证券研究
1270,2021-06-23,粤开证券150亿定增悬了还是妥了？屡见券商缩水定增 控股股东愿意护航吗,财联社
1271,2021-06-23,【银华基金】交易日报 2021-6-23,新浪
1272,2021-06-23,中信建投(601066.SH)：约1.1亿股限售股将于6月28日上市流通 解禁,格隆汇
1273,2021-06-23,中信建投：约1.10亿股限售股6月28日解禁，占比1.39% 解禁,每日经济新闻
1274,2021-06-23,中信建投(601066.SH)：1.1亿股A股限售股将于6月28日起上市流通 解禁,智通财经
1275,2021-06-23,中信建投：占总股本1.42%限售股将上市流通 解禁,Wind
1276,2021-06-23,新一代iPhone传出大消息，产业链股票激动,Wind
1277,2021-06-23,券商海外业务排座次：海通与中金连续四年收入占比霸榜，中信建投增速最快，券业大举发力“走出去”,财联社
1278,2021-06-23,券商2020年脱贫攻坚“成绩单”发布：8家券商公益性支出超3000万元,和讯
1279,2021-06-23,屡见券商定增大幅缩水，究竟是谁拒绝“买单”？都有一个重要原因：主要股东均未参与,财联社
1280,2021-06-23,券商股异动攀升，中银证券冲击涨停,Wind
1281,2021-06-23,中环股份(002129)：激励方案落地彰显信心，大尺寸硅片龙头蓄势待发,中信建投证券研究
1282,2021-06-23,成交额连续3个交易日超万亿,Wind
1283,2021-06-22,中信建投重夺“投行一哥”宝座，去年狂揽近58亿元,中证报
1284,2021-06-22,“疯狂”的芯片：只问交期不问价格,Wind
1285,2021-06-22,“投行一哥”易主，时隔一年中信建投再登顶，TOP10券商占据50%投行市场份额，两黑马当属国金与民生,财联社
1286,2021-06-22,券业江湖2020龙虎榜来了！营收最高是这3家,Wind
1287,2021-06-22,中信建投(06066.HK)完成发行人民币35亿元的次级债券,财华社
1288,2021-06-22,深度｜申昊科技(300853)：立足工业大健康，拓展轨交蓝海市场,中信建投证券研究
1289,2021-06-22,国内REITs来日方长，价格长期走势或受这一重要因素左右,Wind
1290,2021-06-21,中信建投证券股权资本市场部待发行项目一览,中信建投证券资本市场部
1291,2021-06-21,中信建投“解禁大考”过关？分析称解禁影响应综合考量 解禁,第一财经
1292,2021-06-21,中信建投证券(06066.HK)发行35亿元次级债券,格隆汇
1293,2021-06-21,中信建投证券：21信投C7实际发行规模10亿元，21信投C8实际发行规模25亿元,Wind
1294,2021-06-21,券业江湖2020龙虎榜：龙头公司地位不改 ，特色券商单一指标弯道超车,21世纪经济报道
1295,2021-06-21,700亿限售解禁洪峰来袭，两因素保中信建投平稳“度汛” 解禁,21世纪经济报道
1296,2021-06-21,中信建投等领涨券商股，又一只打破解禁“魔咒”券商股回稳？,贝壳财经
1297,2021-06-21,军工股掀涨停潮，背后三条逻辑线很重要,Wind
1298,2021-06-21,指数冲高回落创业板指涨0.24% 白酒板块领跌,网易
1299,2021-06-21,科技股行情能走多远？关键因素是要出“爆款”,Wind
1300,2021-06-21,创业板指涨0.30% 鸿蒙概念股走高,网易
1301,2021-06-21,【行情】券商股开盘拉升，红塔证券一度触板，财达证券、中信建投、国盛金控、中金公司跟涨,金十数据
1302,2021-06-21,早评：沪指跌0.27% 钢铁板块高开,网易
1303,2021-06-21,A股早报2021年6月21日星期一,Wind
1304,2021-06-21,十大券商：把握科技大牛市！市场做多毫不犹豫,Wind
1305,2021-06-21,今周千亿 解禁洪流来袭 解禁,财富动力网
1306,2021-06-21,陆家嘴财经早餐2021年6月21日星期一,Wind
1307,2021-06-21,逐鹿基金投顾业务 机构各显神通差异化竞争,中国基金报
1308,2021-06-20,【华创非银】非银金融周观察：业务排名披露，头部券商各显优势,华创非银
1309,2021-06-20,破解“基金赚钱，基民不赚钱”！基金这类业务火了,中国基金报
1310,2021-06-20,A股周一见 | 本周大盘跌2% 芯片疯涨科技股才是真牛？,第一财经
1311,2021-06-20,下周操盘攻略：没必要猜测流动性预期，人为制造波动,Wind
1312,2021-06-20,谁在闷声发大财？一文看懂券商成绩单,腾讯网
1313,2021-06-20,千亿解禁洪流来袭：这只头部券商股迎700亿巨量解禁排雷名单请拿好 解禁,财联社
1314,2021-06-20,2100亿头部券商流通盘巨增逾180%！还有这些个股压力山大,Wind
1315,2021-06-20,2020年券业经营业绩排名揭晓！102家券商谁加分项最多？,中国财富网
1316,2021-06-20,天量解禁来袭！2100亿头部券商流通盘巨增逾180%！ 还有这些个股压力山大（附名单） 解禁,中证报
1317,2021-06-20,昔日私募冠军巨亏34%，被“胁迫”签下投资者补偿协议？千亿解禁洪流来袭，券商股超700亿市值将解禁 解禁,e公司
1318,2021-06-20,券商成绩单出炉，一文揭晓哪些业务最赚钱，哪家券商发展潜力大？,新京报
1319,2021-06-19,中证协发布去年证券公司社会责任履行情况统计,Wind
1320,2021-06-19,券业38项指标排名出炉，投资能力分化显著,Wind
1321,2021-06-19,券商38项指标排名：招商证券产品代销逆袭，银河证券经纪业务从第3掉至第6，华西证券机构业务上升最快(名单),券商中国
1322,2021-06-18,近3年最高水平，中证协官宣2020年券业业绩！中信夺得4大关键指标冠军；华泰最舍得投入信息系统；东方资管业务占先,每日经济新闻
1323,2021-06-18,102家券商38项实力排名出炉：多个加分指标水落石出，代理金融产品收入、IT投入占比等“新锐”指标争夺激烈,财联社
1324,2021-06-18,券商去年38项经营指标排名出炉：中金公司财务杠杆倍数最高,澎湃新闻
1325,2021-06-18,中信建投23.86亿股限售股将上市流通 解禁,证券之星
1326,2021-06-18,公募清盘潮调查：数量大增152%，主动清盘增多,Wind
1327,2021-06-18,齐鲁银行首日换手3% IPO募24.55亿中信建投赚0.2亿,中国经济网
1328,2021-06-18,港股异动 | 药明生物(02269)午后涨超8%创历史新高 中信建投预计今年纯利可达25.59亿元,智通财经
1329,2021-06-18,券商股午后发力，财达证券涨停,Wind
1330,2021-06-18,【行情】证券板块短线拉升，财达证券涨近7%，中金公司、中信建投、湘财股份、太平洋等跟涨,金十数据
1331,2021-06-18,中信建投：公司并无被暂停主营业务六个月的情形,Wind
1332,2021-06-18,中信建投：公司与中信集团已按时续签商标使用许可合同,Wind
1333,2021-06-18,中信建投：不排除未来择机并购其他券商的可能,Wind
1334,2021-06-18,经典“旱地拔葱”式上涨！中远海控一年涨10倍,证券时报
1335,2021-06-18,中信建投大涨,新浪
1336,2021-06-18,券商股悄然摸高，中金公司大涨6%,Wind
1337,2021-06-18,中信建投：公司与中信集团已按时续签商标使用许可合同，目前处于合同有效期内,每日经济新闻
1338,2021-06-18,中信建投：目前并无关于并购其他券商的具体计划,每日经济新闻
1339,2021-06-18,长亮科技中标中信建投证券数据治理项目,中证网
1340,2021-06-18,科技题材发威，杠杆资金猛加仓，看低估值超跌股名单,Wind
1341,2021-06-18,中信建投：隐形正畸国产龙头，时代天使(06699)未来可期,智通财经
1342,2021-06-18,【中原非银】2021年中期投资策略：稳中求进，整装再发,中原证券研究所
1343,2021-06-18,景嘉微深度研究 | 中信建投军工,中信建投证券研究
1344,2021-06-18,基金经理：半导体行业将延续高景气度,Wind
1345,2021-06-18,公募“清盘潮”调查：清盘数量大增152%，小微基金举步维艰 基金清算,Wind
1346,2021-06-17,中信建投证券：确定21信投C7票面利率为3.3%，21信投C8票面利率为3.75%,Wind
1347,2021-06-17,经典“旱地拔葱”式上涨！3000亿海运巨头一年涨10倍，全球海运公司都很嗨！机构这样看后市,证券时报
1348,2021-06-17,券商APP 5月活跃度排行出炉：华泰、国泰君安和平安月活人数位居三强，日活人数TOP20中8家券商下降超10%！,每日经济新闻
1349,2021-06-17,突然沸腾，科创板大涨5%，“诺安大涨8%”上热搜,Wind
1350,2021-06-17,股价8天翻倍！地天板后又涨停，鸿蒙龙头推手浮现,Wind
1351,2021-06-17,中信建投退出，周金辉“回收”中赫置地,乐居财经
1352,2021-06-17,【中信建投 宏观】经济延续向好，复苏更加均衡——5月经济数据点评,文涛宏观债券研究
1353,2021-06-17,中信建投盘中快速下跌,新浪
1354,2021-06-17,中信建投大周期团队最新研究,中信建投证券研究
1355,2021-06-17,关注低估值成长标的 | 晨会0617,中信建投证券研究
1356,2021-06-17,“科技成长”成券商中期策略关键词,Wind
1357,2021-06-16,中信建投证券(06066)拟发行不超过80亿元次级债券,智通财经
1358,2021-06-16,深化协同融合 中信银行在下一盘大棋,经济观察报
1359,2021-06-16,水发燃气(603318.SH)：派思投资近期被动减持合计150万股,格隆汇
1360,2021-06-16,中国债券市场金融债发行日程一览(6月16日),Wind
1361,2021-06-16,龙头三个月股价翻倍，多股创新高！这个板块集体爆发,Wind
1362,2021-06-16,券商勾勒A股下半年掘金图谱：核心资产抱团、周期板块行情之后哪些主线将接力？,经济观察报
1363,2021-06-16,今日，南京证券迎来12.38亿股首发限售股解禁，对应解禁市值超过100亿元。 解禁,上证报
