,2021-12-31,无人机送餐，飞越几座大山？,36氪
1421,2021-07-21,物流Ⅱ行业：美国快运行业百年沉浮录：并购整合是常态 成本效率优势成就行业龙头,广发证券
1422,2021-07-21,景顺长城杨锐文二季报公开，6300字细讲投资方向，“未来更多机会来自95%非抱团股，赚钱难度加大”,财联社
1423,2021-07-21,重仓股大“换血”！顶流基金经理最新布局思路曝光,Wind
1424,2021-07-21,即时配送赛道鏖战犹酣：顺丰同城赴港IPO “烧钱”仍难突围,新浪
1425,2021-07-21,51股获券商买入评级，冀东水泥目标涨幅达102.95%,Wind
1426,2021-07-21,安信研究|晨会在线20210721,安信证券研究
1427,2021-07-20,基金二季报纷纷出炉 经理“品酒”逻辑差异大,每日经济新闻
1428,2021-07-20,A 股快递公司 2021 上半年业绩：顺丰业务量超申通 政策管制加速价格战拐点到来,ZAKER
1429,2021-07-20,快递行业6月份数据点评：行业单价回升 继续推荐韵达,西南证券
1430,2021-07-20,2021年6月快递行业数据点评：电商旺季业务量增速回升 价格战维持缓和态势,新浪
1431,2021-07-20,顺丰控股(002352)：三重低点叠加 长期基因并未变化,新浪
1432,2021-07-20,A股快递公司6月成绩出炉：除申通外单票收入均下滑 盈利能力下降,搜狐
1433,2021-07-20,东方证券：维持顺丰控股(002352.SZ)“买入”评级 目标价73.25元,智通财经
1434,2021-07-20,跨过“25亿元天花板”的安能物流，跑偏了吗？,36氪
1435,2021-07-20,顺丰控股：6月营收163.09亿元，速运业务单票收入15.91元,IT之家
1436,2021-07-20,交通运输行业快递公司2021年6月经营数据点评：韵达量涨价跌 整体价格下跌趋势稳住,新浪
1437,2021-07-20,顺丰控股“不顺”王卫的“天花板”突破战,网易
1438,2021-07-20,6月快递数据点评：单价环比稳中有升，看好下半年龙头业绩改善【安信交运明兴团队】,明兴交运研究
1439,2021-07-20,快递行业单价触底反弹！监管趋紧价格战按下“暂停键”行业拐点来了吗,财联社
1440,2021-07-20,刘格菘仓位仍超90%、萧楠大幅增持银行股,Wind
1441,2021-07-20,上市公司正负面新闻2021年7月20日星期二,Wind
1442,2021-07-20,同城实业背靠顺丰拼杀即时配送赛道 亏损下艰难争抢“千亿蛋糕” 亏损,投资者网
1443,2021-07-20,顺丰控股6月份营收超163亿,全景网
1444,2021-07-20,“烫手”的易碎品 酒水快递保价为何形同虚设,北京商报
1445,2021-07-19,【华创交运】快递行业6月数据点评：行业业务量同比增长30%，龙头公司单票收入普遍环比增长，顺丰业务量连续两个月增速最快,华创交运与供应链研究
1446,2021-07-19,华夏基金罗皓亮最新持仓，重仓顺丰控股（华夏蓝筹核心混合型基金）,证券之星
1447,2021-07-19,7月20日上市公司重要公告集锦：华夏幸福累计未偿还债务本息合计732.2亿元 违约失信,证券日报之声
1448,2021-07-19,重仓持股高度重合背后，老牌“银行系”公募交银施罗德难掩没落！,环球老虎财经
1449,2021-07-19,晚间重要公告2021年7月19日星期一,Wind
1450,2021-07-19,6000元白酒破损只赔1000元 快递保价等同虚设,北京商报
1451,2021-07-19,顺丰控股：6月业务量达到9.51亿票，同比增长38.03%,投资家
1452,2021-07-19,顶流基金经理最新重仓股大曝光，狂买这些股！,Wind
1453,2021-07-19,顺丰控股：6月营收突破163亿元 单票收入环比提升,金融界
1454,2021-07-19,生鲜季+电商节 顺丰6月业务量增近4成 多式联运助力消费升级,金融界
1455,2021-07-19,顺丰控股：6月供应链业务营收同比大增111.23%,中证网
1456,2021-07-19,顺丰控股(002352.SZ)：泰森控股获接受注册30亿元超短期融资券,格隆汇
1457,2021-07-19,顺丰控股：6月速运物流业务营业收入同比增长22.71%,e公司
1458,2021-07-19,顺丰控股：6月速运物流业务实现营业收入151.24亿元,Wind
1459,2021-07-19,顺丰控股：6月速运物流业务营收151亿元同比增长23%,财联社
1460,2021-07-19,顺丰控股：6月速运物流业务营收151.24亿元，同比增长22.71%,金十数据
1461,2021-07-19,“数据会说话”之2021年6月数据解读：6月社零数据略好于预期 必需品消费改善但通胀高增仍持续抑制可选商品消费,新浪
1462,2021-07-19,顺丰亏损！半年报业绩下滑8成，年内股价腰斩，市值蒸发超2700亿元 亏损,凤凰网
1463,2021-07-19,交通运输行业周报：全球航班恢复五成 顺丰Q2预计扭亏,新浪
1464,2021-07-18,市值蒸发超2600亿，二季度扭亏，顺丰水逆期结束了？ 连续下跌,钛媒体
1465,2021-07-18,交通运输行业：京东物流调入港股通名单 长期看好综合物流龙头的配置价值,新浪
1466,2021-07-18,【东北交运|第29周周报】快递行业监管再出新规，疫情结束暑运旺季来临,老瞿研究
1467,2021-07-17,关联交易收入占比超五成 科捷智能实控人中途接盘上位的“隐秘往事”,新浪
1468,2021-07-17,北上资金调仓换股，抄底“最惨抱团股”,Wind
1469,2021-07-16,从大赚到首次亏损，业绩“变脸”的顺丰碰到天花板了？ 亏损,中国新闻周刊
1470,2021-07-16,北向资金再度净卖出超41亿，新能源产业链股遭大幅抛售,Wind
1471,2021-07-16,顺丰想“亏”出个未来,新浪
1472,2021-07-16,上半年利润同比下降八成，不断拓展新业务的顺丰路在何方？ 盈利能力下降,华夏时报
1473,2021-07-16,复盘：中国邮政的AB面,物流指闻
1474,2021-07-16,IPO热点！顺丰同城拆分上市 即时配送再添一员大将,前瞻研究院
1475,2021-07-16,顺丰同城赴港上市！“后来者”如何炼成第三方即时配送头号平台？,格隆汇
1476,2021-07-16,新股前瞻︱新消费时代来临 顺丰同城冲刺港股第三方即时配送平台第一股,智通财经
1477,2021-07-16,交通运输行业：产业互联网征途的开启 物流行业再迎上市潮,广发证券
1478,2021-07-15,无纸化冲击顺丰“压舱石”，邮寄发票需求要消失，“快递茅”半年股价腰斩,证券之星
1479,2021-07-15,无纸化冲击快递业，邮寄发票需求要消失？“快递茅”转型数据科技服务,时代财经
1480,2021-07-15,【窥业绩】顺丰半年报利润大幅下滑！申通预亏，快递行业的新机遇在哪里？ 预亏,财华社
1481,2021-07-15,顺丰同城赴港上市 一次资本的“急送”快递！,节点财经
1482,2021-07-15,顺丰同城谋求赴港IPO：三年累计亏损15.6亿元 骑手成本占比超85% 亏损,中国网
1483,2021-07-15,【机构强烈推荐7只票】两大机构强烈推荐顺丰控股：正处于市值修复的战略机遇期，看涨空间约38%,新浪
1484,2021-07-15,49股获买入评级最新:长安汽车,中财网
1485,2021-07-15,顺丰控股中报预告：上半年整体亏损，新业务释放利润或需时间 预亏,金融界
1486,2021-07-15,105股获券商买入评级 东鹏控股目标涨幅达79.92%,Wind
1487,2021-07-15,顺丰控股(002352)：扣非净利环比回升 业绩符合预期,西南证券
1488,2021-07-15,顺丰二季度扭亏半年净利仍预降超78% 单票成本有望打开进一步下行空间 盈利能力下降,长江商报
1489,2021-07-15,安信研究|晨会在线20210715,安信证券研究
1490,2021-07-15,顺丰控股第2季度扭亏 预计上半年盈利超6.4亿元,证券日报
1491,2021-07-14,群益证券：给予顺丰控股持有评级，目标价位71.0元,证券之星
1492,2021-07-14,业绩下滑八成不跌反涨 股价腰斩的顺丰控股拐点将现？ 盈利能力下降,21世纪经济报道
1493,2021-07-14,快递价格战还在持续！同行单票收入进入“2元时代”，顺丰半年报透露赚钱难,华夏时报
1494,2021-07-14,净利预降8成股价涨超8%顺丰控股“顺”了？ 盈利能力下降,财联社
1495,2021-07-14,顺丰业绩扭亏背后：二季度扣非净利同比降幅超71%，上半年扣非净亏损逾4亿,搜狐
1496,2021-07-14,顺丰控股中报业绩打翻身仗 净利预盈6.4亿元-8.3亿元,大众证券报
1497,2021-07-14,顺丰控股第二季度扭亏 预计上半年盈利超6.4亿元,证券日报网
1498,2021-07-14,王卫“变了” 顺丰的业绩拐点还在路上,21世纪经济报道
1499,2021-07-14,顺丰二季度扭亏为盈，王卫即将坐拥四家上市公司,36氪
1500,2021-07-14,顺丰，最坏时刻还没过去,格隆汇
1501,2021-07-14,为疫情助力，顺丰防控疫情不延误,中经导报
1502,2021-07-14,同比预降83% 顺丰控股上半年预计实现净利6.4亿至8.4亿 盈利能力下降,GPLP犀牛财经
1503,2021-07-14,顺丰控股少赚了30亿，净利润下降8成，券商仍“强烈推荐”“买入” 盈利能力下降,中国经济周刊
1504,2021-07-14,浙商证券：维持顺丰控股(002352.SZ)“增持”评级 Q2扣非净利环比改善 中长期价值空间广阔,智通财经
1505,2021-07-14,顺丰业绩半年双杀 盈利能力下降,极客网
1506,2021-07-14,安信证券：给予顺丰控股增持评级，目标价位80.81元,证券之星
1507,2021-07-14,西南证券维持顺丰控股买入评级：扣非净利环比回升，业绩符合预期,每日经济新闻
1508,2021-07-14,浙商证券维持顺丰控股增持评级，顺丰控股2021年半年度业绩预告点评：预计 21Q2 扣非净利 6.04-7.34 亿元，关注新兴多元业务增长,每日经济新闻
1509,2021-07-14,【华创交运*业绩点评】顺丰控股Q2单季度扣非净利预计6-7.3亿，环比Q1改善明显，趋势已确立,华创交运与供应链研究
1510,2021-07-14,顺丰二季度扭亏：毛利低致快递回血不足，时效件业务量回升,南都报
1511,2021-07-14,解盘：价值白马被抛弃，医美、血液制品、白酒、火电领涨,Wind
1512,2021-07-14,顺丰控股预计二季度扭亏是何原因？,Ofweek
1513,2021-07-14,顺丰控股上半年净利暴跌八成！邮储银行身陷违规深渊！ 盈利能力下降,搜狐
1514,2021-07-14,上半年扭亏为盈，顺丰加速新业务布局和数字化转型,第一财经
1515,2021-07-14,业绩翻盘 ，顺丰控股一度冲击涨停！,证券之星
1516,2021-07-14,顺丰控股 | 中报业绩预告点评：盈利能力逐步恢复，二季度业绩符合预期,微信
1517,2021-07-14,预计二季度业绩扭亏 顺丰控股一度涨近9%,格隆汇
1518,2021-07-14,【方正交运丨事件点评】顺丰控股：Q2扣非业绩环比增17亿，期待龙头行至收获期,许可交运参考
1519,2021-07-14,预计二季度业绩扭亏 顺丰控股涨逾7%,新浪
1520,2021-07-14,周期组联合会议：周期复兴：电话会议纪要,新浪
1521,2021-07-14,顺丰控股(002352)：Q2利润环比明显改善 中长期竞争优势显着,新浪
1522,2021-07-14,b站崩了！顺丰又爆雷？净利下降超80%,Wind
1523,2021-07-14,顺丰控股预计二季度扭亏，快递业的“价格战”日趋激烈？,资本邦
1524,2021-07-14,顺丰控股点评：业绩符合预期，静待拐点 【安信交运明兴团队】,明兴交运研究
1525,2021-07-14,顺丰控股(002352)：预计21Q2扣非净利6.04-7.34亿元 关注新兴多元业务增长,新浪
1526,2021-07-14,【中证盘前】顺丰控股二季度盈利逾16亿；市值2200亿科技巨头上半年净利增逾10倍；亿纬锂能成东风柳汽电池包供应商,中证报
1527,2021-07-14,盘前必读丨央行发声释放重磅信号，京东方A半年狂赚近130亿,第一财经
1528,2021-07-14,一季度业绩暴雷巨亏后 顺丰：上半年预盈6.4亿到8.3亿元,快科技
1529,2021-07-14,深夜突发，热搜第一：b站崩了！顺丰又爆雷？净利下降超80%，市值已蒸发3000亿,中国基金报
1530,2021-07-13,拆解扭转困局“顺丰式”基因：自我调校能力从何而来？,证券时报
1531,2021-07-13,公告精选丨亿纬锂能成为东风柳汽供应商，顺丰控股上半年业绩预减约八成,21世纪经济报道
1532,2021-07-13,顺丰控股上半年预盈6.4亿元至8.3亿元,上证报
1533,2021-07-13,顺丰二季度扭亏预计上半年净利缩水八成|财报见闻,证券之星
1534,2021-07-13,视频丨顺丰控股发布公告：预计上半年净利同比下降78%-83%,每日经济新闻
1535,2021-07-13,顺丰的强大的自我调校能力来自哪里？,金融界
1536,2021-07-13,强化成本管控 业绩修复 顺丰控股第二季度实现盈利,金融界
1537,2021-07-13,顺丰控股：上半年新业务增长强劲，618期间业务量增长超40%,投资家
1538,2021-07-13,顺丰控股：改善精细化管理 Q2业绩出现拐点,金融界
1539,2021-07-13,顺丰控股上半年净利润预降78%-83% 业绩环比好转,上证报
1540,2021-07-13,业绩翻盘 顺丰控股上半年净利润超6亿元,金融界
1541,2021-07-13,顺丰修复盈利能力 管理与赋能 顺丰坚定数字化转型大格局,经济观察网
1542,2021-07-13,顺丰半年度净利润预降83%，股价年内已经腰斩市值蒸发近3000亿元,AI财经社
1543,2021-07-13,晚间重要公告2021年7月13日星期二,Wind
1544,2021-07-13,顺丰控股：预计上半年盈利6.4亿元-8.3亿元，同比下降78%-83%,Bianews
1545,2021-07-13,顺丰控股：上半年净利同比预降78%-83%,中证网
1546,2021-07-13,顺丰控股上半年预盈超6亿元，同比下降78%-83%,中新经纬
1547,2021-07-13,顺丰控股：第二季度预计净利润为16.29亿元-18.19亿元,新浪
1548,2021-07-13,顺丰控股(002352.SZ)半年度净利润预降78%-83%,格隆汇
1549,2021-07-13,顺丰控股：预计上半年净利润同比下降78%-83% 盈利能力下降,Wind
1550,2021-07-13,顺丰航空开运新冠疫苗 航空货运机遇期加速“铺网”,华夏时报
1551,2021-07-13,【顺丰控股（002352.SZ）】前置资源投入初见收获，四网融合成效逐渐显现——2021年半年度业绩预告点评（程新星）,光大证券
1552,2021-07-12,交通运输行业周报：盐田港全面复产 上半年民航恢复良好,新浪
