,2021-12-31,中微公司(688012.SH)获得政府补助7337.32万元,智通财经
899,2021-04-22,半导体板块逆势拉高，士兰微冲击涨停,Wind
900,2021-04-21,【半导体投资日报】一季度我国芯片相关企业注册量增302%，阿斯麦净利润增240%,新浪
901,2021-04-19,半导体动态分析：关注半导体龙头成长机会、全面扩产带来国产机遇,新浪
902,2021-04-19,信达证券--电子行业深度报告：追根溯源，探讨半导体缺货的危与机【行业研究】,金融界股吧
903,2021-04-16,长城证券--电子元器件行业动态点评：台积电CAPEX创新高，推进3nm制程支撑行业创新升级【行业研究】,金融界股吧
904,2021-04-15,A股资金流向（4月15日）：有色龙头获资金青睐，一线白酒股被抛售,Wind
905,2021-04-15,芯片股午后异动，紫光国微涨逾3%,Wind
906,2021-04-15,工信部力挺又被高瓴盯上，智能制造要火,证券之星
907,2021-04-15,工信部力挺，又被高瓴盯上，智能制造要火？,财联社
908,2021-04-14,半导体投资日报|车用芯片再遭冲击短缺情况进一步加剧 看好两方向,新浪
909,2021-04-14,中微公司去年净利润增长逾1.6倍，MOCVD营收近5亿元,LED在线
910,2021-04-13,华安证券--电子行业周报：关注一季报确定的面板、半导体板块【行业研究】,金融界股吧
911,2021-04-13,张江示范区:瞄准硬核科技，争做世界科创“中枢”,中国科技网
912,2021-04-12,德邦证券--半导体设备中标：缺芯背景下，国产设备迎来验证收获期【行业研究】,金融界股吧
913,2021-04-12,TCL百亿定增建8.6代产线，IT面板竞争格局影响几何,吉森电子研究
914,2021-04-12,机械行业周报：电池片扩产及异质结双轮驱动 设备端显着受益,新浪
915,2021-04-12,机械设备行业周报：关注光伏、锂电、检测行业趋势性机会 逢低配置新兴装备龙头,新浪
916,2021-04-09,两市百元股数量达134只，医药生物行业占比最高,证券之星
917,2021-04-09,A股资金流向（4月9日）：新股上市首日遭爆炒，白马股再遭抛售,Wind
918,2021-04-09,中信证券：半导体板块当前景气复苏，后续国产替代逻辑加强,Wind
919,2021-04-09,电子｜看好半导体及高景气度细分板块的成长：2021年二季度投资策略,中信证券研究
920,2021-04-09,大基金概念股业绩亮丽，半导体行业持续向好,Wind
921,2021-04-08,A股资金流向（4月8日）：热门次新股剧烈波动，医药白马获青睐,Wind
922,2021-04-08,82股获券商买入评级 常宝股份目标涨幅达88.81%,Wind
923,2021-04-07,科创板机构持股路线图：大部头公司受热捧、朱雀 “霸榜”金达莱,Wind
924,2021-04-07,A股共发生29宗大宗交易成交4亿元（4月7日）,Wind
925,2021-04-07,中微公司今日大宗交易成交2.20万股，成交价94.68元折价23.98%,Wind
926,2021-04-07,A股资金流向（4月7日）：资金潜伏一季报预期行业，白马股再遭抛售,Wind
927,2021-04-07,【中信建投电子|刘双锋&雷鸣团队】中微公司(688012)深度：精益求精，设备之星,中信建投
928,2021-04-06,电子元器件周报：3月下旬面板价格环比涨幅扩大 半导体行业景气度持续高涨,新浪
929,2021-04-06,中微公司(688012)：2020营收稳健增长 未来持续受益国产替代,广发证券
930,2021-04-06,机械设备行业周报(第十三周),新浪
931,2021-04-06,半导体动态：芯片股集体新高！韦尔股份净利增102%，新洁能增199%,新浪
932,2021-04-06,A股资金流向（4月6日）：碳中和明星股获回流，白马股遭抛售,Wind
933,2021-04-06,电子元件行业周报：从电子硬件视角看汽车智能化机遇,新浪
934,2021-04-06,进军5nm 中微公司证实刻蚀机进入国际客户最先进生产线,快科技
935,2021-04-06,机械设备行业：挖机库存见底预示旺季行情 看好HJT产业体系成长,新浪
936,2021-04-06,机械设备行业第14周周报：制造业景气良好 关注半导体设备行业,国海证券
937,2021-04-06,中微公司：公司刻蚀设备确实进入了5纳米生产线,Wind
938,2021-04-06,中微公司：公司刻蚀设备确实进入了5纳米生产线,e公司
939,2021-04-06,刻蚀设备已应用于5纳米生产线！中微公司坚持三维发展战略,上海有色
940,2021-04-06,中微公司：公司12英寸高端刻蚀设备已应用于5纳米芯片生产线,金十数据
941,2021-04-06,电子行业周报：半导体厂商Q2再次调价；小米正式立项智能汽车,新浪
942,2021-04-06,东莞证券--电子行业事件点评：半导体行业景气度高企，台积电、中芯国际加码扩产【行业研究】,金融界股吧
943,2021-04-06,大股东动向｜本周47家上市公司预减持，天融信二股东全额质押遭被动减持 减持股份,21世纪经济报道
944,2021-04-06,电子行业-行业周报：华为2020年业绩出炉，数字化智能化带来行业新机遇,国信研究
945,2021-04-05,【华西电子孙远峰团队-持续看好半导景气】半导体景气度持续，或逐渐步入业绩兑现期,远峰电子
946,2021-04-05,【中信建投电子|刘双锋&雷鸣团队】周报：半导体厂商Q2再次调价；小米正式立项智能汽车,中信建投电子研究
947,2021-04-04,明星基金经理借助大宗交易买入这些股票,Wind
948,2021-04-04,中微公司(688012)：刻蚀设备高增长 装备布局多维发力,新浪
949,2021-04-03,北向资金3月系统性做多科创板 七个股持股量倍增 分析师称战略性底部已成,财联社
950,2021-04-03,陆家嘴财经早餐2021年4月3日星期六,Wind
951,2021-04-02,晚间要闻2021年4月2日星期五,Wind
952,2021-04-02,上交所：科创板公司年度业绩说明会行业主题周正式启动,Wind
953,2021-04-02,A股资金流向（4月2日）：成长与价值齐飞，机构抱团股连续获资金抢筹,Wind
954,2021-04-02,张江示范区: 瞄准国家战略，“海派”硬核科技从零生长,科技日报
955,2021-04-02,中芯国际为留人，送CEO一套2000万住房，更有薪水涨4倍,Wind
956,2021-04-02,芯片巨头狂砸6500亿扩产，半导体股票飙涨，全球芯荒何时终结,Wind
957,2021-04-02,【机械-李哲】中微公司：研发蓄力长期发展，半导体产线大建设设备龙头受益,安信证券研究
958,2021-04-01,犀牛财经晚报：七匹狼2020年净利降40%人保寿险人事调整,GPLP犀牛财经
959,2021-04-01,芯片厂涨价消息传来，晶圆缺货延续产业链受益丨牛熊眼,第一财经
960,2021-04-01,晚间重要公告2021年4月1日星期四,Wind
961,2021-04-01,碳中和外4月金股大曝光,中财网
962,2021-04-01,中微公司股东拟减持不超4%公司股份 拟减持股份,上证报
963,2021-04-01,中微公司(688012.SH)股东悦橙投资及一致行动人拟减持不超4%股份 拟减持股份,智通财经
964,2021-04-01,中微公司：股东拟减持公司不超4%股份 拟减持股份,e公司
965,2021-04-01,中微公司：悦橙投资、创橙投资、亮橙投资、橙色海岸拟合计减持不超过4%公司股份 拟减持股份,Wind
966,2021-04-01,【研报掘金】缺货涨价持续半导体行业景气上行再次确认 关注产业链相关投资机会,证券时报网
967,2021-04-01,汽车缺芯持续发酵，这些芯片股被机构看好，这股还能涨67%,第一财经
968,2021-04-01,产业链涨价潮持续，芯片概念股爆发，士兰微等涨停,证券之星
969,2021-04-01,机构资金抢筹，ETF份额放量，这个板块近期默默复苏,Wind
970,2021-04-01,双双报喜！英飞特、中微公司发布2020年业绩,LED在线
971,2021-04-01,解盘：科技、消费崛起，医美、半导体、高价股领涨,Wind
972,2021-04-01,A股午盘综述：上证指数涨0.25%，创业板指涨1.49%,Wind
973,2021-04-01,深度*公司*中微公司(688012)：刻蚀设备成为增长主力 ICP刻蚀设备趋于成熟,新浪
974,2021-04-01,赚超43亿！中芯国际成科创板“摘U”第一股，股价应声上涨,第一财经
975,2021-03-31,道达投资手记：一季度市场并不糟糕 “两块板”最受伤,每日经济新闻
976,2021-03-31,中微公司 | 2020年报点评：非经常性损益驱动业绩超市场预期，100亿定增夯实研发实力,透视先进制造
977,2021-03-31,中微公司2020年实现营业收入22.73亿元 同比增长16.76%,证券时报
978,2021-03-31,中微公司刻蚀产品获多笔重复订单 MOCVD下游市场萎缩 外延布局成新看点,科创板日报
979,2021-03-31,中微公司：2020年度净利润约4.92亿元，同比增加161.02%,每日经济新闻
980,2021-03-30,胶囊年报丨中微公司去年净利润增长161%，刻蚀设备收入增长近6成,21世纪经济报道
981,2021-03-30,晚间重要公告2021年3月30日星期二,Wind
982,2021-03-30,中微公司年度报告：2020年度净利4.92亿元同比增长161.02%,科创板日报
983,2021-03-30,中微公司(688012.SH)年度归母净利同比增161.02%至4.92亿元,智通财经
984,2021-03-30,重磅！“千亿顶流”基金隐形重仓股名单来了,Wind
985,2021-03-30,中微公司：2020年净利润同比增长161.02%，不分红,Wind
986,2021-03-30,A股资金流向（3月30日）：机构抱团股表现不俗，光伏龙头获抢筹,Wind
987,2021-03-30,机械行业周报：制造业研发费用加计扣除比例提升 释放研发及资本开支活力,新浪
988,2021-03-29,电子行业周报：一季报披露将近 面板和功率业绩确定性高,华安证券
989,2021-03-29,机械设备行业：一季度工程机械预计维持高增 关注HJT关键中试线进度,新浪
990,2021-03-26,京东方A、TCL科技、三安光电、中微公司走升，提振Micro LED板块,Wind
991,2021-03-26,中微公司全资子公司与德国DAS签订战略合作协议,证券时报网
992,2021-03-26,“抱团股”持续回调，业绩成企稳关键,Wind
993,2021-03-26,回撤20%，500亿顶流基金经理道歉！,Wind
994,2021-03-25,道达投资手记：服装板块全面爆发 能参与吗？,每日经济新闻
995,2021-03-25,A股主力资金流向（3月25日）：资金加速逃离面板、碳中和概念股,Wind
996,2021-03-24,A股主力资金流向（3月24日）：机构抱团股再遭抛售,Wind
997,2021-03-24,中微公司：公司目前供应链稳定,每日经济新闻
998,2021-03-24,中微公司：供应链稳定 目前没有光刻机研发计划,e公司
999,2021-03-24,罕见，味茅、医药茅跌跌不休，砸盘元凶曝光,Wind
1000,2021-03-23,A股主力资金流向（3月23日）：面板、电子烟板块遭抛售,Wind
1001,2021-03-23,机械设备行业：工程机械景气延续 逢低布局新兴行业龙头,新浪
1002,2021-03-22,半导体动态：水泥厂也搞芯片！电子板块估值已回调至十年均值之下,新浪
1003,2021-03-22,A股主力资金流向（3月22日）：面板、碳中和概念股受追捧,Wind
1004,2021-03-22,太平洋--机械行业周报：2月叉车翻倍以上增长，自动化投资需求强劲【行业研究】,金融界股吧
1005,2021-03-22,【中信建投电子|刘双锋&雷鸣团队】周报：面板/被动元件涨价趋势蔓延；中芯国际与深圳国资投资28nm产线,中信建投电子研究
1006,2021-03-19,一批A股尾盘突然放量异动！发生了什么？,Wind
1007,2021-03-19,A股主力资金流向（3月19日）：机构抱团股再遭抛售,Wind
1008,2021-03-17,A股主力资金流向（3月17日）：科技股获资金回流，金融、碳中和被抛售,Wind
1009,2021-03-17,3月17日晚间重要行业研究汇总(附股),中金在线
1010,2021-03-17,芯片制造关键设备再突破，概念股发力走高，苏州固碍等涨停,证券时报网
1011,2021-03-17,中微公司入股睿励科学仪器，后者为集成电路制造商,企查查
1012,2021-03-16,半导体检测设备：从前道到后道 全程保驾护航,新浪
1013,2021-03-16,中微公司：公司目前的MOCVD设备可以用于GaN基化合物功率半导体外延片的制造,每日经济新闻
1014,2021-03-16,平安证券--智能制造行业双周观点：建议关注十四五规划重点支持产业的长期机会【行业研究】,金融界股吧
1015,2021-03-16,中微公司发布双反应台电感耦合等离子体刻蚀设备Primo Twin-Star（R）,工业电器网
1016,2021-03-15,A股主力资金流向（3月15日）：半导体白酒及新能源股抛压较重,Wind
1017,2021-03-12,深度*行业*半导体设备行业2020年总结：行业强劲增长20% 2021 年持续向好,新浪
1018,2021-03-12,A股主力资金流向：本周累计净流出1439亿，东方财富、比亚迪净流出额居前,Wind
1019,2021-03-12,【行情】半导体芯片股继续走低，汇顶科技跌停，晶方科技、富瀚微跌超7%，中微公司、新洁能、立昂微、圣邦股份等纷纷走低,金十数据
1020,2021-03-12,太平洋--最新观点：国际油价上涨、国内政策加码，重点推荐油气装备产业【行业研究】,金融界股吧
