,2021-12-31,完美世界：公司已在目前的游戏研发中融入元宇宙相关元素,每日经济新闻
1079,2021-03-12,“数字经济”再成两会关键词 游戏行业助力打造数字经济新优势,中国网
1080,2021-03-12,完美世界跌2.6%，创近1个月新低 连续下跌,中新经纬
1081,2021-03-12,迪丽热巴代言、豪华天团认购，三七互娱要动“腾讯的蛋糕”,AI财经社
1082,2021-03-11,完美世界今日大宗交易成交50万股，成交价20.5元折价11.06%,Wind
1083,2021-03-11,游戏板块显著回暖，世纪华通、游族网络先后涨停,Wind
1084,2021-03-10,游戏公司2月强势吸金，当下配置游戏板块有这三大理由,第一财经
1085,2021-03-10,财信证券--传媒行业月度报告：春节档票房创历史新高，关注细分领域低估值龙头【行业研究】,金融界股吧
1086,2021-03-09,传媒行业高频数据可视化周报第8期,新浪
1087,2021-03-09,完美世界大跌5.75%，换手率0.61% 连续下跌,中新经纬
1088,2021-03-09,股价对半腰斩，被机构抛售的完美世界还有想象力吗？ 股票卖空,36氪
1089,2021-03-09,互联网传媒周报：互联网估值收缩明显 把握高景气 估值不高的核心资产和中小盘标的,新浪
1090,2021-03-08,【资本力量】定增获多家知名机构抢购，三七互娱为何受青睐,财华社
1091,2021-03-08,传媒行业周报2021年9期：字节外接流量系统快速爆发 知乎提交在美IPO申请,新浪
1092,2021-03-08,开源证券--传媒行业周报：买入游戏板块的三个理由【行业研究】,金融界股吧
1093,2021-03-08,中国银河--传媒互联网行业周报：十年展翅迎风而起，知乎启动美股IPO【行业研究】,金融界股吧
1094,2021-03-08,传媒行业周报系列2021年第10周：虾皮电商GMV翻倍增长 关注游戏龙头配置价值,新浪
1095,2021-03-08,国盛证券--传媒行业周报：关注游戏Q2产品表现，重视低估值真成长个股投资机会【行业研究】,金融界股吧
1096,2021-03-08,传媒互联网行业周报：1月广告市场梯媒持续高速增长 游戏公司新品可期,新浪
1097,2021-03-07,【开源传媒互联网|周观点】买入游戏板块的三个理由,文娱透光镜
1098,2021-03-07,神秘牛散豪掷8000万亮相游戏龙头定增！竟是同业方的前实控人，睿远基金出手认购7亿,中证报
1099,2021-03-07,募资近30亿！睿远等明星机构捧场，三七互娱发力5G云游戏,时代财经
1100,2021-03-07,三七互娱定增获睿远领投 神秘牛散亦豪掷8000万元,中证网
1101,2021-03-06,【行业一线】低估值叠加成长确定性，布局游戏行业正当时？,财华社
1102,2021-03-06,传媒周观点9期：传媒细分板块进入新阶段 部分优质个股修复价值凸显,新浪
1103,2021-03-06,传媒周观察：游戏ETF正式上市 看好游戏板块估值回归,新浪
1104,2021-03-05,游戏板块是否到了买入的时机？,识基荟
1105,2021-03-04,中泰证券--传媒行业周报：优质内容带动国产游戏出海提速，进入财报季关注业绩表现【行业研究】,金融界股吧
1106,2021-03-03,游戏行业周报：网易公布2020年业绩 逐渐进入新产品密集上线期,新浪
1107,2021-03-03,中原证券维持完美世界买入评级，公司点评报告：游戏业务净利润增长20%，2021公司有望迎来产品大年,每日经济新闻
1108,2021-03-03,华泰证券给予完美世界买入评级，20年游戏净利预增20%，影视减值落地，目标价格为32.64元,每日经济新闻
1109,2021-03-03,开源证券--传媒行业周报：调整后布局游戏板块及互联网平台型公司【行业研究】,金融界股吧
1110,2021-03-02,首席周观点：商品将冲高回落 股弱债强渐形成,新浪
1111,2021-03-02,华西证券--传媒行业周报：字节布局东南亚电商，丁磊吐槽国产机渠道分成【行业研究】,金融界股吧
1112,2021-03-02,中国银河--传媒互联网行业：视音频内容分发数字版权管理标准体系发布，UFC和中国移动咪咕达成合作【行业研究】,金融界股吧
1113,2021-03-02,国盛证券--传媒行业周报：优质龙头基本面扎实，重视中小市值中低估值真成长个股投资机会【行业研究】,金融界股吧
1114,2021-03-02,策略专题报告：“两会”政策前瞻及行业机会,新浪
1115,2021-03-01,完美世界：累计回购股份503.07万股，占总股本的0.26%,新浪
1116,2021-03-01,完美世界：累计回购503.07万股，耗资1.20亿元,36氪
1117,2021-03-01,完美世界(002624.SZ)斥资1.20亿元累计回购503.07万股,智通财经
1118,2021-03-01,传媒周报：流媒体龙头公司业绩保持高速增长 电影行业持续复苏,新浪
1119,2021-03-01,【银河传媒杨晓彤】行业动态 2021.2丨电影市场开门红 成就史上最强春节档,中国银河证券研究
1120,2021-02-27,国内首批游戏ETF出炉 长期投资价值遭质疑,新浪
1121,2021-02-26,广发中证传媒ETF：基本面复苏 指数调整充分 投资价值凸显,新浪
1122,2021-02-26,【国君互联网传媒】2021年8期：哔哩哔哩MAU稳健增长，网易销售费用率小幅下滑,国泰君安互联网传媒研究
1123,2021-02-25,【山证传媒】2020年报业绩前瞻：业绩预告同比减亏，板块分化聚焦复苏与增长确定性 预亏,山西证券研究所
1124,2021-02-24,国元证券--游戏行业数据跟踪2021年第一期：1月手游规模同比增7%，春节档游戏营销趋向多元化【行业研究】,金融界股吧
1125,2021-02-24,传媒行业2020年报前瞻：业绩预告同比减亏 板块分化聚焦复苏与增长确定性 预亏,新浪
1126,2021-02-22,华西证券--传媒行业周报系列2021年第7&8周：李焕英夺魁春节档，关注市场风格转换【行业研究】,金融界股吧
1127,2021-02-21,方正传媒?数据周报：三七两款游戏进入1月中国手游出海收入Top30，爱奇艺FY20全年亏损幅度收窄｜21年第8周 亏损,杨仁文研究笔记
1128,2021-02-19,游戏动漫ETF发行，相关板块逆市飘红,Wind
1129,2021-02-08,国盛证券--传媒行业周报：快手上市继续看好5G时代视频化发展，关注港股平台型公司【行业研究】,金融界股吧
1130,2021-02-08,信达证券--完美世界：拥抱Z世代，迎接产品新周期【公司研究】,金融界股吧
1131,2021-02-08,完美世界(002624)：游戏业务保持高增长 影视业务减值拖累业绩 长期竞争优势显着 盈利能力下降,新浪
1132,2021-02-07,传媒周观察：快手首日市值破万亿港元 原神上线小米商店落实三七分成,新浪
1133,2021-02-07,传媒周观点6期：快手的用户特质较为突出 短视频平台的稀缺性突出,新浪
1134,2021-02-07,1月中国手游发行商全球收入榜出炉！腾讯稳居榜首，完美世界掉出前20,环球老虎财经
1135,2021-02-07,传媒行业周报2021年6期：传媒年报业绩预告预喜率42% 《唐探3》领衔春节档,新浪
1136,2021-02-05,A股共发生110宗大宗交易成交30.07亿元（2月5日）,Wind
1137,2021-02-05,完美世界现1笔大宗交易 共成交233.50万元,新浪
1138,2021-02-05,完美世界今日大宗交易成交10万股，成交价23.35元溢价0.0%,Wind
1139,2021-02-05,华西证券--传媒行业周报系列2021年第5周：抖音支付联手春晚，年报预告落下帷幕【行业研究】,金融界股吧
1140,2021-02-05,财富证券--完美世界：2021迎来游戏产品大年，影视减值计提利于轻装上阵【公司研究】,金融界股吧
1141,2021-02-05,完美世界：拟不低于2亿元回购公司发行的A股社会公众股,TechWeb
1142,2021-02-05,【银河晨报】2.5丨2021年制造业持续向好，高端制造引领业绩增长,中国银河证券研究
1143,2021-02-04,完美世界(002624.SZ)：2月4日首次回购3998.37万元股份,格隆汇
1144,2021-02-04,伽马数据：游戏股波动属于正常调整 看好未来三个月,中国网
1145,2021-02-04,快讯：游戏板块午后继续走弱 完美世界跌停,新浪
1146,2021-02-04,解盘：“股王”涨超5%，科技、基本金属、互联网表现低迷,Wind
1147,2021-02-04,A股午盘综述：上证指数、创业板指均跌逾1%,Wind
1148,2021-02-04,游戏板块重挫多股逼近跌停 机构：对1季度行业增速不必过度悲观丨牛熊眼 连续下跌,第一财经
1149,2021-02-04,【银河传媒杨晓彤】行业动态 2021.1丨广告投放连续多月回升，春节档预售火爆,中国银河证券研究
1150,2021-02-04,【开源传媒互联网|周观点】长看短视频产业链，短看游戏、电影超预期机会,文娱透光镜
1151,2021-02-03,上海证券--传媒行业：21年首批游戏版号下发，版号发放节奏平稳【行业研究】,金融界股吧
1152,2021-02-03,上调评级至买入策略选股（2月3日）,Wind
1153,2021-02-02,利润原地踏步，完美世界终究“错付”？ 盈利能力下降,钛媒体
1154,2021-02-02,万联证券--完美世界2020年度业绩预告点评，研运一体构筑护城河，轻装上阵迎产品大年【公司研究】,金融界股吧
1155,2021-02-02,网游板块低迷，游族网络、完美世界、三七互娱、冰川网络、众应互联等集体下挫,Wind
1156,2021-02-02,首创证券--完美世界公司简评报告：释放影视风险，产品大年业绩可期【公司研究】,金融界股吧
1157,2021-02-02,154股获券商买入评级 宇信科技目标涨幅达133.70%,Wind
1158,2021-02-01,【中泰传媒 完美世界】业绩预告点评：去影视包袱轻装上阵，游戏产品储备丰富,传媒产业大视点
1159,2021-02-01,融合创新 完美世界荣获2020年度品牌榜样,中国网
1160,2021-02-01,19公司获得推荐评级-更新中,中财网
1161,2021-02-01,中国游戏产业品牌报告：负面报道降至14.4%，投诉量同比减5.4%,36氪
1162,2021-02-01,互联网传媒周报：不惧波动 紧抓视频游戏楼宇广告成长机会,新浪
1163,2021-02-01,山西证券--2021年文娱消费市场春节档前瞻：就地过年影响几何？线上红利叠加，线下不确定性增加【行业研究】,金融界股吧
1164,2021-02-01,中国银河--传媒互联网行业：春节档影片预售火热，中国移动公布与中国广电5G合作细节【行业研究】,金融界股吧
1165,2021-02-01,完美世界游戏与彩条屋达成战略合作，获三大国漫IP,Wind
1166,2021-02-01,东吴证券--完美世界：游戏稳健增长，影视业务轻装上阵，21年多元化储备丰富【公司研究】,金融界股吧
1167,2021-02-01,东北证券--完美世界：提减值释放风险，重量级产品压阵未来可期【公司研究】,金融界股吧
1168,2021-02-01,新时代证券--完美世界：2020年游戏业务利润增速20%，2021年多款战略性产品将上线【公司研究】,金融界股吧
1169,2021-02-01,国盛证券--完美世界：游戏长线运营能力再验证，商誉及存货风险已充分释放【公司研究】,金融界股吧
1170,2021-02-01,完美世界游戏与彩条屋达成战略合作 获三大国漫IP,北国网
1171,2021-01-31,完美世界(002624)2020年年报业绩预告点评：游戏业务快速增长 影视业务轻装上阵,新浪
1172,2021-01-29,完美世界：预计2020年盈利15.1亿元-15.7亿元，同比增0.48％-4.47％,格隆汇
1173,2021-01-29,完美世界(002624.SZ)预计2020年度净利润同比上升0.48%–4.47%,智通财经
1174,2021-01-29,完美世界发布2020业绩预告：游戏净利润预增20％,金融界
1175,2021-01-29,完美世界：预计2020年净利润同比增长0.48%-4.47%，盈利15.1亿元至15.7亿元,Wind
1176,2021-01-29,游戏板块明显回调，凯撒文化跌8%,Wind
1177,2021-01-29,每日理财观察：银行理财净值化转型加速,Wind
1178,2021-01-28,完美世界(002624.SZ)拟推2021年员工持股计划,智通财经
1179,2021-01-28,每日报告回放,新浪
1180,2021-01-28,传媒互联网行业-出海专题系列报告一：助力文化强国扬帆起航 游戏乘东风之势出海,新浪
1181,2021-01-28,就地过年再度催生“宅经济” 游戏板块将再成香饽饽？,第一财经
1182,2021-01-28,今年首批国产游戏版号下发，腾讯两款游戏在列,Wind
1183,2021-01-28,“宅经济”2.0来袭 网络游戏板块风云再起 这只股获三家机构扎推推荐,第一财经
1184,2021-01-27,传媒行业20Q4传媒公募重仓分析：传媒A股超配比例回落 港股重仓占比提升,广发证券
1185,2021-01-27,【行情】手游板块午后爆发，艾格拉斯涨停，昆仑万维涨11.37%，吉比特涨5.71%，金科文化、完美世界等跟涨,金十数据
1186,2021-01-27,【万联传媒 | 基金持仓跟踪】20Q4：基金持仓处历史低位，龙头强者恒强、游戏或迎转机,万联证券研究所
1187,2021-01-27,传媒行业点评：20Q4传媒低配程度降低 基金持股集中度提升,华安证券
1188,2021-01-26,传媒行业高频数据可视化周报 第3期,新浪
