,2021-12-31,清远邮银合作打造“惠农专班”促新型经营主体发展 向642户新型农业经营主体发放贷款3.17亿元,和讯
1614,2021-05-03,四大行变七大行后是哪七家大行？,腾讯网
1615,2021-05-03,邮储银行(601658)：行稳致远 营收增长强劲,新浪
1616,2021-05-03,交银国际给予邮储银行(01658.HK)维持买入评级,财华社
1617,2021-05-02,邮储银行与中国银联签署县域市场共享共建 合作协议 携手助力乡村振兴,财经网
1618,2021-05-01,一季度业绩报来了，六大行实现“开门红”！,丁丁创e
1619,2021-05-01,重磅！六大行一季度业绩哪家强？工行日赚9.5亿，中行总资产增速最快，邮储净利赶超交行！,和讯
1620,2021-04-30,每天净赚36.87亿元，6家国有大行一季度加起来赚了3318亿！北上资金只管来买、买、买！,每日经济新闻
1621,2021-04-30,6家国有大行一季度合计平均日赚36.87亿元,每经网
1622,2021-04-30,六大行有多赚钱？咱们一起研究研究？,中国金融新闻网
1623,2021-04-30,六大行有多赚钱？咱们一起研究研究,金融时报
1624,2021-04-30,邮储银行(601658)2021年一季报点评：战略推进 经营提效,新浪
1625,2021-04-30,六大行一季度日赚近37亿 银行股能起飞吗？,国际金融报
1626,2021-04-30,21金融研究丨银行一季报全景：银行业绩全线分化，8家收入下降 盈利能力下降,21世纪经济报道
1627,2021-04-30,中国银联与邮储银行签署县域市场共享共建合作协议,金融投资报
1628,2021-04-30,6家银行财报发布后股价出现大跌 建行罕见跌3%,21世纪经济报道
1629,2021-04-30,南京银行、邮储银行等6家银行财报发布后股价出现大跌,21世纪经济报道
1630,2021-04-30,A股主力资金流向（4月30日）：医药股获资金爆买,Wind
1631,2021-04-30,26家A股上市银行业绩成绩单：多数实现净利润稳健增长，资产质量风险整体可控,资本邦
1632,2021-04-30,邮储银行信用卡中心获批开业,零壹财经
1633,2021-04-30,邮储银行(601658)：营收利润稳健 资产质量优异,新浪
1634,2021-04-30,银行日报：六大行一季度日赚近37亿元 多家不良率下降,中金在线
1635,2021-04-30,71公司获得增持评级-更新中,中财网
1636,2021-04-30,A股收盘综述：上证指数跌0.81%，创业板指涨1.31%,Wind
1637,2021-04-30,邮储银行2021年一季度中收大增超50% 创历史新高,中国网
1638,2021-04-30,邮储银行资产质量持续优异：不良贷款率下降0.02个百分点至0.86% 拨备覆盖率上升8.92个百分点至416.98%,中国网
1639,2021-04-30,银行板块大幅下挫 邮储银行、南京银行跌近8% 连续下跌,证券时报网
1640,2021-04-30,邮储银行发布2021年一季报：净息差和净利差触底反弹 分别提升2个BP至2.40%、2.34%,中国网
1641,2021-04-30,12万亿资产邮储银行一季度“成绩单”出炉：净利润同比增长6.08％中收同比大增超50％,金融界
1642,2021-04-30,【平安基金】基金季度报告：股票资产逆势加仓白酒股，食品饮料整体减持 减持股份,平安研究
1643,2021-04-30,邮储银行2021年一季度营收同比大增7.15% 基本基础进一步夯实,和讯
1644,2021-04-30,南方基金管理股份有限公司,证券时报
1645,2021-04-30,邮储银行2021年一季度净利润同比增长6.08% 线上化小微贷款余额较上年末增长21.79%,财经网
1646,2021-04-30,邮储银行亮相数字中国建设峰会|云南信息报,云南信息报
1647,2021-04-30,A股午盘综述：上证指数跌0.51%，创业板指大涨收复3100点,Wind
1648,2021-04-30,【异动股】邮储银行(01658.HK)跌3.03%,财华社
1649,2021-04-30,“宇宙行”获北向资金、险资增持超3亿股！六大行季报显示外资买买买,腾讯网
1650,2021-04-30,邮储银行21年1季报详细解读：收入同比+7%，中收、存款、资产质量优异【中泰银行·戴志锋/邓美君/贾靖】,传统借贷vs新型金融
1651,2021-04-30,一季度日赚逾36亿元 六大行齐获北向资金增仓,中证网
1652,2021-04-30,港股公告精选：工商银行首季归母净利同比增长1.46%,Wind
1653,2021-04-30,邮储银行：2021年第一季度营收约773.3亿元,每日经济新闻
1654,2021-04-30,国有六大行一季度合计日赚36.87亿，不良贷款率4降2平,澎湃新闻
1655,2021-04-30,邮储银行一季度业绩凸显八大亮点 零售银行建设驶入“快车道”,中国网
1656,2021-04-30,六大行一季度日赚近37亿元！工行最能赚，多家不良率下降,中新经纬
1657,2021-04-29,“宇宙行”获北向资金、险资增持超3亿股！六大行一季报显示外资买买买,中证报
1658,2021-04-29,邮储银行(601658.SH)一季度归母净利同比增长5.51%至212.01亿元,智通财经
1659,2021-04-29,邮储银行全力打造服务乡村振兴数字金融银行 涉农贷款余额1.49万亿元,和讯
1660,2021-04-29,邮储银行资产总额接近12万亿元 一季度净利润同比增长6.08%,上证报
1661,2021-04-29,邮储银行发布2021年一季报：净利润同比增长6.08%,证券日报网
1662,2021-04-29,邮储银行发布2021年一季报：资产总额近12万亿元 净利润同比增长6.08%,北京商报
1663,2021-04-29,邮储银行一季度净利润212亿增5.5%，不良率0.86%,澎湃新闻
1664,2021-04-29,邮储银行资产规模近12万亿 一季度净利同比增长6.08%,证券时报网
1665,2021-04-29,邮储银行发布2021年一季报：中收同比大增超50% 大财富管理体系建设初见成效,财经网
1666,2021-04-29,邮储银行打造四个“新一代”系统 数字银行建设成效显着,金融界
1667,2021-04-29,晚间重要公告2021年4月29日星期四,Wind
1668,2021-04-29,邮储银行(601658.SH)一季度归母净利润升5.51%至212.01亿元,格隆汇
1669,2021-04-29,突发：5家国有大行上调房贷利率！,丁丁创e
1670,2021-04-29,邮储银行(01658.HK)首季盈利增5.5%,财华社
1671,2021-04-29,邮储银行：一季度净利润同比增长5.51%,Wind
1672,2021-04-29,银行一季报出炉！六大行日赚超36亿，宇宙行拔得头筹无悬念,金融界
1673,2021-04-29,邮储银行(01658)首季净利同比增长6.08%至213.27亿元 核心一级资本充足率 9.91%,智通财经
1674,2021-04-29,邮储银行(01658.HK)：一季度归母净利212.01亿元 同比增长5.51%,格隆汇
1675,2021-04-29,邮储银行：一季度净利润212亿元同比增长5.51%,格隆汇
1676,2021-04-29,邮储银行：一季度净利润212.01亿元，同比增长5.51%,Wind
1677,2021-04-29,“邮你同行”银行合作发展论坛重庆峰会成功举行,上游新闻
1678,2021-04-29,房贷额度紧张 广州国有大行再上调房贷利率,广州日报
1679,2021-04-28,9年从股东手中“拿了”210亿！中邮人寿又抛出72亿引战投融资计划,环球老虎财经
1680,2021-04-28,14家手机银行APP仅8家开发适老化版本 语音输入“如何转账”这些APP傻傻分不清,南都报
1681,2021-04-27,A股共发生111宗大宗交易成交15.5亿元（4月27日）,Wind
1682,2021-04-27,邮储银行四川省分行“三心”服务带给老年客户温暖,金融投资报
1683,2021-04-27,去年，他们六兄弟每天赚31亿,新浪
1684,2021-04-27,邮储银行今日大宗交易成交107.44万股，成交价5.44元溢价0.0%,Wind
1685,2021-04-27,德勤报告：国内银行业整体经营业绩承压，但零售业务渐入佳境,21世纪经济报道
1686,2021-04-27,银行基本面跟踪三十：Q1持仓增幅显着 继续看好板块配置价值,新浪
1687,2021-04-27,天阳科技(300872)2021年一季报点评：收入、订单明显复苏 毛利率回暖带动利润高增,新浪
1688,2021-04-26,董事长缺位20个月 兴业银行曲折“换帅” 董监高成员变化,新浪
1689,2021-04-26,小微信贷考核标准骤变 银行急寻解决方案,21世纪经济报道
1690,2021-04-26,邮储银行上海分行：践行绿色金融为地区低碳高质量发展助力,中国金融新闻网
1691,2021-04-25,邮储银行上海分行：助力美丽乡村建设 为乡村振兴插上金融翅膀,经济日报
1692,2021-04-25,新余银保监局：对邮储银行分宜县支行作出行政处罚，罚款20万元 金融监管处罚,Wind
1693,2021-04-25,最新！顶流基金重仓股大洗牌，40张图表全披露,Wind
1694,2021-04-25,陆家嘴财经早餐2021年4月25日星期日,Wind
1695,2021-04-23,银行行业：主动偏股基金的银行持仓分析：四大行持仓占比提升明显,新浪
1696,2021-04-23,从脱贫到振兴：银行接续深耕“三农”沃土,中国金融新闻网
1697,2021-04-22,让更多的人走上致富路,中国县域经济报
1698,2021-04-22,A股午盘综述：创业板指涨近1%，芯片板块集体回暖,Wind
1699,2021-04-22,【银行】银行业2020年报综述—业绩增速回正，不良出清加快,中银证券研究
1700,2021-04-21,银行渠道变局：受益行情基金代销大增 ，竞争压力凸显,21世纪经济报道
1701,2021-04-21,2020上市银行成绩单：工建农中归母净利超千亿 14家盈利下滑 盈利能力下降,投资时报
1702,2021-04-21,邮储北京分行贴心服务残障人士,北京青年报
1703,2021-04-21,天阳科技助力中国邮政储蓄银行信贷业务平台公司项目顺利上线,财经网
1704,2021-04-20,【华西固收研究】房贷集中度管控后，RMBS发行几何？ ——债市周报20210418,固收江坛
1705,2021-04-20,金融人物｜吕家进往事：“麦田守望者”的再转型,21世纪经济报道
1706,2021-04-20,积分规则调整：银行信用卡“羊毛党”老路难走,中国金融新闻网
1707,2021-04-20,今年以来11家银行发行永续债,Wind
1708,2021-04-19,邮储银行新一代分布式核心系统技术平台成功投产,中证网
1709,2021-04-19,邮储银行新疆分行“极速贷”服务个体工商户,中国金融新闻网
1710,2021-04-19,基金调仓换股路径浮出水面 有色化工大金融有望掀新攻势,金融投资报
1711,2021-04-19,两大国有银行H股遭减持银行股还能飞吗 减持股份,Wind
1712,2021-04-17,卖基金比买基金更赚钱？银行与基金不止于“销售”,Wind
1713,2021-04-16,本周央行及银保监会行政处罚汇总：4家机构领百万级罚单 金融监管处罚,Wind
1714,2021-04-16,邮储银行(01658.HK)4月29日董事会审议及批准一季度业绩,格隆汇
1715,2021-04-16,邮储银行今日大宗交易成交80万股，成交价5.5元溢价0.18%,Wind
1716,2021-04-16,北向资金今日净买入71.53亿元，五粮液获大举净买入6.7亿元,Wind
1717,2021-04-16,邮储银行哈尔滨市南直路营业所被罚6万：欺骗投保人 金融监管处罚,新浪
1718,2021-04-16,黑龙江银保监局：对邮储银行哈尔滨市南直路营业所作出行政处罚，罚款6万元 金融监管处罚,Wind
1719,2021-04-16,每日理财观察：反垄断再出手！未来5年迎来新周期,Wind
1720,2021-04-15,邮储银行积极开展国家安全宣传教育活动,中国金融新闻网
1721,2021-04-15,建行副行长吕家进拟任兴业银行董事长 仍待监管部门核准,21世纪经济报道
1722,2021-04-15,财信证券--银行行业月度报告：信贷需求旺盛，银行业绩确定性增强【行业研究】,金融界股吧
1723,2021-04-15,邮储银行新疆分行与伊犁州人民政府、第四师可克达拉市签署战略合作协议,中国金融新闻网
1724,2021-04-15,2020年四季度六大行哪家投诉多？建行投诉量大 交行投诉率高,新浪
1725,2021-04-15,社保基金减持中行，吓趴了银行股？,Wind
1726,2021-04-15,2021年我国银行贷款发展现状及发展趋势分析多家银行房贷业务“超标”，热点城市房贷利率将上行,证券之星
1727,2021-04-15,邮储银行乐东支行综合服务助力农业农村三资平台建设,证券导报
1728,2021-04-15,华福证券--银行行业周报：理财转型快速推进，金融稳定器魅力持续【行业研究】,金融界股吧
1729,2021-04-15,银行股走弱，兴业银行跌超5%,Wind
1730,2021-04-15,银保监会：2020年第四季度银行业消费投诉环比减少10.4%,Wind
1731,2021-04-15,加大权益类资产配置，银行理财子公司抢滩股权投资,Wind
1732,2021-04-15,邮储北分客户经理王大微：跑出服务“三农”加速度,新京报
1733,2021-04-14,银行发力绿色金融、数字人民币，谁是排头兵？,新京报
1734,2021-04-14,同业存单发行放量银行负债端压力犹存,Wind
1735,2021-04-14,上市银行代销保险 去年再度“下滑”,证券时报
1736,2021-04-14,上市银行代销保险去年再度“下滑”,Wind
1737,2021-04-13,浦发银行晋城分行与邮储银行晋城市分行举行党工团共建协议签约仪式,搜狐
1738,2021-04-13,15家银行理财子公司去年盈利，招银理财净利逾24亿排第一,澎湃新闻
1739,2021-04-13,银行信用卡业绩出炉：不良率“抬头” 部分大行发卡速度放缓,中新经纬
1740,2021-04-13,银行年报观察之三 银行如何把好资产质量关？,金融界
1741,2021-04-13,乡村振兴，银行业如何发力丨解读上市银行年报之五,经济日报
