,2021-12-31,石头科技(688169.SH)：减持期过半 股东丁迪、高榕、启明均未减持,格隆汇
878,2021-05-19,“数据会说话”之2021年4月数据解读：4月社零数据低于预期 仍看好服务业全面复苏,新浪
879,2021-05-19,"晚间公告热点追踪：""扫地茅""股东拟套现11亿离场",新浪
880,2021-05-19,家用电器2021Q1基金持仓点评：白电仓位走势分化 清洁电器仍受青睐,新浪
881,2021-05-19,公告精选：威胜信息子公司拟引入战投腾讯创投；石头科技股东拟询价转让1.56%股份,e公司
882,2021-05-19,晚间重要公告2021年5月19日星期三,Wind
883,2021-05-19,石头科技(688169)：股东询价转让计划书股东天津石头时代企业管理咨询合伙企业（有限合伙）、丁迪、毛国华、吴震、张志淳、万云鹏（以下合称“出让方”）保证向（以下简称“石头科技”或“本公司”）提供,发布易
884,2021-05-19,石头科技(688169.SH)股东拟询价转让1.56%股份 价格下限为1080元/股,智通财经
885,2021-05-19,石头科技：股东拟询价转让1.56%公司股份 减持股份,e公司
886,2021-05-19,石头科技：股东拟询价转让总股本的1.56% 价格下限为1080元/股,新浪
887,2021-05-19,石头科技：天津石头时代、丁迪等拟合计询价转让公司1.56%股份 资产异常,Wind
888,2021-05-19,石头科技用心研发，技术过硬获得行业认可,砍柴网
889,2021-05-19,一家线上占比98%的“网上宜家”，看趣睡科技如何重塑家居业新模式,创业邦
890,2021-05-19,国海证券给予石头科技增持评级：顺应消费升级产品结构不断优化，海外市场量价齐升,每日经济新闻
891,2021-05-18,AI 3.0投融资降温、商业化难解？“智能制造”成石头科技破局锦囊,和讯
892,2021-05-18,透视智能清洁市场，石头科技的高增长是否可持续？,每经网
893,2021-05-18,家电周报：空调终端销量同比下滑 厨电销售增速回落 盈利能力下降,新浪
894,2021-05-17,"石头科技现1笔大宗交易 共成交5,287.48万元",新浪
895,2021-05-17,石头科技今日大宗交易成交4万股，成交价1321.87元折价1.5%,Wind
896,2021-05-17,【国君金工】核心指数成分股调整名单及冲击成本预测,辰奥临君
897,2021-05-17,石头科技申请“石头智能汽车”商标,TechWeb
898,2021-05-17,家电板块复苏，石头科技、火星人大涨,Wind
899,2021-05-17,IPO日报四周年巨献：觅A股四十新星,国际金融报
900,2021-05-17,2021年4月地产后周期景气追踪：住宅销售向好 关注后周期标的,新浪
901,2021-05-15,石头科技的进化与突围：左手消费之剑，右手科技之锚,中国网
902,2021-05-14,石头科技现3笔大宗交易总成交金额7623.68万元,证券时报网
903,2021-05-14,"石头科技现3笔大宗交易 共成交7,623.69万元",新浪
904,2021-05-14,石头科技今日大宗交易成交1.20万股，成交价1173.65元折价7.0%,Wind
905,2021-05-14,石头科技2020年营收增速创新低 去小米化成效显着,中国网
906,2021-05-14,宋清辉：A股百元股数量缩水只有少部分长期坚挺警惕靠概念炒作,搜狐
907,2021-05-14,23股获券商买入评级 北京利尔目标涨幅达99.54%,Wind
908,2021-05-14,32股被“踢出”百元股群,北京商报
909,2021-05-13,较年初少了11只 百元股数量缩水,北京商报
910,2021-05-13,家电行业2020 年年报暨2021 年一季报总结：白电基本面持续复苏 新经济高景气依旧,新浪
911,2021-05-13,"石头科技现2笔大宗交易 共成交4,201.47万元",新浪
912,2021-05-13,石头科技今日大宗交易成交3.50万股，成交价1200.42元折价1.5%,Wind
913,2021-05-13,家电板块持续调整，美的、格力、海尔智家、石头科技、海信家电纷纷下滑,Wind
914,2021-05-13,银河证券：石头科技盈利能力维持高位且仍有增长空间，新品布局业绩可期,证券时报网
915,2021-05-12,"石头科技现7笔大宗交易 共成交8,770.06万元",新浪
916,2021-05-12,石头科技今日大宗交易成交4.45万股，成交价1149.81元折价7.0%,Wind
917,2021-05-12,家电行业2021年中期投资策略：夜阑新星闪 霞光待日出,新浪
918,2021-05-12,石头科技(688169)：业绩大幅增长 海外市场拓展顺利,新浪
919,2021-05-11,A股资金流向（5月11日）：周期股遭抛售，茅台重获资金青睐,Wind
920,2021-05-11,家电行业2020年年报2021年一季报综述：家电行业韧性充足 蕴积含势待春归,新浪
921,2021-05-10,回顾科创板智造：投入持续加码、业绩稳步上涨 上市超一年公司转板收益率达到近200%,新浪
922,2021-05-10,2021年年中主要宽基指数样本股调整预测：金山办公等5只科创板个股有望纳入沪深300,新浪
923,2021-05-10,石头科技(688169)：自有品牌表现亮眼 内外销增长可期,新浪
924,2021-05-10,家用电器行业：4月冰洗线上销售稳步增长,广发证券
925,2021-05-10,科沃斯、石头科技一季度业绩亮眼 清洁电器后期或持续增长,中国家电网
926,2021-05-10,中银证券：家电行业新兴品类景气延续，当前时点把握两条投资主线,证券时报网
927,2021-05-10,石头科技：业绩增速放缓 巨额减持待消化 盈利能力下降,新浪
928,2021-05-10,【太平洋机械】机械行业周报20210509：服务机器人企业业绩亮眼，看好龙头企业持续成长,太平洋机械大讲堂
929,2021-05-10,石头、科沃斯谁更强？营收差距大，利润已接近,中国家电网
930,2021-05-09,财报看机器人公司的2020年：理想很丰满，现实很骨感,GPLP犀牛财经
931,2021-05-08,深度*行业*家电行业2020年报21Q1季报总结：必选家电需求回升 新兴品类景气延续,新浪
932,2021-05-08,小米产品出货量骤降34.3%，华米科技正在摆脱“小米依赖症”,36氪
933,2021-05-08,石头科技(688169)2020年报&2021Q1点评：自主品牌占比提高 扫地机器人行业维持高景气度,新浪
934,2021-05-07,机会来了！这些公司有望调入沪深300、上证50指数,Wind
935,2021-05-07,先进制造行业周报：海水提铀技术中长期发展规划正式发布,新浪
936,2021-05-07,获奖无数的石头科技，智能扫地机器人行业领头羊,砍柴网
937,2021-05-07,家电行业2021年中期策略报告：“成本指数”理性看涨价 紧盯两大优质赛道,新浪
938,2021-05-07,家用电器行业：2020年行业稳健增长 Q1整体表现优异,广发证券
939,2021-05-07,石头科技(688169)：自主品牌表现靓丽 产品＋市场＋品牌多维,新浪
940,2021-05-07,家电板块午后扩大跌幅，海尔智家、石头科技领跌,Wind
941,2021-05-07,石头科技(688169)：一季报业绩表现超预期 商用清洁机器人上线,新浪
942,2021-05-07,家电行业2020年年报及2021年一季报总结：花期芬芳 静待硕果,西南证券
943,2021-05-07,【银河家电李冠华】行业动态 2021.4丨Q1业绩高增，基金重仓持股下降,中国银河证券研究
944,2021-05-07,安信研究|晨会在线20210507,安信证券研究
945,2021-05-07,【家电-张立聪】Q1基金重仓家电比例回落，格力海尔获得增配,安信证券研究
946,2021-05-07,2020年非金融类公司投资收益占比创历史新高,证券时报
947,2021-05-06,2021Q1家用电器板块基金持仓分析：白电超配地位延续 新兴小家电受青睐,新浪
948,2021-05-06,国信证券维持石头科技买入评级，2020年年报及2021年一季报点评，近期获9份券商研报关注，目标均价涨幅29.61%,每日经济新闻
949,2021-05-06,石头科技(688169)：自主品牌表现强劲 盈利能力保持稳定,新浪
950,2021-05-06,机械行业周报：4月PMI为51.1% 回落0.8个百分点,渤海证券
951,2021-05-06,中国成为全球最大的扫地机器人市场，仅是因为年轻人太懒？,中国家电网
952,2021-05-06,券商策略：智能制造有望成为新主线 短期注重防风险,财联社
953,2021-05-06,5月A股结构博弈加剧 关注三条主线及个股,财联社
954,2021-05-05,十大券商策略：智能制造有望成为新主线 机构建议关注这些个股,财联社
955,2021-05-05,中国人偏爱扫地机器人,36氪
956,2021-05-04,扫地机器人的故事，石头科技还能讲多久？,创业邦
957,2021-05-01,A股盈利榜：净资产收益率降至十年新低，休闲服务行业受疫情冲击最严重，ROE新冠军诞生,证券时报网
958,2021-05-01,石头科技高毛利率揭秘：技术含量与产品设计为支撑,中国网
959,2021-05-01,华金证券维持石头科技增持评级：外销高景气，看好公司发展前景,每日经济新闻
960,2021-04-30,石头科技2020年营业收入45.30亿元 净利润13.69亿元,TechWeb
961,2021-04-30,西南证券维持石头科技买入评级：外销增速亮眼，盈利能力大幅提升,每日经济新闻
962,2021-04-30,石头科技2020年成绩单出炉 自主品牌攻城略地 归母净利同比大涨75%,红周刊
963,2021-04-30,石头科技(688169)：业绩表现强劲 持续高增长可期,新浪
964,2021-04-30,科沃斯VS石头科技：股价双双刷新历史高点，公募态度迥异,第一财经
965,2021-04-30,【方正家电】石头科技2020年&21Q1财报点评：Q1超预期，海外高成长,家电研究札记
966,2021-04-30,A股主力资金流向（4月30日）：医药股获资金爆买,Wind
967,2021-04-30,德邦证券维持石头科技买入评级：Q1业绩超预期，产品驱动销售、淡季取得佳绩,每日经济新闻
968,2021-04-30,石头科技股价稳居A股第二 业绩是理由 技术是基础,金融界
969,2021-04-30,从石头科技Q1财报，管窥国内科技企业出海的商业逻辑,经济观察报
970,2021-04-30,一季报营收11.12亿元，石头科技这颗“顽石”正在“疯狂”生长!,中国家电网
971,2021-04-30,华创家电秦一超丨石头科技：自主品牌崛起，盈利能力持续提升,一超家电研究
972,2021-04-30,【太平洋机械】石头科技(688169)公司点评：21年一季度利润高速增长，海外市场持续发力,太平洋机械大讲堂
973,2021-04-30,石头科技公布2020年度财报，营收大幅放缓,Ofweek
974,2021-04-30,安信证券维持石头科技买入评级：扫地机外销景气度较高，Q1收入业绩超预期,每日经济新闻
975,2021-04-30,受益284项专利，这家中关村高新企业利润增150%,北京日报
976,2021-04-30,石头科技2020年营收大幅放缓，被多名消费者投诉质量问题 产品问题,DoNews
977,2021-04-30,石头科技2020年营收45.3亿元 净利润13.69亿元,新浪
978,2021-04-30,石头科技年度报告：业绩四连升 海外收入猛涨超221%,快科技
979,2021-04-30,石头科技2020年度净利润为13.69亿元 同比增长74.92%,北京商报网
980,2021-04-30,石头科技2020营收净利双增长，海外收入涨超221%,中国家电网
981,2021-04-30,【牛人重仓】石头科技:前复权价创历史新高，今日资金流入3651.67万元，融资余额22361.75万元；前3个交易日，融资额增加117.78万元，主力资金净流入1865.54万元,每日经济新闻
982,2021-04-30,科技和消费板块炙手可热 机构解码“擒牛术”,中证网
983,2021-04-30,石头科技：2020年净利润约13.69亿元 同比增长74.92%,每日经济新闻
984,2021-04-29,石头科技(688169.SH)一季度归母净利同比增长151%至3.15亿元,智通财经
985,2021-04-29,石头科技(688169.SH)年度归母净利同比增长75%至13.69亿元 拟10派20.55元,智通财经
986,2021-04-29,晚间重要公告2021年4月29日星期四,Wind
987,2021-04-29,石头科技(688169.SH)2020年度净利润升74.92%至13.69亿元拟10派20.55元,格隆汇
988,2021-04-29,石头科技(688169.SH)一季度净利润升150.81%至3.15亿元,格隆汇
989,2021-04-29,石头科技一季度净利同比增长151% 年报拟10派20.55元,上证报
990,2021-04-29,石头科技：2020年实现净利润13.69亿元 海外收入猛涨221%,中证网
991,2021-04-29,业绩快报丨石头科技2020年营收45.3亿元，同比增长7.7%,36氪
992,2021-04-29,石头科技：2020年净利润同比增长74.92%,Wind
993,2021-04-29,石头科技：一季度净利润3.15亿元 同比增长151%,新浪
994,2021-04-29,石头科技：一季度营收11.12亿元，同比增长82.01%,36氪
995,2021-04-29,石头科技：一季度净利3.15亿元 同比增151%,e公司
996,2021-04-29,石头科技：石头时代及其他5名股东累计减持2.68%股份，减持时间过半 减持股份,Wind
997,2021-04-29,石头科技：一季度净利润同比增长150.81%,Wind
998,2021-04-29,【牛人重仓】石头科技:前复权价创历史新高，今日资金流入612.92万元，融资余额21861.17万元；前3个交易日，融资额增加-1261.99万元，主力资金净流入1851.07万元,每日经济新闻
999,2021-04-28,A股共发生115宗大宗交易成交88.64亿元（4月28日）,Wind
