,2021-12-31,国君固收：银行转债的投资策略,Wind
1571,2018-08-06,银行板块拉升护盘 成都银行领涨,腾讯网
1572,2018-08-06,"成都银行:负债端表现优于同业,关注资产质量改善趋势",证券之星
1573,2018-07-31,[增持评级]银行业周报：积极财政重在基建 非标通道面临重启,中财网
1574,2018-07-31,成都银行广安分行履行客户身份识别现违法 遭央行处罚,中国经济网
1575,2018-07-30,成都银行广安分行违规被罚20万,财经网
1576,2018-07-30,[跟随大市评级]银行业周报：政策释放宽松信号 银行开启估值修复,中财网
1577,2018-07-25,次新银行股午后异动,Wind
1578,2018-07-23,成都银行龙虎榜数据（7月23日）,Wind资讯
1579,2018-07-23,军工板块出现涨停潮 实体中阳助指数企稳补涨,证券之星
1580,2018-07-23,巨丰收评：权重股轮动推升指数,巨丰财经
1581,2018-07-23,疫苗or金融？不要试图开辟新战场坚守主线不动摇,巨丰财经
1582,2018-07-23,巨丰午评：金融军工联袂上攻,巨丰财经
1583,2018-07-23,【异动股】银行板块集体走强 成都银行(601838-CN)涨停,财华社
1584,2018-07-23,快讯：银行股集体走强 成都银行涨停,新浪
1585,2018-07-23,银行股拉升 成都银行盘中涨停,e公司
1586,2018-07-23,银行股再度发力，成都银行两连板,Wind
1587,2018-07-23,大参考：第三批混改试点企业名单将公布 关注地方国企,巨丰财经
1588,2018-07-20,龙虎榜：金融股暴涨机构却无热情 一股跌停后被游资顶上,巨丰财经
1589,2018-07-20,四只银行涨停！超跌叠加预期改善，银行股长阳托市,Wind
1590,2018-07-20,银行股集体拉升 成都银行涨停招商银行涨近5%,证券时报网
1591,2018-07-20,银行板块大涨 成都银行涨停,e公司
1592,2018-07-20,快讯：银行板块集体拉升全线飘红 成都银行涨停,新浪
1593,2018-07-20,午后银行板块发力 龙头成都银行直线封涨停,金融界
1594,2018-07-20,成都银行涨停 领涨银行板块,证券之星
1595,2018-07-20,银行股领衔金融板块全线走强，上证综指涨1%收复2800点,Wind
1596,2018-07-20,金融板块悄然发力，招商银行、成都银行涨超4%,Wind
1597,2018-07-16,[中性评级]银行行业周报：贷款量价齐升 债转股助力资产质量整体可控,中财网
1598,2018-07-04,[同步大市-A评级]2018年银行中报前瞻,中财网
1599,2018-06-28,关于公布能力建设水平测试获证学员名单的通知,银行间市场协会
1600,2018-06-27,次新银行股集体发力，江阴银行大涨5%,Wind
1601,2018-06-13,逾60金融公司角逐影响力TOP榜:谁是你最佳理财帮手？,新浪
1602,2018-06-13,资本充足率红线催逼 19家银行排队IPO亟待补血,21世纪经济报道
1603,2018-06-12,巨丰早评：筑底是个漫长的过程,巨丰财经
1604,2018-06-11,巨丰收评：大盘缩量阴跌 股指创调整新低,巨丰财经
1605,2018-06-11,巨丰早评：熬过利空便是晴天,巨丰财经
1606,2018-06-08,成都银行南充分行违法上报信贷信息 遭央行处罚,中国经济网
1607,2018-06-01,快讯：银行板块快速拉升 成都银行等多股走强,新浪
1608,2018-05-28,[增持评级]银行行业点评报告：“流动性管理办法”测算及银行的行为变化跟踪,中财网
1609,2018-05-22,快讯：银行板块异动 成都银行涨超2%,新浪
1610,2018-05-22,次新银行股异动,Wind
1611,2018-05-15,和信投顾：银行业——总体增长中体现分化特征,中金在线
1612,2018-05-07,金融类川股收获“大年” 成都银行净赚逾38亿,金融投资报
1613,2018-05-05,2017年巨亏25.11亿元 重组中的中弘股份前途未卜,华夏时报
1614,2018-05-04,8只川股新丁比拼业绩 成都银行吸金近40亿颜值最高,金融投资报
1615,2018-05-03,社保、QFII持仓变化大 成长性是永恒主题,金融投资报
1616,2018-05-02,巨丰热点：资管新规落地 金融股盘中活跃,巨丰财经
1617,2018-05-01,成都银行助力蓉城人才事业发展 为“蓉漂”提供专属金融服务,证券日报
1618,2018-04-26,上市后首发一季报：成都银行不良率下行至1.68%,21世纪经济报道
1619,2018-04-26,成都银行：一季度净利润同比增20.45%,Wind
1620,2018-04-26,成都银行：2017年净利润同比增51.64%,Wind
1621,2018-04-25,成都银行：年报净利超39亿元 同比增逾五成,e公司
1622,2018-04-18,巨丰热点：央行降准1% 金融股呈现活跃,巨丰财经
1623,2018-04-10,银行股全线拉升，上证综指涨幅扩大,Wind
1624,2018-04-10,中弘控股：公司以及王永红银行存款被依法执行冻结,财经网
1625,2018-03-20,【平安重点】成都银行*601838*根植西部区域规模领先，不良改善现业绩拐点*中性,平安研究
1626,2018-03-19,平安研报20180319,平安研究
1627,2018-03-19,[强于大市评级]银行行业研究周报：工具创新缓释资本压力 板块安全边际高,中财网
1628,2018-03-15,十大异动股点评：国企改革有望迎来暖春 洛阳玻璃封涨停,巨丰财经
1629,2018-03-07,巨丰热点：贷款拨备率下调 商业银行受益走强,巨丰财经
1630,2018-03-07,银监会下调拨备红线，银行股全线飘红,--
1631,2018-03-07,银行股开盘全线飘红 成都银行涨近4%,证券时报网
1632,2018-03-07,快讯：银行板块活跃 成都银行涨近4%,新浪
1633,2018-03-05,16家银行业绩快报出炉 中小行增速领先股份行,财界网
1634,2018-03-02,次新银行股盘中拉升，张家港行涨3%,Wind
1635,2018-02-27,次新股板块全面上涨 六股腾飞在即现良机,证券日报
1636,2018-02-27,16家上市银行业绩先睹为快 国有大行集体“雪藏”成绩单,证券日报
1637,2018-02-22,银行、保险等金融板块走强 成都银行涨超4%,证券时报网
1638,2018-02-22,成都银行首发上市 2017业绩大增激活西部动能,投资者报
1639,2018-02-18,宋清辉：城商行是金融体系中潜在风险点,搜狐
1640,2018-02-14,今日14只A股跌停 采掘行业跌幅最大,证券时报
1641,2018-02-14,机构最近都在买哪些股？,证券时报
1642,2018-02-12,次新银行股午后快速拉升 成都银行涨超5%,证券时报网
1643,2018-02-12,快讯：金融股午后异动 成都银行涨幅过5%,中国网
1644,2018-02-12,快讯：次新银行板块午后异动拉升 成都银行直逼涨停,新浪
1645,2018-02-12,【中信建投银行杨荣】银行业周报104期：《流动性波动致股价调整，17年ROE在持续下降》,eResearch杨荣团队
1646,2018-02-12,次新银行股异动拉升,Wind
1647,2018-02-10,最新成都银行住房贷款还款说明和常见问题汇总（成都）,银行信息港
1648,2018-02-10,主力资金汇聚次新游资“冒死”闯乐视网,财富动力网
1649,2018-02-09,机构近期抢筹这36股 你跟吗?,证券时报
1650,2018-02-09,巨丰早评：A股反弹再现迷雾,巨丰财经
1651,2018-02-08,A股蓝筹玩“闪崩”，警惕流动性衰竭,第一财经
1652,2018-02-08,巨丰复盘：上证50折戟致沪指创阶段新低,巨丰财经
1653,2018-02-08,数据王：近100亿资金出逃银行金融板块 谁在大量抄底？,巨丰财经
1654,2018-02-08,今日沪指跌1.43% 银行行业跌幅最大,证券时报
1655,2018-02-08,银行股持续走低 成都银行跌超8%,证券时报网
1656,2018-02-08,大金融股走势疲软，中信银行跌逾5%,Wind
1657,2018-02-08,掘金龙虎榜 33股近期获机构净买入,证券时报
1658,2018-02-08,成都银行打开一字涨停 累计上涨133.62%,证券时报
1659,2018-02-08,银行板块开盘杀跌 成都银行大跌4%,证券之星
1660,2018-02-08,多只新股开板,Wind
1661,2018-02-07,游资一拥而上 抢筹新股成都银行,每日经济新闻
1662,2018-02-07,2月7日A股龙虎榜揭秘，机构抢筹10股,--
1663,2018-02-07,龙虎榜揭秘：敢死队大肆抢筹9股抛售5股 机构抛售3股,证券之星
1664,2018-02-07,成都银行龙虎榜数据（2月7日）,Wind资讯
1665,2018-02-07,今日主力资金流入、流出个股盘点（2月7日）,证券时报网
1666,2018-02-07,巨丰资金流向：市场风向转移 科技股成新宠,巨丰财经
1667,2018-02-07,涨停揭秘：创业板迎超跌反弹 次新股呈现涨停潮,巨丰财经
1668,2018-02-07,巨丰收评：上证50指数补跌 创业板超跌反弹,巨丰财经
1669,2018-02-07,巨丰早评：大跌之后将出现反弹,巨丰财经
1670,2018-02-06,成都银行龙虎榜数据（2月6日）,Wind资讯
1671,2018-02-06,巨丰复盘：A股随外围暴跌现恐慌式下跌 创业板跌破前期低点,巨丰财经
1672,2018-02-06,涨停揭秘：市场暴跌引发恐慌抛压 创业板创3年调整新低,巨丰财经
1673,2018-02-06,龙虎榜揭秘！机构最青睐28只个股,证券时报网
1674,2018-02-06,巨丰热点前瞻：市场结构性筑底过程望延续,巨丰财经
1675,2018-02-06,巨丰早评：大盘调整为春节行情蓄势,巨丰财经
1676,2018-02-05,巨丰复盘：中央1号文件遭爆炒 金融股周期股合力促指数反弹,巨丰财经
1677,2018-02-05,巨丰资金流向：蓝筹股带动市场反弹 银行板块领涨,巨丰财经
1678,2018-02-05,银行股领涨两市，沪指收复20日线,第一财经
1679,2018-02-05,涨停揭秘：金融股盘中走强带动市场反弹 农业板块受青睐,巨丰财经
1680,2018-02-05,巨丰收评：绩优股仍是反弹主力,巨丰财经
1681,2018-02-05,银行板块集体上涨 成都银行再迎涨停,和讯
1682,2018-02-05,巨丰热点：银行板块全线活跃 成都银行涨停,巨丰财经
1683,2018-02-05,资产质量改善，上市银行业绩向好,中证报
1684,2018-02-05,两机构撤离成都银行,中证报
1685,2018-02-02,宁波银行跻身“万亿俱乐部”，15家上市银行公布业绩快报 | 愉见财经,和讯
1686,2018-02-01,2月1日A股龙虎榜揭秘，机构净卖出7股,--
1687,2018-02-01,涨停揭秘：沪深两市宽幅震荡 多股遭遇闪崩潮,巨丰财经
1688,2018-02-01,成都银行涨停 领涨银行板块,证券之星
1689,2018-02-01,快讯：银行板块早盘异动拉升 成都银行涨停,新浪
1690,2018-02-01,成都银行总市值居上市川企第七位,金融投资报
1691,2018-01-31,六年三度冲击IPO终成正果 成都银行首秀涨幅44%,北京商报网
1692,2018-01-31,成都银行：稳健行远深耕区域 成就西部前列城商行,经济观察报
1693,2018-01-31,1月31日A股龙虎榜揭秘，机构抢筹8股,--
1694,2018-01-31,巨丰复盘：大盘在20日均线获得支撑 上证50大涨超1%,巨丰财经
1695,2018-01-31,蓝筹救市沪指微幅飘绿，小盘股走弱创业板跌近3%,第一财经
1696,2018-01-31,成都银行挂牌上市大涨 涨幅为44.06%,股城网
1697,2018-01-31,巨丰收评：大盘急跌基本到位 后市将箱体震荡,巨丰财经
1698,2018-01-31,成都银行1月31日正式登陆A股,中证报
1699,2018-01-31,今日20只A股封板 食品饮料行业涨幅最大,证券时报
1700,2018-01-31,成都银行首次公开发行A股上市仪式 在上海证券交易所举行,金融投资报
1701,2018-01-31,成都银行靓丽财报下的“隐疾”：不良贷款增长13.3% 股东部分股份被冻结,华夏时报
1702,2018-01-31,成都银行挂牌上市首日 早盘股价大涨44%,每经网
1703,2018-01-31,成都银行今日上证所挂牌上市，2017年净利润预增超51%,澎湃新闻
1704,2018-01-31,1月31日新股申购与交易提示,中证报
1705,2018-01-31,新股发行与上市一览（1月31日）,Wind
1706,2018-01-31,今天一家业绩逆天的银行股上市会有多少个涨停板？,顶尖财经网
1707,2018-01-31,成都银行上市前大逆转：净利润增速高达52% 将挂牌,证券时报
1708,2018-01-31,三进两出IPO队伍 成都银行终挂牌上市,证券时报
1709,2018-01-31,成都银行敲响A股上市钟声 乘资本之翼舞向发展新高度,每经网
1710,2018-01-30,【新股信息】1月31日 养元饮品申购，中源家居缴款，成都银行上市,银河股票资讯
1711,2018-01-30,成都银行上交所上市 上市后股价走势引关注,股城网
1712,2018-01-30,成都银行支持“一带一路”建设超200亿元,证券之星
1713,2018-01-30,成都银行明日上市 定位分析,证券时报网
1714,2018-01-30,780838成都银行1月31日上市 601838上市定位分析,银行信息港
1715,2018-01-30,成都银行1月31日上市 发行价格6.99元,中金在线
1716,2018-01-30,成都银行打头炮 2018年或是银行上市“大年”,南都报
1717,2018-01-30,成都银行2017年盈利39亿元 同比增逾五成,中证报
1718,2018-01-30,15家上市银行年报出炉：净利增速最快属贵阳银行,证券时报
1719,2018-01-29,成都银行2017年业绩快报：净利润增长51.69%,中国网
1720,2018-01-29,成都银行：2017年净利39亿元 同比增逾5成,e公司
1721,2018-01-29,成都银行31日在上交所上市,中证报
1722,2018-01-29,成都银行：2017年净利润39.09亿元，同比增长51.69%,Wind
1723,2018-01-29,聚焦“三农” 成都银行全面助力农村金融改革,证券之星
1724,2018-01-21,周末要闻2018年1月21日星期日,--
1725,2018-01-19,成都银行中签号出炉 中签号码共325103个,股城网
1726,2018-01-19,成都银行申购延后因指标太高 偿还端吃紧融资额拉升,投资时报
1727,2018-01-19,施耐德电气以专业和远见助力成都银行规划打造新一代可验证型数据中心,中自网
1728,2018-01-19,成都银行601838中签号查询（已更新）,银行信息港
1729,2018-01-19,成都银行践行“亲民、便民、惠民”以切实行动回馈广大客户,证券之星
1730,2018-01-19,新股成都银行780838中签号出炉 成都银行601838中签号查询,财富动力网
1731,2018-01-19,成都银行网上发行中签号出炉,中证报
1732,2018-01-18,成都银行中签号出炉 共325103个,证券之星
1733,2018-01-18,新股成都银行601838中签号共有325103个,银行信息港
1734,2018-01-18,成都银行新股中签号出炉 19日缴款,腾讯网
1735,2018-01-18,成都银行网上申购中签结果出炉 中签号码共有325103个,中金在线
1736,2018-01-18,成都银行中签号出炉 共32.51万个,e公司
1737,2018-01-18,甘肃银行今在香港交易所挂牌上市，为西北地区首家上市银行,澎湃新闻
1738,2018-01-18,新股成都银行601838中签号查询 780933中签号多少？,银行信息港
1739,2018-01-18,5券商瓜分17家拟上市银行 学者呼吁严控同质银行IPO,和讯
1740,2018-01-17,成都银行最终中签率 科顺股份中签号出炉-更新中,中财网
1741,2018-01-17,成都银行：中签率0.1384%,Wind
1742,2018-01-17,今日新股申购：成都银行780838发行申购指南(股票代码601838),财富动力网
1743,2018-01-17,【打新】成都银行17日申购指南,国元证券订阅号
1744,2018-01-17,1月17新股申购与交易提示,中证报
1745,2018-01-17,成都银行逆势IPO申购在即 致力于走差异化发展之路,第一财经日报
1746,2018-01-17,【提示】成都银行今日申购，顶格申购需配市值108万元,Wind
1747,2018-01-17,早知道：5G研发第三阶段规范发布；菜鸟拟新建物流枢纽中心,e公司
1748,2018-01-17,成都银行今日申购,深圳商报
1749,2018-01-16,一波金融股IPO小高潮3家倒计时32家排队,顶尖财经网
1750,2018-01-16,【新股信息】1月17日 成都银行申购，美凯龙上市,银河股票资讯
1751,2018-01-16,新股研究：成都银行——能够复制当时张家港行的“辉煌”？,银行信息港
1752,2018-01-16,成都银行明天发行 发行数量为10.8万股,股城网
1753,2018-01-16,明日新股| 成都银行,股涨通
1754,2018-01-16,成都银行1月17日发行 申购上限10.8万股,证券时报网
1755,2018-01-16,1月17日一只新股发行 成都银行申购指南,和讯
1756,2018-01-16,成都银行1月17日申购宝典,金融界
1757,2018-01-16,601838成都银行1月17日申购指南 780838申购上限10.8万股,银行信息港
1758,2018-01-16,成都银行601838新股新股申购时间技巧,银行信息港
1759,2018-01-15,华西证券获IPO批文 股东现三大上市酒企身影,证券时报
1760,2018-01-14,这家拟上市券商股东看点多 占据白酒行业半壁江山,和讯
1761,2018-01-14,周末要闻2018年1月14日星期日,--
1762,2018-01-14,2017年报披露拉开帷幕 这些投资机会最靠谱,第一财经日报
1763,2018-01-14,成都银行：稳健行远深耕区域成就西部前列城商行,经济观察报
1764,2018-01-13,下周打新攻略：今年首只银行股将申购,银行信息港
1765,2018-01-13,打新攻略:顶格申购中签率最高的创业板公司将登场!,中财网
1766,2018-01-12,成都银行IPO发行“带病”向前冲：1家股东股权被司法拍卖，10家股东4.46亿股被质押,21世纪经济报道
1767,2018-01-12,IPO前夕成都银行18万股易手 诚达通高发行价1倍拍得,21世纪经济报道
1768,2018-01-12,成都银行IPO发行“带病”向前冲：1家股东股权被司法拍卖，18家股东4.46亿股被质押,21经济网
1769,2018-01-12,17家银行冲刺IPO大提速 两日内五银行更新招股书,21世纪经济报道
1770,2018-01-10,成都银行上市在即 IPO排队银行数目增至17家,大众证券报
1771,2018-01-08,金融：资金利率全线回落提估值 荐6股,中信建投
1772,2018-01-08,金融业有望成为今年IPO先锋,新金融观察
1773,2018-01-05,银行A股的2017：16家银行排队IPO 仅有成都银行过会,中金在线
1774,2018-01-04,银行IPO队伍扩容16家 再酿中小银行上市潮,21世纪经济报道
1775,2018-01-02,2017全年企业上市总费用195亿募集资金总额为2105亿,金融界
