,2021-12-31,盘点公募基金2021年十大事件,第一财经
1908,2021-08-16,什么情况？招行罕见违约，最新回应来了,证券之星
1909,2021-08-16,瑞银：予招商银行(03968)“买入”评级 目标价73.9港元,智通财经
1910,2021-08-16,华夏幸福债务余波波及5亿信托项目违约 代销机构招商银行称将最大限度维护客户利益 关联方问题,财联社
1911,2021-08-16,国信证券给予招商银行增持评级，2021年半年报点评，近期获8份券商研报关注，目标均价涨幅29.49%,每日经济新闻
1912,2021-08-16,招商银行回应代销信托产品违约：最大限度维护客户利益 关联方问题,中华网
1913,2021-08-16,招行回应代销5亿信托违约：将密切关注大业信托与债委会沟通情况,21世纪经济报道
1914,2021-08-16,野村：微升招行(3968.HK)目标价至82.45港元 评级“买入”,格隆汇
1915,2021-08-16,招商银行代销的大业信托·君睿15号项目违约,乐居财经
1916,2021-08-16,君睿15号信托计划违约？大业信托、招商银行双双回应,中新经纬
1917,2021-08-16,天风证券维持招商银行买入评级：业绩增速创近8年新高，拓客促活持续推进,每日经济新闻
1918,2021-08-16,招行回应代销信托产品违约：争取优先处置方案，最大限度维护客户利益 关联方问题,上证报
1919,2021-08-16,大业信托回应违约：系招行代销，按华夏幸福债委会节奏推进解决,Wind
1920,2021-08-16,招商银行：督促大业信托妥善解决信托利益分配问题,Wind
1921,2021-08-16,招商银行(600036.SH)：将督促主动管理方大业信托妥善解决信托利益的分配问题,格隆汇
1922,2021-08-16,银行业周报：银行中报表现优秀 行业估值有望修复,新浪
1923,2021-08-16,大业信托回应君睿 15 号信托计划违约：已加入华夏幸福债委会,ZAKER
1924,2021-08-16,【专栏】招商银行遭遇流量瓶颈,零壹财经
1925,2021-08-16,野村：重申招商银行(03968)“买入”评级 目标价微升至82.45港元,智通财经
1926,2021-08-16,截至2020年末，上市银行资产占行业82%,金融界
1927,2021-08-16,首批银行半年报出炉，招商银行、宁波银行净利润增速均超20%！,环球老虎财经
1928,2021-08-16,招商银行跌逾2% 机构：业绩增速创近8年新高 看好大财富管理战略,第一财经
1929,2021-08-16,【AH互动】招商银行(03968)中期溢利增20% 惟AH股均倒跌近2%,和讯
1930,2021-08-16,安信证券：维持招商银行(600036.SH)“买入-A”评级 目标价65.52元,智通财经
1931,2021-08-16,票据贴现表现不俗，招商银行上半年月均赚102亿元,电鳗快报
1932,2021-08-16,【券商聚焦】交银重申招行(03968)买入评级 指上半年手续费收入和资产质量出色,和讯
1933,2021-08-16,国信证券：维持招商银行(600036.SH)“增持”评级 财富管理领先优势加强,智通财经
1934,2021-08-16,罕见！“零售之王”招商银行信托违约，高达5亿元,证券之星
1935,2021-08-16,【中信建投银行杨荣】理财子产品发行指数周报第22期：《量价指数均环比提升，代销成为中收重要增长点》,eResearch杨荣团队
1936,2021-08-16,晨会聚焦210816重点关注三氯氢硅行业、银行、通信、化工、广汇能源、百度集团-SW、宁波银行、招商银行、宝胜国际,国信研究
1937,2021-08-16,业绩成绩单亮眼，股权变更完成，招联消金拿下“消金第一股”希望有多大？,搜狐
1938,2021-08-16,招行理财规模超工行：上半年理财产品余额为2.64万亿元,新浪
1939,2021-08-16,79股获券商买入评级，龙马环卫目标涨幅达79.71%,Wind
1940,2021-08-16,晨报0816 | 宏观专题、A股策略专题、中国中冶（601618）、华阳集团（002906）、招商银行,国泰君安
1941,2021-08-16,招商银行中期盈利611亿拨备计提减少六成 推进大财富管理非息收入贡献度超41% 盈利能力下降,长江商报
1942,2021-08-16,东亚前海晨会 | 8月16日,新浪
1943,2021-08-16,【中证盘前】A股史上最贵新股今日上市！招商银行上半年净利增逾22%；康希诺股东拟减持；广州不再审批新的学科类校外培训机构,中证报
1944,2021-08-16,本周股市三大猜想及应对策略,财富动力网
1945,2021-08-16,【山证早班车】山西证券：晨会纪要（20210816）,山西证券研究所
1946,2021-08-16,冷箭难防 “零售之王”信托代销首次面向自然人违约,全景网
1947,2021-08-16,信用卡业务“疫”立不倒 智能化年轻化成不二法门,全景网
1948,2021-08-16,招商银行股份有限公司 关于媒体报道的相关说明,证券日报
1949,2021-08-15,招商银行代销信托实质性违约 逾期未兑付波及私行自然人客户 关联方问题,新浪
1950,2021-08-15,数字化转型还能给银行释放多大生产力？,经济观察报
1951,2021-08-15,"重磅！招行信托代销首次面向自然人违约，事涉大业信托5亿""无抵押""项目！华夏幸福冲击余波仍在",证券时报
1952,2021-08-15,周末影响A股十大事件来了！,Wind
1953,2021-08-15,详解招商银行2021年半年报：增速靓丽向上，财富管理核心竞争力继续提升【中泰银行·戴志锋/邓美君/贾靖】,传统借贷vs新型金融
1954,2021-08-15,【中信建投金融】招商银行1H21点评：业绩超预期，财富+投行贡献提升，目标3倍PB,大金融研究
1955,2021-08-15,【浙商||银行】招商银行：龙头地位凸显，财富崭露峥嵘,大话金融
1956,2021-08-15,招商银行信托代销首次面向自然人违约，事涉大业信托5亿“无抵押”项目,Wind
1957,2021-08-15,华西证券维持招商银行买入评级：财富管理指标全面提升，营收和业绩释放提速,每日经济新闻
1958,2021-08-15,招行遭遇流量瓶颈,凤凰网
1959,2021-08-15,招行(03968.HK)中期纯利飙23%胜预期 不良贷款率降,财华社
1960,2021-08-15,招商银行增长乏力？月活用户开始减少 掌上生活日活峰值下降两成,新浪
1961,2021-08-15,招商银行(600036)：3.0模式加速 传统业务扎实,新浪
1962,2021-08-14,中报|招行信用卡2021年中期业绩，首家流通卡量破亿张,金融界
1963,2021-08-14,基金公司经营数据来了！这几家表现太亮眼,Wind
1964,2021-08-14,基金公司经营数据来了！这几家表现太亮眼,中国基金报
1965,2021-08-14,深度*公司*招商银行(600036)：财富收入高增 活期占比继续提升,新浪
1966,2021-08-14,招商银行半年报：经营净现金流同比减少97%，资本充足率小幅下降 盈利能力下降,中国经济网
1967,2021-08-14,招行银行2021年半年报点评：消失的200亿利润及大财富管理转型,雪球
1968,2021-08-14,单季营收增速创6年新高，上半年净利增超23%！招行提交上半年成绩单，32次提及大财富,证券时报
1969,2021-08-14,不愧“零售之王”！招行半年净利增超23％，单季营收增速创6年新高,腾讯网
1970,2021-08-14,上市公司正负面新闻2021年8月14日星期六,Wind
1971,2021-08-14,国内财经媒体头版2021年8月14日星期六,Wind
1972,2021-08-14,首批上市银行半年报出炉 招商银行宁波银行业绩报喜,上证报
1973,2021-08-14,上市银行半年报披露启幕 两家净利同比齐增逾20%,证券日报
1974,2021-08-14,格隆汇港股聚焦(08.13)︱招商银行上半年净利同比增长22.82%；腾讯控股下周三公布中期业绩,格隆汇
1975,2021-08-14,浙江洁美电子科技股份有限公司,中证报
1976,2021-08-13,智通港股公告精选︱(8.13) 招商银行中期归母净利同比增长22.82%至611.5亿元 营业净收入稳步增长,智通财经
1977,2021-08-13,上市银行首批半年报出炉！宁波银行收入猛增25%以上，招行直言下半年存款压力不减,华尔街见闻
1978,2021-08-13,首批两家银行中报亮相！净利润增速均超20% 业绩释放银行板块或迎估值修复行情,财联社
1979,2021-08-13,招行半年报：赚钱能力还是很强，但上半年房企贷款不良率猛增,第一财经
1980,2021-08-13,净利同比增幅超20%！招商银行、宁波银行披露上半年成绩单,中国证券网
1981,2021-08-13,招行竟跑赢工行，理财规模跃居市场第一，背后原因如何？,21金融圈
1982,2021-08-13,公告精选丨招商银行上半年业绩增长近23%，宏达新材董事长疑似失联,21世纪经济报道
1983,2021-08-13,代销市场风起！一家农商行的银行理财代销合作方数量竟高达90家,21世纪经济报道
1984,2021-08-13,招行大财富管理打出“三带二”，其他行：“要不起，过”,新浪
1985,2021-08-13,招行半年报：净利润同比增长逾22%，净利息收益率同比下滑 盈利能力下降,经济观察报
1986,2021-08-13,净利润增长23%！从两大关键指标看招行的二次转型 | 和讯曝财报,和讯
1987,2021-08-13,公告精选：美的集团回购方案实施完成；招商银行上半年净利同比增22.82%,e公司
1988,2021-08-13,晚间重要公告2021年8月13日星期五,Wind
1989,2021-08-13,招商银行公布半年报：净利润同比增22.82% 私人银行总资产突破3万亿元,每日经济新闻
1990,2021-08-13,招行上半年日赚净利3亿元：手续费净收入523亿占比创新高，房贷占比仍超标严重,搜狐
1991,2021-08-13,招商银行：上半年实现净利611.5亿元 持续打磨“银行3.0”模式,中证网
1992,2021-08-13,招商银行上半年净利润增长22.8%资本充足率下滑，房地产业不良双升,中华网
1993,2021-08-13,招行上半年净利611亿元，境内地产不良率上升至1.15%,南都报
1994,2021-08-13,打败国有行理财子，招银理财规模跃居市场第一，代销、托管收入大幅增长｜南财理财通,21世纪经济报道
1995,2021-08-13,招行上半年净利611.5亿增22.8%，不良贷款一升一降,澎湃新闻
1996,2021-08-13,招商银行(03968)：变更会计估计,智通财经
1997,2021-08-13,招行半年报披露令人意外一幕：房企贷款不良率大幅上升0.93个百分点 资产异常,21世纪经济报道
1998,2021-08-13,54家上市银行PK：工行科技投入最多 建行普惠余额最高,新浪
1999,2021-08-13,8月13日比亚迪、招商银行等10家公司公告出现利好,证券之星
2000,2021-08-13,招商银行上半年实现归母净利润611.5亿元 零售客户达1.65亿户,北京商报
2001,2021-08-13,晚间公告｜8月13日这些公告有看头,第一财经
2002,2021-08-13,【3968】招行半年赚612亿元人民币升22.8% | 头条金融网,头条日报
2003,2021-08-13,【港股通】招商银行(03968)中期归属公司股东净利润611.5亿元 净利息收入同比增9.32%(更新),和讯
2004,2021-08-13,【港股通】招商银行(03968)中期归属公司股东净利润611.5亿元 同比增长22.82%,和讯
2005,2021-08-13,太亮眼！招行上半年净赚611.50亿元 同比增长22.82%,上证报
2006,2021-08-13,招商银行：上半年净利润616.48亿元 同比增长23.1%丨中报快讯,乐居财经
2007,2021-08-13,招商银行(03968)中期归母净利同比增长22.82%至611.5亿元 营业净收入稳步增长,智通财经
2008,2021-08-13,"招商银行(03968.HK)：上半年，本集团资产总额88,858.86亿元",新浪
2009,2021-08-13,招商银行：3.0模式轮廓初显，一图看懂招行2021中期业绩,新浪
2010,2021-08-13,招商银行：上半年不良贷款率1.01%。,新浪
2011,2021-08-13,招商银行(600036.SH)半年度归母净利润升22.82%至611.5亿元 拨备覆盖率439.46%,格隆汇
2012,2021-08-13,招商银行：上半年净利润同比增22.82%,Wind
2013,2021-08-13,招商银行上半年净利611.5亿元 同比增22.82%,e公司
2014,2021-08-13,招商银行六项违规遭罚254万元 金融监管处罚,零壹财经
2015,2021-08-13,政采有“招”——招商银行政府采购供应商线上融资模式,金融界
2016,2021-08-13,金融产品宣传与实际不符，招商银行武汉分行存6项违规被罚254万,中华网
2017,2021-08-13,54家上市银行PK：邮储零售营收占比最大 工行科技投入最多,银行业协会
2018,2021-08-13,银行业协会：截至2020年末，54家中国上市银行总规模达到218.26万亿元，同比增速10.2%,金融界
2019,2021-08-13,银行行业：7月新增社融低于预期 居民和企业信贷投放走弱,新浪
2020,2021-08-13,中国银行业协会：截至2020年末54家中国上市银行总规模为218.26万亿元 同比增速10.2%,智通财经
2021,2021-08-13,【大行点评】美银上调招行目标价至40元 | 头条金融网,头条日报
2022,2021-08-13,54家上市银行资产规模在行业占比超82%,中国银行保险报
2023,2021-08-13,中银协发布2021上市银行报告 五大维度梳理54家上市银行经营成效,证券时报
2024,2021-08-13,法大大主办，《电子劳动合同订立指引》深度解读沙龙广州站、深圳站顺利落幕,凤凰网
2025,2021-08-13,银行业：银行业上半年利润高增 看好中报业绩催化,新浪
2026,2021-08-13,中国上市银行2020年业绩整体保持高质量增长——《中国上市银行分析报告2021》发布,银行业协会
2027,2021-08-13,【中信建投金融】招商银行深度：商行+投行+财富分部估值体系，目标估值3倍PB,大金融研究
