,2021-12-31,A股共发生154宗大宗交易成交34.19亿元（12月31日）,Wind
1005,2021-06-18,有机硅板块突掀涨停潮：乘半导体东风供给短缺致价格飙升,财联社
1006,2021-06-18,【股市收盘】有机硅板块持续拉升 锂电股再掀涨停潮,上海有色
1007,2021-06-18,A股收盘综述：沪弱深强态势明显，新能源产业链强势反包,Wind
1008,2021-06-18,427家机构组团调研2家公司！机构聚焦同一项目,Wind
1009,2021-06-18,【东吴电新】天赐材料：六氟和LIFSI大幅扩产，强化一体化战略和龙头地位,新兴产业汇
1010,2021-06-18,新能源车产业链午后持续拉升，蓝海华腾、华友钴业、天赐材料等先后涨停，长安汽,新浪
1011,2021-06-18,锂电股午后进一步拉升天赐材料、华友钴业等多股涨停,格隆汇
1012,2021-06-18,天赐材料拟15.62亿扩产电解液 另设合资公司投建磷酸铁项目,上海有色
1013,2021-06-18,【行情】锂电股午后持续走强，负极人气股中科电气涨幅扩大至13%，天赐材料、诺德股份均封涨停，星源材质、当升科技、璞泰来、蔚蓝锂芯、中国宝安等个股纷纷冲高,金十数据
1014,2021-06-18,产业研究周报：锂电池月度数据点评：5月动力电池装机量环比再度回升 LFP份额持续增长,新浪
1015,2021-06-18,钠电池板块大涨 天赐材料涨停,新浪
1016,2021-06-18,427家机构组团调研这两家公司 什么扩产项目这么火爆？,上证报
1017,2021-06-18,天赐材料(002709)：大幅扩张加深一体化布局 龙头地位稳固,华安证券
1018,2021-06-18,东吴证券维持天赐材料买入评级：六氟和LIFSI大幅扩产，强化一体化战略和龙头地位，目标价116元,每日经济新闻
1019,2021-06-18,解盘：科技股强势，半导体、IGBT、储能、大飞机领涨,Wind
1020,2021-06-18,东吴证券：天赐材料（002709.SZ）六氟和LIFSI大幅扩产，维持“买入”评级,智通财经
1021,2021-06-18,A股午盘综述：芯片板块保持热度，金融、周期股持续下探,Wind
1022,2021-06-18,披露扩产计划 天赐材料(002709.SZ)拉升逼近涨停,格隆汇
1023,2021-06-18,华安证券：天赐材料（002709.SZ）加深一体化布局，龙头地位稳固，维持“买入”评级,智通财经
1024,2021-06-18,电解液龙头突现10倍产能扩张，后续有何影响？|见智研究所,华尔街见闻
1025,2021-06-18,新能源板块快速拉升，天赐材料涨超5%,Wind
1026,2021-06-18,产能投放不及预期风险；下行需求增速放缓风险。,光大证券
1027,2021-06-18,天赐材料披露一系列扩产计划年产15万吨六氟磷酸锂项目预计2023年出货,财联社
1028,2021-06-18,【6.18锂电快讯】工信部对《纯电动乘用车技术条件》征求意见*天赐材料预计六氟磷酸锂价格有一定下跌风险,上海有色
1029,2021-06-18,A股早报2021年6月18日星期五,Wind
1030,2021-06-18,小K播早报！“十四五”显示产业规划政策将制定实施商汤科技A＋H上市,财联社
1031,2021-06-18,【银河电新】2021年中期策略丨乘“双碳”之风 新能源扬帆远航,中国银河证券研究
1032,2021-06-18,小K播早报！六大机构发布关于新型显示产业链的《合肥宣言》商汤科技A＋H上市,财联社
1033,2021-06-18,华安证券维持天赐材料买入评级：大幅扩张加深一体化布局，龙头地位稳固,每日经济新闻
1034,2021-06-17,【热点零距离】扩产电解液！今年以来股价涨幅约7成，天赐材料频获大额订单,财华社
1035,2021-06-17,天赐材料：随着扩产节奏加快 六氟磷酸锂价格有一定下跌风险,e公司
1036,2021-06-17,宁德时代、比亚迪等神仙打架 公募明星锁定新能源板块调研细分赛道龙头 诉讼纠纷,新浪
1037,2021-06-17,晚间重要公告2021年6月17日星期四,Wind
1038,2021-06-17,近一年最高涨幅100%！魔幻的新能源基金还能上车吗？,21世纪经济报道
1039,2021-06-17,天赐材料(002709.SZ)孙公司福鼎凯欣拟不超2000万元参与竞拍国有土地,智通财经
1040,2021-06-17,天赐材料(002709.SZ)：福鼎凯欣拟参与竞拍福鼎市店下镇地块满足其年产10万吨锂电池电解液项目建设需要,格隆汇
1041,2021-06-17,天赐材料(002709.SZ)：池州天赐拟吸收合并安徽天孚,格隆汇
1042,2021-06-17,天赐材料(002709.SZ)：拟使用募集资金对多家子公司增资以实施募集资金项目,格隆汇
1043,2021-06-17,天赐材料：投资建设年产6.2万吨电解质基础材料项目,Wind
1044,2021-06-17,天赐材料：以募集资金置换已预先投入募集资金投资项目自筹资金,Wind
1045,2021-06-17,天赐材料(002709.SZ)：拟投建年产6.2万吨电解质基础材料项目,格隆汇
1046,2021-06-17,天赐材料(002709.SZ)拟设立合资子公司投建年产30万吨磷酸铁项目(一期),智通财经
1047,2021-06-17,天赐材料：拟20.6亿元投建锂电材料项目,财联社
1048,2021-06-17,天赐材料(002709.SZ)：拟投资10.49亿元建年产15.2万吨锂电新材料项目,格隆汇
1049,2021-06-17,天赐材料：拟5亿元投建年产30万吨磷酸铁项目,财联社
1050,2021-06-17,中报业绩暴增股名单出炉，机构扎堆看好它们,Wind
1051,2021-06-17,中报业绩暴增股名单出炉，机构扎堆看好它们,证券时报网
1052,2021-06-17,跌停后股价开始回温！天赐材料拟定增募集超4亿布局锂电池业务,上海有色
1053,2021-06-17,化工行业2021年中期投资策略：周期品兼顾景气与成长 新材料布局需求端放量,广发证券
1054,2021-06-17,A股早报2021年6月17日星期四,Wind
1055,2021-06-17,每日理财观察：美联储按兵不动，点阵图暗示或提前加息,Wind
1056,2021-06-17,【民生证券研究院】晨会纪要20210617,MS研究
1057,2021-06-17,厌恶风险机构无情抛售多氟多 赵老哥偏爱短线博弈次新股,财富动力网
1058,2021-06-17,“抱团”龙头股集体下挫，A股回调缘于主动避险？,Wind
1059,2021-06-16,一则扩产消息带崩板块，六氟磷酸锂不香了？北向、机构资金“夺路而逃”,证券之星
1060,2021-06-16,氟化工龙头扩产这种电解液原料后：概念股普跌！北向、机构、游资跑步出逃,财联社
1061,2021-06-16,天赐材料非公开发行股份在深交所上市 布局电解液储能市场,证券日报网
1062,2021-06-16,电力设备及新能源行业：乘“双碳”之风 新能源扬帆远航,新浪
1063,2021-06-16,6万亿赛道突发跌停潮，光伏有色全线大跌，什么情况,Wind
1064,2021-06-16,龙虎榜|天赐材料跌停两机构合计卖出1.81亿元,科创板日报
1065,2021-06-16,跌停板解密：股指下探，多只前期强势股封跌停！（6月16日）,Wind
1066,2021-06-16,大盘回调加速 机构卖出力度加大,金融投资报
1067,2021-06-16,A股3连阴锂电板块重挫，北上资金却开始惜售,Wind
1068,2021-06-16,天赐材料龙虎榜数据（6月16日）,Wind
1069,2021-06-16,天赐材料今日跌停，深股通买入1.93亿元并卖出2.46亿元，两机构合计卖出,新浪
1070,2021-06-16,天赐材料跌停 机构资金净卖出,e公司
1071,2021-06-16,天赐材料跌停深股通、机构大举买入并卖出,第一财经
1072,2021-06-16,新能源车上游热门股今日批量跌停，机构大幅抛货,Wind
1073,2021-06-16,东吴证券--电气设备新能源行业周报：锂电龙头大单不断中报预计靓丽、光伏电价政策超预期【行业研究】,金融界股吧
1074,2021-06-16,2021年5月新能源车销量点评：中欧新能车渗透率创新高 LFP产量近三年来首超三元,新浪
1075,2021-06-16,A股收盘综述：新能源产业链批量跌停，创业板指下挫逾4%,Wind
1076,2021-06-16,锂电池概念遭遇重挫 天赐材料、华友钴业等跌停 连续下跌,证券时报网
1077,2021-06-16,“口腔爱马仕”时代天使首日上市，疯涨180%，张磊又赚大了,证券之星
1078,2021-06-16,【行情】宁德时代概念股午后持续走弱，天赐材料、长城汽车跌停，盛新锂能、长鹰信质、德方纳米跟跌 连续下跌,金十数据
1079,2021-06-16,发生了什么？创业板大跌，2000亿锂电双巨头跌停,Wind
1080,2021-06-16,"发生了什么？刚刚，创业板暴跌,2000亿锂电双巨头跌停，汽车股也崩了！""口腔爱马仕""首日疯涨180%",中国基金报
1081,2021-06-16,解盘：题材股分化，大基建、半导体、乡村振兴、IGBT略涨,Wind
1082,2021-06-16,A股午盘综述：新能源板块集体遭遇杀跌,Wind
1083,2021-06-16,特斯拉概念股集体重挫 机构：推荐三条主线丨牛熊眼,第一财经
1084,2021-06-16,锂电股全线下挫 天赐材料跌停 多氟多、华友钴业等多股跌超9% 连续下跌,上海有色
1085,2021-06-16,【行情】A股锂电板块跌幅进一步扩大，天赐材料、华友钴业、天际股份等多只个股跌停，上游资源股雅化集团、赣锋锂业、西藏矿业、盛新锂能均跌超6%,金十数据
1086,2021-06-16,电力设备及新能源行业周报：硅料价格或见顶 组件端弹性显着增大,华福证券有限责任公司
1087,2021-06-16,电气设备行业周报：新能源汽车5月销量保持高增 新能源上网电价政策超预期,新浪
1088,2021-06-16,锂电池板块早盘走低，天赐材料跌超9%，天际股份、多氟多、杭可科技、华友钴业,新浪
1089,2021-06-16,锂电电解液板块大幅杀跌，天际股份、天赐材料双双跌停,Wind
1090,2021-06-16,【异动股】固态电池板块下挫，天赐材料(002709.CN)跌10.0%,财华社
1091,2021-06-16,锂电股早盘全线走低天赐材料、天际股份双双跌停 连续下跌,第一财经
1092,2021-06-16,快讯：锂电股全线走弱天赐材料跌停 连续下跌,财联社
1093,2021-06-15,天赐材料(002709.SZ)：可行权的股票期权为55.0924万份,格隆汇
1094,2021-06-15,天赐材料(002709.SZ)：可行权的股票期权为213.7624万份,格隆汇
1095,2021-06-15,新能源汽车行业专题报告-新能源汽车及锂电系列之七：5月电池装机／电动车销量保持高增速,新浪
1096,2021-06-15,中小盘增发并购双周报：本期竞价定增平均收益率高达40.2%,新浪
1097,2021-06-15,电气设备行业周报：电动车数据超预期 光伏政策更市场化,新浪
1098,2021-06-15,电气设备行业周报：5月新能车渗透率加速提升 美国能源部发布锂电蓝图,华安证券
1099,2021-06-15,电力设备新能源行业周报：5月电动车销量高增长 发改委出台新能源电价政策,新浪
1100,2021-06-15,【民生研究】周观点汇总：景气度决胜负，把握中报窗口期,MS研究
1101,2021-06-15,【东吴晨报0615】【策略】【固收】【行业】电新、机械【个股】恩捷股份、宁德时代、亿纬锂能、智飞生物、安井食品,东吴研究所
1102,2021-06-14,华为AR即将登场，六氟磷酸锂一年涨三倍丨明日主题前瞻,第一财经
1103,2021-06-14,【民生研究】周观点汇总：五月份的社融大概率仍将下降，继续验证盈利周期已处顶部区域的判断,MS研究
1104,2021-06-14,华安证券维持天赐材料买入评级：定增落地助力发展，一体化布局深化盈利能力,每日经济新闻
1105,2021-06-14,国内电车渗透率升至12%，创历史新高 | 兴证电新 · 国内电车点评（孙帅、朱玥）,兴业电新
1106,2021-06-13,电气设备行业重大事项点评：国内第三大动力电池厂,新浪
1107,2021-06-13,5178点6周年，个股剧烈分化，茅台涨890%称王,Wind
1108,2021-06-12,【东吴电新】电动车5月销量点评：环比回升符合预期，自主车企及特斯拉表现亮眼,新兴产业汇
1109,2021-06-12,新能源板块行业信息点评：电动车景气度持续提升 渗透率达11.4%,新浪
1110,2021-06-12,六氟磷酸锂一年涨三倍，高景气刺激产能扩张,Wind
1111,2021-06-12,南方基金管理股份有限公司关于旗下基金获配天赐材料（002709）非公开发行A股的公告,中证报
1112,2021-06-11,宁德时代(300750)：加深车企战略合作 供应链合作加强 全球电池龙头全面加速,新浪
1113,2021-06-11,电力设备新能源行业月度深度报告：5月欧洲主要市场新能源汽车市场分析,新浪
1114,2021-06-11,揭秘送转股 132只除权以来股价上涨,证券时报网
1115,2021-06-11,百元股数量达163只，一日增加5只,证券时报网
1116,2021-06-10,天赐材料(002709.SZ)披露定增结果：UBSAG、南方基金及中信建投等参投,格隆汇
1117,2021-06-10,一文读懂最近最火的新能源基金,新浪
1118,2021-06-10,天赐材料：非公开发行后，董事长徐金富持股比例降至36.6376%,Wind
1119,2021-06-10,动力电池与电气系统系列报告(75)：铁锂电池快速增长 上游磷酸铁可能阶段性供给受限,新浪
1120,2021-06-10,电气设备行业-5月国内造车新势力销量点评：一线销量平稳 二线风头正盛,新浪
1121,2021-06-10,六氟磷酸锂年内涨幅近300%！ 供应紧张致相关企业纷纷加入“扩能”大战,上海有色
1122,2021-06-10,特斯拉重夺新能源车销量榜首 相关概念股飙涨丨牛熊眼,第一财经
1123,2021-06-10,129只送转股走出贴权走势,证券时报网
