,2021-12-31,一汽解放： 拓展商用车后市场 培育更多盈利增长点,发布易
1578,2018-03-15,一汽轿车：公司将全力打造爆款产品 今年计划上市一款全新SUV车型,e公司
1579,2018-03-14,汽车：新能源汽车高速增长 荐8股,中银国际
1580,2018-03-14,[中性评级]深度*行业*汽车行业周报：“两会”引领汽车行业新风向 1-2月汽车销量微增,中财网
1581,2018-03-07,公告精选：一汽与奥迪重组业务成立新公司；华信国际回应被接管传言不实；多家公司推高送转,每经网
1582,2018-03-07,汽车消费需求开始回升 六股腾飞在即掘金良机,证券时报
1583,2018-03-01,车企争相布局，共享汽车或将迎来持续爆发期,钛媒体
1584,2018-02-27,一文看懂2017宝武等钢企汽车板现状【转载】,长江钢铁
1585,2018-02-27,上市车企业绩分化加剧 长城、江铃利润腰斩,时代周报
1586,2018-02-26,[中性评级]深度*行业*汽车行业周报：2018年新能源补贴政策发布 新合资浪潮来袭,中财网
1587,2018-02-24,一汽集团内部发文否认董事长徐留平将就职工信部,Wind
1588,2018-02-14,2017年上市车企业绩预报盘点 海马和夏利亏损,金融界
1589,2018-02-14,【年终盘点】高层换防 困局求变 自主复兴 2017年一汽集团发生的那些大事儿,盖世汽车
1590,2018-02-13,媒体：中国汽车工业协会副会长吴绍明坠亡 原因不明,新浪
1591,2018-02-13,中国汽车工业协会副会长兼秘书长吴绍明跳楼去世,腾讯网
1592,2018-02-12,[中性评级]深度*行业*汽车行业周报：车市实现开门红 上海出台新能源补贴政策,中财网
1593,2018-02-12,"一汽轿车:业绩略低于预期,国企改革有望加速推进",南方财富网
1594,2018-02-12,[超配评级]汽车行业17年年报前瞻：增速放缓 增长确定性凸显,中财网
1595,2018-02-12,传统车企与新创企业争相布局 共享汽车风口来了？,中国汽车报
1596,2018-02-11,一汽轿车：1月份销量2.9万辆,e公司
1597,2018-02-11,[中性评级]2017年汽车行业年报前瞻：行业继续分化 业绩中规中矩 寻找优质资产,中财网
1598,2018-02-10,2017年上市乘用车业绩预报：上汽一家独大 夏利巨亏16.5亿,盖世汽车
1599,2018-02-09,年终盘点：2017年上市车企利润表现(图),爱卡汽车
1600,2018-02-08,无人驾驶规划正编制 交通强国纲要呼之欲出 9大概念股,中财网
1601,2018-02-08,2017年上市车企盈亏盘点 上汽成最大赢家 江淮、夏利前途未卜,和讯
1602,2018-02-07,上市车企发布业绩预告 马太效应越发明显,盖世汽车
1603,2018-02-06,【重磅！】德赛西威深度：核心客户优势转入纵横成长时代！（智联汽车系列公司深度之三）,申万宏源S全民全流量计算机话报
1604,2018-02-06,谁赚谁亏？19家上市车企年报预告及2018年新能源规划前瞻,盖世汽车
1605,2018-02-06,一汽联手易开布局共享汽车： 传统车企进军出行服务第二波,21世纪经济报道
1606,2018-02-05,奔驰、宝马、大众汽车集团为富不仁？德国工人大罢工示不满,Ofweek
1607,2018-02-05,2017年度车市财富榜 上汽领衔最赚钱企业,南都报
1608,2018-02-05,"汽车行业周报:2018年首批新能源推荐目录发布,1月重卡销量破9.8万辆",证券之星
1609,2018-02-02,新能源汽车行业周报：工信部表示将搭建积分交易平台,中财网
1610,2018-02-02,4家车企去年净利润预计下滑50% 安凯客车等3家车企陷亏损,证券日报
1611,2018-02-01,一汽入股摩拜紧盯共享汽车这块蛋糕？-第3页,金投网
1612,2018-02-01,几家欢喜几家愁，2017年度汽车企业业绩预告盘点,盖世汽车
1613,2018-02-01,汽车行业日报：无人驾驶汽车上路试运行,中财网
1614,2018-01-31,【会员资讯】一汽轿车与科力远新能源签署合作协议,中汽协
1615,2018-01-31,摩拜之后一汽携手易开布局共享出行,车质网
1616,2018-01-31,车企纷纷入资分时租赁平台 共享汽车成为新风口？,盖世汽车
1617,2018-01-31,一汽将使用科力远混动系统 首车2019年上市,盖世汽车
1618,2018-01-30,车企集体晒财报：有的净利润过百亿，有的靠卖资产获利,每日经济新闻
1619,2018-01-30,一汽轿车牵手科力远 先期定制开发HEV车型拟2019年上市,盖世汽车
1620,2018-01-30,作为新能源造车“后来者”，新特为何被视为弯道超车的“实力黑马”？,东北新闻网
1621,2018-01-30,一汽奔腾醒了，再见“呼兰河城”！ | 一汽兴！东北兴？,网易
1622,2018-01-30,沪深上市公司18年1月29日晚间上市公司重要公告,和讯
1623,2018-01-29,一汽轿车携手科力远 加码布局新能源汽车,e公司
1624,2018-01-29,科力远牵手一汽轿车,每日经济新闻
1625,2018-01-29,沪深两市晚间重要公告一览 最新利空、利好消息集锦,和讯
1626,2018-01-29,晚间重要公告2018年1月29日星期一,--
1627,2018-01-29,一汽轿车与科力远签署合作协议 拟定制开发一款HEV车型用于公共出行领域,e公司
1628,2018-01-29,一汽轿车预计2017年扭亏为盈 实现净利润3.2亿元同比增长134%,中国经营网
1629,2018-01-29,汽车：《电动汽车安全要求》等征求意见稿出台 荐7股,中银国际
1630,2018-01-29,新特汽车供应链全部完成定点 高效布局量产车驶入快车道,砍柴网
1631,2018-01-29,一汽轿车：销量增长23.8%，实现业绩扭亏为盈,Ofweek
1632,2018-01-29,一汽奔腾2017年销量大涨 将发布3款新车,车质网
1633,2018-01-29,传统车企与新创企业争相布局 共享汽车风口来了？,中国汽车报
1634,2018-01-29,多家车企净利同比下降超5成 一汽轿车预计扭亏为盈,证券日报
1635,2018-01-26,晚间重要公告2018年1月26日星期五,--
1636,2018-01-26,一汽轿车预计2017年净利2.6亿元至3.2亿元,金融界
1637,2018-01-26,一汽轿车：2017年将实现扭亏为盈,Wind
1638,2018-01-24,传统车企与新创企业争相布局 共享汽车风口来了？,中国汽车报
1639,2018-01-22,滴滴、美团、摩拜相继加入，共享汽车何时破局？,中国青年报
1640,2018-01-18,美股港股创新高，A股也会跟上吗？（1月18日）,银行信息港
1641,2018-01-16,江铃汽车豪举：累计现金分红将超90亿元，分红规模达融资额26倍,第一财经
1642,2018-01-16,房地产板块集体暴涨，没买的能追吗（1月16日）,银行信息港
1643,2018-01-16,知名企业纷纷加入 共享汽车何时破局？,Ofweek
1644,2018-01-16,共享汽车何时破局？运营成本高 目前未有企业盈利,中国青年报
1645,2018-01-16,摩拜、美团、滴滴加入 共享汽车何时破局,中国青年报
1646,2018-01-16,新特造车能否成“黑马”,北京商报
1647,2018-01-15,中小创大崩溃，是不是抄底的时机（1月15日）,银行信息港
1648,2018-01-15,SITECH新特公布“办公室计划” 布局全球化,中新网
1649,2018-01-15,无人驾驶9只概念股价值解析,中财网
1650,2018-01-15,巨丰早评：大盘构筑平台整理概率大,巨丰财经
1651,2018-01-15,一汽轿车强势涨停,中证报
1652,2018-01-15,两轮变四轮 摩拜试水共享汽车,新金融观察
1653,2018-01-14,全球投融资事件每周概览（1.8-1.14）,动点科技
1654,2018-01-13,一汽轿车入股摩拜试水共享汽车 但共享经济盈利很难,华夏时报
1655,2018-01-12,十大异动股点评： A股牛市前奏信号明显 今日四牛掀涨停潮,巨丰财经
1656,2018-01-12,一汽轿车龙虎榜数据(1月12日),Wind资讯
1657,2018-01-12,今天涨停的股票有哪些？1月12日股市涨停股揭秘分析,南方财富网
1658,2018-01-12,涨停揭秘：市场缩量反弹引分化 区块链再度获青睐,巨丰财经
1659,2018-01-12,巨丰收评：沪指冲击11连阳 创业板走势低迷,巨丰财经
1660,2018-01-12,汽车板块午后快速走强 一汽轿车涨停,证券时报网
1661,2018-01-12,“一汽系”个股集体拉升，一汽轿车涨停,Wind
1662,2018-01-12,汽车股表现活跃，一汽轿车涨逾7%,Wind
1663,2018-01-12,地产钢铁强势领涨，沪指早盘再收阳线,第一财经日报
1664,2018-01-12,一汽轿车(000800)动态点评：一汽轿车入股摩拜出行共享3.0时代如期而至,中财网
1665,2018-01-11,广证恒生：市场要闻点评第739期,广证恒生
1666,2018-01-11,牵手一汽、摩拜，新能源这张牌新特是怎么出的？,联合钢铁网
1667,2018-01-11,摩拜、红旗“加持” 投资者为何仍对一汽轿车反应冷淡？,盖世汽车
1668,2018-01-11,美团打车零抽成进入北京市场： 网约车再掀补贴大战,21世纪经济报道
1669,2018-01-10,红旗月均销量不足一千却豪言50万辆 现实很“骨感”,新京报
1670,2018-01-10,一汽轿车快速瞄准了准备玩跨界的摩拜单车,财界网
1671,2018-01-09,共享汽车来了！滴滴、摩拜等巨头入局，概念股上风口？,中证报
1672,2018-01-09,新红旗将推燃料电池车 销量瞄准50万,第一财经
1673,2018-01-09,“两轮”纷纷扩容至“四轮” 摩拜牵手一汽将擦出怎样的火花？,e公司
1674,2018-01-09,滴滴防守战：美团打车进京倒计时 一汽入股摩拜推共享汽车,经济观察网
1675,2018-01-09,[互动]一汽轿车透露摩拜已向其采购40台奔腾纯电动汽车,全景网
1676,2018-01-09,[上海证券]新三板汽车行业日报：一汽轿车拟入股摩拜,资本邦
1677,2018-01-09,还没盈利 摩拜单车拿什么来烧钱“共享汽车”？,金融界
1678,2018-01-09,共享汽车“原住民们”，一汽轿车“伙同”摩拜快打到你家门口了！,每日经济新闻
1679,2018-01-09,车企加速布局 共享汽车迎来“风口”,大众证券报
1680,2018-01-09,一汽轿车拟入股摩拜出行 或为提振奔腾车型整体销量,长江商报
1681,2018-01-09,大名鼎鼎的“摩拜单车”试水“共享汽车”,财界网
1682,2018-01-09,红旗今年上市首款EV纯电动车，明年将推自动驾驶量产车,Wind
1683,2018-01-09,87股获券商买入评级 广东鸿图目标涨幅达69.99%,Wind
1684,2018-01-09,一汽入股摩拜出行 共享汽车会像单车那样烧起来吗？,国际金融报
1685,2018-01-08,一汽轿车入股摩拜出行 纯电动车+共享汽车双驱模式布局未来出行,中国经营网
1686,2018-01-08,一汽、摩拜入黔 资源方成香饽饽,第一财经
1687,2018-01-08,一汽轿车增资入股摩拜出行 扭亏后试水多样化运营,和讯
1688,2018-01-08,摩拜出行获一汽轿车增资入股，摩拜与ofo要在共享汽车领域再开战？,和讯
1689,2018-01-08,汽车：成长与价值共舞 荐20股,中银国际
1690,2018-01-08,一汽新特摩拜合作 传统造车新创势力和出行平台各取所需,和讯
1691,2018-01-08,摩拜、滴滴、美团都已入局，共享汽车风口能否爆发？,和讯
1692,2018-01-08,一汽轿车牵手摩拜和新特电动汽车，组团大玩共享汽车 | 中国汽车报,中国汽车报
1693,2018-01-08,[中立评级]深度*行业*汽车行业2018年度投资策略：行业空间依旧广阔 成长与价值共舞,中财网
1694,2018-01-08,摩拜获一汽轿车增资入股 合作试水“共享汽车”,每经网
1695,2018-01-08,一汽轿车增资摩拜出行获10%股份入局电动汽车共享领域,高工锂电
1696,2018-01-08,替夫回国后，贾跃亭妻子甘薇发布了乐视部分债务解决方案 | 科技早报,第一财经
1697,2018-01-08,SITECH新特携手一汽轿车联合发展新能源汽车,中新网
1698,2018-01-08,SITECH新特、一汽轿车及摩拜的三方合作，能否为共享汽车打开新局面？,盖世汽车
1699,2018-01-08,一汽轿车与摩拜出行合作 布局移动出行新领域,股城网
1700,2018-01-08,为什么一汽入股后 摩拜正式共享汽车布局,车云网
1701,2018-01-08,1月8日科技早间新闻：甘薇发文称过去一周解决7.6亿元债务,金融界
1702,2018-01-08,一汽轿车来助力 摩拜出行或成共享单车龙头,证券日报
1703,2018-01-08,"新能源行业周报:一汽与新特、摩拜达成战略合作协议,加速布局共享汽车领域",中国网
1704,2018-01-08,早报：正版「吃鸡」手游开测 / Space X 启动神秘发射任务,爱范儿
1705,2018-01-08,大参考：十二部委共推煤企兼并重组 3股迎爆发契机,巨丰财经
1706,2018-01-08,台积电独家代工苹果A12 三星S9/S9+区别更大,太平洋电脑网
1707,2018-01-08,盘前有料丨《前任3》票房超预期 影视龙头性价比显现（附股）,证券时报网
1708,2018-01-08,8点1氪：铁总：今年春运火车票85%无需图片验证码；贾跃亭妻子：部分债务已解决；一汽轿车拟增资入股摩拜,36氪
1709,2018-01-08,苹果或因“降频门”损失 1600 万部 iPhone 销量，摩拜继续发力共享汽车，拿到一汽轿车增资 | 早 8 点档,动点科技
1710,2018-01-08,【中证盘前播报】摩拜联手一汽“试水”共享汽车；泰尔股份业绩盈转亏大变脸；赫美集团搞“股东回馈日”促销；美股连续三天创历史新高……,中证报
1711,2018-01-08,8日可能影响股价重要财经消息汇总（更新中）,中国基金报
1712,2018-01-08,1月8日早间利好消息汇总,证券时报
1713,2018-01-08,一汽轿车入股摩拜子公司,证券时报
1714,2018-01-08,巨丰早参：刘士余定调2018稽查执法,巨丰财经
1715,2018-01-08,猎云早报：一汽轿车增资摩拜出行；甘薇已解决7.6亿元债务；百度无人驾驶在美国试驾,猎云网
1716,2018-01-08,一汽轿车：拟增资入股摩拜出行 共享移动出行经验,中证报
1717,2018-01-08,公告透利好 一汽轿车等4股望涨停（附股）,和讯
1718,2018-01-08,将持10%股权齐谋共享汽车,证券日报
1719,2018-01-08,让一汽入股10%，摩拜为了共享汽车也是拼了,凤凰网
1720,2018-01-07,SITECH新特与一汽轿车签署合作协议，宣布联合生产新能源汽车,36氪
1721,2018-01-07,晚间重要公告2018年01月07日星期日,--
1722,2018-01-07,11大消息影响下周股市(点评+新股),金融界
1723,2018-01-07,一汽轿车拟增资入股摩拜出行 持股10%,中证报
1724,2018-01-07,周末重要公告集锦：一汽轿车拟增资入股摩拜出行,金融界
1725,2018-01-07,一汽入局摩拜共享汽车 参与贵安新区摩拜增资持股10%,澎湃新闻
1726,2018-01-07,涨停板早知道：七大利好明日有望发酵,新浪
1727,2018-01-07,公告精选：一汽轿车拟增资入股摩拜出行 财通基金拟减持首旅酒店不超6%股份,e公司
1728,2018-01-07,公告精选：一汽轿车拟增资入股摩拜出行 多家公司披露业绩预告,e公司
1729,2018-01-07,周末利好公告迎爆发 多股有望大涨,金融界
1730,2018-01-07,一汽轿车拟增资入股摩拜出行，增资后将持股权10% |寻找中国创客,新京报
1731,2018-01-07,一汽轿车入股摩拜出行 合作试水“共享汽车”,e公司
1732,2018-01-07,投资界快讯|一汽轿车：拟入股摩拜10%股份，将合作造车,投资界
1733,2018-01-07,1月7日晚间上市公司重要公告汇总！,网易
1734,2018-01-07,一汽轿车拟对摩拜共享汽车业务增资入股 持10%股权,网易
1735,2018-01-07,一汽轿车：拟增资入股摩拜出行，将持有摩拜出行10%股权,Wind
1736,2018-01-07,一汽轿车：拟增资入股摩拜出行 将持有摩拜出行10%股权,证券时报
1737,2018-01-06,一汽改革动作频频 备受质疑还是回归正轨？,中国经营网
1738,2018-01-02,基本面完美6股不买就赔大了,中财网
