,2021-12-31,金融科技破解西安医药企业资金难题，平安银行全力支持抗疫,凤凰网
1480,2021-07-27,平安银行今日大宗交易成交153.10万股，成交价17.76元溢价0.0%,Wind
1481,2021-07-27,中国银河维持银行业推荐评级：信贷高增+降准有助银行基本面改善，代销费率下调重塑理财业务格局,每日经济新闻
1482,2021-07-27,抄作业，不怀疑同学做的对错，是抄作业的基本道德,新浪
1483,2021-07-27,哪吒套卡发布，平安银行信用卡加码客户综合化经营,消费日报网
1484,2021-07-27,银行调降基金代销手续费：是“自断财路”还是“自我革新”,中国金融新闻网
1485,2021-07-26,银行-NCD发行利率再降 净融资额下降：银行债务融资周报(7.17-7.23),新浪
1486,2021-07-26,智通每日大行研报丨野村维持腾讯(00700)“买入”评级 中手游(00302)获招银国际看高至6.2港元,智通财经
1487,2021-07-26,平安银行信用卡“全城天天88”联合魔童哪吒 以“金融+国潮”促动全民消费,21世纪经济报道
1488,2021-07-26,银行行业研究周报：区域位置突出的城商行获基金逆势增持,新浪
1489,2021-07-26,大行评级|瑞信：维持中国平安(2318.HK)跑赢大市评级目标价100港元,格隆汇
1490,2021-07-26,大数据存储量达41ZB！有银行已“提炼”出数据能源,和讯
1491,2021-07-26,银行打折卖基金幕后：主推C类谋管理费,中国经营报
1492,2021-07-26,银行财富管理“混战”：人才争夺硝烟再起,中国经营报
1493,2021-07-26,瑞信：维持中国平安(02318)“跑赢大市”评级 目标价降9%至100港元 机构下调估值,智通财经
1494,2021-07-26,银行｜机构小幅减持，关注中报催化：基金持仓季度分析 减持股份,中信证券研究
1495,2021-07-26,【银河晨报】7.26丨聚焦业绩催化下的高景气板块,中国银河证券研究
1496,2021-07-26,中金：论银行降低申购费率的意义,中金点睛
1497,2021-07-25,为鼓励使用 ATM，银行官宣免去跨行取现手续费，线下网点只能吸引老年人？,ZAKER
1498,2021-07-25,利好！多家银行今日起暂免或下调ATM跨行取现费用，你的银行卡手续费降低了吗？,北京商报
1499,2021-07-25,银行工资逐年降低! 大行纷纷减员 辞职才是出路？ 员工变动,新浪
1500,2021-07-25,中国银河给予银行业推荐评级：银行公募持仓占比回落，差异化品种和优质城商行机构偏好较强,每日经济新闻
1501,2021-07-25,银行行业点评：房贷额度、利率与政策导向,新浪
1502,2021-07-24,喜报！平安银行斩获《亚洲银行家》13项大奖,钢企网
1503,2021-07-24,银行业点评2021Q2公募基金持仓数据点评：银行公募持仓占比回落 差异化品种和优质城商行机构偏好较强,新浪
1504,2021-07-24,根据上述图表信息，整体呈现出“银行规模领先、券商数量占优、独立销售机构后来居上”的竞争格局。,财联社
1505,2021-07-24,银行降低基金申购费是否“狼来了”？券商渠道申购费打折正扩散，代销基金价格战要打响了吗,金融界
1506,2021-07-24,银行的反击：祭出1折、0申购费 基金代销价格战开启,经济观察报
1507,2021-07-23,三亚银保监局：对平安银行三亚分行作出行政处罚，罚款100万元 金融监管处罚,Wind
1508,2021-07-23,平安银行获《亚洲银行家》杂志“亚太最佳零售银行”等13项奖项,中证网
1509,2021-07-23,"平安银行揽入9项零售大奖,“随身银行”助力零售转型2.0时代再出发",投资家
1510,2021-07-23,A股震荡下行超46亿外资暂时撤离，新能源产业链股遭大幅抛售,Wind
1511,2021-07-23,全方位宣传防范金融风险 “平安守护者行动”北京专场启动,中新网
1512,2021-07-23,【专栏】银行基金代销的“自我革命”：长尾用户的财富管理争夺战,零壹财经
1513,2021-07-23,员工异常行为排查不深入，平安银行被罚100万 金融监管处罚,中华网
1514,2021-07-23,银行行业：公募持仓大幅下降 关注业绩预期修正带来的配置机会,广发证券
1515,2021-07-23,18家千亿顶流基金公司调仓释放重要信息,Wind
1516,2021-07-22,【银华基金】交易日报 2021-07-22（内部）,新浪
1517,2021-07-22,“警企合作”走进社区 中国平安携手北京警方全方位宣传防范金融风险,财经网
1518,2021-07-22,多家银行打响基金代销战：申购费向互联网平台看齐,新浪
1519,2021-07-22,深度*行业*银行业2季度持仓点评：重仓比例环比回落 关注银行中报行情,新浪
1520,2021-07-22,手握2.6万亿巨资！基金经理规模榜单来了,Wind
1521,2021-07-22,TOP30基金手中的1.1万亿在二季度买了啥？9只个股二季度涨幅超100%,新浪
1522,2021-07-22,远洋40亿元平价收购红星地产“南移西拓”战略坚定执行,和讯
1523,2021-07-22,“平安守护者行动”北京专场启动 中国平安携手北京警方全方位宣传防范金融风险,北京商报
1524,2021-07-22,平安银行今日大宗交易成交200万股，成交价20.45元溢价0.34%,Wind
1525,2021-07-22,银行业【理财月刊】：6月新发产品业绩基准稳中微升 理财子产品供给角色逐步清晰,新浪
1526,2021-07-22,基金抱团50强出炉！顶流扎堆增持股曝光,Wind
1527,2021-07-22,大行评级|中金：料内地非货币基金规模及投资者数量将快速增长,格隆汇
1528,2021-07-22,打破金融服务数字鸿沟，银行积极布局“银发”金融,第一财经
1529,2021-07-22,“固收+”能手谭昌杰6年蜕变：打造契合理财替代需求的产品,中国网
1530,2021-07-22,主动偏股基金的银行持仓分析：21Q2基金银行持仓有何变化？,新浪
1531,2021-07-22,银行行业21H金融板块持仓：东方财富获增持 多数个股遭减配,新浪
1532,2021-07-22,谢治宇二季度调仓路线图：加码海尔智家，撤退中国平安，新进万华化学,21世纪经济报道
1533,2021-07-22,A股融资融券日报：两融余额增加100.15亿元（7月21日）,Wind
1534,2021-07-22,【银行】业绩快报陆续出炉，中报行情可期——银行业周报——看好,渤海证券研究
1535,2021-07-22,基金顶流压轴出场！仓位新低、重仓换血，未来咋走？,Wind
1536,2021-07-22,张坤、萧楠等顶流集体加仓一个板块,Wind
1537,2021-07-22,基金重仓股变化折射时代变迁，宁德时代晋升为公募基金第二大重仓股,Wind
1538,2021-07-22,"费率打折,银行开启基金代销的“自我革命”",新浪
1539,2021-07-21,光大健康优加混合今起发行 徐晓杰1只产品近3月业绩跑输同类平均,中金在线
1540,2021-07-21,TOP30基金挖掘出天赐、天奈、中伟股份等仨月翻倍个股 周蔚文董承非袁芳均减仓,新浪
1541,2021-07-21,遭投诉、爆违规、业绩被碾压！百年交行怎么了？ 其他违规处罚,新浪
1542,2021-07-21,“锂大爷”回来了，大A股涨出不一样的味道～丨复盘论,第一财经
1543,2021-07-21,北向资金今日净买入31.17亿元，东方财富获净买入逾11亿元,Wind
1544,2021-07-21,张坤等公募加仓银行股，能否跌出“黄金坑”？,Wind
1545,2021-07-21,太罕见！张坤、萧楠、周应波等顶流集体加仓这板块，聪明资金越跌越买！机构：黄金坑渐行渐近,中国基金报
1546,2021-07-21,1600只基金实施“零费率”！基金代销业务要变天？,Wind
1547,2021-07-21,银行业迎来2大巨震，大行决战“中收”,Wind
1548,2021-07-21,她为乡村产业插上科技的翅膀,南方日报
1549,2021-07-21,董承非、刘彦春、谢治宇、傅鹏博最新打法浮出水面,Wind
1550,2021-07-21,银行业迎来两大巨震！手续费座次被打乱 大行吹响中收保卫号,券商中国
1551,2021-07-21,基金早班车|买什么？卖什么？警惕私募陷阱，探秘公募二季报里的“财富密码”,金融界
1552,2021-07-21,A股走出独立行情，十大顶流基金经理最新调仓动向出炉,Wind
1553,2021-07-21,基金代销“变天”，银行祭出“费率打折”抢先机,Wind
1554,2021-07-21,三家银行上半年净利润大增！机构：关注配置机会,Wind
1555,2021-07-21,减“痛”方能加持,全景网
1556,2021-07-20,十年未磨成一剑 广发银行何时才能上市？,新浪
1557,2021-07-20,1600只基金实施“零费率”！基金代销业务要变天？,中证报
1558,2021-07-20,三家银行上半年净利润大增！机构：市场预期不充分，关注配置机会,中证报
1559,2021-07-20,兴全谢治宇：万华化学、晶晨股份、芒果超媒新进前十大重仓股,澎湃新闻
1560,2021-07-20,【银华基金】交易日报 2021-07-20,新浪
1561,2021-07-20,顶流基金经理二季度“争相”增配银行股净增持平安银行、江苏银行数量过亿透露什么信号？,财联社
1562,2021-07-20,跟着银行高管买股票会咋样？被套的概率不小！,Wind
1563,2021-07-20,明星基金经理二季度调仓公布 张坤称预期回报率下降或难避免,中新经纬
1564,2021-07-20,10大顶流基金经理二季度调仓动向曝光,Wind
1565,2021-07-20,大行评级|摩通：内银收费增长下行风险增加惟对盈利影响不大,格隆汇
1566,2021-07-20,深度*行业*银行业周报：6月经济数据超预期 关注银行中报行情,新浪
1567,2021-07-20,嘉实基金郑科最新持仓，重仓平安银行（嘉实民安添岁稳健养老目标一年持有期混合型基金中基金(FOF)）,证券之星
1568,2021-07-20,专访|平安银行吕晓琳：数据3.0时代要向“数据”要利润、要产出,中国电子银行网
1569,2021-07-20,易方达张坤最新调仓路径曝光 减持五粮液、茅台、美团 减持股份,财经网
1570,2021-07-20,从“卖方销售”向“买方投顾”模式转变 多家银行推行基金销售改革,经济观察网
1571,2021-07-20,快讯 | 易方达张坤调仓路径曝光,每日经济新闻
1572,2021-07-20,近年银保监会官网都披露过哪些处罚案例？ 金融监管处罚,和讯
1573,2021-07-20,仍是千亿顶流！“一哥”张坤季报“首提”反思长期投资框架，降低仓位，减持教育，增持银行 减持股份,新浪
1574,2021-07-20,银行开启基金代销业务变革 平安银行主推超千只0申购费基金,证券日报
1575,2021-07-19,"个人破产“首案”!男子创业失败申请破产,深圳中院裁定批准 减资破产",南都报
1576,2021-07-19,首家颐年门店开业！平安银行以全方位金融服务为老年客群续写芳华,第一财经
1577,2021-07-19,银行与“银发” 几时消除温差？,证券时报网
1578,2021-07-19,商业银行行业：商业银行业日报,新浪
1579,2021-07-19,银行正在“圈地”优质基金经理,21世纪经济报道
1580,2021-07-19,金融行业周报：财富管理大时代 看好细分行业龙头,新浪
1581,2021-07-19,晨报0719|宏观周报、策略周报、银行行业更新、交运行业策略、桐昆股份（601233）,国泰君安证券研究
1582,2021-07-19,银行与“银发”几时消除温差？,Wind
1583,2021-07-19,银行与“银发” 几时消除温差？,全景网
1584,2021-07-18,恒泰财经早餐2021年7月16日（音频版）,恒泰睿财
1585,2021-07-18,主动管理基金周报(07/18)：本周超九成固收+获正收益，中证500相关指数增强基金今年以来平均超额收益达6.57%,ZTQuant
1586,2021-07-18,向互联网平台看齐：下调A类基金份额申购费、主推C类份额 银行基金代销混战升级,北京商报
1587,2021-07-17,基金银行代销的“自我革命”：试水降费率、0费率,Wind
1588,2021-07-17,21深度丨基金银行代销的“自我革命”：平安、招行、建行、微众银行等试水降费率、0费率,21世纪经济报道
1589,2021-07-17,“内卷”还是必然？招商银行、平安银行卖基金争相大降价，申购费看齐互联网，行业格局要变天？,第一财经
1590,2021-07-17,“内卷”还是必然？银行卖基金争相大降价，银行基金代销要变天,第一财经
1591,2021-07-17,“自由旅行，不负热爱”，平安银行美国运通?金卡全新发布,经济观察报
1592,2021-07-17,大成成长回报六个月持有期混合型 证券投资基金A、C类份额增加部分 代销机构的公告,证券日报
1593,2021-07-16,基金代销江湖进入拼刺刀阶段！银行“自断一臂”0申购费PK互联网平台,环球老虎财经
1594,2021-07-16,证监会公布基金投顾重磅数据：超500亿、户均2万,Wind
1595,2021-07-16,打造房地产行业最佳雇主品牌 这一届远洋以“三大名片”取胜,搜狐
1596,2021-07-16,开放构建桥梁 数字聚合能量 看金融与科技如何演绎乘数效应？,中国电子银行网
1597,2021-07-16,Kyligence Data & Cloud Summit 7月30日将在上海震撼开幕,砍柴网
