,2021-12-31,中国人保推出HarmonyOS智能座舱车载保险,中国金融新闻网
1021,2021-01-19,上市保险公司12月保费收入数据点评：12月寿险保费增速改善 负债端改善有望驱动估值修复,新浪
1022,2021-01-19,中国人保“紧箍咒”待解：遭社保减持套现30亿未完待续，董事长罗熹则看好保险业迎上行周期 减持股份,金融界
1023,2021-01-19,1月19日保险日报：五大险企去年保费2.49万亿,新浪
1024,2021-01-19,社保基金减持中国人保：卖出4.4亿股套现30亿元 减持股份,21世纪经济报道
1025,2021-01-19,五大险企2020年保费2.49万亿 人保寿险负增长财险持平,中国经济网
1026,2021-01-19,75后金融高管空降人保集团副总裁 还有这些高管踏上新程,新浪
1027,2021-01-19,每日理财观察：中国经济总量跃上100万亿,Wind
1028,2021-01-19,社保基金套现30亿人保！减持完成一半，要加速了？ 减持股份,券商中国
1029,2021-01-19,套现30亿 社保基金会减持人保超4.4亿股！减持计划刚刚完成一半 要加速了？ 拟减持股份,券商中国
1030,2021-01-19,【国君非银】20保费收官压力犹存，21开门高增否极泰来——2020年12月上市险企保费数据点评,欣琦看金融
1031,2021-01-19,中国人保遭社保基金会减持A股 涉资30亿人民币 减持股份,新浪
1032,2021-01-19,五大险企去年保费2.49万亿，同比增长3.6%,Wind
1033,2021-01-18,社保基金会减持中国人保4.44亿股 减持股份,上证报
1034,2021-01-18,社保基金会减持中国人保1%股份套现30亿，达减持计划一半 拟减持股份,澎湃新闻
1035,2021-01-18,中国人保(601319.SH)：社保基金会已累计减持A股约4.44亿股 减持股份,格隆汇
1036,2021-01-18,中国人保：社保基金已累计减持公司1%股份 减持股份,e公司
1037,2021-01-18,中国人保：社保基金会已累计减持1.0037%公司股份 减持股份,Wind
1038,2021-01-14,三大上市险企2020保费盘点：国寿超6000亿元 新华实现两位数增速,时代在线
1039,2021-01-13,中国人保：2020年原保费收入5604.60亿元同比增长1.50%,北京商报
1040,2021-01-13,晚间重要公告2021年1月13日星期三,Wind
1041,2021-01-13,三大保险披露2020全年保费收入：人寿收入超6000亿，人保增1.5%增速垫底,搜狐
1042,2021-01-13,中国人保2020年保费收入5604.6亿 财险同比基本持平,中国经济网
1043,2021-01-13,中国人保：2020年原保险保费收入累计5604.6亿元,中证网
1044,2021-01-13,人保财险2020年信用保证险收入同比下降76.8% 盈利能力下降,新浪
1045,2021-01-13,中国人保(601319.SH)三子公司2020年度原保费收入合计5604.6亿元,智通财经
1046,2021-01-13,中国人保(601319.SH)：2020年全年原保费收入共5604.6亿元同比增长1.5%,格隆汇
1047,2021-01-13,中国人保发布保费收入公告：信用保证险同比下降76.8% 盈利能力下降,新浪
1048,2021-01-13,社保减持4亿股，人保财险被通报 减持股份,搜狐
1049,2021-01-12,马鞍山银保监局：对中国人保马鞍山市分公司作出行政处罚，罚款29万元 金融监管处罚,Wind
1050,2021-01-12,中国人保向河北省抗疫医护和疾控人员捐赠2亿元保险保障,中国金融新闻网
1051,2021-01-11,保险行业2020年1至11月概况：投资改善净资产环比提升明显 车险综合费改压降保费增速,新浪
1052,2021-01-11,突发公共卫生事件保险落地,金融界
1053,2021-01-11,中国人保去年前11月保费收入5199亿 寿险业务改革收效保费增长46.3%,长江商报
1054,2021-01-11,中国人保去年前11月保费收入5199亿维持稳重向好态势,新浪
1055,2021-01-11,【新时代非银 鲍淼团队】保险行业2020年1至11月概况,新时代证券研究
1056,2021-01-08,社保基金累计减持人保A股4.05亿股 A股后市如何做？,新浪
1057,2021-01-08,突发，国家队大减持，A股行情“危”？ 减持股份,证券之星
1058,2021-01-08,中国人保遭“双击”：第二大股东社保基金累计减持超4亿股 人保财险被银保监会通报“处理” 减持股份,产业经济新闻网
1059,2021-01-08,社保累计减持人保4亿股套现超26亿 尚未完成计划一半,证券时报
1060,2021-01-08,社保基金会再度减持人保A股！抛售数量累计4.05亿股，仍不足减持计划一半,券商中国
1061,2021-01-07,社保基金会已累计完成减持约4.055亿股中国人保A股股份 减持股份,证券时报网
1062,2021-01-07,人保“助贷险”遭监管通报 涉与玖富纠纷,搜狐
1063,2021-01-05,人保寿险淮北中心支公司违法遭罚 财务信息不真实 其他违规处罚,中国经济网
1064,2021-01-04,保费数据点评：险企积极备战开门红 保费增速放缓,新浪
1065,2021-01-02,中国人保开启“罗熹时代”业绩和合规治理如何精进?,电鳗快报
1066,2020-12-31,中国人保董事长罗熹2021年新年贺词：逐梦卓越 温暖前行,新浪
1067,2020-12-30,建信人寿55亿投资董家渡办公楼，曾是中民投最好项目之一,澎湃新闻
1068,2020-12-29,招商局与中国人保签署专项合作协议,格隆汇
1069,2020-12-29,非银金融行业周报：资本市场深化改革 券商增量业务可期,新浪
1070,2020-12-29,保险企业所面临的市场竞争正在不断加码,每日经济新闻
1071,2020-12-28,中国人保：聚焦大个险+数字化战略 确立“卓越保险战略”,每日经济新闻
1072,2020-12-28,头部险企聚焦“科技+保险” 数字化驱动保险业下一个“黄金时代”,每日经济新闻
1073,2020-12-28,金融监管罚单周报：一周罚单170余张罚金超3600万，工行贷款不审慎屡遭罚,搜狐
1074,2020-12-25,尹兆君调任太平集团总裁 盘点各险企那些“国寿人”,新浪
1075,2020-12-23,A股五大险企前11月揽2.33万亿原保费：寿险备战“开门红” 财险业务增速下滑 盈利能力下降,中国网
1076,2020-12-22,绿地“翻绿”，张玉良分三步走,乐居财经
1077,2020-12-20,中国人保(601319.SH)：法定代表人变更完成 董监高成员变化,格隆汇
1078,2020-12-19,中国人保王建国：“保险+期货”已覆盖10大期货品种 未来将继续探索保险与期货的双共赢,金融界
1079,2020-12-16,保险行业2020年11月上市险企保费收入综评：保费端延续疲弱,新浪
1080,2020-12-16,罗熹担任中国人保董事长资格获批 确立“卓越保险战略”,21世纪经济报道
1081,2020-12-16,【方正非银左欣然团队】互联网保险监管办法出台，规范业务稳健发展,欣赏金融
1082,2020-12-15,银保监会已核准罗熹担任中国人保董事长的任职资格,中国经济网
1083,2020-12-15,罗熹获批担任中国人保董事长,上证报
1084,2020-12-15,五大上市险企前11月保费略增4.3% 分析师预计12月保费收入继续承压,每日经济新闻
1085,2020-12-15,中国人保(601319.SH)：罗熹担任公司董事长的任职资格获核准,格隆汇
1086,2020-12-15,保险行业-上市险企2020年11月保费数据点评：开门红备战正酣 队伍扩容与清虚并举,新浪
1087,2020-12-15,【国君非银】重点布局开门红，第二阶段价值增长望超预期——2020年11月上市险企保费数据点评,欣琦看金融
1088,2020-12-14,开源晨会1216丨退市新规出炉，进一步强化优胜劣汰的市场生态,开源证券研究所
1089,2020-12-11,创新保险营销模式 人保电商荣获2020金旗奖“电商营销金奖”,搜狐
1090,2020-12-11,年内前11月中国人保保费收入5199.23亿元，同比增长2.01%,资本邦
1091,2020-12-10,格隆汇港股聚焦(12.10)︱中国人保前11月原保费收入5199亿元；华润置地前11月合同销售2460亿元,格隆汇
1092,2020-12-10,中国人保前11月保费收入5199亿 寿险业务同比下滑4% 盈利能力下降,中国经济网
1093,2020-12-10,晚间重要公告2020年12月10日星期四,Wind
1094,2020-12-10,中国人保：前11月保费收入5199.23亿元,e公司
1095,2020-12-10,中国人保(601319.SH)：1-11月原保险保费收入共5199.23亿元同比增长2.01%,格隆汇
1096,2020-12-09,成交价0.16元/股！停业16年，这家老牌险企股权突然被拍卖,券商中国
1097,2020-12-07,科技赋能保险业数字化转型 中国人保北方信息中心项目南区一期奠基,中国网
1098,2020-12-04,施培：做有温度的人民保险｜2020中国经济媒体高层峰会,华夏时报
1099,2020-12-04,大摩升中国人保(01339-HK)目标价至4.4港元维持增持,财华社
1100,2020-12-04,新掌门新战略 中国人保挑战几何,新金融观察
1101,2020-12-03,中国人保短线拉涨逾4%,Wind
1102,2020-12-03,中国人保王廷科：保持人民保险理念 促进金融保险与实体经济良性循环,产业经济新闻网
1103,2020-12-01,"中国平安沽空比率高位""盘旋"" 券商持股比例连续两个季度下降",搜狐
1104,2020-12-01,机构重仓股跟踪月报,新浪
1105,2020-11-30,携手中国人保、中国平安 能链“百亿保”让你无忧加油,中新网
1106,2020-11-29,中国人保(601319.SH)半年度A股分红派息10派0.36元股权登记日为12月7日,格隆汇
1107,2020-11-27,人保集团转让人保香港资产全部股权 人保资产约9160万港币接盘 资产异常,中国网
1108,2020-11-26,中国人保总裁直言风险环境复杂将从四方面坚守底线,中新网
1109,2020-11-26,双循环新发展格局下金融业如何做？国开行、人保、浦发这样说,中新经纬
1110,2020-11-26,中国人保王廷科：针对突出重点领域和重点业务 强化风险防范工作,21世纪经济报道
1111,2020-11-26,中国人保总裁王廷科：从四方面坚守不发生系统性风险底线,新浪
1112,2020-11-25,中国人保：公司H股PE、PB仍处于被低估状态,Wind
1113,2020-11-25,中国人保：公司H股仍处于被低估状态,e公司
1114,2020-11-25,发改委出手，调查新能车投资，这只股一度大跌9%！大黑马却8天7涨停,中国基金报
1115,2020-11-24,五大险企10月保费降三成 角力万能险抢开门红先机,时代在线
1116,2020-11-20,决战“开门红” 险企还能靠它“一骑绝尘”吗？,搜狐
1117,2020-11-20,人保寿险厦门分公司违法遭罚 代替投保人签订保险合同,中国经济网
1118,2020-11-20,东软教育(09616.HK)宣布拟收购附属公司股权 稳固公司在IT高等教育服务领域的领导地位,格隆汇
1119,2020-11-19,东软教育(09616.HK)拟潜在收购东软睿新若干股权,格隆汇
1120,2020-11-19,东软教育(09616)：东软控股拟收购合资企业权益,智通财经
1121,2020-11-19,A股五大险企前10月揽2.2万亿原保费 财险业务增速整体下滑 盈利能力下降,中国网
1122,2020-11-18,人保财险“省市支”共吃罚单233万！新战略如何有品质地推行？ 金融监管处罚,新浪
1123,2020-11-18,险资“淡定”面对债市风波：一面排查存量持仓，一面瞄准“错杀”债,券商中国
1124,2020-11-18,“3411”翻篇，罗熹发出人保改革“最强音”,新浪
1125,2020-11-16,罗熹上任65天，中国人保推卓越保险战略；前三季度网销车险保费同比下滑24%,搜狐
1126,2020-11-16,机构重仓股跟踪周报,新浪
1127,2020-11-16,上任两个月，这家保险巨头掌门人提出新战略，给集团发展定了调,中证报
1128,2020-11-16,中国人保董事长罗熹：制定“卓越保险战略”三“新”确立发展定位,中证网
1129,2020-11-16,中国人保召开战略研讨会 确立“卓越保险战略”,证券时报
1130,2020-11-16,中国人保确立“卓越保险战略” 罗熹阐述战略要点和新举措,中国网
1131,2020-11-16,五大险企年内保费近2.2万亿元，车险增速明显放缓,Wind
1132,2020-11-16,五大险企年内保费近2.2万亿元 车险增速明显放缓,证券日报
1133,2020-11-13,上市险企前10月保费：寿险备战“开门红”当期业绩下滑 、财险车险综改保费增幅放缓 盈利能力下降,21世纪经济报道
1134,2020-11-13,前三季社保基金加减仓红黑榜：热捧长城汽车中国人保列减仓首位,格隆汇
1135,2020-11-13,A股5上市险企前10月保费2.2万亿 人保财险增速掉队远,中国经济网
1136,2020-11-13,【国君非银】负债端保费增速放缓，21年开门红预计超预期——2020年10月上市险企保费数据点评,欣琦看金融
1137,2020-11-12,车险综合改革后中国人保表现如何？中国人保前10月保费4850亿 同比增长2.85%,21世纪经济报道
