,2021-12-28,北向资金假期后首日加仓近13亿，兴业银行、宁德时代净买入均超5亿元,Wind
753,2020-01-28,高股息股扎堆，最淡定股波动不到11%，这些股机构预测上涨空间超30%,证券时报网
754,2020-01-22,"大秦铁路现1笔大宗交易 共成交1,819.30万元",新浪
755,2020-01-22,大秦铁路今日大宗交易成交230万股，成交价7.91元溢价0.89%,Wind
756,2020-01-21,【山证两融】融资融券周报(20200113-20200117) 2020年第3期,山西证券研究所
757,2020-01-17,京沪高铁上市谁是大赢家?京沪高铁上市首秀,21IC中国电子网
758,2020-01-16,又惊又喜！机构5亿砸开涨停板，1家游资霸气接盘5.6亿元！这家日赚3000万的科技蓝筹还能买吗？,每日经济新闻
759,2020-01-16,机构5亿砸开京沪高铁涨停板 1家游资霸气接盘5.6亿元！,金融界
760,2020-01-16,李锦专栏 | 京沪高铁上市将开启铁路资本化浪潮,华夏时报
761,2020-01-16,“巨无霸”京沪高铁驶入A股，开盘涨超43%,中证报
762,2020-01-16,京沪高铁C位出道 科技引领中国经济,央视
763,2020-01-16,京沪高铁登陆A股首日涨停 8万亿铁路资产将迎资本化浪潮,第一财经
764,2020-01-15,京沪高铁上市能涨多少？6只战略配售基金齐聚,金融投资报
765,2020-01-13,科技龙头全线爆发 10亿资金爆买股涨停,金融界
766,2020-01-13,A股共发生107宗大宗交易成交16.45亿元（1月13日）,Wind
767,2020-01-13,上海证券市场大宗交易公开信息(2020-01-13),上交所
768,2020-01-13,52股主力资金净流入超亿元,证券时报网
769,2020-01-13,【申万交运】大秦铁路 (601006)：受外部因素影响，大秦线2019年运量同比减少4.48%至4.3亿吨,申万交运
770,2020-01-13,【铁路货运】2019年大秦线货物运输量43080万吨同比下降4.48% 盈利能力下降,兰格钢铁网
771,2020-01-10,[公司]大秦铁路：2019年大秦线累计完成货物运输量同比减少4.48% 盈利能力下降,全景网
772,2020-01-10,大秦铁路：2019年大秦线累计完成货物运输量4.3亿吨，同比减少4.48%,Wind
773,2020-01-09,【国盛策略】全球估值比较：哪些周期核心资产被低估？,尧望后势
774,2020-01-09,调进减少发酵 煤价不跌反涨,中国能源网china5e
775,2020-01-08,6只战配基金齐聚、淡马锡也来了 京沪高铁能涨多少？,中证报
776,2020-01-07,京沪高铁上市能涨多少？6只战略配售基金齐聚，淡马锡也来了,中证报
777,2020-01-07,京沪高铁:一场非同寻常的上市 更像一家资产管理公司,阿尔法工场
778,2020-01-07,2020年铁路公司IPO猜想：京广线以东企业上市可能性大,时代周报
779,2020-01-07,京沪高铁启动百亿申购 投资人打新“摇摆不定”,21世纪经济报道
780,2020-01-06,京沪高铁：500亿巨额收购是为“补窟窿”？,中金在线
781,2020-01-05,【A股画像之年度排行榜】七大榜单强势来袭，外资重点加仓股出炉，结构性牛市谁是大赢家？,证券时报
782,2020-01-03,大秦铁路现1笔大宗交易 共成交367.65万元,新浪
783,2020-01-03,上海证券市场大宗交易公开信息(2020-01-03),上交所
784,2020-01-03,春运抢票进行时！两大板块站上风口，15只龙头有望受益4亿人迁徙潮,e公司
785,2020-01-03,北向资金净买入破万亿 358只股票获持续增仓,中证网
786,2020-01-03,4.88元！京沪高铁1月6日申购，预计募资超300亿,中证报
787,2019-12-31,科技龙头争当C位 2020年看两大板块 六股热,证券时报
788,2019-12-31,A股翻身仗！市值飙升逾12万亿，户均赚7.2万，科技龙头争当C位，2020年最大机会看两大板块,e公司
789,2019-12-31,京沪高铁驶向A股 日赚3500万开启资产证券化,时代周报
790,2019-12-23,交通运输行业2020年度策略：价值重估，择时而动，维持“增持”评级,国盛证券
791,2019-12-20,北上资金连续第11周净买入成交活跃股提前看,证券时报网
792,2019-12-19,春运在即 民航、高铁、机场等板块有望受益,证券时报网
793,2019-12-19,数据赢｜北上资金持续流入这一低估白马再遭主力锁定,搜狐
794,2019-12-18,沪港通十大成交活跃股排名（12月18日）,Wind
795,2019-12-16,大秦铁路：电煤需求回升或受港口卸车影响 11月运量同比下降8%,中国能源网china5e
796,2019-12-15,【东北交运|50周周观点】11月快递高位运行，预计春运铁路客运量增速创近三年新高,老瞿研究
797,2019-12-15,交通运输：电商快递行业的三个博弈 荐7股,长江证券
798,2019-12-12,春运前两日发送旅客超1.4亿，高铁等概念板块或迎“高光时刻”,格隆汇
799,2019-12-12,未来盈利可期 神州高铁投资货运大通道三洋铁路,中金在线
800,2019-12-12,抢票了！2020年春运拉开帷幕，这些板块或受关注,格隆汇
801,2019-12-11,铁路货运量大幅增长两年累计实现增量5亿吨,中国经营网
802,2019-12-11,大秦铁路：大秦线受需求不旺与线路分流影响，1-11月运量-4%YoY,杨鑫交运观点
803,2019-12-11,神州高铁投资三洋铁路 专业运维军团挺进铁路货运市场,中金在线
804,2019-12-11,【铁路货运】11月份大秦线货物运输量3541万吨同比下降7.95% 盈利能力下降,大秦铁路
805,2019-12-10,【申万交运】大秦铁路 (601006)：电煤需求回升或受港口卸车影响，11月运量同比-8%,申万交运
806,2019-12-10,10月公司新闻聚焦：珠海国资17亿揽入宝鹰股份 东旭光电今日复牌,证券时报网
807,2019-12-09,大秦铁路：11月大秦线货物运输量3541万吨 同比减少7.95%,中证网
808,2019-12-09,大秦铁路：11月大秦线货物运输量同比减少7.95% 盈利能力下降,e公司
809,2019-12-09,大秦铁路(601006.SH)11月大秦线货物运输量降7.95%至3541万吨 盈利能力下降,格隆汇
810,2019-12-06,大秦铁路(601006)：高分红公共事业股，是否值得入局？,格隆汇
811,2019-12-04,大秦铁路大幅拉升0.63% 股价创近2个月新高,金融界
812,2019-12-02,光大交通运输投资策略：把握区位优势，布局核心资产,第一财经
813,2019-11-29,中信保诚提云涛：兼顾红利与成长,华宝财富魔方
814,2019-11-27,MSCI年内最大扩容26日生效逾125亿元北上资金提前布局36只MSCI概念股,证券日报
815,2019-11-26,招商证券：重视低估值高股息标的 首推大秦铁路,证券时报网
816,2019-11-26,大秦铁路大幅拉升0.25% 股价创近2个月新高,金融界
817,2019-11-26,急需补涨！滞涨的周期股名单，仅19股，估值低到个位数，高增长低股价，安全边际高,证券时报
818,2019-11-25,高位股补跌，助力股指“最后打底”,红周刊
819,2019-11-22,报告 | 2019年10月山西省A股上市公司市值排行榜 山西汾酒市值776亿,挖贝网
820,2019-11-19,从21年到23天 京沪高铁IPO背后的资本逻辑,金融界
821,2019-11-15,“中国高铁第一股”来了 万亿级混改大幕拉开,华夏时报
822,2019-11-15,A股江湖变了!浙商银行中签率创新高,中财网
823,2019-11-15,“高铁第一股”过会 京沪高铁将登陆沪市主板,证券日报
824,2019-11-15,京沪高铁市场化样本能否复制,北京商报
825,2019-11-14,“巨无霸”京沪高铁闪电过会，铁路资产证券化提速,第一财经
826,2019-11-14,刷新纪录！京沪高铁首发申请23天过会，赶超工业富联，三大头部券商联合护航,券商中国
827,2019-11-14,23天创A股近10年纪录 京沪高铁飞速驶向A股,中证报
828,2019-11-14,"大秦铁路现1笔大宗交易 共成交2,101.00万元",新浪
829,2019-11-14,大秦铁路今日大宗交易成交275万股，成交价7.64元折价0.78%,Wind
830,2019-11-14,京沪高铁上市 中国股市开了哪些绿灯？,中新经纬
831,2019-11-14,【申万交运】大秦铁路（601006）：10月运量同比+5.8%，整体运量将触底回升,申万交运
832,2019-11-12,股息率10%，秒杀A50！年内最后13家享受股利分配,Wind
833,2019-11-11,【国君交运】大秦铁路：收入波动弱化，成本控制良好——大秦铁路三季报点评,郑武看交运
834,2019-11-11,【申万交运】铁路公路港口2019三季报回顾：铁路板块业绩下滑，高速整体稳健，港口基于低基数业绩高增 盈利能力下降,申万交运
835,2019-11-11,【申万交运】一周天地会：汇率升值利好航空业绩弹性释放，京沪高铁IPO即将上会,申万交运
836,2019-11-10,申万宏源一周晨会纪要合集（2019/11/11-2019/11/15）,申万宏源研究
837,2019-11-08,11月8日上市公司晚间公告速递,新浪
838,2019-11-08,大秦铁路：前10月累计货物运输量36012万吨 同比减少3.75%,中证网
839,2019-11-08,大秦铁路：大秦线前10月货物运输量同比减少3.75% 盈利能力下降,Wind
840,2019-11-08,大秦铁路(601006.SH)10月大秦线货物运输量升5.80%至3664万吨,格隆汇
841,2019-11-05,【投融资快报】进入巨头并购时代，华住首次收购海外酒店,环球旅讯
842,2019-11-01,煤炭周观点：三季报维持乐观，市场短期仍将弱势运行【国君煤炭翟堃】,煤市乾坤
843,2019-11-01,大宗交易规模窗口期骤降 蓝筹、科技股获机构资金青睐,红周刊
844,2019-11-01,融资客青睐12股，大湖股份买入占比高达45.73%,Wind
845,2019-10-30,【申万交运】大秦铁路（601006）：受大秦线运量下滑影响，前三季度利润同比-2.57% 盈利能力下降,申万交运
846,2019-10-29,10月30日上市公司重要公告集锦：华鑫股份终止受让华鑫期货100%股权,证券日报
847,2019-10-29,A股共发生94宗大宗交易成交12.84亿元（10月29日）,Wind
848,2019-10-29,大秦铁路：前三季净利同比降2.57% 社保基金增持 盈利能力下降,第一财经
849,2019-10-29,大秦铁路(601006.SH)前三季净利降2.57%至120.88亿元 盈利能力下降,格隆汇
850,2019-10-29,大秦铁路：前三季度净利润同比减2.57% 盈利能力下降,Wind
851,2019-10-28,京沪高铁欲上A股 拟投500亿收购这家亏损公司,每日经济新闻
852,2019-10-26,京沪高铁前三季大赚95亿,新京报
853,2019-10-25,京沪高铁拟IPO募资收购京福安徽 国铁集团“一箭双雕”加速资本化进程,21世纪经济报道
854,2019-10-25,京沪高铁披露IPO方案 “复兴号”即将驶入资本市场,中证网
855,2019-10-25,京沪高铁递交招股书，盈利能力堪比茅台,格隆汇
856,2019-10-25,日吸金超3000万的京沪高铁冲刺IPO 推动铁路资产证券化,中新经纬
857,2019-10-25,中国高铁要上市了！京沪高铁上市,理财周刊
858,2019-10-25,千亿京沪高铁正式冲击IPO！日赚3500万或募资292亿 京沪东线已呼之欲出,金融界
859,2019-10-24,铁改先锋上市提速：京沪高铁IPO获证监会受理,时代周报
860,2019-10-22,【国金策略】外资持续净流入，关注11月MSCI扩容---资金面监测周报（1014-1018）,策略李立峰与行业配置笔记
861,2019-10-18,【华泰A+H交运】Q3重磅报告合集,华泰证券研究所
862,2019-10-17,大秦铁路：2019年第一次临时股东大会决议公告,上交所
863,2019-10-17,深成指年内涨幅全球第一 10月买什么？,证券时报
864,2019-10-17,10月17日沪深两市最新交易提示,上证报
865,2019-10-11,有这五只股 等周一见,中财网
866,2019-10-11,周五机构一致看好的七大金股（10.11）,中金在线
867,2019-10-10,大秦铁路：股息率秒杀大部分A50，前9月货物运输量出现下滑 盈利能力下降,格隆汇
868,2019-10-10,【申万交运】大秦铁路（601006）：受秋季大修同比提前影响，9月日均运量113万吨,申万交运
869,2019-10-10,10月10日沪深两市最新交易提示,上证报
870,2019-10-09,10月9日上市公司晚间公告速递,新浪
871,2019-10-09,大秦铁路：9月大秦线货物运输量同比减少10.69% 盈利能力下降,第一财经
872,2019-10-09,【申万交运】一周天地汇：油轮关注制裁后应对措施，公路未来关注改扩建带来的收费延长,申万交运
873,2019-10-09,27股获券商买入评级 东山精密目标涨幅达55.52%,Wind
874,2019-10-08,大秦铁路：西煤东运的中流砥柱，高股息凸显投资价值,证券时报网
875,2019-10-08,大秦铁路：承载“国之重托”,中国能源网china5e
876,2019-10-05,中国高铁发展史：最赚钱高铁日赚3500万 曾让德国巨头吃瘪,中财网
877,2019-10-04,浩吉铁路通车 煤炭板块或受益,金融界
878,2019-09-24,报告 | 2019年8月山西省A股上市公司市值排行榜,挖贝网
879,2019-09-23,白马股“变味”，发现这个bug可以多赚点！,养基司令
880,2019-09-23,交通运输：快递行业维持强势 荐4股,东北证券
881,2019-09-23,大秦铁路增资蒙华公司 拓展北煤南运布局,中国煤炭资源网
882,2019-09-23,【安信煤炭 周泰团队】日报：8月份焦煤进口量同比增长29.6%，环比增长17.03%,泰度煤炭
883,2019-09-20,20日晚公告精选丨申通快递拟发起设立新浪人寿，注册资本15亿,21世纪经济报道
884,2019-09-20,大秦铁路(601006.SH)拟向蒙华公司再度出资39.85亿元,格隆汇
885,2019-09-18,【共和国的故事·筑路记】大秦铁路承载“国之重托”,经济日报
886,2019-09-17,大秦线秋季集中修拉开序幕,中国能源网china5e
887,2019-09-10,【中证盘前】重磅！金融基础设施统筹监管箭在弦上；建生猪养殖场最高补助500万；唐人神8月生猪销售收入接近翻倍；大智慧等提示风险,中证报
888,2019-09-09,申万宏源一周晨会纪要合集（2019/9/9-2019/9/12）,申万宏源研究
