,2021-12-31,年度盘点丨2021药企赴港IPO：互联网医疗企业偏爱港股，下半年市场转冷，24家跌破发行价,新浪医药
802,2021-07-02,小分子“王者”凯莱英再冲港股，重仓大分子业务，要跟药明生物抢地盘,经济观察报
803,2021-07-02,药明康德领衔，这个医药细分会成为十年十倍的机会么？,中财网
804,2021-07-01,医药与健康护理行业月报：国内疫苗接种量高速增长 关注新冠疫苗出海机会,新浪
805,2021-07-01,医药生物行业月报：关注中报预期的投资机会,新浪
806,2021-07-01,随着资本市场持续开放，海外上市公司纷纷回归A股上市，A股公司也积极筹谋到境外二次上市。,上证报
807,2021-07-01,A股公司积极赴港上市，双平台助力开拓境外市场,Wind
808,2021-06-30,新股前瞻丨CDMO行业产能为王，凯莱英（002821.SZ）赴港融资求扩容,智通财经
809,2021-06-30,电鳗快报|股价“长牛”股权激励不停 凯莱英提交H股主板上市申请,电鳗快报
810,2021-06-29,国内制药巨头凯莱英启动H股上市，获高瓴资本10亿重仓,金融界
811,2021-06-29,“跟风”二次上市，凯莱英再度冲击港股,环球老虎财经
812,2021-06-29,凯莱英：向香港联交所递交H股上市申请并刊发申请资料,上证报
813,2021-06-29,凯莱英(002821.SZ)已向港交所递表,格隆汇
814,2021-06-29,每日财报|凯莱英H股发行 中国中车二季度签署435.5亿合同,每日财报
815,2021-06-29,凯莱英(002821.SZ)向香港联交所递交H股上市申请并刊发申请资料,智通财经
816,2021-06-29,犀牛财经早报：叮咚买菜大砍IPO规模难逃每日优鲜首日破发魔咒？ 连续下跌,GPLP犀牛财经
817,2021-06-28,凯莱英(002821.SZ)：发行H股上市申请材料获证监会受理,智通财经
818,2021-06-28,凯莱英(002821.SZ)发行境外上市外资股（H股）申请材料获中国证监会受理,智通财经
819,2021-06-28,凯莱英：发行H股上市申请材料获证监会受理,e公司
820,2021-06-27,【开源医药】行业周报：关注集采下原料药企业的业绩增量和医疗服务投资价值,微信
821,2021-06-27,兴业证券：医药板块业绩弹性逐步释放，关注半年报业绩高增长公司,智通财经
822,2021-06-24,国家放大招，光伏板块大爆发！半导体重挫,Wind
823,2021-06-24,A股午盘综述：光伏板块掀涨停潮，芯片股集体回调,Wind
824,2021-06-23,医药股在香港集体爆发 行业多重利好催化审评审批效率提速,新浪
825,2021-06-23,2021年医药行业政策系列：MAH(药品上市许可持有人)制度红利释放 引燃医药产业创新热情,新浪
826,2021-06-23,中泰证券：药品审评审批“速”“质”提升，全面利好医药行业发展,证券时报网
827,2021-06-22,《2020年度药品审评报告》解读：药品审评审批“速”“质”提升 全面利好医药行业发展,新浪
828,2021-06-22,医药生物行业双周报,新浪
829,2021-06-22,医药行业2021年半年报业绩前瞻：CXO、生物制品、创新器械、医疗服务有望持续高增长,西南证券
830,2021-06-21,36股今日获机构买入评级8股上涨空间超20%,证券时报网
831,2021-06-21,【重磅】粤开医药|2021年中期策略及下半年展望：长坡厚雪，后发先至,粤开崇利论市
832,2021-06-21,【开源医药】行业周报：持续看好康复行业和创新药产业链,微信
833,2021-06-21,医药生物行业周报：医疗服务会是下半年医药最强音么？强调重视康复医疗赛道,新浪
834,2021-06-21,32股获券商买入评级，中国中冶目标涨幅达47.81%,Wind
835,2021-06-21,凯莱英：激励常态化 业绩有望加速,财富动力网
836,2021-06-20,凯莱英(002821)：股权激励凝聚管理核心 期待新业务收获期,新浪
837,2021-06-19,医药行业周报：国内首个CAR-T即将获批 如何看CGT领域未来？,新浪
838,2021-06-18,医药生物行业2021年下半年投资策略：短期有扰动 长期发展趋势向好,新浪
839,2021-06-18,凯莱英(002821)：股权激励常态化 为中长期快速发展夯实基础,新浪
840,2021-06-18,浙商证券：凯莱英（002821.SZ）激励常态化，看好2021年业绩加速，维持“买入”评级,智通财经
841,2021-06-17,凯莱英：拟推2021年限制性股票激励计划,财联社
842,2021-06-17,凯莱英：拟向激励对象273人授予限制性股票245.53万股,每日经济新闻
843,2021-06-17,凯莱英(002821.SZ)拟推245.53万股限制性股票激励计划,智通财经
844,2021-06-16,凯莱英五位董监高集体减持 减持金额超5000万元 减持股份,和讯
845,2021-06-16,【行情】CRO板块个股集体调整，康龙化成大跌5%，昭衍新药、凯莱英、药明康德、泰格医药等个股均跌超4% 连续下跌,金十数据
846,2021-06-16,医药行业周报：安徽省骨科耗材带量采购启动 坚守医药创新逻辑主线,新浪
847,2021-06-15,凯莱英：董事及高管拟减持不超过13.73万股 拟减持股份,中证网
848,2021-06-15,凯莱英(002821.SZ)：部分董事及高管拟合计减持不超13.727万股 拟减持股份,格隆汇
849,2021-06-15,凯莱英(002821.SZ)董事张达等拟合计减持不超13.73万股 拟减持股份,智通财经
850,2021-06-15,凯莱英：部分高级管理人员计划减持公司股份不超过13.7万股 拟减持股份,Wind
851,2021-06-15,注意！凯莱英：股东计划减持公司股份不超过约14万股 拟减持股份,每日经济新闻
852,2021-06-15,粤开医药行业周报 | 国家护航基因治疗产品，坚守医药创新逻辑主线,粤开崇利论市
853,2021-06-15,生物医药行业周报：国家医保药品目录调整常态化 助力创新药快速放量,新浪
854,2021-06-15,太平洋--医药行业周报：重点推荐丽珠集团和我武生物【行业研究】,金融界股吧
855,2021-06-15,每日理财观察：7万亿理财市场重磅新规落地,Wind
856,2021-06-15,医药行业2021年6月投资月报：6月仍然是较好的窗口期 两条思路配置医药,西南证券
857,2021-06-13,医药与健康护理行业周报：鼻喷雾式/吸入型新冠疫苗正在申请紧急使用,新浪
858,2021-06-11,金融街下午茶2021年6月11日星期五,Wind
859,2021-06-11,A股收盘综述：创业板指连涨5周，宁德时代引领升势,Wind
860,2021-06-11,宁德时代、康希诺、石头科技、卓胜微、凯莱英等多只高价股盘中齐创历史新高。,新浪
861,2021-06-11,高价股表现突出，卓胜微、凯莱英盘中同创新高,Wind
862,2021-06-11,康龙化成(300759)：推出股票激励计划保障长期健康发展,新浪
863,2021-06-11,百元股数量达163只，一日增加5只,证券时报网
864,2021-06-10,恒瑞医药今日除权一度大涨超5%，康龙化成、美迪西、凯莱英等创新药个股跟涨,Wind
865,2021-06-08,高瓴资本概念股多数调整，恩捷股份、凯莱英、泰格医药、金域医学等跌幅居前,Wind
866,2021-06-08,医药行业周报：第五批国采目录发布 雾化吸入式新冠疫苗正申请紧急使用,新浪
867,2021-06-08,两市百元股数量达159只，科创板股票占38.36%,证券时报网
868,2021-06-07,医疗健康行业：板块表现分化 关注国际化创新和消费升级,新浪
869,2021-06-07,40只股股价创历史新高,证券时报网
870,2021-06-07,医药生物行业周报：如何从大品种价值理解前沿生物？,新浪
871,2021-06-07,医药与健康护理行业周报：广东地区疫情反复 核酸检测需求大增,新浪
872,2021-06-06,生物医药行业周报：“三胎”政策发布 辅助生殖为直接受益行业,新浪
873,2021-06-04,高瓴资本概念股普遍活跃，健康元、恩捷、泰格、国瓷材料、凯莱英走强,Wind
874,2021-06-03,光大证券：5月金股组合盈利1.12% 6月荐股名单出炉,新浪
875,2021-06-03,浙商证券：5月金股组合盈利5.66% 6月荐股名单出炉,新浪
876,2021-06-03,瓜分2440亿美元市场蛋糕 谁会是国内CXO独角兽？,新康界
877,2021-06-03,坚持高端制造立市，天津能否靠生物医药产业“扳回一城”？,火石创造
878,2021-06-02,富时罗素季度调整结果公布，速看新增剔除A股标的全名单,Wind
879,2021-06-01,深证成指、创业板指、深证100等深市核心指数调整样本股,Wind
880,2021-06-01,医疗健康行业：中金医药月度10+7组合：2021年6月组合,新浪
881,2021-06-01,医药生物月报：“三胎”“七普”相继发布 医药空间广阔 继续把握赛道布局、大小兼备的思路,新浪
882,2021-06-01,医药与健康护理行业月报：国内疫情防控新阶段 跟进检测需求和疫苗接种情况,新浪
883,2021-06-01,凯莱英再启港股上市 多家CRO/CDMO企业布局“A+H”,贝壳财经
884,2021-06-01,潘广成辞任凯莱英独立董事 董监高成员变化,新浪
885,2021-06-01,凯莱英医药：独立董事辞职并补选独立董事候选人 董监高成员变化,新浪
886,2021-06-01,高瓴资本概念股纷纷上扬，健帆生物、公牛、泰格、广联达、凯莱英涨幅居前,Wind
887,2021-05-31,凯莱英(002821.SZ)拟发行H股并在香港联交所主板上市,格隆汇
888,2021-05-31,凯莱英(002821.SZ)拟补选李家聪为独立董事,智通财经
889,2021-05-31,凯莱英(002821.SZ)拟聘请安永会计师事务所为H股IPO申报会计师,智通财经
890,2021-05-31,凯莱英：潘广成申请辞去公司独立董事等职务 董监高成员变化,Wind
891,2021-05-31,医疗健康产业2021年下半年投资策略：百花齐放 关注疫情后时代的医药强势复苏,新浪
892,2021-05-31,"券商5月金股组合""战绩""：开源证券14.13%夺冠 中泰最差",新浪
893,2021-05-31,粤开医药行业周报|12省骨科创伤耗材带量采购启动，国药集团新冠疫苗Ⅲ期临床数据出炉,粤开崇利论市
894,2021-05-31,医药周报：骨修复材料市场增速近20% 人工材料为骨移植的新选择,新浪
895,2021-05-31,医药生物行业跨市场周报：汇率影响有限 CXO行业景气度仍处于上行阶段,光大证券
896,2021-05-31,八大券商主题策略：医药板块兼具科技加消费属性！未来3-5年是国产疫苗的黄金时代,中金在线
897,2021-05-31,医药行业周报：医药成“策略”投资 个股重视变化,新浪
898,2021-05-31,中信证券：医药投资进入了百花齐放的新时期,第一财经
899,2021-05-30,医药与健康护理行业周报：国内疫情防控新阶段 关注疫苗接种情况,新浪
900,2021-05-28,细胞和基因治疗CDMO,动脉新医药
901,2021-05-28,高瓴资本概念股整体低迷，健帆、金域、健康元、泰格、凯莱英等纷纷下滑,Wind
902,2021-05-27,【医药生物*朱国广】CXO行业跟踪报告：行业维持高景气，龙头公司空间广阔,东吴研究所
903,2021-05-25,医药生物行业双周报,新浪
904,2021-05-24,海通证券研究所早报,新浪
905,2021-05-24,医药行业每周医览药闻：全年业绩确定性强 长期看好院外零售快速多元化发展,新浪
906,2021-05-24,凯莱英净利5年高增股价累涨23倍 高瓴资本入股半年浮盈6亿,腾讯网
907,2021-05-23,下一个凯莱英？大家都不想错过的CDMO新选手，热门药物领域一马当先！,瞪羚社
908,2021-05-22,医药与健康护理行业周报：新股上市浪潮 关注板块价值机会,新浪
909,2021-05-22,医疗保健提供商与服务行业专题报告：CXO行业2020&2021Q1复盘,新浪
910,2021-05-22,53只个股本周创历史新高，医药和锂电行业牛股频出,Wind
911,2021-05-21,5月21日晚间重要行业研究汇总(附股),中金在线
912,2021-05-21,医药生物行业2020年及2021年一季度业绩综述：2020年营收增速有所下降 2021Q1业绩大幅回升,新浪
913,2021-05-20,A股异动 | 凯莱英(002821.SZ)涨逾4% 融资客大举买入 券商唱多,格隆汇
914,2021-05-20,高瓴资本概念股整体活跃，凯莱英、国瓷材料、健帆生物、广联达纷纷上扬,Wind
915,2021-05-19,医药生物行业研究周报：建议以中期维度看医药行情,新浪
916,2021-05-19,CXO2020年报及2021一季报总结：CXO向好 CDMO行业进入加速期,新浪
917,2021-05-18,CXO板块2020年度总结：2020回顾与2021展望,医药研选
918,2021-05-17,"高瓴资本最新A股持仓标的,从行业来看，依然看好新能源、医药以及消费等领域",新浪
919,2021-05-17,生物医药行业周报：第七次人口普查结果发布 利好辅助生殖及养老领域,新浪
920,2021-05-17,高瓴资本概念股普遍上扬，恩捷股份、广联达、凯莱英、泰格医药领涨,Wind
921,2021-05-17,医药周报：业绩空窗期 建议重点关注高壁垒好赛道估值合理个股,新浪
922,2021-05-17,A股异动 | 凯莱英(002821.SZ)涨超6%破顶 市值超900亿元,格隆汇
923,2021-05-16,周末证券|白酒医药大金融要买先看“性价比”,金融投资报
924,2021-05-16,和时间做了6个月的朋友，二级市场已赚200亿！高瓴还是原来那个“高瓴”？,财联社
925,2021-05-15,【浙商|孙建】周报：看好CDMO行业进入业绩加速期,杏林建研
926,2021-05-15,核心资产板块呈现分化走势 逢低关注白酒、医药、大金融,金融投资报
927,2021-05-14,天津区域股市周报：中远海控市值增长最多 海航科技涨13.49%排第一,每日经济新闻
928,2021-05-13,医药生物行业CXO系列报告之四：一季报表现优异 投融资数据靓丽 持续看好CXO赛道,新浪
929,2021-05-12,9只创新高股获主力资金抢筹凯莱英净流入资金居首,第一财经
930,2021-05-12,大跌82%，市值蒸发逾3400亿，科技龙头再创新低！大消费板块牛股频现，能否持续跑赢大盘？ 连续下跌,证券时报网
931,2021-05-12,凯莱英(002821)2021年一季报点评：剔除汇率和激励影响后业绩符合预期,新浪
932,2021-05-12,高瓴资本概念股走势分化，健康元、凯莱英、海正药业、泰格医药强势上扬,Wind
933,2021-05-12,医药行业2020年年报＆2021Q1季报小结及前瞻：业绩恢复强劲 高景气赛道表现亮眼,新浪
934,2021-05-12,中泰证券：国内CRO/CDMO行业全面恢复，把握具备长期成长性的板块优质公司,证券时报网
935,2021-05-11,浙商证券：凯莱英(002821.SZ)订单产能共振，维持“买入”评级,智通财经
