,2021-12-31,洛阳钼业(03993)拟为CMOC Brasil提供本金不超过六亿美元担保 大额借贷担保,智通财经
1782,2021-03-30,智通港股通占比异动统计|3月30日,智通财经
1783,2021-03-29,十方观点：权重板块再次发力大象开始起舞,云掌财经
1784,2021-03-29,有色金属行业周度聚焦：一季度业绩或超预期 关注有色板块配置机会,新浪
1785,2021-03-29,金属、非金属与采矿行业周报：基本面景气不改 重视能源金属板块配置窗口,新浪
1786,2021-03-29,BlackRock Inc.增持洛阳钼业股份约1170.16万股,每日经济新闻
1787,2021-03-29,社保基金长期重仓股名单曝光（附股）,证券时报网
1788,2021-03-29,看料炒股—看原材料涨跌，炒股票！,生意社
1789,2021-03-29,620公司公布年报115家业绩增幅翻倍,证券时报网
1790,2021-03-29,智通港股通占比异动统计|3月29日,智通财经
1791,2021-03-29,锂精矿供应紧张，价格继续上涨,中信建投证券研究
1792,2021-03-29,年报披露持仓动向 社保组合青睐化工、电子,中国基金报
1793,2021-03-28,锂原料供给缺口加大，中国锂资源有望价值重估,微信
1794,2021-03-27,一周研读｜紧扣通胀和美债利率趋势提前布局,中信证券研究
1795,2021-03-27,602公司公布年报111家业绩增幅翻倍,证券时报网
1796,2021-03-27,395公司利润环比连增105家步入绩优股行列,证券时报网
1797,2021-03-26,有色金属行业-风电和新能源车篇：有色碳中和① 新能源新动能 铜、稀土将迎需求成长,新浪
1798,2021-03-26,BlackRock Inc.减持洛阳钼业股份约626万股 减持股份,每日经济新闻
1799,2021-03-26,77股今日获机构买入评级,证券时报网
1800,2021-03-26,【国信金属|年报点评】洛阳钼业：内部降本增效成果显着，未来铜钴板块增长值得期待,微信
1801,2021-03-26,【异动股】洛阳钼业(03993-HK)涨3.24%,财华社
1802,2021-03-26,社保基金连续持有25股最长已持有33个季度,证券时报网
1803,2021-03-26,393公司利润环比连增104家步入绩优股行列,证券时报网
1804,2021-03-26,506公司公布年报96家业绩增幅翻倍,证券时报网
1805,2021-03-26,国信证券--洛阳钼业：内部降本增效成果显着，未来铜钴板块增长值得期待【公司研究】,金融界股吧
1806,2021-03-26,智通港股通占比异动统计|3月26日,智通财经
1807,2021-03-25,闪崩20%跌停 股民踩雷“碳中和”牛股,每日经济新闻
1808,2021-03-25,收评：港股恒指微跌0.07% 李宁涨11%安踏涨8%滔搏跌12%,新浪
1809,2021-03-25,午评：港股恒指涨0.04% 科技股大跌李宁涨10%安踏涨8%,新浪
1810,2021-03-25,社保基金长线坚守20只股（附股）,证券时报网
1811,2021-03-25,【异动股】洛阳钼业(03993-HK)涨3.37%,财华社
1812,2021-03-25,快讯：有色金属板块拉升 中国铝业涨7%紫金矿业涨5%,新浪
1813,2021-03-25,【行情】港股有色金属板块异动拉升，中国铝业涨7%，紫金矿业涨5.1%，洛阳钼业涨4.2%，江西铜业涨4.7%,金十数据
1814,2021-03-25,417公司公布年报80家业绩增幅翻倍,证券时报网
1815,2021-03-25,390公司利润环比连增104家步入绩优股行列,证券时报网
1816,2021-03-24,24股今日获机构深度覆盖8股上涨空间超20%,格隆汇
1817,2021-03-24,解密主力资金出逃股连续5日净流出454股,证券时报网
1818,2021-03-24,智通每日大行研报︱高盛首予百度(09888)“买入”评级 里昂称思摩尔(06969)短期波动提供长期机会,智通财经
1819,2021-03-24,BlackRock Inc.增持洛阳钼业股份约613.24万股,每日经济新闻
1820,2021-03-24,港股收评|恒指跌近600点！美团创1月初以来新低，快手跌逾12% 连续下跌,富途证券
1821,2021-03-24,"【行情】港股有色金属板块全线飘绿，中国铝业、紫金矿业跌超9%，五矿资源跌8.7%，江西铜业跌7.6%，赣锋锂业跌7.1%，中国宏桥跌6.7%，洛阳钼业跌5.1%
连续下跌",金十数据
1822,2021-03-24,有色板块现跌停潮 周期股行情到头了吗？|焦点资讯,第一财经
1823,2021-03-24,洛钼营收增长64.51%铜钴钼钨产量优于预期,长江有色
1824,2021-03-24,【异动股】洛阳钼业(03993-HK)跌4.14%,金融界
1825,2021-03-24,星展上调洛阳钼业评级至买入，目标价7港元,Wind
1826,2021-03-24,“顺周期”投资性价比愈显，“有色”ETF 3月24日上市,投资时报
1827,2021-03-24,中国最新消息！中国正考虑出售约50万吨铝材储备 压制价格急升势头,FX168
1828,2021-03-24,388公司利润环比连增102家步入绩优股行列,证券时报网
1829,2021-03-24,372公司公布年报74家业绩增幅翻倍,证券时报网
1830,2021-03-24,券商首席大喊“有色‘超级周期’已来”，“有色”ETF今日重磅上市,资本邦
1831,2021-03-24,A股没事！稀土，近期或有消息,云掌财经
1832,2021-03-24,中信证券：维持洛阳钼业(03993)“买入”评级 目标价7港元,智通财经
1833,2021-03-24,经济复苏紧盯“顺周期”，“有色”ETF今日御风上市,资本邦
1834,2021-03-24,花旗：中国钢铁和铝业股的调整提供了更好的买点首选鞍钢股份等,格隆汇
1835,2021-03-24,操盘必读｜亿纬锂能拟与德方纳米合资生产磷酸铁锂，仙鹤股份拟100亿投建纸基新材料，美股集体收跌,上游新闻
1836,2021-03-24,洛阳钼业(03993.HK)遭CitigroupInc.减持85.977万股 减持股份,格隆汇
1837,2021-03-24,洛阳钼业(603993)：铜钴矿山业务恢复增长 降本控费立竿见影,新浪
1838,2021-03-24,智通港股通占比异动统计|3月24日,智通财经
1839,2021-03-24,社保基金去年四季度重仓股揭秘：新进15股增持22股,证券时报网
1840,2021-03-24,洛阳钼业（603993/03993.HK）：2020稳健增长，2021值得期待,中信证券研究
1841,2021-03-24,3月24日不可错过的股市资讯（碳中和再迎催化剂，牛市周年纪念日美股全线收跌）,云掌财经
1842,2021-03-24,今天大盘能够探底回升,云掌财经
1843,2021-03-24,重仓股名单出炉，私募大佬也“长情”,Wind
1844,2021-03-23,百亿私募重仓股曝光！抄作业机会来了,Wind
1845,2021-03-23,百亿私募重仓股曝光！冯柳新晋风华高科，高瓴礼仁加仓上海机电，抄作业机会来了,中证报
1846,2021-03-23,一则传闻引发有色板块跌停潮，女人茅台也扛不住！造车新势力直线跳水，公司紧急回应，虚惊一场？,证券时报网
1847,2021-03-23,JPMorgan Chase & Co.增持洛阳钼业股份约707.59万股,每日经济新闻
1848,2021-03-23,Citigroup Inc.减持洛阳钼业股份约85.98万股 减持股份,每日经济新闻
1849,2021-03-23,铜、钴业务毛利率增长13.74pct 洛阳钼业看好钴价上行空间,金融界
1850,2021-03-23,【权益变动】洛阳钼业(03993-HK)被花旗集团减持85.977万股 减持股份,财华社
1851,2021-03-23,社保基金长期坚守股曝光，32股连续持有至少一年,Wind
1852,2021-03-23,洛阳钼业年报公布跌4.11% 去年净利润同比增25%,中国经济网
1853,2021-03-23,社保基金长期坚守股票曝光，32股连续持有至少一年,证券时报
1854,2021-03-23,【异动股】洛阳钼业(03993-HK)跌5.14%,财华社
1855,2021-03-23,中免、三一、万华、恒力石化、潍柴、中远海控等机构抱团股均跌超3%,Wind
1856,2021-03-23,快讯：港股有色金属板块下跌 中国宏桥、中国铝业跌6%,新浪
1857,2021-03-23,"【行情】港股有色金属板块持续下挫，中国铝业跌5.6%，中国宏桥跌5.1%，洛阳钼业跌4.1%，赣锋锂业跌3.1%，江西铜业跌2.5%
连续下跌",金十数据
1858,2021-03-23,344公司公布年报70家业绩增幅翻倍,证券时报网
1859,2021-03-23,384公司利润不断改善101家步入绩优股行列,证券时报网
1860,2021-03-23,洛阳钼业“矿业+贸易”融合效应显现 2020净利润同比增长1/4,21世纪经济报道
1861,2021-03-23,今日60公司公布年报12家业绩增幅翻倍,证券时报网
1862,2021-03-23,"""镍""变将至：未来10年电池镍需求增长8-16倍 半路""杀""出新工艺",每日经济新闻
1863,2021-03-23,3月23日利好及其影响个股,云掌财经
1864,2021-03-23,新能源电池最有前途的金属，被马斯克认为是“特斯拉最大瓶颈”，半路“杀”出新工艺，“镍”变将至！,每经头条
1865,2021-03-23,上市公司正负面新闻2021年3月23日星期二,Wind
1866,2021-03-23,大盘还有多少上涨空间,云掌财经
1867,2021-03-23,洛钼(03993-HK)去年多赚25% 定下今年铜、钴产量预算目标,财华社
1868,2021-03-22,格隆汇港股聚焦(03.22)︱碧桂园服务年度纯利升60.8%至26.86亿元；京东8亿美元增持达达集团,格隆汇
1869,2021-03-22,智通港股公告精选 | (3.22)百度集团明日上市 碧桂园服务或私有化蓝光嘉宝服务,智通财经
1870,2021-03-22,洛阳钼业(03993)建议重选及选举董事及监事,智通财经
1871,2021-03-22,洛阳钼业去年营收首超千亿：持续寻求新能源金属资源并购机会,澎湃新闻
1872,2021-03-22,洛阳钼业2020年度营收首破千亿元 旗下贸易平台IXM创史上最佳业绩,金融界
1873,2021-03-22,洛阳钼业2020营收首破千亿元 前瞻布局深度参与全球能源行业转型,证券日报网
1874,2021-03-22,晚间重要公告2021年3月22日星期一,Wind
1875,2021-03-22,洛阳钼业(603993.SH)：拟开展商品期货套期保值业务,格隆汇
1876,2021-03-22,洛阳钼业(603993.SH)年度归母净利同比增25.4%至23.29亿元 拟10股派0.33元,智通财经
1877,2021-03-22,洛阳钼业：2020年净利润同比增长25.4%,Wind
1878,2021-03-22,洛阳钼业：2020年净利23.29亿元 同比增25.4%,e公司
1879,2021-03-22,洛阳钼业(603993.SH)2020年度净利润升25.4%至23.29亿元拟10派0.33元,格隆汇
1880,2021-03-22,Citigroup Inc.增持洛阳钼业股份约99.12万股,每日经济新闻
1881,2021-03-22,BlackRock Inc.减持洛阳钼业股份约1925.89万股 减持股份,每日经济新闻
1882,2021-03-22,3月22日晚间重要行业研究汇总(附股),中金在线
1883,2021-03-22,基础化工行业：追“宗”系列：大宗投资前瞻：通胀修复提振铜铝价格 钢铁供给收缩预期强化,新浪
1884,2021-03-22,有色金属行业周度聚焦：持续关注铜铝、锂、稀土板块配置机会,新浪
1885,2021-03-22,有色金属：锂精矿加速上涨趋势已现 供给紧缺有望加剧,新浪
1886,2021-03-22,有色金属行业周报：继续看好铜铝 锂精矿如期涨价,新浪
1887,2021-03-22,A股融资融券日报：两融余额减少44.55亿元（3月19日）,Wind
1888,2021-03-22,"智通港股早知道︱(3月22日)券商持续看好铝业股后期表现,激光电视展出利好海信家电(00921)股价",智通财经
1889,2021-03-21,生意社：跌有理涨有利 钴市上涨何期？,生意社
1890,2021-03-21,易会满重磅发声：中国资本市场潜力还很大；百万亿级别投资主线来了；曾看准新能源的私募大佬扫货“牛市旗手”！,每日经济新闻
1891,2021-03-21,周五北向资金当日增减仓数据（截止3.19）,云掌财经
1892,2021-03-21,锂精矿价格加速上涨，产业链利润分配上移,微信
1893,2021-03-19,Citigroup Inc.减持洛阳钼业股份约133.70万股 减持股份,每日经济新闻
1894,2021-03-19,【异动股】洛阳钼业(03993-HK)跌3.98%,财华社
1895,2021-03-19,智通港股早知道︱(3月19日) 高估值科技股板块承压 船舶需求强劲利好中远海控(01919)等,智通财经
1896,2021-03-18,老记吹“牛”｜马斯克不喜欢“钴爷”，宝马喜欢；这只高瓴概念股现抄底机会？,每日经济新闻
1897,2021-03-18,JPMorgan Chase & Co.减持洛阳钼业股份约359万股 减持股份,每日经济新闻
1898,2021-03-18,"BlackRock, Inc.增持洛阳钼业(03993)1076.4万股，每股作价5.28港元",智通财经
1899,2021-03-18,周期股疲态 有色板块深度回调 周期行情何去何从？|焦点资讯,第一财经
1900,2021-03-18,美联储“鸽”声嘹亮，全球有色板块受鼓舞集体飙涨！,格隆汇
1901,2021-03-18,A股融资融券日报：两融余额增加16亿元（3月17日）,Wind
1902,2021-03-18,洛阳钼业(03993.HK)获摩根大通增持206.1万股,格隆汇
1903,2021-03-17,【权益变动】洛阳钼业(03993-HK)获贝莱德增持1076.4万股,财华社
1904,2021-03-17,JPMorgan Chase & Co.增持洛阳钼业股份约206.10万股,每日经济新闻
1905,2021-03-17,Citigroup Inc.增持洛阳钼业股份约1094.10万股,每日经济新闻
1906,2021-03-17,BlackRock Inc.增持洛阳钼业股份约1076.40万股,每日经济新闻
1907,2021-03-17,港股异动 | LME铜库存增加12% 紫金矿业(02899)跌超4% 江西铜业(00358)跌超3%,智通财经
1908,2021-03-17,智通港股通占比异动统计|3月17日,智通财经
1909,2021-03-17,智通港股早知道︱(3月17日) 有机硅价走高利好东岳集团(00189) B站过聆讯备受关注,智通财经
1910,2021-03-17,有色板块深度回调 “周期之王”何去何从？,证券时报
1911,2021-03-16,千亿白马股闪崩跌停！蔡经理又要被喷？主力资金集体出逃，市值蒸发118亿 连续下跌,和讯
1912,2021-03-16,数据解盘|今日北向资金合计净流入78.36亿元 有色金属板块主力资金净流出44.49亿元,新浪
1913,2021-03-16,主力资金：1000亿大白马突发闪崩跌停 诺安也“躺枪”？,新浪
1914,2021-03-16,34股主力资金净流入超亿元,证券时报网
1915,2021-03-16,522亿主力资金近三日撤出全A(等权)概念股,证券时报网
1916,2021-03-16,摩根大通减持洛阳钼业(03993)598.37万股，每股作价5.12港元 减持股份,智通财经
1917,2021-03-16,驰宏锌锗：控股子公司金欣矿业备案钼金属量246.68万吨,每日经济新闻
1918,2021-03-16,午评|指数早盘缩量震荡 碳中和概念表现强势,新浪
1919,2021-03-16,A股午盘综述：上证指数涨0.24%，碳中和概念崛起提振市场,Wind
1920,2021-03-16,“我的钱像大风刮走的！”基民自嘲，百只百亿基金翻车，但这些基金经理展现“英雄本色”,中证报
1921,2021-03-16,智通港股通占比异动统计|3月16日,智通财经
1922,2021-03-16,港股盘前必读：北上资金大笔卖出白酒股茅台净卖出约10亿元,Wind
1923,2021-03-16,洛阳钼业(03993.HK)遭摩根大通减持598.4万股 减持股份,格隆汇
1924,2021-03-15,【权益变动】洛阳钼业(03993-HK)被摩根大通减持598.3739万股 减持股份,财华社
1925,2021-03-15,JPMorgan Chase & Co.减持洛阳钼业股份约598.37万股 减持股份,每日经济新闻
1926,2021-03-15,安信证券--有色金属行业周报：国内新能源车销量超预期，锂精矿上涨逻辑有望进一步强化【行业研究】,金融界股吧
