,2021-12-31,海尔智家(06690)：累计75.04亿港元H股可转债转换成3.98亿股,智通财经
2229,2021-06-02,【银河晨报】6.2丨医药：ASCO2021摘要发布，国内创新数质提升,中国银河证券研究
2230,2021-06-02,【银河家电李冠华】行业动态 2021.5丨空调销售稳增长，成本上涨压力缓解,中国银河证券研究
2231,2021-06-02,港股盘前必读：首对沪港ETF互通产品于上交所与港交所同步上市,Wind
2232,2021-06-02,中国家电与美好生活同行,经济日报
2233,2021-06-02,格隆汇港股回购榜|6月1日,格隆汇
2234,2021-06-02,新家电引领美好生活,经济日报
2235,2021-06-01,智通港股公告精选︱(6.1)中国恒大5月物业合约销售额增长6%至638.6亿元,智通财经
2236,2021-06-01,海尔智家(06690)5月累计回购1647.05万股A股,智通财经
2237,2021-06-01,海尔智家(06690.HK)：5月累计回购A股1647.05万股,格隆汇
2238,2021-06-01,高端制造与科技行业2021年中期投资策略：聚焦数字化和进口替代 优选估值与成长匹配的标的,新浪
2239,2021-06-01,海尔智家(06690.HK)6月1日耗资3551.50万港元回购111.16万股H股,格隆汇
2240,2021-06-01,海尔智家：6月1日回购195万股A股、111.16万H股,Wind
2241,2021-06-01,海尔智家(600690.SH)斥资6.14亿元累计回购2058.52万股A股,智通财经
2242,2021-06-01,家居｜海尔智家：截止5月底累计回购1190.8万股后 将注销,财经网
2243,2021-06-01,海尔智家(600690.SH)5月共耗资4.89亿元回购1647.05万股A股,格隆汇
2244,2021-06-01,海尔智家：已累计回购股份约2059万股,每日经济新闻
2245,2021-06-01,为用户选“健康冰箱”！王牌家族的618冰箱清单出炉,证券之星
2246,2021-06-01,最担心的事发生了！又降价，海尔空调靠健康能行吗？,证券之星
2247,2021-06-01,山东现存香港投资企业4696家 实际使用港资557.96亿美元,中新网
2248,2021-06-01,实业为基智能加码 家居龙头改写智能家居行业格局,金融界
2249,2021-06-01,原材料涨价蔓延 家电企业价格上调 创新发展是抗风险关键,证券日报网
2250,2021-06-01,巨头频入汽车局 家电高管称企业跨界造车风险大不可跟风,证券日报网
2251,2021-06-01,智能家居齐发力：鸿蒙专攻系统、海尔智家专注入户、小米侧重连接,36氪
2252,2021-06-01,家用电器行业五月行业动态报告：空调销售稳增长 成本上涨压力缓解,新浪
2253,2021-06-01,中国银河维持家用电器行业推荐评级：空调销售稳增长，成本上涨压力缓解,每日经济新闻
2254,2021-06-01,瞰鉴鲁股：千亿市值公司增至7家 华熙生物“杀进”板块前五,每日经济新闻
2255,2021-06-01,恒生科指拉升上涨超1% 快手、美团皆涨逾5%,金融界
2256,2021-06-01,家电行业周报：线上高基数下龙头表现出众 空调排产内销承压外销有韧性,新浪
2257,2021-06-01,山东能源、山东重工、海尔，齐鲁大企业“上市军团”成势,财经网
2258,2021-06-01,4月冰箱&洗衣机产业在线数据点评：行业格局稳固 龙头持续领跑,新浪
2259,2021-06-01,后疫情时代家电业的新挑战来了！,家电圈
2260,2021-06-01,港股盘前必读：港交所将宽免固定收益ETF及货币市场ETF的相关交易费用,Wind
2261,2021-06-01,格隆汇港股回购榜|5月31日,格隆汇
2262,2021-05-31,格隆汇港股聚焦(05.31)︱现代牙科一季度收益增32.7%至7.01亿港元；招商银行31.21亿元购买台州银行14.8559%股份获批,格隆汇
2263,2021-05-31,智通港股公告精选︱(5.31)中集集团拟分拆中集天达至深交所创业板上市,智通财经
2264,2021-05-31,海尔智家(06690)5月31日回购185万股A股及76.86万股H股,智通财经
2265,2021-05-31,海尔智家：5月31日耗资2498.09万港元回购76.86万股H股,Wind
2266,2021-05-31,海尔智家(06690.HK)5月31日耗资2498.09万港元回购76.86万股H股,格隆汇
2267,2021-05-31,吉利与海尔欲“牵手”合作，效仿赛力斯“拯救”新能源销量？,上游新闻
2268,2021-05-31,2021 IAI传鉴国际创意节聚焦品牌营销热点,速途网
2269,2021-05-31,海尔智家现2笔大宗交易 共成交803.00万元,新浪
2270,2021-05-31,海尔智家今日大宗交易成交7.06万股，成交价30.17元溢价0.0%,Wind
2271,2021-05-31,海尔智家(600690)：核心员工持股计划推进 治理持续优化,新浪
2272,2021-05-31,从被传唱到上课堂，三翼鸟也有了粉丝,证券之星
2273,2021-05-31,家电板块走弱,格隆汇
2274,2021-05-31,美的、格力、海尔智家集体下滑打压家电板块，苏泊尔、老板、海信等跟跌,Wind
2275,2021-05-31,2021年中国家电流通大会：线下实体企业仍是家电主渠道,中国家电网
2276,2021-05-31,北向资金增持市值超5000万元股票（附名单）,证券时报网
2277,2021-05-31,家用电器行业周报：预售火热启动 关注家电板块“618”投资机会,新浪
2278,2021-05-31,21股获券商买入评级，东鹏饮料目标涨幅达197.86%,Wind
2279,2021-05-31,港股盘前必读：美团一季度实现营收370亿元同比增长120.9%,Wind
2280,2021-05-31,新华社民族品牌指数连续三周跑赢沪指,中证报
2281,2021-05-31,换引擎添动能谋转型，沪市公司“点火”产业升级“发动机”,Wind
2282,2021-05-30,北向资金一周涌入近470亿元，人民币资产为何再受追捧？,第一财经
2283,2021-05-30,换引擎、添动能、谋转型 沪市公司“点火”产业升级“发动机”,上证报
2284,2021-05-30,A股明日风口：北京消费季6月将发放超百亿消费补贴,新浪
2285,2021-05-30,家电行业2021年中期投资策略：攻守兼备 或跃在渊,新浪
2286,2021-05-30,海尔智家发布2021年Q1财报：净利润30.5亿元,IT之家
2287,2021-05-30,黄金赛道10倍牛股诞生，高增长潜力股名单来了,第一财经
2288,2021-05-30,公私募大咖集体出手 “疯狂的石头”遭哄抢！,网易
2289,2021-05-30,智能家居国内市场规模将突破1900亿 潜力股名单来了,证券时报网
2290,2021-05-29,从家电到场景生态，海尔智家正在完成一场蜕变,砍柴网
2291,2021-05-29,线下实体零售企业仍是家电流通行业的主渠道,北京商报
2292,2021-05-29,原材料价格持续上涨，2021年家电流通趋势如何？,贝壳财经
2293,2021-05-29,格隆汇港股回购榜 | 5月28日,格隆汇
2294,2021-05-29,长城行业轮动混合净值上涨3.57%,新浪
2295,2021-05-29,金鹰多元策略混合净值上涨3.01%,新浪
2296,2021-05-28,智通港股公告精选︱(5.28)中原建业公开发售获认购4.99倍 每股发售价3港元,智通财经
2297,2021-05-28,港股行情复盘：恒生指数收涨0.04% 有色金属板块午后震荡 京东物流(02618)涨3.32%（2021/5/28）,--
2298,2021-05-28,海尔智家：5月28日回购123.8万股，斥资4068.52万港元,Wind
2299,2021-05-28,海尔智家(06690.HK)5月28日耗资4068.52万港元回购123.8万股,格隆汇
2300,2021-05-28,关于调整沪深300和中证香港100等指数样本的公告,中证指数
2301,2021-05-28,海尔智家(600690)：员工持股掀开公司治理新篇章,新浪
2302,2021-05-28,【权益变动】海尔智家(06690.HK)获贝莱德增持96.32万股,财华社
2303,2021-05-28,奥马归于TCL、惠而浦投入格兰仕怀抱，白电业整合暂时告一段落,新京报
2304,2021-05-28,智通AH统计|5月28日,智通财经
2305,2021-05-28,美的集团、格力电器、海尔智家集体走低打压家电板块,Wind
2306,2021-05-28,【家电】4月空调销量增速放缓，冰洗出口持续高增长——家电行业周报——看好,渤海证券研究
2307,2021-05-28,5月27日31只个股获券商关注，东鹏饮料目标涨幅达158.14%,每日经济新闻
2308,2021-05-28,20股获券商买入评级 三钢闽光目标涨幅达105.16%,Wind
2309,2021-05-28,家电蝶变坎坷路 大浪淘沙显真金,中国家电网
2310,2021-05-28,【中原家电】白色家电行业月报：白电回暖态势增强，内外销量有望提升,中原证券研究所
2311,2021-05-27,【察回购】白电双雄又掐起来了？格力电器最高回购150亿元，或创A股记录,财华社
2312,2021-05-27,格力宣布150亿大动作：股东喜迎股价上涨 但员工才是最大赢家？,每日经济新闻
2313,2021-05-27,7亿+RMB，激励1599名员工，海尔智家业绩向好,Ofweek
2314,2021-05-27,资本动态 | “内卷”？格力或刷新A股回购历史，强压美的一头，意图挽回低迷股价？,财经网
2315,2021-05-27,大盘走强：8股看涨空间超20% 15股获多家机构“买入”评级,新浪
2316,2021-05-27,为用户创新智慧饮食方案，海尔冰箱因此获奖了,证券之星
2317,2021-05-27,首批恒生科技指数ETF上市，从App数据透视成分股价值,东证衍生品研究院
2318,2021-05-27,618前方即将厮杀！海尔智家：看看后方再说,砍柴网
2319,2021-05-27,用户指挥！海尔衣联网奏响洗护“交响乐”,证券之星
2320,2021-05-27,21股获买入评级 最新:艾隆科技,中财网
2321,2021-05-27,A股“回购王”易主格力电器，百亿回购最高溢价24% 控制人变化,环球老虎财经
2322,2021-05-27,董小姐放大招！近一年计划买自家股票超200亿！本次大额回购竟遭市场质疑？股价迟迟不涨，年内跌逾6%,雪球
2323,2021-05-27,洗净衣服不算啥！亮色如新才是海尔洗衣机本事,证券之星
2324,2021-05-27,国信证券：海尔智家（600690.SH）-A+H股权激励全面展开，维持“买入”评级,智通财经
2325,2021-05-27,西南证券：海尔智家（600690.SH）股权激励促治理机制改善，业绩可期，维持“买入”评级,智通财经
2326,2021-05-27,西南证券维持海尔智家买入评级：股权激励彰显信心，治理改善业绩可期,每日经济新闻
2327,2021-05-27,国信证券维持海尔智家买入评级，事件快评：A+H 股权激励全面展开，治理改善持续深入,每日经济新闻
2328,2021-05-27,格力电器再启股票回购 最高限额150亿元,21世纪经济报道
2329,2021-05-27,"率先响应国家家电换新政策,海尔智家启动健康焕新节!",证券之星
2330,2021-05-27,许家印“接管”同策,乐居财经
2331,2021-05-27,信达证券：持续发布持股计划 给予海尔智家“买入”评级,乐居财经
2332,2021-05-27,壕气！格力再放大招动用75亿-150亿搞回购！市值被美的甩开2500亿董明珠罕见提退休后市咋走？,券商中国
2333,2021-05-27,智通港股通持股解析|5月27日,智通财经
2334,2021-05-27,22股获券商买入评级 金发科技目标涨幅达78.39%,Wind
2335,2021-05-27,原材料价格过山车家电市场遇冷 涨价潮或被遏制,红网
2336,2021-05-27,海尔智家(600690)：员工持股持续推出 激励机制彰显长期信心,新浪
2337,2021-05-27,民族品牌指数跌0.05% 北向资金连续买入成分股,上证报
2338,2021-05-27,海尔智家(06690.HK)拟开展员工股权激励涉逾7亿人民币,财华社
2339,2021-05-27,“618”大促拉动消费 布局四大投资主线,财富动力网
2340,2021-05-27,市值差了美的2560亿，董明珠又出手了！格力最多150亿回购,搜狐
2341,2021-05-26,机构看好这些个股最高还有66%的上涨空间,第一财经
2342,2021-05-26,晚间要闻2021年5月26日星期三,Wind
2343,2021-05-26,海尔高管分享有屋智能IPO盛宴，博洛尼被整体装入,乐居财经
2344,2021-05-26,晚间重要公告2021年5月26日星期三,Wind
2345,2021-05-26,信达证券维持海尔智家买入评级：员工持股持续推出，激励机制彰显长期信心,每日经济新闻
2346,2021-05-26,海尔智家(06690.HK)5月26日注销633.58万股已回购H股,格隆汇
2347,2021-05-26,原材料价格波动家电涨价：海尔调价对冲成本压力，格力或以不涨价阻击对手,搜狐
2348,2021-05-26,海尔智家(600690.SH)：2021年A股员工持股计划资金总额7.08亿元,格隆汇
2349,2021-05-26,海尔智家：拟推A股核心员工持股计划（2021-2025年）,Wind
2350,2021-05-26,是冰箱也是食联生态！超10万用户交互描绘海尔冰箱全貌！,证券之星
2351,2021-05-26,家电白马格力电器股价新低，市值仅美的一半，董明珠罕见提退休,AI财经社
2352,2021-05-26,有投入，就有产出！看看产出多少项中国专利金奖,牛华网
2353,2021-05-26,累计获奖行业第一！海尔智家连续4年获中国专利金奖,牛华网
2354,2021-05-26,智通AH统计|5月26日,智通财经
2355,2021-05-26,枣庄纺织走向智慧化！卡奥斯海织云牵手正凯,大众日报
2356,2021-05-26,海尔智家A+H股双上涨！资本市场看好新一轮核心员工持股计划,金融界
2357,2021-05-26,恒生科指拉升转涨超1%，阅文集团大涨7%美团涨4%,金融界
2358,2021-05-26,在澳洲：海尔智家法式冰箱获评第一名,证券之星
2359,2021-05-26,【行情】恒生科技指数早盘尾段涨超1%，美团、海尔智家、金蝶国际涨幅居前,金十数据
2360,2021-05-26,板块异动丨家电股全线走高，JS环球生活涨4%,金融界
2361,2021-05-26,【异动股】海尔智家(06690.HK)涨3.11%,财华社
2362,2021-05-26,物联网板块涨幅明显 海尔智家涨幅居前,金融界
2363,2021-05-26,港股异动|海尔智家(6690.HK)涨逾4%建议采纳核心员工持股计划,格隆汇
2364,2021-05-26,东莞证券：海尔智家（600690.SH）新一轮核心员工持股计划提上日程，维持“推荐”评级,智通财经
2365,2021-05-26,智能家居 智慧生活,工人日报
2366,2021-05-26,东莞证券维持海尔智家推荐评级，事件点评：新一轮核心员工持股计划提上日程,每日经济新闻
2367,2021-05-26,晨会聚焦210526重点关注中国移动、家电、中国电信、快手、滔搏,国信研究
2368,2021-05-26,家电行业周报：厨电与投影新机会：老板发力二次增长，投影赛道双龙共舞,国信研究
2369,2021-05-26,18股获券商买入评级 浙商中拓目标涨幅达59.18%,Wind
2370,2021-05-26,智通港股通持股解析|5月26日,智通财经
2371,2021-05-26,海尔智家(600690)：桃实千年非易待 三翼鸟乘风会有时,新浪
2372,2021-05-26,智通港股开市掘金(05.26) | 虚拟货币再受压力核心品种继续受追捧 美元走弱黄金类有望走强,智通财经
