,2021-12-31,中国交建：截至目前公司与福田汽车没有具体的业务合作,每日经济新闻
3964,2018-03-20,人民日报：大桥飞架南北，连接中菲友谊！,中国交建
3965,2018-03-20,"""大国重器""振人心激人气 揭十只价值龙头股",证券日报
3966,2018-03-20,[推荐评级]机械行业周报：政策多点开花 电池前景广阔,中财网
3967,2018-03-20,大国重器所涉及的A股上市公司 大国重器第二季概念股,证券日报
3968,2018-03-20,中国交建到访三一，双方将全方位加强合作,工程机械商贸
3969,2018-03-19,陈奋健分别会见新疆交通厅党委书记和曹妃甸区委书记,中国交建
3970,2018-03-19,"轨道车居然有""千里眼""!“智慧云”让地铁铺轨井井有条",中国交建
3971,2018-03-19,【招商建筑】周观点：配置低预期低，积极布局园林装饰,招商建筑
3972,2018-03-19,“大国重器”激活市场人气 营收榜单揭示十大价值龙头,中财网
3973,2018-03-18,各地集体发力无人驾驶 滴滴与美团大战即将全面爆发,腾讯网
3974,2018-03-17,中巴代表出席巴西圣路易斯港合作项目奠基仪式,新华网
3975,2018-03-16,总移位35米 中国交建完成世界最大吨位单体桥梁整体拆移施工,国资委
3976,2018-03-16,坐标襄阳！汉江上首条公路隧道正式动工,中国交建
3977,2018-03-16,"中国交建:受益市政与环保业务加速扩张,订单大幅增长",证券之星
3978,2018-03-15,中国交建7家单位与日本UR都市开发专业机构开展交流,中国交建
3979,2018-03-15,[领先大市-A评级]建筑行业快报：国务院组建国家国际发展合作署 统筹一带一路建设,中财网
3980,2018-03-15,华创事件驱动早报3-15：多城市提速自动驾驶路测进程；苹果无线充电器月底开卖,华创证券研究
3981,2018-03-15,A股情报：中小板将继续反弹 21股将爆发(名单),凤凰网
3982,2018-03-14,公告精选：2家A股控股股东全部持股被冻结；赛升药业等5家公司提送转预案,e公司
3983,2018-03-14,利空次新股？厦门北八道操纵多只次新股，证监会开出巨额罚单,云掌财经
3984,2018-03-14,中国交建社会责任工作，告诉我们您的关注！,中国交建
3985,2018-03-14,中国交建2017年新签合同金额9000亿元，增长23%,中国交建
3986,2018-03-14,14日潜力排行榜居前板块(附股),证券之星
3987,2018-03-14,[买入-A评级]中国交建(601800)动态分析：新签合同额创历史新高,中财网
3988,2018-03-13,中国自主研制的出口海外最大直径盾构机下线,中新网
3989,2018-03-13,积极把握今年唯一复仇的机会,中财网
3990,2018-03-13,周二最新重磅公司传闻集锦(3月13日),证券之星
3991,2018-03-12,沪深上市公司18年3月12日晚间上市公司重要公告,全景网
3992,2018-03-12,12日晚公告精编丨多家上市公司公布高送转方案,21世纪经济报道
3993,2018-03-12,中国交建：中标16.2亿元呼伦贝尔市PPP项目,e公司
3994,2018-03-12,[推荐评级]中国交建(601800/01800.HK)公司动态：2018展望：收入加速增长 订单维持稳健,中财网
3995,2018-03-11,【申万宏源建筑】周观点：为什么现在可以对PPP积极一些？,申万宏源建筑研究
3996,2018-03-10,【华泰建筑建材鲍荣富】周观点20180310：继续重点推荐园林设计及家装建材,华泰建筑建材研究
3997,2018-03-09,苏通大桥“体检”了！,中国交建
3998,2018-03-09,恒指涨0.9%报30930点 手机配件股集体走强,腾讯网
3999,2018-03-08,公告精选：次新股万兴科技、泰永长征齐停牌 贵州燃气提示风险,e公司
4000,2018-03-08,公告汇总：万兴科技股价异动 明起停牌核查,网易
4001,2018-03-08,中国交建：2017年新签合同金额超过9000亿元,中证报
4002,2018-03-08,晚间重要公告2018年3月8日星期四,--
4003,2018-03-08,中国交建：今年新签合同额计划增长8% 营收力争实现4900亿,e公司
4004,2018-03-08,中国交建：2018年度新增投资项目合同额为1500亿元,Wind
4005,2018-03-08,创业的看过来！中国交建联合国际知名企业助力创业团队,中国交建
4006,2018-03-08,海南瑞泽布局“大旅游”迎特区30周年,财经网
4007,2018-03-07,中国交建总部各部门、事业部、区域总部向公司领导述职,中国交建
4008,2018-03-06,拐了一个90度急转弯！文莱第一座跨海大桥解决世界级难题,中国交建
4009,2018-03-06,中交西筑看涨中国道路机械市场，借力中国交建抓住机遇,慧聪网
4010,2018-03-05,联想企业网盘融合云助力中交上海航道设计院国际化进程,比特网
4011,2018-03-05,[领先大市-A评级]建筑施工行业2017年年报业绩前瞻：业绩有望维持稳健增长,中财网
4012,2018-03-05,[中性评级]建筑行业周报：以大生态的视角看园林,中财网
4013,2018-03-05,[领先大市-A评级]建筑行业周报：重视“一带一路”政策红利 积极关注园林工程成长,中财网
4014,2018-03-03,公告隐现重大利好 周一8股有望突破大涨,证券之星
4015,2018-03-02,沪深上市公司18年3月2日晚间上市公司重要公告,全景网
4016,2018-03-02,中国交建：参与京雄城际铁路第三标段的施工任务,e公司
4017,2018-03-02,京雄高铁开工！怎能少了中国交建！,中国交建
4018,2018-03-02,建筑行业月度观察#1：加大配臵基建 逢低吸纳房建、装饰,中财网
4019,2018-03-01,中国交建今日大宗交易成交14.50万股，成交价13.9元折价-1.68%,Wind资讯
4020,2018-03-01,上海证券市场大宗交易公开信息(2018-03-01),顶尖财经网
4021,2018-02-28,45.76亿元！中国交建中标国家级农业PPP试点项目,中国交建
4022,2018-02-28,中企参与马来西亚东海岸铁路环境保护计划,新华网
4023,2018-02-28,黑马股推荐：2018年2月28日推荐6只黑马股,至诚财经
4024,2018-02-28,建筑业央企订单持续增长,中证报
4025,2018-02-27,成立不满三年即申请IPO，代工厂富士康的底气与问题,搜狐
4026,2018-02-27,中交基金再次完成青岛地铁PPP基金投放,中国交建
4027,2018-02-27,西门子阿尔斯通竞标新马高铁 中日遇强劲对手,中国经营网
4028,2018-02-27,黑马股推荐：2018年2月27日推荐6只黑马股,至诚财经
4029,2018-02-27,【机械-振华重工(600320)】王华君：董事长增持彰显信心；海工装备风险释放、2018-2020年业绩弹性大-20180226,中泰证券研究所
4030,2018-02-26,《走遍中国》之惊世神器，让世界惊叹，让中国自豪！,中国交建
4031,2018-02-26,《大国重器》第二季重磅回归！就在今晚！,中国交建
4032,2018-02-26,"今晚央视《科技之光》 ：造岛神器 中国""天鲲号""",中国交建
4033,2018-02-26,今日尾盘资金抢筹这些个股,证券时报网
4034,2018-02-26,中上协“2017年度最受投资者尊重的上市公司评选”入围名单揭晓,中上协
4035,2018-02-26,明日最具爆发力六大牛股一览（2月27日）,中财网
4036,2018-02-26,[增持评级]建筑工程行业周报：雄安利好园林/基建/装配 关注两会及年报披露行情,中财网
4037,2018-02-26,午间研报精选：机构关注奥拓电子等5股,和讯
4038,2018-02-26,[买入-A评级]海南瑞泽(002596)公司快报：双管齐下进军旅游 大股东拟增持凸显信心,中财网
4039,2018-02-25,海南瑞泽：大股东拟增持凸显信心 买入评级,安信证券
4040,2018-02-24,加大旅游布局业绩大幅增长 海南瑞泽释放多重利好,e公司
4041,2018-02-23,涨停复盘:雄安和乡村振兴政策预期炒作升温 周期回归,金融界
4042,2018-02-23,中证数据：两市资金净流入前20股（2月23日）,金融界
4043,2018-02-23,"建筑和工程行业研究周报:持续推荐大建筑,重视园林/全装修/专业工程等成长性",国金证券
4044,2018-02-22,聚焦“中字头” 寻找中国核心资产,红周刊
4045,2018-02-16,大基建板块基本面悄然变迁 A股奏响“强者恒强”序曲,红周刊
4046,2018-02-13,砥砺奋进，继往开来！精彩视频回望中国交建2017,中国交建
4047,2018-02-13,一财研选｜北斗组网全球覆盖加速，应用驱动产业进入黄金期！,第一财经
4048,2018-02-13,五大券商周三看好6板块45股,证券之星
4049,2018-02-13,大基建 估值再判断,红周刊
4050,2018-02-13,加拿大启动对中国交建收购Aecon的国家安全审查,新浪
4051,2018-02-12,《环球时报》：探访援菲大桥，中国交建为菲律宾造梦！,中国交建
4052,2018-02-12,22.5亿！中国交建联合体中标湖州PPP项目,中国交建
4053,2018-02-11,流域治理成就“天府绿道”，开启治水兴蓉新篇章！,中国交建
4054,2018-02-11,建材：建筑企业17年业绩表现良好 荐4股,申万宏源
4055,2018-02-11,【申万宏源建筑】周观点：PPP示范项目推出，审批严格质量为王，建筑企业17年业绩表现良好,申万宏源建筑研究
4056,2018-02-10,蓝筹股玩“闪崩”警惕A股疯牛行情要终结,搜狐
4057,2018-02-10,A股复盘：二八转换OR覆巢之下？,中金网
4058,2018-02-09,棱镜 | 复盘A股与港股大跌：是二八转换前奏还是同步调整？,腾讯网
4059,2018-02-09,巨丰投顾：股指或已完成最后一波下跌,巨丰财经
4060,2018-02-09,巨丰收评：股指或现最后一跌,巨丰财经
4061,2018-02-09,短线防风险26只股短期均线现死叉,证券时报
4062,2018-02-09,巨丰投顾：大蓝筹集体杀跌 市场将进入箱体震荡,金融界
4063,2018-02-09,暴跌释放三大风险 市场或将进入箱体震荡,金融界
4064,2018-02-09,大蓝筹集体杀跌 沪指盘中击穿3100点,巨丰财经
4065,2018-02-09,沪指下跌逾4%一度失守3100点 上证50指数大跌逾5%,证券之星
4066,2018-02-09,沪指跌破3100点，中字头拖累上证50重挫逾6%,第一财经
4067,2018-02-09,中字头板块沦陷 中国太保等22股跌逾6%,新浪
4068,2018-02-09,孙卫党:长假带不确定性 思考低估值上涨逻辑是否存在,新浪
4069,2018-02-09,【50ETF期权日报】20180209,金瑞期货
4070,2018-02-09,上证50指数单边调整 节前不宜大幅调仓换股,大众证券报
4071,2018-02-09,中小创继续走强 目前尚难判断股市风险是否释放完毕,深圳商报
4072,2018-02-09,上证50、创业板各演反转剧 机构争议风格转换,21世纪经济报道
4073,2018-02-09,第三批央企混改名单“不能说” 七大领域名单有迹可循,中财网
4074,2018-02-08,A股蓝筹玩“闪崩”，警惕流动性衰竭,第一财经
4075,2018-02-08,中国交建：一航局中标21亿元地下综合管廊PPP项目,e公司
4076,2018-02-08,刘士余左右为难了！,新浪
4077,2018-02-08,券商评级:权重大跌沪指失守年线 9股聚焦,证券之星
4078,2018-02-08,蓝筹大跌 上证50指数午后持续走低,证券时报网
4079,2018-02-08,中字头板块走低 中国交建、中国中铁跌逾8%,e公司
4080,2018-02-08,中字头板块大幅杀跌,证券之星
4081,2018-02-08,[中性评级]2017年建筑装饰行业年报前瞻：专业工程景气度持续提升 基建高增长低估值酝酿涅槃,中财网
4082,2018-02-08,安信建筑 | 第四批示范项目出炉，指引PPP规范后发展趋势,安信国际
4083,2018-02-08,盘前参考:权重股调整可降风险 昨夜美股再跌今周四,中财网
4084,2018-02-08,【招商建筑】第四批财政部示范PPP项目点评：落地率提升，项目量降质升,招商建筑
4085,2018-02-08,机构和港资有行动部分重挫的白马股被大幅抄底,顶尖财经网
4086,2018-02-07,中国交建：四公局中标贵州双龙航空港经济区中学项目 中标金额19.1亿,e公司
4087,2018-02-07,"中国交建:基建主业增长稳健,合作基金推动海外布局",正点财经
4088,2018-02-07,[领先大市-A评级]建筑行业快报：第四批示范项目出炉 指引PPP规范后发展趋势,中财网
4089,2018-02-07,建筑与工程行业动态：财政部第四批PPP示范项目公布 项目筛选整体趋严,中财网
4090,2018-02-06,中石化天津接收站首船LNG到港，将向京津冀鲁地区供气,澎湃新闻
4091,2018-02-06,三突破，双首创！国内最大跨径钢桁梁悬索桥建成通车啦,中国交建
4092,2018-02-06,中交科技城积极申报建设陕西首个交通硬科技小镇,中国交建
4093,2018-02-06,金股预测晚间版：中国交建等3股后市上涨概率超70%,巨丰财经
4094,2018-02-06,[中性评级]建筑行业周报：继续推荐大基建和园林板块,中财网
4095,2018-02-06,“一带一路”主题迎来双重催化 六股掘金良机,证券日报
4096,2018-02-06,一带一路主题迎来双重催化 15只年报翻番股吸金逾6亿,证券日报
4097,2018-02-05,3只个股尾盘净流入资金超亿元,证券时报网
4098,2018-02-05,中国交建：为阿联酋建造的饱和潜水支持船交付,e公司
4099,2018-02-05,为阿联酋造船！振华重工首艘出口饱和潜水高端船舶交付,中国交建
4100,2018-02-05,中国交建举办2018年离退休老干部新春团拜会,中国交建
4101,2018-02-05,[买入评级]建筑和工程行业研究周报：建筑蓝筹业绩或超预期 细分龙头成长性突出,中财网
4102,2018-02-05,[领先大市-A评级]建筑行业周报：建筑估值优势突出 年报预增比例较高,中财网
