,2021-12-31,全信股份：兴业证券、中信资本等4家机构于12月29日调研我司,证券之星
1200,2021-04-24,券商把脉五月投资主线，局部新热点浮现,Wind
1201,2021-04-23,坚持实施“大财富+大机构”双轮驱动战略，兴业证券副总裁胡平生介绍转型5路径,21世纪经济报道
1202,2021-04-23,兴业证券副总裁胡平生：财富管理业务是集团稳定经营的压舱石,上证报
1203,2021-04-23,兴业银行·兴业证券首届“双兴金象杯”私募实盘大赛一季度榜单公布,和讯
1204,2021-04-22,6个月暴增50%，融券余额首破1500亿大关,Wind
1205,2021-04-22,全景商学院上市公司高管培训班（再融资主题）4月21日成功举办,全景网
1206,2021-04-22,融券余额首破1500亿，券商火速布局抢占市场,Wind
1207,2021-04-21,上市券商一季度业绩分化 盈利能力下降,证券之星
1208,2021-04-21,北向资金今日净卖出10.57亿元，中国平安净卖出近6亿元,Wind
1209,2021-04-20,券商评级出炉 海通证券跌至B类 恒泰证券、国都证券连降4级,中国经营网
1210,2021-04-20,开源证券--非银金融行业周报：金融科技科创板上市受限，看好财富管理优势券商【行业研究】,金融界股吧
1211,2021-04-19,“财富三剑客”今日亮成色！兴业证券上半年净利高增长51%，“财富管理和大机构”双轮驱动战略显效,财联社
1212,2021-04-19,兴业证券：维持腾讯(00700)“买入”评级 目标价730港元,智通财经
1213,2021-04-19,A股收盘综述：创业板指大涨超4%，创逾14个月最大单日升幅,Wind
1214,2021-04-19,券商股尾盘发力，国盛金控直线封板,Wind
1215,2021-04-19,A股午盘综述：上证指数放量涨1.3%，创业板指劲升3.49%,Wind
1216,2021-04-19,十大券商一周策略：潜在入市基金规模超1.1万亿,Wind
1217,2021-04-19,兴业证券 · 创新药产业链合作峰会邀请函,兴证研究
1218,2021-04-18,周末影响A股十大事件及券商最新研判来了！,Wind
1219,2021-04-18,证券行业未来怎么走？上市券商董事长：数字化、国际化、全方位竞争,Wind
1220,2021-04-16,【十大券商一周策略】吃饭行情正在酝酿，基金仓位明显下降,同壁财经
1221,2021-04-16,行情颠簸券商一季度业绩分化，投资成“胜负手”,Wind
1222,2021-04-15,【A股收盘综述】上证指数跌0.52%，碳中和概念股持续回落,Wind
1223,2021-04-15,兴业证券：因皖经债破产公司申报债权6154.45万元 减资破产,Wind
1224,2021-04-15,A股午盘综述：三大股指午盘均跌逾1%,Wind
1225,2021-04-14,券商炒股哪家强？4家收益超百亿中信证券以178亿折桂,Wind
1226,2021-04-13,券商加速财富管理转型,财经网
1227,2021-04-13,央行重磅数据公布前，A股抱团股齐跌、北上资金却在加仓,Wind
1228,2021-04-13,兴业证券：主营业务增长明显 次级债短期补充净资本 部分风控指标逼近预警标准,面包财经
1229,2021-04-12,非银金融行业周观点：继续推荐左侧低位配置部分券商标的,新浪
1230,2021-04-12,券商股盘中异动，太平洋领涨6%,Wind
1231,2021-04-12,【行情】证券板块异动拉升，太平洋涨超4%，国盛金控、兴业证券、南京证券等跟涨,金十数据
1232,2021-04-12,十大券商：股指性价比高，市场仍在右侧！这一板块将成为市场新主角,Wind
1233,2021-04-11,【国君非银】手续费和资本业务共振，业绩大幅提升——2020年券商行业年报业绩综述,欣琦看金融
1234,2021-04-11,卷首丨数智兴证打造开放融合的金融科技新生态,兴业证券订阅号
1235,2021-04-10,兴业证券研究 ? 一周精粹(04.05-04.09),兴证研究
1236,2021-04-09,兴业证券：发行人涉及重大诉讼、仲裁 诉讼纠纷,Wind
1237,2021-04-09,兴业证券董事长杨华辉专题调研海峡股交工作,兴业证券订阅号
1238,2021-04-09,兴业证券：2020年年度利润分配方案,Wind
1239,2021-04-09,证券行业2020年报总结：集中度略降 大券商ROE、杠杆率齐升,新浪
1240,2021-04-09,兴业证券(601377)：财富管理转型成效彰显 集团协同促进投行市占率提升,新浪
1241,2021-04-09,券商2021年一季报前瞻：预计板块归母净利同比增2成 环比增5成,新浪
1242,2021-04-09,兴业证券2020营收创新高：收入结构持续优化，财管转型初露锋芒,搜狐
1243,2021-04-09,多数龙头险企均已布局养老社区，险资欲打通“保险+养老+医疗”降本增效,Wind
1244,2021-04-08,券商经纪业务收入占比下降，财富管理和数字化转型步伐加快,第一财经
1245,2021-04-08,埋伏什么？“五一”出行高峰，航空股迎来强催化,Wind
1246,2021-04-08,兴业证券：公司申报债权,Wind
1247,2021-04-08,牛市旗手突然跳涨，这则消息引爆市场？,Wind
1248,2021-04-08,兴业证券建立市场首个碳中和投行行业部,兴业证券订阅号
1249,2021-04-08,情绪底部或已出现 券商龙头股有哪些？,至诚财经
1250,2021-04-08,兴业证券：维持中国重汽(03808)“买入”评级 2021重卡行业销量有望保持高位,智通财经
1251,2021-04-08,兴业证券南通员工3宗违规收警示函 承诺收益代客交易 金融监管处罚,中国经济网
1252,2021-04-08,兴业证券(601377)：财富管理与投行业务收入大增 归母净利润同比+127%,新浪
1253,2021-04-08,26家券商风控指标出炉：超半数指标下滑，3家券商各有指标接近预警标准，监管高度关注哪些风控指标,财联社
1254,2021-04-08,八大券商主题策略：情绪底部或已出现 大金融为A股注入“强心剂”？,中金在线
1255,2021-04-08,券商2020年报深度综述：通道价值弱化 客户综合经营能力分化,新浪
1256,2021-04-08,海南重磅利好，多股直线涨停！10倍碳中和明星股崩了,Wind
1257,2021-04-08,解盘：百亿资金流入，医美、海南、疫苗、乳业领涨,Wind
1258,2021-04-08,A股午盘综述：上证指数涨0.19%，创业板指涨0.86%.,Wind
1259,2021-04-08,券商股再度异动，太平洋涨停,Wind
1260,2021-04-08,前十券商贡献行业七成营收，人均创收最高387万,Wind
1261,2021-04-07,福建区域股市周报：瑞芯微涨18.97%排第一 46家机构调研美亚柏科,每日经济新闻
1262,2021-04-07,兴业证券(601377)：贯彻集团化经营战略 利润表现创下新高,新浪
1263,2021-04-07,沧海横流！头部券商集体卧倒，6家券商股价逆势上涨，如此抗跌底气何在？,21世纪经济报道
1264,2021-04-07,兴业证券2021年度春季策略会在厦门召开,中证网
1265,2021-04-07,兴业证券2020年财富管理与大机构业务收入双双大幅增长,上证报
1266,2021-04-07,财富管理初见成效兴业证券2020年净利翻倍基金投顾成下一阶段转型落点,时代周报
1267,2021-04-07,港股盘前必读：深市新主板首日开局平稳，IMF上调中国经济增长至8.4%,Wind
1268,2021-04-07,A股一季报来了，投资机会看哪里？大数据挖掘“预期差”,Wind
1269,2021-04-07,兴业证券业绩创新高 对自营业务依赖度在降低 经营问题,证券时报
1270,2021-04-06,“果链”龙头市值蒸发376亿！高瓴、睿远等136家机构调研 连续下跌,中证报
1271,2021-04-06,兴业证券竞跑“大投行”，总裁刘志辉：推动分公司转型与集团协同,第一财经
1272,2021-04-06,兴业证券2020年净利润同比增127% 投行业务实现突破性增长,证券日报网
1273,2021-04-06,金融行业周报(第十三周),新浪
1274,2021-04-06,投资银行业与经纪业行业每周一话：券商配置价值仍在提升 持续推荐行业龙头,新浪
1275,2021-04-06,公募私募销售爆发了！兴业证券2020年财富管理业务剧增70%，下一步还要申请基金投顾,华尔街见闻
1276,2021-04-06,兴业证券净利润增长139.33%，董事长薪酬降低了15.36%,新浪
1277,2021-04-06,兴业证券召开2020年年度业绩说明电话会,兴业证券订阅号
1278,2021-04-06,A股收盘综述：指数窄幅整理，氢能及燃料电池概念股爆发,Wind
1279,2021-04-06,A股午盘综述：上证指数跌0.32%，创业板指跌超1%,Wind
1280,2021-04-06,开源证券--非银金融行业周报：账户管理功能有望优化，券商板块攻守兼备【行业研究】,金融界股吧
1281,2021-04-06,十大券商：市场反弹已在逐步开启！4月收阳为大概率事件,Wind
1282,2021-04-06,假期重磅消息一览：道指暴涨400点！券商普遍看多,Wind
1283,2021-04-04,兴业证券研究 ? 一周精粹(03.29-04.03),兴证研究
1284,2021-04-03,公募基金去年狂赚374亿！41家最新排名来了,Wind
1285,2021-04-03,这些券商经纪业务收入排前十！四到七名竞争激烈,Wind
1286,2021-04-03,上市公司正负面新闻2021年4月3日星期六,Wind
1287,2021-04-02,兴业证券(601377.SH)2020年度净利润升127.13%至40.03亿元拟10派1.8元,格隆汇
1288,2021-04-02,兴业证券2020年营业收入、净利润双双创出历史新高 揭秘投行业务爆发背后的“战略战术”,每日经济新闻
1289,2021-04-02,兴业证券去年净利超45亿元创历史新高财富管理业务亮眼,经济观察报
1290,2021-04-02,晚间重要公告2021年4月2日星期五,Wind
1291,2021-04-02,兴业证券收入创历史新高，净赚45亿排名大跃升，收入结构是亮点，双轮驱动战略已现成效,财联社
1292,2021-04-02,兴业证券2020年归母净利润超40亿元 同比增长127%,和讯
1293,2021-04-02,兴业证券(601377.SH)年度归母净利同比增127.13%至40.03亿元 拟10股派1.8元,智通财经
1294,2021-04-02,[年报]兴业证券2020年净利润45.84亿元创历史新高，同比增长139%,全景网
1295,2021-04-02,兴业证券：2020年净利同比增长127%,格隆汇
1296,2021-04-02,中芯国际为留人，送CEO一套2000万住房，更有薪水涨4倍,Wind
1297,2021-04-02,兴业证券(601377)点评：轻资本业务内生增长极强劲 重资本业务结构大优化,新浪
1298,2021-04-02,爆表“研值”已成券商核心竞争力，4家券商“基金分仓”佣金同比增超900%,Wind
1299,2021-04-02,公募基金风生水起，券商分仓佣金水涨船高,Wind
1300,2021-04-01,年度券商佣金收入排行揭晓：中信成业内首家10亿佣金机构，长江、中信建投、广发、招商紧紧相随,证券之星
1301,2021-04-01,云南建投混凝土（1847.HK）:业绩持续稳步增长，价值回归高度确定,格隆汇
1302,2021-04-01,中芯国际等大厂纷纷跟进涨价，机构称缺“芯”还得持续一年以上,Wind
1303,2021-03-31,兴业证券4月金股出炉 中国神华、华鲁恒升等个股上榜,证券日报网
1304,2021-03-31,兴业证券董事长杨华辉与新大陆数字技术公司董事长王晶共商全面战略合作,兴业证券订阅号
1305,2021-03-31,抄底被埋，白马跌53%，阿里、社保、险资恐深度套牢,Wind
1306,2021-03-31,A股融资融券日报：两融余额增加14.28亿元（3月30日）,Wind
1307,2021-03-30,券商行业周报(2021年第十期)：证券中介加强监管 重视业绩驱动投资机会,新浪
1308,2021-03-30,一季报业绩预喜率高，机构建议关注基本面,Wind
1309,2021-03-29,非银金融行业周报：低估值+ROE改善 资金行为或驱动板块估值修复,新浪
1310,2021-03-29,破局时刻快来了？北向资金357亿加仓2大板块,Wind
1311,2021-03-29,年报商誉减值袭来，集采下药械并购标的估值虚高遭挤压,Wind
1312,2021-03-29,中证报头版：一二级市场平衡新生态加速构建,Wind
1313,2021-03-28,新基金建仓节奏变了！,Wind
1314,2021-03-26,A股暴力反弹，医疗板块量价齐升大涨超3%,Wind
1315,2021-03-26,兴业证券：持有海峡股交35.73%的股份，海峡股权交易中心是福建省指定的碳排放权交易机构,每日经济新闻
1316,2021-03-26,“抱团股”持续回调，业绩成企稳关键,Wind
1317,2021-03-25,美股低开，耐克跌近5%,Wind
1318,2021-03-25,美股盘前：上周初请失业金人数意外大幅下降,Wind
1319,2021-03-25,从产品实力看国货崛起的长逻辑,富途证券
1320,2021-03-25,兴业证券：公司持有碳排放权交易机构“海峡股交”35.73%股份,Wind
1321,2021-03-25,孙彬彬：市场能否摆脱纠结困境？,Wind
1322,2021-03-25,券商股内部分化，兴业证券、国盛金控涨超3%,Wind
1323,2021-03-24,券商进入高性价比，再融资、收购绯闻满天飞,Wind
1324,2021-03-24,罕见，味茅、医药茅跌跌不休，砸盘元凶曝光,Wind
1325,2021-03-24,券商板块再当旗手，国联证券三连板，为何当前时点看好券商股？,第一财经
1326,2021-03-23,兴业证券大宗交易成交1.46亿元,证券时报网
1327,2021-03-23,兴业证券今日大宗交易成交1780万股，成交价8.2元折价5.09%,Wind
1328,2021-03-23,百度港股上市，打新中签却亏钱，究竟什么情况？,Wind
1329,2021-03-23,一季度业绩有望环比改善，券商板块行情能否持续,Wind
1330,2021-03-22,【研报掘金】券商估值处于底部区间叠加一季度或迎业绩反转 板块有望迎来反弹,证券时报网
1331,2021-03-22,券商股近期频频异动，多重利好加持下，这些个股可关注,第一财经
