,2021-12-31,2021年的啤酒板块∶行情欠佳但酒香四溢,智通财经
1944,2020-10-09,生活购物特惠放送，全球购骑士卡上新花点时间鲜花兑换,砍柴网
1945,2020-10-09,"啤酒""老大哥""燕京啤酒董事长被查 近年经营业绩呈下滑态势 董监高成员异常事件",华夏时报
1946,2020-10-09,燕京啤酒董事长被立案调查 70后新帅上任三年业绩增长乏力 年薪70余万 董监高成员异常事件,商学院
1947,2020-10-09,董事长被立案调查！业绩不振！燕京啤酒怎么了？ 董监高成员异常事件,格隆汇
1948,2020-10-09,燕京啤酒董事长涉嫌职务违法被调查 上半年营收净利双降 董监高成员异常事件,中国网
1949,2020-10-09,又一黑天鹅！这家公司董事长被立案调查，年内股价大涨30%，7.3万股民有点慌？ 董监高成员异常事件,券商中国
1950,2020-10-09,消费产业周报：双节消费释放 “内循环”驱动良性复苏,新浪
1951,2020-10-09,10月各行业观点及重点推荐标的,中泰证券
1952,2020-10-09,魏桥创业集团打造世界铝制轻量化材料研发中心,中国有色
1953,2020-10-09,2020中国制造业企业500强“出炉”， 75家鲁企上榜，多家企业连续多年“超车”,鲁网
1954,2020-10-09,日常消费观点聚焦：食品饮料行业3Q20业绩前瞻及推荐组合更新,新浪
1955,2020-10-09,赵晓东被立案 “中年危机”的燕京啤酒还能否跟上节奏？ 其他违规处罚,腾讯网
1956,2020-10-09,48岁上市公司董事长被立案调查7.3万股民有点慌? 董监高成员异常事件,券商中国
1957,2020-10-09,中泰证券：指数性行情仍需要新的破局力量出现(附10月金股),证券时报网
1958,2020-10-09,突发！燕京啤酒48岁董事长被立案调查 年内股价大涨30% 7.3万股民有点慌？,券商中国
1959,2020-10-08,董事长被立案调查，上半年营收净利双降的燕京啤酒麻烦不断 董监高成员异常事件,时代在线
1960,2020-10-08,A股明日风口：“十一”黄金周全国零售和餐饮企业销售额约1.6万亿,新浪
1961,2020-10-08,中泰证券：情绪性调整接近尾声红十月可期(附十月金股),金融界
1962,2020-10-08,突发｜燕京啤酒董事长赵晓东被立案调查 谢广军代行董事长 董监高成员异常事件,21世纪经济报道
1963,2020-10-08,200亿啤酒龙头出事了：燕京啤酒董事长被立案调查 7万股民懵逼 董监高成员异常事件,21财经搜索
1964,2020-10-08,食品饮料行业点评-中秋旺季白酒动销专题一：上海地区草根调研与经销商反馈,新浪
1965,2020-10-07,博达浩华与香港市场的廿三年：从新闻故事到资本故事,格隆汇
1966,2020-10-07,食品饮料：酒企迎来业绩分化期，农夫山泉盈利能力稳步提升，维持“看好”评级,浙商证券
1967,2020-10-07,每日晨报-20201007,国元国际
1968,2020-10-07,【近期研报】必选消费月报：必选消费行业九月报；中资美元债周报：受双节长假影响，一级市场发行规模显著回落,国元国际
1969,2020-10-07,超长黄金周，含“金”量挺高 消费潜力释放消费需求升级,山东发布
1970,2020-10-06,2020年9月山东A股上市公司市值TOP100 万华化学2167亿元居第一,挖贝网
1971,2020-10-04,快消巨头与“饿了么”的数字革命,DoNews
1972,2020-10-03,输出数字化工厂方案 正成家电龙头的新生意,36氪
1973,2020-10-01,国庆中秋“吃喝玩乐”大礼包 | 中信建投研究,中信建投证券研究
1974,2020-10-01,上半年收入下跌超两成 百威亚太渠道受阻竞争承压 盈利能力下降,投资者网
1975,2020-09-30,【开源食饮每日资讯0930】ST威龙控股股东部分股份被司法划转 股权冻结,宇光食饮日讯
1976,2020-09-30,午评：沪指涨0.45% 光伏特高压等题材活跃,证券时报网
1977,2020-09-30,青春之岛，汇聚天下创新创业者的平台,消费日报网
1978,2020-09-30,第103届全国糖酒会将于13日开幕三万余种产品参展,中新网
1979,2020-09-30,A股午盘综述：上证指数半日缩量升0.45%，光伏、风电、汽车股领涨,Wind
1980,2020-09-30,双节将至，酒类股发力上扬，贵州茅台五粮液均走强,证券时报网
1981,2020-09-30,消费行业日报：4酒企入选2020中国企业500强榜单,新浪
1982,2020-09-30,食品饮料大涨点评：消费股的牛市逻辑重新回归【太平洋证券 黄付生、蔡雪昱团队】,食品饮料大消费黄付生
1983,2020-09-30,中国中车跑赢行业,财富动力网
1984,2020-09-29,全球购骑士特权购物特惠上线，超低价享鲜花优惠购,凤凰网
1985,2020-09-29,2020年中国最具价值品牌500强排行榜报告重磅发布,凤凰网
1986,2020-09-29,日常消费：阿里线上数据月报：8月保健品/乳制品/白酒/饮料等行业维持高增长,新浪
1987,2020-09-28,食品饮料：中秋白酒动销平稳，头部企业仍然显著占优，维持“强于大市”评级,中信建投
1988,2020-09-28,高盛：下调百威亚太(01876)目标价至28港元，维持“买入”评级 机构下调估值,智通财经
1989,2020-09-28,酒满人团圆 青岛啤酒中秋热销稳坐C位,酒业新闻网
1990,2020-09-27,农夫山泉4000亿港元市值有点玄 | IPO透视,财经杂志
1991,2020-09-27,饿了么说它什么都能送，这一次是杰士邦,36氪
1992,2020-09-27,消费行业日报：青岛啤酒获2020亚洲品牌排行榜啤酒类榜首,新浪
1993,2020-09-25,中国饮用水市场有点甜，农夫山泉4000亿港元市值有点玄？,36氪
1994,2020-09-25,1630只个股今日尾盘资金净流入,证券时报网
1995,2020-09-25,中国饮料市场出现搅局者，悄然无声直接闯进全国前三,联商网
1996,2020-09-25,国美人民日报再携手“人民的美好生活”超级直播开启全新幸福观,搜狐
1997,2020-09-25,睿财看市场：节前可休息或布局科技类股，资本市场不会再错过时代机会,恒泰睿财
1998,2020-09-24,每经专访珠江啤酒董事长王志斌：谋划“两条腿”走路 优化产品结构+开发文化商业综合体,每日经济新闻
1999,2020-09-24,全域赋能产业优化，珠江啤酒上半年利润实现双位数增长,新浪
2000,2020-09-24,中金：啤酒消费结构加速升级建议长期关注华润啤酒和青岛啤酒H股,格隆汇
2001,2020-09-24,0糖0脂0卡的元气森林变得越来越重，下半场能继续“元气”吗？,搜狐
2002,2020-09-24,威马获新势力最大单轮融资，新势力“四强” 格局已定,盖世汽车
2003,2020-09-24,家电龙头新生意：输出数字化工厂方案,第一财经
2004,2020-09-24,中金发文称疫情后啤酒自饮场景变多！高端啤酒正加速步入日常,金融界
2005,2020-09-24,中金：后疫情时期啤酒消费结构加速升级超高端产品销量突出,格隆汇
2006,2020-09-23,家电龙头竞逐工业互联网新赛道,第一财经
2007,2020-09-23,啤酒：关注后疫情时期行业三大新趋势,新浪
2008,2020-09-23,解密主力资金出逃股连续5日净流出493股,证券时报网
2009,2020-09-23,【万联大消费-食品饮料 | 数据跟踪】8月线上数据分析：子板块增长势头分化，头部品牌稳健增长,万联证券研究所
2010,2020-09-23,恒指震荡收涨0.11%报23742.51点，医药股领涨,Wind
2011,2020-09-23,民族品牌指数涨1.90% 青岛啤酒涨停,中国证券网
2012,2020-09-23,榜样的力量！56家企业获评《投资时报》“2020卓越社会责任企业”,投资时报
2013,2020-09-22,海外食品饮料周报：关注景气度持续恢复的食品公司,新浪
2014,2020-09-22,2020亚洲品牌500强发布 中国品牌占比超四成,新华网
2015,2020-09-22,解密主力资金出逃股连续5日净流出526股,证券时报网
2016,2020-09-22,食品饮料行业研究周报：酒企双节价格仍坚挺 持续坚定推荐白酒板块,新浪
2017,2020-09-22,相对优势削弱，机构坚守消费股,Wind
2018,2020-09-22,相对优势削弱 机构坚守消费股,中证报
2019,2020-09-21,深度｜股价破百，半年暴涨150%，重庆啤酒值480亿吗？,国际金融报
2020,2020-09-21,周思考38：杠铃式策略5：紧握龙头，寻找改善的机会【中泰食品饮料】,食品饮料俱乐部
2021,2020-09-21,力压贵州茅台，收入是农夫山泉的3倍，中国第一大饮料正式确认,砍柴网
2022,2020-09-21,食品饮料：白酒进入双节动销阶段，食品景气度延续，维持“强于大市”评级,中信建投
2023,2020-09-21,酒水行业周报：短期情绪波动不改长期趋势 下周将迎高端酒旺季表现观测窗口,新浪
2024,2020-09-21,车圈|再玩跨界！威马汽车举办首个智能工厂音乐节,腾讯网
2025,2020-09-18,【开源食饮每日资讯0918】泸州老窖：即日起暂停接受泸州老窖头曲系列产品订单，2020年11月1日恢复接受,宇光食饮日讯
2026,2020-09-18,城势所望 繁华共鉴——聚焦浮山后,乐居财经
2027,2020-09-18,高盛：内地乳制品及啤酒业本季温和复苏齐削宣传支出,格隆汇
2028,2020-09-18,卡奥斯亮相首届中国文博会：看“硬平台”的“软实力”,砍柴网
2029,2020-09-18,东北证券【点石1号股市正阳】区间震荡、逆向操作兼谈富时罗素指数调整等,东北证券金融世界
2030,2020-09-17,消费行业日报：8月全国规模以上酒企酿酒产量同比-1.44%,新浪
2031,2020-09-17,消费行业产业2020年8月社零数据点评：社零增速转正 可选景气攀升,新浪
2032,2020-09-17,沪指弱势震荡收跌0.41% 半导体股大涨,中新经纬
2033,2020-09-17,中国“灯塔工厂”引路人：共建共享，海尔再造更多世界级工厂,砍柴网
2034,2020-09-16,【华创食饮】理解三种“底线思维”：消费品投资探讨与新变化,华创食饮
2035,2020-09-16,复星系再度“加码”金徽酒 全年业绩目标恐难实现,中国网
2036,2020-09-16,食品饮料行业研究周报：市场回调带动板块震荡 重申H2坚定推荐白酒板块,新浪
2037,2020-09-15,价格战激化背后，快递会复制啤酒的老路吗？,读懂财经
2038,2020-09-15,消费行业日报：水井坊为提升全年业绩积极营销,新浪
2039,2020-09-15,一瓶矿泉水能做多大？ 中国瓶装水市场规模破2000亿元,工人日报
2040,2020-09-15,为什么我们要坚守深度研究,食品饮料光头阳线
2041,2020-09-15,收评：恒指涨0.38%日线三连阳 汽车、地产股爆发比亚迪涨12.62%,金融界
2042,2020-09-15,瑞银对内地啤酒股最新评级及目标价(表),智通财经
2043,2020-09-15,一瓶矿泉水能做多大？中国瓶装水市场规模破2000亿元,工人日报
2044,2020-09-15,燕京啤酒上半年利润骤降47% ，高端布局落后、线上渠道乏力 盈利能力下降,和讯
2045,2020-09-15,一瓶矿泉水能做多大？中国瓶装水市场规模破2000亿元,经济日报
2046,2020-09-14,浙商早知道 | 9月15日,浙商证券研究所
2047,2020-09-14,消费产业周报：本周消费继续调整 但预计下行空间已有限,新浪
2048,2020-09-14,重庆啤酒并购嘉士伯中国啤酒资产，“交杯酒”带飞啤酒板块！,格隆汇
2049,2020-09-14,啤酒股集体走高，重庆啤酒涨停再创新高，股价逼近百元大关,证券时报网
2050,2020-09-14,狂涨8倍！刚刚，这只啤酒股创新高……大动作又来了,中国基金报
2051,2020-09-14,午评：两市冲高回落创业板指涨1.8%光伏、风能板块大涨科技股活跃,金融界
2052,2020-09-14,解盘：百亿资金流入，大消费、低价股、第三代半导体领涨,Wind
2053,2020-09-14,食品饮料行业动态报告：市场分化 Q3关注餐饮宴席市场恢复受益标的,新浪
2054,2020-09-14,港股周策略：中国消费崛起，牛股纵横带来布局良机,老虎证券
2055,2020-09-14,啤酒概念早盘走强 重庆啤酒、兰州黄河涨停,金融界
2056,2020-09-14,啤酒板块大幅拉升 兰州黄河、重庆啤酒涨停,e公司
2057,2020-09-14,【行情】啤酒概念活跃，兰州黄河、重庆啤酒双双涨停，乐惠国际、青岛啤酒等跟涨,金十数据
2058,2020-09-14,青岛啤酒(00168-HK)获华兴资本大幅上调目标价,财华社
2059,2020-09-14,重庆啤酒封住涨停再创新高，青岛啤酒、珠江啤酒等普涨,Wind
2060,2020-09-13,【民生食饮】周观点0914:Q3乳企抢奶超预期，行业竞争趋缓确定性持续走高,MS食品饮料
2061,2020-09-13,【安信食品】食品饮料中报总结：食品半年度业绩耀眼，白酒步入顺周期,安信食饮
2062,2020-09-13,重庆啤酒获嘉士伯优质资产注入 交易方案对价公布,证券时报
2063,2020-09-13,食品饮料行业2020年半年报总结：行业景气度上行 龙头企业强者恒强,新浪
2064,2020-09-12,新消费观察丨金徽酒上市4年营收累增28%落后同行，“复星系”入主能否“改运”,搜狐
2065,2020-09-12,一周研读｜新格局下的新机遇,中信证券研究
2066,2020-09-12,青岛啤酒集团收购雀巢水业务，如何在水领域分一杯羹？,搜狐
2067,2020-09-12,重庆啤酒获嘉士伯资产注入 合并后总资产过百亿,中华网
2068,2020-09-12,啤酒品牌力和渠道力孰重？,21世纪经济报道
2069,2020-09-11,重庆啤酒获嘉士伯优质资产注入 交易方案对价公布,e公司
2070,2020-09-11,金属包装龙头中粮包装上半年营收同比下降8.3%，净利润不减反增 盈利能力下降,资本邦
2071,2020-09-11,恒指高开高走收涨0.78%，科技指数涨2.55%周跌5.4%,Wind
2072,2020-09-11,青岛啤酒(600600)2020年中报点评：二季度销售同比增长 费降增厚利润,新浪
2073,2020-09-11,雀巢加快调整在华业务 半年投资超11亿元,北京商报
2074,2020-09-11,2020年数字营销规模及技术发展方向分析,中研网
2075,2020-09-10,食品饮料行业-2020年半年报综述：终端持续复苏 板块稳定性较强,新浪
2076,2020-09-10,半年投资超11亿元 雀巢加快调整在华业务,北京商报
2077,2020-09-09,燕京啤酒业绩萎靡多年迎中年危机，签约王一博盼向年轻潮流化转型 | 中报季 经营问题,新浪
2078,2020-09-09,食品饮料7月数据点评：名酒价格稳定 啤酒产量微升 生鲜乳价持续上升,新浪
2079,2020-09-09,金徽酒(603919)：豫园股份提出要约收购 持股比例将增至38％,新浪
