,2021-12-22,港股异动 | 中海油服(02883)早盘涨超5% 机构称国内加大能源安全保障利好海上油服等标的,智通财经
1043,2020-10-29,中海油服：拓市场提管理 多举措稳业绩,上证报
1044,2020-10-29,中海油服(601808.SH)前三季度净利润升1.7%至21.55亿元,格隆汇
1045,2020-10-29,中海油服：前三季度净利润同比增长1.69%,Wind
1046,2020-10-29,中海油服：孟军、张武奎辞去本公司非执行董事职务 董监高成员变化,Wind
1047,2020-10-29,B2B及云视频业务持续突破 齐心集团前三季度净利润同比增30.66%,中证网
1048,2020-10-28,B2B和云视频业务不断取得突破 齐心集团前三季度营收60.95亿元,上证报
1049,2020-10-27,恒指收跌0.53% 三季度业绩超预期汇控收涨近5%,新浪
1050,2020-10-27,港股收盘(10.27)|恒指收跌0.53% 三季度业绩超预期 汇控(00005)收涨近5%,智通财经
1051,2020-10-27,石油股集体下跌 中海油跌逾5%中海油服跌近4% 连续下跌,新浪
1052,2020-10-27,港股异动 | 中海油(00883)挫逾5%领跌石油股 欧美疫情反复需求疲弱 供给增加冲击国际油价,智通财经
1053,2020-10-26,石油化工行业周报：化纤巨头进入大炼化的优势 及盘点海外上游并购和石化产能变化,新浪
1054,2020-10-25,【开源煤炭&石化-张绪成】石化周报：油价维持震荡&天然气需求向好，长丝价差维持高位,能源观察站
1055,2020-10-23,港股收盘(10.23)|恒指收涨0.54% 前三季营收或较去年全年翻倍 赤子城科技(09911)暴涨45%,智通财经
1056,2020-10-20,接棒医药领涨 三季度基金增持军工,金融投资报
1057,2020-10-20,石油化工行业周报：机遇与挑战 从近期化纤反弹透视印度石化产业链,新浪
1058,2020-10-14,石油化工行业2020三季报业绩前瞻：油价反弹兑现库存收益 炼化盈利能力持续上行,新浪
1059,2020-10-12,30亿国资进场！中国船企海工装备“去库存”提速,国际船舶
1060,2020-10-09,原油开采行业每周油气：美国部分生产商启用库存井？,新浪
1061,2020-10-09,石化行业2020年三季报前瞻：曙光乍现 黎明已至,新浪
1062,2020-09-28,中海油服午后涨近5% 中金维持其跑赢行业评级,新浪
1063,2020-09-28,港股异动 | 中海油服(02883)午后涨近5% 中金其股价明显被超卖 增长逻辑仍在,智通财经
1064,2020-09-28,中金指中海油服(02883-HK)股价显着超卖 维持目标价9.5港元,财华社
1065,2020-09-27,先进制造行业周报：市场有望回归基本面选股逻辑 继续聚焦国产替代基础件,新浪
1066,2020-09-27,基础化工周报：政策加码助推半导体材料发展 万华上调MDI挂牌价,光大证券
1067,2020-09-27,石油化工行业周报：原油基本面或有承压 长丝销售节前明显好转,新浪
1068,2020-09-27,中海油服(601808)：增长逻辑长在 股价显着超卖,新浪
1069,2020-09-21,【开源煤炭&石化-张绪成】石化周报：原油价格大幅反弹，长丝需求有望回暖,能源观察站
1070,2020-09-21,石油化工行业周报：炼厂开工率降低影响原油需求 海外石化供给受损、国内需求向好,新浪
1071,2020-09-20,每周油气：OPEC+调节减产仍有空间？,新浪
1072,2020-09-19,复盘八点半——蛟龙得水，破浪可期——国内海上油服行业,申万宏源
1073,2020-09-19,先进制造行业周报：优选近期超跌错杀 聚焦业绩良好 估值合理的标的,新浪
1074,2020-09-19,机械设备行业2020年9月月报：继续关注业绩恢复超预期和创业板低价低估值标的,新浪
1075,2020-09-17,国常会提出推动油气基础设施开放 Oculus新一代VR设备面世丨明日主题前瞻,第一财经
1076,2020-09-17,港股收评：恒指收跌1.56%，科技股全线下挫，石油、汽车逆势走强 连续下跌,格隆汇
1077,2020-09-17,能源设备板块冲高，准油股份触及涨停,Wind
1078,2020-09-17,国际油价强劲反弹 石油行业板块大涨,证券时报网
1079,2020-09-16,A股弱势震荡 沪指收跌0.36%止步三连阳,中新经纬
1080,2020-09-15,合力能源同民生证券签署上市辅导协议，拟挂创业板上市,Ofweek
1081,2020-09-15,合力能源启动创业板上市 近期刚完成Pre-IPO轮融资,IPO早知道
1082,2020-09-14,石油化工行业周报：炼厂开工率降低影响原油需求 海外石化供给受损、国内需求向好,新浪
1083,2020-09-13,先进制造行业周报：创业板强势股补跌 适当布局业绩和订单超预期的错杀标的,新浪
1084,2020-09-13,每周油气：美国中下游原油需求下滑！,新浪
1085,2020-09-11,【期市星期五】SC原油一周大跌14.45％、成品油或迎来调整 “西稳东落”、苹果后市仍偏空,金融界
1086,2020-09-10,大和指原油需求复苏逊预期降中海油服(02883-HK)目标价至6港元 机构下调估值,财华社
1087,2020-09-09,中海油服：监事邬汉明辞职 董监高成员变化,Wind
1088,2020-09-09,港股收盘(9.9)|恒指收跌0.63% 石油股下挫 航空股、港口航运股上扬,智通财经
1089,2020-09-09,【大宗产经】上海原油期货主力合约跌停、8月份居民消费价格同比上涨2.4%、高端化学品仍然是发力点,新浪
1090,2020-09-09,QFII二季度增持、业绩增长的滞涨股,巨丰财经
1091,2020-09-08,国内海上油服行业复盘：蛟龙得水 破浪可期,新浪
1092,2020-09-08,两户中央企业重要领导人员任职,一带一路高参
1093,2020-09-07,中石化副总李勇重回中海油，填补空悬10个多月的总经理一职,澎湃新闻
1094,2020-09-07,石油石化2020年中报总结：行业PB估值较低 建议关注油服及PDH板块,新浪
1095,2020-09-06,机械军工行业周报：持续看好军工、工程机械；制造业龙头中报好于预期、景气持续,新浪
1096,2020-09-06,【开源煤炭&石化-张绪成】石化周报：美国原油维持去库存，涤纶长丝需求出现好转,能源观察站
1097,2020-09-04,先进制造行业周报：适度配置前期超跌品种 关注业绩和订单超预期标的,新浪
1098,2020-09-04,碧桂园沪深ESG100优选指数完成年度调仓,新浪
1099,2020-09-04,A股中报季900只超预期个股名单,锦缎
1100,2020-09-03,中华人民共和国蛇口海关行政处罚决定书【蛇关缉一决字】〔2020〕0052号,质量新闻网
1101,2020-09-03,每周油气：“双飓风”席卷墨西哥湾！,新浪
1102,2020-09-03,太难了！油企交出最惨中报：两桶油利润骤降1100亿 中海油新潮能源超预期盈利 盈利能力下降,金融界
1103,2020-09-02,油服企业派特罗尔欲在主板上市 去年对“两桶油”销售收入占比近95%,每日经济新闻
1104,2020-09-02,每周盈利预测报告,新浪
1105,2020-09-02,上半年油企普遍亏损，新潮能源、中海油等超预期盈利 亏损,和讯
1106,2020-09-02,工银国际下调中海油服(02883-HK)目标价至6.2港元股价现跌2.45% 机构下调估值,财华社
1107,2020-08-31,油服企业派特罗尔冲刺IPO 业绩随油价大幅波动,每日经济新闻
1108,2020-08-31,石油化工行业周报：渐行渐近的石化周期 飓风影响美国炼化产能或致短期供给紧张,新浪
1109,2020-08-31,午市前瞻：A股强势且港股曾破牛熊线 料能挑战26500点,新浪
1110,2020-08-31,546股获券商买入评级 晨化股份目标涨幅达72.73%,Wind
1111,2020-08-29,以史为鉴，当前时点买银行地产，还是中小创？,中国基金报
1112,2020-08-29,以史为鉴，当前时点买银地保还是中小创？这份优质周期龙头名单收好，北上资金已潜伏它们,证券时报
1113,2020-08-28,【面包财报】中海油服：2020年上半年经营性现金净流出3.1亿元,面包财经
1114,2020-08-28,【财报智读】中海油服：2020年上半年经营性现金净流出3.1亿元,面包财经
1115,2020-08-28,中海油服(601808)：二季度业绩下滑但好于预期 降本增效及业务优化取得成效 盈利能力下降,新浪
1116,2020-08-27,【开源煤炭&石化-张绪成】中海油服中报点评：能源安保政策支撑工作量，油价回暖利润上升空间大,能源观察站
1117,2020-08-27,齐心集团再次中标国家电网 集采标杆七年陪伴相互成就,金融投资网
1118,2020-08-27,能源行业日报：墨西哥湾连续2日减产 关注中报盈利改善的企业,新浪
1119,2020-08-27,港股收盘(8.27)|恒指收跌0.83% 二季度营收利润大超预期 小米(01810)收涨逾11%,智通财经
1120,2020-08-27,中海油服(601808)：上半年经营逆势增长 长期受益国内增储上产政策,新浪
1121,2020-08-27,港股异动 | 中海油服(02883)挫逾4%领跌石油股 国际原油供需形势再度趋向不平衡,智通财经
1122,2020-08-27,43公司获得增持评级-更新中,中财网
1123,2020-08-27,瑞信：中海油田服务目标价8.5港元 维持跑赢大市评级,新浪
1124,2020-08-27,瑞信：下调中海油服(2883.HK)目标价至8.5港元评级“跑赢大市” 机构下调估值,格隆汇
1125,2020-08-27,【国泰君安国际】晨报：水泥进入传统旺季，关注水泥龙头企业 2020年8月27日周四,国泰君安证券香港
1126,2020-08-27,【国元机械】中海油服（601808）2020年中报点评：2020H1业绩稳定，静待油价回暖,国元高端装备
1127,2020-08-27,【面包财报】中海油服：2020年上半年归母净利润17.14亿元，同比增长76.17%,面包财经
1128,2020-08-27,中海油重要人事变动！,一带一路高参
1129,2020-08-27,最新公告透露利好 13只个股有望爆发（08.27）,中金在线
1130,2020-08-27,股海导航 8月27日沪深股市公告提示,新浪
1131,2020-08-27,中海油服(02883-HK)半年多赚76%不派息,财华社
1132,2020-08-27,【中证盘前】农业农村部：国内粮价缺乏大幅上涨的条件；《八佰》票房超11.55亿；阿里入股中国广电，多家上市公司参股,中证报
1133,2020-08-27,中海油服：多措并举提质增效 科技创新助力发展,证券时报网
1134,2020-08-27,上市公司正负面新闻2020年8月27日星期四,Wind
1135,2020-08-26,中海油服：上半年净利17.14亿元同比增76%,格隆汇
1136,2020-08-26,中海油服：上半年净利同比增长76.2%,e公司
1137,2020-08-26,中海油服(601808.SH)：聘任齐美胜为首席执行官 赵顺强为总裁,格隆汇
1138,2020-08-26,中海油服(601808.SH)半年度净利润升76.2%至17.14亿元,格隆汇
1139,2020-08-26,中海油服：董事辞任 董监高成员变化,Wind
1140,2020-08-26,中海油服：上半年净利润同比增长76.17%,Wind
1141,2020-08-23,原油周报第162期：OPEC+减产规模仍将保持稳定,光大证券
1142,2020-08-19,海油工程(600583)2020年中报点评：非海工业务增长部分对冲低油价拖累 看好公司长期表现,新浪
1143,2020-08-17,先进制造行业周报：选股回归业绩主线 概念继续关注航空航天军工和智能制造,新浪
1144,2020-08-16,【开源煤炭&石化-张绪成】石化周报：原油基本面持续向好，涤丝下游需求逐步改善,能源观察站
1145,2020-08-16,原油开采行业-每周油气：美国新钻井许可数量创十年新低！,新浪
1146,2020-08-15,威海金陵创造性完成HYSY922平台干驳坞修,国际船舶
1147,2020-08-14,民银资本(01141.HK)债券承销发行业务再创佳绩,格隆汇
1148,2020-08-13,惠誉确认中海油服“A”的评级，展望稳定,Wind
1149,2020-08-10,粤新海工澄清与阿联酋公司仲裁案,国际船舶
1150,2020-08-10,机械设备行业2020年8月月报：继续关注航空航天军工板块和中报恢复超预期标的,新浪
1151,2020-08-08,揭秘北上资金：连续5日减仓这36只个股，财通证券、海尔智家、中海油服上榜（附名单）,每日经济新闻
1152,2020-08-07,每周油气：美国低成本油气资产的并购良机！,新浪
1153,2020-08-06,中信证券：逐步进入去库周期，看好油价长期持续回升,第一财经
1154,2020-08-06,石化｜国际油价：逐步进入去库周期，看好油价长期持续回升,中信证券研究
1155,2020-08-06,三诺生物2020年中报业绩交流,中信证券研究
1156,2020-08-06,揭秘北上资金：连续5日减仓这34只个股，天音控股减持比例增幅最大（附名单） 减持股份,每日经济新闻
1157,2020-08-05,港股异动 | 中石油(00857)午后升近4%领涨石油股 API原油库存超预期大降858万桶,智通财经
1158,2020-08-05,威海金陵组织HYSY922平台上驳坞修,国际船舶
1159,2020-08-03,【开源煤炭&石化-张绪成】石化周报：供需库存向好提振油价，PTA扩能利润或传导聚酯环节,能源观察站
1160,2020-08-02,【开源煤炭石化-张绪成】石化周报：原油需求有望向好，C3产业链二季度业绩亮眼,能源观察站
1161,2020-07-31,隔晚油价急跌 中海油软逾1%创2个月低位,新浪
1162,2020-07-27,中证指数公司：8月6日发布中证兴业证券ESG盈利100指数,Wind
1163,2020-07-27,能源局要求强化油气勘探开发 2020石油行业发展趋势和现状分析,中研网
