,2021-12-28,江西铜业：拟8360万元转让纳米克热电95%股权 提升公司整体资产质量,发布易
998,2020-11-16,【A股午盘综述】上证指数涨近1%，“煤飞色舞”行情上演,Wind
999,2020-11-16,有色板块走势强劲 云铝股份江西铜业等涨停,证券时报网
1000,2020-11-16,两市股指全线走高 有色煤炭等周期股齐拉升,证券时报网
1001,2020-11-16,港股异动︱沪铜期货创逾两年新高 有色金属板块随A股表现活跃 江西铜业(00358)涨超10%,智通财经
1002,2020-11-16,价格上涨企业盈利有望抬升 有色板块持续走强,新浪
1003,2020-11-16,【异动股】有色金属板块拉升，新疆众和(600888-CN)涨10.08%,财华社
1004,2020-11-16,有色金属板块走强 价格明显上涨 企业盈利有望抬升,格隆汇
1005,2020-11-16,有色金属板块震荡走高 多股涨停,e公司
1006,2020-11-12,犀牛财经视频：500亿市值上市公司 因4年没有董秘被采取监管措施,GPLP犀牛财经
1007,2020-11-11,江西铜业3宗违规遭责令改正 董秘空缺超3年董事长代劳 其他违规处罚,中国经济网
1008,2020-11-11,生意社：11月11日铜价小幅下跌0.46%,生意社
1009,2020-11-11,【重磅】消息：国内锌冶炼厂将参考CSPT成立TC谈判小组！,上海有色
1010,2020-11-11,证金汇金同时连续21季重仓股揭秘,证券时报网
1011,2020-11-11,江西铜业(00358-HK)收到江西证监局的责令改正措施决定书 金融监管处罚,财华社
1012,2020-11-11,江西铜业集团：子公司江西铜业股份收到监管措施决定书 其他违规处罚,Wind
1013,2020-11-11,国家队购物车：证金汇金同时连续21季重仓140余股，押中多只5年10倍股，低位核心资产仅17只,证券时报
1014,2020-11-10,江西铜业两任董事长都退休了还没招到董秘 啥情况？,每日经济新闻
1015,2020-11-10,江西铜业股份(00358.HK)收到监管措施决定书 其他违规处罚,格隆汇
1016,2020-11-10,两任董事长都退休了还没招到董秘，江西铜业遭监管 还有几家四五年“无董秘”的啥情况？ 董监高成员变化,每日经济新闻
1017,2020-11-10,江西铜业(600362.SH)存董秘长期空缺等问题收到监管措施决定书 其他违规处罚,格隆汇
1018,2020-11-10,江西铜业：收到监管措施决定书，因存在董事长代行董事会秘书职责等多项违规 其他违规处罚,Wind
1019,2020-11-10,有色钢铁行业周策略(2020年第45周)：锂价触底回升 铜价仍有支撑,新浪
1020,2020-11-10,20年Q3季报综述：有色行业营收增长16%，归母净利增长40%,中信建投证券研究
1021,2020-11-09,华安证券：周而复始 革故鼎新,新浪
1022,2020-11-09,中金网1109午评：两市放量大涨 科技股王者归来,中金网
1023,2020-11-06,生意社：铜矿罢工继续推进 本周铜价小幅上涨（11.2-11.6） 员工变动,生意社
1024,2020-11-06,有色金属行业研究：周而复始 革故鼎新,华安证券
1025,2020-11-04,我国五大铜矿公司，你更看好谁？,长江有色
1026,2020-11-04,巨丰早评：上证指数剑指3300点,巨丰财经
1027,2020-11-03,171股今日获机构买入评级,证券时报网
1028,2020-11-03,巨·大盘｜券商归队助市场冲高 大消费热度不减 3300点压力仍需消化,巨丰财经
1029,2020-11-03,中信银行加大贷款投放 助力制造业高质量发展,金融投资报
1030,2020-11-03,巨丰收评：多板块轮动上涨 创业板突破在即,巨丰财经
1031,2020-11-03,黄金板块大幅走高 西部矿业园城黄金等涨停,证券时报网
1032,2020-11-03,黄金概念股午后持续活跃 济南高新等多股涨停,中国经济网
1033,2020-11-03,巨丰午评：大盘震荡上行 券商归队提振信心,巨丰财经
1034,2020-11-03,铜矿股走强 江西铜业及五矿资源均涨近6%,新浪
1035,2020-11-03,港股异动︱江西铜业(00358)涨超6% 获高盛上调目标价33%至11.3港元评级“买入”,智通财经
1036,2020-11-03,港股异动 | 铜的基本面持续向好 铜矿股走强 江西铜业涨6%,格隆汇
1037,2020-11-02,高盛：上调江西铜业(00358)目标价33%至11.3元 评级升至“买入 ”,智通财经
1038,2020-11-02,江西铜业(00358-HK)首三季盈利降25.8%维持目标价12港元 盈利能力下降,财华社
1039,2020-11-02,江西铜业(00358-HK)首三季盈利跌26% 盈利能力下降,财华社
1040,2020-11-02,江西铜业首三季盈利15.32亿元 同比跌26%,新浪
1041,2020-10-31,江西铜业前三季度营收2272.83亿元 同比增长32.73%,上证报
1042,2020-10-31,"外汇局旗下""三剑客""退出所持A股公司前十股东名单",澎湃新闻
1043,2020-10-31,外汇局旗下“三剑客”出手，退出所持A股公司前十大股东名单,Wind
1044,2020-10-31,上市公司正负面新闻2020年10月31日星期六,Wind
1045,2020-10-31,外汇局旗下“三剑客”出手，退出所持上市公司前十大股东名单,澎湃新闻
1046,2020-10-30,江西铜业(600362.SH)前三季度净利润降25.8%至15.32亿元 盈利能力下降,格隆汇
1047,2020-10-30,江西铜业：前三季度净利润同比减少25.8% 盈利能力下降,Wind
1048,2020-10-30,江西铜业：前三季度集团对各项资产共计提减值7.74亿元 资产异常,Wind
1049,2020-10-30,"TDHoldings,Inc宣布收购深圳市前海百誉供应链有限公司",美通社
1050,2020-10-29,有色金属行业：铜价突破阶段性高点，建议关注相关高弹性公司，维持“强于大市”评级,天风证券
1051,2020-10-29,10月29日利好及其影响个股,中财网
1052,2020-10-27,“金九银十”扫尾 硫酸利好支撑尚存？,卓创资讯能源观察
1053,2020-10-27,有色钢铁行业周策略(2020年第43周)：需求回暖铜价上涨 供给偏紧支撑镍价,新浪
1054,2020-10-26,【天风有色杨诚笑团队】有色金属：期待金铜避险情绪后反弹行情，关注业绩高增长龙头,笑看有色
1055,2020-10-25,江西铜业：期现互动 协同发展,期货日报网
1056,2020-10-23,恒邦股份(002237)：金价上涨叠加产量提升 Q3季度扣非业绩大增,新浪
1057,2020-10-21,关于2020年度中国有色金属优质贸易商评选活动，这些是你不得不知的事！,上海有色
1058,2020-10-21,有色金属周报：工业数据走强提振铜需求 持续看好钴锂价格回暖,新浪
1059,2020-10-19,【开源固收|转债】关注有色金属的戴维斯双击行情,致我们深爱的债券市场
1060,2020-10-19,有色金属周报：基本金属价格有所承压 但盈利仍旧处于高位,光大证券
1061,2020-10-19,有色金属铜行业深度报告：供应减速，需求扩张，景气上行,新浪
1062,2020-10-19,每日研报干货专享：A股正处于“顺周期”驱动下的上行趋势不变,巨丰财经
1063,2020-10-19,逆风：四季度经济刺激预期再起，铜涨价升温！(附股),新浪
1064,2020-10-19,铜价涨超40%！全球低库存+需求回升+供给偏紧(股),证券时报
1065,2020-10-19,价格涨超40%！全球低库存+需求回升+供给偏紧，这些概念股有望受益，最牛股年内涨200%,证券时报网
1066,2020-10-18,有色金属行业周报：新能源终端需求向好 建议关注钴锂价格反弹,华安证券
1067,2020-10-16,生意社：本周铜价小幅上涨0.45%（10.12-10.16）,生意社
1068,2020-10-15,银河证券每日晨报,新浪
1069,2020-10-15,【行业动态】有色 2020.9丨全球疫情二次爆发有色金属价格，新能源汽车上游锂资源战略价值再获重视,中国银河证券研究
1070,2020-10-15,中信建投大周期团队最新研究观点,中信建投证券研究
1071,2020-10-14,【太平洋有色 | 深度】西部矿业：西部资源巨头进入业绩转折期,有色钢铁杨坤河
1072,2020-10-09,有色金属行业2020年8月进出口数据点评：8月未锻轧铝及铝材进口量同比大幅增长,新浪
1073,2020-10-07,金属&新材料行业专题报告：库存周期下的工业金属投资机会,信达证券
1074,2020-10-06,铜矿板块整体走高 江西铜业及五矿资源均涨超4%,新浪
1075,2020-10-06,港股异动︱江西铜业(00358)及五矿资源(01208)均涨超4% 世界最大产铜国智利两家铜矿发生劳资纠纷,智通财经
1076,2020-09-29,江西首票大宗货物进口“两步申报”在鹰潭完成通关,中新网
1077,2020-09-29,【天风有色杨诚笑团队】有色金属：欧洲新能源汽车终端持续向好，看好锂钴旺季价格反弹,笑看有色
1078,2020-09-29,有色金属行业：短调不改复苏趋势 关注铜铝和锂板块,财富动力网
1079,2020-09-28,【天风有色杨诚笑团队】有色金属：贵金属休整不改长期趋势，关注新能源边际改善,笑看有色
1080,2020-09-28,有色金属周报：美元指数走强 基本金属价格承压,光大证券
1081,2020-09-28,有色金属周报：板块短期震荡 关注新能源和黄金配置,新浪
1082,2020-09-27,有色金属行业动态报告：锂电材料需求回升 钴锂供需格局改善,新浪
1083,2020-09-25,江西铜业经营范围新增非居住房地产租赁、道路货物运输等,Wind
1084,2020-09-25,江西铜业经营范围新增非居住房地产租赁、道路货物运输等,证券时报网
1085,2020-09-24,江西任免李晓刚、郑高清、黄平、汪波、龙子平、宋树欣等职务,中国经济网
1086,2020-09-24,恒指低开低走收跌1.82%报23311.07点，资源股、医疗股跌幅居前,Wind
1087,2020-09-24,A股市场破净股一览（9月24日）,Wind
1088,2020-09-23,【每日金属资讯】赣锋锂业完成配售集资14亿港元;格林美称新固废法利于推动业绩增长;恒邦股份募集资金置换募投项目自筹资金,有色钢铁杨坤河
1089,2020-09-23,江西铜业(00358.HK)：选举管勇敏为监事会主席,格隆汇
1090,2020-09-22,有色金属行业报告：黄金市场卖压下降 铜或维持强势震荡,新浪
1091,2020-09-22,北向资金增持市值超5000万元股票（附名单）,证券时报网
1092,2020-09-22,【华泰固收|信用】疫情冲击下的行业半年成绩单——2020年9月信用月报,华泰固收强债论坛
1093,2020-09-21,【安信金属|深度】全球通胀交易窗口有望开启，铜板块重估在即!,齐丁有色研究
1094,2020-09-21,结束金属矿山百年“手选”历史 江钨新一代智能矿石分选机研发成功并投用,有色金属网
1095,2020-09-18,A股放量走高沪指涨2%重回3300点金融地产井喷后市行情可期,财华社
1096,2020-09-18,金融地产权重异动起舞沪指放量收复3300点到了最应该警惕的时候,搜狐
1097,2020-09-18,恒指放量收涨0.47%科技指数涨0.96%，医疗股、金融股涨幅居前,Wind
1098,2020-09-18,收评：沪指涨2.07%重返3300点大金融板块强势爆发北向资金尾盘再现脉冲行情,金融界
1099,2020-09-18,有色金属板块走强,--
1100,2020-09-15,晨会0915｜宁德时代产业链投资剖析,中信证券研究
1101,2020-09-15,银河证券：建议投资者关注经济反弹下的铜板块,第一财经
1102,2020-09-15,江西铜业集团主要负责同志职务调整,中国有色
1103,2020-09-15,中信证券：进口铜实质消耗 产业链补库将驱动板块上行（附股）,证券时报网
1104,2020-09-14,有色金属行业研究周报：社融超预期 关注周期边际改善下龙头业绩增长 收储或加码钴价弹性,新浪
1105,2020-09-14,有色金属行业周报：新增社融超预期 利好铜铝和黄金板块,新浪
1106,2020-09-14,有色金属周报：继续看好铜铝、钴和黄金,新浪
1107,2020-09-13,A股绿色周报｜28家上市公司暴露环境风险，6.67亿投资项目迈过环评关,每日经济新闻
1108,2020-09-13,有色金属行业动态报告：钴收储或将于下周投标 碳酸锂市场逐步回暖,新浪
1109,2020-09-12,一周研读｜新格局下的新机遇,中信证券研究
1110,2020-09-11,“大螺旋角无缝内螺纹铜管的研究与开发”获得江西省科技进步二等奖,中国有色
1111,2020-09-11,华通线缆闯关IPO：供应商、客户、代工方多方关联之谜待解,新浪
1112,2020-09-11,华通线缆闯关IPO：中信证券低价入股 神秘90后“受益匪浅”,新浪
1113,2020-09-10,华通线缆IPO：隐瞒与第一大供应商的关联关系，最大客户销售存疑,新浪
1114,2020-09-10,江西铜业集团：集团及子公司江西铜业董事长变更 董监高成员变化,Wind
1115,2020-09-10,江铜主要领导调整郑高清任党委书记、董事长,中国有色
1116,2020-09-09,江西铜业(00358.HK)选举郑高清为新任董事长,格隆汇
1117,2020-09-09,江西铜业换帅：郑高清出任董事长，原董事长龙子平卸任 董监高成员变化,每日经济新闻
1118,2020-09-09,郑高清任江西铜业集团有限公司党委书记、董事长,澎湃新闻
1119,2020-09-09,天风证券：金磁材业绩亮眼，新能源、铜板块有望企稳,第一财经
1120,2020-09-08,有色金属行业2020中报总结：黄金磁材业绩亮眼 新能源铜板块有望企稳,新浪
1121,2020-09-08,紫金、洛钼、江铜...上半年国内矿企过得怎么样？,长江有色
1122,2020-09-07,有色钢铁行业周策略(2020年第36周)：库存新低、“金九银十”或开启铜价上行趋势,新浪
1123,2020-09-07,【铜|周报】Codelco工会对疫情担忧加剧，明确看好Q4需求旺季铜价,齐丁有色研究
1124,2020-09-07,有色金属行业周报：资源税落实 中重稀土行业受益,华安证券
1125,2020-09-07,中信建投：铜价继续上涨，碳酸锂需求上升,第一财经
1126,2020-09-07,美联储修改政策放宽通胀延长宽松，海外经济强劲反弹支撑有色金属价格,理财18
1127,2020-09-05,有色金属行业深度报告：供应减速 需求扩张 景气上行,新浪
