,2021-12-31,化工行业2021年11月数据：国内化工行业运行指标跟踪,新浪
3200,2021-03-11,4只个股尾盘净流入资金超亿元,证券时报网
3201,2021-03-11,29股今日获机构买入评级,中财网
3202,2021-03-11,44亿主力资金近三日杀入陆股通日买入前二十概念股,证券时报网
3203,2021-03-11,主力今日尾盘抛售这些个股,第一财经
3204,2021-03-11,万华化学集团：“21万华化学SCP002”申购区间调整为【2.2%-2.73%】,Wind
3205,2021-03-11,主力尾盘持续流入有色金属股,第一财经
3206,2021-03-11,【浙商策略】港股休整期间南下资金动态如何？ | 流动性估值跟踪,王杨策略研究
3207,2021-03-11,生意社：3月11日万华化学石化华东丙烯酸价格动态,生意社
3208,2021-03-11,2月金融数据大超预期，A股全线反弹，创业板飙涨3%,格隆汇
3209,2021-03-11,368公司利润不断改善99家步入绩优股行列,证券时报网
3210,2021-03-11,2021年中国化工产业将迎来“投产狂潮”？,国家煤化工网
3211,2021-03-11,新发基金扩张，美债收益率上行——资金面周观察（中泰策略）,修炼投资的水晶球
3212,2021-03-11,华安证券给予万华化学买入评级，与美国最大分销商之一TerraFirma合作，加速全球化布局,每日经济新闻
3213,2021-03-11,34股获北向资金加仓超亿元,证券时报网
3214,2021-03-11,中金再次重申全面看好A/H银行1-4个季度有39/45%的上涨空间，北向加仓白酒+银行,资本邦
3215,2021-03-11,每日理财观察：中国2月重磅数据来袭,Wind
3216,2021-03-11,信达澳银蓝筹精选股票净值上涨3.90%,新浪
3217,2021-03-11,睿财看市场：走势背后是人性的博弈 耐心等待贪婪时刻到来,恒泰睿财
3218,2021-03-10,0311日报/金丹科技2020年净利润1.19亿元同比增长3.07%【东北基础化工】,东北基础化工
3219,2021-03-10,【中金固收·信用】中国短期融资券及中期票据信用分析周报,中金固定收益研究
3220,2021-03-10,A股资金面日报：26股主力资金净流入超亿元 北向资金连续2日净流入,中金在线
3221,2021-03-10,抄底？逾140亿元北上资金8天逆市抢筹17股 重点加码两行业,第一财经
3222,2021-03-10,瞰鉴鲁股：总市值连续两周下跌 “前济南首富”将再战A股 连续下跌,每日经济新闻
3223,2021-03-10,万华化学现2笔大宗交易合计成交12.15万股,证券时报网
3224,2021-03-10,飙涨！股市又“醉”了，解酒药去哪找？,信达期货
3225,2021-03-10,"万华化学现2笔大宗交易 共成交1,323.50万元",新浪
3226,2021-03-10,万华化学今日大宗交易成交12.15万股，成交价108.93元溢价0.0%,Wind
3227,2021-03-10,沪市主板业绩说明会“主题周”启幕,上证报
3228,2021-03-10,沸腾！白马股大反攻：茅台大涨白酒飙升！市场为啥又“醉”了？,央视财经
3229,2021-03-10,解密主力资金出逃股连续5日净流出552股,证券时报网
3230,2021-03-10,“基金自购”上热搜，这些基金重仓的山东股稳了！,新浪
3231,2021-03-10,创业板指收涨1.64%，抱团股反弹，2月PPI明显回升。,搜狐
3232,2021-03-10,A股收盘综述：上证指数缩量再跌0.05%，机构抱团股大面积反弹,Wind
3233,2021-03-10,申万化工首席宋涛：待市场情绪消退，化工是非常好的买入时机,资本邦
3234,2021-03-10,板块异动 | 中上游原材料价格的普遍上涨 化工板块持续拉升,智通财经
3235,2021-03-10,金牛化工急拉封板、万华化学涨近6%，提振基础化工板块,Wind
3236,2021-03-10,中泰证券--中泰化工周度观点21W10：OPEC+延长减产计划，大宗品再获成本支撑【行业研究】,金融界股吧
3237,2021-03-10,化工行业：碳中和浪潮进一步加速化企强者恒强 节能降耗新能源、新材料迎来发展新机遇,新浪
3238,2021-03-10,晕了晕了！又上一只！化工ETF、化工50、化工龙头，已傻傻分不清！,每日经济新闻
3239,2021-03-10,中银证券--化工行业周报：OPEC延续减产，氨纶价格涨幅领先【行业研究】,金融界股吧
3240,2021-03-10,陆股通周监控第79期：配置盘继续稳步入场,新浪
3241,2021-03-10,A股午盘综述：上证指数涨0.67%、创业板指涨2.95%，机构抱团股复苏,Wind
3242,2021-03-10,367公司利润环比连增98家步入绩优股行列,证券时报网
3243,2021-03-10,美股逆天反弹，公募大手笔自购，食品ETF（515710）牛年份额飙升70%,资本邦
3244,2021-03-10,前2月混基业绩分化首尾相差近45% 广发易方达基金领涨,中国经济网
3245,2021-03-10,粤开策略专题 | 流动性观察：市场盘整期内流动性如何演绎（2021年第6期）,粤开崇利论市
3246,2021-03-10,华夏战略新兴成指ETF净值下跌3.45%,新浪
3247,2021-03-10,市场风格短期切换至“小而美”,财富动力网
3248,2021-03-09,0310日报/海利尔啶虫脒成功获得欧盟等同认定【东北基础化工】,东北基础化工
3249,2021-03-09,市场持续震荡！散户抄底深“V”折戟而归，但这些个股仍被北向资金“偏爱”,金融界
3250,2021-03-09,今年上市的一些有意思的ETF,包子君
3251,2021-03-09,V型反转后再度走弱 静待调整后的结构性机会,大众证券报
3252,2021-03-09,不惧调整！主力借道抄底，4只ETF携65亿资金抢筹同一板块，券商高喊“买入”龙头,每日经济新闻
3253,2021-03-09,沪指跌破3400点，A股两日蒸发近4万亿！机构：不宜盲目杀跌,华夏时报
3254,2021-03-09,大盘上演“过山车”！北向资金“来去匆匆”，精准抄底？,环球老虎财经
3255,2021-03-09,基础化工行业投资周报：化工行业景气上行 继续推荐氨纶、轮胎、PVA,新浪
3256,2021-03-09,化工行业周报：2月化工行业PMI公布 MDI、化纤、化肥价格强劲 钛白粉延续涨势,新浪
3257,2021-03-09,国泰化工龙头ETF投资价值分析：拥抱化工行业景气周期,新浪
3258,2021-03-09,基础化工行业周报：化工品涨价仍在途 推荐周期成长龙头,新浪
3259,2021-03-09,解密主力资金出逃股连续5日净流出421股,证券时报网
3260,2021-03-09,【国盛策略 | 陆股通周监控】配置盘继续稳步入场*第79期,尧望后势
3261,2021-03-09,1049亿主力资金近三日撤出全A(等权)概念股,证券时报网
3262,2021-03-09,3月9日主力资金净流出414亿元,证券时报网
3263,2021-03-09,A股收盘综述：上证指数再跌1.82%至3350位置，创业板指两日累挫超8%,Wind
3264,2021-03-09,生意社：万华化学MDI2021年3月挂牌价环比大幅上调,生意社
3265,2021-03-09,化工行业2021一季度化工经营前瞻：产品价格持续上涨 关注聚氨酯、纺服原料、钛白粉和煤化工龙头,新浪
3266,2021-03-09,"""神奇力量""岀手 ""茅""指数率先企稳 机构火线解读",证券时报
3267,2021-03-09,罕见深V！急跌尾声接近？机构火线解读,Wind
3268,2021-03-09,恐慌盘哭了！刚割完就大反弹！主力借道ETF加急上市抄底，6天4只ETF携65亿资金齐抢筹同一板块，券商更是集体高喊“买入”龙头,每日经济新闻
3269,2021-03-09,首发|深圳有为技术再获1亿元增资，联通中金、东方富海和启赋国隆共同投资,投资界
3270,2021-03-09,首创证券--化工行业周报：布油剑指70美金，积极布局超跌优质顺周期标的【行业研究】,金融界股吧
3271,2021-03-09,A股深V反转，北上资金抢筹30亿，反弹有何深意？,Wind
3272,2021-03-09,午评：三大股指“V”型反转，沪指微跌0.18%坚守3400点，酿酒旅游等板块拉升,证券时报网
3273,2021-03-09,365公司利润不断改善97家步入绩优股行列,证券时报网
3274,2021-03-09,发生了什么？A股三大股指触底反弹，港股也大逆转，恒指涨至1%！机构解读来了,和讯
3275,2021-03-09,A股短线深V震荡沪指跌幅收窄贵州茅台快速回弹翻红领涨,财华社
3276,2021-03-09,贵州茅台、中免、海天、格力、万华化学、药明康德、海尔等明星股率先翻红,Wind
3277,2021-03-09,生意社：3月9日万华化学华北地区正丁醇市场行情,生意社
3278,2021-03-09,【国金晨讯】碳中和的投资布局全景图；上调利尔化学盈利预测；纺服2月出口及线上销售亮眼，棉价加速上行,国金证券研究所
3279,2021-03-09,核心公募基金公司持仓分析（2021年3月8日）：加仓银行和食品饮料 减电子和医药,东莞证券研究
3280,2021-03-09,从上游原材料到终端产品“涨声”不断 2021冰洗行业销售增长还有戏吗？,中国家电网
3281,2021-03-09,东吴中证新兴产业指数净值下跌4.08%,新浪
3282,2021-03-09,汇丰晋信大盘股票H净值下跌3.17%,新浪
3283,2021-03-09,华夏战略新兴成指ETF净值下跌5.39%,新浪
3284,2021-03-09,睿远均衡价值三年持有混合A净值下跌3.09%,新浪
3285,2021-03-09,创金合信鑫益混合A净值下跌3.12%,新浪
3286,2021-03-09,博时产业新趋势混合A净值下跌4.44%,新浪
3287,2021-03-09,中欧创新成长灵活配置混合A净值下跌4.80%,新浪
3288,2021-03-09,益民优势安享混合净值下跌3.28%,新浪
3289,2021-03-09,南方产业活力股票净值下跌3.55%,新浪
3290,2021-03-09,工银国企改革股票净值下跌3.54%,新浪
3291,2021-03-08,【招商策略】新成立基金规模回升，美债收益率持续上行——金融市场流动性与监管动态周报（0308）,招商策略研究
3292,2021-03-08,A股资金面日报：北向资金连续8日抛售贵州茅台 3月新基金发行降温,中金在线
3293,2021-03-08,产业资本在增持什么行业？【流动性跟踪第四期】,量化先行者
3294,2021-03-08,外资“抄底”白马股名单来了！,中国基金报
3295,2021-03-08,能源行业研究：碳中和的投资布局全景图,国金证券股份有限公司
3296,2021-03-08,北向资金悄然加仓部分绩优龙头股,第一财经
3297,2021-03-08,口腔医疗龙头砸出深坑，外资“抄底”抱团股名单来了！白酒市值蒸发1.7万亿，千倍大牛股瞬间不香了？ 连续下跌,证券时报网
3298,2021-03-08,万华化学现1笔大宗交易 共成交247.07万元,新浪
3299,2021-03-08,金融街下午茶2021年3月8日星期一,Wind
3300,2021-03-08,数据复盘｜24股主力资金净流入超亿元 北向资金净流出逾86亿元,证券时报网
3301,2021-03-08,大幅调整过的化工板块是买入良机吗？,Wind
3302,2021-03-08,万华化学今日大宗交易成交2.29万股，成交价107.89元溢价0.0%,Wind
3303,2021-03-08,北向资金今日净卖出85.89亿元，贵州茅台再遭净卖出11亿元,Wind
3304,2021-03-08,万华化学(600309.SH)：完成发行15亿元超短期融资券,格隆汇
3305,2021-03-08,1389亿主力资金近三日撤出全A(等权)概念股,证券时报网
3306,2021-03-08,1459亿资金争夺20股：主力资金重点出击3股(名单),新浪
3307,2021-03-08,基民傻眼了！抱团股集体跌晕，主力资金紧急切换方向，化工、有色、稀土ETF纷纷上市！,每日经济新闻
3308,2021-03-08,沙特减产+能源设施遇袭，机构推荐两大主线14只个股,第一财经
3309,2021-03-08,华安证券--化工行业周报：寻找价格/库存低分位产品，万华推出多种OEM/ODM产品【行业研究】,金融界股吧
3310,2021-03-08,突破者研创有道 万华化学引领水性木器漆净味PUD新发展,慧聪网
3311,2021-03-08,周期品全线爆发，中材科技涨停！化工ETF（516020）一度涨超3%,资本邦
3312,2021-03-08,石油板块持续走强 惠博普准油股份连续三日涨停,证券时报网
3313,2021-03-08,牧原股份、智飞生物、万华化学、海尔智家、邮储银行等明星股涨超4%,Wind
3314,2021-03-08,板块异动 | 行业需求有效拉动 基础化工板块拉升,智通财经
3315,2021-03-08,快讯：化工板块早盘再度走强 中盐化工等多股涨停,新浪
3316,2021-03-08,3月8日利好及其影响个股,中财网
3317,2021-03-08,化工股走强多只个股涨停,格隆汇
3318,2021-03-08,财联社|时评：抱团资金现已释缓 中小企业亟盼更多呵护,财联社
3319,2021-03-08,盘前情报丨36家公司预告一季度业绩，最高预增36倍！钛白粉年内第二波密集提价,21世纪经济报道
3320,2021-03-08,十大券商策略：A股反攻号角已经吹响 重点关注“碳中和”主题板块,格隆汇
3321,2021-03-08,美国1.9万亿美元刺激计划通过！券商把脉A股走势,Wind
3322,2021-03-08,【东吴晨报0308】【策略】【固收】【宏观】【行业】国防军工、非银【个股】宝钢股份、用友网络、汉威科技、IGG、宁水集团,东吴研究所
3323,2021-03-08,【策略*姚佩】节后外资买了什么、卖了什么？东吴策略·行业风火轮,东吴研究所
3324,2021-03-08,A股牛市格局没变！市场将进入上行窗口,Wind
3325,2021-03-08,基础化工行业周报2021年3月第1周：氨纶继续大涨 布油逼近70美元化工品整体延续上行,新浪
